,CARD,DECK,BALLOT,S224.Q1,S224.Q2,S224.Q3,S224.Q4A,S224.Q4B,S224.Q4C,S224.Q5A,S224.Q5B,S224.Q6A,S224.Q6B,S224.Q6C,S224.Q6D,S224.Q6E,S224.Q6F,S224.Q7A,S224.Q7B.n,S224.Q8,S224.Q9,S224.Q10A,S224.Q10B,S224.Q10C,S224.Q11A.n,S224.Q11B.n,S224.Q12A,S224.Q12B,S224.Q12C,S224.Q12D,S224.Q13A,S224.Q13B,S224.Q14A,S224.Q14B,S224.Q15,S224.Q16,S224.Q17A,S224.Q17B,S224.Q18A,S224.Q18B,S224.Q19A,S224.Q19B,S224.Q20.n,S224.Q21A,S224.Q21B,S224.Q22,S224.Q23,S224.Q24,S224.Q25,S224.V26,S224.V27,S224.V28
696,1.0,224.0,697.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,0.0,2.0,2.0,4.0,1.0,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,0.0,1.0,5.0,5.0,1.0,1.0,5.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,24.0
697,1.0,224.0,698.0,1.0,1.0,6.0,6.0,4.0,1.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,,,4.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,66.0
698,1.0,224.0,699.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,73.0
699,1.0,224.0,700.0,1.0,3.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,28.0
700,1.0,224.0,701.0,2.0,3.0,7.0,3.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,,3.0,3.0,3.0,1.0,2.0,,,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,,2.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,23.0
701,1.0,224.0,702.0,2.0,3.0,5.0,5.0,6.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,2.0,,,5.0,4.0,5.0,5.0,3.0,3.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,0.0,2.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,44.0
702,1.0,224.0,703.0,2.0,2.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,17.0
703,1.0,224.0,704.0,2.0,3.0,8.0,2.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,1.0,4.0,2.0,3.0,2.0,,,5.0,6.0,4.0,4.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,,2.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,25.0
704,1.0,224.0,705.0,3.0,2.0,7.0,6.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,1.0,,,4.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,6.0,4.0
705,1.0,224.0,706.0,4.0,2.0,1.0,2.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,56.0
706,1.0,224.0,707.0,2.0,2.0,5.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,60.0
707,1.0,224.0,708.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,38.0
708,1.0,224.0,709.0,4.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,65.0
709,1.0,224.0,710.0,2.0,3.0,6.0,1.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,0.0,0.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,45.0
710,1.0,224.0,711.0,2.0,3.0,5.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,54.0
711,1.0,224.0,712.0,3.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,0.0,0.0,1.0,1.0,2.0,,,0.0,7.0,4.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,0.0,3.0,2.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,51.0
712,1.0,224.0,713.0,3.0,3.0,5.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,3.0,3.0,1.0,4.0,6.0,18.0
713,1.0,224.0,714.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,4.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,17.0
714,1.0,224.0,715.0,4.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,50.0
715,1.0,224.0,716.0,4.0,2.0,5.0,1.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,2.0,2.0,2.0,,,0.0,7.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,2.0,4.0,6.0,20.0
716,1.0,224.0,717.0,4.0,2.0,6.0,2.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,6.0,23.0
717,1.0,224.0,718.0,2.0,2.0,7.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,,2.0,3.0,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,1.0,4.0,6.0,35.0
718,1.0,224.0,719.0,2.0,2.0,6.0,6.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,1.0,2.0,3.0,1.0,1.0,,,4.0,4.0,5.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,7.0,29.0
719,1.0,224.0,720.0,3.0,3.0,5.0,5.0,4.0,1.0,2.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,4.0,3.0,1.0,1.0,,,4.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,0.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,7.0,13.0
720,1.0,224.0,721.0,1.0,1.0,3.0,5.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,7.0,36.0
721,1.0,224.0,722.0,3.0,1.0,6.0,1.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,2.0,0.0,6.0,0.0,,,1.0,1.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,1.0,7.0,16.0
722,1.0,224.0,723.0,2.0,3.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,4.0,1.0,1.0,,,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,1.0,7.0,33.0
723,1.0,224.0,724.0,1.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,,,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,7.0,19.0
724,1.0,224.0,725.0,2.0,3.0,7.0,5.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,1.0,7.0,30.0
725,1.0,224.0,726.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,3.0,3.0,4.0,,,0.0,7.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0,39.0
726,1.0,224.0,727.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,,0.0,4.0,1.0,1.0,3.0,,,5.0,5.0,5.0,5.0,1.0,3.0,1.0,1.0,2.0,3.0,5.0,5.0,2.0,3.0,1.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0,76.0
727,1.0,224.0,728.0,2.0,2.0,6.0,3.0,5.0,1.0,2.0,7.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,,1.0,3.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,2.0,1.0,,1.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,68.0
728,1.0,224.0,729.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0,12.0
729,1.0,224.0,730.0,4.0,2.0,8.0,1.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,3.0,2.0,2.0,3.0,2.0,,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,,3.0,3.0,2.0,3.0,3.0,1.0,2.0,7.0,34.0
730,1.0,224.0,731.0,3.0,2.0,6.0,1.0,5.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,3.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,30.0
731,1.0,224.0,732.0,5.0,2.0,5.0,2.0,3.0,1.0,2.0,7.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,,3.0,2.0,5.0,3.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,0.0,3.0,3.0,1.0,2.0,7.0,18.0
732,1.0,224.0,733.0,3.0,2.0,5.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,3.0,2.0,2.0,2.0,2.0,,,4.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,2.0,5.0,5.0,1.0,1.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,72.0
733,1.0,224.0,734.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,2.0,,,0.0,7.0,0.0,0.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,66.0
734,1.0,224.0,735.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,89.0
735,1.0,224.0,736.0,1.0,3.0,4.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,5.0,5.0,1.0,3.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,73.0
736,1.0,224.0,737.0,2.0,3.0,7.0,6.0,5.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,,1.0,2.0,2.0,1.0,1.0,,,1.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,3.0,2.0,3.0,3.0,3.0,1.0,2.0,7.0,15.0
737,1.0,224.0,738.0,3.0,3.0,6.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,1.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,,3.0,3.0,2.0,3.0,3.0,1.0,2.0,7.0,102.0
738,1.0,224.0,739.0,2.0,3.0,8.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,3.0,3.0,2.0,3.0,,,5.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,,3.0,2.0,2.0,3.0,3.0,1.0,2.0,7.0,80.0
739,1.0,224.0,740.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,1.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,,3.0,3.0,0.0,3.0,3.0,2.0,2.0,7.0,92.0
740,1.0,224.0,741.0,3.0,3.0,6.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,,3.0,2.0,1.0,1.0,1.0,,,3.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,26.0
741,1.0,224.0,742.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,1.0,4.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,5.0,2.0,,3.0,3.0,0.0,3.0,3.0,1.0,3.0,7.0,51.0
742,1.0,224.0,743.0,2.0,2.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,27.0
743,1.0,224.0,744.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,0.0,2.0,1.0,1.0,1.0,,,1.0,1.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,5.0,0.0,,3.0,0.0,0.0,3.0,3.0,2.0,3.0,7.0,29.0
744,1.0,224.0,745.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,,3.0,2.0,0.0,2.0,3.0,,,1.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,5.0,3.0,,0.0,0.0,0.0,3.0,3.0,1.0,3.0,7.0,21.0
745,1.0,224.0,746.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,,,0.0,7.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,3.0,5.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,3.0,7.0,9.0
746,1.0,224.0,747.0,3.0,2.0,6.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.0,3.0,2.0,2.0,,,0.0,7.0,0.0,0.0,3.0,3.0,3.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,5.0,1.0,,3.0,0.0,0.0,3.0,3.0,2.0,3.0,7.0,42.0
747,1.0,224.0,748.0,2.0,2.0,5.0,1.0,3.0,0.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,,1.0,2.0,1.0,1.0,3.0,,,0.0,7.0,0.0,0.0,0.0,4.0,1.0,4.0,4.0,2.0,5.0,5.0,2.0,3.0,1.0,1.0,,0.0,3.0,0.0,3.0,3.0,2.0,3.0,7.0,31.0
748,1.0,224.0,749.0,2.0,3.0,6.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,5.0,5.0,5.0,3.0,1.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,3.0,7.0,49.0
749,1.0,224.0,750.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,,0.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0,58.0
750,1.0,224.0,751.0,2.0,3.0,7.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,0.0,0.0,1.0,1.0,1.0,,,0.0,7.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.0,1.0,1.0,1.0,9.0,33.0
751,1.0,224.0,752.0,5.0,2.0,6.0,1.0,6.0,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,,0.0,3.0,2.0,3.0,4.0,,,4.0,6.0,6.0,6.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,,2.0,2.0,2.0,7.0,1.0,1.0,1.0,9.0,10.0
752,1.0,224.0,753.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,3.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,5.0,5.0,0.0,0.0,5.0,0.0,,3.0,3.0,0.0,3.0,3.0,1.0,4.0,2.0,42.0
753,1.0,224.0,754.0,4.0,2.0,5.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,2.0,3.0,3.0,3.0,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,2.0,4.0,2.0,16.0
754,1.0,224.0,755.0,3.0,2.0,7.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,1.0,,,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,,3.0,3.0,1.0,3.0,3.0,1.0,4.0,2.0,47.0
755,1.0,224.0,756.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,7.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,,0.0,4.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,0.0,2.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,8.0
756,1.0,224.0,757.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,0.0,2.0,1.0,1.0,1.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,0.0,0.0,,3.0,3.0,0.0,3.0,3.0,2.0,4.0,2.0,40.0
757,1.0,224.0,758.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,3.0,,,4.0,4.0,4.0,0.0,4.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,0.0,1.0,1.0,,3.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,53.0
758,1.0,224.0,759.0,3.0,3.0,3.0,6.0,4.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,,3.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,54.0
759,1.0,224.0,760.0,2.0,3.0,4.0,1.0,4.0,1.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,4.0,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,5.0,1.0,1.0,1.0,3.0,,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,23.0
760,1.0,224.0,761.0,2.0,3.0,3.0,3.0,6.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,57.0
761,1.0,224.0,762.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,,3.0,3.0,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,0.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,12.0
762,1.0,224.0,763.0,3.0,3.0,7.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,1.0,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,0.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,0.0,1.0,3.0,3.0,2.0,2.0,3.0,68.0
763,1.0,224.0,764.0,3.0,2.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,0.0,2.0,5.0,5.0,1.0,1.0,5.0,0.0,,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0
