,CARD,DECK,BALLOT,FORM,S211B.Q1,S211B.Q2,S211B.Q3,S211B.Q4,S211B.Q5,S211B.Q6,S211B.Q7,S211B.Q8,S211B.Q9,S211B.Q10,S211B.Q11,S211B.Q12,S211B.Q13,S211B.Q14,S211B.Q15.1,S211B.Q15.2,S211B.Q16A,S211B.Q16B,S211B.Q16C,S211B.Q16D,S211B.Q16E,S211B.Q16F,S211B.Q16G,S211B.Q16H,S211B.Q17A,S211B.Q17B,S211B.Q18,S211B.Q19,S211B.Q20A,S211B.Q20B.n,S211B.Q21,S211B.Q22,S211B.Q23,S211B.Q24,S211B.Q25.n,S211B.Q26,S211B.Q27,S211B.Q28,S211B.Q29,S211B.Q30A,S211B.Q30B,S211B.Q30C,S211B.Q30D,S211B.Q30E,S211B.Q30F,S211B.Q30G,S211B.Q30H,S211B.Q30I,S211B.Q30J,S211B.Q30K,S211B.Q31A,S211B.Q31B,S211B.Q31C,S211B.Q31D,S211B.Q31E,S211B.Q31F,S211B.Q31G,S211B.Q32,S211B.Q33A,S211B.Q33B,S211B.Q34,S211B.Q35A,S211B.Q35B,S211B.Q36,S211B.Q37,S211B.Q38,CARD..1,DECK..1,BALLOT..1,FORM..1,S211B.Q39,S211B.Q40,S211B.Q41,S211B.Q42,S211B.Q43A,S211B.Q43B,S211B.Q44A,S211B.Q44B,S211B.Q45,S211B.Q46,S211B.Q47.n,S211B.Q48A,S211B.Q48B,S211B.Q49A,S211B.Q49B,S211B.Q50,S211B.Q51A,S211B.Q51B,S211B.Q52A,S211B.Q52B,S211B.Q53A,S211B.Q53B,S211B.Q54A,S211B.Q54B,S211B.Q55A,S211B.Q55B,S211B.Q56A,S211B.Q56B,S211B.Q57,S211B.Q58A,S211B.Q58B,S211B.Q59A,S211B.Q59B,S211B.Q60A,S211B.Q60B,S211B.Q61A,S211B.Q62A,S211B.Q62B,S211B.Q63A,S211B.Q63B,S211B.Q64A,S211B.Q64B,S211B.Q65A,S211B.Q65B,S211B.Q66A,S211B.Q66B,S211B.Q67A,S211B.Q67B,S211B.Q68,S211B.Q69A,S211B.Q69B,S211B.Q70.n,S211B.V71,S211B.V72,S211B.V73,S211B.V74,S211B.V75,S211B.V76
767,1.0,211.0,768.0,2.0,4.0,1.0,4.0,19.0,2.0,1.0,10.0,1.0,4.0,10.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,,2.0,2.0,3.0,2.0,,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,211.0,768.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,85.0,3.0,,1.0,4.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,5.0,3.0,,2.0,3.0,11.0,2.0,2.0,70.0
768,1.0,211.0,769.0,2.0,1.0,3.0,2.0,48.0,4.0,5.0,21.0,1.0,3.0,3.0,11.0,1.0,1.0,1.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,,2.0,3.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,211.0,769.0,2.0,3.0,5.0,4.0,1.0,5.0,4.0,2.0,3.0,85.0,3.0,,1.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,1.0,5.0,,7.0,7.0,11.0,1.0,3.0,161.0
769,1.0,211.0,770.0,2.0,4.0,2.0,3.0,52.0,3.0,5.0,19.0,1.0,4.0,4.0,21.0,1.0,1.0,1.0,6.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,,1.0,4.0,1.0,1.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,211.0,770.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,85.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0,5.0,3.0,,3.0,5.0,9.0,2.0,3.0,105.0
770,1.0,211.0,771.0,2.0,1.0,3.0,3.0,60.0,1.0,3.0,19.0,1.0,2.0,2.0,21.0,0.0,1.0,1.0,6.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,,3.0,4.0,3.0,2.0,,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,211.0,771.0,2.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,0.0,85.0,3.0,,2.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,5.0,3.0,,7.0,7.0,2.0,1.0,4.0,82.0
771,1.0,211.0,772.0,2.0,4.0,2.0,4.0,34.0,4.0,1.0,9.0,1.0,10.0,0.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,,2.0,3.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,211.0,772.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,85.0,3.0,,1.0,4.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,6.0,,7.0,7.0,11.0,1.0,2.0,282.0
772,1.0,211.0,773.0,2.0,4.0,2.0,4.0,28.0,2.0,1.0,9.0,1.0,4.0,9.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,,1.0,4.0,1.0,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,211.0,773.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,85.0,1.0,,2.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,3.0,5.0,,2.0,1.0,12.0,2.0,2.0,303.0
773,1.0,211.0,774.0,2.0,4.0,2.0,4.0,27.0,4.0,1.0,11.0,1.0,5.0,10.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.0,0.0,,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,211.0,774.0,2.0,3.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,86.0,2.0,,0.0,5.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,3.0,4.0,,1.0,0.0,5.0,2.0,2.0,307.0
774,1.0,211.0,775.0,2.0,1.0,2.0,3.0,44.0,2.0,4.0,32.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,,2.0,3.0,2.0,3.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,211.0,775.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,86.0,1.0,,1.0,4.0,1.0,1.0,2.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,5.0,1.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,5.0,,7.0,7.0,12.0,1.0,2.0,478.0
775,1.0,211.0,776.0,2.0,2.0,2.0,3.0,53.0,2.0,1.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,,1.0,4.0,1.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,211.0,776.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,86.0,1.0,,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,2.0,0.0,10.0,2.0,2.0,233.0
776,1.0,211.0,777.0,2.0,4.0,3.0,3.0,39.0,4.0,5.0,24.0,1.0,4.0,6.0,21.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,211.0,777.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,2.0,3.0,86.0,1.0,,1.0,4.0,1.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,5.0,0.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,,2.0,3.0,6.0,2.0,9.0,32.0
777,1.0,211.0,778.0,2.0,4.0,4.0,3.0,40.0,2.0,1.0,31.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,4.0,4.0,4.0,,2.0,3.0,1.0,1.0,,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,211.0,778.0,2.0,0.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,86.0,3.0,,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,,4.0,4.0,6.0,2.0,2.0,155.0
778,1.0,211.0,779.0,2.0,1.0,3.0,1.0,45.0,4.0,1.0,38.0,0.0,2.0,2.0,21.0,0.0,0.0,1.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,,2.0,4.0,1.0,2.0,,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,211.0,779.0,2.0,3.0,4.0,4.0,3.0,1.0,4.0,1.0,4.0,86.0,3.0,,1.0,5.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,,7.0,7.0,9.0,1.0,1.0,269.0
779,1.0,211.0,780.0,2.0,4.0,2.0,5.0,19.0,2.0,1.0,9.0,1.0,5.0,9.0,1.0,2.0,1.0,2.0,6.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,0.0,0.0,,2.0,3.0,1.0,2.0,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,211.0,780.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,86.0,2.0,,1.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,0.0,1.0,5.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,5.0,6.0,,2.0,4.0,8.0,2.0,5.0,102.0
780,1.0,211.0,781.0,2.0,4.0,2.0,3.0,28.0,4.0,1.0,11.0,1.0,3.0,10.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,,1.0,4.0,1.0,1.0,,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,211.0,781.0,2.0,0.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,86.0,2.0,,1.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,,6.0,6.0,13.0,2.0,5.0,218.0
781,1.0,211.0,782.0,2.0,2.0,4.0,2.0,36.0,4.0,1.0,32.0,1.0,3.0,3.0,21.0,2.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,,2.0,3.0,1.0,2.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,211.0,782.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,86.0,2.0,,1.0,5.0,1.0,2.0,1.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,,5.0,4.0,10.0,2.0,6.0,179.0
782,1.0,211.0,783.0,2.0,4.0,3.0,4.0,40.0,4.0,4.0,27.0,2.0,4.0,4.0,21.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,211.0,783.0,2.0,2.0,4.0,0.0,2.0,5.0,2.0,2.0,3.0,86.0,2.0,,1.0,5.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,5.0,2.0,,2.0,0.0,7.0,2.0,7.0,83.0
783,1.0,211.0,784.0,2.0,4.0,3.0,4.0,40.0,4.0,1.0,9.0,1.0,4.0,8.0,1.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,,1.0,3.0,1.0,2.0,,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,211.0,784.0,2.0,2.0,4.0,0.0,1.0,2.0,4.0,2.0,3.0,86.0,2.0,,1.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,3.0,2.0,3.0,,6.0,5.0,8.0,2.0,5.0,167.0
784,1.0,211.0,785.0,2.0,4.0,3.0,5.0,37.0,4.0,4.0,20.0,3.0,6.0,6.0,2.0,2.0,1.0,1.0,6.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,,1.0,2.0,1.0,4.0,,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,2.0,211.0,785.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,86.0,2.0,,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,,1.0,0.0,6.0,2.0,10.0,28.0
785,1.0,211.0,786.0,2.0,2.0,4.0,1.0,40.0,4.0,1.0,33.0,2.0,4.0,4.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,211.0,786.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0,2.0,3.0,86.0,2.0,,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,0.0,3.0,5.0,3.0,,0.0,1.0,10.0,2.0,10.0,37.0
786,1.0,211.0,787.0,2.0,3.0,2.0,4.0,62.0,1.0,5.0,13.0,1.0,1.0,2.0,21.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,2.0,1.0,4.0,1.0,,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,211.0,787.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,86.0,3.0,,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,,5.0,6.0,11.0,2.0,9.0,69.0
787,1.0,211.0,788.0,2.0,3.0,5.0,3.0,39.0,4.0,5.0,22.0,1.0,4.0,5.0,21.0,1.0,1.0,1.0,6.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,,2.0,3.0,1.0,2.0,,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,211.0,788.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,86.0,2.0,,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,4.0,,7.0,7.0,8.0,1.0,9.0,60.0
788,1.0,211.0,789.0,2.0,1.0,3.0,1.0,42.0,4.0,1.0,32.0,1.0,3.0,3.0,21.0,4.0,1.0,1.0,6.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,,3.0,2.0,1.0,3.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,211.0,789.0,2.0,3.0,2.0,5.0,1.0,5.0,2.0,3.0,3.0,86.0,3.0,,1.0,4.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,5.0,6.0,,1.0,0.0,6.0,2.0,8.0,24.0
789,1.0,211.0,790.0,2.0,4.0,4.0,4.0,51.0,4.0,5.0,17.0,1.0,4.0,4.0,21.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,211.0,790.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,86.0,1.0,,1.0,5.0,1.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,2.0,5.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,3.0,5.0,6.0,,7.0,7.0,7.0,1.0,3.0,150.0
790,1.0,211.0,791.0,2.0,4.0,4.0,5.0,40.0,4.0,5.0,19.0,1.0,4.0,4.0,21.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,211.0,791.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,86.0,2.0,,1.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,3.0,5.0,3.0,,7.0,7.0,3.0,1.0,3.0,153.0
