,CARD,DECK,BALLOT,FORM,S100G.Q1,S100G.Q2,S100G.Q3,S100G.Q4.1,S100G.Q4.2,S100G.Q5A.n,S100G.Q5B,S100G.Q5C,S100G.Q5D.n,S100G.Q6,S100G.Q7,S100G.Q8A,S100G.Q8B,S100G.Q8C,S100G.Q9,S100G.Q10,S100G.Q11,S100G.Q12A,S100G.Q12B,S100G.Q13,S100G.Q14,S100G.Q15A.x,S100G.Q16,S100G.Q17,S100G.Q18A,S100G.Q18B,S100G.Q19,S100G.Q20A,S100G.Q20B,S100G.Q21,S100G.Q22,S100G.Q23,S100G.Q24,S100G.Q25A,S100G.Q25B,S100G.Q26,S100G.Q27,S100G.Q28A,S100G.Q28B,S100G.Q28C,S100G.Q29,S100G.Q30,S100G.Q31,S100G.Q32A,S100G.Q32B,S100G.Q33,S100G.Q34,S100G.Q35A,S100G.Q35B,S100G.Q35C,S100G.Q35D,S100G.Q35E,S100G.Q35F,S100G.Q35G,S100G.Q35H.n,S100G.Q35I.n,S100G.Q36,S100G.Q37,S100G.Q38A,S100G.Q38B,S100G.Q39A,S100G.Q39B,S100G.Q39C,S100G.Q39D,S100G.Q39E,S100G.Q39F,S100G.Q39G,S100G.Q39H,CARD..1,DECK..1,BALLOT..1,FORM..1,S100G.Q40A,S100G.Q40B,S100G.Q40C,S100G.Q40D,S100G.Q40E,S100G.Q41,S100G.Q42,S100G.Q43A,S100G.Q43B,S100G.Q43C,S100G.Q43D,S100G.Q43E,S100G.Q43F,S100G.Q43G,S100G.Q43H,S100G.Q43I,S100G.Q43J,S100G.Q44A,S100G.Q44B,S100G.Q45,S100G.Q46,S100G.Q47A.n,S100G.Q47B.n,S100G.Q48A,S100G.Q48B,S100G.Q49A,S100G.Q49B,S100G.Q50A,S100G.Q50B,S100G.Q50C,S100G.Q50D,S100G.Q50E,S100G.Q51A.n,S100G.Q51B.n,S100G.Q51C.n,S100G.Q51D,S100G.Q52,S100G.Q53,S100G.Q54,S100G.Q55,S100G.Q56,S100G.Q57A,S100G.Q57B,S100G.Q57C,S100G.Q58,S100G.Q59,S100G.Q60A,S100G.Q60B,S100G.Q61,S100G.Q62,S100G.Q63.1,S100G.Q63.2,S100G.Q63.3,S100G.Q63.4,S100G.Q63.5,S100G.Q63.6,S100G.Q63.7,S100G.Q63.8,S100G.Q63.9,S100G.Q63.10,S100G.Q63.11,S100G.Q63.12,S100G.Q63.13,S100G.Q63.14,S100G.Q63.15,S100G.Q64,S100G.Q65,S100G.V66,S100G.V67,S100G.V68
65,1.0,100.0,66.0,7.0,5.0,4.0,2.0,9.0,4.0,,90.0,2.0,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,8.0,1.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,66.0,7.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,,,1.0,4.0,3.0,2.0,5.0,1.0,1.0,3.0,1.0,,,,2.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,75.0
66,1.0,100.0,67.0,7.0,1.0,3.0,3.0,1.0,5.0,,90.0,14.0,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,1.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,67.0,7.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,,,,5.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,11.0
67,1.0,100.0,68.0,7.0,2.0,4.0,10.0,9.0,4.0,,105.0,15.0,,1.0,3.0,7.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,1.0,2.0,2.0,8.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,100.0,68.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,,,2.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,1.0,,,,4.0,2.0,1.0,8.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,3.0,3.0,95.0
68,1.0,100.0,69.0,7.0,2.0,4.0,9.0,12.0,4.0,,105.0,15.0,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,8.0,1.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,100.0,69.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,,,2.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,,,,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,2.0
69,1.0,100.0,70.0,7.0,1.0,4.0,10.0,9.0,4.0,,90.0,30.0,,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,100.0,70.0,7.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,,,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,4.0,3.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,50.0
70,1.0,100.0,71.0,7.0,3.0,4.0,10.0,9.0,4.0,,90.0,3.0,,1.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,2.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,71.0,7.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,,,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,5.0,1.0,2.0,9.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,78.0
71,1.0,100.0,72.0,7.0,2.0,4.0,3.0,10.0,4.0,,102.0,14.0,,1.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,,2.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,100.0,72.0,7.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,,,,4.0,4.0,1.0,7.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,7.0
72,1.0,100.0,73.0,7.0,2.0,4.0,3.0,9.0,4.0,,90.0,14.0,,1.0,3.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,8.0,1.0,3.0,2.0,10.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,73.0,7.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,0.0,0.0,,,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,3.0,2.0,1.0,8.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,52.0
73,1.0,100.0,74.0,7.0,4.0,4.0,8.0,9.0,4.0,,90.0,90.0,,1.0,4.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,100.0,74.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,2.0,5.0,1.0,9.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,3.0,3.0,71.0
74,1.0,100.0,75.0,7.0,5.0,4.0,9.0,9.0,4.0,,120.0,90.0,,1.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,3.0,1.0,2.0,1.0,8.0,1.0,3.0,0.0,9.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,100.0,75.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,3.0,1.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,64.0
75,1.0,100.0,76.0,7.0,1.0,3.0,9.0,1.0,4.0,,110.0,99.0,,1.0,4.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,100.0,76.0,7.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,,,1.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,,,,4.0,4.0,1.0,6.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,3.0,16.0
76,1.0,100.0,77.0,7.0,1.0,4.0,9.0,9.0,4.0,,120.0,90.0,,1.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,2.0,1.0,8.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,100.0,77.0,7.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,,,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,4.0,4.0,2.0,9.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,,3.0,1.0,37.0
77,1.0,100.0,78.0,7.0,2.0,4.0,13.0,9.0,4.0,,120.0,90.0,,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,6.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,100.0,78.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,2.0,3.0,2.0,2.0,1.0,5.0,1.0,5.0,1.0,,,,1.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,1.0,53.0
78,1.0,100.0,79.0,7.0,2.0,4.0,0.0,9.0,4.0,,45.0,98.0,,1.0,4.0,5.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,3.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,3.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,100.0,79.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2.0,0.0,2.0,2.0,1.0,5.0,1.0,4.0,1.0,,,,0.0,2.0,1.0,10.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,,3.0,3.0,43.0
79,1.0,100.0,80.0,7.0,2.0,4.0,10.0,9.0,4.0,,100.0,70.0,,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,8.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,100.0,80.0,7.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,,,1.0,3.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,,,,4.0,3.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,5.0,1.0,17.0
80,1.0,100.0,81.0,7.0,2.0,4.0,8.0,9.0,4.0,,160.0,99.0,,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,,,0.0,5.0,3.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,100.0,81.0,7.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,,,1.0,4.0,1.0,2.0,4.0,1.0,3.0,5.0,5.0,,,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,,5.0,1.0,20.0
81,1.0,100.0,82.0,7.0,3.0,4.0,9.0,9.0,4.0,,999.0,15.0,,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,2.0,1.0,8.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,100.0,82.0,7.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,,,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,5.0,2.0,53.0
82,1.0,100.0,83.0,7.0,2.0,4.0,9.0,9.0,4.0,,60.0,3.0,,1.0,4.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,0.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,1.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,2.0,100.0,83.0,7.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,,,3.0,3.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,,,,5.0,4.0,1.0,9.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,5.0,1.0,19.0
83,1.0,100.0,84.0,7.0,2.0,4.0,2.0,9.0,4.0,,90.0,8.0,,1.0,2.0,7.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,100.0,84.0,7.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,,,1.0,4.0,1.0,3.0,5.0,2.0,5.0,1.0,2.0,,,,2.0,2.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,5.0,3.0,26.0
84,1.0,100.0,85.0,7.0,1.0,4.0,4.0,9.0,4.0,,120.0,10.0,,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,8.0,0.0,3.0,1.0,4.0,2.0,2.0,1.0,0.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,3.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,100.0,85.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,,,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,3.0,5.0,1.0,8.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,5.0,1.0,73.0
85,1.0,100.0,86.0,7.0,5.0,4.0,1.0,9.0,4.0,,40.0,5.0,,1.0,4.0,6.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,100.0,86.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,5.0,3.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,5.0,3.0,38.0
86,1.0,100.0,87.0,7.0,2.0,4.0,9.0,8.0,4.0,,90.0,15.0,,1.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,5.0,3.0,0.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,100.0,87.0,7.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,,,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,,,,4.0,1.0,1.0,5.0,4.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,5.0,2.0,39.0
