,CARD,DECK,BALLOT,S126.Q1,S126.Q2,S126.Q3.x,S126.Q5,S126.Q6,S126.Q7,S126.Q8,S126.Q9,S126.Q10,S126.Q11,S126.Q12,S126.Q13,S126.Q14,S126.Q15,S126.Q16,S126.Q17,S126.Q18,S126.Q19,S126.Q20,S126.Q21,S126.Q22,S126.Q23,S126.Q24,S126.Q25,S126.Q26,S126.Q27,S126.Q28,S126.Q29,S126.Q30,S126.Q31,S126.Q32A,S126.Q32B,S126.Q32C,S126.Q32D,S126.Q32E,S126.Q32F,S126.V32G,S126.Q33,S126.Q34,S126.Q35,S126.Q36,S126.Q37,S126.Q38,S126.Q39,S126.Q40,S126.Q41,S126.Q42,S126.Q43,S126.Q44,S126.Q45,S126.Q46,S126.Q47,S126.Q48,S126.Q49,S126.Q50,S126.Q51,S126.Q52,S126.Q53,S126.Q54,S126.Q55,S126.Q56,S126.Q57,S126.Q58,S126.Q59,S126.Q60,S126.Q61,S126.Q62,S126.Q63,S126.Q64,S126.Q65,S126.Q66,S126.Q67,CARD..1,DECK..1,BALLOT..1,S126.Q68,S126.Q69,S126.Q70,S126.Q71,S126.Q72,S126.Q73,S126.Q74A,S126.Q74B,S126.Q74C,S126.Q74D,S126.Q74E,S126.V74F,S126.V74G,S126.Q75,S126.Q76,S126.Q77,S126.Q78,S126.Q79,S126.Q80A,S126.Q80B,S126.Q81,S126.Q82,S126.Q83,S126.Q84,S126.Q85,S126.Q86,S126.Q87,S126.Q88,S126.Q89,S126.Q90A,S126.Q90B,S126.Q91,S126.Q92,S126.Q93.n,S126.Q94,S126.Q95,S126.Q96.n,S126.Q97,S126.V98,S126.V99,S126.V100
367,2.0,126.0,202.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,10.0,1.0,0.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,6.0,6.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,1.0,126.0,203.0,2.0,1.0,5.0,3.0,3.0,5.0,2.0,6.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,2.0,126.0,203.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,33.0,1.0,2.0,1.0,6.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,6.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,7.0,2.0,1.0,0.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,1.0,126.0,204.0,4.0,2.0,1.0,5.0,1.0,5.0,2.0,8.0,6.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,9.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,2.0,126.0,204.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,11.0,1.0,2.0,6.0,6.0,7.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,8.0,2.0,1.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1.0,126.0,205.0,2.0,1.0,4.0,4.0,5.0,5.0,2.0,2.0,6.0,4.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,7.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2.0,126.0,205.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,22.0,1.0,2.0,1.0,6.0,8.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,1.0,0.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,1.0,126.0,206.0,3.0,1.0,1.0,5.0,1.0,5.0,2.0,9.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,2.0,126.0,206.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,31.0,2.0,2.0,3.0,6.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,6.0,5.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,4.0,0.0,5.0,2.0,1.0,0.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,1.0,126.0,207.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,2.0,126.0,207.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,8.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,6.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,0.0,6.0,2.0,1.0,0.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1.0,126.0,208.0,2.0,1.0,1.0,4.0,0.0,3.0,2.0,4.0,5.0,2.0,4.0,2.0,0.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2.0,126.0,208.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,11.0,1.0,2.0,7.0,6.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,0.0,6.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,5.0,2.0,1.0,0.0,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1.0,126.0,209.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,6.0,1.0,4.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,2.0,126.0,209.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,11.0,2.0,1.0,7.0,6.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,6.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1.0,126.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,2.0,1.0,3.0,2.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,7.0,2.0,3.0,3.0,3.0,5.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2.0,126.0,210.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,12.0,2.0,1.0,5.0,6.0,7.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,2.0,6.0,3.0,5.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,1.0,0.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1.0,126.0,211.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,126.0,211.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,7.0,3.0,2.0,1.0,1.0,5.0,5.0,6.0,4.0,3.0,7.0,3.0,6.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,,3.0,2.0,1.0,36.0
385,1.0,126.0,212.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,126.0,212.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,8.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,,0.0,2.0,1.0,23.0
386,1.0,126.0,213.0,2.0,3.0,1.0,3.0,2.0,4.0,2.0,9.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2.0,126.0,213.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,32.0,3.0,2.0,8.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1.0,126.0,214.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,7.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,2.0,126.0,214.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,31.0,2.0,2.0,4.0,6.0,1.0,3.0,1.0,2.0,1.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,6.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1.0,126.0,215.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,9.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,126.0,215.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,,2.0,2.0,,12.0,2.0,1.0,93.0
391,1.0,126.0,216.0,5.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,2.0,126.0,216.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,32.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,2.0,2.0,6.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1.0,126.0,217.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,9.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2.0,126.0,217.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,31.0,1.0,1.0,6.0,6.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,6.0,3.0,3.0,7.0,3.0,6.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1.0,126.0,218.0,3.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,2.0,126.0,218.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,23.0,2.0,2.0,8.0,6.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,6.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1.0,126.0,219.0,3.0,2.0,5.0,1.0,3.0,5.0,2.0,9.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,2.0,126.0,219.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,33.0,2.0,2.0,8.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,4.0,1.0,0.0,3.0,2.0,1.0,0.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,1.0,126.0,220.0,3.0,2.0,4.0,5.0,1.0,5.0,2.0,0.0,7.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,2.0,126.0,220.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,12.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,0.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1.0,126.0,221.0,5.0,3.0,4.0,3.0,4.0,3.0,2.0,9.0,4.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,9.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2.0,126.0,221.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,11.0,1.0,3.0,7.0,6.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1.0,126.0,222.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,7.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,126.0,222.0,1.0,2.0,2.0,3.0,2.0,4.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,6.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,0.0,0.0,,7.0,2.0,1.0,94.0
404,1.0,126.0,223.0,3.0,1.0,5.0,1.0,1.0,5.0,2.0,11.0,8.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,7.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,126.0,223.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,2.0,3.0,,2.0,2.0,,0.0,2.0,1.0,84.0
405,1.0,126.0,224.0,2.0,2.0,1.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2.0,126.0,224.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,23.0,3.0,3.0,8.0,6.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,0.0,4.0,2.0,1.0,0.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1.0,126.0,225.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,6.0,1.0,2.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
