,CARD,DECK,BALLOT,S83.Q1,S83.Q2.1,S83.Q2.2,S83.Q3,S83.Q4A,S83.Q4B,S83.Q4C,S83.Q4D,S83.Q5.1,S83.Q5.2,S83.Q6.1,S83.Q6.2,S83.Q7,S83.Q8,S83.Q9,S83.Q10,S83.Q11,S83.Q12,S83.Q13,S83.Q14A.n,S83.Q14B.n,S83.Q14C.n,S83.Q14D.n,S83.Q15A.n,S83.Q15B.n,S83.Q15C.n,S83.Q15D.n,S83.Q16.n,S83.Q17A.n,S83.Q17B.n,S83.Q18,S83.Q19,S83.Q20,S83.Q21,S83.Q22,S83.Q23A,S83.Q23B,S83.Q24,S83.Q25A.1,S83.Q25A.2,S83.Q25A.3,S83.Q25A.4,S83.Q25A.5,S83.Q25A.6,S83.Q25A.7,S83.Q25A.8,S83.Q25A.9,S83.Q25A.10,S83.Q25B,S83.Q26,S83.Q27,S83.Q28,S83.Q29,S83.Q30,S83.Q31,S83.Q32,S83.Q33,S83.Q34,S83.Q35,S83.Q36,S83.Q37,S83.Q38,S83.Q39,S83.Q40,S83.Q41,S83.Q42,S83.Q43,S83.Q44,S83.Q45,S83.Q46,S83.Q47,S83.Q48,CARD..1,DECK..1,BALLOT..1,S83.Q49,S83.V50,S83.V51,S83.V52,S83.V53,S83.V54,S83.V55
417,1.0,83.0,418.0,4.0,1.0,32.0,5.0,4.0,6.0,7.0,7.0,8.0,9.0,5.0,58.0,5.0,2.0,2.0,4.0,10.0,6.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,418.0,1.0,1.0,2.0,5.0,4.0,32313.0,31731.0
418,1.0,83.0,419.0,4.0,11.0,18.0,4.0,99.0,99.0,24.0,8.0,4.0,84.0,2.0,21.0,3.0,2.0,3.0,5.0,4.0,5.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,0.0,5.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,419.0,1.0,0.0,3.0,0.0,1.0,32332.0,11762.0
419,1.0,83.0,420.0,4.0,1.0,30.0,5.0,36.0,48.0,24.0,8.0,12.0,0.0,6.0,62.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,420.0,1.0,0.0,1.0,6.0,2.0,32322.0,43315.0
420,1.0,83.0,421.0,4.0,8.0,42.0,4.0,99.0,99.0,6.0,9.0,2.0,92.0,6.0,64.0,3.0,2.0,3.0,2.0,10.0,5.0,2.0,,,,,,,,,,,,1.0,3.0,4.0,3.0,1.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,83.0,421.0,1.0,1.0,0.0,7.0,2.0,20221.0,42214.0
421,1.0,83.0,422.0,4.0,6.0,42.0,4.0,0.0,0.0,8.0,10.0,3.0,5.0,6.0,64.0,5.0,2.0,2.0,2.0,8.0,5.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,83.0,422.0,1.0,1.0,1.0,6.0,3.0,22100.0,41211.0
422,1.0,83.0,423.0,4.0,6.0,33.0,5.0,99.0,6.0,9.0,10.0,9.0,11.0,3.0,31.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,4.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,83.0,423.0,1.0,0.0,2.0,1.0,1.0,22303.0,12294.0
423,1.0,83.0,424.0,4.0,10.0,37.0,5.0,0.0,16.0,11.0,10.0,6.0,6.0,6.0,62.0,5.0,2.0,2.0,5.0,1.0,6.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,424.0,1.0,3.0,0.0,6.0,4.0,22313.0,22162.0
424,1.0,83.0,425.0,4.0,5.0,41.0,4.0,0.0,0.0,9.0,11.0,2.0,95.0,6.0,61.0,5.0,2.0,3.0,5.0,4.0,5.0,3.0,,,,,,,,,,,,3.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,425.0,1.0,1.0,1.0,7.0,2.0,31203.0,31621.0
425,1.0,83.0,426.0,4.0,6.0,19.0,5.0,99.0,99.0,24.0,12.0,2.0,95.0,5.0,59.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,426.0,0.0,3.0,0.0,7.0,3.0,31203.0,41431.0
426,1.0,83.0,427.0,4.0,1.0,43.0,3.0,99.0,99.0,99.0,12.0,11.0,89.0,9.0,93.0,3.0,2.0,2.0,3.0,8.0,6.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,427.0,1.0,3.0,0.0,6.0,3.0,32303.0,11521.0
427,1.0,83.0,428.0,4.0,6.0,42.0,4.0,99.0,99.0,7.0,12.0,1.0,98.0,5.0,58.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,,,,,,,,,,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,428.0,1.0,3.0,1.0,6.0,4.0,31313.0,43855.0
428,1.0,83.0,429.0,4.0,8.0,28.0,5.0,99.0,6.0,7.0,12.0,12.0,93.0,5.0,58.0,5.0,2.0,2.0,3.0,7.0,4.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,6.0,4.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,429.0,1.0,3.0,2.0,4.0,3.0,32303.0,32341.0
429,1.0,83.0,430.0,4.0,8.0,18.0,4.0,8.0,99.0,55.0,12.0,4.0,97.0,5.0,59.0,3.0,3.0,3.0,2.0,6.0,1.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,83.0,430.0,2.0,1.0,0.0,5.0,3.0,2312.0,31861.0
430,1.0,83.0,431.0,4.0,4.0,42.0,4.0,0.0,0.0,9.0,12.0,3.0,6.0,10.0,1.0,5.0,2.0,2.0,3.0,8.0,6.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,431.0,1.0,2.0,1.0,5.0,3.0,32303.0,31381.0
431,1.0,83.0,432.0,4.0,12.0,26.0,5.0,99.0,99.0,27.0,13.0,1.0,5.0,6.0,62.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,432.0,2.0,3.0,0.0,7.0,5.0,32303.0,41151.0
432,1.0,83.0,433.0,4.0,2.0,26.0,5.0,99.0,40.0,12.0,13.0,8.0,92.0,6.0,62.0,4.0,2.0,2.0,3.0,5.0,2.0,2.0,,,,,,,,,,,,4.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,83.0,433.0,1.0,1.0,1.0,4.0,3.0,11213.0,41351.0
433,1.0,83.0,434.0,4.0,4.0,22.0,5.0,99.0,99.0,21.0,13.0,6.0,94.0,9.0,93.0,5.0,2.0,2.0,4.0,3.0,6.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,434.0,1.0,2.0,1.0,7.0,4.0,22323.0,31841.0
434,1.0,83.0,435.0,4.0,1.0,25.0,5.0,36.0,96.0,44.0,13.0,5.0,2.0,3.0,35.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,,,,,,,,,,,,3.0,2.0,4.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,83.0,435.0,2.0,0.0,2.0,1.0,0.0,11321.0,31851.0
435,1.0,83.0,436.0,4.0,4.0,29.0,5.0,0.0,7.0,45.0,14.0,8.0,98.0,5.0,57.0,3.0,2.0,3.0,2.0,1.0,5.0,0.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,2.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,5.0,0.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,83.0,436.0,1.0,0.0,0.0,4.0,1.0,11120.0,41652.0
436,1.0,83.0,437.0,4.0,1.0,42.0,5.0,0.0,0.0,9.0,14.0,2.0,1.0,2.0,23.0,3.0,2.0,3.0,5.0,4.0,5.0,2.0,,,,,,,,,,,,2.0,1.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,437.0,1.0,1.0,0.0,6.0,2.0,30203.0,12354.0
437,1.0,83.0,438.0,4.0,3.0,23.0,4.0,99.0,99.0,8.0,15.0,12.0,96.0,6.0,62.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,83.0,438.0,1.0,0.0,0.0,6.0,1.0,22202.0,21151.0
438,1.0,83.0,439.0,4.0,2.0,35.0,5.0,99.0,99.0,18.0,16.0,4.0,6.0,5.0,58.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,83.0,439.0,1.0,1.0,0.0,6.0,2.0,32312.0,32311.0
439,1.0,83.0,440.0,4.0,7.0,25.0,5.0,0.0,0.0,18.0,18.0,2.0,97.0,2.0,22.0,3.0,2.0,2.0,3.0,10.0,2.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,440.0,1.0,1.0,0.0,7.0,4.0,22213.0,42244.0
440,1.0,83.0,441.0,4.0,2.0,28.0,5.0,99.0,99.0,17.0,18.0,8.0,95.0,1.0,14.0,5.0,2.0,2.0,5.0,4.0,5.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,441.0,1.0,1.0,3.0,3.0,4.0,31303.0,21771.0
441,1.0,83.0,442.0,4.0,7.0,25.0,5.0,0.0,0.0,11.0,18.0,9.0,96.0,6.0,62.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,,,,,,,,,,,,0.0,1.0,1.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,83.0,442.0,1.0,0.0,2.0,1.0,1.0,21313.0,44105.0
442,1.0,83.0,443.0,4.0,6.0,30.0,5.0,28.0,47.0,60.0,18.0,2.0,95.0,6.0,62.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0,,,,,,,,,,,,3.0,3.0,2.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,443.0,1.0,0.0,0.0,6.0,2.0,32303.0,43875.0
443,1.0,83.0,444.0,4.0,10.0,26.0,5.0,0.0,0.0,2.0,31.0,12.0,96.0,3.0,33.0,5.0,2.0,2.0,2.0,6.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,83.0,444.0,2.0,2.0,0.0,6.0,4.0,12200.0,32161.0
444,1.0,83.0,445.0,4.0,6.0,18.0,5.0,8.0,3.0,16.0,32.0,4.0,89.0,5.0,59.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,3.0,2.0,4.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,83.0,445.0,1.0,0.0,1.0,6.0,0.0,1041.0,31821.0
445,1.0,83.0,446.0,4.0,4.0,18.0,5.0,26.0,99.0,13.0,20.0,11.0,95.0,0.0,0.0,5.0,2.0,2.0,5.0,2.0,5.0,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,83.0,446.0,1.0,2.0,0.0,6.0,2.0,21212.0,32011.0
446,1.0,83.0,447.0,4.0,2.0,24.0,4.0,99.0,99.0,99.0,23.0,5.0,84.0,5.0,58.0,4.0,2.0,3.0,5.0,7.0,5.0,2.0,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,83.0,447.0,1.0,0.0,1.0,5.0,2.0,21203.0,31891.0
447,1.0,83.0,448.0,4.0,2.0,28.0,5.0,99.0,99.0,99.0,38.0,1.0,98.0,5.0,58.0,5.0,2.0,2.0,4.0,2.0,4.0,1.0,,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,448.0,1.0,1.0,0.0,6.0,1.0,21303.0,21751.0
448,1.0,83.0,449.0,4.0,10.0,23.0,5.0,99.0,99.0,8.0,40.0,8.0,93.0,2.0,21.0,5.0,2.0,2.0,4.0,6.0,6.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,83.0,449.0,1.0,0.0,2.0,2.0,1.0,12322.0,41041.0
449,1.0,83.0,450.0,4.0,9.0,29.0,5.0,36.0,84.0,14.0,37.0,10.0,97.0,6.0,62.0,4.0,2.0,3.0,3.0,6.0,4.0,3.0,,,,,,,,,,,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,83.0,450.0,2.0,0.0,1.0,4.0,3.0,12222.0,42274.0
450,1.0,83.0,451.0,4.0,8.0,18.0,5.0,99.0,99.0,14.0,19.0,10.0,93.0,5.0,56.0,5.0,2.0,2.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,83.0,451.0,1.0,0.0,2.0,4.0,3.0,22322.0,43765.0
451,1.0,83.0,452.0,4.0,9.0,41.0,5.0,5.0,10.0,11.0,0.0,12.0,9.0,7.0,74.0,2.0,2.0,3.0,3.0,9.0,1.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,452.0,1.0,1.0,1.0,5.0,2.0,32203.0,32191.0
452,1.0,83.0,453.0,4.0,10.0,33.0,5.0,99.0,99.0,99.0,99.0,9.0,98.0,5.0,57.0,4.0,2.0,2.0,2.0,4.0,6.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,83.0,453.0,2.0,3.0,0.0,7.0,3.0,32303.0,41171.0
453,1.0,83.0,454.0,4.0,10.0,29.0,5.0,0.0,19.0,4.0,99.0,12.0,91.0,5.0,59.0,6.0,2.0,2.0,5.0,2.0,6.0,2.0,,,,,,,,,,,,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,83.0,454.0,1.0,3.0,1.0,7.0,3.0,22203.0,21071.0
454,1.0,83.0,455.0,4.0,7.0,28.0,4.0,12.0,24.0,30.0,99.0,11.0,4.0,2.0,22.0,6.0,2.0,2.0,3.0,8.0,2.0,1.0,,,,,,,,,,,,3.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,83.0,455.0,1.0,1.0,3.0,1.0,1.0,12321.0,11471.0
455,1.0,83.0,456.0,1.0,11.0,42.0,4.0,13.0,99.0,99.0,99.0,11.0,21.0,4.0,44.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,,,,,,,,,,,,1.0,2.0,4.0,3.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,83.0,456.0,1.0,1.0,2.0,4.0,1.0,20322.0,12424.0
456,1.0,83.0,457.0,1.0,11.0,42.0,4.0,13.0,0.0,0.0,0.0,12.0,14.0,5.0,52.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,3.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,83.0,457.0,1.0,2.0,2.0,4.0,2.0,1302.0,22442.0
457,1.0,83.0,458.0,1.0,12.0,42.0,4.0,13.0,0.0,0.0,0.0,12.0,15.0,5.0,52.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,83.0,458.0,1.0,0.0,1.0,5.0,1.0,22102.0,22412.0
458,1.0,83.0,459.0,1.0,12.0,42.0,4.0,13.0,99.0,99.0,99.0,9.0,15.0,2.0,23.0,4.0,2.0,2.0,5.0,4.0,1.0,2.0,,,,,,,,,,,,2.0,2.0,3.0,1.0,2.0,3.0,6.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0,2.0,6.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,83.0,459.0,1.0,0.0,2.0,3.0,2.0,10322.0,43755.0
