,CARD,DECK,BALLOT,FORM,S100C.Q1,S100C.Q2,S100C.Q3,S100C.Q4,S100C.Q5,S100C.Q6,S100C.Q7A.n,S100C.Q7B,S100C.Q7C,S100C.Q8,S100C.Q9,S100C.Q10,S100C.Q11,S100C.Q12,S100C.Q13,S100C.Q14,S100C.Q15.n,S100C.Q16A,S100C.Q16B,S100C.Q17A,S100C.Q17B,S100C.Q18.n,S100C.Q19,S100C.Q20,S100C.Q21A,S100C.Q21B,S100C.Q22,S100C.Q23,S100C.Q24,S100C.Q25,S100C.Q26,S100C.Q27,S100C.Q28,S100C.Q29A,S100C.Q29B,S100C.Q29C,S100C.Q29D,S100C.Q29E,S100C.Q29F,S100C.Q29G,S100C.Q30A,S100C.Q30B,S100C.Q31,S100C.Q32A,S100C.Q32B,S100C.Q32C,S100C.Q33,S100C.Q34,S100C.Q35,S100C.Q36A,S100C.Q36B.n,S100C.Q37,S100C.Q38,S100C.Q39,S100C.Q40.n,S100C.Q40A.n,S100C.Q40B.n,S100C.Q41,S100C.Q42.1,S100C.Q42.2,S100C.Q43A,S100C.Q43B,S100C.Q43C,S100C.Q44,S100C.Q45A,S100C.Q45B,S100C.Q46A,S100C.Q46B,S100C.Q47A.n,S100C.Q47B.n,S100C.Q48,CARD..1,DECK..1,BALLOT..1,FORM..1,S100C.Q49A,S100C.Q49B,S100C.Q49C,S100C.Q49D,S100C.Q49E,S100C.Q49F,S100C.Q49G,S100C.Q49H,S100C.Q50A,S100C.Q50B,S100C.Q50C,S100C.Q51A.n,S100C.Q51B.n,S100C.Q52.n,S100C.Q53A,S100C.Q53B,S100C.Q53C,S100C.Q54,S100C.Q55A,S100C.Q55B,S100C.Q56.n,S100C.V57,S100C.V58
411,1.0,100.0,412.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,,17.0,14.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,4.0,1.0,3.0,1.0,,3.0,8.0,1.0,2.0,4.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,,3.0,2.0,1.0,,,,3.0,5.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,,,2.0,2.0,100.0,412.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,,,,1.0,3.0,3.0,2.0,2.0,1.0,,28.0,56.0
412,1.0,100.0,413.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,41.0,17.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,,4.0,3.0,2.0,3.0,,3.0,0.0,1.0,2.0,4.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,5.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,,3.0,2.0,2.0,,,,3.0,3.0,4.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,,2.0,2.0,100.0,413.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,,,3.0,3.0,0.0,0.0,0.0,0.0,,34.0,55.0
413,1.0,100.0,414.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,,41.0,17.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,,0.0,1.0,1.0,1.0,,3.0,8.0,1.0,2.0,8.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,,3.0,2.0,2.0,,,,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,,,1.0,2.0,100.0,414.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,,34.0,56.0
414,1.0,100.0,415.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,,57.0,18.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,,2.0,2.0,2.0,2.0,,3.0,8.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,2.0,,,,4.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,,,1.0,2.0,100.0,415.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,,28.0,51.0
415,1.0,100.0,416.0,3.0,2.0,1.0,3.0,4.0,1.0,4.0,,60.0,15.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,,4.0,2.0,4.0,2.0,,4.0,0.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,3.0,,2.0,2.0,1.0,,,,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,,,2.0,2.0,100.0,416.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,,,,1.0,2.0,3.0,2.0,0.0,1.0,,27.0,55.0
416,1.0,100.0,417.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,,40.0,21.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,,3.0,2.0,3.0,2.0,,1.0,0.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,5.0,5.0,5.0,5.0,2.0,1.0,0.0,1.0,5.0,4.0,1.0,0.0,2.0,3.0,,2.0,2.0,1.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,,,0.0,2.0,100.0,417.0,3.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,4.0,0.0,4.0,,,,2.0,3.0,3.0,2.0,0.0,0.0,,25.0,40.0
417,1.0,100.0,418.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,,51.0,22.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,,3.0,2.0,2.0,2.0,,4.0,8.0,1.0,2.0,4.0,6.0,2.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,1.0,0.0,1.0,5.0,3.0,1.0,0.0,3.0,3.0,5.0,1.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,100.0,418.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,33.0,38.0
418,1.0,100.0,419.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,,100.0,17.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,1.0,4.0,2.0,,3.0,1.0,3.0,2.0,11.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,3.0,,3.0,3.0,1.0,,,,4.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,4.0,2.0,100.0,419.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,2.0,1.0,1.0,2.0,2.0,2.0,,29.0,52.0
419,1.0,100.0,420.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,,999.0,14.0,4.0,3.0,3.0,1.0,1.0,3.0,2.0,,4.0,2.0,2.0,2.0,,1.0,8.0,1.0,2.0,8.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,5.0,3.0,2.0,2.0,1.0,,2.0,4.0,2.0,,,,4.0,8.0,2.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,,,3.0,2.0,100.0,420.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,,,,3.0,3.0,3.0,2.0,1.0,1.0,,30.0,36.0
420,1.0,100.0,421.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,,40.0,21.0,4.0,3.0,3.0,1.0,0.0,2.0,1.0,,2.0,3.0,4.0,3.0,,3.0,8.0,1.0,2.0,8.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,2.0,0.0,3.0,,0.0,2.0,1.0,,,,4.0,10.0,2.0,3.0,1.0,3.0,4.0,1.0,5.0,0.0,2.0,,,1.0,2.0,100.0,421.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,,25.0,39.0
421,1.0,100.0,422.0,3.0,2.0,1.0,5.0,5.0,1.0,2.0,,40.0,21.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,,4.0,3.0,4.0,3.0,,3.0,8.0,0.0,0.0,7.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,3.0,,2.0,2.0,1.0,,,,4.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,2.0,2.0,,,1.0,2.0,100.0,422.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,0.0,2.0,,25.0,57.0
422,1.0,100.0,423.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,,65.0,23.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,2.0,2.0,2.0,2.0,,3.0,8.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,,3.0,2.0,1.0,,,,4.0,11.0,2.0,3.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,,,4.0,2.0,100.0,423.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,3.0,3.0,2.0,1.0,2.0,,25.0,47.0
423,1.0,100.0,424.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,,60.0,23.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,,4.0,2.0,4.0,1.0,,3.0,8.0,2.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,,3.0,4.0,1.0,,,,4.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,,,3.0,2.0,100.0,424.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,4.0,4.0,4.0,,,,2.0,2.0,2.0,2.0,1.0,1.0,,35.0,22.0
424,1.0,100.0,425.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,,0.0,999.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,,3.0,3.0,0.0,3.0,,1.0,8.0,3.0,1.0,9.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,3.0,3.0,0.0,1.0,1.0,,1.0,4.0,3.0,,,,3.0,5.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,,,1.0,2.0,100.0,425.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,47.0
425,1.0,100.0,426.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,,999.0,999.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,,0.0,2.0,2.0,0.0,,4.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,1.0,0.0,0.0,,0.0,0.0,1.0,,,,2.0,8.0,4.0,1.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,,,3.0,2.0,100.0,426.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,2.0,1.0,,31.0,29.0
426,1.0,100.0,427.0,3.0,2.0,1.0,2.0,3.0,2.0,4.0,,999.0,999.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,,2.0,1.0,2.0,1.0,,1.0,0.0,1.0,0.0,9.0,6.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,,1.0,2.0,1.0,,,,3.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,,,4.0,2.0,100.0,427.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,0.0,0.0,,28.0,49.0
427,1.0,100.0,428.0,3.0,2.0,1.0,2.0,1.0,1.0,7.0,,999.0,27.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,,4.0,3.0,4.0,3.0,,1.0,8.0,2.0,2.0,7.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0,0.0,1.0,3.0,4.0,3.0,0.0,2.0,3.0,,3.0,4.0,2.0,,,,3.0,9.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,,,1.0,2.0,100.0,428.0,3.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,,,,2.0,1.0,2.0,2.0,0.0,0.0,,26.0,49.0
428,1.0,100.0,429.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,,999.0,21.0,3.0,3.0,1.0,2.0,4.0,2.0,1.0,,3.0,2.0,4.0,2.0,,3.0,8.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,0.0,1.0,5.0,3.0,3.0,4.0,2.0,0.0,,0.0,4.0,1.0,,,,4.0,11.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,,,2.0,2.0,100.0,429.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,0.0,,27.0,62.0
429,1.0,100.0,430.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,,90.0,30.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,1.0,2.0,,2.0,0.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,1.0,3.0,,1.0,1.0,0.0,,,,4.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,,,0.0,2.0,100.0,430.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,0.0,0.0,2.0,2.0,0.0,0.0,,27.0,48.0
430,1.0,100.0,431.0,3.0,2.0,1.0,4.0,2.0,1.0,0.0,,999.0,999.0,3.0,3.0,1.0,1.0,0.0,1.0,4.0,,0.0,0.0,0.0,2.0,,1.0,8.0,0.0,0.0,4.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,,0.0,0.0,3.0,,,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,3.0,2.0,100.0,431.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,1.0,2.0,1.0,0.0,1.0,0.0,,31.0,27.0
431,1.0,100.0,432.0,3.0,3.0,1.0,3.0,4.0,1.0,3.0,,40.0,15.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,,2.0,8.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,1.0,7.0,4.0,5.0,3.0,2.0,0.0,3.0,,3.0,2.0,3.0,,,,4.0,11.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,,,4.0,2.0,100.0,432.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,1.0,3.0,3.0,2.0,2.0,2.0,,29.0,54.0
432,1.0,100.0,433.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,,42.0,15.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,,4.0,3.0,3.0,2.0,,1.0,8.0,1.0,2.0,0.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,5.0,5.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,,2.0,4.0,1.0,,,,4.0,12.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,,2.0,2.0,100.0,433.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,27.0,64.0
433,1.0,100.0,434.0,3.0,6.0,4.0,5.0,6.0,3.0,1.0,,160.0,30.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,,4.0,2.0,4.0,3.0,,3.0,8.0,3.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,100.0,434.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,34.0,58.0
434,1.0,100.0,435.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,,52.0,14.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,3.0,3.0,2.0,,1.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,1.0,2.0,1.0,,2.0,2.0,1.0,,,,4.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,,,2.0,2.0,100.0,435.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,2.0,,31.0,19.0
435,1.0,100.0,436.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,,58.0,17.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,3.0,3.0,2.0,2.0,,1.0,8.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,,3.0,3.0,2.0,,,,4.0,11.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,1.0,,,1.0,2.0,100.0,436.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,0.0,0.0,,31.0,28.0
436,1.0,100.0,437.0,3.0,2.0,1.0,2.0,4.0,1.0,3.0,,60.0,15.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,1.0,,2.0,0.0,1.0,0.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,5.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,6.0,,2.0,2.0,2.0,,,,3.0,6.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,,,3.0,2.0,100.0,437.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,0.0,,29.0,48.0
437,1.0,100.0,438.0,3.0,2.0,1.0,5.0,2.0,1.0,3.0,,29.0,29.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,,3.0,3.0,4.0,2.0,,2.0,8.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,,3.0,3.0,1.0,,,,3.0,4.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,,,1.0,2.0,100.0,438.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,,,,1.0,2.0,1.0,2.0,1.0,1.0,,28.0,52.0
438,1.0,100.0,439.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,,50.0,21.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,,4.0,1.0,2.0,2.0,,3.0,8.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,,1.0,2.0,2.0,,,,3.0,11.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,,,4.0,2.0,100.0,439.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,2.0,,29.0,42.0
439,1.0,100.0,440.0,3.0,2.0,1.0,2.0,4.0,1.0,7.0,,72.0,22.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,,3.0,2.0,3.0,2.0,,3.0,8.0,3.0,2.0,11.0,1.0,4.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,,3.0,2.0,2.0,,,,3.0,2.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,,,3.0,2.0,100.0,440.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,1.0,0.0,,26.0,61.0
440,1.0,100.0,441.0,3.0,2.0,2.0,2.0,4.0,1.0,7.0,,72.0,28.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,,4.0,2.0,2.0,1.0,,1.0,8.0,1.0,1.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,,3.0,3.0,1.0,,,,4.0,10.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,,,1.0,2.0,100.0,441.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,,,,3.0,3.0,3.0,2.0,2.0,1.0,,26.0,54.0
441,1.0,100.0,442.0,3.0,2.0,1.0,5.0,1.0,1.0,4.0,,183.0,20.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,,2.0,1.0,2.0,1.0,,1.0,8.0,1.0,0.0,8.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,,1.0,2.0,2.0,,,,3.0,9.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,3.0,2.0,100.0,442.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,,,,1.0,1.0,1.0,2.0,0.0,2.0,,33.0,35.0
442,1.0,100.0,443.0,3.0,4.0,1.0,5.0,2.0,1.0,2.0,,999.0,28.0,0.0,3.0,2.0,2.0,3.0,0.0,4.0,,2.0,2.0,2.0,2.0,,3.0,0.0,1.0,0.0,4.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,,1.0,3.0,1.0,,,,4.0,8.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,,,2.0,2.0,100.0,443.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,,,,1.0,3.0,2.0,2.0,0.0,2.0,,25.0,53.0
443,1.0,100.0,444.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,,90.0,30.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,,4.0,1.0,4.0,1.0,,2.0,8.0,3.0,2.0,11.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,1.0,,1.0,3.0,2.0,,,,4.0,10.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,,,3.0,2.0,100.0,444.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,,,,1.0,3.0,3.0,2.0,0.0,0.0,,28.0,53.0
444,1.0,100.0,445.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,,10.0,999.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,,2.0,2.0,2.0,2.0,,2.0,8.0,1.0,2.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,,2.0,4.0,3.0,,,,3.0,8.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,,,3.0,2.0,100.0,445.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,2.0,0.0,0.0,,28.0,61.0
445,1.0,100.0,446.0,3.0,1.0,1.0,2.0,4.0,1.0,3.0,,999.0,999.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,4.0,2.0,2.0,2.0,,2.0,8.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,,2.0,3.0,1.0,,,,4.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,0.0,,,2.0,2.0,100.0,446.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,,27.0,56.0
