,CARD,DECK,BALLOT,FORM,S234BE.Q1,S234BE.Q2,S234BE.Q3,S234BE.Q4,S234BE.Q5,S234BE.Q6,S234BE.Q7,S234BE.Q8A,S234BE.Q8B,S234BE.Q9,S234BE.Q10A,S234BE.Q10B,S234BE.Q10C,S234BE.Q11A.n,S234BE.Q11B.n,S234BE.Q12,S234BE.Q13,S234BE.Q14A,S234BE.Q14B,S234BE.Q15,S234BE.Q16.n,S234BE.Q17,S234BE.Q18,S234BE.Q19.n,S234BE.Q20,S234BE.Qi21,S234BE.Qi22,S234BE.Qi23,S234BE.Qi24,S234BE.Qi25,S234BE.Qi26,S234BE.Qi27,S234BE.Qii1,S234BE.Qii2,S234BE.Qii3,S234BE.Qii4,S234BE.Qii5,S234BE.Qii6,S234BE.Qii7,S234BE.Qii8,S234BE.Qii9,S234BE.Qii10,S234BE.Qii11,S234BE.Qii12,S234BE.Qii13,S234BE.Qii14,S234BE.Qii15,S234BE.Qii16,S234BE.Qii17,S234BE.Qii18,S234BE.Qii19,S234BE.Qii20,S234BE.Qii21,S234BE.Qii22,S234BE.Qii23,S234BE.Qii24,S234BE.Qii25,S234BE.Qii26,S234BE.Qii27,S234BE.Qii28,S234BE.Qii29,S234BE.Qii30,S234BE.Qii31,S234BE.Qii32,S234BE.Qii33,S234BE.Qii34,S234BE.Qii35,S234BE.Qii36,S234BE.Qii37,S234BE.Qii38,S234BE.Qii39,CARD..1,DECK..1,BALLOT..1,FORM..1,S234BE.Qii40,S234BE.Qii41,S234BE.Qii42,S234BE.Qii43,S234BE.Qii44,S234BE.Qii45,S234BE.Qii46,S234BE.Qii47,S234BE.Qii48,S234BE.Qii49,S234BE.Qii50,S234BE.Qii51,S234BE.Qii52,S234BE.Qii53,S234BE.Qii54,S234BE.Qii55,S234BE.Qii56,S234BE.Qii57,S234BE.Qii58,S234BE.Qii59,S234BE.Qii60,S234BE.Qii61,S234BE.Qii62,S234BE.Qii63,S234BE.Qii64,S234BE.Qii65,S234BE.Qii66.n,S234BE.Qii67,S234BE.Qii68,S234BE.Qii69,S234BE.Qii70,S234BE.Qii71,S234BE.Qii72,S234BE.Qii73,S234BE.Qii74,S234BE.Qii75,S234BE.Qii76,S234BE.Qii77,S234BE.Qii78,S234BE.Qii79,S234BE.Qii80,S234BE.Qii81,S234BE.Qii82,S234BE.Qii83,S234BE.Qii84,S234BE.Qii85,S234BE.Qii86,S234BE.Qii87,S234BE.Qii88,S234BE.Qiii1,S234BE.Qiii2,S234BE.Qiii3,S234BE.Qiii4,S234BE.Qiii5,S234BE.Qiii6,S234BE.Qiii7,S234BE.Qiii8,S234BE.Viii9F,S234BE.Qiiii1,S234BE.Qiiii2,S234BE.Qiiii3,S234BE.Qiiii4,S234BE.Qiiii5,S234BE.Qiiii6,S234BE.Viiii7,S234BE.Viiii8
598,1.0,234.0,599.0,3.0,2.0,3.0,4.0,5.0,4.0,8.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,,,34.0,1.0,2.0,2.0,4.0,,4.0,4.0,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,234.0,599.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,9.0,3.0,3.0,4.0,3.0,3.0,1.0,8.0,106.0
599,1.0,234.0,600.0,3.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,,,35.0,1.0,2.0,2.0,3.0,,6.0,1.0,,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,234.0,600.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,6.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,37.0
600,1.0,234.0,601.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,,,35.0,2.0,1.0,1.0,3.0,,6.0,1.0,,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,234.0,601.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,6.0,3.0,3.0,4.0,3.0,3.0,1.0,7.0,105.0
601,1.0,234.0,602.0,3.0,2.0,1.0,3.0,5.0,3.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,3.0,,,32.0,1.0,2.0,2.0,5.0,,1.0,3.0,,1.0,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,234.0,602.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,123.0
602,1.0,234.0,603.0,3.0,2.0,1.0,4.0,5.0,3.0,9.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,34.0,3.0,3.0,3.0,3.0,,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,234.0,603.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,8.0,128.0
603,1.0,234.0,604.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,,,48.0,2.0,1.0,3.0,2.0,,0.0,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,234.0,604.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,142.0
604,1.0,234.0,605.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,,,56.0,2.0,1.0,1.0,3.0,,4.0,1.0,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,234.0,605.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,63.0
605,1.0,234.0,606.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,,,44.0,3.0,3.0,2.0,4.0,,6.0,4.0,,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,234.0,606.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,3.0,3.0,1.0,5.0,134.0
606,1.0,234.0,607.0,3.0,3.0,3.0,4.0,5.0,4.0,15.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,,,59.0,1.0,2.0,2.0,2.0,,5.0,4.0,,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,234.0,607.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0,2.0,3.0,3.0,3.0,3.0,1.0,7.0,71.0
607,1.0,234.0,608.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,3.0,3.0,,,40.0,2.0,3.0,1.0,2.0,,4.0,1.0,,1.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,234.0,608.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,3.0,3.0,4.0,3.0,3.0,1.0,7.0,139.0
608,1.0,234.0,609.0,3.0,2.0,2.0,3.0,5.0,3.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,47.0,2.0,1.0,1.0,3.0,,5.0,1.0,,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,234.0,609.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,188.0
609,1.0,234.0,610.0,3.0,2.0,1.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,41.0,2.0,1.0,2.0,3.0,,6.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,234.0,610.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,60.0
610,1.0,234.0,611.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,,,44.0,2.0,1.0,1.0,2.0,,2.0,1.0,,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,234.0,611.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,36.0
611,1.0,234.0,612.0,3.0,2.0,2.0,4.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,53.0,1.0,2.0,2.0,4.0,,6.0,1.0,,1.0,5.0,3.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,234.0,612.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,7.0,114.0
612,1.0,234.0,613.0,3.0,2.0,1.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,40.0,1.0,3.0,2.0,4.0,,3.0,10.0,,3.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,234.0,613.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,4.0,18.0
613,1.0,234.0,614.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,55.0,1.0,3.0,2.0,3.0,,6.0,1.0,,1.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,234.0,614.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,7.0,46.0
614,1.0,234.0,615.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,0.0,2.0,4.0,1.0,1.0,3.0,1.0,,,59.0,3.0,3.0,2.0,3.0,,5.0,1.0,,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,234.0,615.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,7.0,3.0,3.0,4.0,3.0,3.0,1.0,7.0,120.0
615,1.0,234.0,616.0,3.0,1.0,3.0,3.0,5.0,3.0,6.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,,,39.0,1.0,2.0,2.0,4.0,,6.0,1.0,,3.0,4.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,234.0,616.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,0.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0,148.0
616,1.0,234.0,617.0,3.0,2.0,2.0,5.0,5.0,3.0,9.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,,,31.0,1.0,2.0,2.0,4.0,,5.0,4.0,,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,234.0,617.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,8.0,126.0
617,1.0,234.0,618.0,3.0,3.0,2.0,3.0,5.0,4.0,11.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0,,,25.0,1.0,2.0,2.0,4.0,,5.0,1.0,,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,234.0,618.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,6.0,30.0
618,1.0,234.0,619.0,3.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,,,21.0,1.0,2.0,2.0,3.0,,6.0,10.0,,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,234.0,619.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,61.0
619,1.0,234.0,620.0,3.0,1.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,,,29.0,1.0,1.0,1.0,3.0,,5.0,1.0,,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,234.0,620.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,36.0
