,CARD,DECK,BALLOT,S146.Q1,S146.Q2,S146.Q3,S146.Q4,S146.Q5,S146.Q6.x,S146.Q8,S146.Q9,S146.Q10,S146.Q11,S146.Q12,S146.Q13,S146.Q14.n,S146.Q15,S146.Q16,S146.Q17.n,S146.Q18,S146.Q19,S146.Q20,S146.Q21.n,S146.Q22,S146.Q23,S146.Q24,S146.Q25,S146.Q26.1,S146.Q26.2,S146.Q26.3,S146.Q26.4,S146.Q26.5,S146.Q26.6,S146.Q26.7,S146.Q26.8,S146.Q26.9,S146.Q27,S146.Q28,S146.Q29,S146.Q30,S146.Q31,S146.Q32,S146.Q33,S146.Q34,S146.Q35,S146.Q36,S146.Q37,S146.Q38,S146.Q39,S146.Q40A,S146.Q40B,S146.Q40C,S146.Q40D,S146.Q40E,S146.Q40F,S146.Q40G,S146.Q41,S146.Q42A,S146.Q42B,S146.Q42C,S146.Q42D,S146.Q42E,S146.Q43,S146.Q44,S146.Q45,S146.Q46,S146.Q47,S146.Q48,S146.Q49,S146.Q50,S146.Q51.1,S146.Q51.2,S146.Q51.3,S146.Q51.4,S146.Q51.5,S146.Q51.6,CARD..1,DECK..1,BALLOT..1,S146.Q51.7,S146.Q51.8,S146.Q51.9,S146.Q52,S146.Q53,S146.Q54,S146.Q55,S146.Q56,S146.Q57,S146.Q58,S146.Q59,S146.Q60,S146.Q61,S146.Q62,S146.Q63,S146.Q64,S146.Q65,S146.Q66,S146.Q67,S146.Q68,S146.Q69A,S146.Q69B,S146.Q69C,S146.Q69D,S146.Q69E,S146.Q70.n,S146.V71
826,1.0,146.0,469.0,5.0,7.0,5.0,9.0,5.0,1.0,1.0,1.0,4.0,3.0,3.0,11.0,,1.0,3.0,,3.0,4.0,2.0,,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,2.0,146.0,469.0,1.0,22.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,32.0,,5.0,2.0,,1.0,1.0,1.0,,3.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1.0,146.0,470.0,7.0,7.0,7.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,10.0,,1.0,2.0,,1.0,4.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,2.0,146.0,470.0,2.0,22.0,3.0,3.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,32.0,,5.0,3.0,,2.0,1.0,4.0,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,1.0,146.0,471.0,3.0,6.0,5.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,12.0,,2.0,2.0,,3.0,3.0,2.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,5.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,2.0,146.0,471.0,2.0,12.0,2.0,1.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,13.0,,1.0,2.0,,2.0,1.0,5.0,,1.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1.0,146.0,472.0,3.0,10.0,5.0,2.0,5.0,1.0,1.0,1.0,6.0,3.0,3.0,12.0,,2.0,2.0,,3.0,2.0,3.0,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,2.0,146.0,472.0,2.0,22.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,10.0,,3.0,2.0,,2.0,3.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1.0,146.0,473.0,4.0,9.0,5.0,2.0,3.0,4.0,3.0,1.0,5.0,1.0,1.0,10.0,,2.0,2.0,,3.0,3.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2.0,146.0,473.0,2.0,22.0,1.0,0.0,1.0,3.0,6.0,2.0,4.0,4.0,3.0,32.0,,5.0,3.0,,1.0,2.0,4.0,,3.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1.0,146.0,474.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,10.0,,2.0,3.0,,3.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,474.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,1.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,,1.0
837,1.0,146.0,475.0,7.0,4.0,6.0,3.0,2.0,5.0,2.0,2.0,6.0,1.0,1.0,10.0,,2.0,1.0,,3.0,3.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,2.0,146.0,475.0,2.0,22.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,3.0,3.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1.0,146.0,476.0,4.0,9.0,5.0,2.0,3.0,1.0,1.0,1.0,6.0,3.0,2.0,10.0,,2.0,3.0,,1.0,3.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,5.0,6.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2.0,146.0,476.0,2.0,22.0,4.0,3.0,4.0,2.0,8.0,2.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,3.0,4.0,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1.0,146.0,477.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,10.0,,3.0,2.0,,3.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,146.0,477.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,1.0
842,1.0,146.0,478.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,10.0,,2.0,3.0,,3.0,4.0,2.0,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,2.0,146.0,478.0,1.0,22.0,1.0,2.0,2.0,4.0,0.0,2.0,4.0,4.0,3.0,32.0,,5.0,2.0,,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1.0,146.0,479.0,1.0,9.0,5.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,14.0,,2.0,3.0,,3.0,2.0,3.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,2.0,146.0,479.0,2.0,22.0,2.0,3.0,2.0,3.0,6.0,1.0,2.0,4.0,1.0,32.0,,5.0,3.0,,2.0,3.0,2.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1.0,146.0,480.0,1.0,9.0,2.0,5.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,12.0,,3.0,2.0,,3.0,2.0,2.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,2.0,146.0,480.0,2.0,22.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,13.0,,3.0,2.0,,2.0,1.0,5.0,,3.0,2.0,2.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1.0,146.0,481.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,12.0,,1.0,2.0,,2.0,2.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,2.0,146.0,481.0,2.0,22.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,11.0,,4.0,2.0,,2.0,1.0,4.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1.0,146.0,482.0,2.0,5.0,3.0,6.0,2.0,5.0,3.0,1.0,4.0,3.0,3.0,12.0,,2.0,2.0,,2.0,1.0,1.0,,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,5.0,5.0,1.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,146.0,482.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,3.0
851,1.0,146.0,483.0,1.0,5.0,2.0,6.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,12.0,,3.0,2.0,,1.0,1.0,1.0,,4.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,2.0,146.0,483.0,2.0,22.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,11.0,,4.0,2.0,,2.0,2.0,3.0,,2.0,2.0,2.0,0.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,1.0,146.0,484.0,5.0,11.0,6.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,12.0,,1.0,3.0,,3.0,4.0,2.0,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,2.0,146.0,484.0,2.0,22.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,11.0,,4.0,2.0,,2.0,1.0,4.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1.0,146.0,485.0,2.0,9.0,4.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,3.0,10.0,,2.0,1.0,,3.0,2.0,2.0,,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,146.0,485.0,2.0,2.0,2.0,4.0,3.0,2.0,4.0,6.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,1.0
856,1.0,146.0,486.0,2.0,4.0,7.0,8.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,14.0,,2.0,2.0,,2.0,4.0,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,146.0,486.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,,1.0
857,1.0,146.0,487.0,5.0,7.0,5.0,2.0,3.0,5.0,3.0,2.0,6.0,2.0,2.0,10.0,,2.0,1.0,,1.0,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,2.0,146.0,487.0,2.0,22.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,3.0,32.0,,5.0,3.0,,2.0,1.0,4.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,1.0,146.0,488.0,2.0,11.0,3.0,3.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,3.0,1.0,3.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,146.0,488.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,0.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,2.0,1.0,1.0,,1.0
860,1.0,146.0,489.0,5.0,6.0,4.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,2.0,10.0,,1.0,1.0,,1.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,2.0,146.0,489.0,2.0,22.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,32.0,,5.0,2.0,,2.0,3.0,4.0,,3.0,2.0,0.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,1.0,146.0,490.0,5.0,10.0,6.0,2.0,5.0,4.0,3.0,1.0,6.0,4.0,3.0,12.0,,2.0,2.0,,3.0,4.0,2.0,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,0.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,2.0,146.0,490.0,2.0,22.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,11.0,,4.0,2.0,,2.0,1.0,5.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,1.0,146.0,491.0,5.0,11.0,4.0,5.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,12.0,,3.0,2.0,,3.0,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,2.0,146.0,491.0,2.0,22.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,13.0,,3.0,2.0,,2.0,1.0,5.0,,3.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,1.0,146.0,492.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,14.0,,2.0,1.0,,3.0,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,2.0,146.0,492.0,2.0,22.0,3.0,3.0,4.0,3.0,5.0,1.0,1.0,3.0,1.0,32.0,,5.0,2.0,,2.0,2.0,3.0,,3.0,2.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,1.0,146.0,493.0,2.0,6.0,5.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,12.0,,2.0,1.0,,3.0,1.0,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,0.0,6.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,146.0,493.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0
869,1.0,146.0,494.0,2.0,9.0,6.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,10.0,,2.0,2.0,,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,146.0,494.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,,1.0
870,1.0,146.0,495.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,10.0,,2.0,2.0,,3.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,6.0,3.0,3.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2.0,146.0,495.0,2.0,22.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,32.0,,5.0,2.0,,1.0,3.0,4.0,,3.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
