,CARD,DECK,BALLOT,S146.Q1,S146.Q2,S146.Q3,S146.Q4,S146.Q5,S146.Q6.x,S146.Q8,S146.Q9,S146.Q10,S146.Q11,S146.Q12,S146.Q13,S146.Q14.n,S146.Q15,S146.Q16,S146.Q17.n,S146.Q18,S146.Q19,S146.Q20,S146.Q21.n,S146.Q22,S146.Q23,S146.Q24,S146.Q25,S146.Q26.1,S146.Q26.2,S146.Q26.3,S146.Q26.4,S146.Q26.5,S146.Q26.6,S146.Q26.7,S146.Q26.8,S146.Q26.9,S146.Q27,S146.Q28,S146.Q29,S146.Q30,S146.Q31,S146.Q32,S146.Q33,S146.Q34,S146.Q35,S146.Q36,S146.Q37,S146.Q38,S146.Q39,S146.Q40A,S146.Q40B,S146.Q40C,S146.Q40D,S146.Q40E,S146.Q40F,S146.Q40G,S146.Q41,S146.Q42A,S146.Q42B,S146.Q42C,S146.Q42D,S146.Q42E,S146.Q43,S146.Q44,S146.Q45,S146.Q46,S146.Q47,S146.Q48,S146.Q49,S146.Q50,S146.Q51.1,S146.Q51.2,S146.Q51.3,S146.Q51.4,S146.Q51.5,S146.Q51.6,CARD..1,DECK..1,BALLOT..1,S146.Q51.7,S146.Q51.8,S146.Q51.9,S146.Q52,S146.Q53,S146.Q54,S146.Q55,S146.Q56,S146.Q57,S146.Q58,S146.Q59,S146.Q60,S146.Q61,S146.Q62,S146.Q63,S146.Q64,S146.Q65,S146.Q66,S146.Q67,S146.Q68,S146.Q69A,S146.Q69B,S146.Q69C,S146.Q69D,S146.Q69E,S146.Q70.n,S146.V71
187,2.0,146.0,107.0,2.0,22.0,1.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,3.0,2.0,,3.0,2.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1.0,146.0,108.0,3.0,8.0,4.0,6.0,4.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,,2.0,1.0,,1.0,4.0,3.0,,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,2.0,146.0,108.0,2.0,22.0,1.0,3.0,0.0,1.0,4.0,0.0,3.0,4.0,1.0,32.0,,5.0,2.0,,2.0,1.0,3.0,,3.0,2.0,0.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1.0,146.0,109.0,1.0,7.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,,2.0,2.0,,3.0,4.0,2.0,,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,146.0,109.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,,4.0
191,1.0,146.0,110.0,2.0,11.0,2.0,5.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,1.0,4.0,2.0,,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,5.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,110.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,4.0
192,1.0,146.0,111.0,2.0,0.0,5.0,0.0,5.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,,2.0,1.0,,3.0,2.0,2.0,,4.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,111.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,4.0
193,1.0,146.0,112.0,3.0,11.0,0.0,6.0,4.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,,0.0,2.0,,0.0,0.0,0.0,,4.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,2.0,146.0,112.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.0,146.0,113.0,2.0,6.0,4.0,6.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,1.0,2.0,,1.0,1.0,2.0,,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,146.0,113.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,,4.0
196,1.0,146.0,114.0,2.0,8.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,3.0,1.0,,0.0,1.0,,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,114.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0
197,1.0,146.0,115.0,3.0,9.0,5.0,5.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,1.0,,2.0,2.0,,1.0,2.0,1.0,,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,6.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2.0,146.0,115.0,2.0,22.0,1.0,3.0,2.0,2.0,0.0,2.0,4.0,4.0,3.0,32.0,,5.0,3.0,,2.0,1.0,5.0,,2.0,1.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1.0,146.0,116.0,1.0,9.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,,2.0,2.0,,2.0,3.0,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,4.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,2.0,146.0,116.0,2.0,22.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,32.0,,5.0,3.0,,2.0,0.0,3.0,,3.0,2.0,2.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1.0,146.0,117.0,2.0,5.0,4.0,5.0,5.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,,2.0,1.0,,3.0,3.0,3.0,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,2.0,146.0,117.0,1.0,22.0,0.0,3.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,32.0,,5.0,2.0,,2.0,1.0,4.0,,4.0,2.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.0,146.0,118.0,7.0,9.0,5.0,2.0,5.0,4.0,2.0,1.0,5.0,4.0,3.0,1.0,,3.0,2.0,,3.0,4.0,2.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,2.0,146.0,118.0,1.0,22.0,3.0,1.0,2.0,3.0,6.0,1.0,4.0,4.0,3.0,32.0,,5.0,3.0,,1.0,2.0,2.0,,3.0,2.0,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.0,146.0,119.0,1.0,11.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,4.0,2.0,1.0,,2.0,3.0,,3.0,2.0,1.0,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,2.0,146.0,119.0,2.0,22.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,1.0,32.0,,5.0,4.0,,1.0,1.0,5.0,,3.0,2.0,2.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1.0,146.0,120.0,1.0,8.0,5.0,6.0,4.0,5.0,2.0,1.0,4.0,5.0,3.0,1.0,,1.0,2.0,,3.0,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,6.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,146.0,120.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,,4.0
208,1.0,146.0,121.0,1.0,5.0,3.0,6.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,,2.0,2.0,,2.0,2.0,2.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,6.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,146.0,121.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,,4.0
209,1.0,146.0,122.0,2.0,7.0,6.0,6.0,5.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,,2.0,1.0,,3.0,3.0,2.0,,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,5.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2.0,146.0,122.0,1.0,22.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,3.0,32.0,,5.0,4.0,,1.0,1.0,4.0,,3.0,2.0,0.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1.0,146.0,123.0,5.0,0.0,6.0,5.0,2.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,,3.0,2.0,,1.0,2.0,3.0,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.0,146.0,123.0,2.0,22.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,0.0,32.0,,5.0,2.0,,1.0,1.0,4.0,,3.0,2.0,2.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1.0,146.0,124.0,2.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,3.0,2.0,3.0,,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,6.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.0,146.0,124.0,1.0,22.0,2.0,3.0,2.0,4.0,0.0,0.0,4.0,4.0,3.0,32.0,,5.0,2.0,,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1.0,146.0,125.0,1.0,8.0,5.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,3.0,,2.0,1.0,2.0,,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2.0,146.0,125.0,2.0,22.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,2.0,32.0,,5.0,4.0,,2.0,3.0,5.0,,3.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.0,146.0,126.0,1.0,5.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,,2.0,2.0,,2.0,3.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,146.0,126.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,0.0,4.0,4.0,3.0,3.0,2.0,5.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,,4.0
218,1.0,146.0,127.0,6.0,9.0,4.0,6.0,4.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,2.0,1.0,,1.0,1.0,3.0,,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2.0,146.0,127.0,2.0,22.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,32.0,,5.0,2.0,,2.0,1.0,5.0,,3.0,2.0,2.0,2.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.0,146.0,128.0,1.0,6.0,6.0,3.0,5.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,,3.0,2.0,,2.0,3.0,2.0,,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2.0,146.0,128.0,2.0,22.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,32.0,,5.0,4.0,,2.0,1.0,5.0,,2.0,2.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.0,146.0,129.0,2.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,,2.0,3.0,,3.0,3.0,2.0,,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,5.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,146.0,129.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,,4.0
223,1.0,146.0,130.0,1.0,2.0,6.0,2.0,5.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,,2.0,2.0,,2.0,2.0,2.0,,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,2.0,146.0,130.0,2.0,22.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,32.0,,5.0,3.0,,1.0,1.0,5.0,,3.0,2.0,1.0,2.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.0,146.0,131.0,5.0,9.0,7.0,6.0,5.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,,2.0,2.0,,2.0,3.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,6.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.0,146.0,131.0,2.0,12.0,5.0,3.0,4.0,1.0,1.0,3.0,4.0,4.0,3.0,32.0,,5.0,2.0,,1.0,3.0,3.0,,3.0,2.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.0,146.0,132.0,1.0,9.0,0.0,5.0,2.0,1.0,1.0,2.0,5.0,4.0,3.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,146.0,132.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,4.0
228,1.0,146.0,133.0,4.0,5.0,7.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,2.0,1.0,,1.0,2.0,,2.0,3.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,2.0,146.0,133.0,1.0,22.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,32.0,,5.0,2.0,,2.0,1.0,5.0,,2.0,2.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.0,146.0,134.0,1.0,7.0,6.0,5.0,4.0,1.0,1.0,2.0,6.0,5.0,3.0,1.0,,2.0,2.0,,0.0,4.0,2.0,,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,146.0,134.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,,4.0
