,CARD,DECK,BALLOT,FORM,S195B.Q1,S195B.Q2,S195B.Q3,S195B.Q4A,S195B.Q4B,S195B.Q5A,S195B.Q5B,S195B.Q6A,S195B.Q6B,S195B.Q7A,S195B.Q7B,S195B.Q8A,S195B.Q8B,S195B.Q9A,S195B.Q9B,S195B.Q10A,S195B.Q10B,S195B.Q11A,S195B.Q11B,S195B.Q12A,S195B.Q12B,S195B.Q13A,S195B.Q13B,S195B.Q14A,S195B.Q14B,S195B.Q15A,S195B.Q15B,S195B.Q16A,S195B.Q16B,S195B.Q17A,S195B.Q17B,S195B.Q18A,S195B.Q18B,S195B.Q19A,S195B.Q19B,S195B.Q20A,S195B.Q20B,S195B.Q21A,S195B.Q21B,S195B.Q22A,S195B.Q22B,S195B.Q23A,S195B.Q23B,S195B.Q24A,S195B.Q24B,S195B.Q25,S195B.Q26,S195B.Q27,S195B.Q28,S195B.Q29,S195B.Q30,S195B.Q31,S195B.Q32,S195B.Q33,S195B.Q34,S195B.Q35,S195B.Q36,S195B.Q37,S195B.Q38,S195B.Q39,S195B.Q40A,S195B.Q40B,S195B.Q41A,S195B.Q41B,S195B.Q42A,S195B.Q42B,S195B.Q43A,S195B.Q43B,S195B.Q44A,S195B.Q44B,S195B.Q45A,S195B.Q45B,CARD..1,DECK..1,BALLOT..1,FORM..1,S195B.Q46A,S195B.Q46B,S195B.Q47A,S195B.Q47B,S195B.Q48.n,S195B.V49A,S195B.V49B,S195B.V50A,S195B.V50B,S195B.V51A,S195B.V51B,S195B.V52
150,1.0,195.0,151.0,2.0,3.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,0.0,4.0,2.0,0.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,195.0,151.0,2.0,3.0,1.0,2.0,1.0,,1.0,8.0,3.0,4.0,7.0,5.0,2.0
151,1.0,195.0,152.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,195.0,152.0,2.0,4.0,2.0,2.0,1.0,,3.0,9.0,7.0,5.0,2.0,3.0,2.0
152,1.0,195.0,153.0,2.0,3.0,4.0,5.0,1.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,195.0,153.0,2.0,0.0,0.0,0.0,0.0,,1.0,9.0,4.0,6.0,0.0,0.0,1.0
153,1.0,195.0,154.0,2.0,2.0,3.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,195.0,154.0,2.0,3.0,1.0,2.0,1.0,,6.0,0.0,5.0,1.0,5.0,4.0,1.0
154,1.0,195.0,155.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.0,3.0,2.0,195.0,155.0,2.0,2.0,3.0,3.0,3.0,,6.0,8.0,6.0,1.0,3.0,0.0,1.0
155,1.0,195.0,156.0,2.0,3.0,3.0,7.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,195.0,156.0,2.0,3.0,1.0,1.0,2.0,,0.0,8.0,4.0,2.0,3.0,4.0,2.0
156,1.0,195.0,157.0,2.0,1.0,4.0,4.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,195.0,157.0,2.0,4.0,2.0,1.0,2.0,,5.0,4.0,4.0,2.0,1.0,2.0,2.0
157,1.0,195.0,158.0,2.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,195.0,158.0,2.0,4.0,1.0,3.0,1.0,,2.0,9.0,6.0,4.0,6.0,5.0,1.0
158,1.0,195.0,159.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,195.0,159.0,2.0,4.0,2.0,2.0,1.0,,4.0,5.0,5.0,5.0,6.0,5.0,2.0
159,1.0,195.0,160.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,195.0,160.0,2.0,4.0,1.0,2.0,1.0,,2.0,9.0,3.0,3.0,3.0,3.0,2.0
160,1.0,195.0,161.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2.0,195.0,161.0,2.0,3.0,1.0,3.0,2.0,,6.0,9.0,0.0,5.0,4.0,3.0,1.0
161,1.0,195.0,162.0,2.0,2.0,5.0,8.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,195.0,162.0,2.0,0.0,0.0,3.0,1.0,,5.0,3.0,4.0,4.0,0.0,2.0,1.0
162,1.0,195.0,163.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,195.0,163.0,2.0,2.0,3.0,2.0,3.0,,3.0,9.0,1.0,2.0,2.0,0.0,1.0
163,1.0,195.0,164.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,195.0,164.0,2.0,4.0,3.0,3.0,2.0,,2.0,9.0,2.0,2.0,1.0,2.0,1.0
164,1.0,195.0,165.0,2.0,3.0,3.0,6.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,195.0,165.0,2.0,3.0,1.0,2.0,2.0,,2.0,7.0,5.0,1.0,7.0,5.0,1.0
165,1.0,195.0,166.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,195.0,166.0,2.0,3.0,1.0,2.0,1.0,,7.0,5.0,5.0,1.0,7.0,3.0,2.0
166,1.0,195.0,167.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,195.0,167.0,2.0,4.0,1.0,3.0,2.0,,2.0,2.0,9.0,8.0,4.0,4.0,1.0
167,1.0,195.0,168.0,2.0,3.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,195.0,168.0,2.0,3.0,1.0,3.0,1.0,,1.0,4.0,8.0,8.0,6.0,5.0,2.0
168,1.0,195.0,169.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,195.0,169.0,2.0,3.0,1.0,3.0,1.0,,4.0,4.0,8.0,7.0,5.0,5.0,1.0
169,1.0,195.0,170.0,2.0,3.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,195.0,170.0,2.0,3.0,2.0,3.0,1.0,,6.0,6.0,7.0,6.0,5.0,5.0,2.0
170,1.0,195.0,171.0,2.0,2.0,4.0,7.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,195.0,171.0,2.0,3.0,1.0,2.0,1.0,,4.0,8.0,2.0,7.0,5.0,5.0,2.0
171,1.0,195.0,172.0,2.0,1.0,4.0,8.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,195.0,172.0,2.0,3.0,2.0,3.0,1.0,,1.0,9.0,1.0,8.0,6.0,5.0,2.0
172,1.0,195.0,173.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,195.0,173.0,2.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,8.0,3.0,3.0,2.0
173,1.0,195.0,174.0,2.0,3.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,195.0,174.0,2.0,3.0,1.0,3.0,1.0,,2.0,4.0,9.0,7.0,5.0,7.0,1.0
174,1.0,195.0,175.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,195.0,175.0,2.0,0.0,0.0,3.0,2.0,,2.0,7.0,4.0,6.0,2.0,2.0,1.0
175,1.0,195.0,176.0,2.0,2.0,5.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,195.0,176.0,2.0,3.0,1.0,1.0,2.0,,0.0,9.0,7.0,6.0,2.0,3.0,2.0
176,1.0,195.0,177.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,195.0,177.0,2.0,3.0,2.0,3.0,2.0,,0.0,0.0,8.0,5.0,4.0,2.0,2.0
177,1.0,195.0,178.0,2.0,3.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,195.0,178.0,2.0,3.0,2.0,4.0,3.0,,7.0,2.0,7.0,5.0,7.0,1.0,1.0
178,1.0,195.0,179.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,195.0,179.0,2.0,2.0,1.0,3.0,1.0,,1.0,9.0,7.0,6.0,6.0,6.0,2.0
179,1.0,195.0,180.0,2.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,195.0,180.0,2.0,3.0,2.0,2.0,1.0,,5.0,7.0,7.0,6.0,7.0,6.0,1.0
180,1.0,195.0,181.0,2.0,2.0,5.0,7.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,195.0,181.0,2.0,3.0,1.0,2.0,1.0,,3.0,3.0,2.0,7.0,7.0,7.0,2.0
181,1.0,195.0,182.0,2.0,1.0,2.0,7.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,195.0,182.0,2.0,4.0,1.0,2.0,1.0,,2.0,3.0,2.0,7.0,3.0,5.0,1.0
182,1.0,195.0,183.0,2.0,2.0,5.0,7.0,3.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,195.0,183.0,2.0,3.0,1.0,3.0,1.0,,4.0,2.0,1.0,5.0,6.0,2.0,2.0
183,1.0,195.0,184.0,2.0,3.0,4.0,6.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,195.0,184.0,2.0,3.0,1.0,3.0,1.0,,6.0,3.0,1.0,7.0,4.0,6.0,2.0
184,1.0,195.0,185.0,2.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,195.0,185.0,2.0,2.0,2.0,2.0,2.0,,0.0,9.0,4.0,3.0,3.0,2.0,1.0
185,1.0,195.0,186.0,2.0,3.0,5.0,7.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,195.0,186.0,2.0,4.0,1.0,2.0,2.0,,1.0,7.0,3.0,6.0,2.0,5.0,2.0
