,CARD,DECK,BALLOT,FORM,S195B.Q1,S195B.Q2,S195B.Q3,S195B.Q4A,S195B.Q4B,S195B.Q5A,S195B.Q5B,S195B.Q6A,S195B.Q6B,S195B.Q7A,S195B.Q7B,S195B.Q8A,S195B.Q8B,S195B.Q9A,S195B.Q9B,S195B.Q10A,S195B.Q10B,S195B.Q11A,S195B.Q11B,S195B.Q12A,S195B.Q12B,S195B.Q13A,S195B.Q13B,S195B.Q14A,S195B.Q14B,S195B.Q15A,S195B.Q15B,S195B.Q16A,S195B.Q16B,S195B.Q17A,S195B.Q17B,S195B.Q18A,S195B.Q18B,S195B.Q19A,S195B.Q19B,S195B.Q20A,S195B.Q20B,S195B.Q21A,S195B.Q21B,S195B.Q22A,S195B.Q22B,S195B.Q23A,S195B.Q23B,S195B.Q24A,S195B.Q24B,S195B.Q25,S195B.Q26,S195B.Q27,S195B.Q28,S195B.Q29,S195B.Q30,S195B.Q31,S195B.Q32,S195B.Q33,S195B.Q34,S195B.Q35,S195B.Q36,S195B.Q37,S195B.Q38,S195B.Q39,S195B.Q40A,S195B.Q40B,S195B.Q41A,S195B.Q41B,S195B.Q42A,S195B.Q42B,S195B.Q43A,S195B.Q43B,S195B.Q44A,S195B.Q44B,S195B.Q45A,S195B.Q45B,CARD..1,DECK..1,BALLOT..1,FORM..1,S195B.Q46A,S195B.Q46B,S195B.Q47A,S195B.Q47B,S195B.Q48.n,S195B.V49A,S195B.V49B,S195B.V50A,S195B.V50B,S195B.V51A,S195B.V51B,S195B.V52
78,1.0,195.0,79.0,2.0,3.0,5.0,6.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,195.0,79.0,2.0,3.0,1.0,3.0,1.0,,8.0,0.0,3.0,1.0,6.0,5.0,2.0
79,1.0,195.0,80.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,195.0,80.0,2.0,3.0,1.0,3.0,1.0,,3.0,5.0,5.0,2.0,6.0,6.0,1.0
80,1.0,195.0,81.0,2.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,195.0,81.0,2.0,3.0,1.0,0.0,0.0,,2.0,8.0,3.0,0.0,5.0,5.0,1.0
81,1.0,195.0,82.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,195.0,82.0,2.0,3.0,1.0,2.0,1.0,,9.0,3.0,3.0,1.0,6.0,7.0,2.0
82,1.0,195.0,83.0,2.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,4.0,3.0,1.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,3.0,2.0,195.0,83.0,2.0,3.0,3.0,3.0,2.0,,0.0,9.0,4.0,0.0,4.0,1.0,1.0
83,1.0,195.0,84.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,195.0,84.0,2.0,0.0,0.0,0.0,0.0,,1.0,6.0,2.0,0.0,0.0,0.0,2.0
84,1.0,195.0,85.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,195.0,85.0,2.0,3.0,1.0,2.0,1.0,,3.0,3.0,4.0,0.0,5.0,5.0,1.0
85,1.0,195.0,86.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,195.0,86.0,2.0,4.0,3.0,1.0,2.0,,4.0,4.0,4.0,0.0,1.0,0.0,1.0
86,1.0,195.0,87.0,2.0,3.0,3.0,7.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,195.0,87.0,2.0,3.0,1.0,3.0,1.0,,8.0,0.0,1.0,7.0,7.0,7.0,2.0
87,1.0,195.0,88.0,2.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,2.0,195.0,88.0,2.0,4.0,0.0,3.0,2.0,,2.0,1.0,3.0,0.0,3.0,0.0,2.0
88,1.0,195.0,89.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,195.0,89.0,2.0,4.0,3.0,3.0,2.0,,4.0,1.0,1.0,3.0,1.0,0.0,1.0
89,1.0,195.0,90.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,1.0,1.0,5.0,4.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,195.0,90.0,2.0,4.0,3.0,3.0,2.0,,3.0,7.0,4.0,2.0,5.0,4.0,2.0
90,1.0,195.0,91.0,2.0,3.0,3.0,6.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,195.0,91.0,2.0,1.0,3.0,3.0,3.0,,3.0,2.0,1.0,1.0,5.0,2.0,2.0
91,1.0,195.0,92.0,2.0,3.0,2.0,8.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,195.0,92.0,2.0,3.0,1.0,2.0,1.0,,1.0,4.0,3.0,0.0,7.0,7.0,2.0
92,1.0,195.0,93.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,195.0,93.0,2.0,4.0,1.0,3.0,1.0,,1.0,0.0,3.0,5.0,2.0,5.0,2.0
93,1.0,195.0,94.0,2.0,3.0,3.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,195.0,94.0,2.0,3.0,1.0,2.0,1.0,,3.0,0.0,6.0,7.0,7.0,6.0,2.0
94,1.0,195.0,95.0,2.0,4.0,4.0,7.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,2.0,195.0,95.0,2.0,3.0,1.0,1.0,1.0,,5.0,8.0,4.0,9.0,3.0,3.0,2.0
95,1.0,195.0,96.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,195.0,96.0,2.0,4.0,2.0,2.0,2.0,,2.0,7.0,1.0,9.0,2.0,1.0,1.0
96,1.0,195.0,97.0,2.0,3.0,3.0,7.0,3.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,195.0,97.0,2.0,3.0,1.0,2.0,1.0,,1.0,9.0,2.0,8.0,4.0,4.0,2.0
97,1.0,195.0,98.0,2.0,1.0,2.0,6.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,195.0,98.0,2.0,3.0,3.0,2.0,1.0,,1.0,0.0,0.0,8.0,5.0,4.0,2.0
98,1.0,195.0,99.0,2.0,3.0,4.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,195.0,99.0,2.0,3.0,1.0,2.0,1.0,,6.0,4.0,4.0,4.0,7.0,6.0,1.0
99,1.0,195.0,100.0,2.0,3.0,5.0,8.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,195.0,100.0,2.0,3.0,1.0,3.0,1.0,,3.0,3.0,3.0,5.0,7.0,7.0,1.0
100,1.0,195.0,101.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,195.0,101.0,2.0,3.0,2.0,4.0,3.0,,3.0,9.0,7.0,5.0,4.0,3.0,1.0
101,1.0,195.0,102.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,195.0,102.0,2.0,3.0,1.0,2.0,1.0,,4.0,6.0,8.0,7.0,7.0,7.0,1.0
102,1.0,195.0,103.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,195.0,103.0,2.0,3.0,1.0,2.0,1.0,,5.0,9.0,2.0,7.0,6.0,7.0,1.0
103,1.0,195.0,104.0,2.0,3.0,4.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,2.0,195.0,104.0,2.0,3.0,1.0,2.0,1.0,,4.0,2.0,7.0,5.0,5.0,4.0,2.0
104,1.0,195.0,105.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,195.0,105.0,2.0,3.0,2.0,3.0,1.0,,5.0,6.0,7.0,7.0,3.0,1.0,1.0
105,1.0,195.0,106.0,2.0,2.0,3.0,8.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,195.0,106.0,2.0,3.0,2.0,2.0,2.0,,4.0,0.0,3.0,9.0,3.0,1.0,2.0
106,1.0,195.0,107.0,2.0,3.0,3.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,195.0,107.0,2.0,2.0,2.0,3.0,3.0,,7.0,7.0,4.0,8.0,4.0,4.0,1.0
107,1.0,195.0,108.0,2.0,3.0,4.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,195.0,108.0,2.0,3.0,2.0,2.0,2.0,,4.0,6.0,7.0,6.0,5.0,2.0,2.0
108,1.0,195.0,109.0,2.0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,195.0,109.0,2.0,3.0,2.0,3.0,2.0,,0.0,9.0,1.0,8.0,5.0,3.0,2.0
109,1.0,195.0,110.0,2.0,2.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,2.0,195.0,110.0,2.0,3.0,2.0,3.0,1.0,,3.0,7.0,7.0,8.0,6.0,5.0,2.0
110,1.0,195.0,111.0,2.0,3.0,2.0,6.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,195.0,111.0,2.0,3.0,1.0,4.0,1.0,,4.0,4.0,3.0,9.0,4.0,4.0,2.0
111,1.0,195.0,112.0,2.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,195.0,112.0,2.0,3.0,3.0,3.0,3.0,,7.0,9.0,5.0,8.0,4.0,0.0,2.0
112,1.0,195.0,113.0,2.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,195.0,113.0,2.0,3.0,2.0,3.0,1.0,,3.0,7.0,7.0,9.0,4.0,0.0,2.0
113,1.0,195.0,114.0,2.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,195.0,114.0,2.0,3.0,1.0,3.0,1.0,,0.0,0.0,9.0,9.0,4.0,5.0,1.0
