,CARD,DECK,BALLOT,S170.Q1,S170.Q2,S170.Q3,S170.Q4,S170.Q5,S170.Q6,S170.Q7,S170.Q8,S170.Q9,S170.Q10,S170.Q11,S170.Q12,S170.Q13,S170.Q14,S170.Q15,S170.Q16,S170.Q17,S170.Q18,S170.Q19,S170.Q20,S170.Q21,S170.Q22,S170.Q23,S170.Q24A,S170.Q24B,S170.Q24C,S170.Q24D,S170.Q24E,S170.Q25,S170.Q26A,S170.Q26B,S170.Q26C,S170.Q26D,S170.Q26E,S170.Q27.1,S170.Q27.2,S170.Q27.3,S170.Q27.4,S170.Q27.5,S170.Q27.6,S170.Q27.7,S170.Q27.8,S170.Q28,S170.Q29,S170.Q30,S170.Q31,S170.Q32,S170.Q33,S170.Q34,S170.Q35,S170.Q36,S170.Q37,S170.Q38,S170.Q39,S170.Q40,S170.Q41,S170.Q42,S170.Q43,S170.Q44,S170.Q45,S170.Q46,S170.Q47,S170.Q48,S170.Q49,S170.Q50,S170.Q51,S170.Q52,S170.Q53.n,S170.Q54,S170.Q55,CARD..1,DECK..1,BALLOT..1,S170.Q56,S170.Q57,S170.Q58,S170.Q59,S170.Q60,S170.Q61,S170.Q62,S170.Q63.n,S170.Q64.n,S170.Q65.n,S170.Q66,S170.Q67,S170.Q68,S170.Q69,S170.Q70,S170.Q71,S170.Q72,S170.Q73,S170.Q74,S170.Q75,S170.Q76,S170.Q77,S170.Q78,S170.N80,S170.N81,S170.N82,S170.N83,S170.N84
286,1.0,170.0,287.0,2.0,5.0,3.0,7.0,4.0,2.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,170.0,287.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,,,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0
287,1.0,170.0,288.0,1.0,0.0,1.0,0.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,,3.0,1.0,2.0,170.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0
288,1.0,170.0,289.0,2.0,11.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,3.0,1.0,2.0,170.0,289.0,3.0,7.0,2.0,2.0,2.0,4.0,3.0,,,,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,2.0
289,1.0,170.0,290.0,3.0,9.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,2.0,170.0,290.0,3.0,8.0,3.0,2.0,2.0,4.0,4.0,,,,1.0,4.0,3.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0
290,1.0,170.0,291.0,4.0,4.0,6.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,3.0,1.0,2.0,170.0,291.0,3.0,2.0,3.0,2.0,2.0,5.0,3.0,,,,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0
291,1.0,170.0,292.0,6.0,8.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,,3.0,1.0,2.0,170.0,292.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,,,,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,5.0
292,1.0,170.0,293.0,5.0,3.0,6.0,7.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,170.0,293.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,,,,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,6.0
293,1.0,170.0,294.0,3.0,4.0,7.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,,3.0,1.0,2.0,170.0,294.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,,,,2.0,2.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,7.0
294,1.0,170.0,295.0,3.0,3.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,,3.0,1.0,2.0,170.0,295.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,,,,1.0,4.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,8.0
295,1.0,170.0,296.0,4.0,3.0,6.0,5.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,2.0,170.0,296.0,3.0,2.0,6.0,4.0,4.0,4.0,3.0,,,,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,9.0
296,1.0,170.0,297.0,4.0,9.0,6.0,9.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,10.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,1.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,1.0,2.0,170.0,297.0,3.0,5.0,2.0,3.0,2.0,5.0,3.0,,,,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,0.0
297,1.0,170.0,298.0,5.0,6.0,6.0,7.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,10.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,2.0,,1.0,1.0,2.0,170.0,298.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,,,,2.0,4.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,1.0
298,1.0,170.0,299.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,2.0,2.0,6.0,5.0,3.0,13.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,,3.0,1.0,2.0,170.0,299.0,3.0,6.0,1.0,2.0,3.0,4.0,3.0,,,,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,7.0,2.0
299,1.0,170.0,300.0,3.0,10.0,7.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,,2.0,1.0,2.0,170.0,300.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,7.0,3.0
300,1.0,170.0,301.0,3.0,5.0,5.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,12.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,1.0,1.0,1.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,3.0,1.0,2.0,170.0,301.0,3.0,7.0,2.0,2.0,2.0,4.0,3.0,,,,4.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,4.0
301,1.0,170.0,302.0,5.0,10.0,6.0,2.0,5.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,,3.0,1.0,2.0,170.0,302.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,,,,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,5.0
302,1.0,170.0,303.0,3.0,9.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,10.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,,1.0,1.0,2.0,170.0,303.0,3.0,6.0,1.0,2.0,2.0,1.0,4.0,,,,2.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,7.0,6.0
303,1.0,170.0,304.0,7.0,9.0,6.0,7.0,1.0,2.0,3.0,2.0,2.0,6.0,5.0,4.0,10.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,6.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,,1.0,1.0,2.0,170.0,304.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,,,,1.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,7.0,7.0
304,1.0,170.0,305.0,5.0,9.0,6.0,4.0,5.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,10.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,,3.0,1.0,2.0,170.0,305.0,3.0,7.0,2.0,2.0,2.0,4.0,3.0,,,,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,8.0
305,1.0,170.0,306.0,3.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,10.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,,1.0,1.0,2.0,170.0,306.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,,,,1.0,3.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,9.0
306,1.0,170.0,307.0,3.0,8.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,10.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,6.0,3.0,2.0,3.0,2.0,2.0,4.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,3.0,1.0,2.0,170.0,307.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,,,,1.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,7.0,10.0
307,1.0,170.0,308.0,5.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,10.0,4.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,6.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,,3.0,1.0,2.0,170.0,308.0,1.0,1.0,4.0,3.0,3.0,0.0,4.0,,,,4.0,4.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,3.0,0.0
308,1.0,170.0,309.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,6.0,1.0,3.0,0.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,1.0,1.0,2.0,170.0,309.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,,,,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0
309,1.0,170.0,310.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,13.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,,3.0,1.0,2.0,170.0,310.0,3.0,6.0,4.0,3.0,3.0,4.0,2.0,,,,2.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0
310,1.0,170.0,311.0,6.0,7.0,5.0,7.0,1.0,2.0,3.0,2.0,2.0,5.0,6.0,1.0,10.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,,3.0,1.0,2.0,170.0,311.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,,,,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0
311,1.0,170.0,312.0,4.0,9.0,5.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,1.0,10.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,1.0,2.0,170.0,312.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,,,,1.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0
312,1.0,170.0,313.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,10.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,1.0,2.0,170.0,313.0,3.0,8.0,3.0,2.0,3.0,1.0,3.0,,,,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,5.0
313,1.0,170.0,314.0,6.0,5.0,6.0,2.0,3.0,1.0,1.0,1.0,2.0,6.0,6.0,1.0,10.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,5.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,,3.0,1.0,2.0,170.0,314.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,,,,4.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,6.0
314,1.0,170.0,315.0,3.0,3.0,7.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,10.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,3.0,1.0,2.0,170.0,315.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0,,,,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,7.0
315,1.0,170.0,316.0,5.0,10.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,10.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,3.0,1.0,2.0,170.0,316.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,,,,1.0,3.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,8.0
316,1.0,170.0,317.0,3.0,5.0,5.0,2.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,3.0,5.0,6.0,3.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,2.0,170.0,317.0,3.0,8.0,5.0,1.0,1.0,1.0,4.0,,,,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,2.0,0.0
317,1.0,170.0,318.0,4.0,5.0,6.0,0.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,7.0,3.0,4.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,,3.0,1.0,2.0,170.0,318.0,3.0,6.0,1.0,1.0,3.0,1.0,2.0,,,,4.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,0.0,2.0,1.0
