,CARD,DECK,BALLOT,S170.Q1,S170.Q2,S170.Q3,S170.Q4,S170.Q5,S170.Q6,S170.Q7,S170.Q8,S170.Q9,S170.Q10,S170.Q11,S170.Q12,S170.Q13,S170.Q14,S170.Q15,S170.Q16,S170.Q17,S170.Q18,S170.Q19,S170.Q20,S170.Q21,S170.Q22,S170.Q23,S170.Q24A,S170.Q24B,S170.Q24C,S170.Q24D,S170.Q24E,S170.Q25,S170.Q26A,S170.Q26B,S170.Q26C,S170.Q26D,S170.Q26E,S170.Q27.1,S170.Q27.2,S170.Q27.3,S170.Q27.4,S170.Q27.5,S170.Q27.6,S170.Q27.7,S170.Q27.8,S170.Q28,S170.Q29,S170.Q30,S170.Q31,S170.Q32,S170.Q33,S170.Q34,S170.Q35,S170.Q36,S170.Q37,S170.Q38,S170.Q39,S170.Q40,S170.Q41,S170.Q42,S170.Q43,S170.Q44,S170.Q45,S170.Q46,S170.Q47,S170.Q48,S170.Q49,S170.Q50,S170.Q51,S170.Q52,S170.Q53.n,S170.Q54,S170.Q55,CARD..1,DECK..1,BALLOT..1,S170.Q56,S170.Q57,S170.Q58,S170.Q59,S170.Q60,S170.Q61,S170.Q62,S170.Q63.n,S170.Q64.n,S170.Q65.n,S170.Q66,S170.Q67,S170.Q68,S170.Q69,S170.Q70,S170.Q71,S170.Q72,S170.Q73,S170.Q74,S170.Q75,S170.Q76,S170.Q77,S170.Q78,S170.N80,S170.N81,S170.N82,S170.N83,S170.N84
880,1.0,170.0,881.0,2.0,6.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,7.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,170.0,881.0,3.0,5.0,1.0,2.0,3.0,5.0,3.0,,,,1.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,0.0,2.0,6.0
881,1.0,170.0,882.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,7.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,0.0,2.0,,3.0,1.0,2.0,170.0,882.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,,,,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0,2.0,7.0
882,1.0,170.0,883.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,7.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,,3.0,1.0,2.0,170.0,883.0,3.0,8.0,1.0,2.0,2.0,5.0,3.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,2.0,8.0
883,1.0,170.0,884.0,3.0,7.0,5.0,7.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,7.0,2.0,1.0,0.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,170.0,884.0,3.0,3.0,3.0,1.0,1.0,4.0,3.0,,,,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,4.0,4.0,0.0,2.0,9.0
884,1.0,170.0,885.0,5.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,7.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,,3.0,1.0,2.0,170.0,885.0,3.0,2.0,5.0,2.0,3.0,4.0,2.0,,,,2.0,2.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,0.0,2.0,10.0
885,1.0,170.0,886.0,3.0,11.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,5.0,4.0,4.0,7.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,6.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,1.0,2.0,170.0,886.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,0.0,2.0,11.0
886,1.0,170.0,887.0,4.0,5.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,15.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,,1.0,1.0,2.0,170.0,887.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,,,,1.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,0.0,0.0
887,1.0,170.0,888.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,15.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,,1.0,1.0,2.0,170.0,888.0,3.0,3.0,5.0,3.0,3.0,5.0,2.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,0.0,1.0
888,1.0,170.0,889.0,4.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,15.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,,3.0,1.0,2.0,170.0,889.0,3.0,0.0,1.0,1.0,1.0,5.0,2.0,,,,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,0.0,2.0
889,1.0,170.0,890.0,3.0,11.0,1.0,7.0,3.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,15.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,3.0,1.0,2.0,170.0,890.0,3.0,8.0,4.0,3.0,3.0,5.0,3.0,,,,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,0.0,3.0
890,1.0,170.0,891.0,4.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,15.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,3.0,1.0,2.0,170.0,891.0,3.0,4.0,4.0,3.0,3.0,5.0,2.0,,,,1.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,0.0,4.0
891,1.0,170.0,892.0,1.0,8.0,1.0,6.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,6.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,,1.0,1.0,2.0,170.0,892.0,3.0,7.0,4.0,3.0,3.0,4.0,0.0,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0
892,1.0,170.0,893.0,3.0,9.0,5.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,170.0,893.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,,,,1.0,0.0,3.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0
893,1.0,170.0,894.0,3.0,9.0,5.0,2.0,5.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,11.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,2.0,170.0,894.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0
894,1.0,170.0,895.0,1.0,6.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,11.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,170.0,895.0,3.0,4.0,5.0,0.0,3.0,5.0,2.0,,,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,3.0
895,1.0,170.0,896.0,1.0,10.0,6.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,1.0,2.0,170.0,896.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,,,,1.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0
896,1.0,170.0,897.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,16.0,5.0,3.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,0.0,5.0,6.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,,3.0,1.0,2.0,170.0,897.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,,,,1.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0
897,1.0,170.0,898.0,1.0,10.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,16.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,2.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,3.0,1.0,2.0,170.0,898.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,6.0
898,1.0,170.0,899.0,2.0,10.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,16.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,,3.0,1.0,2.0,170.0,899.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,7.0
899,1.0,170.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,170.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,8.0
900,1.0,170.0,901.0,3.0,10.0,8.0,8.0,3.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,,2.0,1.0,2.0,170.0,901.0,3.0,2.0,6.0,4.0,4.0,3.0,2.0,,,,2.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,0.0
901,1.0,170.0,902.0,1.0,8.0,6.0,9.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,1.0,1.0,2.0,170.0,902.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,,,,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0
902,1.0,170.0,903.0,4.0,9.0,6.0,2.0,5.0,2.0,3.0,2.0,1.0,6.0,1.0,1.0,5.0,1.0,2.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,1.0,2.0,170.0,903.0,3.0,8.0,2.0,2.0,2.0,3.0,2.0,,,,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,2.0
903,1.0,170.0,904.0,4.0,8.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,,1.0,1.0,2.0,170.0,904.0,3.0,0.0,2.0,1.0,1.0,5.0,2.0,,,,2.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,1.0,3.0,3.0
904,1.0,170.0,905.0,3.0,10.0,4.0,7.0,1.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,6.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,170.0,905.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0
905,1.0,170.0,906.0,3.0,10.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,6.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,170.0,906.0,3.0,3.0,5.0,2.0,2.0,4.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,3.0,5.0
906,1.0,170.0,907.0,1.0,11.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,6.0,6.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,,3.0,1.0,2.0,170.0,907.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,,,,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,6.0
907,1.0,170.0,908.0,2.0,4.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,3.0,1.0,2.0,170.0,908.0,3.0,2.0,5.0,3.0,3.0,4.0,2.0,,,,2.0,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,7.0
908,1.0,170.0,909.0,1.0,11.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,3.0,1.0,2.0,170.0,909.0,3.0,7.0,5.0,2.0,2.0,5.0,2.0,,,,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,8.0
909,1.0,170.0,910.0,1.0,10.0,0.0,7.0,1.0,2.0,2.0,3.0,1.0,5.0,2.0,1.0,5.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,,1.0,1.0,2.0,170.0,910.0,3.0,0.0,6.0,4.0,4.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4.0,1.0,3.0,9.0
910,1.0,170.0,911.0,4.0,10.0,6.0,7.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,0.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,,3.0,1.0,2.0,170.0,911.0,3.0,7.0,5.0,3.0,2.0,2.0,2.0,,,,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,10.0
911,1.0,170.0,912.0,2.0,9.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,,1.0,1.0,2.0,170.0,912.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,,,,2.0,4.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,3.0,11.0
