,CARD,DECK,BALLOT,FORM,S203A.Qi1,S203A.Qi2,S203A.Qi3,S203A.Qi4,S203A.Qi5,S203A.Qi6A,S203A.Qi6B,S203A.Qi7A,S203A.Qi7B,S203A.Qi7C,S203A.Qi8,S203A.Qi9A1,S203A.Qi9A2,S203A.Qi9A3,S203A.Qi9A4,S203A.Qi9A5,S203A.Qi9A6,S203A.Qi9A7,S203A.Qi9A8,S203A.Qi9A9,S203A.Qi9A10,S203A.Qi9B,S203A.Qi10A.1,S203A.Qi10A.2,S203A.Qi10A.3,S203A.Qi10A.4,S203A.Qi10A.5,S203A.Qi10A.6,S203A.Qi10A.7,S203A.Qi10A.8,S203A.Qi10B.1,S203A.Qi10B.2,S203A.Qi10B.3,S203A.Qi10B.4,S203A.Qi10B.5,S203A.Qi10B.6,S203A.Qi10B.7,S203A.Qi10B.8,S203A.Qi10C,S203A.Qi11,S203A.Qi12A,S203A.Qi12B,S203A.Qi13,S203A.Qi14A,S203A.Qi14B,S203A.Qi14C,S203A.Qi15,S203A.Qi16,S203A.Qi17A,S203A.Qi17B,S203A.Qi18,S203A.Qi19,S203A.Qi20,S203A.Qi21,S203A.Qi22,S203A.Qi23A,S203A.Qi24,S203A.Qii1,S203A.Qii2,S203A.Qii3A,S203A.Qii3B,S203A.Qii3C,S203A.Qii4,S203A.Qiii1,S203A.Qiii2,S203A.Qiii3,S203A.Qiii4,S203A.Qiii5,S203A.Qiii6,CARD..1,DECK..1,BALLOT..1,FORM..1,S203A.Qiii7,S203A.Qiii8,S203A.Qiii9,S203A.Qiii10,S203A.Qiii11A1,S203A.Qiii11A2,S203A.Qiii11A3,S203A.Qiii11A4,S203A.Qiii11A5,S203A.Qiii11A6,S203A.Qiii11A7,S203A.Qiii11A8,S203A.Qiii11B,S203A.Qiii11C,S203A.Qiii12,S203A.Qiii13A,S203A.Qiii13B,S203A.Qiii14,S203A.Qiii15,S203A.Viii16,S203A.Viii17,S203A.Viii18
215,1.0,203.0,216.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,5.0,2.0,203.0,216.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,14.0,6.0,71.0,16.0
216,1.0,203.0,217.0,1.0,3.0,5.0,6.0,5.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,203.0,217.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,14.0,2.0,71.0,141.0
217,1.0,203.0,218.0,1.0,1.0,4.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,3.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,203.0,218.0,1.0,4.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,2.0,1.0,14.0,5.0,71.0,311.0
218,1.0,203.0,219.0,1.0,3.0,4.0,4.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,203.0,219.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,14.0,2.0,71.0,163.0
219,1.0,203.0,220.0,1.0,1.0,4.0,7.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,203.0,220.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,1.0,14.0,2.0,72.0,85.0
220,1.0,203.0,221.0,1.0,3.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,1.0,4.0,4.0,4.0,5.0,2.0,203.0,221.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,6.0,1.0,1.0,1.0,0.0,6.0,81.0,57.0
221,1.0,203.0,222.0,1.0,2.0,4.0,10.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,4.0,0.0,1.0,5.0,0.0,2.0,203.0,222.0,1.0,4.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,1.0,11.0,9.0,20.0,11.0
222,1.0,203.0,223.0,1.0,1.0,4.0,9.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,5.0,5.0,0.0,2.0,203.0,223.0,1.0,4.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,72.0,72.0
223,1.0,203.0,224.0,1.0,1.0,5.0,4.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,203.0,224.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,72.0,40.0
224,1.0,203.0,225.0,1.0,1.0,5.0,7.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,4.0,6.0,4.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,203.0,225.0,1.0,4.0,0.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,72.0,51.0
225,1.0,203.0,226.0,1.0,2.0,4.0,6.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,203.0,226.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,71.0,150.0
226,1.0,203.0,227.0,1.0,1.0,4.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,5.0,4.0,0.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,203.0,227.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,72.0,35.0
227,1.0,203.0,228.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,0.0,5.0,3.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,5.0,3.0,0.0,2.0,203.0,228.0,1.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,0.0,3.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0,1.0,5.0,16.0,49.0
228,1.0,203.0,229.0,1.0,1.0,5.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,4.0,1.0,6.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,3.0,0.0,1.0,5.0,4.0,2.0,3.0,2.0,203.0,229.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,6.0,1.0,5.0,1.0,1.0,2.0,72.0,112.0
229,1.0,203.0,230.0,1.0,3.0,3.0,7.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,203.0,230.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,16.0,4.0
230,1.0,203.0,231.0,1.0,2.0,3.0,9.0,1.0,2.0,1.0,0.0,3.0,3.0,3.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,2.0,2.0,203.0,231.0,1.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,16.0,18.0
231,1.0,203.0,232.0,1.0,2.0,6.0,10.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,4.0,5.0,2.0,203.0,232.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,72.0,105.0
232,1.0,203.0,233.0,1.0,2.0,6.0,10.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,0.0,5.0,3.0,5.0,0.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,4.0,0.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,203.0,233.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,72.0,17.0
233,1.0,203.0,234.0,1.0,3.0,3.0,10.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,203.0,234.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,6.0,71.0,254.0
234,1.0,203.0,235.0,1.0,3.0,5.0,5.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,0.0,3.0,5.0,4.0,4.0,5.0,2.0,203.0,235.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,72.0,63.0
235,1.0,203.0,236.0,1.0,2.0,4.0,11.0,5.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,2.0,203.0,236.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,6.0,71.0,40.0
236,1.0,203.0,237.0,1.0,1.0,2.0,10.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,4.0,5.0,0.0,1.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,5.0,1.0,5.0,4.0,4.0,5.0,2.0,203.0,237.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,1.0,1.0,1.0,4.0,71.0,80.0
237,1.0,203.0,238.0,1.0,2.0,3.0,6.0,6.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,203.0,238.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,72.0,11.0
238,1.0,203.0,239.0,1.0,1.0,4.0,11.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,203.0,239.0,1.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,15.0,23.0
239,1.0,203.0,240.0,1.0,1.0,4.0,10.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,203.0,240.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,71.0,181.0
240,1.0,203.0,241.0,1.0,1.0,4.0,10.0,5.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,203.0,241.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,72.0,98.0
241,1.0,203.0,242.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,0.0,4.0,0.0,5.0,5.0,0.0,2.0,203.0,242.0,1.0,4.0,0.0,3.0,4.0,5.0,1.0,5.0,5.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,6.0,71.0,233.0
242,1.0,203.0,243.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,203.0,243.0,1.0,3.0,3.0,1.0,3.0,5.0,2.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,15.0,34.0
243,1.0,203.0,244.0,1.0,1.0,3.0,7.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,203.0,244.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,7.0,16.0,30.0
244,1.0,203.0,245.0,1.0,1.0,2.0,9.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,203.0,245.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,71.0,212.0
245,1.0,203.0,246.0,1.0,3.0,2.0,3.0,6.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,203.0,246.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,16.0,41.0
246,1.0,203.0,247.0,1.0,2.0,2.0,4.0,5.0,1.0,0.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,6.0,2.0,3.0,2.0,1.0,1.0,2.0,203.0,247.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,71.0,120.0
