,CARD,DECK,BALLOT,S177.Q1,S177.Q2,S177.Q3,S177.Q4,S177.Q5,S177.Q6,S177.Q7,S177.Q8,S177.Q9,S177.Q10,S177.Q11,S177.Q12,S177.Q13,S177.Q14,S177.Q15,S177.Q16A,S177.Q16B,S177.Q17,S177.Q18,S177.Q19,S177.Q20,S177.Q21A,S177.Q21B,S177.Q22,S177.Q23,S177.Q24,S177.Q25,S177.Q26,S177.Q27,S177.Q28,S177.Q29,S177.Q30,S177.Q31,S177.Q32,S177.Q33,S177.Q34,S177.Q35,S177.Q36,S177.Q37,S177.Q38,S177.Q39,S177.Q40,S177.Q41,S177.Q42,S177.Q43,S177.Q44,S177.Q45,S177.Q46,S177.Q47,S177.Q48,S177.Q49,S177.Q50,S177.Q51,S177.Q52,S177.Q53,S177.Q54,S177.Q55,S177.Q56,S177.Q57,S177.Q58,S177.Q59,S177.Q60,S177.Q61,S177.Q62,S177.Q63,CARD..1,DECK..1,BALLOT..1,S177.Q64,S177.Q65,S177.Q66,S177.Q67,S177.Q68,S177.Q69,S177.Q70,S177.Q71,S177.Q72,S177.Q73,S177.Q74,S177.Q75,S177.Q76,S177.Q77,S177.Q78,S177.Q79,S177.Q80,S177.Q81,S177.Q82,S177.Q83,S177.Q84,S177.Q85,S177.Q86,S177.Q87,S177.Q88,S177.Q89,S177.Q90,S177.Q91,S177.Q92,S177.Q93,S177.Q94,S177.Q95,S177.Q96,S177.Q97,S177.Q98,S177.Q99,S177.Q100,S177.Q101,S177.Q102,S177.Q103,S177.Q104,S177.Q105,S177.Q106A,S177.Q106B,S177.Q106C,S177.Q106D,S177.Q106E,S177.Q106F,S177.Q106G,S177.Q106H,S177.Q107,S177.Q108,S177.Q109,S177.Q110,S177.Q111,S177.Q112,S177.Q113,S177.Q114,S177.Q115.n,S177.N116,S177.N117,S177.N118
624,1.0,177.0,625.0,2.0,4.0,7.0,1.0,5.0,6.0,4.0,2.0,5.0,11.0,7.0,8.0,7.0,3.0,9.0,6.0,6.0,3.0,1.0,5.0,6.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,4.0,4.0,1.0,8.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,0.0,0.0,4.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,2.0,177.0,625.0,3.0,1.0,1.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,3.0,3.0,12.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,6.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,,22.0,585.0,0.0
625,1.0,177.0,626.0,3.0,4.0,7.0,1.0,4.0,5.0,4.0,1.0,4.0,7.0,6.0,8.0,7.0,1.0,8.0,6.0,7.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,177.0,626.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,11.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,4.0,1.0,1.0,,32.0,663.0,0.0
626,1.0,177.0,627.0,1.0,4.0,7.0,1.0,3.0,5.0,4.0,1.0,3.0,6.0,7.0,6.0,1.0,4.0,6.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,0.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,177.0,627.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,,44.0,769.0,0.0
627,1.0,177.0,628.0,1.0,4.0,7.0,1.0,3.0,5.0,4.0,1.0,11.0,8.0,6.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,6.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,177.0,628.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,6.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,,21.0,467.0,0.0
628,1.0,177.0,629.0,1.0,4.0,7.0,2.0,3.0,4.0,4.0,1.0,3.0,7.0,4.0,2.0,1.0,3.0,6.0,8.0,6.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,8.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,5.0,3.0,1.0,3.0,2.0,1.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,177.0,629.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,8.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,,55.0,794.0,0.0
629,1.0,177.0,630.0,1.0,4.0,7.0,2.0,3.0,5.0,4.0,2.0,4.0,9.0,7.0,2.0,1.0,4.0,7.0,6.0,7.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,7.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,177.0,630.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,,45.0,860.0,0.0
630,1.0,177.0,631.0,1.0,4.0,7.0,2.0,3.0,4.0,4.0,1.0,4.0,5.0,5.0,1.0,1.0,3.0,6.0,5.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,2.0,1.0,2.0,1.0,2.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,6.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,177.0,631.0,2.0,12.0,4.0,3.0,5.0,4.0,0.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,,27.0,938.0,0.0
631,1.0,177.0,632.0,1.0,4.0,7.0,2.0,3.0,4.0,4.0,1.0,1.0,6.0,7.0,2.0,1.0,3.0,6.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,4.0,7.0,4.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,177.0,632.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,,55.0,789.0,0.0
632,1.0,177.0,633.0,1.0,4.0,7.0,2.0,5.0,4.0,4.0,1.0,4.0,6.0,5.0,1.0,0.0,4.0,6.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,12.0,4.0,4.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,177.0,633.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,,55.0,468.0,0.0
633,1.0,177.0,634.0,1.0,4.0,7.0,2.0,3.0,4.0,4.0,1.0,4.0,7.0,7.0,3.0,6.0,6.0,1.0,5.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,1.0,1.0,2.0,1.0,7.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,177.0,634.0,3.0,11.0,2.0,4.0,5.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,1.0,4.0,,54.0,619.0,0.0
634,1.0,177.0,635.0,1.0,4.0,7.0,2.0,3.0,5.0,4.0,1.0,4.0,8.0,7.0,3.0,1.0,4.0,6.0,5.0,10.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,177.0,635.0,3.0,1.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,2.0,,43.0,675.0,0.0
635,1.0,177.0,636.0,1.0,4.0,7.0,2.0,4.0,5.0,4.0,2.0,4.0,11.0,8.0,8.0,7.0,1.0,7.0,6.0,7.0,2.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,177.0,636.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,11.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,11.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,,33.0,774.0,0.0
636,1.0,177.0,637.0,1.0,4.0,7.0,2.0,4.0,5.0,4.0,1.0,3.0,10.0,7.0,8.0,7.0,1.0,8.0,6.0,8.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,8.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,177.0,637.0,2.0,11.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,9.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,,43.0,650.0,0.0
637,1.0,177.0,638.0,3.0,4.0,8.0,1.0,3.0,4.0,4.0,1.0,2.0,9.0,5.0,3.0,1.0,4.0,6.0,5.0,7.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,12.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,4.0,5.0,1.0,2.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,5.0,2.0,177.0,638.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,,36.0,481.0,0.0
638,1.0,177.0,639.0,1.0,4.0,8.0,2.0,3.0,5.0,4.0,1.0,2.0,7.0,4.0,3.0,1.0,3.0,6.0,5.0,7.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,177.0,639.0,4.0,10.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,10.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,,33.0,737.0,0.0
639,1.0,177.0,640.0,1.0,4.0,8.0,2.0,4.0,5.0,4.0,1.0,2.0,8.0,8.0,8.0,3.0,4.0,7.0,6.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,6.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,177.0,640.0,4.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,11.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0,1.0,,33.0,764.0,0.0
640,1.0,177.0,641.0,1.0,4.0,8.0,2.0,3.0,5.0,4.0,1.0,2.0,8.0,5.0,2.0,4.0,4.0,6.0,5.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,12.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,8.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,177.0,641.0,3.0,12.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,,36.0,408.0,0.0
641,1.0,177.0,642.0,1.0,4.0,8.0,2.0,3.0,5.0,4.0,1.0,3.0,7.0,8.0,2.0,1.0,4.0,7.0,6.0,8.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,1.0,1.0,9.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,2.0,5.0,5.0,5.0,5.0,1.0,2.0,4.0,1.0,8.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,177.0,642.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,11.0,5.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,,27.0,846.0,0.0
642,1.0,177.0,643.0,1.0,4.0,8.0,2.0,3.0,5.0,4.0,1.0,3.0,7.0,7.0,4.0,2.0,4.0,6.0,5.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,1.0,6.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,5.0,2.0,177.0,643.0,2.0,6.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,4.0,4.0,9.0,2.0,5.0,1.0,2.0,2.0,1.0,1.0,10.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,,56.0,877.0,0.0
643,1.0,177.0,644.0,1.0,4.0,8.0,2.0,5.0,5.0,4.0,1.0,5.0,7.0,6.0,8.0,7.0,1.0,7.0,6.0,6.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,5.0,1.0,2.0,1.0,6.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,177.0,644.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,10.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,,32.0,423.0,0.0
644,1.0,177.0,645.0,3.0,4.0,5.0,1.0,4.0,5.0,4.0,1.0,5.0,11.0,6.0,1.0,2.0,1.0,7.0,6.0,7.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,177.0,645.0,4.0,11.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,10.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,12.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,,22.0,550.0,0.0
645,1.0,177.0,646.0,1.0,4.0,5.0,1.0,3.0,4.0,4.0,1.0,4.0,11.0,7.0,3.0,3.0,3.0,6.0,5.0,6.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,6.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,2.0,5.0,2.0,177.0,646.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,8.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,11.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,,21.0,420.0,0.0
646,1.0,177.0,647.0,1.0,4.0,5.0,2.0,4.0,5.0,4.0,1.0,5.0,7.0,8.0,8.0,7.0,1.0,7.0,6.0,8.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,4.0,1.0,3.0,5.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,4.0,12.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,177.0,647.0,3.0,12.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,12.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,,27.0,895.0,0.0
647,1.0,177.0,648.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,3.0,7.0,6.0,8.0,7.0,4.0,7.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,7.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,7.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,5.0,2.0,177.0,648.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,11.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,11.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,,56.0,484.0,0.0
