,CARD,DECK,BALLOT,S112.Q1,S112.Q2,S112.Q3,S112.Q4,S112.Q5,S112.Q6,S112.Q7,S112.Q8,S112.Q9,S112.Q10,S112.Q11,S112.Q12,S112.Q13,S112.Q14,S112.Q15,S112.Q16,S112.Q17,S112.Q18,S112.Q19,S112.Q20,S112.Q21,S112.Q22,S112.Q23,S112.Q24,S112.Q25,S112.Q26,S112.Q27,S112.Q28,S112.Q29,S112.Q30,S112.Q31,S112.Q32,S112.Q33,S112.Q34,S112.Q35,S112.Q36,S112.Q37,S112.Q38,S112.Q39,S112.Q40,S112.Q41,S112.Q42,S112.Q43,S112.Q44,S112.Q45,S112.Q46A,S112.Q46B.n,S112.Q47,S112.Q48,S112.Q49,S112.Q50,S112.Q51,S112.Q52,S112.Q53,S112.Q54,S112.Q55,S112.Q56,S112.Q57,S112.Q58,S112.Q59,S112.Q60,S112.Q61,S112.Q62,S112.Q63,S112.Q64,S112.Q65,S112.Q66,S112.Q67.n,S112.Q68,S112.Q69,S112.Q70,S112.Q71,S112.Q72,CARD..1,DECK..1,BALLOT..1,S112.Q73,S112.Q74,S112.Q75,S112.Q76,S112.Q77,S112.Q78,S112.V79,S112.V80
1135,1.0,112.0,1136.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,,1.0,1.0,2.0,0.0,1.0,2.0,112.0,1136.0,1.0,3.0,3.0,3.0,1.0,2.0,42.0,46.0
1136,1.0,112.0,1137.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,1.0,0.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,7.0,0.0,1.0,0.0,2.0,3.0,,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,4.0,4.0,,2.0,2.0,2.0,0.0,1.0,2.0,112.0,1137.0,0.0,1.0,0.0,0.0,3.0,3.0,51.0,71.0
1137,1.0,112.0,1138.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,2.0,,1.0,2.0,3.0,1.0,3.0,2.0,112.0,1138.0,3.0,2.0,3.0,1.0,1.0,3.0,23.0,40.0
1138,1.0,112.0,1139.0,1.0,1.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,,2.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,,2.0,3.0,3.0,2.0,2.0,2.0,112.0,1139.0,3.0,2.0,1.0,1.0,1.0,3.0,71.0,19.0
1139,1.0,112.0,1140.0,1.0,1.0,1.0,4.0,5.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,,1.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,112.0,1140.0,2.0,3.0,1.0,2.0,1.0,2.0,61.0,61.0
1140,1.0,112.0,1141.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,,3.0,2.0,3.0,5.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,,2.0,3.0,1.0,0.0,3.0,2.0,112.0,1141.0,2.0,3.0,3.0,3.0,2.0,3.0,13.0,18.0
1141,1.0,112.0,1142.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,1.0,2.0,1.0,2.0,112.0,1142.0,3.0,1.0,2.0,3.0,3.0,4.0,84.0,14.0
1142,1.0,112.0,1143.0,1.0,2.0,1.0,4.0,5.0,0.0,4.0,4.0,4.0,3.0,0.0,4.0,5.0,5.0,1.0,0.0,4.0,1.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,3.0,,2.0,0.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,4.0,2.0,0.0,3.0,3.0,2.0,4.0,,3.0,2.0,1.0,2.0,3.0,2.0,112.0,1143.0,3.0,3.0,3.0,1.0,0.0,3.0,13.0,56.0
1143,1.0,112.0,1144.0,1.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,3.0,3.0,3.0,4.0,,2.0,1.0,2.0,2.0,1.0,2.0,112.0,1144.0,1.0,2.0,1.0,1.0,1.0,1.0,92.0,69.0
1144,1.0,112.0,1145.0,1.0,1.0,1.0,4.0,5.0,2.0,5.0,3.0,3.0,2.0,3.0,0.0,5.0,6.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,,2.0,1.0,3.0,2.0,1.0,2.0,112.0,1145.0,2.0,2.0,4.0,2.0,1.0,1.0,31.0,2.0
1145,1.0,112.0,1146.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,6.0,0.0,0.0,5.0,5.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,4.0,4.0,2.0,0.0,2.0,2.0,112.0,1146.0,3.0,2.0,3.0,3.0,0.0,4.0,73.0,79.0
1146,1.0,112.0,1147.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,4.0,4.0,,2.0,2.0,2.0,0.0,3.0,2.0,112.0,1147.0,3.0,3.0,2.0,1.0,3.0,3.0,72.0,30.0
1147,1.0,112.0,1148.0,1.0,2.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,,4.0,2.0,1.0,2.0,2.0,2.0,112.0,1148.0,1.0,1.0,1.0,2.0,3.0,3.0,53.0,30.0
1148,1.0,112.0,1149.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,112.0,1149.0,3.0,2.0,3.0,3.0,1.0,3.0,12.0,62.0
1149,1.0,112.0,1150.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,,2.0,2.0,2.0,2.0,1.0,2.0,112.0,1150.0,2.0,2.0,3.0,2.0,1.0,3.0,83.0,21.0
1150,1.0,112.0,1151.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,6.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,2.0,1.0,2.0,4.0,,3.0,3.0,4.0,2.0,3.0,0.0,3.0,0.0,2.0,4.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,3.0,,1.0,1.0,3.0,2.0,1.0,2.0,112.0,1151.0,2.0,2.0,3.0,1.0,3.0,3.0,61.0,45.0
1151,1.0,112.0,1152.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,7.0,3.0,2.0,3.0,3.0,3.0,,0.0,3.0,6.0,5.0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,,2.0,2.0,2.0,0.0,1.0,2.0,112.0,1152.0,1.0,2.0,2.0,2.0,3.0,3.0,42.0,7.0
1152,1.0,112.0,1153.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,1.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,1.0,2.0,3.0,6.0,4.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,4.0,3.0,,3.0,3.0,4.0,0.0,3.0,2.0,112.0,1153.0,3.0,2.0,3.0,2.0,3.0,3.0,12.0,67.0
1153,1.0,112.0,1154.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,7.0,5.0,5.0,5.0,0.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,,2.0,0.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,,1.0,1.0,2.0,0.0,3.0,2.0,112.0,1154.0,3.0,1.0,3.0,3.0,3.0,3.0,51.0,9.0
1154,1.0,112.0,1155.0,1.0,2.0,1.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,1.0,2.0,1.0,2.0,,3.0,3.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,,2.0,2.0,2.0,1.0,1.0,2.0,112.0,1155.0,1.0,3.0,3.0,2.0,2.0,3.0,24.0,57.0
1155,1.0,112.0,1156.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,112.0,1156.0,1.0,1.0,1.0,2.0,2.0,1.0,43.0,40.0
1156,1.0,112.0,1157.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,112.0,1157.0,1.0,2.0,2.0,2.0,1.0,1.0,82.0,31.0
1157,1.0,112.0,1158.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,2.0,112.0,1158.0,1.0,1.0,1.0,2.0,2.0,2.0,22.0,77.0
1158,1.0,112.0,1159.0,3.0,2.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0,5.0,3.0,2.0,7.0,5.0,0.0,1.0,0.0,1.0,,2.0,0.0,4.0,6.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,,0.0,5.0,2.0,0.0,3.0,2.0,112.0,1159.0,3.0,3.0,3.0,4.0,3.0,4.0,12.0,33.0
1159,1.0,112.0,1160.0,4.0,2.0,1.0,2.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,,1.0,2.0,4.0,2.0,1.0,2.0,112.0,1160.0,1.0,1.0,2.0,1.0,1.0,1.0,63.0,65.0
1160,1.0,112.0,1161.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,4.0,3.0,1.0,,1.0,2.0,3.0,2.0,2.0,2.0,112.0,1161.0,2.0,1.0,1.0,2.0,1.0,2.0,92.0,28.0
1161,1.0,112.0,1162.0,4.0,3.0,1.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,1.0,,1.0,3.0,1.0,2.0,2.0,2.0,112.0,1162.0,1.0,1.0,3.0,1.0,3.0,3.0,34.0,69.0
1162,1.0,112.0,1163.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0,1.0,2.0,1.0,,1.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,5.0,3.0,0.0,,2.0,2.0,2.0,3.0,1.0,2.0,112.0,1163.0,3.0,2.0,1.0,3.0,3.0,3.0,42.0,11.0
1163,1.0,112.0,1164.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,,1.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,112.0,1164.0,1.0,2.0,2.0,1.0,1.0,1.0,82.0,51.0
1164,1.0,112.0,1165.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,2.0,2.0,2.0,,3.0,3.0,6.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,0.0,2.0,4.0,3.0,0.0,6.0,3.0,0.0,,2.0,2.0,4.0,0.0,2.0,2.0,112.0,1165.0,2.0,3.0,3.0,2.0,2.0,3.0,92.0,56.0
1165,1.0,112.0,1166.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,,2.0,2.0,3.0,0.0,2.0,2.0,112.0,1166.0,2.0,1.0,1.0,2.0,2.0,1.0,92.0,43.0
1166,1.0,112.0,1167.0,4.0,1.0,1.0,2.0,5.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,,3.0,4.0,4.0,2.0,2.0,2.0,112.0,1167.0,1.0,3.0,3.0,1.0,1.0,3.0,51.0,11.0
1167,1.0,112.0,1168.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,2.0,1.0,3.0,2.0,2.0,,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,112.0,1168.0,1.0,1.0,1.0,1.0,2.0,2.0,64.0,41.0
1168,1.0,112.0,1169.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,0.0,0.0,4.0,2.0,,2.0,1.0,4.0,0.0,3.0,2.0,112.0,1169.0,3.0,3.0,3.0,2.0,3.0,3.0,33.0,60.0
1169,1.0,112.0,1170.0,4.0,2.0,1.0,2.0,5.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,1.0,2.0,,3.0,3.0,4.0,2.0,1.0,2.0,112.0,1170.0,1.0,1.0,1.0,1.0,3.0,2.0,54.0,3.0
1170,1.0,112.0,1171.0,4.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,1.0,3.0,5.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,,1.0,2.0,3.0,2.0,2.0,2.0,112.0,1171.0,3.0,0.0,2.0,4.0,0.0,0.0,33.0,12.0
1171,1.0,112.0,1172.0,4.0,2.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,112.0,1172.0,2.0,3.0,3.0,1.0,2.0,2.0,74.0,26.0
1172,1.0,112.0,1173.0,4.0,1.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,6.0,1.0,3.0,1.0,1.0,2.0,,2.0,1.0,3.0,5.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,3.0,4.0,1.0,,2.0,4.0,3.0,2.0,3.0,2.0,112.0,1173.0,3.0,1.0,1.0,1.0,1.0,3.0,54.0,61.0
