,CARD,DECK,BALLOT,S112.Q1,S112.Q2,S112.Q3,S112.Q4,S112.Q5,S112.Q6,S112.Q7,S112.Q8,S112.Q9,S112.Q10,S112.Q11,S112.Q12,S112.Q13,S112.Q14,S112.Q15,S112.Q16,S112.Q17,S112.Q18,S112.Q19,S112.Q20,S112.Q21,S112.Q22,S112.Q23,S112.Q24,S112.Q25,S112.Q26,S112.Q27,S112.Q28,S112.Q29,S112.Q30,S112.Q31,S112.Q32,S112.Q33,S112.Q34,S112.Q35,S112.Q36,S112.Q37,S112.Q38,S112.Q39,S112.Q40,S112.Q41,S112.Q42,S112.Q43,S112.Q44,S112.Q45,S112.Q46A,S112.Q46B.n,S112.Q47,S112.Q48,S112.Q49,S112.Q50,S112.Q51,S112.Q52,S112.Q53,S112.Q54,S112.Q55,S112.Q56,S112.Q57,S112.Q58,S112.Q59,S112.Q60,S112.Q61,S112.Q62,S112.Q63,S112.Q64,S112.Q65,S112.Q66,S112.Q67.n,S112.Q68,S112.Q69,S112.Q70,S112.Q71,S112.Q72,CARD..1,DECK..1,BALLOT..1,S112.Q73,S112.Q74,S112.Q75,S112.Q76,S112.Q77,S112.Q78,S112.V79,S112.V80
650,1.0,112.0,651.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,,1.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,,2.0,2.0,1.0,2.0,1.0,2.0,112.0,651.0,4.0,2.0,1.0,2.0,3.0,3.0,42.0,35.0
651,1.0,112.0,652.0,1.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,6.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,,2.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,,4.0,4.0,1.0,2.0,3.0,2.0,112.0,652.0,3.0,3.0,3.0,3.0,1.0,3.0,43.0,20.0
652,1.0,112.0,653.0,1.0,2.0,1.0,2.0,5.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,,2.0,2.0,2.0,0.0,2.0,2.0,112.0,653.0,1.0,2.0,2.0,2.0,2.0,2.0,41.0,56.0
653,1.0,112.0,654.0,1.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,,0.0,2.0,4.0,4.0,1.0,5.0,4.0,1.0,4.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,,2.0,2.0,4.0,2.0,2.0,2.0,112.0,654.0,1.0,1.0,1.0,3.0,3.0,3.0,84.0,10.0
654,1.0,112.0,655.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,1.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,,3.0,3.0,3.0,2.0,3.0,2.0,112.0,655.0,1.0,1.0,1.0,2.0,1.0,3.0,52.0,78.0
655,1.0,112.0,656.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,,4.0,1.0,1.0,1.0,3.0,2.0,112.0,656.0,3.0,3.0,2.0,4.0,3.0,0.0,51.0,21.0
656,1.0,112.0,657.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,4.0,4.0,,1.0,1.0,1.0,2.0,1.0,2.0,112.0,657.0,1.0,3.0,2.0,1.0,3.0,3.0,24.0,21.0
657,1.0,112.0,658.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,0.0,3.0,1.0,3.0,3.0,,2.0,1.0,4.0,6.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,,1.0,1.0,1.0,2.0,3.0,2.0,112.0,658.0,3.0,3.0,3.0,3.0,1.0,3.0,63.0,15.0
658,1.0,112.0,659.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,6.0,1.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,5.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,112.0,659.0,1.0,1.0,2.0,4.0,3.0,3.0,53.0,10.0
659,1.0,112.0,660.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,112.0,660.0,1.0,3.0,2.0,1.0,3.0,3.0,51.0,20.0
660,1.0,112.0,661.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,6.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,6.0,4.0,4.0,,1.0,4.0,4.0,0.0,1.0,2.0,112.0,661.0,2.0,1.0,1.0,1.0,3.0,3.0,64.0,9.0
661,1.0,112.0,662.0,1.0,1.0,1.0,2.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,5.0,4.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,,2.0,2.0,1.0,0.0,3.0,2.0,112.0,662.0,3.0,1.0,2.0,3.0,0.0,3.0,22.0,76.0
662,1.0,112.0,663.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0,6.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0,3.0,,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,,4.0,4.0,4.0,0.0,3.0,2.0,112.0,663.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,3.0
663,1.0,112.0,664.0,1.0,1.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,,1.0,2.0,0.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,,2.0,2.0,3.0,2.0,1.0,2.0,112.0,664.0,1.0,3.0,3.0,1.0,1.0,1.0,22.0,66.0
664,1.0,112.0,665.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,1.0,4.0,5.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,,3.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,,1.0,3.0,3.0,0.0,2.0,2.0,112.0,665.0,1.0,2.0,3.0,2.0,1.0,3.0,22.0,57.0
665,1.0,112.0,666.0,1.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,,2.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,5.0,4.0,4.0,,2.0,2.0,2.0,0.0,3.0,2.0,112.0,666.0,3.0,3.0,3.0,3.0,2.0,3.0,21.0,7.0
666,1.0,112.0,667.0,1.0,1.0,1.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,5.0,1.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,,1.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,,1.0,2.0,0.0,3.0,3.0,2.0,112.0,667.0,4.0,3.0,4.0,4.0,3.0,3.0,62.0,12.0
667,1.0,112.0,668.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,6.0,4.0,4.0,,3.0,3.0,4.0,2.0,1.0,2.0,112.0,668.0,1.0,2.0,2.0,1.0,1.0,3.0,42.0,20.0
668,1.0,112.0,669.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,0.0,1.0,,2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,,0.0,5.0,2.0,0.0,1.0,2.0,112.0,669.0,2.0,3.0,4.0,2.0,1.0,3.0,32.0,68.0
669,1.0,112.0,670.0,3.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,0.0,7.0,5.0,5.0,5.0,0.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,,3.0,3.0,2.0,0.0,1.0,2.0,112.0,670.0,2.0,3.0,1.0,3.0,3.0,3.0,23.0,54.0
670,1.0,112.0,671.0,3.0,2.0,1.0,3.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,2.0,2.0,2.0,0.0,2.0,2.0,112.0,671.0,2.0,3.0,3.0,2.0,2.0,1.0,63.0,61.0
671,1.0,112.0,672.0,2.0,4.0,1.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,7.0,5.0,5.0,5.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,3.0,,2.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,3.0,6.0,4.0,4.0,,2.0,2.0,2.0,0.0,2.0,2.0,112.0,672.0,3.0,3.0,2.0,2.0,2.0,3.0,54.0,32.0
672,1.0,112.0,673.0,1.0,3.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,1.0,0.0,6.0,0.0,0.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0,0.0,2.0,2.0,3.0,,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,112.0,673.0,2.0,1.0,1.0,3.0,1.0,0.0,31.0,50.0
673,1.0,112.0,674.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,0.0,6.0,0.0,3.0,0.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,5.0,5.0,7.0,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,,2.0,2.0,3.0,2.0,2.0,2.0,112.0,674.0,1.0,2.0,3.0,3.0,2.0,3.0,82.0,35.0
674,1.0,112.0,675.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,6.0,4.0,4.0,,1.0,1.0,4.0,2.0,1.0,2.0,112.0,675.0,2.0,2.0,3.0,2.0,3.0,3.0,34.0,64.0
675,1.0,112.0,676.0,1.0,1.0,1.0,2.0,5.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,0.0,7.0,5.0,5.0,5.0,0.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,2.0,2.0,3.0,0.0,3.0,,2.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,,2.0,2.0,0.0,2.0,1.0,2.0,112.0,676.0,1.0,2.0,2.0,3.0,3.0,3.0,52.0,74.0
676,1.0,112.0,677.0,1.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,6.0,4.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,,3.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,,4.0,4.0,3.0,2.0,1.0,2.0,112.0,677.0,1.0,3.0,3.0,3.0,3.0,3.0,53.0,34.0
677,1.0,112.0,678.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,5.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,,2.0,4.0,2.0,2.0,3.0,2.0,112.0,678.0,1.0,3.0,3.0,3.0,3.0,3.0,84.0,25.0
678,1.0,112.0,679.0,1.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,4.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,,2.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,,2.0,2.0,4.0,2.0,3.0,2.0,112.0,679.0,2.0,3.0,2.0,3.0,3.0,3.0,82.0,14.0
679,1.0,112.0,680.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,6.0,3.0,2.0,,2.0,2.0,4.0,3.0,3.0,2.0,112.0,680.0,3.0,2.0,3.0,3.0,3.0,3.0,72.0,27.0
680,1.0,112.0,681.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,1.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,6.0,3.0,2.0,,2.0,2.0,4.0,3.0,3.0,2.0,112.0,681.0,3.0,2.0,3.0,3.0,3.0,3.0,72.0,35.0
681,1.0,112.0,682.0,1.0,2.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,3.0,5.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,,1.0,1.0,1.0,0.0,3.0,2.0,112.0,682.0,4.0,2.0,3.0,2.0,3.0,3.0,64.0,2.0
682,1.0,112.0,683.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,,3.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,,1.0,1.0,4.0,2.0,2.0,2.0,112.0,683.0,2.0,3.0,3.0,3.0,3.0,3.0,24.0,12.0
683,1.0,112.0,684.0,1.0,2.0,1.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,112.0,684.0,3.0,3.0,3.0,2.0,3.0,3.0,42.0,14.0
684,1.0,112.0,685.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,,2.0,2.0,4.0,2.0,3.0,2.0,112.0,685.0,1.0,2.0,3.0,3.0,3.0,3.0,81.0,23.0
685,1.0,112.0,686.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,2.0,3.0,,3.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,,4.0,3.0,4.0,1.0,3.0,2.0,112.0,686.0,3.0,2.0,3.0,3.0,3.0,3.0,13.0,1.0
686,1.0,112.0,687.0,1.0,2.0,1.0,2.0,5.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,4.0,2.0,,4.0,1.0,2.0,0.0,3.0,2.0,112.0,687.0,3.0,3.0,3.0,3.0,3.0,3.0,92.0,55.0
687,1.0,112.0,688.0,1.0,4.0,1.0,2.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,,3.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,,3.0,2.0,1.0,2.0,3.0,2.0,112.0,688.0,4.0,2.0,1.0,1.0,2.0,1.0,84.0,38.0
