,CARD,DECK,BALLOT,S142.Q1,S142.Q2A,S142.Q2B,S142.Q3,S142.Q4,S142.Q5A,S142.Q5B.1,S142.Q5B.2,S142.Q5C,S142.Q6,S142.Q7,S142.Q8A,S142.Q8B,S142.Q9,S142.Q10A,S142.Q11A,S142.Q11B,S142.Q11C,S142.Q11D,S142.Q11E,S142.Q12,S142.Q13A,S142.Q13B,S142.Q14A,S142.Q14B,S142.Q15A.1,S142.Q15A.2,S142.Q15B,S142.Q16A.1,S142.Q16A.2,S142.Q16B.1,S142.Q16B.2,S142.Q17,S142.Q18,S142.Q19,S142.Q20,S142.Q21,S142.Q22,S142.Q23A,S142.Q23B,S142.Q23C,S142.Q23D,S142.Q23E,S142.Q23F,S142.Q23G,S142.Q23H,S142.Q24A,S142.Q24B,S142.Q24C,S142.Q24D,S142.Q24E,S142.Q24F,S142.Q24G,CARD..1,DECK..1,BALLOT..1,S142.Q25A,S142.Q25B,S142.Q26A,S142.Q26B,S142.Q27A,S142.Q27B,S142.Q28,S142.Q29A.1,S142.Q29A.2,S142.Q29B,S142.Q30,S142.Q31,S142.Q32,S142.Q33,S142.Q34,S142.Q35A,S142.Q35B,S142.Q35C,S142.Q36,S142.Q37,S142.Q38A,S142.Q38B,S142.Q39A,S142.Q39B,S142.Q39C,S142.Q40A,S142.Q40B,S142.Q41.n,S142.V42,S142.V43
1060,2.0,142.0,538.0,0.0,91.0,23.0,24.0,5.0,162.0,44.0,63.0,11.0,3.0,1.0,3.0,4.0,3.0,1.0,23.0,4.0,30.0,18.0,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,1.0,142.0,539.0,3.0,7.0,6.0,3.0,1.0,200.0,60.0,4.0,95.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,6.0,4.0,3.0,2.0,2.0,5.0,1.0,1.0,4.0,16.0,1.0,4.0,15.0,3.0,12.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,2.0,142.0,539.0,0.0,21.0,13.0,24.0,1.0,661.0,13.0,52.0,22.0,2.0,2.0,3.0,4.0,2.0,1.0,23.0,2.0,35.0,18.0,3.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,1.0,142.0,540.0,3.0,7.0,2.0,7.0,1.0,209.0,52.0,1.0,60.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,9.0,1.0,1.0,4.0,20.0,1.0,3.0,12.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,2.0,142.0,540.0,0.0,31.0,13.0,12.0,2.0,163.0,22.0,63.0,21.0,3.0,3.0,2.0,2.0,3.0,1.0,11.0,3.0,20.0,15.0,11.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,1.0,142.0,541.0,3.0,8.0,8.0,7.0,1.0,200.0,40.0,4.0,90.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,5.0,6.0,4.0,1.0,3.0,4.0,2.0,1.0,6.0,35.0,2.0,7.0,35.0,3.0,15.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,2.0,142.0,541.0,0.0,13.0,13.0,12.0,1.0,703.0,21.0,51.0,21.0,2.0,3.0,1.0,4.0,5.0,4.0,23.0,1.0,40.0,15.0,7.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,1.0,142.0,542.0,3.0,8.0,8.0,7.0,1.0,205.0,44.0,5.0,99.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,6.0,6.0,6.0,1.0,3.0,4.0,2.0,2.0,5.0,20.0,5.0,4.0,20.0,2.0,16.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,2.0,142.0,542.0,0.0,21.0,12.0,23.0,1.0,262.0,33.0,73.0,12.0,1.0,1.0,2.0,3.0,5.0,4.0,22.0,1.0,35.0,20.0,7.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,1.0,142.0,543.0,3.0,8.0,8.0,6.0,1.0,203.0,50.0,6.0,90.0,1.0,3.0,2.0,2.0,2.0,1.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,4.0,1.0,1.0,5.0,20.0,3.0,4.0,20.0,1.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,2.0,142.0,543.0,0.0,11.0,13.0,23.0,1.0,661.0,12.0,43.0,31.0,3.0,1.0,1.0,3.0,5.0,1.0,23.0,1.0,40.0,26.0,7.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,1.0,142.0,544.0,3.0,8.0,8.0,7.0,1.0,200.0,40.0,3.0,65.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,30.0,2.0,7.0,28.0,4.0,18.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,2.0,142.0,544.0,0.0,21.0,13.0,24.0,2.0,662.0,22.0,63.0,21.0,3.0,1.0,1.0,2.0,5.0,4.0,20.0,3.0,35.0,25.0,7.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,1.0,142.0,545.0,3.0,7.0,7.0,7.0,1.0,205.0,50.0,10.0,60.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,6.0,5.0,4.0,3.0,7.0,2.0,3.0,3.0,1.0,4.0,24.0,3.0,5.0,20.0,2.0,9.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,2.0,142.0,545.0,1.0,1.0,12.0,13.0,1.0,663.0,13.0,73.0,31.0,3.0,1.0,3.0,4.0,3.0,3.0,21.0,6.0,25.0,16.0,7.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,1.0,142.0,546.0,3.0,2.0,1.0,7.0,0.0,200.0,97.0,5.0,55.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,9.0,2.0,2.0,6.0,24.0,3.0,0.0,89.0,10.0,89.0,3.0,5.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2.0,142.0,546.0,0.0,61.0,13.0,20.0,1.0,161.0,11.0,63.0,11.0,3.0,3.0,3.0,4.0,2.0,1.0,22.0,3.0,30.0,25.0,8.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,1.0,142.0,547.0,3.0,2.0,1.0,4.0,1.0,205.0,70.0,11.0,26.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,6.0,4.0,4.0,2.0,2.0,10.0,2.0,1.0,5.0,20.0,5.0,5.0,20.0,3.0,12.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,2.0,142.0,547.0,0.0,40.0,22.0,13.0,1.0,661.0,12.0,63.0,11.0,3.0,3.0,2.0,4.0,2.0,1.0,20.0,3.0,25.0,12.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,1.0,142.0,548.0,4.0,7.0,10.0,3.0,1.0,200.0,78.0,1.0,75.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,12.0,4.0,3.0,11.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,2.0,142.0,548.0,0.0,32.0,11.0,13.0,2.0,161.0,12.0,63.0,11.0,3.0,1.0,5.0,3.0,3.0,1.0,23.0,2.0,30.0,20.0,8.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,1.0,142.0,549.0,3.0,6.0,5.0,6.0,1.0,200.0,46.0,2.0,49.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,5.0,16.0,10.0,3.0,12.0,1.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,2.0,142.0,549.0,0.0,11.0,33.0,13.0,1.0,662.0,23.0,73.0,11.0,3.0,1.0,4.0,3.0,4.0,1.0,23.0,2.0,30.0,12.0,8.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,1.0,142.0,550.0,3.0,2.0,2.0,8.0,1.0,201.0,69.0,4.0,89.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,8.0,2.0,2.0,4.0,2.0,1.0,5.0,19.0,4.0,0.0,89.0,10.0,89.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,2.0,142.0,550.0,0.0,31.0,11.0,12.0,1.0,662.0,24.0,43.0,11.0,1.0,1.0,1.0,4.0,1.0,1.0,23.0,3.0,30.0,15.0,3.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,1.0,142.0,551.0,3.0,6.0,1.0,8.0,1.0,200.0,55.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,3.0,6.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,20.0,2.0,5.0,25.0,2.0,10.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,2.0,142.0,551.0,0.0,25.0,12.0,13.0,1.0,163.0,43.0,63.0,21.0,3.0,1.0,1.0,3.0,1.0,4.0,23.0,3.0,40.0,25.0,6.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,1.0,142.0,552.0,3.0,7.0,4.0,4.0,1.0,200.0,60.0,5.0,85.0,2.0,2.0,3.0,2.0,1.0,3.0,6.0,3.0,5.0,6.0,3.0,3.0,3.0,4.0,2.0,2.0,7.0,30.0,3.0,5.0,20.0,2.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,2.0,142.0,552.0,0.0,13.0,13.0,13.0,2.0,161.0,12.0,51.0,21.0,3.0,3.0,5.0,4.0,3.0,1.0,23.0,11.0,40.0,24.0,6.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,1.0,142.0,553.0,3.0,6.0,4.0,8.0,1.0,200.0,52.0,2.0,80.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,4.0,2.0,1.0,5.0,20.0,4.0,5.0,20.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,2.0,142.0,553.0,0.0,23.0,11.0,22.0,2.0,161.0,12.0,53.0,21.0,3.0,1.0,5.0,4.0,5.0,1.0,20.0,1.0,35.0,15.0,6.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,1.0,142.0,554.0,3.0,6.0,1.0,8.0,1.0,207.0,65.0,5.0,60.0,1.0,1.0,2.0,2.0,1.0,2.0,6.0,3.0,6.0,6.0,3.0,3.0,3.0,1.0,1.0,2.0,9.0,18.0,2.0,8.0,35.0,2.0,8.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,2.0,142.0,554.0,0.0,38.0,11.0,23.0,1.0,261.0,11.0,61.0,21.0,1.0,3.0,3.0,3.0,1.0,1.0,23.0,6.0,35.0,20.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,1.0,142.0,555.0,3.0,6.0,4.0,9.0,1.0,203.0,57.0,2.0,70.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,5.0,15.0,3.0,7.0,24.0,3.0,11.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,2.0,142.0,555.0,0.0,21.0,23.0,13.0,1.0,161.0,23.0,42.0,11.0,3.0,3.0,2.0,3.0,1.0,1.0,23.0,7.0,33.0,25.0,6.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,1.0,142.0,556.0,2.0,4.0,8.0,7.0,1.0,203.0,68.0,8.0,50.0,5.0,3.0,2.0,3.0,1.0,2.0,6.0,3.0,6.0,6.0,3.0,0.0,2.0,10.0,1.0,1.0,4.0,20.0,1.0,2.0,9.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,2.0,142.0,556.0,0.0,98.0,13.0,23.0,1.0,662.0,11.0,53.0,11.0,3.0,1.0,2.0,4.0,3.0,1.0,22.0,1.0,35.0,20.0,9.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,1.0,142.0,557.0,2.0,4.0,9.0,9.0,1.0,200.0,70.0,4.0,80.0,1.0,3.0,2.0,2.0,2.0,2.0,6.0,3.0,6.0,6.0,3.0,3.0,2.0,10.0,1.0,1.0,5.0,20.0,2.0,4.0,18.0,2.0,11.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,2.0,142.0,557.0,0.0,51.0,13.0,12.0,1.0,661.0,12.0,53.0,21.0,3.0,2.0,0.0,4.0,0.0,1.0,22.0,6.0,30.0,15.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,1.0,142.0,558.0,3.0,5.0,4.0,4.0,1.0,200.0,65.0,7.0,50.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,6.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,25.0,2.0,5.0,20.0,2.0,9.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,2.0,142.0,558.0,0.0,31.0,12.0,22.0,1.0,162.0,32.0,51.0,21.0,3.0,3.0,3.0,2.0,3.0,2.0,21.0,2.0,35.0,19.0,9.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,1.0,142.0,559.0,4.0,7.0,6.0,6.0,1.0,200.0,50.0,3.0,80.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,25.0,2.0,0.0,89.0,10.0,89.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,2.0,142.0,559.0,0.0,21.0,13.0,22.0,1.0,161.0,23.0,53.0,21.0,3.0,1.0,1.0,2.0,4.0,2.0,21.0,6.0,30.0,15.0,10.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,1.0,142.0,560.0,4.0,6.0,6.0,4.0,1.0,200.0,60.0,2.0,70.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,6.0,6.0,6.0,3.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0,3.0,5.0,22.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2.0,142.0,560.0,0.0,31.0,0.0,12.0,1.0,161.0,13.0,63.0,11.0,3.0,1.0,1.0,2.0,5.0,1.0,23.0,4.0,35.0,25.0,10.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,1.0,142.0,561.0,3.0,5.0,1.0,7.0,1.0,200.0,50.0,7.0,65.0,2.0,3.0,3.0,3.0,1.0,2.0,10.0,10.0,6.0,4.0,3.0,3.0,2.0,9.0,1.0,1.0,4.0,20.0,3.0,4.0,20.0,2.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2.0,142.0,561.0,0.0,45.0,13.0,23.0,1.0,161.0,12.0,43.0,21.0,3.0,1.0,1.0,2.0,4.0,4.0,23.0,2.0,30.0,20.0,10.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,1.0,142.0,562.0,3.0,5.0,1.0,6.0,1.0,200.0,65.0,3.0,15.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,2.0,10.0,2.0,2.0,5.0,20.0,2.0,2.0,8.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,2.0,142.0,562.0,0.0,21.0,12.0,13.0,1.0,162.0,12.0,63.0,21.0,3.0,1.0,1.0,4.0,3.0,2.0,23.0,1.0,30.0,15.0,10.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,1.0,142.0,563.0,1.0,1.0,1.0,8.0,1.0,201.0,80.0,8.0,30.0,1.0,3.0,2.0,2.0,1.0,3.0,6.0,1.0,6.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,20.0,3.0,3.0,11.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,2.0,142.0,563.0,0.0,11.0,13.0,12.0,1.0,661.0,12.0,41.0,21.0,1.0,1.0,4.0,2.0,5.0,1.0,22.0,3.0,20.0,15.0,10.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,1.0,142.0,564.0,1.0,7.0,1.0,7.0,1.0,200.0,52.0,2.0,65.0,1.0,1.0,2.0,2.0,1.0,2.0,9.0,7.0,7.0,9.0,7.0,1.0,1.0,10.0,2.0,1.0,3.0,15.0,2.0,5.0,20.0,7.0,9.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,2.0,142.0,564.0,0.0,38.0,23.0,23.0,1.0,162.0,32.0,53.0,11.0,3.0,2.0,2.0,4.0,5.0,1.0,23.0,3.0,37.0,16.0,11.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,1.0,142.0,565.0,3.0,7.0,1.0,7.0,1.0,215.0,55.0,1.0,30.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,4.0,7.0,1.0,1.0,8.0,1.0,1.0,6.0,25.0,2.0,1.0,5.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,2.0,142.0,565.0,0.0,58.0,23.0,22.0,1.0,662.0,21.0,63.0,21.0,2.0,1.0,1.0,2.0,1.0,1.0,23.0,3.0,25.0,12.0,11.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,1.0,142.0,566.0,1.0,6.0,1.0,9.0,1.0,216.0,60.0,4.0,70.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,10.0,2.0,1.0,3.0,12.0,3.0,4.0,17.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,2.0,142.0,566.0,0.0,68.0,11.0,12.0,1.0,662.0,22.0,63.0,21.0,1.0,1.0,2.0,4.0,5.0,1.0,23.0,7.0,40.0,18.0,11.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,1.0,142.0,567.0,2.0,7.0,2.0,7.0,1.0,216.0,57.0,1.0,55.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,5.0,3.0,1.0,1.0,10.0,1.0,1.0,5.0,18.0,0.0,2.0,6.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,2.0,142.0,567.0,0.0,40.0,13.0,23.0,1.0,611.0,12.0,63.0,11.0,3.0,3.0,3.0,4.0,4.0,1.0,23.0,1.0,20.0,16.0,11.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,1.0,142.0,568.0,3.0,4.0,4.0,5.0,1.0,215.0,66.0,2.0,40.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,6.0,20.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,2.0,142.0,568.0,0.0,21.0,11.0,23.0,1.0,161.0,13.0,63.0,21.0,3.0,1.0,3.0,3.0,2.0,1.0,23.0,1.0,30.0,15.0,8.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,1.0,142.0,569.0,3.0,5.0,4.0,9.0,1.0,210.0,65.0,2.0,80.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,4.0,8.0,2.0,2.0,5.0,2.0,1.0,7.0,25.0,3.0,5.0,23.0,3.0,12.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
