,CARD,DECK,BALLOT,FORM,S63G.Q1,S63G.Q2,S63G.Q3,S63G.Q4,S63G.Q5,S63G.Q6.x,S63G.Q8,S63G.Q9,S63G.Q10,S63G.Q11,S63G.Q12,S63G.Q13,S63G.Q14,S63G.Q15,S63G.Q16,S63G.Q17,S63G.Q18,S63G.Q19,S63G.Q20,S63G.Q21,S63G.Q22,S63G.Q23,S63G.Q24,S63G.Q25,S63G.Q26,S63G.Q27,S63G.Q28,S63G.Q29,S63G.Q30,S63G.Q31,S63G.Q32,S63G.Q33,S63G.Q34,S63G.Q35,S63G.Q36,S63G.Q37,S63G.Q38,S63G.Q39,S63G.Q40,S63G.Q41,S63G.Q42,S63G.Q43,S63G.Q44,S63G.Q45,S63G.Q46,S63G.Q47,S63G.Q48,S63G.Q49,S63G.Q50,S63G.Q51A,S63G.Q51B.n,S63G.Q52,S63G.Q53,S63G.Q54,S63G.Q55,S63G.Q56A,S63G.Q56B.n,S63G.Q57A,S63G.Q57B.n,S63G.Q58,S63G.Q59,S63G.Q60,S63G.Q61,S63G.Q62,S63G.Q63,S63G.Q64,CARD..1,DECK..1,BALLOT..1,FORM..1,S63G.Q65,S63G.Q66,S63G.Q67,S63G.Q68,S63G.Q69,S63G.Q70,S63G.Q71,S63G.Q72A,S63G.Q72B.n,S63G.Q73A,S63G.Q73B.n,S63G.Q74,S63G.Q75,S63G.Q76,S63G.Q77,S63G.Q78,S63G.Q79,S63G.Q80,S63G.Q81,S63G.Q82,S63G.Q83,S63G.Q84,S63G.Q84A.n,S63G.Q85,S63G.Q86,S63G.Q87,S63G.Q88,S63G.Q89,S63G.Q90,S63G.Q91,S63G.Q92,S63G.Q93,S63G.Q94,S63G.Q95,S63G.Q96,S63G.Q97,S63G.Q98.n,S63G.V99,S63G.V100,S63G.V101,S63G.V102,S63G.V103,S63G.V104,S63G.V105,S63G.V106,S63G.V107,S63G.V108,S63G.V109,S63G.V110,S63G.V111,S63G.V112,S63G.V113,S63G.V114,S63G.V115,S63G.V116,S63G.V117
360,1.0,63.0,361.0,7.0,1.0,1.0,4.0,2.0,5.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,9.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,6.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,,4.0,4.0,4.0,4.0,3.0,,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,63.0,361.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,0.0,,1.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,3.0,46.0,111.0
361,1.0,63.0,362.0,7.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,2.0,1.0,3.0,3.0,1.0,15.0,5.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,11.0,0.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,4.0,2.0,3.0,4.0,4.0,,4.0,,3.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,63.0,362.0,7.0,2.0,2.0,2.0,2.0,0.0,3.0,1.0,2.0,,3.0,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,5.0,5.0,,1.0,2.0,3.0,6.0,8.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,4.0,6.0,1.0,46.0,2853.0
362,1.0,63.0,363.0,7.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,15.0,11.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,4.0,11.0,4.0,4.0,3.0,,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63.0,363.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,3.0,6.0,5.0,11.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,6.0,4.0,46.0,921.0
363,1.0,63.0,364.0,7.0,1.0,4.0,5.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,15.0,9.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,1.0,4.0,1.0,3.0,4.0,3.0,,1.0,11.0,2.0,6.0,3.0,,3.0,,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,63.0,364.0,7.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,2.0,,3.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,3.0,4.0,,0.0,0.0,2.0,7.0,9.0,0.0,2.0,2.0,1.0,0.0,7.0,3.0,0.0,0.0,3.0,6.0,3.0,46.0,971.0
364,1.0,63.0,365.0,7.0,1.0,9.0,5.0,9.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,15.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,7.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,3.0,,3.0,,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,63.0,365.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,4.0,1.0,,2.0,,1.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,,1.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,,1.0,2.0,3.0,4.0,5.0,0.0,2.0,0.0,1.0,2.0,4.0,2.0,0.0,1.0,2.0,3.0,3.0,46.0,71.0
365,1.0,63.0,366.0,7.0,1.0,4.0,5.0,2.0,5.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,15.0,9.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,11.0,2.0,4.0,3.0,,3.0,,3.0,3.0,1.0,1.0,3.0,0.0,2.0,2.0,63.0,366.0,7.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,,2.0,,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,,1.0,2.0,3.0,4.0,4.0,0.0,2.0,0.0,3.0,1.0,5.0,3.0,0.0,1.0,3.0,3.0,4.0,46.0,151.0
366,1.0,63.0,367.0,7.0,1.0,6.0,1.0,0.0,2.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,15.0,6.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,,4.0,12.0,4.0,5.0,3.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,63.0,367.0,7.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,,2.0,2.0,5.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,3.0,,1.0,2.0,3.0,4.0,6.0,2.0,2.0,2.0,4.0,1.0,6.0,2.0,5.0,0.0,3.0,7.0,1.0,46.0,311.0
367,1.0,63.0,368.0,7.0,1.0,8.0,5.0,2.0,3.0,1.0,5.0,3.0,3.0,6.0,2.0,2.0,15.0,10.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,,4.0,2.0,1.0,2.0,0.0,,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,63.0,368.0,7.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,,2.0,,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,,2.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,,1.0,0.0,3.0,4.0,3.0,2.0,2.0,0.0,3.0,1.0,7.0,4.0,0.0,2.0,3.0,0.0,2.0,46.0,1572.0
368,1.0,63.0,369.0,7.0,1.0,7.0,5.0,5.0,2.0,3.0,4.0,3.0,2.0,6.0,3.0,1.0,15.0,16.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,7.0,3.0,7.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,4.0,1.0,4.0,4.0,3.0,,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,63.0,369.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,,2.0,3.0,4.0,2.0,3.0,0.0,2.0,4.0,4.0,3.0,6.0,3.0,5.0,0.0,2.0,6.0,1.0,46.0,1222.0
369,1.0,63.0,370.0,7.0,1.0,4.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,15.0,9.0,2.0,4.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,3.0,2.0,0.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,7.0,1.0,2.0,10.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,4.0,,4.0,11.0,3.0,5.0,0.0,,4.0,,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,63.0,370.0,7.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,5.0,,1.0,1.0,3.0,4.0,11.0,2.0,3.0,1.0,1.0,0.0,4.0,3.0,5.0,0.0,3.0,6.0,1.0,46.0,2683.0
370,1.0,63.0,371.0,7.0,1.0,0.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,15.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,7.0,1.0,1.0,11.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,1.0,2.0,1.0,4.0,3.0,,3.0,,4.0,2.0,3.0,3.0,0.0,0.0,2.0,2.0,63.0,371.0,7.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,2.0,,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,,5.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,,0.0,1.0,6.0,8.0,12.0,2.0,3.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,46.0,2603.0
371,1.0,63.0,372.0,7.0,1.0,9.0,5.0,2.0,3.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,15.0,8.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,4.0,4.0,3.0,,3.0,,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,63.0,372.0,7.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,1.0,,1.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,,0.0,4.0,5.0,2.0,9.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,46.0,251.0
372,1.0,63.0,373.0,7.0,1.0,2.0,5.0,9.0,5.0,1.0,5.0,3.0,2.0,4.0,2.0,1.0,15.0,9.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,4.0,5.0,3.0,,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,63.0,373.0,7.0,2.0,3.0,5.0,3.0,2.0,3.0,1.0,3.0,,3.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0,,4.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,,0.0,2.0,4.0,8.0,12.0,0.0,3.0,0.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,3.0,46.0,3283.0
373,1.0,63.0,374.0,7.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,16.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,1.0,8.0,2.0,8.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,4.0,3.0,3.0,2.0,2.0,,2.0,,4.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,63.0,374.0,7.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,,3.0,4.0,0.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,6.0,1.0,9.0,2.0,4.0,0.0,4.0,4.0,6.0,1.0,3.0,2.0,2.0,6.0,5.0,46.0,591.0
374,1.0,63.0,375.0,7.0,1.0,3.0,4.0,5.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,,4.0,2.0,3.0,1.0,2.0,,2.0,,4.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,63.0,375.0,7.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,,2.0,4.0,6.0,9.0,12.0,3.0,4.0,2.0,5.0,4.0,7.0,5.0,5.0,5.0,3.0,5.0,3.0,46.0,2843.0
375,1.0,63.0,376.0,7.0,1.0,2.0,5.0,0.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,15.0,16.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,4.0,4.0,3.0,1.0,3.0,,3.0,,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,63.0,376.0,7.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,,2.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,,0.0,4.0,4.0,7.0,12.0,1.0,4.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,7.0,1.0,46.0,2072.0
376,1.0,63.0,377.0,7.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,2.0,5.0,2.0,5.0,15.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,11.0,4.0,3.0,3.0,,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,63.0,377.0,7.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,,0.0,3.0,6.0,4.0,9.0,0.0,1.0,0.0,6.0,1.0,6.0,3.0,5.0,0.0,2.0,6.0,3.0,46.0,1292.0
377,1.0,63.0,378.0,7.0,1.0,9.0,6.0,7.0,5.0,1.0,5.0,3.0,1.0,6.0,2.0,2.0,15.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,,1.0,1.0,3.0,5.0,3.0,,0.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,63.0,378.0,7.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,,3.0,,1.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,7.0,2.0,0.0,1.0,2.0,3.0,2.0,46.0,2032.0
378,1.0,63.0,379.0,7.0,1.0,8.0,6.0,2.0,5.0,5.0,1.0,2.0,2.0,6.0,2.0,1.0,15.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,11.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,11.0,4.0,4.0,4.0,,4.0,,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,63.0,379.0,7.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,2.0,,2.0,,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,,2.0,3.0,5.0,4.0,6.0,2.0,2.0,1.0,5.0,2.0,7.0,4.0,2.0,0.0,4.0,7.0,4.0,46.0,361.0
379,1.0,63.0,380.0,7.0,1.0,7.0,6.0,1.0,5.0,4.0,1.0,2.0,2.0,5.0,2.0,1.0,15.0,9.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,2.0,1.0,1.0,4.0,1.0,,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,63.0,380.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,,1.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,,3.0,4.0,6.0,9.0,12.0,5.0,5.0,1.0,5.0,5.0,7.0,4.0,4.0,6.0,5.0,3.0,6.0,46.0,2863.0
380,1.0,63.0,381.0,7.0,1.0,6.0,6.0,3.0,2.0,4.0,1.0,2.0,1.0,5.0,2.0,1.0,15.0,9.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,,2.0,3.0,1.0,5.0,3.0,,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,63.0,381.0,7.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,,2.0,,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,2.0,,2.0,4.0,5.0,3.0,5.0,2.0,2.0,1.0,5.0,5.0,6.0,4.0,4.0,4.0,3.0,3.0,3.0,46.0,3153.0
381,1.0,63.0,382.0,7.0,1.0,1.0,6.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,4.0,1.0,3.0,3.0,3.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,63.0,382.0,7.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,,2.0,2.0,6.0,6.0,11.0,1.0,3.0,1.0,6.0,3.0,5.0,2.0,5.0,1.0,5.0,5.0,4.0,46.0,1001.0
382,1.0,63.0,383.0,7.0,1.0,2.0,6.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,12.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,4.0,11.0,4.0,3.0,3.0,,3.0,,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,63.0,383.0,7.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,,1.0,,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,,1.0,3.0,5.0,4.0,8.0,0.0,2.0,3.0,5.0,2.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,46.0,221.0
383,1.0,63.0,384.0,7.0,1.0,1.0,6.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,9.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,4.0,11.0,3.0,4.0,3.0,,2.0,,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,63.0,384.0,7.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,3.0,6.0,7.0,12.0,2.0,4.0,2.0,5.0,4.0,7.0,4.0,3.0,3.0,5.0,6.0,5.0,46.0,861.0
384,1.0,63.0,385.0,7.0,1.0,6.0,6.0,2.0,3.0,1.0,5.0,3.0,1.0,2.0,2.0,1.0,15.0,16.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,3.0,2.0,4.0,,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,63.0,385.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,,2.0,4.0,6.0,6.0,10.0,2.0,4.0,1.0,7.0,5.0,7.0,4.0,5.0,3.0,5.0,3.0,5.0,46.0,291.0
