,CARD,DECK,BALLOT,S204.Q1,S204.Q2,S204.Q3,S204.Q4,S204.Q5,S204.Q6,S204.Q7,S204.Q8,S204.Q9,S204.Q10,S204.Q11,S204.Q12.n,S204.Q13,S204.Q14,S204.Q15,S204.Q16,S204.Q17,S204.Q18,S204.Q19,S204.Q20,S204.Q21,S204.Q22,S204.Q23,S204.Q24,S204.Q25,S204.Q26
106,1.0,204.0,107.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0
107,1.0,204.0,108.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0
108,1.0,204.0,109.0,5.0,2.0,4.0,0.0,0.0,3.0,5.0,5.0,0.0,2.0,5.0,,2.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0
109,1.0,204.0,110.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,0.0,,2.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0
110,1.0,204.0,111.0,6.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0
111,1.0,204.0,112.0,7.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0
112,1.0,204.0,113.0,6.0,2.0,2.0,2.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0
113,1.0,204.0,114.0,6.0,2.0,3.0,3.0,8.0,2.0,5.0,5.0,1.0,1.0,0.0,,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0
114,1.0,204.0,115.0,5.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0
115,1.0,204.0,116.0,3.0,2.0,1.0,1.0,6.0,2.0,4.0,5.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
116,1.0,204.0,117.0,5.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0
117,1.0,204.0,118.0,6.0,2.0,2.0,3.0,7.0,2.0,5.0,5.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
118,1.0,204.0,119.0,6.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0
119,1.0,204.0,120.0,4.0,2.0,2.0,2.0,6.0,2.0,4.0,5.0,1.0,2.0,2.0,,1.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0
120,1.0,204.0,121.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,,1.0,2.0,1.0,2.0,4.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0
121,1.0,204.0,122.0,7.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
122,1.0,204.0,123.0,7.0,2.0,3.0,1.0,6.0,2.0,5.0,1.0,4.0,2.0,4.0,,1.0,1.0,2.0,1.0,4.0,3.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0
123,1.0,204.0,124.0,3.0,2.0,2.0,1.0,2.0,2.0,5.0,4.0,4.0,1.0,0.0,,2.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
124,1.0,204.0,125.0,5.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,,2.0,0.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0
125,1.0,204.0,126.0,4.0,2.0,3.0,5.0,6.0,2.0,4.0,5.0,4.0,2.0,2.0,,2.0,1.0,2.0,2.0,1.0,1.0,3.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0
126,1.0,204.0,127.0,4.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,3.0,2.0,0.0,,2.0,0.0,2.0,2.0,4.0,0.0,3.0,1.0,3.0,0.0,3.0,0.0,0.0,2.0
127,1.0,204.0,128.0,6.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,1.0,2.0,3.0,,2.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0
128,1.0,204.0,129.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
129,1.0,204.0,130.0,6.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0
130,1.0,204.0,131.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,5.0,4.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0
131,1.0,204.0,132.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0
132,1.0,204.0,133.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,1.0,0.0,,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0
133,1.0,204.0,134.0,5.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0
134,1.0,204.0,135.0,5.0,2.0,3.0,7.0,9.0,2.0,3.0,0.0,0.0,1.0,2.0,,1.0,1.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0
135,1.0,204.0,136.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,5.0,,2.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
136,1.0,204.0,137.0,5.0,2.0,2.0,0.0,0.0,2.0,4.0,5.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0
137,1.0,204.0,138.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,0.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
138,1.0,204.0,139.0,5.0,2.0,3.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0
139,1.0,204.0,140.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
140,1.0,204.0,141.0,7.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
141,1.0,204.0,142.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,3.0,,1.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0
142,1.0,204.0,143.0,4.0,2.0,3.0,0.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0
143,1.0,204.0,144.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0
144,1.0,204.0,145.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,1.0,204.0,146.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0
146,1.0,204.0,147.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0
147,1.0,204.0,148.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
148,1.0,204.0,149.0,4.0,2.0,2.0,1.0,4.0,2.0,5.0,5.0,2.0,2.0,5.0,,2.0,2.0,2.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0
149,1.0,204.0,150.0,5.0,2.0,3.0,2.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0
150,1.0,204.0,151.0,5.0,2.0,2.0,2.0,10.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0
151,1.0,204.0,152.0,6.0,2.0,2.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,,2.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0
152,1.0,204.0,153.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0
153,1.0,204.0,154.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
154,1.0,204.0,155.0,8.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,0.0,,1.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
155,1.0,204.0,156.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,4.0,,1.0,2.0,1.0,2.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
156,1.0,204.0,157.0,0.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,2.0,0.0,0.0,,2.0,2.0,3.0,3.0,3.0,1.0,6.0,11.0,2.0,0.0,3.0,1.0,0.0,2.0
157,1.0,204.0,158.0,5.0,2.0,4.0,6.0,8.0,2.0,5.0,1.0,4.0,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,2.0,7.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0
158,1.0,204.0,159.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,2.0,,2.0,2.0,3.0,2.0,4.0,0.0,7.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0
159,1.0,204.0,160.0,7.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,2.0,3.0,,1.0,2.0,2.0,2.0,3.0,3.0,7.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0
160,1.0,204.0,161.0,5.0,2.0,1.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,1.0,4.0,8.0,9.0,1.0,2.0,3.0,3.0,1.0,2.0
161,1.0,204.0,162.0,5.0,2.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,3.0,3.0,8.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0
162,1.0,204.0,163.0,6.0,2.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,,2.0,1.0,2.0,2.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0
163,1.0,204.0,164.0,5.0,3.0,4.0,6.0,8.0,2.0,5.0,5.0,4.0,1.0,3.0,,2.0,2.0,2.0,2.0,4.0,1.0,10.0,10.0,3.0,2.0,3.0,1.0,1.0,2.0
164,1.0,204.0,165.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0
165,1.0,204.0,166.0,7.0,3.0,4.0,0.0,5.0,3.0,6.0,0.0,5.0,2.0,1.0,,3.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0
166,1.0,204.0,167.0,7.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,5.0,,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0
167,1.0,204.0,168.0,7.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,,2.0,1.0,3.0,3.0,4.0,0.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,2.0
168,1.0,204.0,169.0,5.0,3.0,3.0,0.0,4.0,2.0,5.0,5.0,4.0,2.0,2.0,,1.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0
169,1.0,204.0,170.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0
170,1.0,204.0,171.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
171,1.0,204.0,172.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0
172,1.0,204.0,173.0,6.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,,2.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0
173,1.0,204.0,174.0,5.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,,1.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
174,1.0,204.0,175.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0
175,1.0,204.0,176.0,2.0,3.0,3.0,1.0,3.0,2.0,5.0,5.0,1.0,2.0,4.0,,2.0,2.0,2.0,3.0,4.0,1.0,4.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0
176,1.0,204.0,177.0,6.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,2.0,3.0,,2.0,1.0,3.0,3.0,1.0,2.0,4.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0
177,1.0,204.0,178.0,5.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0
178,1.0,204.0,179.0,4.0,3.0,7.0,6.0,7.0,2.0,5.0,4.0,1.0,1.0,3.0,,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0
179,1.0,204.0,180.0,6.0,3.0,3.0,1.0,3.0,2.0,5.0,5.0,4.0,1.0,4.0,,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0
180,1.0,204.0,181.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,,2.0,2.0,2.0,3.0,4.0,2.0,5.0,10.0,3.0,1.0,2.0,3.0,2.0,1.0
181,1.0,204.0,182.0,4.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,3.0,,1.0,2.0,2.0,2.0,3.0,1.0,5.0,0.0,3.0,3.0,3.0,3.0,3.0,1.0
182,1.0,204.0,183.0,6.0,3.0,2.0,2.0,4.0,2.0,5.0,5.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0
183,1.0,204.0,184.0,7.0,3.0,3.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,4.0,,2.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0
184,1.0,204.0,185.0,5.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,0.0,,1.0,1.0,2.0,1.0,4.0,3.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0
185,1.0,204.0,186.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,5.0,1.0,1.0,4.0,,2.0,2.0,2.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
186,1.0,204.0,187.0,6.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,2.0,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0
187,1.0,204.0,188.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,4.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0
188,1.0,204.0,189.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,0.0,2.0,1.0,,1.0,1.0,1.0,1.0,3.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0
189,1.0,204.0,190.0,6.0,3.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,,2.0,2.0,2.0,2.0,3.0,3.0,8.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0
190,1.0,204.0,191.0,7.0,3.0,4.0,2.0,5.0,2.0,5.0,5.0,2.0,2.0,4.0,,2.0,0.0,2.0,2.0,2.0,1.0,8.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0
191,1.0,204.0,192.0,7.0,4.0,5.0,11.0,11.0,2.0,1.0,5.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0
192,1.0,204.0,193.0,6.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0
193,1.0,204.0,194.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,2.0,2.0,0.0,,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
194,1.0,204.0,195.0,5.0,4.0,2.0,5.0,9.0,2.0,6.0,0.0,4.0,2.0,2.0,,1.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0
195,1.0,204.0,196.0,5.0,4.0,4.0,4.0,8.0,2.0,4.0,5.0,2.0,2.0,4.0,,2.0,2.0,2.0,3.0,2.0,2.0,9.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0
196,1.0,204.0,197.0,6.0,4.0,2.0,6.0,8.0,2.0,6.0,5.0,1.0,2.0,4.0,,2.0,1.0,3.0,2.0,2.0,3.0,9.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0
197,1.0,204.0,198.0,5.0,5.0,2.0,6.0,9.0,2.0,5.0,5.0,4.0,2.0,2.0,,2.0,2.0,2.0,2.0,4.0,1.0,10.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0
198,1.0,204.0,199.0,4.0,5.0,3.0,3.0,5.0,2.0,1.0,5.0,5.0,2.0,4.0,,2.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0
199,1.0,204.0,200.0,6.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0
200,1.0,204.0,201.0,5.0,5.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,,2.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0
201,1.0,204.0,202.0,7.0,5.0,3.0,4.0,7.0,2.0,5.0,5.0,1.0,2.0,4.0,,2.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0
202,1.0,204.0,203.0,1.0,6.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,,2.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0
203,1.0,204.0,204.0,6.0,6.0,1.0,2.0,3.0,2.0,5.0,5.0,4.0,2.0,3.0,,1.0,1.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0
204,1.0,204.0,205.0,4.0,6.0,2.0,3.0,4.0,2.0,4.0,5.0,2.0,1.0,5.0,,2.0,2.0,3.0,2.0,2.0,2.0,6.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0
205,1.0,204.0,206.0,1.0,8.0,4.0,3.0,6.0,2.0,4.0,4.0,1.0,2.0,4.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0
206,1.0,204.0,207.0,6.0,8.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,2.0,,2.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0
207,1.0,204.0,208.0,1.0,8.0,1.0,3.0,7.0,2.0,4.0,5.0,4.0,1.0,2.0,,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0
208,1.0,204.0,209.0,3.0,8.0,2.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,4.0,,1.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0
209,1.0,204.0,210.0,5.0,8.0,2.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,0.0,,2.0,2.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,3.0,0.0,0.0,0.0,1.0
210,1.0,204.0,211.0,3.0,9.0,2.0,3.0,6.0,2.0,5.0,5.0,1.0,1.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0
211,1.0,204.0,212.0,6.0,9.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,,1.0,1.0,2.0,2.0,2.0,3.0,10.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0
212,1.0,204.0,213.0,1.0,9.0,0.0,0.0,11.0,3.0,2.0,0.0,0.0,0.0,4.0,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,2.0
213,1.0,204.0,214.0,5.0,9.0,3.0,5.0,7.0,2.0,4.0,4.0,2.0,2.0,4.0,,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
214,1.0,204.0,215.0,6.0,9.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0
215,1.0,204.0,216.0,1.0,9.0,2.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,2.0,,1.0,2.0,1.0,1.0,4.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0
216,1.0,204.0,217.0,5.0,9.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,4.0,,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0
217,1.0,204.0,218.0,4.0,9.0,2.0,3.0,6.0,2.0,5.0,5.0,1.0,2.0,3.0,,2.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0
218,1.0,204.0,219.0,4.0,9.0,4.0,5.0,7.0,2.0,5.0,1.0,1.0,2.0,4.0,,2.0,2.0,2.0,2.0,1.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,1.0,2.0
219,1.0,204.0,220.0,5.0,9.0,2.0,4.0,5.0,2.0,5.0,5.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,4.0,3.0,2.0,11.0,2.0,1.0,2.0,1.0,1.0,1.0
220,1.0,204.0,221.0,4.0,9.0,4.0,8.0,9.0,2.0,5.0,5.0,2.0,1.0,4.0,,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0
221,1.0,204.0,222.0,2.0,9.0,6.0,8.0,8.0,2.0,5.0,5.0,1.0,1.0,2.0,,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0
222,1.0,204.0,223.0,5.0,9.0,3.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,4.0,,2.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0
223,1.0,204.0,224.0,6.0,9.0,2.0,1.0,3.0,2.0,5.0,5.0,4.0,2.0,4.0,,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0
224,1.0,204.0,225.0,7.0,9.0,4.0,4.0,7.0,2.0,4.0,5.0,4.0,2.0,0.0,,2.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0
225,1.0,204.0,226.0,7.0,9.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,,2.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0
