,CARD,DECK,BALLOT,FORM,S160A.Q1,S160A.Q2,S160A.Q3,S160A.Q4,S160A.Q5A,S160A.Q5B,S160A.Q5C,S160A.Q6A,S160A.Q6B.n,S160A.Q7,S160A.Q8,S160A.Q9A1,S160A.Q9A2,S160A.Q9A3,S160A.Q9A4,S160A.Q9A5,S160A.Q9A6,S160A.Q9A7,S160A.Q9A8,S160A.Q9B,S160A.Q10A,S160A.Q10B,S160A.Q10C,S160A.Q11A.n,S160A.Q11B.n,S160A.Q11C.n,S160A.Q12A,S160A.Q13,S160A.Q14A,S160A.Q14B,S160A.Q15.n,S160A.Q16,S160A.Q17A,S160A.Q17B,S160A.Q18A,S160A.Q18B,S160A.Q19,S160A.Q20.n,S160A.Q21A,S160A.Q21B,S160A.Q23,S160A.Q24A,S160A.Q24C.n,S160A.Q25A,S160A.Q25B,S160A.Q27,S160A.Q28A,S160A.Q28C.n,S160A.Q29,S160A.Q30,S160A.Q31,S160A.Q32,S160A.Q33A,S160A.Q33B,S160A.Q33C.n,S160A.V34
50,1.0,160.0,51.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,,,,1.0,1.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,3.0,,1.0,2.0,1.0,3.0,,2.0,2.0,9.0,2.0,,2.0,4.0,0.0,3.0,1.0,1.0,,379.0
51,1.0,160.0,52.0,1.0,1.0,7.0,7.0,3.0,2.0,5.0,0.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,3.0,2.0,2.0,1.0,,5.0,4.0,1.0,2.0,2.0,9.0,,2.0,0.0,9.0,9.0,,1.0,0.0,1.0,1.0,,2.0,2.0,1.0,4.0,1.0,1.0,,250.0
52,1.0,160.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,0.0,2.0,2.0,3.0,,1.0,2.0,2.0,1.0,,2.0,2.0,9.0,9.0,,1.0,5.0,1.0,4.0,1.0,1.0,,123.0
53,1.0,160.0,54.0,1.0,5.0,1.0,0.0,5.0,7.0,4.0,10.0,3.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,3.0,,3.0,2.0,0.0,4.0,1.0,2.0,,1.0,2.0,1.0,1.0,,1.0,2.0,9.0,9.0,,1.0,0.0,0.0,3.0,1.0,1.0,,272.0
54,1.0,160.0,55.0,1.0,1.0,4.0,1.0,1.0,2.0,5.0,10.0,1.0,,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,,,,3.0,0.0,1.0,3.0,,1.0,2.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,3.0,,2.0,2.0,9.0,9.0,,2.0,5.0,1.0,4.0,1.0,1.0,,380.0
55,1.0,160.0,56.0,1.0,2.0,11.0,7.0,3.0,2.0,3.0,4.0,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,,,,1.0,1.0,2.0,1.0,,3.0,2.0,0.0,4.0,2.0,3.0,,2.0,2.0,9.0,9.0,,2.0,3.0,9.0,9.0,,1.0,1.0,1.0,5.0,2.0,1.0,,86.0
56,1.0,160.0,57.0,1.0,1.0,1.0,7.0,3.0,3.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,,,,0.0,1.0,2.0,3.0,,3.0,2.0,0.0,4.0,1.0,8.0,,1.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,0.0,0.0,0.0,4.0,1.0,1.0,,128.0
57,1.0,160.0,58.0,1.0,5.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,3.0,,5.0,3.0,0.0,3.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,1.0,1.0,1.0,,208.0
58,1.0,160.0,59.0,1.0,2.0,2.0,6.0,3.0,1.0,2.0,2.0,3.0,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,1.0,0.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,9.0,9.0,,1.0,1.0,0.0,0.0,0.0,0.0,,136.0
59,1.0,160.0,60.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,1.0,2.0,2.0,3.0,,1.0,2.0,2.0,3.0,1.0,2.0,,1.0,0.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,3.0,1.0,1.0,,330.0
60,1.0,160.0,61.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,,,,1.0,2.0,2.0,3.0,,1.0,4.0,1.0,2.0,2.0,3.0,,1.0,2.0,1.0,1.0,,0.0,0.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,320.0
61,1.0,160.0,62.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,,,3.0,2.0,2.0,3.0,,5.0,2.0,2.0,3.0,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,0.0,1.0,9.0,,2.0,4.0,1.0,2.0,0.0,1.0,,400.0
62,1.0,160.0,63.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,5.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,,,,1.0,2.0,2.0,3.0,,5.0,4.0,1.0,3.0,2.0,2.0,,1.0,2.0,9.0,9.0,,2.0,1.0,1.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,392.0
63,1.0,160.0,64.0,1.0,5.0,11.0,7.0,3.0,2.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,,,1.0,1.0,0.0,3.0,,3.0,2.0,0.0,4.0,1.0,8.0,,1.0,2.0,1.0,1.0,,2.0,1.0,9.0,9.0,,1.0,0.0,0.0,5.0,1.0,1.0,,84.0
64,1.0,160.0,65.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,,,,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,4.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,362.0
65,1.0,160.0,66.0,1.0,2.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,3.0,1.0,2.0,,1.0,0.0,9.0,1.0,,2.0,0.0,9.0,9.0,,1.0,1.0,0.0,5.0,1.0,1.0,,397.0
66,1.0,160.0,67.0,1.0,3.0,1.0,7.0,3.0,3.0,3.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,4.0,1.0,2.0,,0.0,0.0,9.0,9.0,,1.0,0.0,9.0,9.0,,1.0,5.0,0.0,4.0,1.0,1.0,,45.0
67,1.0,160.0,68.0,1.0,1.0,1.0,7.0,3.0,1.0,3.0,2.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,,,,1.0,2.0,2.0,5.0,,5.0,4.0,2.0,4.0,2.0,2.0,,2.0,3.0,9.0,9.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,2.0,1.0,1.0,,65.0
68,1.0,160.0,69.0,1.0,3.0,11.0,7.0,3.0,3.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,,,,1.0,1.0,2.0,3.0,,5.0,2.0,0.0,4.0,2.0,1.0,,1.0,3.0,9.0,9.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,103.0
69,1.0,160.0,70.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,,,,3.0,2.0,3.0,3.0,,5.0,2.0,0.0,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,283.0
70,1.0,160.0,71.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,5.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,4.0,1.0,4.0,1.0,1.0,,398.0
71,1.0,160.0,72.0,1.0,4.0,2.0,6.0,4.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,,,,1.0,2.0,2.0,1.0,,5.0,1.0,0.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,0.0,1.0,1.0,,1.0,0.0,1.0,2.0,1.0,1.0,,357.0
72,1.0,160.0,73.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,,,,1.0,1.0,1.0,3.0,,0.0,2.0,0.0,3.0,2.0,2.0,,1.0,1.0,3.0,1.0,,2.0,0.0,9.0,9.0,,2.0,2.0,0.0,3.0,1.0,1.0,,313.0
73,1.0,160.0,74.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,209.0
74,1.0,160.0,75.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,6.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,,,,1.0,0.0,2.0,3.0,,0.0,1.0,0.0,2.0,2.0,0.0,,2.0,2.0,9.0,9.0,,0.0,0.0,9.0,9.0,,1.0,0.0,1.0,0.0,1.0,1.0,,318.0
75,1.0,160.0,76.0,1.0,2.0,1.0,7.0,3.0,6.0,4.0,1.0,3.0,,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,,,,1.0,2.0,1.0,3.0,,1.0,4.0,1.0,4.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,5.0,1.0,1.0,,67.0
76,1.0,160.0,77.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,0.0,1.0,1.0,,0.0,2.0,9.0,9.0,,0.0,0.0,0.0,3.0,1.0,1.0,,160.0
77,1.0,160.0,78.0,1.0,1.0,3.0,7.0,4.0,1.0,2.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,2.0,2.0,,1.0,1.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,5.0,1.0,1.0,,77.0
78,1.0,160.0,79.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,1.0,2.0,2.0,3.0,,1.0,2.0,1.0,3.0,1.0,8.0,,2.0,3.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,297.0
79,1.0,160.0,80.0,1.0,3.0,1.0,7.0,5.0,6.0,2.0,5.0,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,3.0,1.0,1.0,3.0,,5.0,2.0,0.0,4.0,1.0,1.0,,1.0,0.0,1.0,2.0,,2.0,0.0,9.0,9.0,,1.0,0.0,1.0,4.0,1.0,1.0,,177.0
80,1.0,160.0,81.0,1.0,5.0,3.0,7.0,4.0,6.0,3.0,2.0,3.0,,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,,,,1.0,1.0,3.0,5.0,,5.0,2.0,2.0,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,9.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,79.0
81,1.0,160.0,82.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,9.0,9.0,,0.0,0.0,9.0,9.0,,1.0,0.0,0.0,6.0,1.0,1.0,,291.0
82,1.0,160.0,83.0,1.0,3.0,7.0,7.0,3.0,2.0,4.0,0.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,4.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,0.0,3.0,2.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,2.0,1.0,,244.0
83,1.0,160.0,84.0,1.0,1.0,10.0,7.0,1.0,3.0,5.0,0.0,4.0,,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,,,,1.0,2.0,1.0,3.0,,1.0,3.0,0.0,2.0,2.0,7.0,,1.0,1.0,1.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,0.0,0.0,0.0,,118.0
84,1.0,160.0,85.0,1.0,3.0,6.0,4.0,4.0,3.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,,,,1.0,2.0,1.0,1.0,,5.0,1.0,0.0,3.0,2.0,2.0,,2.0,2.0,9.0,9.0,,1.0,0.0,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,,339.0
85,1.0,160.0,86.0,1.0,1.0,4.0,1.0,2.0,8.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,6.0,,,,1.0,0.0,2.0,3.0,,3.0,1.0,0.0,3.0,0.0,2.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,2.0,2.0,1.0,,401.0
86,1.0,160.0,87.0,1.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,,,,1.0,2.0,2.0,3.0,,5.0,4.0,1.0,3.0,1.0,1.0,,2.0,2.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,6.0,1.0,1.0,,55.0
87,1.0,160.0,88.0,1.0,2.0,5.0,7.0,3.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,0.0,2.0,2.0,2.0,,1.0,2.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,2.0,1.0,1.0,,385.0
88,1.0,160.0,89.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,3.0,1.0,,1.0,5.0,1.0,3.0,1.0,1.0,,282.0
89,1.0,160.0,90.0,1.0,3.0,11.0,7.0,3.0,8.0,2.0,10.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,6.0,,,,1.0,1.0,1.0,3.0,,3.0,2.0,0.0,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,2.0,1.0,1.0,,89.0
90,1.0,160.0,91.0,1.0,1.0,3.0,7.0,4.0,5.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,6.0,,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,4.0,1.0,1.0,,1.0,2.0,1.0,1.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,189.0
91,1.0,160.0,92.0,1.0,1.0,11.0,7.0,1.0,3.0,1.0,5.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,6.0,,,,0.0,2.0,3.0,3.0,,1.0,2.0,0.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,,0.0,0.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,108.0
92,1.0,160.0,93.0,1.0,1.0,4.0,0.0,1.0,7.0,4.0,1.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,6.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,2.0,0.0,2.0,,1.0,1.0,1.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,311.0
93,1.0,160.0,94.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,5.0,3.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,6.0,,,,3.0,2.0,1.0,3.0,,5.0,2.0,0.0,3.0,1.0,9.0,,1.0,0.0,1.0,1.0,,2.0,2.0,9.0,9.0,,2.0,5.0,1.0,4.0,1.0,1.0,,377.0
94,1.0,160.0,95.0,1.0,1.0,2.0,6.0,4.0,7.0,4.0,1.0,3.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,6.0,,,,0.0,2.0,2.0,3.0,,1.0,1.0,0.0,3.0,2.0,2.0,,2.0,2.0,2.0,1.0,,1.0,2.0,9.0,9.0,,1.0,7.0,0.0,3.0,1.0,1.0,,351.0
95,1.0,160.0,96.0,1.0,2.0,4.0,1.0,3.0,2.0,1.0,4.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,6.0,,,,0.0,2.0,3.0,3.0,,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,2.0,2.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,1.0,3.0,2.0,1.0,,363.0
96,1.0,160.0,97.0,1.0,4.0,14.0,5.0,3.0,8.0,3.0,2.0,3.0,,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,,,,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,3.0,2.0,2.0,,0.0,1.0,9.0,9.0,,1.0,1.0,9.0,9.0,,1.0,1.0,0.0,2.0,1.0,1.0,,125.0
97,1.0,160.0,98.0,1.0,2.0,11.0,7.0,3.0,2.0,3.0,4.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,6.0,,,,1.0,1.0,1.0,1.0,,3.0,2.0,0.0,4.0,1.0,1.0,,1.0,2.0,9.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,102.0
98,1.0,160.0,99.0,1.0,2.0,7.0,7.0,3.0,8.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,,,,1.0,2.0,1.0,3.0,,5.0,4.0,1.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,2.0,1.0,1.0,,163.0
99,1.0,160.0,100.0,1.0,2.0,5.0,7.0,2.0,6.0,3.0,5.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,6.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,0.0,3.0,1.0,2.0,,1.0,0.0,1.0,1.0,,1.0,2.0,9.0,9.0,,1.0,1.0,0.0,3.0,1.0,1.0,,383.0
100,1.0,160.0,101.0,1.0,5.0,3.0,7.0,4.0,7.0,3.0,4.0,3.0,,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,6.0,,,,0.0,1.0,1.0,3.0,,0.0,2.0,0.0,4.0,1.0,1.0,,1.0,0.0,1.0,1.0,,2.0,0.0,9.0,9.0,,1.0,1.0,1.0,4.0,2.0,1.0,,232.0
101,1.0,160.0,102.0,1.0,6.0,11.0,7.0,3.0,2.0,4.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,6.0,,,,1.0,1.0,1.0,3.0,,5.0,2.0,0.0,4.0,1.0,1.0,,1.0,2.0,2.0,1.0,,2.0,1.0,9.0,9.0,,1.0,1.0,0.0,1.0,1.0,1.0,,94.0
102,1.0,160.0,103.0,1.0,2.0,3.0,7.0,4.0,4.0,3.0,2.0,0.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,6.0,,,,1.0,2.0,1.0,3.0,,2.0,2.0,0.0,3.0,2.0,2.0,,1.0,2.0,1.0,1.0,,2.0,3.0,9.0,9.0,,1.0,1.0,1.0,1.0,2.0,1.0,,4.0
103,1.0,160.0,104.0,1.0,2.0,10.0,7.0,1.0,4.0,2.0,4.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,6.0,,,,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,2.0,0.0,4.0,1.0,1.0,,117.0
104,1.0,160.0,105.0,1.0,1.0,7.0,7.0,1.0,2.0,2.0,8.0,3.0,,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,,,,1.0,1.0,2.0,1.0,,3.0,2.0,1.0,4.0,1.0,2.0,,2.0,2.0,9.0,9.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,162.0
105,1.0,160.0,106.0,1.0,3.0,1.0,0.0,3.0,7.0,3.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,,,,0.0,2.0,2.0,3.0,,1.0,4.0,1.0,4.0,1.0,2.0,,1.0,2.0,9.0,9.0,,2.0,0.0,9.0,9.0,,1.0,1.0,0.0,4.0,1.0,1.0,,49.0
106,1.0,160.0,107.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,5.0,1.0,,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,7.0,,,,0.0,2.0,2.0,3.0,,1.0,2.0,2.0,3.0,1.0,6.0,,1.0,0.0,9.0,9.0,,2.0,2.0,9.0,9.0,,1.0,1.0,0.0,4.0,0.0,0.0,,372.0
107,1.0,160.0,108.0,1.0,2.0,7.0,7.0,5.0,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,,,,0.0,2.0,3.0,3.0,,1.0,1.0,0.0,4.0,1.0,1.0,,2.0,0.0,9.0,9.0,,1.0,0.0,9.0,9.0,,1.0,1.0,1.0,4.0,1.0,1.0,,178.0
108,1.0,160.0,109.0,1.0,3.0,7.0,0.0,3.0,6.0,3.0,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,,,,1.0,2.0,1.0,3.0,,5.0,2.0,0.0,2.0,2.0,1.0,,2.0,2.0,9.0,9.0,,1.0,2.0,2.0,1.0,,1.0,5.0,1.0,4.0,1.0,1.0,,269.0
109,1.0,160.0,110.0,1.0,4.0,1.0,1.0,0.0,5.0,6.0,2.0,0.0,,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,7.0,,,,1.0,2.0,1.0,3.0,,1.0,4.0,1.0,4.0,1.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,4.0,1.0,1.0,,257.0
110,1.0,160.0,111.0,1.0,3.0,11.0,7.0,3.0,7.0,3.0,5.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,7.0,,,,1.0,1.0,1.0,3.0,,5.0,2.0,1.0,3.0,1.0,1.0,,1.0,2.0,9.0,1.0,,2.0,2.0,9.0,1.0,,1.0,4.0,0.0,1.0,1.0,0.0,,101.0
111,1.0,160.0,112.0,1.0,1.0,10.0,7.0,1.0,10.0,3.0,4.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,7.0,,,,1.0,1.0,2.0,3.0,,3.0,2.0,0.0,2.0,2.0,1.0,,1.0,2.0,9.0,9.0,,2.0,2.0,9.0,1.0,,2.0,0.0,1.0,0.0,0.0,0.0,,37.0
