,CARD,DECK,BALLOT,FORM,S135B.Q1,S135B.Q2A,S135B.Q2B,S135B.Q3,S135B.Q4,S135B.Q5A,S135B.Q5B,S135B.Q6A.1,S135B.Q6A.2,S135B.Q6B,S135B.Q7,S135B.Q8,S135B.Q9A,S135B.Q9B,S135B.Q10,S135B.Q11,S135B.Q11A.n,S135B.Q12,S135B.Q13A,S135B.Q13B,S135B.Q14A.1,S135B.Q14A.2,S135B.Q14B.1,S135B.Q14B.2,S135B.Q14C,S135B.Q15A,S135B.Q15B,S135B.Q16,S135B.Q17,S135B.Q17A.n,S135B.Q18,S135B.Q19,S135B.Q20,S135B.Q21,S135B.Q22,S135B.Q23,S135B.Q24A,S135B.Q24B,S135B.Q24C,S135B.Q24D,S135B.Q24E,S135B.Q24F,S135B.Q24G,S135B.Q25A,S135B.Q25B,S135B.Q25C,S135B.Q25D,S135B.Q25E,S135B.Q25F,S135B.Q25G,S135B.Q25H,S135B.Q25I,S135B.Q26A,S135B.Q26B,CARD..1,DECK..1,BALLOT..1,FORM..1,S135B.Q26C,S135B.Q26D,S135B.Q27A,S135B.Q27B,S135B.Q28A,S135B.Q28B,S135B.Q29A,S135B.Q29B.n,S135B.Q29C.n,S135B.Q30A,S135B.Q30B,S135B.Q31A,S135B.Q31B,S135B.Q32A,S135B.Q32B,S135B.Q33,S135B.Q34,S135B.Q35,S135B.Q36A,S135B.Q36B,S135B.Q37A,S135B.Q37B,S135B.Q38.n,S135B.V39,S135B.V40
1250,1.0,135.0,1251.0,2.0,3.0,8.0,8.0,4.0,6.0,3.0,2.0,13.0,1.0,6.0,1.0,2.0,2.0,6.0,2.0,2.0,,7.0,4.0,6.0,2.0,9.0,11.0,3.0,6.0,2.0,2.0,4.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,6.0,2.0,2.0,135.0,1251.0,2.0,10.0,10.0,3.0,9.0,3.0,4.0,3.0,,,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,,7.0,79.0
1251,1.0,135.0,1252.0,2.0,9.0,7.0,6.0,7.0,10.0,2.0,2.0,15.0,10.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,,7.0,3.0,2.0,2.0,3.0,11.0,1.0,5.0,1.0,2.0,3.0,2.0,,1.0,1.0,2.0,3.0,2.0,6.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,135.0,1252.0,2.0,3.0,1.0,6.0,4.0,3.0,2.0,1.0,,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,,6.0,53.0
1252,1.0,135.0,1253.0,2.0,9.0,4.0,1.0,7.0,5.0,2.0,2.0,19.0,11.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,7.0,4.0,6.0,2.0,2.0,11.0,11.0,2.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,6.0,2.0,135.0,1253.0,2.0,3.0,10.0,5.0,4.0,3.0,2.0,2.0,,,1.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,,8.0,52.0
1253,1.0,135.0,1254.0,2.0,6.0,6.0,2.0,6.0,11.0,1.0,1.0,21.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,,7.0,3.0,11.0,11.0,6.0,11.0,3.0,6.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,6.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,2.0,2.0,5.0,4.0,6.0,3.0,2.0,135.0,1254.0,2.0,6.0,8.0,6.0,5.0,3.0,4.0,1.0,,,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,4.0,,10.0,64.0
1254,1.0,135.0,1255.0,2.0,8.0,4.0,1.0,7.0,9.0,3.0,3.0,22.0,11.0,11.0,1.0,2.0,1.0,2.0,2.0,4.0,,7.0,3.0,6.0,11.0,1.0,11.0,11.0,3.0,1.0,2.0,3.0,1.0,,1.0,7.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,4.0,2.0,2.0,135.0,1255.0,2.0,10.0,10.0,4.0,3.0,3.0,2.0,2.0,,,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,,8.0,13.0
1255,1.0,135.0,1256.0,2.0,7.0,6.0,2.0,7.0,4.0,3.0,3.0,22.0,1.0,3.0,3.0,1.0,3.0,6.0,1.0,2.0,,7.0,2.0,11.0,11.0,5.0,11.0,2.0,5.0,1.0,2.0,1.0,2.0,,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,8.0,9.0,2.0,135.0,1256.0,2.0,7.0,0.0,6.0,6.0,2.0,2.0,1.0,,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,10.0,71.0
1256,1.0,135.0,1257.0,2.0,9.0,4.0,1.0,7.0,5.0,3.0,3.0,23.0,11.0,11.0,1.0,2.0,2.0,1.0,1.0,2.0,,7.0,3.0,6.0,11.0,5.0,11.0,2.0,4.0,1.0,2.0,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,3.0,9.0,9.0,2.0,135.0,1257.0,2.0,3.0,8.0,8.0,5.0,3.0,2.0,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,4.0,5.0,4.0,,8.0,12.0
1257,1.0,135.0,1258.0,2.0,4.0,7.0,3.0,3.0,6.0,2.0,1.0,24.0,6.0,5.0,4.0,2.0,2.0,5.0,2.0,3.0,,8.0,2.0,6.0,11.0,2.0,11.0,2.0,3.0,2.0,2.0,2.0,2.0,,1.0,3.0,1.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,2.0,8.0,9.0,2.0,135.0,1258.0,2.0,6.0,3.0,2.0,9.0,1.0,1.0,1.0,,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,,10.0,68.0
1258,1.0,135.0,1259.0,2.0,9.0,7.0,7.0,7.0,10.0,2.0,2.0,12.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,,7.0,2.0,11.0,11.0,8.0,11.0,3.0,4.0,1.0,1.0,2.0,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,9.0,4.0,2.0,135.0,1259.0,2.0,5.0,6.0,8.0,6.0,3.0,2.0,2.0,,,1.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,6.0,29.0
1259,1.0,135.0,1260.0,2.0,6.0,7.0,8.0,6.0,8.0,2.0,2.0,12.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,,7.0,2.0,2.0,11.0,4.0,11.0,2.0,2.0,1.0,1.0,3.0,1.0,,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,0.0,4.0,2.0,135.0,1260.0,2.0,3.0,6.0,8.0,5.0,3.0,2.0,2.0,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,,6.0,34.0
1260,1.0,135.0,1261.0,2.0,4.0,4.0,7.0,2.0,8.0,3.0,1.0,12.0,3.0,11.0,4.0,5.0,2.0,5.0,1.0,3.0,,7.0,10.0,11.0,11.0,10.0,11.0,3.0,3.0,1.0,1.0,3.0,2.0,,3.0,1.0,3.0,1.0,4.0,6.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,9.0,2.0,2.0,135.0,1261.0,2.0,6.0,11.0,4.0,1.0,3.0,2.0,2.0,,,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,,7.0,10.0
1261,1.0,135.0,1262.0,2.0,10.0,7.0,7.0,7.0,4.0,1.0,2.0,13.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,,7.0,2.0,2.0,11.0,3.0,11.0,2.0,2.0,1.0,1.0,3.0,2.0,,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,9.0,4.0,2.0,135.0,1262.0,2.0,11.0,11.0,8.0,6.0,3.0,3.0,1.0,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,,6.0,33.0
1262,1.0,135.0,1263.0,2.0,5.0,7.0,7.0,6.0,5.0,2.0,1.0,13.0,1.0,2.0,2.0,1.0,6.0,4.0,1.0,2.0,,7.0,3.0,11.0,11.0,4.0,11.0,2.0,3.0,1.0,1.0,3.0,5.0,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,9.0,8.0,2.0,135.0,1263.0,2.0,11.0,11.0,8.0,6.0,3.0,4.0,2.0,,,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,6.0,31.0
1263,1.0,135.0,1264.0,2.0,9.0,8.0,7.0,7.0,2.0,2.0,1.0,14.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,,7.0,3.0,11.0,11.0,11.0,11.0,11.0,3.0,2.0,3.0,1.0,2.0,,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,135.0,1264.0,2.0,11.0,11.0,10.0,0.0,4.0,5.0,0.0,,,0.0,0.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,,7.0,84.0
1264,1.0,135.0,1265.0,2.0,4.0,8.0,7.0,4.0,7.0,3.0,1.0,14.0,1.0,4.0,1.0,2.0,3.0,4.0,1.0,2.0,,8.0,3.0,6.0,11.0,11.0,11.0,11.0,4.0,2.0,2.0,3.0,1.0,,1.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,5.0,1.0,2.0,3.0,2.0,135.0,1265.0,2.0,11.0,11.0,1.0,1.0,3.0,2.0,1.0,,,1.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,7.0,89.0
1265,1.0,135.0,1266.0,2.0,4.0,4.0,1.0,3.0,9.0,1.0,2.0,15.0,11.0,11.0,1.0,1.0,2.0,5.0,1.0,2.0,,7.0,2.0,6.0,11.0,2.0,11.0,1.0,2.0,1.0,2.0,3.0,1.0,,1.0,1.0,2.0,2.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,6.0,2.0,135.0,1266.0,2.0,2.0,10.0,7.0,3.0,3.0,2.0,1.0,,,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,,8.0,17.0
1266,1.0,135.0,1267.0,2.0,8.0,7.0,7.0,7.0,9.0,2.0,2.0,18.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,,7.0,4.0,6.0,11.0,11.0,11.0,11.0,3.0,2.0,2.0,2.0,1.0,,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,135.0,1267.0,2.0,11.0,11.0,6.0,6.0,3.0,4.0,2.0,,,3.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,1.0,,7.0,85.0
1267,1.0,135.0,1268.0,2.0,3.0,8.0,8.0,4.0,7.0,2.0,2.0,8.0,11.0,4.0,4.0,1.0,5.0,4.0,1.0,2.0,,7.0,2.0,10.0,11.0,4.0,11.0,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,6.0,8.0,2.0,135.0,1268.0,2.0,6.0,5.0,6.0,6.0,2.0,2.0,1.0,,,1.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,,6.0,27.0
1268,1.0,135.0,1269.0,2.0,6.0,0.0,10.0,7.0,4.0,2.0,2.0,98.0,11.0,11.0,1.0,2.0,3.0,3.0,1.0,3.0,,7.0,3.0,6.0,11.0,2.0,11.0,2.0,1.0,3.0,2.0,4.0,1.0,,3.0,7.0,0.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,4.0,11.0,0.0,2.0,135.0,1269.0,2.0,11.0,11.0,6.0,4.0,3.0,5.0,1.0,,,1.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,4.0,,8.0,82.0
1269,1.0,135.0,1270.0,2.0,5.0,1.0,10.0,7.0,5.0,2.0,2.0,98.0,11.0,11.0,1.0,1.0,3.0,3.0,1.0,2.0,,7.0,4.0,6.0,11.0,11.0,11.0,11.0,0.0,3.0,2.0,4.0,5.0,,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,9.0,2.0,135.0,1270.0,2.0,6.0,3.0,8.0,6.0,3.0,4.0,3.0,,,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,,8.0,3.0
1270,1.0,135.0,1271.0,2.0,4.0,10.0,9.0,4.0,8.0,2.0,2.0,2.0,11.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,7.0,4.0,10.0,11.0,4.0,11.0,2.0,0.0,3.0,2.0,4.0,2.0,,1.0,1.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,5.0,4.0,8.0,4.0,2.0,135.0,1271.0,2.0,3.0,6.0,10.0,0.0,3.0,4.0,2.0,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,,10.0,63.0
1271,1.0,135.0,1272.0,2.0,6.0,8.0,8.0,6.0,7.0,1.0,1.0,14.0,1.0,6.0,2.0,2.0,2.0,5.0,2.0,2.0,,7.0,4.0,11.0,4.0,6.0,11.0,11.0,3.0,3.0,2.0,2.0,1.0,,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,135.0,1272.0,2.0,8.0,8.0,7.0,6.0,3.0,2.0,2.0,,,1.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,,7.0,45.0
1272,1.0,135.0,1273.0,2.0,3.0,9.0,5.0,4.0,6.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,4.0,5.0,1.0,3.0,,1.0,3.0,11.0,6.0,9.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,2.0,135.0,1273.0,2.0,6.0,4.0,6.0,3.0,3.0,2.0,2.0,,,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,11.0,5.0
1273,1.0,135.0,1274.0,2.0,8.0,9.0,0.0,8.0,9.0,2.0,1.0,8.0,5.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,,7.0,2.0,11.0,6.0,8.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,,1.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,3.0,5.0,3.0,2.0,135.0,1274.0,2.0,6.0,3.0,7.0,5.0,3.0,2.0,1.0,,,2.0,3.0,2.0,4.0,5.0,2.0,1.0,3.0,1.0,3.0,2.0,5.0,4.0,,11.0,4.0
1274,1.0,135.0,1275.0,2.0,5.0,9.0,5.0,7.0,4.0,0.0,3.0,7.0,11.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,,8.0,1.0,11.0,5.0,10.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,,1.0,2.0,1.0,3.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,6.0,9.0,2.0,135.0,1275.0,2.0,5.0,2.0,5.0,4.0,2.0,2.0,1.0,,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,11.0,42.0
1275,1.0,135.0,1276.0,2.0,12.0,10.0,4.0,8.0,3.0,2.0,2.0,6.0,11.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,7.0,6.0,11.0,5.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,2.0,1.0,3.0,3.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,8.0,6.0,2.0,135.0,1276.0,2.0,8.0,3.0,7.0,5.0,3.0,2.0,1.0,,,1.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,,11.0,16.0
1276,1.0,135.0,1277.0,2.0,3.0,9.0,3.0,4.0,9.0,2.0,1.0,7.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,,8.0,4.0,11.0,5.0,7.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,,1.0,1.0,3.0,2.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,8.0,8.0,2.0,135.0,1277.0,2.0,11.0,11.0,5.0,3.0,1.0,1.0,2.0,,,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,,11.0,44.0
1277,1.0,135.0,1278.0,2.0,3.0,9.0,4.0,4.0,4.0,3.0,1.0,5.0,11.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,,1.0,3.0,8.0,4.0,6.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,,1.0,3.0,3.0,4.0,4.0,6.0,2.0,5.0,5.0,2.0,3.0,2.0,1.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,8.0,10.0,2.0,135.0,1278.0,2.0,6.0,3.0,6.0,5.0,2.0,2.0,2.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,2.0,,11.0,34.0
1278,1.0,135.0,1279.0,2.0,3.0,9.0,3.0,4.0,8.0,2.0,2.0,8.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,,7.0,2.0,11.0,4.0,10.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,,1.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,7.0,7.0,2.0,135.0,1279.0,2.0,7.0,2.0,4.0,3.0,2.0,2.0,3.0,,,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,4.0,,11.0,104.0
1279,1.0,135.0,1280.0,2.0,6.0,9.0,0.0,6.0,4.0,1.0,2.0,5.0,11.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,,7.0,3.0,8.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,8.0,8.0,2.0,135.0,1280.0,2.0,7.0,11.0,8.0,6.0,3.0,2.0,2.0,,,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,11.0,47.0
1280,1.0,135.0,1281.0,2.0,8.0,9.0,5.0,8.0,4.0,2.0,2.0,7.0,11.0,4.0,1.0,2.0,6.0,6.0,1.0,2.0,,7.0,3.0,8.0,4.0,9.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0,2.0,5.0,5.0,5.0,3.0,6.0,6.0,2.0,135.0,1281.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0,,,0.0,0.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,,11.0,51.0
1281,1.0,135.0,1282.0,2.0,0.0,9.0,5.0,8.0,6.0,3.0,1.0,7.0,1.0,4.0,1.0,1.0,5.0,5.0,1.0,3.0,,1.0,3.0,2.0,4.0,9.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,,3.0,1.0,3.0,3.0,3.0,6.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,11.0,9.0,2.0,135.0,1282.0,2.0,4.0,6.0,5.0,6.0,0.0,1.0,0.0,,,1.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,11.0,99.0
1282,1.0,135.0,1283.0,2.0,7.0,7.0,5.0,8.0,9.0,2.0,2.0,7.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,,7.0,2.0,6.0,4.0,5.0,1.0,2.0,2.0,3.0,2.0,5.0,0.0,,4.0,7.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,11.0,0.0,2.0,135.0,1283.0,2.0,11.0,11.0,2.0,9.0,2.0,2.0,2.0,,,1.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,6.0,3.0,4.0,3.0,1.0,,11.0,50.0
1283,1.0,135.0,1284.0,2.0,7.0,9.0,5.0,7.0,3.0,3.0,3.0,7.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,,1.0,3.0,2.0,4.0,9.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,,3.0,1.0,3.0,3.0,1.0,6.0,4.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,8.0,9.0,2.0,135.0,1284.0,2.0,7.0,3.0,6.0,5.0,3.0,4.0,1.0,,,1.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,,11.0,100.0
1284,1.0,135.0,1285.0,2.0,0.0,9.0,3.0,7.0,9.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,,7.0,3.0,6.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,8.0,9.0,2.0,135.0,1285.0,2.0,11.0,11.0,6.0,5.0,2.0,1.0,2.0,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,11.0,39.0
1285,1.0,135.0,1286.0,2.0,0.0,9.0,5.0,8.0,6.0,2.0,2.0,5.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,,7.0,3.0,8.0,3.0,8.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,8.0,4.0,2.0,135.0,1286.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,,,1.0,2.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,,11.0,33.0
1286,1.0,135.0,1287.0,2.0,5.0,9.0,5.0,7.0,4.0,1.0,1.0,5.0,11.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,4.0,1.0,2.0,5.0,5.0,5.0,3.0,8.0,2.0,2.0,135.0,1287.0,2.0,11.0,11.0,5.0,5.0,2.0,2.0,2.0,,,3.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,,11.0,1.0
1287,1.0,135.0,1288.0,2.0,8.0,9.0,3.0,7.0,3.0,2.0,1.0,6.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,,7.0,5.0,11.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,0.0,,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,1.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,2.0,5.0,1.0,1.0,4.0,8.0,9.0,2.0,135.0,1288.0,2.0,11.0,5.0,7.0,6.0,2.0,2.0,2.0,,,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,11.0,32.0
1288,1.0,135.0,1289.0,2.0,5.0,9.0,4.0,7.0,5.0,2.0,1.0,6.0,7.0,3.0,1.0,2.0,5.0,5.0,1.0,2.0,,7.0,2.0,8.0,3.0,6.0,1.0,4.0,5.0,1.0,2.0,1.0,2.0,,1.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,9.0,1.0,2.0,135.0,1289.0,2.0,8.0,3.0,8.0,8.0,3.0,2.0,2.0,,,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,,11.0,17.0
