,CARD,DECK,BALLOT,FORM,S135B.Q1,S135B.Q2A,S135B.Q2B,S135B.Q3,S135B.Q4,S135B.Q5A,S135B.Q5B,S135B.Q6A.1,S135B.Q6A.2,S135B.Q6B,S135B.Q7,S135B.Q8,S135B.Q9A,S135B.Q9B,S135B.Q10,S135B.Q11,S135B.Q11A.n,S135B.Q12,S135B.Q13A,S135B.Q13B,S135B.Q14A.1,S135B.Q14A.2,S135B.Q14B.1,S135B.Q14B.2,S135B.Q14C,S135B.Q15A,S135B.Q15B,S135B.Q16,S135B.Q17,S135B.Q17A.n,S135B.Q18,S135B.Q19,S135B.Q20,S135B.Q21,S135B.Q22,S135B.Q23,S135B.Q24A,S135B.Q24B,S135B.Q24C,S135B.Q24D,S135B.Q24E,S135B.Q24F,S135B.Q24G,S135B.Q25A,S135B.Q25B,S135B.Q25C,S135B.Q25D,S135B.Q25E,S135B.Q25F,S135B.Q25G,S135B.Q25H,S135B.Q25I,S135B.Q26A,S135B.Q26B,CARD..1,DECK..1,BALLOT..1,FORM..1,S135B.Q26C,S135B.Q26D,S135B.Q27A,S135B.Q27B,S135B.Q28A,S135B.Q28B,S135B.Q29A,S135B.Q29B.n,S135B.Q29C.n,S135B.Q30A,S135B.Q30B,S135B.Q31A,S135B.Q31B,S135B.Q32A,S135B.Q32B,S135B.Q33,S135B.Q34,S135B.Q35,S135B.Q36A,S135B.Q36B,S135B.Q37A,S135B.Q37B,S135B.Q38.n,S135B.V39,S135B.V40
228,1.0,135.0,229.0,2.0,2.0,8.0,7.0,4.0,4.0,2.0,1.0,15.0,1.0,6.0,1.0,1.0,5.0,5.0,1.0,1.0,,7.0,5.0,8.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,6.0,5.0,5.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,6.0,8.0,2.0,135.0,229.0,2.0,5.0,1.0,9.0,9.0,3.0,2.0,2.0,,,0.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,14.0,8.0
229,1.0,135.0,230.0,2.0,2.0,8.0,8.0,4.0,5.0,1.0,1.0,13.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,2.0,,8.0,5.0,6.0,4.0,4.0,3.0,3.0,8.0,2.0,2.0,2.0,2.0,,1.0,2.0,5.0,2.0,2.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0,9.0,2.0,135.0,230.0,2.0,1.0,1.0,3.0,9.0,2.0,2.0,2.0,,,1.0,3.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,15.0,12.0
230,1.0,135.0,231.0,2.0,2.0,7.0,7.0,4.0,5.0,3.0,3.0,18.0,1.0,6.0,3.0,1.0,2.0,5.0,1.0,2.0,,7.0,3.0,11.0,3.0,3.0,3.0,3.0,6.0,3.0,2.0,2.0,2.0,,1.0,1.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,2.0,135.0,231.0,2.0,2.0,2.0,1.0,9.0,3.0,2.0,1.0,,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,,12.0,96.0
231,1.0,135.0,232.0,2.0,2.0,8.0,8.0,4.0,8.0,2.0,2.0,14.0,11.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,,8.0,3.0,11.0,3.0,7.0,11.0,3.0,3.0,3.0,2.0,4.0,1.0,,3.0,7.0,2.0,2.0,3.0,2.0,5.0,5.0,5.0,0.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,135.0,232.0,2.0,1.0,10.0,9.0,9.0,2.0,2.0,3.0,,,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,,13.0,76.0
232,1.0,135.0,233.0,2.0,2.0,8.0,8.0,4.0,5.0,3.0,2.0,17.0,2.0,8.0,4.0,2.0,2.0,2.0,1.0,2.0,,7.0,6.0,6.0,7.0,8.0,3.0,3.0,8.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,135.0,233.0,2.0,4.0,1.0,2.0,9.0,3.0,2.0,2.0,,,2.0,3.0,2.0,4.0,5.0,1.0,1.0,2.0,5.0,3.0,4.0,5.0,0.0,,14.0,29.0
233,1.0,135.0,234.0,2.0,2.0,9.0,8.0,4.0,4.0,2.0,2.0,13.0,11.0,6.0,3.0,2.0,2.0,6.0,1.0,2.0,,7.0,9.0,8.0,7.0,10.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,,3.0,2.0,3.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,4.0,0.0,6.0,4.0,4.0,0.0,3.0,1.0,3.0,2.0,135.0,234.0,2.0,1.0,2.0,2.0,9.0,3.0,4.0,2.0,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,,14.0,56.0
234,1.0,135.0,235.0,2.0,2.0,9.0,8.0,4.0,4.0,3.0,3.0,14.0,5.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,,7.0,3.0,8.0,9.0,9.0,2.0,2.0,7.0,3.0,2.0,2.0,3.0,,3.0,6.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,9.0,2.0,135.0,235.0,2.0,1.0,1.0,2.0,9.0,3.0,2.0,3.0,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,,15.0,97.0
235,1.0,135.0,236.0,2.0,2.0,8.0,7.0,4.0,7.0,3.0,3.0,12.0,2.0,3.0,0.0,3.0,4.0,4.0,2.0,2.0,,8.0,3.0,11.0,5.0,5.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,,3.0,2.0,2.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,1.0,6.0,1.0,2.0,135.0,236.0,2.0,3.0,1.0,10.0,0.0,3.0,2.0,2.0,,,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,4.0,,14.0,31.0
236,1.0,135.0,237.0,2.0,2.0,8.0,8.0,4.0,3.0,3.0,2.0,12.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,,7.0,5.0,8.0,7.0,7.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,135.0,237.0,2.0,1.0,10.0,9.0,9.0,2.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,,14.0,17.0
237,1.0,135.0,238.0,2.0,2.0,8.0,8.0,4.0,8.0,3.0,5.0,14.0,11.0,7.0,1.0,1.0,2.0,2.0,1.0,2.0,,7.0,2.0,8.0,5.0,7.0,2.0,3.0,5.0,1.0,2.0,2.0,1.0,,1.0,2.0,0.0,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,135.0,238.0,2.0,3.0,10.0,3.0,4.0,3.0,2.0,1.0,,,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,12.0,70.0
238,1.0,135.0,239.0,2.0,2.0,8.0,8.0,4.0,7.0,1.0,1.0,16.0,3.0,7.0,1.0,2.0,5.0,4.0,1.0,2.0,,7.0,3.0,6.0,5.0,7.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,,3.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,7.0,2.0,135.0,239.0,2.0,1.0,11.0,10.0,0.0,3.0,2.0,2.0,,,1.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,,15.0,111.0
239,1.0,135.0,240.0,2.0,2.0,9.0,8.0,4.0,5.0,2.0,1.0,13.0,11.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,,7.0,2.0,8.0,6.0,7.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,135.0,240.0,2.0,1.0,3.0,2.0,9.0,3.0,2.0,2.0,,,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,,14.0,23.0
240,1.0,135.0,241.0,2.0,2.0,8.0,8.0,4.0,8.0,2.0,2.0,18.0,3.0,7.0,1.0,2.0,2.0,4.0,1.0,2.0,,8.0,3.0,11.0,6.0,8.0,3.0,3.0,8.0,3.0,2.0,2.0,3.0,,2.0,2.0,2.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,135.0,241.0,2.0,3.0,2.0,9.0,9.0,2.0,2.0,1.0,,,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,15.0,61.0
241,1.0,135.0,242.0,2.0,2.0,4.0,2.0,3.0,7.0,3.0,2.0,20.0,2.0,1.0,3.0,2.0,6.0,6.0,1.0,2.0,,3.0,2.0,6.0,2.0,10.0,11.0,4.0,4.0,1.0,2.0,5.0,0.0,,4.0,7.0,0.0,0.0,3.0,6.0,5.0,5.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,3.0,11.0,11.0,2.0,135.0,242.0,2.0,4.0,11.0,10.0,0.0,2.0,2.0,3.0,,,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,,13.0,74.0
242,1.0,135.0,243.0,2.0,2.0,4.0,1.0,3.0,9.0,2.0,1.0,24.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,,7.0,5.0,11.0,11.0,2.0,11.0,2.0,9.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,3.0,2.0,6.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,5.0,2.0,2.0,135.0,243.0,2.0,4.0,3.0,10.0,0.0,3.0,3.0,1.0,,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,,13.0,20.0
243,1.0,135.0,244.0,2.0,1.0,8.0,7.0,3.0,4.0,2.0,2.0,19.0,2.0,6.0,4.0,3.0,5.0,5.0,2.0,3.0,,1.0,3.0,11.0,7.0,10.0,1.0,3.0,9.0,3.0,2.0,3.0,2.0,,3.0,1.0,2.0,4.0,3.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3.0,4.0,9.0,2.0,135.0,244.0,2.0,3.0,2.0,3.0,9.0,2.0,2.0,1.0,,,1.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,,13.0,41.0
244,1.0,135.0,245.0,2.0,1.0,8.0,8.0,3.0,3.0,3.0,2.0,19.0,11.0,6.0,2.0,1.0,5.0,5.0,1.0,1.0,,7.0,4.0,10.0,5.0,6.0,1.0,2.0,6.0,1.0,2.0,3.0,1.0,,2.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,6.0,5.0,2.0,135.0,245.0,2.0,1.0,3.0,9.0,9.0,3.0,2.0,1.0,,,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,1.0,,15.0,80.0
245,1.0,135.0,246.0,2.0,1.0,8.0,8.0,3.0,7.0,2.0,1.0,12.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,,7.0,2.0,8.0,4.0,7.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,,1.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,5.0,6.0,2.0,135.0,246.0,2.0,3.0,1.0,9.0,9.0,3.0,2.0,2.0,,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,,13.0,35.0
246,1.0,135.0,247.0,2.0,1.0,8.0,8.0,3.0,9.0,2.0,1.0,14.0,2.0,6.0,4.0,2.0,5.0,5.0,1.0,2.0,,7.0,8.0,6.0,4.0,5.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,135.0,247.0,2.0,2.0,1.0,1.0,9.0,3.0,2.0,1.0,,,1.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,14.0,61.0
247,1.0,135.0,248.0,2.0,1.0,8.0,8.0,3.0,6.0,2.0,2.0,15.0,1.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,,6.0,3.0,8.0,4.0,4.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,,3.0,7.0,2.0,3.0,3.0,6.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,6.0,2.0,135.0,248.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,14.0,24.0
248,1.0,135.0,249.0,2.0,1.0,8.0,8.0,3.0,9.0,2.0,2.0,19.0,11.0,7.0,1.0,2.0,2.0,4.0,2.0,2.0,,7.0,4.0,4.0,4.0,6.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,9.0,8.0,2.0,135.0,249.0,2.0,8.0,10.0,7.0,5.0,3.0,2.0,1.0,,,2.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,12.0,4.0
249,1.0,135.0,250.0,2.0,1.0,9.0,7.0,3.0,9.0,5.0,1.0,19.0,2.0,5.0,4.0,1.0,2.0,5.0,1.0,1.0,,7.0,3.0,8.0,3.0,3.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,,3.0,1.0,2.0,3.0,3.0,6.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,1.0,5.0,2.0,135.0,250.0,2.0,10.0,10.0,9.0,9.0,3.0,2.0,1.0,,,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,,12.0,48.0
250,1.0,135.0,251.0,2.0,1.0,8.0,8.0,3.0,8.0,3.0,1.0,6.0,1.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,,8.0,0.0,11.0,1.0,1.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,,1.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,135.0,251.0,2.0,3.0,10.0,9.0,9.0,3.0,2.0,3.0,,,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,,15.0,63.0
251,1.0,135.0,252.0,2.0,1.0,8.0,8.0,3.0,7.0,3.0,2.0,17.0,2.0,8.0,1.0,1.0,5.0,5.0,1.0,2.0,,7.0,9.0,6.0,7.0,8.0,3.0,3.0,8.0,3.0,2.0,2.0,1.0,,3.0,2.0,2.0,1.0,1.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,11.0,2.0,135.0,252.0,2.0,3.0,2.0,9.0,9.0,3.0,2.0,2.0,,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,14.0,30.0
252,1.0,135.0,253.0,2.0,1.0,8.0,8.0,3.0,9.0,1.0,1.0,17.0,3.0,7.0,1.0,1.0,2.0,3.0,1.0,3.0,,7.0,3.0,6.0,8.0,8.0,3.0,3.0,5.0,3.0,2.0,3.0,1.0,,1.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,5.0,2.0,135.0,253.0,2.0,1.0,1.0,9.0,9.0,3.0,2.0,2.0,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,,15.0,103.0
253,1.0,135.0,254.0,2.0,1.0,10.0,9.0,3.0,4.0,2.0,1.0,8.0,11.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,,7.0,4.0,8.0,8.0,10.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,135.0,254.0,2.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,,,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,1.0,,13.0,68.0
254,1.0,135.0,255.0,2.0,1.0,9.0,8.0,3.0,4.0,1.0,2.0,12.0,11.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,,7.0,2.0,8.0,5.0,5.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,6.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,2.0,3.0,4.0,5.0,2.0,135.0,255.0,2.0,3.0,2.0,2.0,9.0,2.0,2.0,2.0,,,1.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,,14.0,25.0
255,1.0,135.0,256.0,2.0,1.0,8.0,8.0,3.0,6.0,2.0,2.0,15.0,11.0,4.0,4.0,3.0,2.0,6.0,1.0,2.0,,7.0,1.0,6.0,5.0,6.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,,3.0,2.0,2.0,3.0,2.0,6.0,5.0,5.0,5.0,5.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,8.0,2.0,135.0,256.0,2.0,3.0,10.0,9.0,9.0,3.0,2.0,2.0,,,0.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,,12.0,34.0
256,1.0,135.0,257.0,2.0,1.0,9.0,10.0,3.0,8.0,2.0,1.0,7.0,1.0,4.0,1.0,1.0,2.0,5.0,1.0,1.0,,7.0,10.0,4.0,6.0,9.0,3.0,3.0,6.0,3.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,135.0,257.0,2.0,8.0,1.0,8.0,9.0,2.0,2.0,1.0,,,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,,12.0,31.0
257,1.0,135.0,258.0,2.0,1.0,9.0,9.0,3.0,7.0,1.0,1.0,7.0,11.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,,8.0,2.0,8.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,,2.0,7.0,3.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,9.0,1.0,2.0,135.0,258.0,2.0,5.0,9.0,4.0,9.0,3.0,2.0,1.0,,,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,,12.0,72.0
258,1.0,135.0,259.0,2.0,1.0,8.0,8.0,3.0,9.0,2.0,1.0,8.0,11.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,,7.0,10.0,4.0,1.0,6.0,11.0,11.0,3.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,6.0,5.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,5.0,2.0,2.0,4.0,2.0,3.0,7.0,3.0,2.0,135.0,259.0,2.0,2.0,10.0,3.0,3.0,3.0,2.0,2.0,,,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,,12.0,87.0
259,1.0,135.0,260.0,2.0,1.0,7.0,7.0,3.0,8.0,2.0,2.0,11.0,5.0,2.0,1.0,2.0,5.0,5.0,1.0,3.0,,7.0,3.0,6.0,11.0,1.0,11.0,1.0,4.0,1.0,2.0,1.0,3.0,,2.0,5.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,6.0,7.0,2.0,135.0,260.0,2.0,4.0,6.0,9.0,9.0,1.0,4.0,1.0,,,1.0,0.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,15.0,34.0
260,1.0,135.0,261.0,2.0,1.0,8.0,7.0,3.0,8.0,3.0,2.0,22.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,,7.0,2.0,11.0,3.0,6.0,3.0,3.0,8.0,2.0,2.0,2.0,1.0,,3.0,2.0,3.0,2.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,2.0,0.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,5.0,3.0,2.0,135.0,261.0,2.0,3.0,1.0,1.0,9.0,3.0,2.0,1.0,,,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,12.0,67.0
261,1.0,135.0,262.0,2.0,1.0,7.0,6.0,3.0,9.0,2.0,2.0,28.0,2.0,5.0,4.0,3.0,2.0,6.0,1.0,2.0,,7.0,3.0,6.0,5.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,,3.0,5.0,1.0,4.0,3.0,6.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,9.0,2.0,135.0,262.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,1.0,,,1.0,1.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,5.0,4.0,3.0,2.0,,15.0,37.0
262,1.0,135.0,263.0,2.0,1.0,8.0,7.0,3.0,4.0,4.0,1.0,22.0,6.0,5.0,4.0,1.0,2.0,1.0,1.0,2.0,,7.0,4.0,8.0,7.0,9.0,2.0,2.0,5.0,2.0,2.0,3.0,1.0,,2.0,5.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,6.0,6.0,2.0,135.0,263.0,2.0,4.0,10.0,9.0,9.0,2.0,2.0,1.0,,,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,,15.0,59.0
263,1.0,135.0,264.0,2.0,1.0,7.0,6.0,3.0,7.0,1.0,1.0,25.0,11.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,,7.0,0.0,6.0,6.0,6.0,3.0,3.0,8.0,1.0,2.0,2.0,2.0,,1.0,1.0,3.0,3.0,2.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,7.0,10.0,2.0,135.0,264.0,2.0,6.0,6.0,5.0,0.0,3.0,2.0,1.0,,,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,,15.0,57.0
264,1.0,135.0,265.0,2.0,1.0,6.0,6.0,3.0,9.0,3.0,5.0,29.0,3.0,4.0,2.0,1.0,5.0,5.0,1.0,2.0,,7.0,3.0,6.0,6.0,6.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,,1.0,6.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,6.0,1.0,2.0,135.0,265.0,2.0,1.0,10.0,9.0,9.0,3.0,2.0,1.0,,,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,,13.0,43.0
265,1.0,135.0,266.0,2.0,1.0,5.0,1.0,3.0,6.0,3.0,1.0,23.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,,7.0,1.0,6.0,2.0,10.0,1.0,3.0,7.0,1.0,2.0,2.0,2.0,,1.0,1.0,3.0,5.0,1.0,6.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,8.0,9.0,2.0,135.0,266.0,2.0,6.0,3.0,9.0,9.0,3.0,2.0,1.0,,,0.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,13.0,73.0
266,1.0,135.0,267.0,2.0,1.0,7.0,7.0,3.0,7.0,1.0,1.0,20.0,11.0,4.0,3.0,3.0,5.0,5.0,1.0,2.0,,7.0,3.0,6.0,11.0,11.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,1.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,7.0,2.0,135.0,267.0,2.0,4.0,3.0,3.0,9.0,2.0,2.0,1.0,,,1.0,0.0,2.0,4.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,,13.0,69.0
