,CARD,DECK,BALLOT,S87.Q1,S87.Q2,S87.Q3.x,S87.Q5,S87.Q6,S87.Q7,S87.Q8,S87.Q9,S87.Q10,S87.Q11,S87.Q12A.x,S87.Q13,S87.Q14,S87.Q15A.x,S87.Q16,S87.Q17,S87.Q18,S87.Q19,S87.Q20,S87.Q21,S87.Q22,S87.Q23,S87.Q24,S87.Q25,S87.Q26,S87.Q27,S87.Q28,S87.Q29,S87.Q30.n,S87.Q31,S87.Q32,S87.Q33,S87.Q34,S87.Q35,S87.Q36,S87.Q37,S87.Q38,S87.Q39,S87.Q40,S87.Q41,S87.Q42,S87.Q43,S87.Q44,S87.Q45,S87.Q46,S87.Q47,S87.Q48,S87.Q49,S87.Q50,S87.Q51,S87.Q52,S87.Q53,S87.Q54,S87.Q55,S87.Q56,S87.Q57,S87.Q58,S87.Q59,S87.Q60A,S87.Q60B,S87.Q60C,S87.Q60D,S87.Q60E,CARD..1,DECK..1,BALLOT..1,S87.Q61,S87.Q62,S87.Q63.n,S87.Q63A.n,S87.Q63B.n,S87.Q64,S87.Q65,S87.Q66,S87.Q67,S87.Q68,S87.Q69,S87.Q70.n,S87.Q71,S87.Q72A,S87.Q72B,S87.Q72C,S87.Q72D.1,S87.Q72D.2,S87.Q73,S87.Q74,S87.Q75,S87.Q76A,S87.Q76B,S87.Q77,S87.Q78,S87.Q79,S87.Q80,S87.Q81,S87.Q82.n,S87.Q83A,S87.Q83B,S87.Q83C,S87.Q84A,S87.Q84B,S87.Q84C.1,S87.Q84C.2,S87.V85,S87.V86,S87.V87,S87.V88,S87.V89
389,1.0,87.0,390.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,11.0,10.0,3.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,,2.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,5.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,87.0,390.0,4.0,4.0,,,,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,,1.0,3.0,1.0,2.0,5.0,11.0,3.0,0.0,3.0,6.0,6.0,11.0
390,1.0,87.0,391.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,9.0,10.0,10.0,9.0,11.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,,6.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,87.0,391.0,4.0,4.0,,,,0.0,0.0,0.0,0.0,4.0,3.0,,11.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,,1.0,3.0,1.0,5.0,8.0,10.0,3.0,0.0,4.0,6.0,7.0,54.0
391,1.0,87.0,392.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,9.0,7.0,8.0,1.0,10.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,5.0,1.0,1.0,9.0,4.0,,2.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,392.0,3.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,,9.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,6.0,,1.0,3.0,1.0,5.0,7.0,11.0,3.0,7.0,3.0,6.0,7.0,7.0
392,1.0,87.0,393.0,1.0,10.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,13.0,4.0,8.0,4.0,10.0,3.0,5.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,1.0,2.0,9.0,4.0,,6.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,87.0,393.0,1.0,5.0,,,,1.0,1.0,1.0,2.0,4.0,3.0,,3.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,7.0,,1.0,3.0,1.0,4.0,7.0,10.0,4.0,6.0,4.0,6.0,7.0,10.0
393,1.0,87.0,394.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,8.0,1.0,4.0,8.0,3.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,3.0,9.0,4.0,,2.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,87.0,394.0,3.0,3.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,3.0,5.0,3.0,8.0,3.0,6.0,7.0,1.0
394,1.0,87.0,395.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,8.0,4.0,8.0,3.0,5.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,4.0,,2.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,87.0,395.0,1.0,4.0,,,,1.0,1.0,2.0,3.0,4.0,1.0,,13.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,,1.0,3.0,1.0,1.0,5.0,9.0,5.0,7.0,5.0,6.0,7.0,31.0
395,1.0,87.0,396.0,1.0,9.0,4.0,0.0,2.0,2.0,1.0,4.0,4.0,11.0,10.0,9.0,6.0,5.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,4.0,14.0,4.0,,6.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,87.0,396.0,4.0,5.0,,,,3.0,1.0,1.0,2.0,4.0,2.0,,7.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,5.0,3.0,2.0,2.0,7.0,,1.0,3.0,1.0,1.0,4.0,5.0,3.0,0.0,4.0,8.0,3.0,41.0
396,1.0,87.0,397.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,9.0,7.0,2.0,4.0,8.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,9.0,4.0,,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,1.0,4.0,2.0,2.0,9.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,87.0,397.0,2.0,3.0,,,,2.0,1.0,1.0,1.0,2.0,2.0,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,3.0,3.0,1.0,5.0,6.0,7.0,3.0,7.0,4.0,2.0,5.0,65.0
397,1.0,87.0,398.0,1.0,9.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,10.0,8.0,9.0,4.0,10.0,3.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,9.0,4.0,,2.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,398.0,2.0,5.0,,,,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,5.0,,1.0,3.0,1.0,2.0,3.0,6.0,3.0,7.0,4.0,1.0,11.0,6.0
398,1.0,87.0,399.0,1.0,5.0,4.0,3.0,3.0,5.0,1.0,4.0,4.0,3.0,8.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,,2.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,87.0,399.0,1.0,5.0,,,,1.0,1.0,1.0,1.0,5.0,1.0,,7.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,,3.0,3.0,3.0,3.0,6.0,8.0,3.0,5.0,5.0,1.0,1.0,23.0
399,1.0,87.0,400.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,9.0,10.0,5.0,4.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,9.0,4.0,,6.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,87.0,400.0,2.0,3.0,,,,1.0,1.0,4.0,1.0,2.0,3.0,,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,1.0,2.0,5.0,,3.0,3.0,1.0,3.0,6.0,7.0,3.0,8.0,3.0,1.0,1.0,4.0
400,1.0,87.0,401.0,1.0,4.0,5.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,9.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,87.0,401.0,1.0,4.0,,,,1.0,1.0,4.0,1.0,2.0,3.0,,7.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,3.0,1.0,2.0,5.0,10.0,3.0,7.0,3.0,1.0,1.0,60.0
401,1.0,87.0,402.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,9.0,3.0,5.0,4.0,8.0,3.0,5.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,9.0,4.0,,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,87.0,402.0,1.0,3.0,,,,1.0,1.0,1.0,2.0,3.0,2.0,,4.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,,3.0,3.0,1.0,2.0,5.0,7.0,3.0,6.0,4.0,2.0,2.0,29.0
402,1.0,87.0,403.0,1.0,11.0,2.0,2.0,3.0,5.0,1.0,4.0,4.0,10.0,8.0,9.0,4.0,10.0,2.0,5.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,9.0,4.0,,6.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,6.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,87.0,403.0,2.0,5.0,,,,6.0,1.0,1.0,2.0,3.0,3.0,,9.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,,1.0,3.0,1.0,1.0,6.0,11.0,3.0,8.0,4.0,2.0,2.0,12.0
403,1.0,87.0,404.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,9.0,10.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,87.0,404.0,2.0,4.0,,,,3.0,2.0,2.0,1.0,2.0,3.0,,10.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,6.0,11.0,3.0,7.0,3.0,2.0,2.0,55.0
404,1.0,87.0,405.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,7.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,87.0,405.0,2.0,4.0,,,,1.0,1.0,4.0,0.0,4.0,3.0,,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,,1.0,3.0,1.0,5.0,6.0,10.0,3.0,0.0,4.0,2.0,2.0,30.0
405,1.0,87.0,406.0,1.0,9.0,4.0,3.0,3.0,4.0,1.0,4.0,4.0,9.0,8.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,9.0,4.0,,5.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,87.0,406.0,1.0,5.0,,,,1.0,2.0,2.0,1.0,2.0,1.0,,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,,3.0,3.0,1.0,1.0,5.0,11.0,3.0,6.0,4.0,2.0,2.0,60.0
406,1.0,87.0,407.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,9.0,8.0,4.0,6.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0,,6.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,87.0,407.0,2.0,2.0,,,,3.0,2.0,4.0,1.0,2.0,3.0,,11.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,5.0,,1.0,3.0,1.0,2.0,6.0,7.0,3.0,0.0,3.0,2.0,2.0,5.0
407,1.0,87.0,408.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,3.0,8.0,6.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,9.0,4.0,,2.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,87.0,408.0,2.0,4.0,,,,1.0,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,,1.0,3.0,1.0,4.0,5.0,8.0,3.0,7.0,3.0,2.0,5.0,37.0
408,1.0,87.0,409.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,5.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,87.0,409.0,1.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,3.0,5.0,3.0,6.0,4.0,2.0,5.0,28.0
409,1.0,87.0,410.0,1.0,10.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,9.0,10.0,9.0,4.0,13.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,9.0,4.0,,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,87.0,410.0,2.0,5.0,,,,1.0,1.0,1.0,1.0,2.0,3.0,,5.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,6.0,3.0,1.0,2.0,1.0,,1.0,3.0,1.0,7.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,64.0
410,1.0,87.0,411.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,0.0,8.0,5.0,3.0,11.0,2.0,5.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,,6.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,10.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,87.0,411.0,3.0,4.0,,,,1.0,1.0,1.0,4.0,5.0,1.0,,5.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,,1.0,3.0,1.0,1.0,3.0,5.0,3.0,5.0,6.0,6.0,7.0,22.0
411,1.0,87.0,412.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,10.0,8.0,9.0,5.0,12.0,2.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,,5.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,87.0,412.0,1.0,3.0,,,,2.0,1.0,1.0,1.0,1.0,3.0,,3.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,,1.0,3.0,1.0,2.0,5.0,10.0,3.0,5.0,2.0,6.0,8.0,8.0
412,1.0,87.0,413.0,1.0,4.0,4.0,2.0,3.0,5.0,1.0,4.0,4.0,10.0,8.0,9.0,7.0,1.0,2.0,4.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,9.0,4.0,,6.0,1.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,413.0,2.0,4.0,,,,1.0,1.0,1.0,1.0,2.0,4.0,,7.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,1.0,3.0,2.0,3.0,5.0,9.0,3.0,7.0,1.0,6.0,8.0,40.0
413,1.0,87.0,414.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,9.0,1.0,10.0,9.0,4.0,5.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,9.0,4.0,,2.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,87.0,414.0,4.0,5.0,,,,4.0,2.0,1.0,1.0,1.0,3.0,,4.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,5.0,11.0,3.0,0.0,2.0,5.0,1.0,10.0
414,1.0,87.0,415.0,2.0,6.0,1.0,1.0,1.0,4.0,1.0,4.0,9.0,9.0,7.0,3.0,8.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,9.0,4.0,,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,87.0,415.0,4.0,4.0,,,,2.0,1.0,1.0,3.0,4.0,3.0,,13.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,5.0,,1.0,3.0,1.0,1.0,2.0,0.0,2.0,7.0,5.0,9.0,3.0,61.0
415,1.0,87.0,416.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,9.0,9.0,7.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,9.0,4.0,,6.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,87.0,416.0,2.0,2.0,,,,4.0,0.0,4.0,4.0,5.0,4.0,,7.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,3.0,1.0,,1.0,3.0,1.0,1.0,9.0,11.0,5.0,8.0,4.0,9.0,2.0,29.0
416,1.0,87.0,417.0,2.0,2.0,1.0,1.0,1.0,5.0,1.0,4.0,9.0,8.0,1.0,2.0,1.0,8.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,9.0,4.0,,6.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,6.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,87.0,417.0,2.0,2.0,,,,1.0,1.0,4.0,1.0,2.0,3.0,,7.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,1.0,5.0,,1.0,3.0,1.0,2.0,3.0,6.0,3.0,0.0,3.0,9.0,3.0,10.0
417,1.0,87.0,418.0,2.0,7.0,4.0,2.0,2.0,6.0,2.0,4.0,9.0,10.0,8.0,5.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,10.0,4.0,,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,3.0,1.0,5.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,87.0,418.0,2.0,5.0,,,,1.0,1.0,1.0,4.0,4.0,1.0,,13.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,5.0,4.0,1.0,2.0,2.0,,1.0,3.0,1.0,3.0,5.0,9.0,3.0,8.0,5.0,9.0,1.0,72.0
418,1.0,87.0,419.0,2.0,9.0,1.0,1.0,1.0,6.0,1.0,4.0,9.0,9.0,10.0,9.0,4.0,1.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,9.0,4.0,,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,87.0,419.0,2.0,5.0,,,,6.0,2.0,2.0,1.0,2.0,3.0,,9.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,4.0,6.0,4.0,2.0,3.0,5.0,,1.0,3.0,1.0,3.0,9.0,11.0,3.0,8.0,3.0,9.0,1.0,74.0
419,1.0,87.0,420.0,6.0,9.0,4.0,2.0,3.0,6.0,1.0,4.0,9.0,9.0,7.0,7.0,4.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,9.0,4.0,,2.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,87.0,420.0,2.0,5.0,,,,2.0,1.0,1.0,2.0,2.0,3.0,,7.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,2.0,3.0,4.0,,1.0,3.0,1.0,2.0,7.0,10.0,3.0,7.0,4.0,9.0,3.0,85.0
