,CARD,DECK,BALLOT,S230.Q1,S230.Q2,S230.Q3,S230.Q4,S230.Q5,S230.Q6,S230.Q7,S230.Q8,S230.Q9,S230.Q10,S230.Q11,S230.Q12,S230.Q13,S230.Q14,S230.Q15,S230.Q16,S230.Q17.n,S230.Q18,S230.Q19,S230.Q20,S230.Q21,S230.Q22,S230.Q23,S230.Q24A,S230.Q24B,S230.Q24C,S230.Q24D,S230.Q24E,S230.Q25,S230.Q26,S230.Q27,S230.Q28,S230.Q29,S230.Q30,S230.Q31.1,S230.Q31.2,S230.Q31.3,S230.Q31.4,S230.Q31.5,S230.Q31.6,S230.Q31.7,S230.Q31.8,S230.Q31.9,S230.Q31.10,S230.Q31.11,S230.Q31.12,S230.Q31.13,S230.V31A,S230.Q32,S230.Q33,S230.Q34.n,S230.Q35,S230.Q36,S230.Q37,S230.Q38,S230.Q39,S230.Q40,S230.Q41,S230.Q42,S230.Q43,S230.Q44,S230.Q45,S230.Q46,S230.Q47,S230.Q48,S230.Q49,S230.Q50,S230.Q51A,S230.Q51B,S230.Q51C,S230.Q52,S230.Q53.n,S230.Q54.n,S230.Q55,CARD..1,DECK..1,BALLOT..1,S230.V56,S230.V57
548,1.0,230.0,549.0,1.0,8.0,2.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,,,2.0,2.0,230.0,549.0,12.0,2.0
549,1.0,230.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,,,0.0,2.0,230.0,550.0,12.0,33.0
550,1.0,230.0,551.0,1.0,11.0,3.0,6.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,,2.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,551.0,12.0,20.0
551,1.0,230.0,552.0,1.0,11.0,3.0,6.0,1.0,3.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,5.0,0.0,0.0,2.0,,,2.0,2.0,230.0,552.0,12.0,27.0
552,1.0,230.0,553.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,2.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,553.0,12.0,37.0
553,1.0,230.0,554.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,230.0,554.0,12.0,26.0
554,1.0,230.0,555.0,3.0,5.0,3.0,7.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,2.0,2.0,230.0,555.0,12.0,25.0
555,1.0,230.0,556.0,2.0,7.0,4.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,0.0,,,2.0,2.0,230.0,556.0,14.0,13.0
556,1.0,230.0,557.0,2.0,10.0,1.0,4.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,4.0,,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,230.0,557.0,14.0,2.0
557,1.0,230.0,558.0,4.0,6.0,4.0,4.0,1.0,4.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,,1.0,1.0,3.0,5.0,5.0,2.0,4.0,5.0,0.0,0.0,3.0,2.0,5.0,5.0,1.0,2.0,0.0,0.0,1.0,2.0,,,2.0,2.0,230.0,558.0,14.0,12.0
558,1.0,230.0,559.0,4.0,7.0,4.0,4.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,,,0.0,2.0,230.0,559.0,14.0,23.0
559,1.0,230.0,560.0,4.0,7.0,4.0,4.0,1.0,3.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,4.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,0.0,2.0,230.0,560.0,14.0,30.0
560,1.0,230.0,561.0,4.0,9.0,4.0,4.0,2.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,5.0,0.0,1.0,0.0,,,0.0,2.0,230.0,561.0,14.0,11.0
561,1.0,230.0,562.0,4.0,8.0,4.0,4.0,1.0,3.0,10.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,2.0,2.0,230.0,562.0,14.0,34.0
562,1.0,230.0,563.0,4.0,10.0,3.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,3.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,,,2.0,2.0,230.0,563.0,14.0,25.0
563,1.0,230.0,564.0,4.0,10.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,0.0,2.0,230.0,564.0,14.0,31.0
564,1.0,230.0,565.0,5.0,5.0,4.0,4.0,1.0,1.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,,1.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,,,0.0,2.0,230.0,565.0,14.0,44.0
565,1.0,230.0,566.0,5.0,7.0,4.0,4.0,1.0,3.0,10.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,4.0,,1.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,1.0,5.0,0.0,1.0,3.0,,,0.0,2.0,230.0,566.0,14.0,16.0
566,1.0,230.0,567.0,5.0,10.0,2.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,,,0.0,2.0,230.0,567.0,14.0,10.0
567,1.0,230.0,568.0,2.0,3.0,4.0,4.0,1.0,2.0,7.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,0.0,2.0,1.0,,,0.0,2.0,230.0,568.0,14.0,36.0
568,1.0,230.0,569.0,2.0,4.0,3.0,3.0,1.0,3.0,7.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,230.0,569.0,14.0,24.0
569,1.0,230.0,570.0,1.0,9.0,4.0,1.0,1.0,2.0,10.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,,,0.0,2.0,230.0,570.0,14.0,20.0
570,1.0,230.0,571.0,1.0,9.0,5.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,5.0,5.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,,,0.0,2.0,230.0,571.0,14.0,17.0
571,1.0,230.0,572.0,1.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,230.0,572.0,14.0,37.0
572,1.0,230.0,573.0,1.0,10.0,4.0,1.0,2.0,2.0,7.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,1.0,5.0,0.0,2.0,2.0,,,2.0,2.0,230.0,573.0,14.0,8.0
573,1.0,230.0,574.0,1.0,10.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,,2.0,3.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,2.0,2.0,230.0,574.0,14.0,7.0
574,1.0,230.0,575.0,2.0,5.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,2.0,5.0,5.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,5.0,5.0,3.0,1.0,5.0,0.0,1.0,0.0,,,0.0,2.0,230.0,575.0,14.0,18.0
575,1.0,230.0,576.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,,,0.0,2.0,230.0,576.0,14.0,41.0
576,1.0,230.0,577.0,3.0,8.0,4.0,4.0,1.0,4.0,7.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,,,2.0,2.0,230.0,577.0,14.0,9.0
577,1.0,230.0,578.0,1.0,11.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,0.0,1.0,0.0,,,0.0,2.0,230.0,578.0,14.0,40.0
578,1.0,230.0,579.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,0.0,2.0,230.0,579.0,14.0,14.0
579,1.0,230.0,580.0,1.0,0.0,2.0,0.0,1.0,3.0,6.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,,2.0,3.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,0.0,3.0,2.0,,,0.0,2.0,230.0,580.0,14.0,45.0
580,1.0,230.0,581.0,1.0,4.0,3.0,4.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,,,0.0,2.0,230.0,581.0,14.0,49.0
581,1.0,230.0,582.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,2.0,2.0,230.0,582.0,14.0,48.0
582,1.0,230.0,583.0,3.0,6.0,4.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,,,2.0,2.0,230.0,583.0,14.0,29.0
583,1.0,230.0,584.0,3.0,7.0,3.0,4.0,1.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,2.0,2.0,230.0,584.0,14.0,3.0
584,1.0,230.0,585.0,3.0,9.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,,,0.0,2.0,230.0,585.0,14.0,28.0
585,1.0,230.0,586.0,2.0,6.0,5.0,1.0,2.0,2.0,7.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,5.0,,3.0,3.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,,2.0,2.0,230.0,586.0,15.0,42.0
586,1.0,230.0,587.0,1.0,3.0,4.0,1.0,2.0,5.0,10.0,0.0,4.0,0.0,0.0,4.0,5.0,2.0,5.0,6.0,,4.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,0.0,3.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,3.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,2.0,,,2.0,2.0,230.0,587.0,16.0,7.0
587,1.0,230.0,588.0,1.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,6.0,,4.0,5.0,2.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,2.0,4.0,,1.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,2.0,230.0,588.0,22.0,43.0
588,1.0,230.0,589.0,1.0,9.0,4.0,7.0,5.0,2.0,9.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,6.0,,4.0,5.0,0.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,,1.0,2.0,230.0,589.0,22.0,48.0
589,1.0,230.0,590.0,2.0,6.0,4.0,3.0,2.0,3.0,5.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,,,0.0,2.0,230.0,590.0,1.0,63.0
