,CARD,DECK,BALLOT,FORM,S192B.Q1,S192B.Q2,S192B.Q3,S192B.Q4,S192B.Q5,S192B.Q6,S192B.Q7,S192B.Q8A,S192B.Q8B,S192B.Q9,S192B.Q10,S192B.Q11,S192B.Q12,S192B.Q13,S192B.Q14,S192B.Q15,S192B.Q16,S192B.Q17,S192B.Q18,S192B.Q19,S192B.Q20,S192B.Q21,S192B.Q22,S192B.Q23,S192B.Q24,S192B.Q25,S192B.Q26,S192B.Q27,S192B.Q28,S192B.Q29,S192B.Q30,S192B.Q31,S192B.Q32A,S192B.Q32B,S192B.Q33,S192B.Q34,S192B.Q35,S192B.Q36.n,S192B.Q37,S192B.Q38,S192B.Q39,S192B.Q40A,S192B.Q40B,S192B.Q41,S192B.Q42,S192B.Q43,S192B.Q44,S192B.Q45,S192B.Q46,S192B.Q47,S192B.Q48,S192B.Q49,S192B.Q50A,S192B.Q50B,S192B.Q50C,S192B.Q50D,S192B.Q50E,S192B.Q50F,S192B.Q50G,S192B.Q50H,S192B.Q51.n,S192B.Q52,S192B.Q52A.n,S192B.Q52B.n,S192B.Q52C.n,S192B.Q52D.n,S192B.Q53.n,S192B.V54,S192B.V55
95,1.0,192.0,96.0,2.0,1.0,2.0,7.0,7.0,4.0,3.0,4.0,2.0,2.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,3.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,51.0
96,1.0,192.0,97.0,2.0,2.0,5.0,7.0,5.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,,5.0,,,,,,1.0,77.0
97,1.0,192.0,98.0,2.0,2.0,2.0,7.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,,1.0,,,,,,1.0,74.0
98,1.0,192.0,99.0,2.0,1.0,0.0,7.0,5.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,,,,,,1.0,50.0
99,1.0,192.0,100.0,2.0,1.0,2.0,7.0,7.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,,4.0,,,,,,1.0,97.0
100,1.0,192.0,101.0,2.0,1.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,5.0,,,,,,2.0,96.0
101,1.0,192.0,102.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,35.0
102,1.0,192.0,103.0,2.0,2.0,1.0,6.0,7.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,47.0
103,1.0,192.0,104.0,2.0,2.0,3.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,6.0,,,,,,2.0,3.0
104,1.0,192.0,105.0,2.0,1.0,1.0,6.0,7.0,1.0,3.0,5.0,2.0,2.0,5.0,6.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,4.0,,,,,,2.0,97.0
105,1.0,192.0,106.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,4.0,6.0,6.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,5.0,,,,,,2.0,33.0
106,1.0,192.0,107.0,2.0,2.0,2.0,6.0,8.0,1.0,3.0,5.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,,6.0,,,,,,1.0,35.0
107,1.0,192.0,108.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,5.0,,,,,,1.0,53.0
108,1.0,192.0,109.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,43.0
109,1.0,192.0,110.0,2.0,1.0,3.0,6.0,8.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,,5.0,,,,,,1.0,11.0
110,1.0,192.0,111.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,1.0,,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,1.0,84.0
111,1.0,192.0,112.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,6.0,,,,,,5.0,36.0
112,1.0,192.0,113.0,2.0,3.0,2.0,6.0,8.0,1.0,3.0,5.0,2.0,2.0,5.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,,2.0,,,,,,5.0,28.0
113,1.0,192.0,114.0,2.0,1.0,2.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,6.0,,,,,,5.0,19.0
114,1.0,192.0,115.0,2.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,2.0,2.0,5.0,7.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,4.0,,,,,,5.0,37.0
115,1.0,192.0,116.0,2.0,1.0,4.0,6.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,6.0,,,,,,5.0,40.0
116,1.0,192.0,117.0,2.0,1.0,2.0,4.0,8.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,,5.0,,,,,,5.0,35.0
117,1.0,192.0,118.0,2.0,1.0,2.0,5.0,7.0,2.0,2.0,4.0,1.0,4.0,5.0,0.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,,1.0,,,,,,2.0,66.0
118,1.0,192.0,119.0,2.0,3.0,2.0,0.0,7.0,1.0,3.0,5.0,1.0,2.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,,5.0,,,,,,2.0,94.0
119,1.0,192.0,120.0,2.0,1.0,2.0,0.0,8.0,1.0,3.0,5.0,1.0,2.0,5.0,7.0,7.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,5.0,,,,,,2.0,13.0
120,1.0,192.0,121.0,2.0,1.0,2.0,6.0,7.0,2.0,1.0,4.0,2.0,4.0,5.0,6.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,2.0,74.0
121,1.0,192.0,122.0,2.0,1.0,2.0,6.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,2.0,27.0
122,1.0,192.0,123.0,2.0,1.0,3.0,6.0,7.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,1.0,5.0
123,1.0,192.0,124.0,2.0,1.0,5.0,6.0,6.0,2.0,1.0,4.0,2.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,1.0,15.0
124,1.0,192.0,125.0,2.0,1.0,3.0,2.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,,5.0,,,,,,2.0,64.0
125,1.0,192.0,126.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,,3.0,,,,,,5.0,10.0
126,1.0,192.0,127.0,2.0,1.0,3.0,3.0,8.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,6.0,2.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,,5.0,,,,,,4.0,23.0
127,1.0,192.0,128.0,2.0,1.0,3.0,3.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,,5.0,,,,,,2.0,75.0
128,1.0,192.0,129.0,2.0,1.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,5.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,,5.0,,,,,,1.0,3.0
129,1.0,192.0,130.0,2.0,1.0,2.0,3.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,,5.0,,,,,,1.0,4.0
130,1.0,192.0,131.0,2.0,1.0,3.0,3.0,7.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,2.0,,,,,,1.0,83.0
131,1.0,192.0,132.0,2.0,1.0,5.0,3.0,8.0,2.0,2.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,,4.0,,,,,,1.0,24.0
132,1.0,192.0,133.0,2.0,1.0,2.0,3.0,6.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,,5.0,,,,,,5.0,48.0
133,1.0,192.0,134.0,2.0,1.0,3.0,3.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,,4.0,,,,,,5.0,33.0
134,1.0,192.0,135.0,2.0,1.0,3.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,,2.0,,,,,,3.0,25.0
135,1.0,192.0,136.0,2.0,1.0,3.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,27.0
136,1.0,192.0,137.0,2.0,1.0,5.0,4.0,6.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,5.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,,5.0,,,,,,1.0,89.0
137,1.0,192.0,138.0,2.0,1.0,3.0,5.0,6.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,3.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,,5.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,5.0,,,,,,2.0,12.0
138,1.0,192.0,139.0,2.0,1.0,3.0,5.0,7.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,,5.0,,,,,,3.0,6.0
139,1.0,192.0,140.0,2.0,1.0,3.0,5.0,8.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,,5.0,,,,,,3.0,11.0
140,1.0,192.0,141.0,2.0,1.0,2.0,5.0,7.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,,4.0,,,,,,1.0,13.0
141,1.0,192.0,142.0,2.0,1.0,2.0,5.0,6.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,,5.0,,,,,,1.0,81.0
142,1.0,192.0,143.0,2.0,2.0,3.0,7.0,6.0,2.0,2.0,4.0,2.0,4.0,5.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,5.0,,,,,,4.0,18.0
143,1.0,192.0,144.0,2.0,1.0,2.0,7.0,7.0,2.0,2.0,4.0,2.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,,2.0,,,,,,1.0,59.0
