,CARD,DECK,BALLOT,FORM,S198RO.Q1,S198RO.Q2,S198RO.Q3,S198RO.Q4,S198RO.Q5,S198RO.Q6A,S198RO.Q6B,S198RO.Q7,S198RO.Q8,S198RO.Q9A,S198RO.Q9B,S198RO.Q10,S198RO.Q11,S198RO.Q12,S198RO.Q13,S198RO.Q14,S198RO.Q15A.n,S198RO.Q15B.n,S198RO.Q16,S198RO.Q17,S198RO.Q18,S198RO.Q19,S198RO.Q20,S198RO.Q21,S198RO.Q22,S198RO.Q23A,S198RO.Q23B,S198RO.Q23C,S198RO.Q24A,S198RO.Q24B,S198RO.Q25A,S198RO.Q26,S198RO.Q27,S198RO.Q28,S198RO.Q29,S198RO.Q30,S198RO.Q31A,S198RO.Q31B,S198RO.Q32,S198RO.Q33,S198RO.Q34,S198RO.Q35,S198RO.Q36A,S198RO.Q36B,S198RO.Q37,S198RO.Q38,S198RO.Q39,S198RO.Q40A,S198RO.Q40B,S198RO.Q41,S198RO.Q42,S198RO.Q43,S198RO.Q44A,S198RO.Q44B,S198RO.Q44C,S198RO.Q45,S198RO.Q46.n,S198RO.Q47,S198RO.Q49,S198RO.Q50,S198RO.Q51,S198RO.Q52,S198RO.Q53,CARD..1,DECK..1,BALLOT..1,FORM..1,S198RO.Q54.1,S198RO.Q54.2,S198RO.Qii1A,S198RO.Qii1B,S198RO.Qii1C,S198RO.Qii1D,S198RO.Qii1E,S198RO.Qii1F,S198RO.Qii1G,S198RO.Qii1H,S198RO.Qii2A,S198RO.Qii2B,S198RO.Qii2C,S198RO.Qii2D,S198RO.Qii3,S198RO.Qii4,S198RO.Qii5.1,S198RO.Qii5.2,S198RO.Qii6,S198RO.Qii7A,S198RO.Qii7B,S198RO.Qii7C,S198RO.Qii7D,S198RO.Qii7E,S198RO.Qii8.n,S198RO.Qii9,S198RO.Vii10,S198RO.Vii12
64,1.0,198.0,65.0,3.0,4.0,3.0,6.0,1.0,3.0,4.0,3.0,5.0,29.0,2.0,2.0,8.0,6.0,3.0,1.0,3.0,,,1.0,1.0,5.0,6.0,6.0,4.0,2.0,1.0,2.0,9.0,1.0,4.0,1.0,9.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,7.0,6.0,1.0,1.0,3.0,1.0,5.0,3.0,1.0,,5.0,1.0,2.0,2.0,5.0,1.0,2.0,198.0,65.0,3.0,1.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,,9.0,0.0,77.0
65,1.0,198.0,66.0,3.0,4.0,3.0,5.0,1.0,3.0,4.0,3.0,5.0,33.0,2.0,4.0,9.0,4.0,3.0,1.0,5.0,,,2.0,3.0,6.0,1.0,4.0,4.0,4.0,1.0,5.0,9.0,1.0,4.0,2.0,9.0,9.0,0.0,2.0,4.0,19.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,,0.0,1.0,1.0,4.0,7.0,2.0,2.0,198.0,66.0,3.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,0.0,77.0
66,1.0,198.0,67.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,28.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,,,2.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,9.0,2.0,3.0,2.0,9.0,9.0,2.0,2.0,3.0,20.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,,0.0,2.0,1.0,3.0,5.0,1.0,2.0,198.0,67.0,3.0,1.0,9.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,9.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,0.0,77.0
67,1.0,198.0,68.0,3.0,6.0,4.0,6.0,1.0,3.0,4.0,3.0,6.0,45.0,2.0,2.0,9.0,6.0,1.0,1.0,2.0,,,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,9.0,1.0,5.0,1.0,9.0,8.0,4.0,1.0,5.0,16.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,16.0,16.0,1.0,6.0,1.0,1.0,0.0,1.0,4.0,2.0,1.0,,5.0,1.0,2.0,1.0,5.0,1.0,2.0,198.0,68.0,3.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,3.0,2.0,2.0,1.0,,3.0,0.0,77.0
68,1.0,198.0,69.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,3.0,27.0,2.0,2.0,8.0,1.0,1.0,1.0,2.0,,,1.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,7.0,9.0,1.0,2.0,1.0,9.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,,0.0,1.0,2.0,1.0,4.0,1.0,2.0,198.0,69.0,3.0,2.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,0.0,77.0
69,1.0,198.0,70.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,22.0,2.0,2.0,7.0,6.0,4.0,1.0,3.0,,,1.0,2.0,5.0,1.0,3.0,4.0,2.0,1.0,8.0,9.0,1.0,2.0,1.0,9.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,,5.0,1.0,1.0,2.0,7.0,1.0,2.0,198.0,70.0,3.0,1.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,,4.0,0.0,77.0
70,1.0,198.0,71.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,5.0,28.0,1.0,1.0,9.0,5.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,9.0,1.0,2.0,3.0,2.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,2.0,2.0,3.0,3.0,6.0,6.0,0.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,,6.0,1.0,2.0,2.0,7.0,3.0,2.0,198.0,71.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,9.0,2.0,1.0,2.0,1.0,1.0,4.0,,3.0,0.0,77.0
71,1.0,198.0,72.0,3.0,2.0,2.0,3.0,6.0,4.0,3.0,1.0,4.0,23.0,2.0,2.0,9.0,1.0,4.0,1.0,2.0,,,1.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,99.0,2.0,1.0,2.0,1.0,9.0,3.0,4.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,,0.0,1.0,1.0,1.0,12.0,1.0,2.0,198.0,72.0,3.0,1.0,9.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,0.0,77.0
72,1.0,198.0,73.0,3.0,5.0,3.0,6.0,1.0,3.0,4.0,3.0,6.0,28.0,2.0,3.0,8.0,3.0,2.0,1.0,2.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,9.0,1.0,4.0,2.0,9.0,8.0,3.0,3.0,4.0,21.0,3.0,2.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,,7.0,1.0,2.0,3.0,1.0,1.0,2.0,198.0,73.0,3.0,1.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,0.0,77.0
73,1.0,198.0,74.0,3.0,4.0,2.0,4.0,1.0,4.0,10.0,3.0,6.0,35.0,2.0,2.0,3.0,5.0,4.0,1.0,2.0,,,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,9.0,2.0,4.0,2.0,9.0,9.0,4.0,2.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,,9.0,1.0,2.0,2.0,5.0,1.0,2.0,198.0,74.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,4.0,4.0,4.0,4.0,4.0,,4.0,0.0,77.0
74,1.0,198.0,75.0,3.0,4.0,3.0,5.0,7.0,2.0,6.0,0.0,4.0,27.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,,,2.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,99.0,3.0,3.0,3.0,2.0,9.0,9.0,3.0,2.0,3.0,2.0,3.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,7.0,5.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,,5.0,1.0,2.0,2.0,6.0,1.0,2.0,198.0,75.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,0.0,77.0
75,1.0,198.0,76.0,3.0,4.0,1.0,5.0,3.0,4.0,8.0,1.0,6.0,31.0,2.0,2.0,9.0,4.0,1.0,1.0,3.0,,,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,6.0,9.0,1.0,3.0,1.0,9.0,9.0,4.0,2.0,3.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,,5.0,1.0,1.0,3.0,5.0,1.0,2.0,198.0,76.0,3.0,1.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,0.0,77.0
76,1.0,198.0,77.0,3.0,3.0,1.0,4.0,5.0,4.0,3.0,1.0,5.0,23.0,2.0,2.0,9.0,5.0,2.0,1.0,3.0,,,2.0,1.0,4.0,6.0,6.0,1.0,0.0,2.0,6.0,9.0,2.0,8.0,3.0,0.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,4.0,9.0,3.0,4.0,4.0,7.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,,0.0,0.0,1.0,4.0,6.0,1.0,2.0,198.0,77.0,3.0,1.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,3.0,2.0,1.0,1.0,,3.0,0.0,77.0
77,1.0,198.0,78.0,3.0,4.0,3.0,3.0,0.0,4.0,9.0,3.0,7.0,32.0,2.0,3.0,9.0,4.0,1.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,9.0,3.0,3.0,4.0,7.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,2.0,2.0,2.0,2.0,19.0,20.0,0.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,9.0,1.0,2.0,1.0,5.0,3.0,2.0,198.0,78.0,3.0,3.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,9.0,1.0,4.0,4.0,4.0,4.0,4.0,,3.0,0.0,77.0
78,1.0,198.0,79.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,6.0,29.0,1.0,1.0,9.0,6.0,1.0,1.0,5.0,,,1.0,1.0,5.0,1.0,5.0,4.0,2.0,1.0,8.0,9.0,1.0,2.0,1.0,9.0,10.0,4.0,1.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,4.0,4.0,0.0,4.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,,7.0,1.0,2.0,1.0,6.0,2.0,2.0,198.0,79.0,3.0,1.0,9.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,9.0,2.0,3.0,2.0,3.0,1.0,1.0,,4.0,0.0,77.0
79,1.0,198.0,80.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,1.0,5.0,26.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,,,2.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,99.0,1.0,2.0,4.0,4.0,7.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,4.0,9.0,3.0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,,0.0,3.0,1.0,3.0,3.0,2.0,2.0,198.0,80.0,3.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,2.0,1.0,,4.0,0.0,77.0
80,1.0,198.0,81.0,3.0,3.0,3.0,4.0,4.0,4.0,8.0,3.0,5.0,23.0,1.0,1.0,9.0,6.0,1.0,1.0,3.0,,,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,9.0,2.0,3.0,4.0,3.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,1.0,4.0,1.0,17.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,0.0,,5.0,1.0,2.0,2.0,12.0,2.0,2.0,198.0,81.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,0.0,77.0
81,1.0,198.0,82.0,3.0,3.0,2.0,3.0,5.0,4.0,8.0,1.0,7.0,27.0,2.0,2.0,9.0,6.0,1.0,3.0,2.0,,,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,5.0,9.0,2.0,4.0,4.0,2.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,3.0,9.0,6.0,4.0,4.0,0.0,3.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,,7.0,1.0,2.0,1.0,3.0,3.0,2.0,198.0,82.0,3.0,3.0,9.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,3.0,1.0,1.0,1.0,,3.0,0.0,77.0
82,1.0,198.0,83.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,3.0,6.0,40.0,2.0,4.0,9.0,1.0,4.0,1.0,2.0,,,2.0,2.0,3.0,1.0,3.0,4.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,9.0,3.0,4.0,3.0,4.0,20.0,1.0,2.0,0.0,0.0,2.0,3.0,9.0,2.0,4.0,4.0,0.0,4.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,,5.0,2.0,2.0,4.0,12.0,1.0,2.0,198.0,83.0,4.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,1.0,77.0
83,1.0,198.0,84.0,3.0,3.0,1.0,1.0,4.0,4.0,8.0,1.0,7.0,22.0,2.0,2.0,3.0,6.0,1.0,2.0,3.0,,,2.0,1.0,3.0,1.0,4.0,4.0,1.0,4.0,99.0,1.0,2.0,7.0,4.0,1.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,4.0,9.0,5.0,7.0,7.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,,9.0,1.0,2.0,2.0,5.0,0.0,2.0,198.0,84.0,3.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,1.0,3.0,2.0,1.0,1.0,,2.0,6.0,77.0
84,1.0,198.0,85.0,4.0,5.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,2.0,1.0,4.0,3.0,4.0,2.0,3.0,4.0,99.0,1.0,2.0,5.0,2.0,9.0,11.0,4.0,3.0,5.0,8.0,3.0,4.0,0.0,0.0,1.0,2.0,2.0,1.0,8.0,8.0,0.0,6.0,1.0,1.0,2.0,1.0,5.0,3.0,1.0,,9.0,1.0,2.0,1.0,5.0,3.0,2.0,198.0,85.0,4.0,9.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,6.0,77.0
85,1.0,198.0,86.0,4.0,4.0,1.0,5.0,1.0,3.0,4.0,3.0,6.0,31.0,2.0,3.0,5.0,4.0,3.0,1.0,2.0,,,1.0,2.0,5.0,1.0,4.0,4.0,2.0,3.0,99.0,2.0,3.0,4.0,3.0,3.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,,7.0,1.0,1.0,2.0,4.0,1.0,2.0,198.0,86.0,4.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,6.0,77.0
86,1.0,198.0,87.0,3.0,4.0,4.0,6.0,1.0,3.0,9.0,3.0,6.0,34.0,2.0,5.0,4.0,6.0,3.0,1.0,5.0,,,2.0,1.0,3.0,5.0,5.0,3.0,1.0,2.0,2.0,9.0,2.0,5.0,4.0,2.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,3.0,4.0,9.0,3.0,8.0,8.0,1.0,6.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,,7.0,3.0,1.0,3.0,1.0,3.0,2.0,198.0,87.0,3.0,1.0,9.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,9.0,3.0,1.0,3.0,2.0,1.0,1.0,,3.0,5.0,77.0
87,1.0,198.0,88.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,6.0,26.0,1.0,1.0,9.0,6.0,4.0,1.0,3.0,,,2.0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,9.0,9.0,1.0,2.0,4.0,1.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,4.0,9.0,3.0,16.0,16.0,6.0,5.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,,7.0,1.0,2.0,2.0,4.0,2.0,2.0,198.0,88.0,4.0,9.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,3.0,77.0
88,1.0,198.0,89.0,4.0,6.0,3.0,6.0,1.0,3.0,4.0,4.0,7.0,36.0,2.0,4.0,8.0,6.0,2.0,1.0,5.0,,,2.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,8.0,9.0,1.0,5.0,2.0,0.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,,7.0,1.0,2.0,1.0,3.0,2.0,2.0,198.0,89.0,4.0,9.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,2.0,77.0
89,1.0,198.0,90.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,2.0,4.0,25.0,2.0,3.0,6.0,6.0,4.0,1.0,2.0,,,2.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,9.0,2.0,3.0,4.0,1.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,1.0,4.0,3.0,12.0,12.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,6.0,1.0,2.0,2.0,8.0,1.0,2.0,198.0,90.0,4.0,9.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,3.0,77.0
90,1.0,198.0,91.0,4.0,3.0,4.0,4.0,1.0,4.0,9.0,1.0,4.0,38.0,2.0,3.0,9.0,6.0,3.0,2.0,5.0,,,2.0,2.0,6.0,5.0,5.0,4.0,4.0,2.0,4.0,9.0,3.0,4.0,2.0,9.0,9.0,1.0,2.0,4.0,6.0,3.0,3.0,0.0,0.0,2.0,2.0,2.0,3.0,6.0,6.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,7.0,1.0,2.0,2.0,12.0,1.0,2.0,198.0,91.0,4.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,4.0,77.0
91,1.0,198.0,92.0,4.0,3.0,3.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,2.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,9.0,2.0,3.0,4.0,2.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,1.0,3.0,9.0,3.0,4.0,4.0,0.0,5.0,1.0,2.0,2.0,1.0,4.0,1.0,1.0,,6.0,1.0,1.0,3.0,3.0,1.0,2.0,198.0,92.0,4.0,9.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,3.0,77.0
92,1.0,198.0,93.0,4.0,5.0,3.0,5.0,1.0,3.0,4.0,4.0,7.0,30.0,1.0,1.0,9.0,6.0,1.0,1.0,2.0,,,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,5.0,9.0,1.0,4.0,1.0,9.0,3.0,4.0,1.0,4.0,20.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,20.0,0.0,5.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,,7.0,1.0,2.0,1.0,3.0,1.0,2.0,198.0,93.0,4.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,1.0,77.0
93,1.0,198.0,94.0,4.0,4.0,1.0,4.0,1.0,4.0,9.0,1.0,7.0,32.0,2.0,3.0,9.0,5.0,3.0,1.0,3.0,,,2.0,2.0,3.0,3.0,4.0,2.0,4.0,4.0,99.0,1.0,2.0,8.0,4.0,5.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,2.0,4.0,9.0,5.0,8.0,8.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,7.0,0.0,1.0,0.0,4.0,2.0,2.0,198.0,94.0,4.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,6.0,77.0
94,1.0,198.0,95.0,3.0,7.0,4.0,6.0,1.0,1.0,10.0,3.0,6.0,49.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,,,1.0,1.0,5.0,6.0,6.0,4.0,2.0,0.0,99.0,9.0,0.0,0.0,0.0,9.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,9.0,1.0,2.0,2.0,1.0,1.0,2.0,198.0,95.0,3.0,1.0,9.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,6.0,77.0
95,1.0,198.0,96.0,4.0,4.0,3.0,4.0,1.0,4.0,9.0,1.0,7.0,35.0,2.0,3.0,8.0,4.0,3.0,2.0,5.0,,,2.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,99.0,1.0,2.0,7.0,4.0,1.0,99.0,9.0,9.0,9.0,99.0,9.0,9.0,0.0,0.0,3.0,4.0,9.0,5.0,7.0,7.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,,9.0,2.0,2.0,4.0,1.0,2.0,2.0,198.0,96.0,4.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,6.0,77.0
96,1.0,198.0,97.0,4.0,4.0,3.0,4.0,1.0,3.0,10.0,2.0,5.0,39.0,2.0,2.0,9.0,6.0,1.0,1.0,2.0,,,2.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,9.0,2.0,4.0,2.0,9.0,3.0,4.0,2.0,4.0,20.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,19.0,20.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,,1.0,1.0,2.0,1.0,5.0,1.0,2.0,198.0,97.0,4.0,9.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,2.0,77.0
