,CARD,DECK,BALLOT,S134.Q1,S134.Q2,S134.Q3,S134.Q4,S134.Q5,S134.Q6,S134.Q7.n,S134.Q8,S134.Q9,S134.Q10,S134.Q11,S134.Q12,S134.Q13,S134.Q14,S134.Q15,S134.Q16,S134.Q17,S134.Q18,S134.Q19,S134.Q20,S134.Q21,S134.Q22,S134.Q23A,S134.Q23B,S134.Q24,S134.Q25,S134.Q26,S134.Q27A,S134.Q27B,S134.Q27C,S134.Q28A,S134.Q28B,S134.Q29A,S134.Q29B,S134.Q30A,S134.Q30B,S134.Q31,S134.Q32A,S134.Q32B,S134.Q33A,S134.Q33B,S134.Q34.n,S134.Q35,S134.Q36.n,S134.Q37,S134.Q38,S134.Q39,S134.Q40,S134.Q41,S134.Q42,S134.Q43,S134.Q44,S134.Q45,S134.Q46,S134.Q47,S134.Q48,S134.Q49,S134.Q50,S134.Q51,S134.Q52,S134.Q53,S134.Q54,S134.Q55,S134.Q56,S134.Q57,S134.Q58,S134.Q59,S134.Q60,S134.Q61,S134.Q62,S134.Q63.n,S134.Q64,S134.Q65,S134.Q66.n,S134.Q67.n,S134.Q68.n,S134.Q69,S134.V70
523,1.0,134.0,524.0,1.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,,,,2.0,8.0
524,1.0,134.0,525.0,1.0,3.0,1.0,1.0,4.0,5.0,,1.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,,,,3.0,10.0
525,1.0,134.0,526.0,1.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,2.0,1.0,,,,2.0,8.0
526,1.0,134.0,527.0,1.0,3.0,3.0,2.0,3.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,,,,2.0,9.0
527,1.0,134.0,528.0,1.0,3.0,3.0,1.0,4.0,0.0,,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,1.0,,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,5.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,1.0,6.0
528,1.0,134.0,529.0,1.0,5.0,3.0,1.0,4.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,,1.0,,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,9.0
529,1.0,134.0,530.0,1.0,3.0,3.0,1.0,4.0,5.0,,1.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,,1.0,,1.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,4.0,,0.0,2.0,,,,2.0,8.0
530,1.0,134.0,531.0,1.0,3.0,3.0,1.0,3.0,3.0,,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,6.0,1.0,3.0,3.0,3.0,,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,0.0,6.0
531,1.0,134.0,532.0,1.0,4.0,3.0,1.0,5.0,0.0,,1.0,2.0,2.0,4.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,,2.0,,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,6.0
532,1.0,134.0,533.0,4.0,5.0,3.0,1.0,5.0,3.0,,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,,2.0,,2.0,3.0,3.0,3.0,3.0,0.0,4.0,3.0,4.0,2.0,4.0,0.0,4.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,4.0,,2.0,2.0,,,,2.0,8.0
533,1.0,134.0,534.0,1.0,5.0,4.0,1.0,3.0,5.0,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,,3.0,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,3.0,6.0
534,1.0,134.0,535.0,1.0,4.0,2.0,1.0,4.0,1.0,,1.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,,3.0,,1.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,,,,3.0,3.0
535,1.0,134.0,536.0,1.0,5.0,1.0,1.0,2.0,5.0,,2.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,0.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,6.0,1.0,1.0,3.0,2.0,,3.0,,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,,,,3.0,8.0
536,1.0,134.0,537.0,1.0,5.0,3.0,1.0,4.0,0.0,,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,0.0,0.0,3.0,3.0,6.0,1.0,3.0,3.0,2.0,,3.0,,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,4.0,,2.0,0.0,,,,0.0,8.0
537,1.0,134.0,538.0,0.0,5.0,3.0,1.0,4.0,5.0,,3.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,6.0,3.0,3.0,4.0,2.0,,3.0,,2.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,4.0,3.0,2.0,4.0,1.0,1.0,2.0,,2.0,1.0,,,,3.0,9.0
538,1.0,134.0,539.0,1.0,2.0,2.0,1.0,5.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,6.0,3.0,3.0,4.0,2.0,,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,,2.0,3.0,,,,2.0,2.0
539,1.0,134.0,540.0,1.0,5.0,3.0,1.0,2.0,0.0,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,5.0,0.0,3.0,0.0,1.0,3.0,2.0,3.0,,1.0,,1.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,,2.0,1.0,,,,2.0,10.0
540,1.0,134.0,541.0,1.0,3.0,3.0,1.0,5.0,1.0,,2.0,2.0,2.0,3.0,1.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,3.0,10.0
541,1.0,134.0,542.0,1.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,,2.0,1.0,,,,2.0,9.0
542,1.0,134.0,543.0,4.0,5.0,3.0,2.0,4.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,11.0
543,1.0,134.0,544.0,4.0,5.0,3.0,1.0,4.0,5.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,,2.0,,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,2.0,,,,0.0,8.0
544,1.0,134.0,545.0,1.0,3.0,2.0,1.0,2.0,5.0,,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,0.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0,,2.0,,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,1.0,,,,2.0,4.0
545,1.0,134.0,546.0,1.0,2.0,2.0,2.0,4.0,1.0,,1.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,,1.0,,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,,,,2.0,9.0
546,1.0,134.0,547.0,3.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,,1.0,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,,,,3.0,10.0
547,1.0,134.0,548.0,1.0,5.0,3.0,1.0,4.0,1.0,,3.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,,2.0,4.0,,,,2.0,8.0
548,1.0,134.0,549.0,1.0,5.0,3.0,1.0,4.0,3.0,,2.0,2.0,2.0,3.0,0.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,,2.0,,3.0,1.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,,2.0,3.0,,,,2.0,9.0
549,1.0,134.0,550.0,1.0,5.0,3.0,3.0,4.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,3.0,4.0,6.0,4.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,7.0
550,1.0,134.0,551.0,2.0,5.0,3.0,1.0,4.0,3.0,,1.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,3.0,,3.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,,2.0,1.0,,,,3.0,8.0
551,1.0,134.0,552.0,1.0,2.0,1.0,1.0,4.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,,3.0,,2.0,2.0,2.0,2.0,1.0,3.0,2.0,6.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,,2.0,2.0,,,,3.0,11.0
552,1.0,134.0,553.0,3.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,,3.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,,,,2.0,9.0
553,1.0,134.0,554.0,1.0,5.0,3.0,3.0,3.0,1.0,,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,,3.0,,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,5.0,4.0,4.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,,2.0,1.0,,,,2.0,10.0
554,1.0,134.0,555.0,4.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,,1.0,,1.0,2.0,2.0,1.0,1.0,3.0,2.0,6.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,,2.0,2.0,,,,3.0,8.0
555,1.0,134.0,556.0,4.0,4.0,3.0,2.0,3.0,3.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,,1.0,,1.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,,,,2.0,1.0
556,1.0,134.0,557.0,1.0,4.0,3.0,1.0,3.0,5.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,2.0,,,,2.0,7.0
557,1.0,134.0,558.0,4.0,5.0,3.0,1.0,4.0,1.0,,2.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,,1.0,,2.0,3.0,1.0,2.0,1.0,1.0,4.0,6.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,5.0,,2.0,2.0,,,,3.0,8.0
558,1.0,134.0,559.0,1.0,4.0,3.0,1.0,4.0,5.0,,1.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,,1.0,,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,,2.0,2.0,,,,2.0,11.0
559,1.0,134.0,560.0,1.0,4.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,,1.0,2.0,,,,2.0,8.0
560,1.0,134.0,561.0,1.0,3.0,2.0,1.0,3.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,3.0,,,,2.0,1.0
561,1.0,134.0,562.0,1.0,3.0,3.0,3.0,4.0,1.0,,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,,2.0,,3.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,1.0
562,1.0,134.0,563.0,1.0,3.0,3.0,2.0,4.0,1.0,,2.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,,3.0,,4.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,,,,2.0,11.0
563,1.0,134.0,564.0,1.0,5.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,,3.0,,4.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,,2.0,1.0,,,,2.0,10.0
564,1.0,134.0,565.0,1.0,4.0,3.0,2.0,4.0,1.0,,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,1.0,,,,2.0,9.0
565,1.0,134.0,566.0,1.0,3.0,3.0,1.0,4.0,1.0,,1.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,0.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,2.0,,2.0,,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,,2.0,4.0,,,,2.0,10.0
