S0230.CARD.,S0230.DECK.,S0230.BALLOT.,S0230.Q1.,S0230.Q2.,S0230.Q3.,S0230.Q4.,S0230.Q5.,S0230.Q6.,S0230.Q7.,S0230.Q8.,S0230.Q9.,S0230.Q10.,S0230.Q11.,S0230.Q12.,S0230.Q13.,S0230.Q14.,S0230.Q15.,S0230.Q16.,S0230.Q18.,S0230.Q19.,S0230.Q20.,S0230.Q21.,S0230.Q22.,S0230.Q23.,S0230.Q24A.,S0230.Q24B.,S0230.Q24C.,S0230.Q24D.,S0230.Q24E.,S0230.Q25.,S0230.Q26.,S0230.Q27.,S0230.Q28.,S0230.Q29.,S0230.Q30.,S0230.Q31.,S0230.Q31..1,S0230.Q31..2,S0230.Q31..3,S0230.Q31..4,S0230.Q31..5,S0230.Q31..6,S0230.Q31..7,S0230.Q31..8,S0230.Q31..9,S0230.Q31..10,S0230.Q31..11,S0230.Q31..12,S0230.V31A.,S0230.Q32.,S0230.Q33.,S0230.Q35.,S0230.Q36.,S0230.Q37.,S0230.Q38.,S0230.Q39.,S0230.Q40.,S0230.Q41.,S0230.Q42.,S0230.Q43.,S0230.Q44.,S0230.Q45.,S0230.Q46.,S0230.Q47.,S0230.Q48.,S0230.Q49.,S0230.Q50.,S0230.Q51A.,S0230.Q51B.,S0230.Q51C.,S0230.Q52.,S0230.Q55.,S0230.CARD..1,S0230.DECK..1,S0230.BALLOT..1,S0230.V56.,S0230.V57.
1,230,251,3,9,5,1,5,5,7,2,3,2,1,1,2,2,2,2,2,2,1,2,3,1,2,2,1,1,2,1,4,2,1,2,5,1,1,1,2,2,2,1,2,1,2,2,2,2,5,5,3,1,3,0,3,1,2,2,5,2,2,2,2,2,2,3,1,2,2,1,2,2,2,230,251,7,42
1,230,252,2,7,1,5,1,2,7,2,4,2,1,1,2,2,2,3,3,2,1,4,2,1,1,2,1,1,1,2,4,3,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,2,3,1,2,1,4,1,1,1,5,2,1,2,2,3,2,2,1,2,2,1,2,2,2,230,252,5,11
1,230,253,4,11,5,6,2,2,5,2,4,5,1,1,2,2,3,3,2,3,1,1,2,1,2,2,1,1,1,2,2,3,2,3,5,2,1,1,2,2,1,2,1,1,2,2,2,2,5,5,4,1,1,2,4,1,1,0,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,230,253,5,2
1,230,254,4,9,4,6,3,3,3,1,4,2,1,1,2,2,3,4,2,3,1,2,2,1,2,2,1,1,1,2,3,2,1,3,3,2,1,2,2,2,2,1,2,1,2,1,1,2,5,2,1,1,1,2,1,3,3,2,2,3,2,3,2,3,5,1,1,3,3,3,2,1,2,230,254,5,19
1,230,255,2,11,4,6,2,3,3,2,2,2,1,1,2,2,2,4,2,2,1,2,3,1,2,2,1,1,1,2,3,2,1,3,2,2,1,2,1,1,2,1,2,2,2,1,2,2,5,2,3,1,1,2,4,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,1,2,230,255,5,9
1,230,256,1,8,3,6,2,5,7,2,3,3,1,1,2,2,2,3,2,2,1,4,2,1,2,1,1,1,1,2,4,2,1,3,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,2,1,1,2,2,3,2,0,1,2,3,2,2,3,3,2,1,2,1,2,1,2,2,2,230,256,5,7
1,230,257,2,10,4,1,1,2,7,2,4,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,4,1,2,3,5,1,1,2,1,2,2,1,2,1,2,2,2,2,5,2,2,2,1,2,4,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,230,257,4,29
1,230,258,2,10,2,5,2,3,7,1,4,5,1,1,2,2,2,2,2,1,1,3,2,1,2,1,1,1,1,2,4,2,1,3,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,2,2,1,2,2,3,2,1,1,1,2,1,1,2,2,2,3,1,2,2,2,2,2,2,230,258,4,6
1,230,259,5,11,4,3,2,3,3,2,4,2,1,1,2,2,2,3,2,3,1,2,2,1,2,1,1,1,1,2,4,2,1,3,3,1,2,1,2,2,1,2,1,2,2,1,2,2,5,2,1,1,1,2,2,1,1,1,3,3,3,1,1,1,1,1,2,2,2,1,1,2,2,230,259,4,37
1,230,260,1,4,2,2,2,4,3,2,4,2,2,1,2,2,2,4,2,2,1,2,2,1,1,2,1,2,1,1,4,2,1,3,3,2,1,2,1,2,1,2,1,2,2,1,2,2,5,2,2,1,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,230,260,4,13
1,230,261,1,5,3,2,5,4,7,2,4,2,1,1,2,2,2,2,2,4,1,4,1,1,2,2,1,2,1,1,0,2,1,2,3,1,1,1,2,2,1,2,2,2,1,2,2,2,5,0,4,1,2,1,1,2,1,2,1,2,2,2,3,3,5,1,1,5,0,1,1,2,2,230,261,4,24
1,230,262,3,2,4,2,1,2,2,1,4,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,0,1,2,3,2,2,1,2,1,2,2,1,2,1,1,2,2,2,5,5,4,1,1,1,3,1,1,2,2,2,2,3,1,2,2,2,1,2,2,1,1,2,2,230,262,13,14
1,230,263,3,2,4,2,4,3,4,2,1,2,1,1,2,1,3,4,2,3,1,4,2,1,2,2,1,2,2,2,3,3,2,3,2,2,1,1,2,2,2,1,1,2,2,2,1,2,5,2,4,1,1,1,4,1,1,1,4,3,2,2,1,2,1,1,1,2,1,2,1,2,2,230,263,13,50
1,230,264,1,3,4,2,2,2,7,2,4,3,1,1,2,1,2,3,1,2,1,3,2,1,2,2,1,2,1,2,2,1,2,3,2,2,1,2,2,1,1,2,1,2,2,2,1,2,5,1,2,1,1,2,3,1,2,1,3,2,2,3,2,3,2,2,1,3,3,1,1,2,2,230,264,13,58
1,230,265,1,3,4,2,3,4,7,2,2,3,1,1,2,1,3,4,3,4,2,4,2,1,2,2,1,1,1,3,3,2,1,2,3,2,1,1,2,2,2,1,2,1,1,2,2,2,5,2,4,1,3,1,1,2,1,1,3,2,2,3,3,3,2,1,1,3,2,1,1,1,2,230,265,13,12
1,230,266,1,3,4,2,2,3,3,2,4,3,1,1,2,1,2,4,3,2,1,4,3,1,2,2,1,1,1,2,2,2,1,2,3,2,1,2,2,2,1,2,1,1,2,1,2,2,5,2,4,2,2,3,3,2,2,2,3,1,2,1,1,4,5,3,2,2,1,1,1,2,2,230,266,13,49
1,230,267,1,4,3,2,1,1,3,2,4,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,4,2,1,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,1,1,2,2,4,1,1,1,2,2,2,2,1,2,2,3,2,1,1,1,2,2,2,230,267,13,9
1,230,268,1,4,4,2,3,5,8,2,2,2,1,1,2,1,2,2,2,2,2,4,3,1,1,2,1,2,2,2,4,3,2,1,3,2,1,2,2,2,1,1,2,1,1,2,2,2,5,5,4,1,2,2,3,1,1,2,5,2,2,1,1,2,2,1,1,3,2,1,2,2,2,230,268,13,55
1,230,269,3,11,2,2,1,3,3,2,4,2,1,1,2,1,1,1,1,2,1,4,2,1,2,2,1,1,0,2,4,0,0,0,0,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,2,1,1,2,2,230,269,13,16
1,230,270,3,3,3,2,3,4,0,2,2,5,1,1,2,1,3,4,3,3,1,4,1,1,1,2,1,2,2,2,3,3,2,2,3,2,1,2,2,2,1,1,2,1,1,2,2,2,5,5,4,2,4,1,1,2,2,1,3,3,1,3,2,3,2,3,1,3,3,3,3,2,2,230,270,13,10
1,230,271,3,3,4,2,0,3,2,2,4,1,1,1,2,1,3,4,1,2,1,3,2,1,2,2,1,1,2,1,0,2,1,4,3,2,1,2,2,2,1,1,1,1,2,2,2,2,5,1,3,1,1,2,5,1,2,1,2,2,1,3,2,1,1,1,2,1,1,1,2,1,2,230,271,13,2
1,230,272,3,3,5,2,1,2,3,2,3,2,1,1,2,1,3,2,1,2,1,2,2,1,2,2,1,1,2,2,4,2,1,5,2,2,1,2,2,2,1,2,1,1,2,2,1,2,5,2,2,1,1,1,3,1,1,1,5,3,2,3,1,2,1,2,1,2,2,1,1,2,2,230,272,13,15
1,230,273,3,9,4,2,1,2,3,1,3,2,1,1,2,1,2,3,1,1,1,2,2,1,2,2,1,1,1,2,4,2,1,4,1,2,1,2,2,2,2,1,2,1,1,2,1,2,5,2,2,1,1,1,4,1,2,3,4,2,2,3,1,1,1,1,2,1,2,1,2,2,2,230,273,13,56
1,230,274,3,9,4,2,2,3,5,2,3,3,1,1,2,1,2,4,3,4,1,3,2,1,2,1,1,1,1,1,4,2,1,2,5,2,1,2,2,2,1,2,1,1,2,1,2,2,5,2,2,1,3,1,2,1,1,2,5,2,2,2,2,2,2,3,1,1,2,1,1,2,2,230,274,13,32
1,230,275,3,9,5,2,2,3,5,2,4,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,4,2,1,3,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,2,1,1,3,1,4,1,2,1,2,2,2,2,3,1,1,2,1,2,2,1,1,2,2,230,275,13,30
1,230,276,2,9,4,5,2,5,5,2,4,2,1,1,2,1,2,3,1,2,1,3,1,1,2,2,1,2,2,1,4,3,2,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,5,5,4,1,3,2,4,2,1,1,5,2,2,3,1,2,2,1,1,2,2,1,1,2,2,230,276,12,34
1,230,277,4,11,5,6,2,3,3,2,4,1,1,1,2,1,2,2,1,2,2,4,2,1,1,2,1,1,1,2,2,2,1,3,3,2,1,2,1,2,2,1,1,1,2,2,2,2,5,1,2,1,4,2,3,2,1,3,5,3,1,2,2,1,2,2,2,2,2,1,2,0,2,230,277,12,43
1,230,278,4,10,4,6,1,3,4,1,4,2,1,1,2,1,2,3,1,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,3,1,1,2,2,2,1,2,2,1,2,2,1,2,5,2,1,1,1,3,4,1,2,1,3,2,2,2,2,1,2,1,1,1,1,1,2,2,2,230,278,12,32
1,230,279,5,9,4,7,5,3,3,2,2,2,1,1,2,1,2,3,2,3,2,5,1,1,2,2,1,1,1,2,4,2,2,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,1,1,4,1,1,3,3,2,5,1,2,2,3,2,2,1,1,1,2,2,1,2,2,230,279,12,1
1,230,280,5,9,4,7,2,2,5,2,4,3,1,1,2,1,2,3,2,3,1,4,1,1,2,2,1,1,1,2,4,3,2,3,2,2,1,2,1,2,2,1,2,1,2,1,2,2,5,5,4,1,4,2,4,3,3,3,5,3,1,3,2,3,5,3,2,5,0,2,3,1,2,230,280,12,6
1,230,281,2,11,3,6,2,5,7,2,4,4,2,1,2,1,2,4,3,4,1,4,1,1,2,2,1,1,1,2,4,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,1,4,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,2,2,230,281,12,29
1,230,282,1,9,3,1,1,4,2,3,3,2,1,1,2,1,2,2,1,2,1,3,2,1,2,2,1,1,1,2,2,2,1,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,1,1,1,1,2,2,2,1,2,3,1,1,3,1,3,2,1,1,1,1,1,1,2,2,230,282,12,24
1,230,283,1,9,4,4,2,5,4,1,4,3,1,1,2,1,3,4,2,3,1,4,2,1,2,2,1,1,1,2,0,1,2,2,3,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,2,3,3,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,230,283,12,7
1,230,284,1,9,2,6,2,3,0,2,2,3,1,1,2,1,3,3,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,3,2,1,1,1,2,2,1,2,1,2,2,2,2,5,2,2,1,2,1,0,2,1,2,2,1,1,1,2,3,2,1,2,3,3,3,2,0,2,230,284,12,28
1,230,285,1,10,2,3,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,3,2,1,2,1,1,1,1,2,4,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,3,2,2,2,1,2,0,2,230,285,12,10
1,230,286,1,10,5,6,1,5,2,2,4,3,1,1,2,1,3,4,3,3,2,2,2,1,2,2,1,1,1,1,0,1,1,4,3,1,1,2,2,2,2,1,2,1,2,2,1,2,5,2,1,1,3,1,2,3,1,1,3,3,3,3,1,1,3,1,1,3,2,1,2,0,2,230,286,12,39
1,230,287,1,10,5,5,3,2,3,1,3,3,1,1,2,1,2,2,3,2,1,3,3,1,2,2,1,1,2,1,0,2,1,0,1,2,1,1,2,2,1,2,2,1,2,1,2,2,5,2,3,1,3,3,1,3,3,0,1,1,1,3,3,3,5,1,1,3,3,3,2,2,2,230,287,12,42
1,230,288,3,10,4,2,1,3,3,2,3,2,1,1,2,1,2,3,2,2,1,4,1,1,2,2,1,1,1,2,3,1,2,1,3,2,1,2,2,2,1,1,2,1,1,2,2,2,5,2,4,1,3,3,5,5,3,4,5,0,0,0,0,5,0,3,0,0,0,0,0,0,2,230,288,12,36
1,230,289,3,10,2,7,5,3,4,2,4,1,1,1,2,1,2,2,2,3,1,4,1,1,2,2,1,1,1,2,4,1,1,4,3,2,2,1,2,2,1,2,2,2,1,1,1,2,5,2,2,1,1,2,2,2,1,1,5,2,2,1,3,3,2,1,1,5,0,3,2,2,2,230,289,12,23
1,230,290,4,5,4,4,1,3,2,1,4,3,1,1,2,1,2,4,2,1,1,4,2,1,0,0,1,0,0,2,3,1,2,5,2,1,1,2,2,2,1,2,1,2,2,2,1,2,5,2,2,1,2,1,1,2,2,2,5,2,2,2,2,2,5,2,2,5,0,3,0,2,2,230,290,14,38
1,230,291,4,6,4,4,1,4,7,2,4,2,1,1,2,1,2,4,1,3,1,3,2,2,2,2,1,1,2,2,4,2,1,3,2,2,2,1,2,1,1,1,2,1,2,2,2,2,5,1,2,1,2,2,1,2,1,1,1,3,2,2,2,3,1,1,1,5,0,3,2,2,2,230,291,14,27
1,230,292,2,11,3,4,2,2,3,1,4,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,0,2,1,3,5,2,1,2,2,1,1,2,2,1,2,1,2,2,5,2,2,1,4,1,1,2,1,3,3,3,2,3,2,3,2,2,1,3,2,1,2,0,2,230,292,14,43
1,230,293,3,8,5,1,1,2,3,1,3,2,1,1,2,1,2,3,2,1,1,3,2,2,2,2,1,1,2,1,4,2,1,3,2,1,2,2,2,2,1,2,2,1,2,1,1,2,5,2,1,1,2,2,1,2,2,2,3,2,2,3,2,3,2,3,1,2,2,1,2,2,2,230,293,14,35
1,230,294,2,9,2,1,1,2,3,1,4,1,1,1,2,1,1,1,1,2,1,3,2,1,2,2,1,1,1,1,4,3,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,5,5,4,1,1,3,5,5,3,4,5,3,3,2,2,5,5,3,0,4,0,3,0,0,2,230,294,15,36
1,230,295,4,9,4,5,2,4,7,2,3,2,2,4,5,1,5,6,4,5,1,3,2,2,2,1,1,2,1,2,4,3,2,3,2,2,1,1,2,1,2,2,1,2,2,1,2,2,5,5,4,1,2,2,2,2,1,1,5,2,2,3,2,2,2,1,1,1,2,2,2,0,2,230,295,20,29
1,230,296,4,9,4,5,1,5,7,2,3,3,2,4,5,1,5,6,4,5,0,0,4,0,2,2,1,1,1,2,3,3,2,1,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,1,2,2,5,5,3,4,5,2,1,2,2,5,5,3,0,5,0,3,0,0,2,230,296,20,30
1,230,297,5,8,4,5,2,4,7,2,3,3,2,4,5,1,5,6,4,2,1,2,2,2,2,2,1,1,1,2,4,3,2,2,3,2,1,2,1,2,1,1,2,1,2,2,2,2,5,5,4,2,2,2,2,3,2,1,3,2,2,3,3,2,2,2,1,2,2,1,2,0,2,230,297,20,43
1,230,298,2,11,2,5,1,3,2,1,4,1,0,0,0,1,2,2,1,2,1,3,2,1,2,1,1,1,2,2,4,3,2,3,5,2,1,2,2,2,2,1,2,1,2,2,2,2,3,5,4,1,1,2,3,1,1,1,2,2,2,2,2,2,1,1,1,3,2,1,1,2,2,230,298,22,14
1,230,299,2,11,5,3,3,4,3,2,2,4,1,1,2,1,3,5,3,3,1,2,2,0,2,2,1,1,1,2,1,3,2,4,2,2,1,2,2,2,2,1,2,1,2,1,1,2,5,5,4,1,4,2,1,2,3,2,5,2,3,2,3,1,2,3,1,1,2,1,2,2,2,230,299,1,64
1,230,300,2,3,4,3,2,5,7,2,4,3,1,1,2,1,2,4,2,2,1,2,0,0,1,2,1,1,1,1,4,2,1,4,1,2,1,2,2,1,1,2,1,1,2,2,2,2,5,1,1,1,1,3,4,1,1,2,2,3,1,3,3,3,2,2,2,1,2,1,1,1,2,230,300,1,49
1,230,301,1,7,2,3,2,4,5,2,4,2,2,1,2,1,1,1,3,2,1,2,3,1,1,1,2,2,2,2,4,3,2,3,5,2,1,2,2,1,1,2,2,2,2,2,2,2,3,5,4,3,2,1,4,1,1,1,5,2,1,2,1,3,2,2,0,5,2,3,2,2,2,230,301,1,22
1,230,302,2,4,5,3,3,3,7,2,2,4,1,1,2,1,3,4,3,2,1,2,2,1,2,2,1,1,1,1,4,2,1,3,3,2,2,1,2,1,1,1,2,1,2,2,2,2,5,1,1,1,2,3,3,2,1,3,1,2,2,3,2,1,2,1,1,1,2,1,1,1,2,230,302,1,35
1,230,303,2,5,3,3,2,2,3,3,4,5,1,1,2,1,2,3,2,2,1,2,1,1,2,1,1,2,1,2,4,1,2,4,2,2,1,1,2,1,2,2,1,1,2,2,2,2,5,5,4,1,2,3,2,1,1,1,5,2,2,2,2,3,2,1,1,2,2,1,1,2,2,230,303,1,23
1,230,304,2,5,4,3,2,3,5,2,4,3,1,1,2,1,4,3,2,3,1,2,2,1,2,2,1,2,2,1,0,1,2,3,2,2,1,2,2,2,1,1,2,1,1,2,2,2,5,2,4,1,1,1,3,1,2,1,4,3,2,2,2,1,1,1,1,1,2,2,2,2,2,230,304,1,58
1,230,305,2,5,1,3,2,2,5,2,2,3,1,1,2,1,4,4,3,1,1,4,1,1,2,2,1,1,1,2,1,1,2,4,2,1,1,2,2,1,2,2,2,2,2,1,1,2,5,5,4,1,1,1,1,2,1,2,5,2,3,2,1,3,5,1,1,0,0,1,2,2,2,230,305,1,24
1,230,306,3,9,2,5,2,4,7,2,2,1,1,1,2,1,2,3,3,3,1,3,2,1,2,1,1,1,1,2,3,2,1,2,3,2,1,2,2,2,1,2,1,1,2,2,1,2,5,2,3,1,1,1,3,2,1,1,1,2,2,2,3,2,2,2,1,1,1,1,2,2,2,230,306,1,17
1,230,307,1,3,4,1,5,4,3,2,4,3,1,1,2,1,4,4,3,2,0,2,2,1,2,2,1,1,2,2,4,3,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,5,5,1,1,1,1,3,1,2,1,3,2,2,2,2,3,2,3,1,1,2,1,1,2,2,230,307,1,48
1,230,308,1,4,4,3,2,3,4,2,4,2,1,1,2,1,2,4,2,1,1,3,1,1,2,2,1,2,2,2,4,1,1,4,1,2,1,2,2,1,1,1,2,1,2,2,2,2,5,1,2,1,3,3,3,1,2,2,4,2,2,3,2,3,2,2,1,4,3,1,2,2,2,230,308,1,31
1,230,309,1,4,4,3,1,3,3,1,3,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,1,4,3,2,1,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,4,1,1,1,5,2,2,2,2,2,1,1,1,2,1,3,1,2,2,230,309,1,16
1,230,310,3,9,5,0,1,5,5,2,2,2,1,1,2,1,3,4,2,2,1,2,3,2,1,2,1,2,1,1,4,1,1,3,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,2,2,1,1,2,2,1,2,1,3,2,2,3,1,2,2,1,1,3,2,1,2,0,2,230,310,1,25
1,230,311,3,10,3,1,1,5,3,2,3,5,1,1,2,1,3,4,2,1,1,2,2,1,2,2,1,1,1,2,4,1,2,2,3,2,1,1,1,2,1,2,2,1,2,2,2,2,5,5,4,1,1,1,5,5,3,4,5,2,1,3,2,4,5,0,0,0,0,0,0,0,2,230,311,2,23
1,230,312,3,7,4,1,5,5,7,2,4,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,2,0,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,5,2,2,2,2,1,2,2,2,2,3,2,2,2,2,3,2,3,1,3,2,1,2,0,2,230,312,2,18
1,230,313,2,9,4,4,1,4,5,2,3,2,1,1,2,1,3,4,2,3,1,3,2,2,2,2,1,1,1,2,1,1,2,2,3,2,1,2,2,2,1,2,1,1,2,2,1,2,5,5,4,1,2,3,3,1,2,1,2,2,1,2,3,1,1,1,2,1,1,1,1,2,2,230,313,6,18
1,230,314,2,10,3,4,5,4,7,2,4,1,1,1,2,1,1,1,1,2,1,3,2,1,2,2,1,2,1,2,4,1,2,4,2,2,1,2,1,2,1,1,2,1,2,2,2,2,5,1,1,1,1,1,4,1,1,1,2,2,2,3,2,1,1,1,1,2,1,1,1,1,2,230,314,6,36
1,230,315,2,10,4,5,1,5,5,1,3,3,1,1,2,1,2,3,2,1,1,1,2,1,2,2,1,1,1,1,4,2,1,3,3,1,2,2,2,2,2,1,2,1,1,1,2,2,5,3,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,230,315,6,42
1,230,316,2,10,5,3,2,4,2,2,1,4,1,1,2,1,2,4,3,2,1,2,4,2,2,1,1,2,1,2,4,1,1,4,5,1,1,2,2,2,1,2,2,1,1,2,2,2,5,5,1,2,2,1,3,2,1,1,1,2,3,1,3,2,3,1,1,2,3,1,2,2,2,230,316,6,26
1,230,317,2,11,2,4,2,4,5,2,4,1,1,1,2,1,2,4,2,1,1,2,2,0,1,1,1,1,1,3,2,3,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,2,2,2,1,3,1,2,1,2,1,1,3,1,3,5,2,2,1,2,3,2,0,2,230,317,6,10
1,230,318,2,11,5,3,2,2,2,2,4,1,1,1,2,1,1,2,2,2,1,3,2,2,2,2,1,1,1,1,2,1,2,2,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,230,318,10,3
1,230,319,1,10,4,4,2,4,8,2,1,4,1,1,2,1,4,4,3,4,1,1,4,1,2,1,2,2,2,1,0,2,1,1,3,1,1,2,1,1,2,2,2,1,2,2,2,2,5,4,3,1,2,1,4,1,1,2,1,1,1,3,3,1,2,2,0,1,1,1,1,1,2,230,319,10,23
1,230,320,3,10,4,3,1,2,2,2,4,2,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,4,1,1,3,2,2,2,2,2,2,1,1,1,1,2,1,2,2,5,2,4,1,2,2,2,2,1,1,2,1,1,2,1,2,5,1,0,2,2,1,2,2,2,230,320,10,21
1,230,321,1,0,3,3,1,1,4,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,0,0,1,0,0,1,1,1,1,4,1,1,1,2,2,2,2,1,2,1,2,1,2,2,5,0,1,1,1,1,4,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,2,2,230,321,10,12
1,230,322,1,4,3,3,2,3,3,2,2,2,1,1,2,1,2,2,1,3,1,2,1,1,2,2,1,1,1,2,2,1,2,2,3,1,1,2,2,2,2,1,2,1,1,2,2,2,5,2,4,1,1,2,4,2,2,1,3,2,2,2,2,3,2,1,1,2,2,1,2,0,2,230,322,10,5
1,230,323,4,6,5,3,2,5,7,2,3,2,1,2,2,1,3,2,3,1,1,1,2,2,2,2,1,1,2,2,3,1,1,4,1,2,1,2,2,1,2,1,2,2,1,2,1,2,5,2,3,1,3,1,2,2,1,1,1,2,2,3,3,3,3,1,1,4,4,2,2,2,2,230,323,11,46
1,230,324,4,10,4,1,2,4,3,1,3,2,1,1,2,1,2,2,2,2,1,3,2,1,2,2,1,2,2,2,4,2,1,3,3,2,1,2,2,1,1,2,2,1,2,1,2,2,5,2,1,1,3,1,5,5,2,4,5,0,0,0,0,5,5,2,1,5,0,1,0,0,2,230,324,11,13
1,230,325,5,9,5,2,1,2,4,2,4,1,1,1,2,1,2,3,1,2,1,1,2,2,2,2,1,1,1,1,0,2,1,4,3,2,1,2,2,2,1,2,1,1,2,2,1,2,5,1,3,1,1,2,3,1,2,3,5,2,2,2,2,1,2,1,2,2,1,2,1,2,2,230,325,11,38
1,230,326,4,5,4,2,2,2,5,1,3,2,1,1,2,1,2,2,1,1,1,3,2,2,2,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,5,5,4,1,1,3,1,2,2,2,5,2,1,2,3,3,5,3,1,3,2,1,2,2,2,230,326,15,44
1,230,327,1,10,3,6,1,5,9,2,4,4,1,1,2,1,3,4,2,3,1,4,2,1,0,0,0,0,0,2,0,1,1,1,3,2,1,1,1,2,2,2,2,1,2,1,2,2,5,2,2,2,1,1,2,2,1,1,1,0,1,0,0,2,2,0,0,0,0,0,0,0,2,230,327,4,18
1,230,328,2,5,3,3,1,4,8,2,4,5,1,1,2,1,2,4,2,2,1,2,2,1,2,2,1,2,1,1,4,2,1,3,3,1,2,2,2,1,2,1,1,2,2,2,1,2,5,1,2,1,4,0,1,3,1,2,5,0,0,0,0,3,5,3,0,3,0,2,2,2,2,230,328,4,34
1,230,329,3,9,2,6,2,3,7,1,4,3,1,1,2,1,2,3,2,2,1,2,2,1,2,2,1,2,1,1,4,1,1,3,2,2,1,2,2,2,2,1,2,1,2,1,1,2,5,2,2,1,1,1,2,2,2,1,2,1,1,3,1,2,2,1,2,3,2,1,1,2,2,230,329,4,12
1,230,330,3,8,3,6,1,2,8,2,4,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,4,2,1,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,1,1,1,1,2,4,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,230,330,4,11
1,230,331,3,8,1,6,1,3,3,2,3,2,2,1,2,1,2,4,1,3,1,2,3,1,2,2,1,1,1,1,4,1,2,5,5,2,1,1,2,1,2,2,2,2,1,2,1,2,5,5,2,2,2,3,2,2,1,2,2,3,1,2,2,3,2,2,1,4,0,3,3,0,2,230,331,4,15
1,230,332,3,10,3,6,2,3,7,1,4,1,1,1,2,1,2,2,2,2,1,4,2,2,2,1,1,2,1,2,4,1,2,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,5,5,4,2,1,1,2,2,3,2,5,1,1,3,1,3,2,1,1,2,2,1,2,2,2,230,332,4,21
1,230,333,3,6,3,5,1,3,3,3,2,2,1,1,2,1,3,2,3,3,1,2,2,1,1,1,2,1,1,2,1,1,1,2,3,1,1,2,2,2,1,2,1,1,2,2,2,2,5,3,2,1,1,1,3,1,1,2,3,2,2,2,2,2,2,3,1,2,2,3,3,2,2,230,333,4,9
1,230,334,3,6,4,1,3,5,4,2,2,2,1,1,2,1,2,4,3,2,1,2,2,1,2,2,1,2,2,2,3,3,2,3,2,2,1,2,2,2,1,2,1,1,2,1,2,2,5,5,4,2,2,2,4,1,1,1,1,1,2,2,3,2,1,2,1,1,1,1,1,2,2,230,334,4,23
1,230,335,3,7,4,6,2,2,7,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,4,1,2,3,2,1,1,2,2,2,1,2,1,2,2,1,2,2,5,2,1,1,1,1,4,1,1,1,2,2,1,3,2,3,2,3,2,1,1,1,1,2,2,230,335,4,32
