CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7A.,Q.7A..1,Q.7A..2,Q.7A..3,Q.7A..4,Q.7A..5,Q.7A..6,Q.7A..7,Q.7A..8,Q.7A..9,Q.7A..10,Q.7A..11,Q.7A..12,Q.7A..13,Q.7A..14,Q.7A..15,Q.7A..16,Q.7A..17,Q.7A..18,Q.7A..19,Q.7A..20,Q.7A..21,Q.7A..22,Q.7B.,Q.7B..1,Q.7B..2,Q.7B..3,Q.7B..4,Q.7B..5,Q.7B..6,Q.7B..7,Q.7B..8,Q.7B..9,Q.7B..10,Q.7B..11,Q.7B..12,Q.7B..13,Q.7B..14,Q.7B..15,Q.7B..16,Q.7B..17,Q.7B..18,Q.7B..19,Q.7B..20,Q.7B..21,Q.7B..22,Q.7C.,Q.7C..1,Q.7C..2,Q.7C..3,Q.7C..4,Q.7C..5,Q.7C..6,Q.7C..7,Q.7C..8,Q.7C..9,Q.8A.,Q.8B.,Q.8C.,Q.9A.,Q.9A..1,Q.9A..2,Q.9A..3,Q.9A..4,CARD..1,DECK..1,BALLOT..1,NA.1,Q.9B.,Q.9B..1,Q.9B..2,Q.9B..3,Q.9B..4,Q.9B..5,Q.9B..6,Q.9C.,Q.9C..1,Q.9C..2,Q.9C..3,Q.10.,Q.11A.,Q.11A..1,Q.11A..2,Q.11A..3,Q.11A..4,Q.11A..5,Q.11A..6,Q.11A..7,Q.11A..8,Q.11A..9,Q.11B.,Q.11B..1,Q.11B..2,Q.11B..3,Q.11B..4,Q.11B..5,Q.11B..6,Q.11B..7,Q.11B..8,Q.11B..9,Q.11D.,Q.12A.,Q.12A..1,Q.12A..2,Q.12A..3,Q.12A..4,Q.12A..5,Q.12A..6,Q.12A..7,Q.12A..8,Q.12A..9,Q.12A..10,Q.12A..11,Q.12B.,Q.12B..1,Q.12B..2,Q.12B..3,Q.12B..4,Q.12B..5,Q.12B..6,Q.12B..7,Q.12B..8,Q.12B..9,Q.12B..10,Q.12B..11,Q.13A.,Q.13B.,Q.14.,Q.15A.,Q.15B.,Q.15B..1,Q.15B..2,Q.15B..3,Q.15B..4,Q.15B..5,Q.15B..6,Q.15B..7,Q.15B..8,CARD..2,DECK..2,BALLOT..2,NA.2,Q.16.,Q.17.,Q.18A.,Q.19A.,Q.19B.,Q.19C.,Q.20A.,Q.20B.,Q.21A.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26A.,Q.26B.,V.27.
1,160,72,2,3,1,7,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,5,1,2,3,2,1,2,160,72,2,1,1,1,1,1,1,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,2,2,2,2,2,2,2,2,1,3,160,72,2,1,3,3,2,3,5,2,2,1,4,1,0,1,1,1,682
1,160,73,2,3,1,7,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,5,1,1,3,3,1,2,160,73,2,1,1,1,1,1,3,3,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,3,160,73,2,1,3,2,1,3,2,1,2,1,4,1,0,4,1,1,695
1,160,74,2,3,1,7,5,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,1,2,1,1,2,1,2,160,74,2,1,1,1,2,2,1,1,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,2,2,2,2,2,2,2,2,3,160,74,2,1,2,3,3,3,6,2,3,3,3,2,0,4,2,1,523
1,160,75,2,2,1,7,3,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,1,2,2,1,2,1,2,160,75,2,1,1,1,1,1,1,1,2,2,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,3,160,75,2,1,3,3,1,3,3,3,0,3,4,2,0,4,1,1,687
1,160,76,2,2,1,7,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,3,0,0,0,0,0,2,160,76,2,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,2,2,2,2,2,2,2,2,1,3,160,76,2,1,3,2,1,3,2,2,2,1,4,1,1,4,2,1,527
1,160,77,2,3,1,7,5,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,3,2,1,1,2,160,77,2,2,1,2,2,1,1,1,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,160,77,2,1,3,2,1,3,3,2,2,1,4,1,1,1,1,1,809
1,160,78,2,1,1,7,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,1,1,1,1,1,2,160,78,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,2,2,1,2,2,2,2,2,3,160,78,2,1,3,1,1,3,4,3,0,1,3,1,0,4,1,1,655
1,160,79,2,3,1,7,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,3,1,1,1,1,1,2,160,79,2,1,1,1,2,1,2,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,160,79,2,1,3,3,1,3,3,1,1,1,4,1,0,4,1,1,685
1,160,80,2,4,1,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,5,3,1,1,1,1,3,2,160,80,2,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,3,160,80,2,1,3,2,2,3,1,1,2,1,4,1,0,4,1,1,854
1,160,81,2,2,1,7,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,5,5,1,1,3,3,1,2,160,81,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,160,81,2,1,3,2,4,3,2,1,3,1,4,1,1,1,1,1,660
1,160,82,2,2,1,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,4,5,1,1,1,1,1,2,160,82,2,1,1,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,2,2,2,1,3,160,82,2,1,1,0,1,3,6,1,1,1,4,1,0,1,1,1,657
1,160,83,2,1,1,7,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,2,2,1,2,160,83,2,1,1,2,3,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,160,83,2,0,3,1,2,3,3,1,3,1,3,1,0,0,1,1,693
1,160,84,2,2,1,7,4,3,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,1,3,2,1,1,2,160,84,2,1,1,1,3,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,3,160,84,2,3,4,3,1,3,3,2,2,3,3,2,1,5,1,1,777
1,160,85,2,2,2,6,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,2,1,3,1,1,2,160,85,2,2,1,1,1,1,1,1,2,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,2,2,1,2,2,2,2,2,2,3,160,85,2,3,3,1,2,3,7,2,3,1,4,0,1,2,1,1,802
1,160,86,2,1,2,6,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,2,1,1,1,1,2,160,86,2,2,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,2,2,2,2,2,2,2,2,1,3,160,86,2,1,3,1,2,3,3,1,2,1,4,2,1,3,1,1,617
1,160,87,2,1,3,7,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,3,1,1,2,160,87,2,1,1,1,3,1,1,1,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,3,160,87,2,3,3,2,2,3,5,1,2,1,3,1,1,1,1,1,626
1,160,88,2,3,3,7,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,3,1,2,1,3,1,2,160,88,2,1,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3,160,88,2,1,3,2,2,3,4,1,2,1,4,1,1,4,1,1,668
1,160,89,2,1,3,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,4,2,1,1,2,1,2,160,89,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,160,89,2,1,3,2,1,3,8,1,2,1,4,1,1,1,1,1,639
1,160,90,2,3,3,7,4,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,1,3,1,1,2,160,90,2,2,1,1,3,1,1,2,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,160,90,2,1,3,3,3,3,3,1,2,1,4,1,0,4,0,0,502
1,160,91,2,3,3,7,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,5,1,1,1,3,1,1,2,160,91,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,160,91,2,1,3,2,2,3,6,1,1,1,4,2,1,2,1,1,629
1,160,92,2,3,3,7,4,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,1,1,1,1,2,160,92,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,160,92,2,1,3,2,2,3,2,2,2,1,3,1,0,4,1,1,503
1,160,93,2,1,3,0,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,5,3,1,1,0,1,1,2,160,93,2,1,1,0,1,1,0,0,0,0,0,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,2,2,2,1,3,160,93,2,1,3,0,1,3,1,2,1,1,1,1,0,1,1,1,633
1,160,94,2,2,3,7,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,0,0,0,1,1,0,0,2,160,94,2,0,1,1,0,0,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,1,3,160,94,2,1,1,0,1,3,3,1,1,1,0,1,0,4,1,1,830
1,160,95,2,5,3,7,4,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,5,3,2,1,3,1,1,2,160,95,2,2,1,1,1,1,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,3,160,95,2,1,3,3,1,3,3,1,2,1,4,1,0,4,1,1,881
1,160,96,2,1,3,7,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,1,3,1,1,2,160,96,2,3,1,1,2,1,1,1,2,1,3,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,3,160,96,2,1,3,3,2,3,3,2,2,1,3,1,0,4,1,1,848
1,160,97,2,1,3,7,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,1,2,3,1,1,2,160,97,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,3,160,97,2,1,3,3,1,3,2,2,2,1,3,2,0,4,1,1,896
1,160,98,2,3,3,7,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,1,1,1,1,2,2,2,160,98,2,1,1,1,1,2,1,1,1,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,3,160,98,2,1,1,2,2,3,3,1,2,1,4,1,1,4,1,1,666
1,160,99,2,1,4,1,1,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,3,1,2,3,1,1,2,160,99,2,1,2,2,2,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,3,160,99,2,1,3,1,3,3,9,1,3,1,4,2,1,0,0,0,782
1,160,100,2,2,4,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,1,1,2,1,1,1,2,160,100,2,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,160,100,2,1,3,2,2,3,1,1,1,1,1,1,0,0,1,1,748
1,160,101,2,1,4,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,3,2,2,2,160,101,2,1,3,3,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,3,160,101,2,1,0,2,1,3,1,3,0,1,1,1,0,6,1,1,583
1,160,102,2,2,4,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,1,1,1,1,2,160,102,2,1,2,1,3,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,3,160,102,2,0,3,2,4,3,1,1,3,1,4,2,1,4,2,2,757
1,160,103,2,1,4,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,5,1,1,1,1,1,2,160,103,2,2,2,2,1,1,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,3,160,103,2,1,3,1,1,3,6,1,1,1,4,1,0,3,1,1,795
1,160,104,2,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,160,104,2,1,3,3,1,1,1,1,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,160,104,2,1,3,1,1,3,6,1,2,1,4,1,0,3,1,1,566
1,160,105,2,2,4,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,1,1,1,1,1,2,160,105,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,160,105,2,1,3,1,2,3,1,1,2,1,4,1,1,1,0,0,791
1,160,106,2,2,4,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,1,3,1,1,2,160,106,2,2,2,2,3,2,2,3,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,1,2,2,2,2,2,2,2,2,1,3,160,106,2,0,3,1,1,3,4,1,2,1,4,1,1,3,1,1,554
1,160,107,2,4,4,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,1,1,1,2,160,107,2,2,3,3,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,3,160,107,2,1,3,2,2,3,2,1,1,1,4,1,0,4,2,1,564
1,160,108,2,4,4,1,3,3,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,1,0,1,1,1,1,2,160,108,2,0,2,2,1,1,1,1,0,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,160,108,2,1,3,2,2,3,1,1,2,1,4,2,0,4,1,1,750
