CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14A.,Q.14B.,Q.14C.,Q.15A.,Q.15A..1,Q.15A..2,Q.15A..3,Q.15A..4,Q.15A..5,Q.15A..6,Q.15A..7,Q.15A..8,Q.15B.,Q.15C.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25A.,Q.25B.,Q.25C.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,CARD..1,DECK..1,BALLOT..1,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52B.,Q.52C.,Q.52D.,Q.52E.,Q.52F.,Q.53.,Q.54.,Q.55.,V.58.,V.59.,V.60.,V.61.,V.62.,V.63.
1,159,1052,2,9,5,2,6,7,5,1,6,5,10,3,6,4,5,2,2,2,2,1,2,2,2,8,8,5,2,1,1,1,2,2,4,2,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,2,3,4,2,2,3,3,5,3,1,2,2,2,159,1052,3,2,1,1,2,1,1,2,1,1,2,1,6,3,7,0,5,0
1,159,1053,2,10,5,5,3,7,3,1,5,3,10,3,6,3,5,2,2,2,2,1,2,2,2,1,3,5,1,1,3,1,1,2,4,2,5,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,5,7,1,2,2,3,3,2,3,1,6,3,2,159,1053,1,2,1,1,2,1,1,2,1,1,4,2,6,0,7,0,5,0
1,159,1054,2,11,6,2,6,7,5,1,5,5,10,3,10,6,5,2,2,2,2,1,2,2,2,1,6,5,1,1,3,1,1,2,4,1,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,2,2,1,1,1,2,4,2,3,1,7,3,2,159,1054,1,3,1,1,2,1,1,2,1,2,1,1,6,5,2,0,5,0
1,159,1055,4,9,5,2,5,7,5,1,4,5,10,3,10,3,5,2,2,2,2,1,2,2,2,1,3,4,1,3,3,1,1,1,7,5,5,2,3,3,1,3,5,0,0,0,0,4,3,3,3,3,8,8,2,2,2,3,2,2,3,1,2,3,2,159,1055,3,3,2,1,1,1,1,2,1,1,4,2,6,3,8,0,4,0
1,159,1056,2,9,5,2,6,5,5,1,5,5,10,3,7,4,5,2,2,2,2,1,2,2,2,1,4,5,1,2,3,1,2,1,7,4,5,0,0,0,3,3,5,0,0,0,0,4,3,3,3,3,7,1,1,2,1,2,3,2,4,1,2,3,2,159,1056,1,2,2,1,1,1,1,2,1,3,1,1,5,5,1,0,4,0
1,159,1057,2,8,5,4,6,7,4,2,3,5,10,3,6,5,5,2,2,2,1,1,2,2,2,5,3,5,1,1,4,1,2,2,2,3,4,2,2,2,1,3,5,0,0,0,0,4,3,3,3,3,2,3,2,2,1,1,3,5,3,1,2,3,2,159,1057,1,2,2,1,1,1,1,0,1,3,1,1,6,0,3,3,3,0
1,159,1058,2,6,1,1,5,4,6,1,6,5,10,3,6,3,5,2,2,2,1,2,2,2,2,9,3,5,2,3,7,1,2,2,2,4,5,2,3,2,3,4,1,3,0,3,5,4,3,1,1,3,3,5,1,2,1,2,2,5,3,2,2,3,2,159,1058,3,3,1,0,1,1,0,0,0,3,1,2,4,3,2,4,0,0
1,159,1059,6,9,6,2,6,6,7,1,6,5,10,3,6,1,5,2,2,2,1,1,2,2,2,9,1,5,3,3,4,2,2,1,2,4,4,2,1,1,3,2,2,7,0,5,5,3,3,3,3,3,4,5,2,1,1,2,2,5,3,2,8,3,2,159,1059,1,3,2,1,2,1,1,2,1,0,1,1,4,3,2,3,5,0
1,159,1060,6,8,6,2,6,4,6,1,6,2,10,3,6,3,5,2,2,2,1,2,2,2,2,9,3,9,3,3,4,2,3,2,7,4,5,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,9,10,4,1,1,2,2,2,3,1,5,3,2,159,1060,1,3,1,1,2,1,1,2,1,1,3,2,6,5,2,4,5,0
1,159,1061,2,3,1,1,6,3,5,1,4,5,10,3,6,2,5,2,2,2,1,1,2,2,2,9,3,4,3,1,7,2,2,2,2,3,5,2,2,3,1,3,5,0,0,0,0,4,3,3,3,3,6,8,2,1,1,2,3,2,3,1,4,2,2,159,1061,3,2,2,1,2,1,1,2,1,1,1,1,6,6,1,4,5,0
1,159,1062,6,10,5,2,8,7,6,1,4,5,10,3,11,4,5,2,2,2,1,1,2,2,2,5,4,4,1,1,3,2,2,1,7,4,5,2,3,3,1,3,5,0,0,0,0,4,3,3,3,3,5,7,1,3,2,2,3,5,4,1,7,3,2,159,1062,3,2,1,1,2,1,1,2,1,2,1,1,6,3,5,4,5,0
1,159,1063,4,10,5,2,6,7,6,1,5,5,10,3,5,5,5,2,2,2,1,2,2,2,2,9,0,8,1,1,4,1,3,1,2,2,4,2,1,3,1,3,3,0,0,0,0,4,3,3,3,3,3,5,0,3,2,2,2,2,3,1,2,3,2,159,1063,3,3,3,1,2,1,1,2,1,2,1,1,6,0,6,3,5,0
1,159,1064,4,5,5,3,6,5,5,2,2,5,10,3,6,2,5,2,2,2,1,2,2,2,2,8,0,9,1,1,4,2,3,1,3,3,4,1,2,3,1,3,5,0,0,0,0,4,3,3,3,3,7,7,2,3,3,1,3,2,3,3,8,2,2,159,1064,3,3,3,1,1,1,1,2,1,3,4,2,6,3,7,3,4,0
1,159,1065,2,9,5,2,7,7,5,1,5,4,10,3,10,4,5,2,2,2,1,2,2,2,2,9,8,7,2,1,4,2,3,1,2,3,4,2,1,2,1,3,3,0,0,0,0,4,3,3,3,3,5,6,2,2,2,3,2,2,3,2,2,3,2,159,1065,1,3,2,1,0,1,1,0,1,3,1,1,6,2,8,3,3,0
1,159,1066,6,6,1,2,6,2,6,2,5,2,10,3,7,2,5,1,2,2,2,2,2,2,2,2,0,0,2,3,5,1,2,1,1,2,1,0,0,0,3,2,2,2,0,3,5,4,3,3,3,3,3,5,1,3,2,1,2,5,3,1,11,3,2,159,1066,1,3,2,1,1,1,1,2,1,1,1,2,4,2,8,0,4,0
1,159,1067,4,1,1,1,5,2,3,1,6,5,10,3,5,2,5,2,2,2,2,2,2,1,2,8,9,9,1,1,3,1,2,1,1,2,5,4,1,1,1,4,2,0,0,0,0,2,2,3,3,3,7,8,1,2,1,4,3,2,3,1,2,3,2,159,1067,1,2,2,2,1,1,1,2,1,1,4,1,4,5,3,0,3,0
1,159,1068,4,6,5,3,6,5,5,2,3,5,10,3,6,3,5,2,1,2,2,2,2,2,2,8,9,0,3,2,6,1,3,1,1,3,1,0,0,0,3,2,2,0,0,0,0,3,3,2,2,2,4,5,2,3,3,2,3,2,3,1,3,2,2,159,1068,1,3,3,2,2,2,1,2,1,3,2,1,4,5,5,0,4,0
1,159,1069,2,8,5,2,5,7,5,1,3,4,10,3,6,5,5,2,2,2,2,1,2,2,2,1,5,5,1,1,3,1,1,1,4,3,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,7,8,0,2,3,1,4,2,3,2,2,3,2,159,1069,1,3,2,1,2,2,1,0,1,1,1,1,6,2,8,0,4,0
1,159,1070,2,9,5,2,5,7,6,1,4,5,14,3,3,2,5,2,2,2,2,1,2,2,2,2,9,5,1,1,1,1,3,1,4,4,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,4,4,2,3,1,2,2,2,4,1,2,3,2,159,1070,1,3,1,1,2,1,1,2,1,1,1,2,6,0,2,0,5,0
1,159,1071,6,9,5,3,7,7,8,1,1,1,10,3,6,4,5,2,2,2,2,1,2,2,2,1,4,6,1,1,3,1,1,1,4,3,1,0,0,0,2,2,1,0,0,0,5,3,3,3,3,2,3,3,4,2,1,2,2,2,3,1,10,3,2,159,1071,1,3,1,1,1,1,1,2,2,2,1,3,3,5,2,0,3,0
1,159,1072,1,6,1,1,2,7,3,1,5,5,10,3,5,2,5,2,2,2,2,1,2,2,2,1,2,4,2,3,3,1,1,1,4,1,1,0,0,0,1,3,5,0,0,0,0,3,2,2,2,2,9,10,2,3,3,4,1,5,0,3,4,2,2,159,1072,1,2,3,1,0,0,0,0,1,3,1,1,6,0,8,0,2,0
1,159,1073,1,6,6,4,7,3,6,2,6,1,10,3,10,1,5,2,2,2,2,1,2,2,2,1,1,5,1,3,3,1,1,2,4,4,1,0,0,0,3,4,2,2,0,2,5,3,3,3,3,3,9,10,4,1,1,2,3,2,3,1,11,3,2,159,1073,3,2,2,1,2,1,1,2,1,1,1,1,4,6,1,0,5,0
1,159,1074,8,9,5,3,8,7,6,2,5,5,10,3,2,4,5,2,2,2,2,1,2,2,2,1,4,5,1,1,3,4,3,2,4,4,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,5,5,2,2,1,2,4,2,4,1,2,3,2,159,1074,1,1,1,1,2,1,1,2,1,1,1,1,6,0,2,0,5,0
1,159,1075,4,3,1,1,6,2,5,5,6,5,10,3,6,2,5,2,2,2,2,1,2,2,2,1,2,4,1,2,3,1,1,2,2,2,4,5,3,0,3,2,1,3,0,3,5,4,3,3,2,3,3,5,2,2,1,2,3,2,3,1,1,3,2,159,1075,3,2,1,2,2,1,1,2,1,2,1,1,4,6,1,0,4,0
1,159,1076,4,3,6,2,5,4,5,2,6,5,10,3,5,3,5,2,2,2,2,1,2,2,2,8,9,5,2,3,3,2,3,2,2,4,5,0,0,0,1,3,4,4,0,0,5,4,3,3,3,3,5,7,2,2,3,2,3,2,3,1,4,3,2,159,1076,1,3,1,1,0,1,1,0,1,3,4,2,6,5,5,0,3,0
1,159,1077,2,9,1,1,6,7,3,2,6,5,10,3,6,4,5,2,2,2,2,1,2,2,2,7,4,5,2,2,3,2,2,4,2,3,2,2,4,2,2,3,2,0,0,0,0,4,3,3,3,3,3,5,2,2,2,2,3,5,4,1,11,3,2,159,1077,3,3,0,1,1,1,0,0,1,3,1,1,5,3,5,0,2,0
1,159,1078,2,3,1,1,6,2,5,1,5,1,10,3,6,2,5,2,2,2,2,1,2,2,2,1,2,4,2,3,3,2,2,4,2,2,5,2,3,1,3,4,4,3,0,3,5,4,3,3,3,3,5,7,1,2,1,2,3,5,3,1,11,3,2,159,1078,3,3,2,1,1,2,1,1,1,3,4,1,0,5,1,0,3,0
1,159,1079,2,6,1,1,6,4,7,3,6,5,10,3,5,3,5,2,2,2,2,2,2,1,2,1,3,5,1,1,4,1,3,4,2,8,4,2,2,3,3,3,4,0,0,0,0,4,3,1,3,1,7,8,0,3,3,0,3,0,0,1,2,0,2,159,1079,1,3,2,1,1,1,2,1,1,0,3,1,5,2,7,0,2,0
1,159,1080,4,10,5,3,7,7,5,1,5,5,10,3,8,6,5,2,2,2,2,2,1,2,2,4,6,6,1,1,3,1,2,1,4,3,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,3,3,2,2,2,2,2,2,3,1,2,3,2,159,1080,3,3,1,1,1,1,1,1,1,1,1,1,6,0,6,0,3,0
1,159,1081,6,10,6,2,5,7,6,1,6,5,10,3,10,6,5,2,2,2,2,1,2,2,2,1,6,5,1,1,3,1,1,3,8,7,1,0,0,0,1,3,1,0,0,0,5,4,3,3,3,3,7,8,4,3,1,2,3,5,3,3,1,2,2,159,1081,3,2,2,1,2,1,1,1,1,1,1,1,6,4,1,0,4,0
1,159,1082,1,3,1,1,6,2,5,1,3,5,10,3,5,1,5,1,2,2,2,2,2,2,2,2,0,0,3,3,5,1,3,3,8,7,1,0,0,0,2,1,1,7,0,6,5,4,3,2,3,0,5,7,2,3,3,2,3,2,2,1,1,3,2,159,1082,3,2,3,1,2,1,2,2,1,2,3,3,1,0,5,0,4,0
1,159,1083,2,1,1,1,6,1,2,1,6,5,10,3,0,1,5,2,2,2,2,2,2,2,1,10,0,9,3,3,7,4,3,3,8,7,5,0,0,0,3,4,2,2,0,0,5,3,3,3,3,3,7,8,2,2,1,2,3,2,3,1,1,3,2,159,1083,1,3,2,1,2,1,1,2,1,2,1,3,4,6,1,0,5,0
1,159,1084,9,11,1,1,7,7,8,3,6,5,3,3,10,6,5,2,2,2,2,1,2,2,2,2,7,5,3,3,7,4,3,3,8,7,1,0,0,0,1,3,5,0,0,0,0,4,3,1,1,1,6,8,4,1,1,2,2,5,3,1,9,3,2,159,1084,3,3,1,1,2,1,1,2,1,2,4,3,6,0,2,0,5,0
1,159,1085,8,0,6,2,7,4,6,2,4,5,10,3,10,4,5,2,2,2,2,1,2,2,2,1,4,4,1,1,3,1,1,3,8,7,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,4,7,0,2,1,2,3,5,4,1,5,4,2,159,1085,3,3,1,1,2,1,1,2,1,2,1,1,6,0,1,0,5,0
1,159,1086,1,9,5,2,6,7,5,1,5,5,10,2,11,5,6,2,2,2,2,1,2,2,2,1,5,6,1,1,2,1,1,2,4,2,1,0,0,0,1,3,4,0,0,0,0,4,3,3,3,3,7,8,2,1,2,4,3,2,3,1,6,3,2,159,1086,1,3,1,1,0,1,1,1,1,3,1,1,6,0,7,0,3,0
1,159,1087,2,2,1,1,6,2,4,1,1,5,4,2,4,4,6,2,2,2,2,1,2,2,2,8,0,6,2,1,3,1,3,4,0,6,1,0,0,0,1,3,0,0,0,0,0,4,3,3,3,3,1,1,3,3,3,4,3,2,4,1,4,3,2,159,1087,3,3,1,1,1,1,1,1,1,2,1,1,6,3,7,0,3,98
1,159,1088,1,1,1,1,6,2,3,2,6,4,4,3,2,4,6,2,2,2,2,1,2,1,2,7,4,7,1,1,4,0,0,3,8,7,2,4,1,3,3,2,1,7,1,6,5,3,3,3,3,3,8,8,2,2,1,2,3,5,2,1,1,2,2,159,1088,3,2,1,1,2,1,1,2,1,2,1,1,4,0,1,5,5,98
1,159,1089,2,9,5,2,7,7,6,1,5,1,1,3,10,5,6,2,2,2,2,1,2,2,2,1,5,6,1,1,3,1,1,3,8,7,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,3,5,2,1,2,2,3,2,3,1,5,3,2,159,1089,1,2,1,1,0,0,1,0,1,2,2,1,6,5,5,0,3,90
1,159,1090,2,5,1,1,7,3,5,1,5,5,4,3,6,3,6,1,2,2,2,2,2,2,2,8,0,0,1,1,3,1,3,3,8,7,1,0,0,0,3,2,1,3,1,3,5,4,3,1,3,3,5,7,3,2,1,1,1,2,3,1,1,3,2,159,1090,3,3,1,1,2,1,1,2,1,2,1,1,4,0,4,0,5,98
1,159,1091,1,10,5,4,1,7,3,1,2,1,2,3,6,6,6,2,2,2,2,1,2,2,2,1,6,6,1,1,3,1,1,4,5,1,1,0,0,0,3,3,1,0,0,0,0,3,3,3,3,3,2,3,1,1,1,4,4,4,1,1,10,3,2,159,1091,3,2,2,1,2,2,1,2,1,3,1,2,5,2,4,0,5,98
1,159,1092,2,6,5,3,2,7,4,1,5,5,2,3,6,4,6,2,2,2,2,1,2,2,2,1,4,6,1,3,3,1,1,3,8,7,5,0,0,0,3,4,4,0,0,0,0,4,3,2,2,2,5,7,2,3,3,0,0,0,0,3,1,3,2,159,1092,1,2,1,0,0,1,0,0,1,3,1,1,0,0,8,0,1,98
1,159,1093,4,6,5,3,3,7,4,1,4,5,4,3,6,3,6,2,2,2,2,1,2,2,2,1,3,6,1,1,3,4,1,3,8,7,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,3,5,1,3,2,1,2,2,3,1,2,3,2,159,1093,1,3,3,0,0,1,0,0,0,3,1,1,6,3,8,0,9,98
1,159,1094,1,10,5,5,4,7,3,1,2,5,13,3,5,4,6,2,2,2,2,1,2,2,2,1,4,6,1,3,3,1,1,3,8,7,1,0,0,0,3,3,4,0,0,0,0,3,3,2,2,2,3,1,4,2,1,3,2,2,3,2,6,3,2,159,1094,1,2,3,2,1,1,1,2,1,3,1,1,5,3,4,0,3,90
1,159,1095,2,1,1,1,4,2,3,1,1,5,4,3,6,3,6,2,2,2,2,1,2,2,2,1,3,6,1,2,3,1,1,2,7,1,5,0,0,0,2,4,1,1,0,0,2,3,3,2,3,2,7,8,1,2,2,2,4,2,3,2,1,1,2,159,1095,3,1,1,1,2,1,1,2,1,3,1,1,3,3,6,0,5,98
1,159,1096,2,2,1,1,4,4,4,1,6,5,4,3,5,3,6,2,2,2,2,1,2,2,2,7,3,9,3,3,7,2,2,3,8,7,1,0,0,0,3,4,4,1,1,3,5,4,3,1,3,1,3,8,2,3,3,3,1,2,4,2,11,3,2,159,1096,3,3,3,1,2,1,1,2,1,3,1,1,0,1,8,0,5,98
1,159,1097,2,10,1,1,4,7,5,1,6,3,1,3,5,3,6,2,2,2,2,1,2,2,2,1,3,6,1,1,3,1,1,2,0,2,1,1,0,3,1,3,4,2,0,1,5,4,3,3,3,3,5,7,1,3,3,0,0,0,0,3,4,3,2,159,1097,1,3,3,0,0,0,0,0,0,3,1,1,6,0,8,0,9,90
1,159,1098,2,10,5,2,4,7,4,1,4,5,2,3,3,3,6,2,2,2,2,1,2,2,2,1,3,5,1,1,3,1,1,4,8,7,0,0,0,0,3,4,4,2,0,2,5,3,3,2,2,2,3,5,2,3,3,1,4,3,3,2,4,3,2,159,1098,1,2,3,1,2,2,1,1,1,3,1,2,0,1,8,0,4,98
1,159,1099,2,2,1,1,4,3,4,1,1,5,2,3,6,2,6,2,2,2,2,1,2,2,2,8,3,9,2,2,2,1,1,4,8,7,5,2,2,3,1,3,5,0,0,0,0,4,3,3,3,3,5,3,1,3,3,1,3,2,1,2,4,1,2,159,1099,3,1,3,1,1,2,1,2,1,3,1,2,6,2,7,0,4,98
1,159,1100,1,10,5,2,5,7,5,1,5,5,1,3,5,4,6,2,2,2,2,1,2,2,2,1,4,6,1,1,3,1,1,3,8,7,1,0,0,0,3,2,1,7,0,2,5,4,3,3,3,3,3,5,1,2,2,2,4,2,4,1,4,3,2,159,1100,3,3,2,0,1,0,0,0,0,3,1,1,4,3,6,0,0,90
1,159,1101,2,2,1,1,5,3,4,1,2,5,4,3,3,2,6,2,2,2,2,1,2,2,2,1,2,9,2,1,3,1,1,3,8,7,1,0,0,0,3,0,0,2,0,0,5,4,3,2,3,1,3,8,3,2,2,2,1,2,2,1,4,3,2,159,1101,1,2,3,2,0,2,2,0,1,3,4,2,5,3,6,0,1,98
1,159,1102,3,11,5,3,5,7,3,1,6,5,3,3,5,6,6,2,2,2,2,1,2,2,2,1,6,6,1,1,3,1,1,3,8,7,1,0,0,0,1,3,3,0,0,0,0,4,3,3,3,3,7,1,4,2,2,1,3,2,3,1,5,3,2,159,1102,3,3,3,1,0,1,1,1,0,3,1,1,6,0,7,0,2,90
1,159,1103,1,9,5,5,5,7,3,1,6,5,12,3,5,5,6,2,2,2,2,1,2,2,2,1,5,5,1,1,3,1,1,3,8,7,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,1,3,4,3,3,2,3,5,3,2,9,3,2,159,1103,3,2,3,1,2,1,2,1,1,3,2,1,6,3,5,0,3,90
1,159,1104,2,9,5,2,5,7,3,1,5,5,13,3,5,4,6,2,2,2,2,1,2,2,2,1,4,5,2,1,3,1,1,2,7,1,5,0,0,0,3,4,4,1,1,2,5,4,3,3,3,3,7,7,2,2,1,4,3,5,4,1,10,3,2,159,1104,3,2,3,1,1,1,1,1,1,3,1,2,0,3,3,0,3,90
1,159,1105,1,10,5,3,5,7,2,1,6,5,4,3,6,6,6,2,2,2,2,1,2,2,2,7,6,6,2,3,4,1,2,4,8,7,5,0,0,0,3,2,4,3,1,6,5,3,3,3,3,2,2,2,3,3,1,4,1,7,2,3,10,2,2,159,1105,3,3,2,1,1,1,1,1,1,3,4,2,0,1,4,0,3,98
1,159,1106,3,9,5,2,5,7,5,1,5,5,1,3,5,5,6,2,2,2,2,1,2,2,2,1,5,6,1,1,3,1,1,3,8,7,5,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,2,5,2,3,1,2,2,2,4,3,3,3,2,159,1106,3,2,1,1,2,1,1,2,1,3,1,3,6,3,2,0,5,90
1,159,1107,2,10,3,2,7,7,2,2,6,5,10,1,1,5,6,2,2,2,2,1,2,2,2,1,5,5,1,1,1,1,1,3,8,7,1,0,0,0,3,4,3,7,1,3,5,4,3,3,3,3,3,4,2,2,1,3,3,2,4,1,1,3,2,159,1107,3,2,3,1,2,1,1,2,1,3,3,3,0,0,3,0,5,0
1,159,1108,1,9,5,2,5,7,5,1,5,2,11,1,3,3,6,2,2,2,1,2,2,2,2,3,6,6,1,1,4,1,3,3,8,7,4,2,1,3,3,2,4,2,1,1,5,4,3,3,3,3,5,7,2,2,3,4,4,2,2,3,5,3,2,159,1108,5,3,3,1,0,0,1,0,1,3,3,1,0,1,8,2,3,0
1,159,1109,4,6,5,3,6,6,5,1,5,5,10,1,7,3,6,2,2,2,1,2,2,2,2,3,8,9,2,3,4,3,3,2,4,2,5,0,0,0,3,2,2,2,1,2,5,4,3,3,3,3,7,8,1,2,1,2,2,2,3,1,11,3,2,159,1109,3,2,1,1,2,1,1,2,1,1,4,2,4,5,2,3,5,0
1,159,1110,0,1,1,1,6,2,3,5,6,1,10,1,5,2,6,1,2,2,2,2,2,2,2,2,0,0,1,3,5,1,3,1,1,4,1,0,0,0,2,1,2,7,1,6,5,4,3,3,3,3,4,7,2,2,3,2,3,5,4,2,1,3,2,159,1110,3,2,2,1,2,1,1,2,1,3,1,1,1,2,5,0,5,0
1,159,1111,2,7,5,2,7,6,5,1,6,4,10,1,1,4,6,1,2,2,2,2,2,2,2,2,0,0,1,2,5,1,2,1,4,3,5,0,0,0,2,1,1,7,1,3,1,3,3,3,3,3,7,7,2,2,1,2,3,5,3,1,1,2,2,159,1111,1,3,1,1,2,1,1,2,1,1,3,1,1,5,1,0,5,0
1,159,1112,2,1,1,1,5,4,3,2,3,5,10,1,0,2,6,1,2,2,2,2,2,2,2,8,0,0,1,3,4,1,3,2,6,2,4,2,3,2,3,2,1,2,1,2,5,3,3,3,3,2,8,8,2,3,3,3,2,5,1,2,1,3,2,159,1112,3,2,1,1,2,2,1,0,1,1,1,2,4,0,8,0,4,0
1,159,1113,1,1,6,2,5,2,4,1,4,5,4,1,6,2,6,2,2,1,2,1,2,2,2,5,5,9,1,1,4,2,2,2,3,2,4,1,1,3,1,3,5,0,0,0,0,4,3,3,3,3,3,7,3,2,3,2,3,5,3,1,5,2,2,159,1113,1,2,2,1,1,1,1,0,1,1,4,1,6,0,5,3,3,98
1,159,1114,5,11,1,1,8,7,6,1,5,5,16,1,1,6,6,1,2,2,2,2,2,2,2,2,0,0,1,0,5,1,3,2,1,1,1,0,0,0,2,2,2,6,1,4,1,4,3,1,0,1,7,3,4,1,1,2,3,5,3,1,1,3,2,159,1114,3,2,1,1,2,1,1,2,1,2,4,2,3,5,1,0,5,30
1,159,1115,1,1,1,1,6,2,5,5,4,3,4,1,10,2,6,1,2,2,2,2,2,2,2,2,0,0,1,1,5,3,3,2,1,2,1,0,0,0,2,1,1,7,1,6,1,3,3,3,3,3,5,8,2,2,2,2,3,2,3,1,1,2,2,159,1115,1,2,3,1,2,1,1,2,1,3,4,1,1,5,5,0,5,98
1,159,1116,2,2,1,1,5,3,4,1,6,5,2,1,5,2,6,2,2,2,2,1,2,2,2,1,2,5,1,2,3,1,3,1,2,2,2,4,3,3,3,2,1,3,1,2,5,4,3,3,3,3,3,7,1,1,1,3,2,2,3,1,5,3,2,159,1116,3,3,1,0,0,1,1,0,1,0,1,1,4,0,4,0,2,98
1,159,1117,2,1,1,1,6,2,2,5,6,5,10,1,5,3,6,1,2,2,2,1,2,2,2,4,3,6,2,1,2,1,1,1,2,3,4,2,1,3,2,1,2,7,1,3,1,4,3,3,3,3,4,7,2,3,3,2,2,5,4,3,11,3,2,159,1117,3,3,3,1,1,1,1,2,1,2,1,1,2,1,6,0,4,0
1,159,1118,2,1,5,2,5,4,3,2,6,2,10,1,6,2,6,2,2,2,2,1,2,2,2,8,3,9,3,3,1,1,2,3,2,8,1,0,0,0,3,2,4,2,1,7,5,4,3,3,3,3,8,8,0,3,3,0,0,2,4,3,10,0,2,159,1118,0,3,1,0,0,1,0,0,1,1,1,3,0,1,8,0,1,0
1,159,1119,2,8,5,2,8,4,4,1,5,2,10,1,1,3,6,2,2,2,2,1,2,2,2,2,3,6,1,1,1,1,1,2,4,2,1,0,0,0,3,2,1,6,1,3,1,4,3,3,3,3,5,8,2,2,1,2,3,6,3,1,5,3,2,159,1119,3,3,1,1,1,1,1,2,1,1,3,1,4,5,1,0,4,0
1,159,1120,1,8,5,3,6,5,3,1,4,2,3,1,10,3,6,2,2,2,2,1,2,2,2,2,2,7,1,2,3,2,3,4,0,0,2,0,0,0,3,4,4,3,1,2,5,4,3,3,3,3,3,3,1,2,2,1,4,7,3,2,11,3,2,159,1120,1,3,2,1,0,1,1,0,1,1,2,1,0,1,8,0,3,98
1,159,1121,2,9,5,2,7,7,5,1,6,5,12,1,10,2,6,2,2,2,1,2,2,2,2,3,3,6,1,1,4,1,3,3,8,7,4,2,1,3,1,3,5,0,0,0,0,4,3,3,3,2,3,7,4,3,2,1,4,5,4,2,5,3,2,159,1121,1,2,2,1,2,1,1,2,1,3,3,1,6,0,8,2,5,30
1,159,1122,2,8,1,1,6,7,4,2,4,3,1,1,6,4,6,2,2,2,2,1,2,2,2,7,4,5,1,1,1,1,1,3,8,7,1,0,0,0,2,3,4,0,0,0,0,3,3,3,3,3,3,5,2,3,3,1,4,5,1,2,10,3,2,159,1122,3,3,2,1,2,1,1,2,1,3,3,3,5,0,8,0,5,98
1,159,1123,4,9,5,3,7,6,5,1,6,5,3,1,10,4,6,2,2,2,2,1,2,2,2,1,4,6,1,1,1,1,1,3,8,7,1,0,0,0,1,3,5,0,0,0,0,4,3,3,3,3,3,4,3,3,1,1,3,2,3,3,5,3,2,159,1123,1,2,2,2,1,1,1,1,1,3,1,1,6,4,3,0,2,98
1,159,1124,10,11,1,1,8,7,6,2,5,5,16,1,1,6,6,2,2,2,2,1,2,2,2,1,6,5,1,1,1,1,1,3,8,7,1,0,0,0,3,2,3,5,0,1,1,4,3,3,3,3,2,3,4,1,2,2,3,2,3,1,1,3,2,159,1124,1,2,2,1,2,1,1,1,1,1,1,1,0,5,5,0,4,30
1,159,1125,3,9,1,1,5,7,4,1,6,5,1,1,10,4,6,2,2,2,2,1,2,2,2,1,4,6,1,1,1,1,1,2,7,4,1,0,0,0,3,2,1,5,1,1,1,3,3,2,3,2,2,5,1,1,2,1,3,2,4,1,4,3,2,159,1125,3,2,1,0,0,0,0,1,1,1,1,1,4,3,7,0,1,98
1,159,1126,8,2,1,1,6,3,4,1,5,5,4,1,6,3,6,2,2,2,2,1,2,2,2,8,8,4,3,3,3,3,3,4,0,0,1,0,0,0,2,4,4,7,1,5,1,4,3,3,3,3,3,5,3,3,2,2,3,5,3,3,1,3,2,159,1126,3,2,2,1,2,1,1,2,1,1,1,2,3,3,5,0,5,98
1,159,1127,1,4,1,1,5,3,5,1,4,3,1,1,5,3,6,2,2,2,2,1,2,2,2,1,3,5,1,1,1,1,1,2,8,7,4,2,4,2,1,3,1,2,1,3,5,4,3,3,3,3,3,10,0,1,1,1,3,2,3,1,1,0,2,159,1127,1,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,9,90
1,159,1128,2,2,1,1,6,2,4,1,4,5,4,1,5,1,6,1,2,2,2,2,2,2,2,2,0,0,1,2,5,2,3,3,8,7,4,2,4,1,2,1,1,3,1,4,5,4,3,2,2,2,5,7,1,3,1,1,4,5,2,2,1,3,2,159,1128,1,3,3,1,2,1,1,2,1,3,1,1,1,1,4,0,5,98
