CARD.,DECK.,BALLOT.,Q.1A.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.9.,Q.10A.,Q.10B.,Q.11.,Q.13.,Q.14A.,Q.15B.,Q.16.,Q.17A.,Q.18A.,Q.18C.,Q.19.,Q.20A.,Q.20B.,Q.20B..1,Q.20B..2,Q.21.,Q.22A.,Q.23.,Q.24.,Q.25A.,Q.26A.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32A.,Q.33A.,Q.33B.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39C.,Q.40.,Q.40A.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45A.,Q.45B.,Q.45C.,Q.45D.,Q.45E.,Q.45F.,Q.45G.,Q.45H.,Q.45I.,Q.45J.,Q.45K.,Q.46.,V.47.
1,4,1395,1,4,1,48,2,4,6,4,1,0,3,1,1,9,4,5,9,1,2,9,4,9,9,0,0,1,0,1,1,1,3,3,3,3,1,2,1,3,2,5,6,5,5,99,6,1,4,4,12,0,2,2,2,2,2,1,1,1,2,1,1,1,3
1,4,1396,3,4,1,54,1,4,6,2,1,0,1,2,1,1,4,1,9,9,9,1,9,9,9,0,2,1,1,1,1,3,2,1,4,4,1,2,1,2,1,3,1,3,2,99,1,1,4,4,12,0,0,1,1,1,1,2,2,0,1,2,2,4,5
1,4,1397,1,4,4,17,1,4,6,2,1,2,1,1,2,1,1,1,2,1,1,1,2,9,9,2,2,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,1,1,1,99,1,1,1,1,10,1,1,1,1,1,2,1,2,2,1,1,1,1,5
1,4,1398,3,3,4,32,4,6,6,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,3,1,3,3,3,3,2,1,2,1,2,0,1,1,1,2,99,2,1,2,3,2,3,3,3,1,1,1,2,2,2,3,2,2,2,5
1,4,1399,4,3,4,38,4,6,6,2,1,1,1,1,2,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,3,1,2,3,2,99,2,1,2,2,2,3,3,1,3,1,1,2,2,2,1,2,2,1,3
1,4,1400,4,3,4,27,2,6,6,2,1,1,10,9,1,9,9,10,9,9,9,9,9,9,9,0,0,1,1,3,1,2,2,3,2,2,1,1,1,2,1,1,1,3,2,99,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,3,3
1,4,1401,4,3,4,15,3,6,6,2,2,2,5,1,2,1,1,1,9,9,1,1,9,9,9,2,2,1,3,1,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,99,2,1,2,2,2,3,2,3,1,1,1,3,3,2,1,2,2,1,3
1,4,1402,3,3,4,38,3,7,6,4,3,2,1,1,1,9,1,1,9,9,2,7,4,4,2,2,2,1,1,1,1,2,3,1,1,3,1,2,1,3,2,3,1,3,1,99,3,1,2,3,8,4,2,2,2,3,1,2,3,3,1,2,2,2,5
1,4,1403,4,3,4,32,4,8,6,4,1,1,11,1,1,9,1,1,9,9,1,3,4,3,9,1,1,1,1,5,1,3,2,2,2,2,1,2,1,1,2,4,1,2,2,99,4,1,3,2,2,2,2,1,1,1,1,3,2,2,1,3,1,2,3
1,4,1404,5,3,1,14,2,5,6,3,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,3,1,2,4,2,3,2,1,2,1,2,1,3,1,4,2,99,2,1,2,1,1,3,3,1,3,1,3,3,3,3,3,3,3,1,3
1,4,1405,5,3,1,5,4,5,6,1,1,1,2,1,3,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,3,3,3,3,3,1,1,1,2,1,3,1,1,2,99,1,1,2,1,6,1,2,1,1,1,1,2,2,2,2,2,2,1,3
1,4,1406,2,3,1,14,4,5,6,1,2,1,2,1,1,1,2,1,9,9,1,1,9,9,4,2,2,1,1,1,1,3,2,2,2,3,1,1,1,1,1,2,2,3,2,99,1,1,1,1,2,1,1,1,2,1,1,2,3,2,1,2,2,2,5
1,4,1407,3,3,3,49,4,7,6,1,4,2,11,1,0,3,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,3,2,2,1,2,3,2,1,2,2,1,3,3,2,99,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,3
1,4,1408,5,4,2,30,4,7,6,4,1,1,1,1,3,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,3,2,99,1,1,2,1,1,1,2,1,3,1,1,3,1,2,3,1,2,2,3
1,4,1409,1,2,4,13,4,4,6,5,1,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,4,2,2,2,1,2,1,2,2,1,1,3,2,99,2,1,2,1,1,2,2,1,1,1,1,3,3,2,2,2,2,2,12
1,4,1410,1,4,4,26,1,4,6,3,2,2,4,1,3,1,4,4,9,1,9,1,9,9,9,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,3,2,99,2,1,2,1,10,3,2,1,1,1,1,2,2,2,1,3,1,1,12
1,4,1411,5,4,1,10,3,5,6,2,1,1,6,1,2,1,9,1,4,1,1,1,9,9,9,0,2,1,1,3,1,2,3,3,2,3,1,2,1,2,1,2,2,3,3,8,2,1,2,1,1,3,1,1,1,1,1,1,3,3,1,1,1,2,3
1,4,1412,6,4,1,18,3,5,6,2,4,0,1,1,2,1,2,1,9,9,1,1,9,9,9,2,2,1,1,3,1,2,4,2,2,2,1,1,1,1,1,2,1,4,4,7,1,1,2,3,10,4,2,1,3,1,1,2,2,2,1,2,3,1,3
1,4,1413,5,4,3,38,2,5,6,2,1,0,12,1,2,1,2,1,2,1,1,9,9,9,9,2,0,1,1,8,1,4,4,4,4,4,1,2,1,1,4,2,1,3,5,99,2,1,2,1,12,3,2,1,3,1,1,0,3,2,1,3,3,4,3
1,4,1414,2,5,4,54,4,5,6,2,1,1,1,1,1,9,2,4,3,9,1,1,9,9,9,2,0,1,1,5,1,3,2,3,2,2,1,2,1,2,1,2,1,3,2,99,1,1,2,1,2,3,2,1,3,1,1,3,2,2,1,2,2,1,12
1,4,1415,1,5,4,30,4,5,6,4,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,6,1,4,1,1,1,1,2,1,2,1,1,1,4,1,99,2,1,2,1,2,4,1,3,1,1,1,2,1,2,1,2,2,2,12
1,4,1416,1,3,4,33,2,8,6,1,2,2,2,3,2,2,4,9,9,9,1,4,4,3,3,1,1,2,3,2,1,1,2,1,4,4,1,2,1,2,1,2,1,2,1,99,3,1,2,1,7,2,1,2,1,1,2,1,1,2,2,3,1,4,12
1,4,1417,1,5,4,10,4,4,7,5,2,2,2,1,2,3,4,7,9,9,9,9,9,9,9,0,0,2,2,5,1,2,2,1,1,1,1,3,1,2,2,1,1,2,4,9,3,1,2,3,10,4,1,2,1,1,1,2,2,2,2,3,3,2,12
1,4,1418,1,4,4,38,2,3,7,3,2,1,3,1,1,9,4,1,9,1,1,1,4,1,9,0,0,1,1,1,1,3,1,3,2,2,1,1,1,2,1,1,1,4,1,99,2,1,2,1,12,0,1,1,2,1,1,2,2,2,1,2,2,1,12
1,4,1419,1,4,4,13,1,4,7,2,2,2,3,1,2,1,4,1,9,9,9,1,9,9,9,2,2,1,1,3,5,2,2,2,1,1,1,1,1,2,2,2,1,3,2,99,1,1,2,1,12,3,3,1,1,1,1,2,3,2,1,2,2,1,12
1,4,1420,1,4,3,37,4,6,11,3,3,2,11,1,2,2,9,7,9,9,9,8,9,9,9,1,0,2,2,2,1,2,4,2,1,1,2,4,1,3,2,2,6,2,2,99,5,1,3,2,1,2,3,2,1,3,3,3,3,3,3,3,3,3,10
1,4,1421,1,3,3,41,1,5,11,4,2,2,10,9,1,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,4,1,99,3,1,2,3,10,4,3,3,1,3,3,3,1,3,3,3,3,1,10
1,4,1422,1,3,3,23,4,6,11,2,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,4,2,2,2,1,2,1,2,1,1,1,3,2,99,2,1,2,3,10,4,2,1,1,1,1,2,2,2,1,2,2,1,10
1,4,1423,2,3,1,49,3,6,11,2,1,1,1,1,2,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,3,2,99,3,1,2,1,10,3,2,3,3,3,1,3,2,2,1,3,3,1,10
1,4,1424,3,3,5,13,3,5,11,4,3,2,1,1,3,2,4,9,9,9,9,1,9,9,9,0,0,2,2,8,1,2,2,2,2,2,0,3,1,3,2,1,1,2,2,99,2,1,3,2,3,2,3,2,2,2,1,1,1,1,3,1,3,3,10
1,4,1425,4,3,1,31,1,6,11,2,2,2,2,1,1,9,3,1,4,1,9,1,9,9,9,2,2,1,1,1,1,3,4,3,3,2,1,2,1,2,2,3,1,3,2,99,2,1,2,2,10,0,2,1,1,1,1,2,2,2,1,2,2,3,10
1,4,1426,2,3,4,16,1,6,3,4,1,1,1,1,3,1,4,1,9,9,9,3,2,9,9,2,0,1,1,1,1,2,2,2,1,2,1,2,1,2,2,5,1,4,4,1,2,1,2,2,12,4,1,3,3,1,2,3,1,2,3,2,3,2,2
1,4,1427,1,3,4,43,1,6,3,1,1,1,1,1,1,9,2,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,3,1,99,1,1,2,1,10,4,2,1,1,1,1,2,2,2,1,2,2,1,2
1,4,1428,1,4,4,43,4,7,3,5,3,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,3,2,3,7,2,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2
1,4,1429,3,4,4,41,2,7,3,4,2,2,1,1,2,3,3,1,2,1,9,1,9,9,9,2,2,2,3,1,1,2,2,1,2,2,1,3,1,2,2,1,1,2,1,99,3,1,2,3,2,4,3,2,1,2,1,3,2,3,1,1,1,1,2
1,4,1430,4,4,4,43,4,7,3,4,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,3,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,99,2,1,1,2,2,3,2,2,2,2,1,1,1,3,3,1,2,1,2
1,4,1431,2,3,4,16,1,7,3,5,2,2,3,2,3,3,4,10,9,9,3,9,2,9,9,1,1,2,2,4,1,2,2,2,1,1,0,3,1,2,2,4,1,2,4,7,6,1,2,2,2,4,2,2,1,0,1,1,1,3,2,1,1,4,2
1,4,1432,2,3,4,23,1,5,3,4,3,2,1,1,9,9,1,1,9,9,1,9,9,9,9,0,0,1,1,0,1,1,4,1,2,2,0,2,1,2,1,5,1,3,4,11,2,1,2,1,12,0,1,1,1,1,1,3,3,2,3,3,2,1,2
1,4,1433,2,3,4,43,1,5,3,2,3,2,3,1,3,1,3,7,4,1,9,3,4,1,9,2,2,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,3,3,2,99,3,1,2,1,2,3,3,1,1,1,1,1,1,2,1,3,3,1,2
1,4,1434,1,6,4,1,4,6,3,1,3,2,3,1,3,2,1,1,9,9,1,7,3,2,4,2,1,1,1,1,1,2,4,2,1,1,1,1,1,2,1,1,1,3,5,99,6,1,4,4,12,0,2,1,1,1,1,2,3,2,3,1,0,2,2
1,4,1435,2,6,4,43,4,6,3,2,2,2,2,1,3,9,4,1,9,9,9,9,9,9,9,0,0,1,1,3,1,2,4,2,1,2,1,2,1,2,2,1,1,3,2,99,2,1,2,1,10,3,1,1,1,1,2,1,1,1,2,2,2,2,2
1,4,1436,1,6,4,15,1,6,3,2,2,2,2,1,3,1,3,1,4,1,9,1,9,9,9,2,2,1,1,1,1,2,2,1,2,2,1,2,1,2,3,2,1,4,1,99,3,1,2,3,1,4,3,2,1,1,1,2,2,2,1,3,3,1,2
1,4,1437,4,3,4,15,4,7,3,1,1,1,1,1,1,9,2,1,9,9,2,1,9,9,9,2,0,2,2,4,1,3,2,3,3,2,2,4,1,2,2,2,1,2,1,99,2,1,2,3,12,4,1,2,2,1,1,1,1,2,2,3,3,2,2
1,4,1438,2,3,4,23,1,4,3,5,2,2,1,1,1,9,2,1,9,9,1,1,9,9,9,2,0,2,3,1,1,2,2,1,1,2,1,2,1,2,1,2,1,4,1,99,3,1,4,3,1,4,3,1,1,1,3,3,3,2,3,2,3,4,2
1,4,1439,1,3,4,23,1,4,3,4,3,2,1,1,1,9,9,10,9,9,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,3,1,3,2,1,1,3,2,99,4,1,3,2,2,3,1,2,1,2,1,3,3,3,1,3,2,3,2
1,4,1440,1,3,4,16,1,4,3,3,1,2,2,1,2,1,4,9,9,9,9,8,9,9,9,2,2,3,1,1,1,2,4,4,4,4,1,2,1,2,2,1,1,4,2,99,2,1,2,1,12,3,3,3,1,1,2,2,2,2,1,2,2,1,2
1,4,1441,1,3,4,23,1,4,3,3,2,2,3,1,5,3,9,1,9,9,9,8,9,9,9,1,0,1,3,1,1,2,2,1,2,2,1,3,1,2,2,1,1,3,2,99,1,1,2,2,12,4,3,1,1,1,3,2,1,2,1,1,2,2,2
1,4,1442,2,3,4,43,1,4,3,2,2,2,12,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,1,1,2,1,1,3,2,2,1,2,1,99,3,1,2,2,1,4,3,3,1,1,3,3,1,3,3,3,3,1,2
1,4,1443,1,3,4,23,1,4,3,5,2,2,2,1,1,9,9,10,9,9,9,9,9,9,9,0,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,5,2,99,2,1,2,2,1,3,1,1,1,1,1,2,1,2,1,1,2,1,2
1,4,1444,1,3,4,34,1,4,3,4,2,2,1,1,3,1,3,1,9,9,9,1,9,9,9,2,2,1,1,5,1,2,2,2,2,2,1,2,1,2,1,1,1,3,2,99,2,1,2,1,10,3,1,1,2,1,1,2,2,2,1,2,2,1,2
1,4,1445,2,3,4,43,2,1,3,4,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,3,1,2,1,2,2,3,1,2,1,1,1,1,1,1,1,99,1,1,1,1,10,1,2,1,3,1,1,2,2,1,1,1,2,1,2
1,4,1446,1,3,4,15,1,4,3,1,1,1,10,9,1,9,9,10,9,9,9,9,9,9,9,0,3,1,1,5,1,2,4,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,10,4,2,1,3,1,1,2,3,2,1,2,3,1,2
1,4,1447,2,6,4,15,3,3,3,4,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,1,2,3,4,1,1,1,2,1,1,1,4,2,99,1,1,2,3,10,3,2,1,2,1,1,3,3,2,1,2,2,1,2
1,4,1448,2,6,4,54,1,3,3,2,1,1,1,1,1,9,1,1,9,1,1,1,9,9,9,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,5,1,1,2,99,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,2
1,4,1449,1,6,4,15,1,3,3,2,2,1,2,1,1,9,2,1,9,9,1,1,9,9,9,1,2,1,1,5,1,2,4,4,4,4,1,1,1,2,1,2,1,3,1,99,2,1,4,1,10,4,3,1,1,1,3,3,2,3,1,3,3,1,2
1,4,1450,1,6,4,4,1,3,3,2,2,2,2,1,1,9,2,1,9,9,1,4,9,9,1,2,2,1,1,1,1,2,4,2,2,2,1,1,1,1,2,2,1,3,1,99,3,1,4,4,10,4,1,2,1,1,2,2,1,2,2,1,1,1,2
1,4,1451,1,6,4,25,1,3,3,2,2,2,2,1,1,9,1,1,9,9,1,1,4,4,4,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,3,2,1,3,1,99,2,1,2,1,2,4,1,1,1,1,1,1,2,2,1,1,3,1,2
1,4,1452,1,6,4,23,1,3,3,4,2,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,3,1,3,1,1,2,4,2,2,2,1,2,1,2,3,1,1,4,2,99,2,1,2,2,10,4,2,3,1,1,3,3,3,2,1,3,2,4,2
1,4,1453,1,6,4,50,1,4,3,4,3,2,4,1,1,4,4,4,9,2,9,9,9,9,9,0,2,1,3,6,1,2,1,2,1,1,1,3,1,3,2,1,1,2,2,99,3,1,2,2,1,3,2,3,2,1,1,1,2,2,3,3,2,1,2
1,4,1454,1,6,4,34,1,5,3,4,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,3,1,1,2,4,2,2,2,1,1,1,1,1,1,1,4,2,99,1,1,1,1,2,3,2,1,1,1,1,2,2,2,1,2,2,1,2
1,4,1455,1,6,4,36,1,6,2,4,2,2,6,1,9,1,1,1,9,9,1,9,9,9,9,1,0,2,2,2,1,2,2,1,1,1,2,3,1,2,1,2,1,2,1,99,1,1,1,1,10,4,2,2,1,1,1,2,1,2,3,2,2,3,14
1,4,1456,2,6,4,36,1,6,2,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,3,1,1,1,1,2,1,2,2,2,1,3,1,2,3,1,1,4,1,99,2,1,2,3,1,4,3,3,3,3,3,3,3,3,3,3,3,1,2
1,4,1457,1,6,4,3,3,6,2,1,2,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,3,1,1,5,1,4,4,3,4,2,1,1,1,1,1,1,1,4,1,99,1,1,1,1,2,4,2,3,1,1,1,2,2,2,1,3,3,1,14
1,4,1458,1,6,4,4,1,6,2,2,2,2,1,1,1,9,4,1,9,9,9,1,9,9,9,0,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,3,2,99,2,1,2,1,10,3,3,2,1,1,1,2,1,2,1,2,3,1,14
1,4,1459,4,6,4,34,3,6,2,2,2,2,2,1,9,9,1,1,9,9,1,1,9,9,9,2,2,1,3,2,1,1,4,1,1,2,1,3,1,3,1,1,1,2,2,99,2,1,2,3,10,2,1,2,3,3,1,1,1,3,2,3,1,2,2
1,4,1460,2,6,4,23,2,6,2,2,2,2,4,1,3,1,4,1,9,9,9,1,9,9,9,1,1,1,3,8,1,2,2,2,2,2,2,3,1,3,2,2,1,2,2,99,4,1,3,2,1,2,1,2,1,3,1,1,1,2,2,1,1,3,2
1,4,1461,1,6,4,22,4,6,2,1,2,1,1,1,3,1,4,1,9,9,1,1,9,9,9,2,2,2,3,4,2,1,2,1,1,1,2,3,1,3,3,1,1,4,1,99,1,1,2,1,2,3,3,2,3,2,1,1,1,2,2,2,2,3,14
1,4,1462,3,6,4,23,4,6,2,2,2,2,9,1,1,9,1,1,9,9,2,3,4,1,1,1,2,2,3,2,1,2,4,2,2,2,1,3,1,2,3,2,1,2,4,7,3,1,2,2,3,4,1,2,3,3,1,1,3,3,2,3,1,2,2
1,4,1463,2,6,4,15,2,6,3,5,1,2,3,1,5,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,3,2,99,1,1,2,1,12,3,3,1,1,3,3,3,3,2,1,3,2,2,2
1,4,1464,1,6,4,27,2,6,1,2,2,0,12,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,4,2,2,2,1,2,1,2,1,1,1,4,2,99,1,1,1,1,1,1,3,3,1,1,3,3,3,2,3,3,2,1,2
1,4,1465,5,6,1,3,4,6,5,2,2,2,12,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,3,2,2,1,1,1,2,2,1,1,4,2,99,2,1,2,2,1,4,3,3,1,3,1,3,3,2,1,2,2,1,2
1,4,1466,3,3,4,6,4,7,5,2,2,2,2,3,3,3,4,9,9,1,9,6,2,9,9,0,2,1,2,4,1,2,2,2,3,3,2,3,1,1,2,1,3,2,3,9,3,1,2,2,1,2,2,2,1,1,1,2,1,2,3,1,1,1,2
1,4,1467,1,3,2,34,2,5,3,3,2,2,10,9,1,4,9,9,9,9,9,9,9,9,9,2,3,1,3,1,1,2,2,2,2,2,1,2,1,2,3,1,1,3,1,99,3,1,2,3,1,4,3,2,1,1,3,3,3,2,1,3,1,1,2
1,4,1468,3,3,4,5,2,5,2,2,2,2,1,2,3,1,4,1,9,9,1,9,9,9,9,0,0,2,3,1,1,2,3,1,1,1,1,3,1,2,2,1,1,2,1,99,2,1,2,2,2,4,1,2,1,2,1,2,1,2,2,1,3,1,2
1,4,1469,3,3,4,16,1,5,2,2,2,2,2,1,3,1,9,1,2,1,9,1,9,9,9,2,2,1,1,1,1,3,2,3,2,2,1,2,1,2,1,1,1,3,1,99,2,1,2,1,10,4,3,1,3,1,1,3,3,2,1,3,1,1,2
1,4,1470,4,5,4,23,3,8,3,2,1,1,1,1,1,9,1,10,9,9,1,1,9,9,9,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,99,1,1,2,2,10,3,2,1,1,1,1,2,3,2,1,2,2,2,2
1,4,1471,4,5,4,23,4,6,3,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,2,2,1,3,1,1,2,1,1,4,3,8,3,1,2,2,2,2,2,3,3,2,1,3,3,2,1,3,1,1,2
1,4,1472,2,7,4,18,4,4,5,2,2,2,4,1,1,1,5,1,9,1,9,1,9,9,9,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,1,3,1,99,2,1,2,1,10,3,2,1,3,1,3,3,2,2,1,2,2,4,2
1,4,1473,3,7,4,50,2,4,3,2,3,2,2,1,1,9,2,2,9,9,3,9,9,9,9,1,2,3,0,0,1,1,2,2,2,2,1,2,1,3,2,4,1,2,4,7,6,1,4,4,12,0,2,2,3,2,1,1,1,1,2,1,1,1,2
1,4,1474,4,7,4,43,2,4,3,1,1,0,10,9,1,1,5,1,9,9,9,9,9,9,9,0,0,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,4,1,99,1,1,2,1,10,4,3,3,3,1,1,3,3,3,1,3,2,4,2
1,4,1475,3,7,4,25,4,4,5,3,2,2,1,1,2,1,4,1,9,9,1,1,9,9,9,2,2,1,3,1,1,2,2,2,2,2,1,3,1,2,3,1,1,4,1,99,3,1,2,3,1,4,3,3,3,1,3,3,3,2,3,3,3,4,2
1,4,1476,4,7,2,22,4,4,3,2,1,2,1,1,3,1,3,1,4,1,1,1,9,9,9,1,1,2,1,5,5,1,0,4,3,1,1,3,1,2,2,3,1,3,2,99,3,1,2,2,3,2,1,2,1,1,1,1,1,2,2,1,2,1,2
1,4,1477,1,7,4,54,1,4,3,2,1,0,2,1,1,9,9,1,9,9,3,8,9,9,9,2,2,1,3,5,1,2,4,2,2,2,1,3,1,2,3,2,1,4,2,99,3,1,2,3,10,4,3,3,3,3,3,3,3,3,1,3,3,1,2
1,4,1478,3,7,4,41,1,4,2,1,1,1,2,1,1,9,2,1,9,9,1,1,9,9,9,2,2,1,1,1,1,2,4,2,2,2,1,2,1,2,1,2,1,3,4,1,2,1,2,1,10,4,2,1,1,1,1,2,2,2,1,2,3,1,2
1,4,1479,2,7,4,6,2,4,2,1,1,1,1,1,1,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,4,1,99,2,1,2,1,10,4,3,1,1,1,1,2,2,2,1,3,3,1,2
1,4,1480,1,7,4,36,4,4,3,2,1,1,2,1,2,1,4,1,9,9,9,1,4,4,9,2,2,1,1,1,1,2,2,4,2,2,1,2,1,1,3,1,1,3,4,3,2,1,2,3,10,4,1,1,1,1,1,1,2,2,1,1,3,3,2
1,4,1481,3,7,4,34,2,4,1,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,3,1,2,2,2,1,1,1,2,1,1,1,4,2,99,2,1,2,1,10,4,2,1,1,1,1,2,2,2,1,2,2,1,2
1,4,1482,1,7,4,14,2,4,1,4,1,1,1,4,1,9,9,10,9,9,9,9,9,9,9,0,0,1,1,5,1,3,2,3,1,2,0,1,1,1,2,1,1,4,4,1,2,1,4,2,1,4,1,3,3,1,3,1,3,2,1,3,3,3,2
1,4,1483,1,7,1,13,4,4,2,3,1,2,10,1,2,1,4,1,9,9,9,1,9,9,9,2,2,1,1,1,1,3,1,3,2,2,1,1,1,2,1,1,1,3,2,99,1,1,2,1,10,3,2,1,3,1,1,2,2,2,1,2,2,1,14
1,4,1484,7,7,1,36,3,4,2,1,2,1,10,1,2,1,9,1,3,1,9,4,2,9,9,0,2,1,1,8,1,3,3,3,1,1,1,3,1,2,2,3,1,3,2,99,3,1,2,1,10,3,1,2,1,1,1,1,2,2,2,2,1,4,2
1,4,1485,4,4,4,4,3,6,1,1,3,2,2,1,1,9,2,1,9,9,3,1,9,9,9,2,0,2,2,1,1,3,2,3,1,1,1,2,1,2,2,2,1,3,1,99,2,1,2,2,11,3,1,2,1,2,2,2,1,2,2,1,3,2,2
1,4,1486,1,3,4,11,1,1,2,2,2,2,1,2,3,1,4,4,9,9,9,4,4,1,9,1,2,2,1,1,1,2,2,2,2,4,1,3,1,2,3,1,1,3,2,99,4,1,2,1,10,4,2,1,1,1,3,3,3,2,1,1,3,1,14
1,4,1487,1,3,4,4,1,1,2,3,2,2,3,1,1,9,2,1,9,9,1,8,9,9,9,1,2,1,3,6,1,0,2,0,0,2,1,3,1,2,3,3,6,4,1,99,3,1,2,3,7,3,3,1,1,3,3,3,3,3,3,1,2,1,14
1,4,1488,2,3,4,43,4,1,2,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,1,2,0,0,1,2,1,1,1,1,1,4,1,99,2,1,2,1,10,4,2,1,3,1,1,3,2,2,1,2,3,1,2
1,4,1489,3,3,4,43,2,1,2,2,3,2,1,1,3,1,4,1,9,9,9,1,9,9,9,2,2,1,1,5,1,2,2,1,2,2,1,2,1,2,1,1,1,3,1,99,2,1,3,2,10,3,2,1,1,1,1,2,2,2,1,2,2,1,2
1,4,1490,4,3,1,36,4,1,2,2,1,1,2,1,1,9,2,1,9,9,1,1,4,4,4,2,2,1,1,3,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,99,2,1,1,1,10,1,2,1,1,1,1,2,2,2,1,3,2,1,2
1,4,1491,4,3,4,5,2,4,2,1,1,1,1,1,1,9,9,10,9,9,9,1,9,9,9,0,0,1,1,1,1,3,2,2,3,3,1,1,1,1,1,1,1,1,2,99,1,1,1,1,10,1,1,1,1,1,1,2,2,2,1,1,2,1,2
1,4,1492,2,3,4,43,3,4,2,1,1,1,10,9,9,9,9,10,9,9,9,9,9,9,9,0,0,1,1,1,1,2,1,4,4,4,1,1,1,2,1,1,1,4,1,99,2,1,2,1,1,3,2,1,3,1,1,2,2,2,1,2,2,1,2
1,4,1493,1,3,4,15,4,4,2,2,2,1,1,1,1,1,9,1,5,1,1,8,4,1,1,2,1,1,3,8,1,2,1,2,2,2,7,2,1,2,1,1,1,3,2,99,3,1,2,1,10,2,1,1,3,3,1,3,3,3,3,3,3,1,2
1,4,1494,2,3,4,34,2,4,2,2,1,2,10,9,9,9,9,10,9,9,9,9,9,9,9,0,3,1,1,1,1,2,4,2,2,2,1,1,1,2,1,1,1,1,1,99,1,1,2,1,1,1,2,1,1,1,1,3,2,2,1,2,2,1,2
1,4,1495,5,7,4,43,3,5,9,1,1,0,1,1,9,1,4,1,9,9,1,1,9,9,9,2,2,1,1,3,1,2,3,2,2,2,1,1,1,1,1,1,1,1,5,3,6,1,2,3,2,0,1,1,1,1,1,2,1,2,1,2,1,1,2
1,4,1496,6,4,2,5,3,6,8,2,2,2,4,1,3,3,4,1,9,9,1,8,9,9,9,0,0,2,1,1,1,2,2,2,2,2,1,2,1,2,2,3,1,2,1,99,3,1,2,3,10,4,3,2,1,3,1,3,1,3,2,1,1,3,2
