CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51A.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56A.,Q.57A.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,CARD..1,DECK..1,BALLOT..1,,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72A.,Q.73A.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,Q.97.,Q.98.,Q.99.,Q.100.,V.102.,V.103.,V.104.,V.105.,V.106.,V.107.,V.108.,V.109.,V.110.,V.111.,V.112.,V.113.,V.114.,V.115.,V.116.,V.117.,V.118.,V.119.,V.120.
1,63,99,6,1,8,3,3,1,5,2,2,2,1,1,1,2,9,3,3,3,3,3,3,3,3,3,2,2,5,2,4,4,1,1,4,4,4,3,4,1,3,4,3,2,1,3,1,2,1,1,3,1,1,2,4,3,5,3,3,3,2,2,2,2,2,4,2,63,99,6,3,4,2,1,3,2,1,3,2,4,3,4,3,3,3,3,1,2,2,1,1,1,1,1,1,1,4,1,1,3,2,4,3,10,3,3,0,0,5,3,6,1,1,3,0,0,1,0,0,0,3,6,0,42,130
1,63,100,6,1,8,8,0,1,5,1,1,2,6,1,2,11,11,2,3,3,2,1,2,3,3,3,3,2,3,1,4,1,5,1,3,4,4,3,4,10,0,10,0,5,1,0,3,4,3,4,4,3,2,1,11,4,5,3,3,3,1,2,2,3,2,1,2,63,100,6,1,2,2,1,3,3,4,2,2,4,3,4,5,5,4,4,2,4,5,3,5,4,4,4,2,2,3,2,4,2,4,4,1,10,3,3,0,2,0,1,2,1,1,2,0,4,0,0,0,4,0,0,2,32,821
1,63,101,6,1,11,3,2,5,5,2,2,3,6,2,1,13,13,1,1,1,1,2,1,1,1,2,3,2,2,2,1,3,1,4,2,1,1,2,9,2,1,4,2,1,1,3,3,2,1,1,1,1,1,1,4,4,4,1,1,2,3,1,1,1,1,4,2,63,101,6,3,1,1,3,1,1,1,3,1,1,3,5,2,1,1,2,4,1,1,1,1,1,1,1,1,1,4,1,3,2,1,2,1,9,2,3,3,3,5,5,11,4,5,2,6,2,2,4,5,1,5,7,6,24,1010
1,63,102,6,1,11,1,0,4,5,4,1,1,3,1,3,0,0,2,4,3,1,1,2,2,2,3,0,2,4,3,4,1,1,1,4,3,3,3,9,3,3,5,2,1,1,1,3,3,2,3,4,4,3,1,4,4,5,4,4,1,2,2,1,2,1,2,2,63,102,6,5,5,1,1,3,4,3,4,3,4,2,4,4,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,3,7,2,2,3,1,1,1,0,1,2,0,3,1,32,1001
1,63,103,6,1,10,4,2,2,5,1,2,2,6,3,4,2,2,3,1,1,2,1,1,1,2,2,1,1,2,1,1,1,1,4,5,4,1,1,1,1,2,3,1,1,1,3,2,2,1,1,1,2,3,2,4,3,1,3,2,3,2,2,1,2,2,2,2,63,103,6,1,4,1,3,1,3,4,3,2,1,1,2,2,5,2,3,4,2,2,1,2,3,3,1,1,1,4,1,1,1,1,4,1,8,1,1,1,3,4,7,5,2,2,0,4,5,7,5,0,4,3,4,3,42,730
1,63,104,6,1,10,5,2,3,5,4,2,2,5,2,5,1,0,1,1,3,1,1,1,3,3,2,3,2,5,2,4,4,2,4,4,4,4,4,4,3,3,6,3,2,1,1,4,4,3,4,3,3,2,1,11,4,5,3,3,1,2,2,1,1,1,4,2,63,104,6,4,2,1,1,1,3,1,2,2,1,3,4,5,4,4,4,1,5,5,1,1,1,1,1,1,1,3,3,1,3,3,4,3,5,2,2,0,0,1,1,3,2,1,4,1,0,1,3,0,0,2,6,0,34,11
1,63,105,6,1,10,2,6,3,5,1,2,2,5,3,3,6,2,1,1,1,2,2,1,1,1,3,1,3,2,2,1,3,1,4,2,1,1,2,2,2,1,11,2,1,1,2,3,4,2,3,3,1,3,1,11,4,3,1,1,4,2,2,2,1,1,1,2,63,105,6,1,1,1,1,1,1,1,3,3,2,1,3,3,4,2,3,3,5,4,4,1,1,1,1,1,1,4,1,3,1,1,1,1,3,1,2,3,2,2,5,6,4,3,1,5,3,5,3,5,2,5,6,6,45,600
1,63,106,6,1,10,1,5,1,5,0,1,1,4,2,4,4,9,3,2,2,1,1,2,3,2,3,3,2,4,2,3,4,4,3,4,2,3,4,3,11,1,11,1,1,3,3,3,4,3,3,3,1,3,2,1,2,6,4,4,4,3,1,1,1,1,2,2,63,106,6,2,2,6,1,2,4,1,2,2,2,3,3,5,4,4,5,3,4,2,2,1,4,3,3,1,1,4,2,3,2,1,1,1,6,2,1,1,0,1,1,2,0,2,0,1,1,2,2,3,0,4,2,5,48,712
1,63,107,6,1,10,2,5,4,5,5,0,2,4,2,2,2,8,2,3,3,1,1,0,0,2,3,1,1,5,2,0,4,0,0,4,0,1,1,1,2,3,10,3,2,2,3,3,2,1,0,1,1,2,3,1,4,0,2,2,0,3,1,1,1,1,1,2,63,107,6,3,4,2,1,2,2,4,1,2,0,4,3,3,4,3,4,0,3,2,1,4,1,1,1,1,1,4,1,3,2,1,4,2,4,4,2,2,2,3,2,4,0,1,4,0,0,7,2,3,0,5,6,4,48,322
1,63,108,6,1,9,6,0,4,4,4,1,1,3,2,2,13,11,2,4,3,1,1,2,3,3,3,3,2,5,2,3,3,1,1,4,4,4,3,4,11,3,11,2,2,1,3,4,3,3,4,2,3,2,2,0,3,5,3,3,3,2,2,2,2,2,1,2,63,108,6,4,3,6,1,3,3,4,1,1,1,4,3,3,4,4,4,1,4,2,1,1,1,2,3,4,1,2,4,4,5,5,5,5,4,3,3,0,1,0,2,3,0,1,1,0,0,0,0,0,1,0,4,0,32,101
1,63,109,6,1,9,6,3,5,4,2,2,1,1,3,1,0,9,1,4,3,2,1,2,3,2,3,3,2,3,2,4,4,1,4,4,4,4,3,4,1,2,11,2,2,2,3,2,3,4,1,3,1,1,1,11,0,4,3,4,4,2,1,1,2,1,1,2,63,109,6,4,4,1,1,1,3,3,2,2,4,4,4,5,5,5,5,3,2,1,1,1,4,1,1,2,2,2,4,4,5,5,5,5,0,2,1,2,0,2,0,0,2,1,0,0,2,0,2,0,0,1,4,1,34,831
1,63,110,6,1,9,3,5,3,4,4,2,2,6,1,4,4,0,1,1,1,2,2,2,2,2,3,1,2,2,2,2,3,3,4,4,1,3,2,3,2,3,3,2,1,1,2,2,4,3,3,2,1,1,1,11,4,1,1,2,4,2,2,1,2,1,1,2,63,110,6,3,3,2,2,2,3,1,2,1,2,2,4,4,4,4,4,2,3,3,1,2,1,1,2,1,1,4,1,3,2,1,5,1,5,2,3,2,3,2,3,3,0,2,2,3,3,4,2,4,1,4,5,5,42,340
1,63,111,6,1,9,3,2,5,4,3,2,2,6,2,5,4,6,2,1,3,1,3,2,3,2,3,3,2,5,2,5,1,1,1,4,4,4,2,3,1,1,3,1,1,3,3,1,1,1,1,4,1,1,1,11,4,6,4,4,4,2,2,2,2,2,3,2,63,111,6,1,1,6,1,2,1,2,3,2,4,1,1,1,1,1,1,1,1,4,4,3,4,4,4,1,1,4,1,4,1,5,5,5,9,2,3,1,2,6,9,12,3,3,0,0,1,2,1,0,4,3,1,1,42,80
1,63,112,6,1,9,5,6,4,4,4,0,2,5,2,3,9,5,2,3,3,1,1,1,2,1,2,3,2,5,2,4,4,3,4,4,1,1,2,3,3,3,4,2,2,3,1,3,4,3,3,3,2,2,2,11,0,4,1,1,2,2,2,2,2,0,1,2,63,112,6,3,3,2,1,1,3,3,1,1,1,3,3,4,4,4,4,3,4,3,1,2,3,2,3,2,3,2,3,3,3,2,4,2,10,2,1,3,0,0,2,3,0,2,3,3,0,2,3,4,0,0,3,2,50,170
1,63,113,6,1,9,5,2,5,4,1,2,2,5,2,2,4,7,2,2,3,1,1,3,2,2,1,1,2,5,2,4,3,2,4,4,3,2,4,9,1,2,3,2,1,2,1,2,2,1,2,3,2,1,1,2,3,4,4,1,3,2,2,2,2,2,1,2,63,113,6,2,3,2,2,2,3,3,2,1,1,1,3,3,3,4,3,2,4,2,1,1,1,1,1,1,1,4,1,3,2,1,2,2,5,0,3,3,0,3,5,5,0,2,0,3,0,4,2,1,1,3,6,5,24,1000
1,63,114,6,1,9,5,2,5,4,1,2,1,5,2,5,5,5,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,3,3,1,2,1,1,1,2,3,1,1,2,2,1,2,1,1,3,1,2,1,1,3,1,3,2,2,2,1,1,1,1,3,2,63,114,6,1,1,1,1,1,2,1,3,2,3,1,1,1,1,1,1,4,2,2,1,2,2,2,3,1,1,4,1,4,2,1,2,2,4,1,3,2,3,6,9,12,3,4,0,6,4,6,4,4,5,6,3,4,34,761
1,63,115,6,1,9,5,3,4,4,2,2,2,5,3,1,1,10,2,4,0,1,2,2,2,2,3,0,2,5,1,4,3,2,1,4,2,3,2,9,2,3,4,2,2,1,1,2,3,1,2,3,3,2,1,11,4,6,2,4,2,1,3,3,2,2,2,2,63,115,6,3,2,3,2,2,1,1,2,0,1,3,3,5,1,2,2,3,2,2,1,2,1,1,3,1,1,3,1,1,3,2,4,3,5,0,3,1,1,2,1,10,1,4,3,2,1,2,1,3,2,3,5,0,34,671
1,63,116,6,1,9,5,2,5,4,2,1,1,5,3,2,13,9,2,3,3,1,1,1,2,1,2,1,2,4,2,3,3,2,4,4,2,3,4,3,2,2,3,2,2,1,1,2,2,1,2,3,3,2,2,1,4,5,4,1,3,3,1,1,1,1,1,2,63,116,6,1,1,1,3,2,3,2,3,1,1,3,3,4,4,4,4,4,2,2,2,1,1,1,1,1,1,4,1,3,2,1,4,2,7,2,1,2,0,3,2,3,3,3,1,3,0,4,4,3,2,5,6,3,24,850
1,63,117,6,1,9,1,6,1,4,1,1,1,5,3,3,5,0,2,3,3,2,1,2,3,3,3,2,2,4,2,4,4,4,1,4,4,4,1,0,7,3,7,3,3,1,3,4,4,4,4,3,3,1,2,11,4,5,3,3,4,2,2,2,2,3,1,2,63,117,6,1,3,1,3,3,3,3,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,2,1,4,0,1,4,2,0,1,0,3,1,42,360
1,63,118,6,1,9,2,2,5,4,2,2,1,5,3,5,1,0,2,3,3,3,1,2,3,3,3,3,2,5,2,4,4,4,1,4,4,4,4,4,2,3,6,3,5,1,0,5,0,4,5,3,3,3,1,0,4,5,3,3,4,2,3,0,3,3,1,2,63,118,6,5,4,6,0,3,3,4,4,2,4,5,4,5,0,0,0,1,1,1,3,4,4,4,4,4,1,2,3,4,5,5,5,5,0,2,3,0,0,1,2,3,0,1,4,0,0,1,0,0,0,0,1,0,34,141
1,63,119,6,1,9,4,0,5,4,1,2,1,5,1,5,5,9,3,4,1,2,1,1,2,2,3,1,1,4,2,4,4,3,4,1,1,3,1,1,0,1,11,0,1,1,3,5,4,3,3,3,4,3,2,0,3,5,3,4,1,2,2,3,2,1,1,2,63,119,6,3,4,6,1,1,3,1,4,3,4,4,5,5,5,5,5,1,2,1,2,1,1,1,1,4,1,1,3,1,4,1,4,2,10,2,2,1,0,0,1,0,0,0,0,2,2,7,4,6,0,0,6,1,32,1101
1,63,120,6,1,9,4,7,5,4,2,2,1,5,2,5,5,3,2,2,2,1,1,2,2,3,3,3,2,2,2,2,3,2,3,4,4,4,2,3,1,1,2,3,2,1,3,2,3,2,2,3,2,3,1,11,3,2,3,3,3,2,1,1,2,1,1,2,63,120,6,2,3,2,2,2,3,3,2,2,1,3,3,4,3,3,4,2,2,2,2,2,2,3,3,1,1,3,2,2,2,1,3,4,7,2,2,0,1,1,2,5,0,2,1,2,2,2,2,0,1,2,3,3,7,50
1,63,121,6,1,9,5,3,5,4,2,2,1,4,2,5,5,2,1,2,1,1,2,1,2,2,1,1,3,2,2,2,2,1,4,2,5,2,2,1,1,2,3,2,2,3,2,2,3,1,3,2,2,3,1,10,3,1,2,1,3,2,2,2,1,1,3,2,63,121,6,2,1,2,1,1,1,1,3,2,1,2,3,4,2,2,2,2,1,1,1,1,2,2,1,1,1,4,1,4,2,2,3,1,9,2,3,2,3,1,3,9,2,3,0,5,3,6,3,3,1,5,4,3,42,530
1,63,122,6,1,9,1,2,5,4,2,2,1,4,3,3,1,1,2,3,3,1,1,3,3,3,3,1,2,5,2,4,4,4,4,4,4,4,2,1,11,3,11,3,2,1,3,5,5,3,3,3,3,2,1,11,4,0,3,0,3,3,3,3,3,3,1,2,63,122,6,5,5,1,2,1,3,0,2,1,1,3,5,4,4,5,5,4,5,1,1,1,1,1,1,3,4,3,3,1,5,4,4,4,2,2,1,1,0,0,3,1,2,3,2,0,0,6,2,0,0,0,6,0,34,201
1,63,123,6,1,9,3,6,1,4,1,1,1,4,2,4,4,10,2,2,1,1,3,1,2,2,1,2,2,5,2,5,3,5,4,5,5,3,4,4,10,1,9,2,5,1,3,2,3,1,4,2,2,3,1,0,3,6,4,4,4,3,2,2,2,2,1,2,63,123,6,2,2,1,1,3,4,3,4,2,4,2,2,4,5,4,4,3,5,1,4,5,5,5,5,4,1,4,4,4,5,5,5,5,9,2,2,1,1,1,4,2,2,1,2,4,1,2,2,2,1,1,3,0,48,282
1,63,124,6,1,9,4,2,5,4,1,1,1,4,2,1,4,13,2,3,3,1,1,2,3,3,3,3,2,5,2,4,4,2,1,4,4,4,3,4,1,3,3,2,1,1,1,3,4,3,4,3,3,3,1,5,2,5,3,3,3,2,2,2,2,2,1,2,63,124,6,3,4,1,2,3,3,4,1,2,1,3,4,5,5,4,5,1,2,4,2,1,4,4,4,2,1,2,2,1,3,2,4,3,8,2,2,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,24,480
1,63,125,6,1,9,5,3,5,4,4,2,1,3,2,3,1,0,2,3,3,1,1,3,3,3,3,0,2,5,2,4,3,5,3,4,4,4,4,9,11,1,11,1,5,2,3,3,4,4,5,3,3,2,1,11,4,5,3,3,3,1,2,2,2,2,3,2,63,125,6,4,4,6,3,3,3,4,1,2,1,3,3,5,5,4,4,4,2,1,1,5,5,4,4,3,2,2,3,1,5,5,5,5,7,0,3,1,0,1,1,2,0,2,0,0,0,2,2,0,1,0,1,1,34,161
1,63,126,6,1,9,5,2,3,4,3,2,2,3,1,1,1,10,2,2,2,1,1,3,3,2,3,1,2,4,2,3,3,3,2,4,4,2,2,1,1,2,2,2,2,1,3,2,2,1,2,4,2,1,1,2,4,5,3,2,3,3,2,2,2,2,2,2,63,126,6,2,3,1,1,2,3,1,1,1,2,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,2,1,2,2,4,2,3,2,1,1,0,3,0,3,2,1,0,1,1,6,1,0,1,0,3,1,34,261
1,63,127,6,1,9,3,3,5,4,2,2,1,3,2,2,2,13,2,3,3,1,3,2,3,3,3,3,2,3,2,4,3,4,1,4,4,4,3,4,1,2,1,3,3,1,1,4,4,3,4,3,3,2,1,11,4,5,3,3,3,2,2,2,2,2,1,2,63,127,6,4,4,6,3,3,3,4,1,2,1,4,2,4,5,4,5,1,2,2,1,4,4,4,4,4,3,1,3,1,2,2,4,4,10,2,1,0,0,0,2,1,0,0,1,0,1,0,1,0,1,0,0,1,48,422
1,63,128,6,1,9,3,0,4,4,2,2,1,3,3,3,6,9,1,1,2,1,2,1,1,2,2,3,1,4,2,2,2,2,3,4,3,2,2,3,10,2,0,2,1,2,1,2,1,1,1,2,2,2,1,4,4,5,1,2,3,2,2,2,2,2,2,2,63,128,6,1,2,1,1,1,3,2,1,2,1,1,2,2,2,2,1,3,3,1,2,1,5,5,5,1,2,2,2,2,3,5,5,5,4,2,1,3,3,4,7,10,2,2,1,5,2,2,3,1,3,1,3,2,32,371
1,63,129,6,1,9,3,3,4,4,1,2,1,3,3,1,5,10,3,1,3,1,1,2,3,3,3,3,2,5,2,1,4,1,3,4,4,4,3,7,2,1,6,3,1,1,3,2,1,1,1,4,4,3,1,2,3,5,3,3,3,2,2,2,2,2,1,2,63,129,6,4,4,1,1,1,3,4,3,1,1,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,6,2,1,0,1,4,0,0,2,0,3,0,0,1,2,0,0,3,7,4,42,460
1,63,130,6,1,9,1,2,4,4,2,2,1,2,0,6,0,0,3,4,0,1,3,2,2,3,0,0,3,0,3,5,2,1,2,0,0,3,3,6,2,2,7,3,5,3,0,5,0,0,0,0,0,1,1,11,0,6,4,4,4,4,3,3,3,3,0,2,63,130,6,5,5,6,0,0,4,0,4,3,0,5,5,0,0,0,0,0,0,3,4,5,5,5,5,4,0,0,4,4,5,5,5,5,0,4,0,1,0,0,3,3,0,1,3,1,1,1,1,3,1,0,3,0,34,751
1,63,131,6,1,9,3,2,2,4,3,1,1,1,3,1,1,0,2,4,2,3,3,2,3,3,3,0,2,0,3,5,3,2,1,4,3,4,4,4,11,0,11,0,5,3,0,5,2,4,5,4,3,3,1,2,0,5,4,3,4,4,3,3,3,3,0,2,63,131,6,5,5,1,0,3,3,3,4,2,0,5,5,5,0,0,0,4,4,4,4,5,5,5,5,4,0,4,4,4,5,5,5,5,4,2,2,0,0,2,3,3,2,3,0,1,1,1,0,1,1,1,3,0,34,481
1,63,132,6,1,9,3,2,3,4,1,2,1,1,2,1,0,9,2,4,3,1,1,1,2,2,2,3,2,4,2,3,3,2,4,4,2,2,1,1,1,2,2,3,1,2,1,2,1,1,1,1,1,2,1,11,4,1,1,1,1,2,1,1,2,2,3,2,63,132,6,2,3,2,2,1,4,2,3,2,1,3,2,2,2,2,4,2,1,1,4,2,4,4,4,1,1,3,4,3,2,1,2,2,10,4,1,4,1,4,5,7,0,2,1,2,0,5,4,3,1,2,1,6,24,1320
1,63,133,6,6,9,8,7,5,4,2,2,3,6,2,2,7,4,2,3,1,2,3,1,2,2,2,1,2,2,2,3,4,3,4,4,4,2,1,1,6,3,7,3,2,1,3,4,4,3,4,0,2,2,1,11,4,5,3,2,1,3,2,2,2,2,1,2,63,133,6,3,4,6,3,1,3,4,2,3,1,2,2,4,5,5,5,2,4,5,1,2,1,1,1,2,2,1,2,1,3,2,4,4,10,2,3,1,0,0,4,0,0,1,4,3,3,7,5,0,0,0,6,0,59,250
1,63,134,6,1,9,8,2,5,4,1,3,1,5,0,2,3,10,2,3,3,1,1,1,1,2,1,1,2,0,2,4,4,1,4,4,4,4,1,9,7,3,7,3,2,1,3,5,4,3,2,3,3,1,1,11,4,4,3,4,3,1,2,2,2,2,1,2,63,134,6,1,2,6,3,1,3,2,2,1,1,4,4,5,5,5,4,1,3,1,1,2,1,1,1,1,4,4,1,1,3,2,3,2,9,1,1,1,0,1,0,1,1,0,4,4,0,5,5,0,1,3,6,1,48,572
1,63,135,6,7,8,6,6,4,4,2,2,2,6,2,5,9,4,2,3,3,1,1,1,2,1,3,1,1,5,2,4,4,1,4,1,1,3,1,1,2,3,7,2,2,2,3,4,4,3,4,3,3,1,1,10,4,5,3,4,3,2,2,3,2,2,1,2,63,135,6,4,4,3,3,1,3,4,3,3,1,1,4,5,5,5,5,1,5,1,3,0,5,5,4,3,4,1,3,1,3,3,4,4,8,2,3,2,0,0,3,0,0,0,3,2,0,7,5,6,0,0,2,1,59,180
1,63,136,6,1,8,6,3,5,4,1,2,2,5,2,2,9,9,3,2,1,2,2,1,2,2,2,1,1,5,2,1,1,1,4,5,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,3,1,2,1,11,4,1,2,1,2,2,2,3,2,3,1,2,63,136,6,3,1,1,1,2,3,1,3,1,1,3,3,3,2,1,1,3,3,2,1,2,1,2,2,1,1,4,1,3,2,1,1,2,9,2,3,2,3,5,3,11,2,2,1,4,3,7,4,4,3,4,4,4,7,100
1,63,137,6,1,8,6,0,4,4,2,0,1,5,1,5,3,0,2,3,3,1,1,3,3,3,3,1,2,5,2,4,4,1,1,4,4,4,1,1,4,3,7,3,2,1,3,4,4,3,4,3,3,3,1,11,4,1,3,3,2,2,2,0,2,1,1,2,63,137,6,1,3,2,3,3,1,4,3,3,1,4,2,4,5,4,4,1,5,1,1,1,4,4,3,1,1,4,1,2,3,1,4,3,9,2,3,0,0,0,2,2,2,1,4,0,0,7,2,0,1,3,1,1,42,20
1,63,138,6,3,8,6,5,5,4,3,2,2,2,2,2,4,4,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,4,3,2,2,2,2,1,2,4,3,1,1,2,2,2,1,2,2,2,2,2,3,1,4,3,4,3,2,1,1,1,1,2,2,63,138,6,3,1,2,2,2,2,1,3,1,1,2,3,2,2,2,2,3,2,1,1,1,3,3,2,1,1,4,1,3,2,2,4,2,3,1,1,1,4,3,5,9,1,2,2,6,5,5,3,3,4,6,3,2,48,261
1,63,139,6,1,8,6,3,5,4,1,2,1,2,2,2,1,9,2,2,3,1,3,1,2,2,2,1,2,5,2,1,4,5,4,5,1,3,1,9,8,3,9,3,2,1,3,2,2,1,5,3,2,3,1,11,4,1,3,0,3,2,2,2,2,3,4,2,63,139,6,2,4,2,3,1,2,2,3,3,1,3,1,2,4,2,2,3,1,1,2,1,1,1,1,4,1,2,4,2,5,3,4,3,3,2,2,1,1,3,6,7,1,2,3,2,0,5,5,4,0,0,7,0,34,321
1,63,140,6,1,8,5,3,3,4,3,2,2,6,3,5,10,9,3,4,1,1,1,3,3,3,3,1,2,5,3,5,5,1,4,4,4,1,1,1,1,1,4,3,1,1,2,1,4,1,4,4,4,2,1,11,4,5,3,3,1,2,2,2,2,2,1,2,63,140,6,2,4,1,2,2,3,3,1,2,1,3,4,4,4,4,4,3,4,1,1,1,1,1,4,1,1,4,1,1,2,1,4,1,3,2,1,0,0,2,2,3,2,2,2,1,2,7,3,0,1,4,4,3,32,781
1,63,141,6,1,8,5,2,4,4,1,2,1,6,2,2,3,9,2,2,2,1,1,2,3,3,3,1,2,4,2,2,2,3,1,4,4,3,1,2,1,2,2,3,1,1,2,4,3,2,4,2,2,2,1,11,4,5,3,3,3,2,2,2,2,2,4,2,63,141,6,4,3,1,2,2,3,3,2,2,2,2,2,2,4,4,4,2,1,1,3,3,1,1,1,1,1,4,1,1,2,2,2,3,10,2,2,0,2,0,6,3,2,2,1,1,2,6,2,0,1,4,7,2,32,561
1,63,142,6,5,8,5,3,5,4,3,2,2,6,2,1,9,4,2,4,3,1,1,1,2,3,3,1,3,5,2,4,4,1,3,4,4,4,1,1,3,3,3,2,2,1,2,4,2,1,1,3,3,2,1,1,4,5,4,3,3,2,3,2,2,2,1,2,63,142,6,3,3,1,1,2,3,1,3,1,1,2,3,4,4,4,4,4,1,1,1,1,1,2,2,1,1,4,1,3,4,2,4,3,9,2,1,0,0,3,3,3,2,3,2,1,0,7,4,0,0,4,5,1,50,100
1,63,143,6,1,8,1,6,1,4,2,2,2,6,2,5,2,10,2,4,1,1,3,2,2,2,3,2,2,4,2,4,3,5,1,3,4,4,4,4,1,2,1,2,5,1,3,5,1,4,5,4,4,1,1,0,4,6,3,4,4,2,3,2,3,3,1,2,63,143,6,5,5,6,2,3,4,4,1,2,4,4,5,5,5,5,5,1,5,5,4,4,4,5,1,4,4,4,3,4,5,5,5,5,9,3,3,1,0,2,1,0,0,0,0,2,1,2,0,0,1,1,3,0,48,742
1,63,144,6,1,8,4,7,1,4,1,2,1,6,3,5,3,3,2,4,3,3,1,2,3,3,3,3,2,3,2,1,5,2,1,4,4,4,4,4,3,2,11,2,2,3,3,2,1,3,3,3,4,3,1,0,4,5,3,2,2,2,2,2,2,2,3,2,63,144,6,2,2,6,2,3,3,3,3,3,4,2,4,5,4,1,2,2,5,4,4,1,5,3,3,1,1,3,3,4,1,1,5,5,9,2,3,1,1,1,2,8,0,2,1,0,2,1,0,0,1,1,3,2,42,60
1,63,145,6,1,8,5,2,5,4,2,2,1,5,2,1,1,0,2,3,3,3,1,2,3,3,3,0,2,5,2,4,4,5,1,4,4,4,4,4,2,1,2,3,2,1,3,5,5,3,4,3,3,3,1,11,4,5,3,4,3,4,2,2,2,2,1,2,63,145,6,4,4,6,3,3,3,4,4,3,1,4,4,5,4,4,4,2,5,1,3,3,1,4,4,3,3,1,3,4,4,5,4,5,9,3,3,1,0,0,0,3,0,2,2,0,0,1,1,0,0,0,2,0,34,631
1,63,146,6,1,8,4,5,5,4,3,1,2,5,2,3,2,11,2,3,3,1,1,2,3,3,3,1,2,4,2,4,4,1,4,1,1,1,1,8,7,3,1,1,2,2,1,4,3,3,4,3,3,2,1,11,4,1,3,4,4,2,2,3,2,2,1,2,63,146,6,3,4,1,1,1,3,1,2,2,1,3,3,5,4,1,3,1,4,2,3,2,3,3,3,1,1,2,3,1,1,1,4,1,0,1,3,2,0,0,1,7,2,1,2,0,0,5,3,6,0,1,3,4,45,110
1,63,147,6,1,8,4,2,2,4,2,1,1,5,3,1,5,3,3,4,2,1,1,3,3,3,3,1,2,5,2,1,4,5,4,4,5,3,1,1,10,1,10,1,1,3,3,5,2,1,1,4,4,1,2,2,4,4,3,4,4,3,3,3,1,1,2,2,63,147,6,2,3,1,3,1,3,2,4,3,1,3,5,4,4,3,4,3,2,2,4,5,1,1,1,1,1,4,1,4,5,5,5,5,10,3,2,1,1,3,3,4,2,2,2,1,1,7,4,2,0,4,6,0,24,1030
1,63,148,6,1,8,3,0,0,4,2,1,1,3,2,1,7,0,2,3,3,0,1,2,3,3,3,0,2,4,2,4,4,3,1,4,4,4,4,2,7,3,10,3,4,1,1,4,5,3,4,3,3,2,1,11,4,5,3,3,3,2,2,2,3,3,4,2,63,148,6,4,4,5,3,3,3,2,4,3,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,5,5,5,0,0,4,0,0,0,0,3,0,1,2,4,0,0,3,1,0,0,1,3,0,24,710
1,63,149,6,2,11,6,6,4,4,2,2,2,5,2,2,3,4,2,4,2,1,1,1,2,2,2,1,1,4,1,2,2,2,4,4,1,1,1,1,4,3,6,3,1,1,2,3,1,1,2,3,2,0,2,11,4,3,3,1,3,2,1,1,1,1,1,2,63,149,6,1,2,1,2,2,1,1,3,1,1,3,4,4,3,2,4,2,2,1,1,1,4,4,4,1,1,4,1,4,2,2,3,2,4,2,1,2,1,3,2,6,3,3,4,3,3,7,4,4,3,6,0,2,59,270
1,63,150,6,1,11,6,5,5,4,0,2,1,5,3,1,9,9,1,1,1,2,2,1,2,2,3,2,3,1,1,1,1,1,1,3,1,3,3,5,2,2,11,2,1,3,3,2,2,1,1,1,1,3,1,5,3,3,3,4,2,2,1,1,1,1,3,2,63,150,6,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,3,2,2,1,1,4,2,1,1,1,4,1,4,5,1,5,1,10,1,1,1,4,5,9,12,4,4,1,3,5,2,2,4,5,5,3,2,32,1031
