COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166
1,100,331,1,3,9,4,1,1,5,2,6,2,1,1,7,5,0,8,5,10,4,0,1,1,1,1,2,2,1,3,1,1,2,2,1,1,3,3,3,2,3,3,3,3,2,3,1,3,3,1,1,1,1,1,3,3,2,1,2,4,1,3,6,2,2,100,331,1,1,1,2,0,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,5,60,6,1,2,1,1,2,2,4,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,332,1,1,6,5,1,1,5,3,1,2,2,2,5,4,3,5,2,3,4,2,1,1,1,1,2,1,3,2,1,3,1,3,2,2,2,3,2,3,3,3,3,3,4,2,1,3,3,2,2,2,3,3,3,3,2,3,1,1,1,9,0,1,2,100,332,1,2,4,3,4,2,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,5,99,7,1,1,1,3,4,4,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,333,1,6,9,5,1,1,6,2,6,2,1,1,7,7,2,8,1,10,4,8,1,1,1,1,1,1,2,1,2,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,2,3,3,3,3,1,2,1,1,1,2,6,1,2,100,333,1,2,1,3,3,4,2,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,6,62,7,3,4,4,2,4,4,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,334,1,2,7,7,1,1,5,3,3,2,2,1,7,6,3,12,4,10,0,0,1,1,1,1,1,2,2,1,1,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,4,1,4,1,7,4,2,2,100,334,1,2,1,3,3,3,2,2,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,7,50,1,2,2,2,2,4,4,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,335,1,4,7,7,1,1,7,2,6,2,1,2,3,6,5,5,2,10,4,2,3,1,1,1,1,1,2,1,3,2,2,2,3,1,2,3,3,3,3,3,3,3,3,0,1,3,3,0,1,2,3,2,3,3,2,2,1,1,1,1,4,1,2,100,335,1,1,1,2,1,2,1,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,68,1,2,2,4,2,4,4,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,336,1,1,4,5,1,1,6,3,4,2,2,2,3,3,3,14,4,10,2,4,3,1,5,1,5,1,2,1,1,1,1,4,3,2,3,3,3,3,3,2,3,3,1,3,1,3,3,3,2,2,2,3,3,3,2,3,1,4,1,10,3,1,2,100,336,1,0,5,0,1,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,4,21,1,1,2,2,3,4,4,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,337,1,2,0,3,1,1,6,3,2,2,2,2,3,3,1,5,5,10,4,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,3,2,3,3,2,3,2,3,2,2,1,1,4,2,2,2,2,3,2,2,2,1,1,2,4,3,2,2,100,337,1,2,1,1,2,1,2,1,3,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,10,75,1,2,2,2,2,5,4,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,338,1,8,5,5,2,3,7,3,5,3,3,3,3,3,1,6,1,0,0,0,1,1,1,1,1,1,1,1,3,1,1,3,2,1,2,3,3,3,3,3,3,2,1,3,1,2,3,2,2,2,3,2,3,3,2,3,1,3,1,2,6,1,2,100,338,1,0,3,4,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,10,25,1,3,1,2,1,5,5,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,339,1,2,6,7,1,1,5,3,4,2,2,2,3,3,3,5,2,10,0,0,3,1,1,1,1,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,2,1,2,1,1,1,6,4,1,2,100,339,1,2,4,3,4,4,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,5,50,1,1,2,2,2,5,5,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,340,1,1,0,8,2,4,7,3,4,2,2,2,5,4,1,5,2,10,4,2,3,2,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,1,4,2,2,100,340,1,4,2,1,1,4,3,1,5,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,3,3,3,9,50,1,1,1,3,3,0,5,3,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,341,1,5,4,7,1,1,7,3,2,2,2,2,4,3,1,14,3,10,4,2,3,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,3,3,2,3,2,3,3,2,1,2,2,1,2,2,3,3,3,2,2,4,1,4,5,4,2,2,100,341,1,2,4,3,4,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,11,73,1,3,3,4,2,3,2,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,342,1,2,11,5,1,2,7,3,1,2,2,2,4,3,1,2,1,10,4,2,3,1,2,1,1,1,2,2,1,1,2,2,3,3,2,3,2,3,3,3,3,2,2,3,1,2,3,3,1,2,2,2,3,3,2,2,2,1,1,2,4,1,2,100,342,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,10,50,7,2,2,2,2,2,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,343,1,1,4,7,1,1,5,3,4,2,2,2,8,6,4,1,2,10,4,1,1,1,2,1,4,1,1,1,1,1,2,2,3,3,2,2,3,3,3,3,2,3,3,2,1,2,3,3,2,2,2,2,2,3,2,2,1,1,0,3,3,2,2,100,343,1,2,2,3,3,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,75,1,2,1,2,3,2,4,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,344,1,1,3,5,1,1,4,3,1,2,2,2,5,4,4,2,0,10,0,0,3,2,1,2,0,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,2,1,4,4,0,0,0,2,2,100,344,1,0,5,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,78,7,4,0,1,1,1,1,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,345,1,2,0,9,1,1,5,3,4,2,2,2,3,3,3,4,7,3,4,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,2,3,3,2,2,2,3,2,1,3,2,2,3,3,3,3,3,2,1,1,1,1,1,4,6,2,2,100,345,1,4,2,3,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,3,99,1,3,4,1,1,1,1,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,346,1,2,9,8,1,1,5,3,4,2,2,2,7,5,4,4,1,10,4,2,1,2,1,1,4,1,2,3,2,2,2,2,3,2,3,3,4,3,3,3,3,2,2,2,1,2,2,2,3,2,2,3,3,3,1,4,4,4,1,6,2,1,2,100,346,1,2,4,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,58,1,2,2,4,2,3,4,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,347,1,6,7,4,1,1,7,3,4,2,2,2,4,3,1,4,1,1,4,2,3,1,1,1,1,1,3,1,1,1,1,3,2,2,2,3,3,3,3,3,2,3,3,3,1,3,2,2,2,2,3,3,3,3,2,3,1,1,1,2,4,2,2,100,347,1,2,1,3,3,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,11,97,1,2,2,1,1,0,4,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,348,1,2,4,7,1,1,5,3,3,2,2,2,2,2,5,4,3,10,4,2,3,1,4,1,1,1,1,3,2,2,1,2,2,2,2,3,2,2,3,2,2,2,2,3,1,3,2,3,2,2,3,3,3,3,2,2,1,1,1,2,4,1,2,100,348,1,1,5,3,2,2,2,2,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,1,58,1,1,2,1,2,4,3,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,349,1,3,9,5,1,1,6,3,2,2,2,2,4,3,2,4,1,2,4,9,1,1,1,2,0,2,2,3,0,0,2,0,2,2,2,3,3,3,3,3,3,2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,4,4,1,7,4,2,2,100,349,1,2,4,3,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,3,3,1,8,71,1,3,4,2,2,1,1,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,350,1,2,3,2,1,3,5,3,1,2,2,2,2,2,5,4,1,10,4,9,0,2,1,2,1,2,1,1,1,1,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,1,4,2,2,100,350,1,1,1,3,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,1,5,1,1,4,1,1,2,2,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,351,1,2,3,7,1,1,4,4,3,2,2,2,3,3,5,4,4,10,0,0,1,1,1,1,1,1,1,1,1,1,2,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3,2,2,1,1,1,7,6,1,2,100,351,1,2,4,3,4,2,1,1,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,72,1,3,4,1,1,2,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,352,1,1,9,7,1,1,6,3,3,2,2,1,5,5,3,4,7,10,4,9,3,1,1,1,1,2,3,1,1,1,2,2,2,2,3,3,3,2,3,2,2,2,3,3,1,3,2,2,2,2,2,2,3,3,2,1,1,1,1,2,4,2,2,100,352,1,2,1,3,3,3,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,99,6,1,4,1,1,2,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,353,1,4,9,7,1,1,5,3,4,2,2,2,8,5,3,4,9,3,1,4,3,1,5,1,1,1,2,1,1,3,1,2,2,1,2,3,2,3,3,3,2,2,2,3,2,2,2,2,2,3,3,2,3,2,2,1,1,1,1,2,1,2,2,100,353,1,2,3,3,3,2,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,6,50,1,2,2,2,2,2,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,354,1,1,3,7,1,1,3,4,1,2,2,2,1,1,8,4,1,10,0,0,0,1,1,2,0,2,1,1,2,1,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,0,2,2,2,2,2,2,3,3,2,1,1,1,1,2,6,2,2,100,354,1,1,1,4,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,0,1,4,1,3,4,1,1,2,2,4,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,355,1,1,2,1,1,1,4,4,1,3,2,3,1,1,5,4,1,0,4,0,3,2,4,2,4,2,1,2,3,1,2,3,3,3,3,0,5,5,5,0,0,0,0,1,0,0,3,3,0,0,0,2,0,0,2,1,2,1,3,3,6,2,2,100,355,1,0,5,0,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,356,1,9,9,3,2,3,7,3,4,2,2,2,2,2,1,4,3,0,4,2,1,1,5,2,0,2,2,1,1,2,2,2,1,2,2,3,3,3,3,2,3,2,3,3,2,2,3,4,2,3,3,3,3,3,2,4,1,1,1,5,4,2,2,100,356,1,2,4,3,4,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,50,0,4,4,2,1,3,2,3,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,357,1,1,6,7,2,3,5,3,4,2,2,2,3,3,5,3,5,10,4,9,3,1,1,1,2,1,1,1,2,2,1,2,2,3,2,3,3,3,2,3,3,2,2,3,1,3,3,2,2,2,2,2,3,2,1,2,1,1,2,2,3,2,2,100,357,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,1,1,99,5,2,4,1,1,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,358,1,11,9,7,1,1,7,3,3,2,2,2,8,5,1,11,7,10,4,2,1,1,1,1,1,1,1,1,2,2,1,2,2,0,3,3,2,3,2,2,3,1,3,3,2,2,3,3,3,2,2,3,3,2,1,3,1,1,1,2,2,1,2,100,358,1,2,4,3,4,2,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,5,0,1,2,1,4,2,2,2,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,359,1,2,10,5,1,1,6,3,4,2,2,2,5,4,2,5,7,10,0,0,3,2,6,2,0,1,2,2,2,0,2,2,1,1,0,0,5,5,5,3,0,2,3,0,1,3,2,0,0,2,0,0,0,3,2,2,2,4,1,2,4,2,2,100,359,1,0,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,9,33,0,2,0,4,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,360,1,2,8,5,2,3,5,3,3,2,2,2,1,1,4,2,5,10,4,2,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,2,2,2,3,3,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,5,6,2,2,100,360,1,4,4,3,3,1,1,1,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,25,10,2,4,1,3,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,361,1,1,0,8,1,1,5,3,4,2,2,2,5,4,3,11,8,10,1,10,3,1,1,1,1,1,2,3,2,3,1,2,2,2,2,3,2,2,2,2,2,2,3,2,1,3,2,2,2,3,3,3,3,3,1,2,4,1,1,9,2,2,2,100,361,1,2,4,3,4,3,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,64,1,2,4,2,1,2,2,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,362,1,2,9,2,2,3,7,3,2,2,2,2,10,11,1,2,5,10,4,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,3,2,2,3,2,2,1,2,1,2,2,2,1,2,2,2,3,2,2,1,2,1,2,3,3,2,2,100,362,1,3,1,4,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,1,10,21,8,3,3,1,2,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,363,1,2,0,4,2,4,5,3,4,2,2,2,3,3,3,11,5,10,4,2,3,1,1,2,1,2,1,1,2,1,2,3,3,3,2,3,3,3,3,3,0,3,3,2,0,3,3,4,3,3,3,3,3,3,1,4,1,1,4,10,3,2,2,100,363,1,2,4,3,3,4,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,3,6,2,2,4,1,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,364,1,4,8,7,1,1,7,3,4,2,2,2,5,4,1,2,1,10,4,2,3,1,1,1,1,1,1,1,2,2,1,3,2,1,3,3,2,3,0,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,3,2,2,100,364,1,2,1,3,3,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,10,43,7,2,4,2,2,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,365,1,8,11,5,1,1,7,3,2,2,2,2,5,4,1,2,8,10,2,0,3,2,1,2,0,2,3,1,3,3,2,2,2,2,2,3,2,3,3,2,2,2,1,2,1,2,3,3,2,2,2,2,3,3,2,1,1,1,1,2,2,2,2,100,365,1,2,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,10,22,1,3,4,3,1,2,3,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,366,1,2,11,8,1,1,5,3,1,2,2,2,7,5,3,7,7,10,0,0,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,3,2,2,3,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,3,1,1,2,5,2,2,2,100,366,1,2,4,3,4,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,6,17,9,3,3,1,1,4,3,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,367,1,3,6,6,1,1,5,3,4,2,2,2,2,2,3,7,4,10,4,1,3,1,1,2,0,2,3,1,2,2,2,4,3,2,3,3,2,3,3,3,3,2,3,2,1,2,2,2,2,2,2,2,3,3,2,1,1,2,1,4,4,2,2,100,367,1,2,5,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,1,4,0,1,2,4,4,2,4,4,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,368,1,1,4,5,1,1,4,3,3,2,2,2,8,6,4,2,5,10,4,9,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,3,3,2,2,2,1,3,2,3,2,4,2,2,2,2,3,3,1,1,1,2,1,2,3,1,2,100,368,1,1,2,2,1,1,1,1,3,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,2,0,1,1,3,1,1,4,4,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,369,1,1,0,5,1,1,5,3,4,2,2,2,4,3,4,7,4,10,4,7,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,1,3,1,1,1,1,7,1,2,100,369,1,4,1,3,2,3,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,3,99,1,2,3,1,1,4,4,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,370,1,8,9,7,2,2,5,3,3,2,2,2,8,5,3,7,7,3,9,0,1,1,1,1,2,1,1,1,1,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,2,3,1,1,1,5,4,1,2,100,370,1,2,4,3,4,2,4,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,4,4,12,9,3,2,4,2,4,4,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,371,1,7,9,9,2,3,7,3,3,2,2,2,2,2,1,7,4,10,4,9,3,1,1,1,5,1,2,1,3,1,2,3,2,1,1,3,3,3,3,3,3,3,2,3,1,2,3,2,3,2,3,3,3,3,2,3,4,4,1,2,4,2,2,100,371,1,2,4,3,4,3,2,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,11,55,1,1,3,1,1,4,4,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,372,1,8,0,7,1,1,6,3,4,2,2,2,4,3,2,5,2,10,4,2,3,1,1,1,1,1,1,1,2,1,1,2,2,2,1,3,3,3,3,3,1,1,1,3,1,1,3,3,2,3,3,3,3,3,2,2,1,2,1,2,4,1,2,100,372,1,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,9,60,1,3,3,1,2,5,4,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,373,1,2,3,7,1,1,4,3,2,2,2,2,4,3,4,4,4,10,4,2,1,1,1,1,1,1,3,1,1,2,2,4,3,2,1,3,3,3,3,3,3,2,1,3,1,3,2,2,2,3,3,2,3,3,2,3,1,2,1,2,3,1,2,100,373,1,4,4,1,2,2,1,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,65,1,4,1,4,2,4,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,374,1,2,3,5,1,1,4,4,1,2,2,2,2,2,7,4,3,10,0,0,0,2,1,1,1,1,3,1,2,3,1,2,3,3,3,3,5,4,4,4,3,2,3,3,1,3,2,3,2,3,3,3,4,4,1,3,4,1,4,0,0,1,2,100,374,1,0,5,0,0,5,4,2,5,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,0,1,0,0,5,1,4,2,3,3,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
