COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166
1,100,15,1,6,7,5,1,1,5,3,4,2,2,2,5,4,2,4,1,10,4,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,2,2,3,3,3,3,3,3,3,3,3,1,2,1,1,1,5,5,2,2,100,15,1,2,1,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,11,72,1,3,2,1,1,1,2,3,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,16,1,4,9,5,1,1,2,2,4,2,2,2,8,6,2,4,3,10,0,0,1,1,1,2,0,2,1,1,3,1,2,3,3,1,2,3,2,2,3,2,2,1,3,1,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,1,4,2,2,100,16,1,2,4,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,1,8,0,1,4,2,1,1,2,2,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,17,1,6,10,7,1,1,5,3,4,2,2,2,9,7,3,4,1,10,4,2,1,1,2,1,1,1,2,1,1,1,1,3,2,2,2,3,3,3,3,3,3,3,2,3,1,2,2,3,2,2,2,3,3,3,1,2,1,1,1,2,4,1,2,100,17,1,2,4,3,4,2,1,1,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,86,1,1,1,4,3,2,2,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,18,1,3,11,5,1,1,7,3,5,2,2,2,3,3,1,4,5,1,9,2,3,1,1,1,1,1,3,1,1,1,2,2,3,1,3,3,3,3,3,3,3,2,3,3,1,2,2,2,2,3,3,3,3,3,2,1,1,1,2,5,4,2,2,100,18,1,2,4,3,4,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,40,1,3,4,1,1,2,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,19,1,3,8,5,1,1,6,3,4,2,2,2,5,4,2,4,3,3,4,1,3,2,5,1,1,1,2,1,1,1,2,3,2,2,3,3,2,3,2,3,2,2,2,2,2,3,3,2,2,2,2,3,3,3,2,2,1,1,1,2,6,2,2,100,19,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,9,8,6,2,4,1,1,2,2,3,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,20,1,5,8,7,2,2,7,3,4,2,2,2,9,6,1,4,8,10,4,9,1,1,1,1,0,1,3,1,2,2,2,2,3,2,3,3,3,3,3,2,2,2,2,3,2,2,2,1,3,3,2,3,3,3,2,1,4,1,1,9,3,1,2,100,20,1,2,2,3,3,1,1,2,3,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,5,2,11,75,0,4,2,2,1,3,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,21,1,2,3,5,2,2,5,2,6,2,1,2,9,10,3,4,5,2,4,1,3,1,2,1,1,1,3,3,3,3,1,1,3,1,1,3,2,2,2,3,2,3,3,2,1,3,2,3,1,2,0,2,2,3,2,2,1,2,1,2,4,1,2,100,21,1,1,1,0,1,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,4,3,4,43,10,3,4,2,2,4,4,3,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,22,1,4,11,9,1,1,6,3,5,2,2,2,8,6,2,4,7,10,4,3,3,1,1,1,1,1,2,1,3,2,1,3,3,1,3,3,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,1,1,1,5,4,1,2,100,22,1,2,4,3,4,4,3,2,4,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,0,1,2,1,3,3,4,4,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,23,1,6,9,2,1,1,5,3,4,2,2,2,8,6,3,4,1,10,0,0,3,1,1,1,2,2,2,3,1,3,2,2,2,3,2,3,2,2,2,3,3,1,2,2,1,2,2,1,1,2,2,2,3,3,2,1,4,1,1,7,3,1,2,100,23,1,2,4,3,4,2,2,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,3,1,7,71,1,1,2,1,2,3,2,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,24,1,1,9,7,1,1,7,3,5,2,2,2,4,3,1,4,1,10,4,2,3,1,1,1,1,1,2,1,2,3,2,1,2,2,2,3,3,3,3,2,3,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,2,1,1,2,4,1,2,100,24,1,2,4,3,4,2,3,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,80,1,3,2,2,3,4,3,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,25,1,2,7,5,1,1,5,2,6,2,1,1,5,9,5,8,1,10,4,2,1,1,2,1,1,1,2,1,1,2,2,2,3,3,3,3,3,3,2,3,2,2,2,3,1,2,3,2,3,2,2,2,3,3,2,2,4,1,1,8,3,1,2,100,25,1,2,4,3,4,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,70,7,3,3,2,2,1,2,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,26,1,8,0,7,2,2,7,3,5,2,2,2,6,4,1,2,9,3,4,2,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,2,2,2,2,3,2,2,1,1,0,1,2,4,1,2,100,26,1,2,4,1,3,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,11,38,7,2,4,4,1,1,2,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,27,1,11,8,9,1,1,5,2,6,2,1,1,6,8,5,8,1,10,4,2,1,1,1,2,0,2,3,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,0,2,2,2,2,3,1,4,1,1,1,10,4,2,2,100,27,1,2,4,3,4,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,5,41,1,2,3,1,2,2,2,3,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,28,1,5,7,7,1,1,6,3,4,2,2,2,8,6,2,2,4,10,4,2,0,2,6,2,0,2,2,1,2,1,1,2,3,2,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,0,2,2,3,2,2,1,2,1,1,6,4,1,2,100,28,1,0,1,0,1,1,1,1,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,1,9,70,5,3,4,4,2,3,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,29,1,2,7,4,1,1,7,3,4,2,2,2,6,4,1,2,4,10,2,4,3,2,1,2,1,2,4,1,0,1,2,2,2,2,2,3,2,3,3,3,3,2,0,3,1,3,3,2,2,2,2,2,2,2,2,4,1,2,1,10,0,2,2,100,29,1,2,1,1,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,7,33,6,4,4,1,2,3,3,3,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,30,1,1,5,7,1,1,5,3,3,2,2,2,5,4,3,2,1,10,4,2,3,2,6,2,0,2,2,1,3,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,1,2,3,2,2,3,3,2,3,2,1,2,1,1,1,9,5,2,2,100,30,1,2,5,0,1,2,1,1,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,0,5,35,7,2,2,1,3,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,31,1,1,9,4,1,1,6,2,2,2,3,3,2,2,3,6,1,0,4,6,3,2,1,2,1,2,1,1,1,1,2,3,2,0,0,3,2,3,3,3,2,2,2,2,0,2,2,2,2,2,2,2,3,3,2,1,2,2,2,0,0,2,2,100,31,1,0,5,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,0,4,0,3,1,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,32,1,1,4,4,1,1,5,3,4,2,2,2,4,3,3,2,1,10,4,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,0,1,1,2,4,2,2,100,32,1,2,3,3,2,4,2,1,4,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,5,0,0,5,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,33,1,4,6,8,1,1,6,2,5,2,1,1,3,7,3,8,1,10,4,2,1,1,1,2,1,1,1,1,1,1,2,3,4,4,0,4,4,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,2,3,2,2,1,1,1,2,4,2,2,100,33,1,2,4,3,4,3,2,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,4,50,1,3,4,1,2,2,4,3,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,34,1,3,9,5,1,1,6,3,4,2,2,2,5,4,2,3,1,10,2,4,3,2,1,1,1,2,1,1,2,2,2,2,2,1,1,3,1,2,2,3,2,3,3,2,1,2,2,2,2,2,2,3,2,3,2,2,1,4,1,2,4,2,2,100,34,1,2,1,1,2,2,1,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,9,40,1,2,4,4,1,3,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,35,1,5,9,7,1,1,7,2,5,2,2,2,5,4,1,2,5,10,4,2,1,1,1,1,1,1,1,1,3,2,1,3,2,3,1,3,3,3,3,3,2,1,2,3,1,2,2,2,3,3,2,2,3,3,1,2,4,1,1,5,2,1,2,100,35,1,2,5,3,3,4,1,1,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,11,88,5,2,3,4,2,3,4,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,36,1,3,7,4,1,1,7,3,4,2,2,2,6,4,1,7,7,10,4,7,1,1,1,1,1,2,3,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,2,7,2,2,2,100,36,1,2,4,3,4,2,2,2,3,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,11,76,1,2,3,4,2,3,4,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,37,1,2,9,7,1,1,5,3,5,2,2,2,7,5,3,1,7,10,4,1,3,1,2,1,2,2,1,1,3,1,1,2,2,1,2,2,3,3,3,3,3,2,3,3,1,3,2,2,2,2,3,2,3,3,2,1,1,1,1,2,4,2,2,100,37,1,2,2,3,3,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,8,1,2,4,1,2,2,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,38,1,2,4,5,1,1,4,3,3,2,2,2,5,4,5,2,4,10,4,2,3,1,1,1,5,2,3,1,2,1,2,2,3,2,2,3,3,3,3,2,3,2,3,3,1,2,2,3,2,2,3,2,3,3,2,1,4,1,4,2,3,2,2,100,38,1,2,1,3,3,4,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,8,1,2,4,1,1,2,4,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,39,1,1,4,8,1,1,5,3,4,2,2,2,5,4,4,2,8,10,4,2,3,1,1,1,1,1,3,3,1,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,3,2,2,3,3,3,1,2,1,1,1,2,3,2,2,100,39,1,2,3,3,3,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,4,3,86,1,2,3,1,1,2,4,3,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,40,1,1,5,3,1,1,4,3,3,2,1,2,8,11,4,1,8,10,1,5,3,1,1,1,1,1,1,1,2,1,1,3,2,3,2,2,3,3,3,2,2,2,2,1,1,2,1,1,1,2,3,2,2,3,1,1,3,3,3,2,4,1,2,100,40,1,3,1,3,2,2,1,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,5,16,1,3,1,1,1,1,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,100,41,1,1,3,7,1,1,4,3,3,2,2,2,7,5,6,5,2,10,4,5,1,1,1,1,1,1,3,1,3,2,2,3,3,3,2,3,3,2,2,3,2,1,1,2,1,3,1,1,3,1,1,2,2,3,2,2,2,2,1,2,4,1,2,100,41,1,4,3,3,2,4,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,3,2,2,3,1,1,3,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
