CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18A.,Q.18B.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39A.,Q.39B.,Q.40.,Q.41.,Q.42.,Q.42A.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61A.,Q.61B.,Q.61C.,Q.61D.,Q.61E.,Q.61F.,Q.61G.,Q.61H.,CARD..1,DECK..1,BALLOT..1,Q.61I.,Q.61J.,Q.61K.,Q.61L.,Q.61M.,Q.61N.,Q.61O.,Q.61P.,Q.61Q.,Q.61R.,Q.61S.,Q.61T.,V.61U.,V.61V.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.82.,Q.83.,Q.84.,Q.85.,Q.86.,Q.87A.,Q.87B.,Q.87C.,Q.87D.,Q.87E.,Q.87F.,Q.87G.,Q.88.,Q.89A.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,Q.95.,Q.96.,V.97.,V.98.,V.100.
1,91,94,4,9,1,1,3,4,2,1,2,3,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,3,2,3,1,1,2,2,1,2,2,3,4,2,2,1,2,2,4,3,4,2,3,1,2,1,2,2,2,3,0,3,3,3,2,2,2,2,9,94,2,2,2,3,2,2,2,2,3,2,2,2,11,1,1,1,1,5,2,2,2,3,2,2,2,2,6,0,0,0,5,4,5,12,0,4,1,1,4,2,1,1,2,1,1,2,1,1,1,2,2,2,1,3,2,1,9,5414
1,91,95,4,7,1,1,3,4,2,1,2,3,1,2,2,2,3,2,1,1,1,1,1,3,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,3,3,4,3,1,1,2,1,2,1,4,2,4,4,2,1,2,2,3,3,2,2,3,2,2,3,2,2,9,95,1,2,3,2,3,3,2,2,3,3,2,2,1,0,2,2,1,9,1,1,3,1,1,1,1,1,1,1,1,3,3,3,3,1,3,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,3,3137
1,91,96,3,0,1,1,1,4,2,0,2,1,2,1,1,2,3,1,4,1,1,1,3,2,2,2,2,2,2,2,1,2,2,1,1,0,1,2,1,1,1,1,4,2,1,2,1,1,1,1,3,2,1,1,4,4,2,4,1,2,2,1,2,2,3,2,3,3,1,2,3,3,1,2,9,96,1,3,1,1,2,1,3,1,1,2,3,2,7,0,2,2,1,3,1,1,3,3,1,1,2,1,1,1,2,2,4,1,4,1,3,1,1,1,2,1,1,1,3,1,1,1,1,5,1,1,3,3,1,3,2,1,4,3346
1,91,97,4,6,1,1,3,4,2,2,2,2,1,1,2,1,3,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,2,1,2,1,2,2,2,2,2,2,2,1,3,1,2,3,2,2,2,3,2,2,2,2,9,97,2,1,2,1,3,3,3,2,3,3,3,2,2,0,2,2,1,3,1,1,2,1,1,1,2,2,1,1,2,3,1,3,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,3,1,3,3,1,9,5420
1,91,98,4,9,1,1,1,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,3,3,2,0,1,1,1,2,2,9,3,0,1,2,1,2,1,2,4,4,2,4,2,1,1,2,1,2,0,0,0,4,0,0,0,0,2,9,98,0,0,1,0,0,0,0,0,0,0,0,2,1,10,1,2,1,5,2,1,2,1,1,1,1,2,1,1,1,4,4,1,4,1,2,2,1,1,4,1,1,1,1,1,1,1,1,5,1,2,3,1,1,3,2,1,3,3119
1,91,99,5,5,1,1,2,4,2,2,2,3,4,2,2,2,3,1,4,2,3,2,1,2,1,2,2,3,2,3,3,2,3,1,1,1,3,1,3,3,3,1,3,1,2,2,1,3,4,3,1,1,2,2,2,0,2,2,2,2,3,2,3,1,2,3,1,3,2,2,3,2,1,2,9,99,1,1,1,1,2,1,3,2,2,1,2,3,7,0,1,3,1,7,2,3,2,2,2,1,3,4,1,1,1,2,3,1,4,3,3,1,1,1,4,1,1,2,1,1,1,2,1,2,2,2,2,3,1,1,2,1,8,5304
1,91,100,5,10,3,4,1,4,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,2,2,1,1,2,9,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,9,100,3,2,2,2,2,1,2,2,2,1,2,1,3,0,1,1,1,3,2,1,2,1,1,1,2,2,2,1,1,4,4,3,3,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,9,5421
1,91,101,5,4,3,3,3,4,2,1,1,2,1,1,1,2,3,1,1,2,2,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,0,1,1,1,1,2,6,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0,0,2,2,2,2,2,3,3,3,2,9,101,2,1,3,2,3,3,2,3,3,1,3,3,2,0,1,1,1,5,2,1,2,3,2,2,1,2,2,2,2,4,4,3,3,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,3,3,0,3,5,1,9,5422
1,91,102,4,8,1,1,3,4,2,1,2,3,1,2,1,2,3,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,3,1,2,1,3,1,2,1,1,2,1,3,4,2,2,1,2,1,4,2,2,2,2,4,2,3,2,2,2,3,3,3,3,3,3,3,3,2,9,102,3,2,3,2,3,3,3,3,3,3,3,2,11,0,1,1,1,3,2,1,2,2,3,1,2,2,2,2,2,4,4,3,3,1,3,4,1,1,4,1,1,1,1,1,1,1,1,5,1,2,1,3,0,1,5,1,2,2303
1,91,103,3,10,1,1,1,4,2,1,2,3,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,3,2,1,2,2,1,1,1,2,1,1,3,3,1,1,1,1,2,5,1,1,3,2,1,2,1,2,2,4,1,2,2,1,1,2,3,2,1,3,2,3,2,2,1,2,2,9,103,1,2,3,1,3,2,3,1,1,2,2,3,6,0,2,2,1,3,2,1,3,3,2,2,1,3,2,3,3,4,2,2,3,12,3,4,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5,1,1,2102
1,91,104,4,9,3,3,3,4,1,1,1,3,2,1,1,1,2,1,1,1,1,2,1,4,1,1,3,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,4,1,1,2,1,3,1,3,2,1,2,2,2,3,4,3,1,1,2,3,2,2,2,1,1,1,1,1,2,3,3,2,9,104,1,2,2,3,2,1,0,2,0,1,2,2,7,2,1,1,1,3,1,1,2,1,2,1,1,2,3,2,4,3,4,3,2,1,3,2,1,1,4,3,1,1,3,1,1,1,1,5,1,1,1,3,1,3,5,1,1,2134
1,91,105,5,8,3,2,3,4,2,1,2,3,3,1,1,2,2,1,2,1,1,1,1,4,1,2,2,2,2,2,1,2,3,0,1,2,1,1,2,3,2,1,3,1,1,2,3,1,4,2,2,3,2,1,2,4,4,0,4,1,2,1,1,2,3,2,2,2,1,1,3,3,3,2,9,105,2,2,3,1,3,3,1,3,3,1,2,1,6,0,1,1,1,7,2,2,2,1,2,2,2,2,3,3,2,0,3,3,4,3,3,2,1,1,4,1,1,3,1,1,1,3,1,2,1,1,3,2,3,3,5,1,1,2147
1,91,106,4,7,1,1,3,4,1,1,2,3,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,1,3,2,1,3,2,1,4,1,1,2,6,2,1,3,1,1,2,2,1,1,3,3,3,3,2,3,2,2,1,2,2,3,1,2,3,3,3,2,9,106,1,0,1,3,1,3,3,3,2,3,3,0,4,2,1,1,1,5,2,2,3,3,2,2,2,3,3,1,3,3,1,1,4,1,3,4,2,1,4,1,1,3,3,1,1,2,2,1,1,1,1,3,1,1,5,1,3,3107
1,91,107,4,7,2,2,3,4,2,2,1,2,2,1,1,1,1,1,1,2,2,2,1,4,0,2,2,2,2,2,1,2,3,1,1,2,3,1,2,2,1,1,2,1,1,1,9,3,4,1,3,2,2,1,2,3,2,2,2,2,2,0,2,1,2,2,2,2,1,1,1,2,2,2,9,107,1,1,1,1,1,1,1,2,2,1,1,1,9,0,2,2,1,2,1,1,3,3,3,3,1,4,3,3,4,3,4,3,4,1,3,1,1,1,1,1,1,3,3,1,1,3,1,5,1,1,3,1,1,1,5,1,0,1113
1,91,108,6,10,1,1,3,4,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,1,3,1,1,3,2,1,4,1,2,2,7,3,0,3,0,2,2,1,4,2,4,4,4,4,2,2,2,1,2,2,2,2,3,2,3,3,3,2,9,108,1,1,1,1,1,1,2,2,2,1,3,3,6,0,1,3,1,3,1,1,3,1,1,1,2,1,4,1,4,4,4,1,3,2,3,1,1,1,4,1,1,0,1,1,1,1,2,2,1,1,1,3,1,1,3,1,2,2313
1,91,109,3,8,1,1,1,4,2,1,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,3,1,2,2,1,2,1,3,2,1,1,3,1,4,1,2,1,9,3,4,2,2,1,2,1,2,4,2,2,2,2,3,1,1,1,2,0,0,0,4,0,0,0,0,2,9,109,1,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,1,8,1,1,3,3,2,2,1,2,4,4,4,1,3,3,2,2,2,4,3,1,4,1,1,1,3,1,1,3,2,2,1,1,2,2,1,3,2,1,0,1102
1,91,110,5,5,1,1,3,4,2,1,2,3,1,4,1,4,3,1,4,3,1,2,3,2,1,2,2,2,2,2,1,2,2,1,2,0,3,1,1,2,1,1,4,2,2,2,7,3,1,2,1,1,2,2,1,4,2,2,2,2,3,2,3,3,3,3,1,3,1,3,3,3,2,2,9,110,2,1,3,2,3,1,1,1,3,1,3,3,5,0,1,2,1,9,2,1,3,1,1,1,1,4,4,4,4,4,3,2,2,1,3,2,1,1,4,2,2,2,2,1,1,2,2,1,1,2,1,3,1,3,2,1,0,1135
1,91,111,4,3,1,1,3,4,2,1,2,4,4,1,1,1,3,1,2,4,1,2,1,4,2,2,2,2,2,2,1,2,2,2,1,2,3,1,2,2,1,1,1,2,2,2,1,3,4,2,2,1,2,2,2,2,2,2,1,1,3,2,3,1,1,3,3,3,3,3,3,3,3,2,9,111,3,3,3,3,3,2,3,2,2,1,3,3,1,0,1,1,1,6,1,1,2,1,2,2,1,2,5,4,4,4,4,1,3,1,3,2,3,2,4,1,1,2,2,1,1,2,2,2,1,1,1,3,2,3,2,1,3,3108
1,91,112,4,4,1,1,3,4,2,1,2,3,4,4,2,2,3,1,3,1,1,3,2,4,2,3,2,2,2,2,2,3,2,1,2,1,3,1,2,0,3,1,2,1,1,1,9,3,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,3,3,3,2,9,112,1,0,3,3,2,2,1,1,2,1,1,1,8,1,2,2,2,3,2,1,3,3,3,2,2,3,5,0,0,3,2,1,4,2,3,4,3,2,4,1,0,1,2,1,1,3,1,1,1,2,1,3,1,3,3,1,2,2319
1,91,113,3,0,1,1,1,4,1,1,2,2,1,1,5,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,1,1,2,1,1,2,9,3,4,0,0,1,2,1,1,4,1,4,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,2,9,113,2,3,3,3,3,3,3,3,3,0,0,0,11,3,1,1,1,3,1,1,3,2,1,1,1,2,1,1,1,1,2,1,2,2,3,4,1,2,4,1,1,1,1,1,1,1,1,5,1,2,1,2,1,3,1,1,5,4118
1,91,114,4,8,1,1,3,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,4,2,1,2,7,3,2,3,0,3,2,1,3,3,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,2,9,114,2,3,3,3,3,3,3,2,2,3,3,2,11,0,1,1,1,2,1,1,2,3,2,3,2,1,2,2,2,3,2,3,3,2,3,1,3,2,3,3,3,3,3,1,1,2,1,1,1,2,2,2,1,1,5,1,2,2327
1,91,115,3,0,1,1,3,4,2,1,2,2,1,1,1,1,2,1,2,2,1,3,3,3,1,3,2,3,2,3,1,2,4,1,3,1,1,1,1,2,1,1,3,1,2,2,1,0,1,2,1,2,2,1,4,4,4,2,1,2,2,3,2,2,3,3,3,3,3,3,3,3,3,2,9,115,3,3,3,2,3,3,3,2,3,3,3,2,11,0,2,2,1,3,1,1,3,1,1,1,1,2,2,1,2,4,3,3,4,1,3,5,1,2,4,2,1,2,1,1,1,1,1,1,1,1,5,3,1,3,5,1,4,3307
1,91,116,3,10,1,1,3,4,1,1,2,5,2,1,1,1,3,1,1,1,1,1,1,3,2,2,2,2,2,2,1,2,2,1,1,3,1,2,2,1,2,1,2,2,2,2,3,3,4,2,1,1,2,1,2,2,2,2,2,2,2,3,2,1,2,3,3,2,2,3,3,2,1,2,9,116,1,2,1,2,2,2,3,3,3,2,1,2,4,0,2,2,1,3,1,1,3,3,3,2,1,2,2,2,2,4,3,3,4,1,3,2,1,2,4,1,1,1,1,1,1,1,2,2,1,1,3,3,1,1,2,1,5,4124
1,91,117,4,8,1,1,3,4,2,1,2,2,2,1,2,2,3,2,2,1,1,1,3,2,2,3,3,3,2,3,2,2,4,1,3,1,0,2,3,2,0,2,3,1,0,0,9,0,4,0,2,3,2,1,4,4,4,4,4,4,1,3,2,2,3,1,0,0,4,1,0,0,0,2,9,117,1,0,0,0,0,0,0,0,0,0,0,0,3,10,1,1,1,3,1,1,2,1,2,3,4,2,2,2,2,3,2,3,3,11,3,1,1,2,0,1,1,1,3,1,1,3,2,1,1,2,1,3,1,1,5,1,8,5335
1,91,118,4,5,1,1,3,4,2,1,1,1,2,1,1,1,3,1,1,1,1,3,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,1,2,1,2,2,1,3,4,2,3,1,2,1,2,1,4,4,4,4,3,1,3,2,2,3,3,2,3,2,3,3,3,2,9,118,1,3,3,3,3,3,3,2,3,1,3,3,2,0,1,1,1,3,1,1,1,3,1,1,2,3,2,2,2,4,4,3,4,1,3,4,1,2,3,1,2,1,1,1,1,1,1,5,1,2,4,3,1,3,5,1,3,3138
1,91,119,4,7,1,1,3,4,2,1,2,3,3,1,2,2,3,1,1,1,1,1,1,4,2,2,2,2,2,2,3,2,2,1,1,1,3,1,3,2,2,1,3,1,2,2,2,3,4,2,2,1,2,1,0,2,2,2,1,1,3,3,2,2,2,1,0,0,1,0,0,0,0,2,9,119,0,0,0,0,0,0,0,2,0,2,0,0,2,10,1,1,1,7,2,2,3,1,2,2,1,3,2,2,2,4,3,3,1,3,3,4,1,2,4,1,1,1,3,1,1,2,1,2,1,2,3,3,2,2,5,1,8,5323
1,91,120,4,9,1,1,3,4,1,1,2,3,2,1,2,2,3,1,1,2,2,3,3,3,2,3,2,2,2,2,2,2,2,3,1,1,1,1,2,1,2,1,2,1,1,2,1,3,3,2,2,1,2,1,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,2,3,2,3,2,9,120,2,2,3,2,3,1,2,1,3,2,3,3,2,0,1,2,1,5,2,2,3,1,2,1,2,2,3,2,2,4,4,3,4,1,3,4,5,2,3,4,0,3,1,3,1,3,2,2,2,2,4,3,1,3,3,1,7,5158
1,91,121,4,9,1,1,3,4,2,1,2,2,2,1,1,1,3,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,3,4,1,1,1,2,1,2,2,2,2,1,2,3,3,3,1,3,2,3,2,2,2,3,3,3,2,9,121,3,2,3,2,3,3,0,2,2,2,3,2,11,1,1,1,2,3,1,1,3,1,2,2,2,2,4,4,4,4,4,2,3,1,3,1,2,2,4,1,1,1,2,1,1,3,1,1,1,2,3,3,1,1,3,1,0,1132
1,91,122,4,5,1,1,3,4,2,0,2,2,2,2,2,2,2,1,1,2,1,3,3,3,1,3,2,3,2,3,1,2,3,3,3,2,1,1,1,1,2,1,3,1,1,2,7,3,1,1,1,1,2,1,4,4,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,9,122,2,2,2,2,2,2,2,3,1,2,2,2,1,0,1,1,1,4,2,2,2,2,1,1,2,2,4,2,2,4,4,3,4,10,3,4,3,2,2,1,1,3,3,1,1,1,1,2,1,1,2,2,3,3,2,1,4,3319
1,91,123,3,9,1,1,3,4,2,1,3,3,5,2,2,1,2,1,2,2,2,2,1,4,1,2,1,2,2,2,2,2,2,1,1,0,3,1,2,2,2,1,4,2,1,2,5,2,4,3,2,1,2,1,2,2,4,1,1,1,2,1,2,1,2,2,2,2,3,3,3,3,2,2,9,123,3,3,3,2,3,2,2,2,2,1,2,2,1,0,1,1,1,7,3,1,1,1,2,2,3,4,4,4,4,4,4,2,4,1,2,4,1,2,4,3,1,1,1,1,1,2,2,5,1,2,2,2,1,3,5,1,7,5102
1,91,124,4,8,1,2,3,4,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,9,3,4,1,1,1,2,1,2,4,2,4,2,4,3,3,3,1,2,2,1,2,2,2,2,2,1,2,9,124,2,1,1,1,2,2,2,2,2,1,2,2,6,0,1,1,1,3,2,2,2,3,1,1,1,2,3,3,3,4,3,3,4,1,2,2,1,3,4,1,1,1,1,1,1,2,1,5,1,1,3,3,1,1,2,1,0,1127
1,91,125,4,4,1,1,3,4,2,1,4,4,0,1,1,4,5,1,1,1,1,3,2,5,1,3,1,3,3,3,2,1,2,3,3,1,1,1,1,3,0,1,2,1,1,2,2,3,2,3,1,1,1,2,4,3,4,2,1,4,2,3,2,1,2,2,2,2,1,2,1,3,2,2,9,125,1,3,3,3,2,3,3,3,3,2,3,1,4,0,2,2,1,5,2,1,3,3,2,2,3,4,4,4,4,4,2,3,4,11,3,4,5,3,4,1,1,2,2,1,1,1,1,5,0,1,5,1,1,1,5,1,7,5101
1,91,126,4,6,1,1,3,4,2,1,3,3,3,1,6,1,3,2,1,2,1,2,2,4,1,2,2,2,2,3,1,2,1,2,2,2,3,1,3,3,1,1,2,2,1,2,7,2,4,2,1,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,3,2,1,2,1,2,9,126,2,1,3,2,2,3,1,1,1,3,2,2,6,0,1,2,1,5,2,2,1,1,2,2,1,2,2,2,2,1,4,1,3,1,2,2,2,5,3,1,2,2,2,1,1,1,3,5,1,1,1,2,1,3,1,2,7,5146
1,91,127,4,6,0,2,1,4,1,1,2,5,1,1,5,1,3,2,1,2,1,2,1,4,0,0,3,3,3,3,0,2,3,1,3,0,2,2,0,0,1,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,4,4,4,1,3,2,3,2,3,1,0,0,4,0,0,0,0,2,9,127,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,5,0,11,2,2,2,2,0,3,4,6,6,0,0,0,4,3,4,12,0,2,1,0,0,4,0,0,4,0,0,4,0,5,0,0,0,1,1,3,5,2,1,2136
1,91,128,3,7,1,1,2,4,2,1,2,5,5,1,6,4,5,2,2,2,1,3,2,3,2,3,3,3,3,3,1,2,2,3,2,1,2,1,3,3,2,2,2,1,1,1,9,3,0,2,2,1,0,1,4,4,4,4,4,4,2,3,3,2,2,2,1,1,1,2,2,2,1,2,9,128,1,1,1,1,2,2,2,1,3,1,2,1,8,0,1,2,2,0,2,1,3,2,2,1,3,2,5,5,4,1,2,3,4,8,0,2,3,5,4,1,3,3,3,1,1,3,3,1,0,0,4,2,1,3,5,2,2,2320
1,91,129,5,11,1,1,1,4,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,3,2,3,2,1,0,0,0,4,0,0,1,0,2,9,129,0,1,0,0,0,1,0,1,2,0,0,0,4,10,2,2,2,9,1,2,3,3,2,2,4,6,1,2,2,3,4,2,2,1,2,1,1,1,4,1,1,1,1,1,1,1,2,5,1,1,5,1,1,1,5,2,0,1131
1,91,130,3,7,1,2,3,4,2,2,2,2,3,1,3,3,3,2,2,1,1,1,1,3,2,2,2,2,2,2,1,2,3,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,0,0,2,1,2,1,2,2,4,2,4,2,3,3,3,2,3,3,2,3,3,3,2,3,3,2,9,130,3,2,3,2,3,2,2,2,3,3,3,3,11,0,1,2,2,3,1,2,3,1,2,2,2,1,1,1,1,3,3,3,4,1,3,2,1,1,0,1,1,1,3,3,1,1,1,1,1,2,2,3,1,3,5,2,2,2332
1,91,131,4,7,1,1,2,4,2,1,1,3,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,4,1,1,1,1,1,1,1,1,2,2,1,1,2,7,3,4,1,3,1,1,1,2,2,4,1,1,2,3,3,3,1,3,2,2,2,2,2,2,2,2,2,9,131,2,2,2,2,2,2,2,2,2,2,2,2,11,0,1,1,1,3,2,1,2,1,1,1,2,2,1,1,1,4,4,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,2,3,1,1,1,1,2,9,5406
1,91,132,3,3,1,2,1,4,2,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,3,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,9,3,0,1,2,1,2,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,2,1,1,1,1,2,9,132,1,3,3,2,3,3,3,3,3,3,1,1,7,0,1,1,1,5,2,1,2,1,2,2,1,2,1,1,1,1,4,3,3,1,3,4,1,1,4,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,1,2,7,5135
1,91,133,4,10,1,2,2,4,1,1,2,3,2,2,2,1,1,2,2,2,1,2,1,1,2,3,2,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,9,0,4,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,0,0,1,4,0,2,0,0,2,9,133,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2,1,11,4,0,4,4,0,3,4,6,2,2,2,3,4,2,4,1,3,1,1,1,4,4,1,1,1,1,1,1,2,5,1,2,1,2,1,3,2,2,8,5330
1,91,134,6,10,1,1,1,4,2,1,2,2,5,1,1,1,3,2,1,2,2,2,1,2,3,1,2,1,3,3,3,2,2,3,2,1,3,1,3,3,4,1,1,1,1,2,1,3,4,2,1,2,2,1,2,4,2,1,2,2,2,3,1,3,2,2,1,1,2,1,3,2,1,2,9,134,1,3,3,2,3,1,2,1,2,3,3,1,7,0,1,2,1,2,2,2,3,1,2,2,1,5,2,2,2,4,4,1,4,2,3,4,1,1,4,1,1,2,2,1,1,1,2,5,1,2,2,3,3,3,5,2,8,5307
1,91,135,4,7,1,1,2,4,2,1,2,5,4,2,2,3,5,3,3,3,4,2,1,0,2,2,1,2,2,2,2,2,2,1,1,1,3,1,2,2,4,0,3,1,2,2,8,3,2,1,2,1,0,1,1,1,1,1,1,1,1,2,3,1,2,3,3,3,3,3,2,3,3,2,9,135,3,2,1,3,3,2,2,1,3,1,1,1,5,0,1,1,1,7,2,2,2,2,1,2,3,6,2,1,1,4,4,1,3,9,3,2,1,1,1,1,1,1,1,1,1,1,1,5,2,3,3,2,1,3,2,2,5,4110
1,91,136,3,9,1,2,2,4,2,1,2,3,2,1,1,2,3,2,1,1,1,1,1,4,1,2,2,2,2,2,2,2,2,1,1,2,3,1,1,1,2,1,1,1,1,2,7,3,1,1,2,2,2,2,1,1,1,3,1,1,1,1,2,2,2,0,0,0,4,0,0,0,0,2,9,136,0,2,0,2,0,0,2,0,0,0,0,0,11,10,1,1,1,4,2,1,3,3,1,1,2,1,2,2,1,4,4,3,4,9,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,5,2,7,5137
1,91,137,5,7,3,3,2,4,2,1,2,3,1,2,3,1,3,2,1,1,1,1,1,2,1,3,3,3,3,3,1,2,4,1,1,1,1,0,2,0,2,1,3,1,1,2,9,3,4,2,2,1,0,0,0,0,0,0,5,0,2,3,2,2,3,3,2,3,2,0,0,0,0,2,9,137,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,1,1,11,2,2,2,1,3,3,2,1,2,2,3,4,4,3,4,11,0,4,5,1,4,3,3,1,1,1,1,3,0,5,1,1,1,1,0,0,5,2,7,5151
1,91,138,4,0,1,1,3,4,2,1,2,2,1,1,2,1,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,1,1,1,1,1,2,1,2,1,3,2,2,2,1,3,3,1,1,1,2,1,2,4,2,2,4,2,1,2,1,1,2,3,3,3,3,3,2,3,3,2,9,138,1,3,3,2,3,2,3,3,3,3,2,2,1,0,1,2,1,3,2,2,2,1,2,1,2,1,2,1,2,4,4,3,4,2,3,4,1,1,4,1,1,1,1,1,1,3,1,1,1,2,3,3,1,3,5,2,7,5112
1,91,139,3,9,1,1,3,4,2,1,2,3,2,1,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,3,1,2,1,2,1,1,2,7,1,1,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,3,3,3,3,3,3,3,3,2,2,9,139,2,3,2,3,3,3,3,3,0,2,3,2,11,1,1,1,1,3,2,2,2,2,1,1,2,1,2,2,4,2,2,1,2,1,3,4,1,1,4,1,1,0,1,1,1,2,1,5,1,1,4,3,1,3,5,2,1,2153
1,91,140,3,10,1,1,1,4,2,1,1,3,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,2,2,0,0,5,1,2,3,3,2,1,3,3,3,3,3,3,3,2,2,9,140,2,3,2,3,3,3,3,2,3,1,3,3,1,0,1,1,1,3,2,0,2,3,1,1,2,2,2,2,3,4,3,3,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,2,2,9,5427
1,91,141,4,5,1,1,3,4,2,1,2,3,3,1,1,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,0,2,3,1,1,1,1,1,1,1,4,1,3,1,1,2,9,3,4,2,0,1,1,1,2,0,2,1,1,1,2,0,2,1,2,2,3,2,3,2,3,3,3,2,9,141,2,2,2,2,3,3,3,3,2,2,2,2,11,0,1,2,1,0,2,1,2,1,2,3,3,2,2,4,5,4,4,2,1,1,3,4,2,1,4,1,1,1,1,1,1,1,1,2,1,2,1,3,1,3,3,2,6,4320
