COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102
1,150,513,4,6,5,4,2,40,15,1,2,1,2,2,3,50,1,1,4,3,5,5,5,7,3,3,4,3,2,2,2,0,1,2,3,2,2,2,2,2,5,5,5,5,5,2,6,3,3,4,1,1,10,2,3,,215,51,3,1,6,2,3,3,0,11,0,1,3,3,4,0,0,2,30,2,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,9,9,9,9
1,150,514,0,5,6,6,2,28,7,1,2,1,3,2,10,50,1,2,4,3,2,2,3,3,3,2,3,2,2,2,3,4,2,2,4,4,2,4,1,5,5,4,2,5,5,1,7,5,10,3,1,1,1,1,1,,215,51,4,3,3,3,4,1,7,31,0,3,3,3,2,5,1,2,20,7,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,515,5,5,6,6,2,48,10,3,2,2,2,2,3,50,2,2,4,3,3,3,5,9,3,2,2,3,2,6,3,2,2,2,3,3,2,2,1,5,5,2,2,5,5,2,9,7,2,7,1,1,10,1,1,,215,51,5,2,6,1,3,1,8,21,0,1,1,3,2,4,2,1,10,6,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,516,5,5,6,10,2,48,6,2,3,3,1,2,3,50,2,2,3,3,3,3,7,9,1,2,2,3,3,6,3,0,2,2,2,2,1,2,3,5,5,2,2,5,5,2,6,5,0,7,1,1,10,3,2,,215,51,6,2,6,3,3,4,9,21,0,1,3,3,5,3,4,2,30,0,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,9
1,150,517,4,4,5,3,1,43,7,1,2,2,1,2,3,25,1,2,4,3,5,5,6,9,1,1,1,3,1,6,2,3,2,2,2,2,1,3,2,5,5,2,2,5,5,2,6,5,10,6,1,10,1,2,3,,215,51,7,3,6,2,4,1,8,41,0,1,3,3,2,1,1,2,31,0,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,518,6,1,7,9,2,70,7,4,1,1,1,3,2,35,2,2,4,3,7,7,6,7,1,2,1,3,0,6,4,2,2,2,2,2,1,2,2,5,5,2,1,5,1,2,7,7,11,9,1,1,10,1,1,,215,51,8,1,6,3,1,3,8,20,6,1,1,3,1,1,1,2,30,0,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,519,5,6,6,5,2,41,10,2,3,2,2,2,5,25,2,2,4,3,5,5,5,10,1,3,3,3,3,1,2,3,3,2,3,1,2,2,2,5,5,3,2,5,5,2,6,10,9,6,1,1,1,3,3,,215,51,9,1,6,2,2,1,7,41,0,1,1,3,1,1,1,2,20,0,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,3,3,3,2
1,150,520,4,4,5,10,1,60,13,1,1,2,1,2,2,25,2,2,4,3,6,8,4,7,3,1,1,3,1,2,2,1,3,2,3,3,2,2,2,5,5,2,2,5,5,2,9,7,9,8,1,2,10,2,1,,215,52,0,2,6,2,3,4,7,21,0,1,1,1,1,3,2,2,30,6,2,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,521,5,4,6,9,2,54,12,2,3,3,1,3,4,20,2,2,4,3,6,9,8,10,1,2,2,4,2,6,4,0,3,2,2,2,1,3,3,5,5,2,2,5,5,3,6,5,8,7,1,1,1,1,3,,215,52,1,2,6,3,4,1,7,41,0,1,2,5,1,5,4,2,30,0,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,0,9,9,1,9,2,2
1,150,522,5,5,6,3,2,45,8,0,2,1,1,1,10,65,2,2,4,3,3,3,8,10,1,3,2,1,1,1,4,4,1,2,2,1,1,1,1,5,5,2,1,5,5,2,9,8,4,0,8,1,10,1,1,,215,52,2,4,6,2,4,1,0,21,0,1,1,3,3,3,1,2,30,1,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,523,4,5,5,5,1,45,8,1,1,2,1,1,10,75,2,2,4,2,2,2,8,10,1,3,2,2,2,3,3,2,1,2,2,3,2,3,3,2,5,2,2,5,5,2,9,7,7,0,8,1,10,2,2,,215,52,3,1,6,2,3,1,0,11,0,1,1,1,1,3,2,2,30,2,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,2,2,9,9,2,2,2
1,150,524,6,6,6,5,2,47,10,2,2,2,1,2,2,50,2,2,4,3,4,4,6,10,2,2,2,3,3,4,3,3,1,4,4,3,1,2,2,5,5,2,2,5,5,2,2,2,11,6,7,2,10,2,1,,215,52,4,2,6,3,3,1,8,21,0,1,1,3,2,3,1,2,31,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,2,3,3,2
1,150,525,6,4,6,10,1,64,14,1,2,2,2,2,10,30,2,2,4,3,6,6,5,7,2,3,2,2,2,1,2,2,1,2,4,1,1,1,1,5,5,1,1,5,5,2,7,5,0,8,7,2,10,1,2,,215,52,5,1,6,2,2,3,6,31,0,1,1,3,5,1,1,2,30,0,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,526,5,8,7,3,1,18,11,1,3,1,1,2,4,50,1,2,3,3,4,3,8,6,3,2,1,2,2,3,4,0,1,2,3,2,1,2,2,5,5,3,2,5,5,2,6,9,4,6,5,10,0,1,2,,215,52,6,2,6,1,3,3,0,21,0,1,3,3,2,3,2,2,30,2,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,3,3,9,9,9,9,9,9
1,150,527,6,0,6,9,2,75,15,1,1,2,1,3,2,40,1,1,4,3,5,5,5,5,1,1,1,3,1,1,4,3,3,2,2,2,2,2,1,2,1,3,1,2,2,2,6,5,5,10,3,10,10,3,3,,215,52,7,1,6,2,4,1,8,21,0,1,2,3,5,5,3,2,40,0,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,9,9,9,9,9,9
1,150,528,4,5,5,3,1,44,10,3,2,2,1,3,5,50,1,2,4,3,5,5,6,7,1,2,2,4,2,6,4,3,1,2,2,2,2,3,1,4,5,4,4,5,5,2,6,4,1,8,1,10,1,3,2,,215,52,8,2,6,2,4,1,6,41,0,2,3,3,4,5,3,2,30,1,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,529,4,6,6,5,1,47,14,2,3,3,1,2,5,50,1,2,3,3,7,7,7,8,3,3,1,2,2,6,4,0,1,2,2,2,2,2,2,4,5,2,2,5,5,2,5,4,0,5,1,10,1,1,1,,215,52,9,2,1,1,3,1,8,21,0,1,1,3,3,4,2,2,30,0,1,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,3,2,3,3,2
1,150,530,6,7,6,9,1,36,15,1,1,1,3,3,4,25,2,2,4,3,2,2,7,9,2,3,1,3,3,3,1,0,1,2,2,2,1,3,2,5,5,2,2,5,5,2,7,7,11,10,1,2,1,2,1,,215,53,0,3,6,3,3,1,8,31,0,1,3,3,3,3,2,2,20,0,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,4,3,3,2
1,150,531,5,0,6,9,2,68,10,1,2,1,2,2,5,50,2,2,4,3,8,8,5,9,3,3,1,3,2,2,3,0,1,2,2,2,2,4,2,5,5,2,2,5,5,2,7,5,11,9,1,2,10,1,1,,215,53,1,2,6,2,3,1,8,11,0,1,1,1,2,1,1,2,30,0,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,3,3,3,3,2
1,150,532,6,4,6,4,1,54,7,2,1,1,1,1,3,20,1,2,4,3,6,6,5,8,1,3,1,3,1,1,3,3,1,2,2,2,2,2,2,5,5,3,3,5,5,2,6,0,0,8,1,1,10,1,1,,215,53,2,2,6,2,3,2,8,31,0,1,1,1,1,5,3,2,10,0,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,3,3,3,2
1,150,533,5,0,6,7,1,27,10,1,2,2,3,3,7,60,1,1,4,3,4,4,5,6,1,2,2,2,2,6,4,0,1,2,4,3,2,4,2,5,5,2,2,5,5,1,7,5,0,8,1,2,10,3,3,,215,53,3,1,1,2,1,3,6,41,0,3,3,3,1,5,3,2,30,0,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,534,6,5,6,10,2,61,10,1,1,1,2,2,3,25,1,2,4,3,3,3,4,8,3,3,2,3,2,7,3,3,1,2,3,3,1,3,1,5,5,2,2,5,5,2,9,7,3,8,1,2,10,3,2,,215,53,4,2,6,2,3,1,8,21,0,2,1,3,2,3,2,2,31,0,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,535,6,6,6,9,2,33,12,2,2,2,1,2,2,50,2,2,4,3,2,2,5,5,3,3,2,1,3,6,3,3,1,2,3,2,2,3,2,5,5,2,2,5,5,2,9,6,2,3,1,10,10,1,1,,215,53,5,2,6,2,2,2,7,21,0,1,1,3,3,2,1,2,30,2,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,3,9,9,9,9,9,9
1,150,536,6,6,6,8,2,30,8,1,2,2,2,3,1,50,2,2,4,3,4,4,10,7,3,3,1,3,2,6,4,0,1,2,2,2,1,3,2,5,5,2,2,5,5,2,8,5,11,4,1,10,1,3,3,,215,53,6,2,3,2,2,3,6,31,0,1,1,3,3,5,2,2,30,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,537,5,5,5,10,2,59,10,1,3,3,3,3,5,25,2,2,4,3,4,4,8,10,1,3,2,2,2,6,4,2,1,2,2,3,1,3,1,5,5,2,2,5,5,2,7,4,3,5,1,10,10,1,1,,215,53,7,2,6,2,2,2,6,41,0,1,3,3,1,5,3,2,30,6,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,2,2,2,2,3,2
1,150,538,6,6,6,7,2,47,10,1,2,2,1,2,5,50,2,2,4,3,3,3,5,7,1,3,2,3,1,6,4,1,1,2,2,2,2,2,2,5,5,2,3,5,5,2,5,3,2,3,1,10,1,1,2,,215,53,8,3,6,2,1,2,8,11,0,1,2,3,1,3,1,2,30,6,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,539,6,4,6,2,1,56,9,1,2,2,1,1,10,30,2,2,4,3,5,6,10,10,1,3,2,4,1,1,4,1,1,2,2,2,3,2,4,5,5,2,2,5,5,2,6,4,11,8,1,2,10,1,2,,215,53,9,3,1,1,4,1,7,10,5,1,3,3,5,4,1,1,10,8,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,2,3,2,2,3,2
1,150,540,6,5,6,3,2,55,11,1,2,2,1,3,4,50,2,2,4,3,2,3,1,9,1,2,2,4,2,6,3,2,1,2,2,4,1,4,2,5,5,2,4,1,5,2,6,5,9,8,1,1,10,3,2,,215,54,0,3,6,2,4,1,7,21,0,1,1,3,3,5,3,2,30,8,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,541,6,5,6,6,2,42,7,3,1,1,2,2,7,60,2,1,4,3,3,3,10,10,3,2,2,3,1,2,4,2,1,2,2,3,1,5,1,5,5,2,2,5,5,1,6,4,10,6,1,1,1,1,1,,215,54,1,1,6,1,3,1,8,21,0,1,1,3,1,3,2,2,20,2,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,542,5,6,6,9,2,41,12,2,2,3,1,3,3,50,2,2,3,3,3,3,6,8,3,2,2,2,1,6,3,2,1,2,2,1,2,2,1,5,5,2,2,5,5,2,9,6,9,4,1,1,1,2,2,,215,54,2,2,6,2,4,2,7,21,0,1,3,3,2,5,2,2,30,2,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,3,9,9,9,9,9,9
1,150,543,6,6,6,3,2,51,10,2,1,1,1,1,3,50,2,2,4,3,6,6,5,5,3,2,1,3,1,2,2,2,1,2,2,4,1,2,2,5,5,2,2,5,5,2,6,5,0,10,1,2,10,1,1,,215,54,3,2,6,1,2,1,8,11,0,4,1,1,2,5,1,2,30,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,544,4,5,6,4,1,50,11,1,1,1,2,2,10,60,2,2,4,3,4,5,5,7,3,2,1,2,1,2,2,2,1,2,2,3,1,2,1,2,5,2,4,5,5,2,6,4,0,7,1,2,10,1,1,,215,54,4,3,6,2,1,3,7,11,0,1,2,3,1,3,1,2,20,7,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,545,4,6,6,10,2,65,10,2,2,2,1,2,3,50,1,2,4,3,6,6,5,7,3,2,1,3,1,1,2,2,1,2,2,3,2,3,2,2,5,2,2,5,5,2,4,3,0,4,1,2,1,1,2,,215,54,5,2,6,1,2,1,8,21,0,1,1,3,2,3,1,2,30,2,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,546,4,5,5,10,2,38,3,4,2,2,1,2,1,25,2,2,4,3,1,1,3,5,1,2,2,3,2,6,3,3,1,2,2,2,2,2,2,5,5,2,2,5,5,2,5,4,2,8,1,1,1,3,1,,215,54,6,3,6,2,3,1,6,21,0,1,1,3,1,5,4,2,31,0,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,2,2,2,2,3,3,2
1,150,547,6,4,6,3,2,48,10,1,1,1,2,2,10,75,2,2,4,3,3,3,8,10,3,2,1,2,1,6,4,3,1,2,2,2,1,2,2,3,5,2,2,5,5,2,9,7,0,6,1,1,10,3,1,,215,54,7,1,6,1,2,1,9,21,0,1,1,3,2,5,3,2,30,0,3,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,2,2,2,2,2,2,3
1,150,548,6,5,6,10,2,54,7,4,2,2,1,3,1,50,2,2,4,3,2,2,5,8,1,2,1,5,4,2,4,0,1,2,2,2,1,2,2,5,5,2,2,5,5,2,9,8,0,8,1,1,10,1,1,,215,54,8,3,6,2,4,1,9,31,0,1,1,3,2,5,0,2,30,6,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,4,3,3,2
1,150,549,4,4,6,7,2,57,14,3,2,2,1,2,2,20,2,2,4,3,4,5,4,6,2,2,2,3,2,2,4,0,1,2,2,4,2,2,2,5,5,3,2,5,5,2,4,3,0,8,1,2,10,3,3,,215,54,9,1,1,1,2,1,8,21,0,1,1,3,3,3,2,1,20,8,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,4,3,3,2
1,150,550,4,4,5,5,2,66,10,1,1,1,2,3,8,60,2,2,4,2,4,5,8,10,2,1,2,1,1,5,1,1,1,2,4,3,2,2,2,4,5,4,2,5,5,2,7,2,0,8,1,1,10,1,3,,215,55,0,3,6,1,4,1,5,41,0,1,1,3,5,5,3,2,30,2,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,3,4,3,9,3
1,150,551,5,11,6,7,1,47,6,2,2,3,1,2,3,50,1,1,4,3,6,8,5,6,2,1,1,3,4,2,2,2,1,2,4,2,2,2,2,5,5,3,2,5,5,2,3,2,6,10,1,1,10,2,1,,215,55,1,3,6,2,1,1,6,20,3,1,1,1,3,2,1,2,30,2,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,3,3,9,9,9,9,9,9
1,150,552,5,6,6,4,2,37,12,2,3,3,1,2,2,50,2,2,4,3,7,7,6,8,3,2,1,2,2,2,4,2,1,2,3,2,2,4,2,5,5,3,3,5,5,2,9,7,0,7,1,1,1,1,1,,215,55,2,6,6,1,4,1,8,21,0,1,1,1,2,5,2,2,30,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,3,4,9,9,2
1,150,553,5,5,6,4,2,38,3,3,1,2,2,2,2,30,2,2,4,3,11,1,3,5,1,1,1,1,1,5,2,4,1,2,2,2,1,4,1,5,5,2,2,5,5,2,8,5,2,7,1,1,1,2,1,,215,55,3,3,6,3,3,1,9,11,0,1,1,3,3,3,1,2,30,0,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,554,5,5,6,5,2,48,10,2,2,1,2,2,2,25,2,2,4,3,3,3,5,10,2,1,1,2,2,6,3,0,1,2,2,2,2,2,2,5,5,2,2,5,5,2,5,3,0,7,1,1,1,2,3,,215,55,4,2,6,2,3,3,8,21,0,1,2,3,3,5,3,2,40,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,555,5,6,6,9,1,49,12,1,1,1,1,3,2,60,2,2,3,3,6,6,3,6,2,1,1,2,3,3,5,0,1,2,2,3,2,2,1,5,5,2,2,5,5,3,7,6,0,6,1,2,10,2,5,,215,55,5,6,6,2,2,2,8,11,0,1,5,5,2,5,3,2,40,0,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,2,9,9,9,2,2,2,3
1,150,556,5,6,6,3,2,29,5,1,3,2,2,3,3,60,1,2,4,3,3,4,2,4,1,1,1,2,3,6,2,0,1,2,2,4,2,4,2,5,5,2,2,5,5,2,9,8,0,10,1,10,1,3,3,,215,55,6,1,6,2,1,3,8,21,0,1,1,3,5,4,1,2,30,0,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,557,5,5,6,3,2,49,12,2,3,1,2,2,5,28,1,2,4,3,4,4,4,7,2,2,2,3,3,6,3,3,1,2,2,2,2,3,2,5,5,2,2,5,5,2,9,7,3,8,1,2,10,2,1,,215,55,7,2,6,2,2,3,8,21,0,2,3,3,3,2,2,2,30,0,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,2,2,2,2,3,3,2
1,150,558,5,5,6,3,1,46,10,1,2,3,1,3,3,55,2,1,4,2,4,4,3,6,1,2,1,2,2,2,2,2,1,2,2,2,2,3,2,5,5,2,2,5,5,2,5,4,5,7,1,1,10,3,3,,215,55,8,1,6,2,3,1,8,11,0,1,3,3,3,2,2,2,30,0,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,2,2,9,9,2,2,3
1,150,559,5,6,6,4,2,41,10,3,2,2,2,3,5,50,0,0,4,3,6,6,6,8,3,2,2,4,1,2,4,1,1,2,2,4,2,3,2,5,5,2,2,5,5,2,7,2,11,8,1,10,1,3,4,,215,55,9,1,2,3,2,2,6,21,0,2,1,3,1,5,1,2,30,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,3,3,3,9,9,9,9,9
1,150,560,4,5,5,7,2,56,15,1,1,2,1,2,2,50,2,1,3,3,8,8,6,10,3,2,2,1,1,6,2,4,1,3,3,3,1,3,1,5,5,2,2,5,5,3,7,4,6,6,1,1,10,2,1,,215,56,0,2,6,2,3,1,8,21,0,2,5,1,2,2,1,2,30,0,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3,3,9,9,9,9,9,9,9
1,150,561,3,7,6,4,2,57,10,1,3,1,1,3,4,30,2,0,4,3,5,10,7,10,3,2,2,2,3,6,2,0,1,3,3,2,1,2,2,4,5,6,2,4,5,1,6,4,11,4,1,1,10,3,2,,215,56,1,1,6,2,3,1,4,11,0,1,2,3,4,5,3,2,31,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,562,5,6,6,9,1,51,10,2,2,2,2,3,2,25,2,2,4,3,4,4,6,8,3,2,2,3,2,2,3,3,1,3,3,2,2,2,2,5,5,3,2,5,5,3,3,2,11,10,1,1,10,2,2,,215,56,2,1,6,2,2,2,6,21,0,2,2,3,2,2,2,2,30,0,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,563,4,3,5,6,2,65,6,2,3,2,1,3,2,40,1,1,4,3,3,4,6,10,2,3,2,2,1,1,4,4,1,3,3,3,3,2,2,5,5,4,4,5,5,2,5,5,0,10,1,1,10,2,2,,215,56,3,1,6,2,4,3,8,21,0,1,1,3,5,5,3,2,20,2,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,564,5,6,6,4,2,38,8,2,2,3,1,2,3,65,2,2,4,3,3,3,3,5,1,3,2,2,3,6,2,0,1,3,3,2,2,3,1,5,5,2,3,5,5,2,4,3,2,10,1,4,10,3,3,,215,56,4,1,6,2,2,2,7,21,0,1,3,3,2,2,1,2,30,4,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,565,6,1,6,4,2,65,9,1,2,3,1,3,4,50,2,2,4,3,7,7,7,9,3,1,1,4,3,3,4,4,2,3,3,4,1,3,2,5,5,2,2,5,5,2,7,3,2,9,1,2,10,2,3,,215,56,5,3,1,1,2,1,5,41,0,3,3,3,4,5,2,2,30,0,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,2,2,2,2,2,2,3
1,150,566,3,6,6,9,3,62,10,1,1,3,2,3,4,50,2,2,4,3,10,10,10,10,3,0,0,2,0,6,3,4,6,3,3,3,1,3,2,4,5,2,2,2,5,2,7,7,9,3,1,1,10,3,3,,215,56,6,2,6,2,3,1,6,31,0,1,1,3,3,4,2,2,30,0,1,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,3,9,9,9,9,9,9
1,150,567,5,6,6,4,1,46,8,3,2,2,3,2,3,25,2,2,4,3,5,6,5,8,3,1,2,2,2,2,2,0,1,3,4,3,2,2,1,5,5,2,2,5,5,2,7,4,6,8,1,1,1,2,2,,215,56,7,1,6,2,3,1,6,41,0,1,1,3,1,4,1,2,30,1,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,2,2,2
1,150,568,5,3,6,3,2,67,6,4,2,2,2,3,5,55,1,2,4,3,2,2,11,11,1,2,1,4,2,4,3,2,1,1,4,1,2,3,2,5,5,2,2,5,5,2,11,0,0,8,1,10,1,3,1,,215,56,8,3,6,2,4,1,5,41,0,1,1,3,2,1,1,2,30,2,1,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,569,5,5,6,6,1,54,10,2,3,1,2,3,4,25,2,1,4,2,6,6,7,10,2,2,1,3,3,2,2,2,1,1,3,2,2,2,1,5,5,3,2,5,5,2,7,6,0,7,1,10,10,3,3,,215,56,9,1,6,2,3,1,5,41,0,2,1,5,4,4,4,2,30,2,3,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,2,3,2,2,2,2
1,150,570,4,10,5,6,1,64,15,1,2,2,2,3,2,50,2,2,4,3,6,6,7,8,2,1,2,3,1,1,3,4,1,1,3,2,1,2,1,5,5,2,1,5,5,2,3,9,3,5,1,10,10,3,3,,215,57,0,2,6,2,4,1,8,11,0,1,1,3,5,1,1,3,40,0,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,2,2,3,3,2,3,3,2
1,150,571,5,5,6,7,3,51,10,1,1,1,2,3,2,50,2,2,3,3,2,2,7,10,1,3,1,3,2,6,4,3,1,1,2,1,2,2,1,5,5,2,2,5,5,2,9,5,4,8,1,10,1,2,1,,215,57,1,2,6,2,4,1,8,21,0,1,5,3,4,4,2,2,30,0,2,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,2,2,2,2,3,3,3
1,150,572,4,6,5,4,2,44,10,3,2,2,2,2,6,50,2,2,4,3,4,4,7,7,3,2,2,3,1,1,2,2,1,2,3,3,2,2,2,5,5,2,2,5,5,2,6,2,2,8,1,2,1,1,2,,215,57,2,2,6,2,3,1,5,41,0,2,1,3,3,2,1,2,30,2,3,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,573,5,6,7,5,2,36,9,4,1,1,2,1,3,50,2,2,4,3,5,5,7,8,3,2,1,2,1,1,4,2,1,2,3,1,2,3,1,5,5,3,3,5,5,2,5,4,0,5,1,1,1,2,3,,215,57,3,2,2,2,2,1,9,31,0,1,3,3,1,3,1,2,30,1,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,574,6,7,6,3,2,36,12,3,2,3,2,2,2,50,2,1,4,3,6,6,5,8,3,1,2,3,3,2,1,4,1,2,3,4,1,4,2,5,5,2,3,5,5,1,5,3,1,6,1,10,1,2,2,,215,57,4,2,6,2,1,1,8,21,0,2,1,3,1,5,2,2,30,0,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,2,3,3,2,3,3,2
1,150,575,5,5,6,7,2,43,3,1,1,1,1,2,3,40,2,2,4,3,2,2,7,10,1,1,2,2,1,6,3,3,1,2,3,2,2,3,2,4,5,4,3,5,3,1,5,3,6,3,1,10,1,2,3,,215,57,5,2,6,2,3,1,9,21,0,1,4,3,2,1,1,2,30,8,3,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,576,5,6,5,9,1,39,6,1,1,1,2,2,4,60,1,2,4,3,3,3,7,10,1,1,2,3,1,6,4,4,1,2,3,1,2,5,2,5,5,2,2,5,5,2,7,6,7,8,1,2,1,1,1,,215,57,6,2,6,2,2,1,6,31,0,1,1,3,1,5,2,2,30,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,3,2,2,2,1,2
1,150,577,5,7,6,10,2,27,10,3,2,2,1,3,2,50,2,2,4,3,5,5,5,8,3,1,2,4,2,1,3,4,1,2,3,4,2,3,2,5,5,2,2,2,5,2,7,6,3,6,1,10,1,2,2,,215,57,7,1,6,2,3,1,6,41,0,3,1,3,2,5,1,2,30,6,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
1,150,578,6,5,6,8,2,54,11,3,2,2,2,2,3,50,1,2,4,3,4,4,10,10,2,2,1,4,3,2,4,4,1,2,2,2,2,3,2,5,5,2,2,5,5,2,9,9,10,9,1,2,10,2,3,,215,57,8,2,6,3,4,3,9,31,0,1,1,3,1,3,1,2,30,1,1,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,3,9,9,9,9,9,9
