CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.17..1,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.25..1,Q.25..2,Q.25..3,Q.25..4,Q.25..5,Q.25..6,Q.25..7,Q.25..8,Q.25..9,Q.26.,Q.26..1,Q.26..2,Q.26..3,Q.26..4,Q.26..5,Q.26..6,Q.26..7,Q.26..8,Q.26..9,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.29.,Q.30.,Q.31A.,Q.31B.,Q.31B..1,Q.32.,Q.33.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.34A.,Q.34B.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.43.,Q.44.,Q.45A.,Q.45B.,Q.45C.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59A.,Q.59B.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68A.,Q.68B.,Q.69A.,Q.69B.,Q.69C.,Q.69D.,Q.69E.,Q.69F.,Q.69G.,Q.69H.,V.71.,V.72.,V.73.,V.74.,V.75.,V.76.,V.77.,V.78.,V.79.,V.80.,V.81.
1,157,6798,1,8,7,9,2,4,1,4,2,4,2,1,2,1,1,2,2,5,2,9,2,5,2,10,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,4,15,6,3,9,13,13,9,1,2,157,6798,1,2,0,1,2,1,1,5,2,2,2,2,1,3,5,4,2,2,2,2,3,3,3,1,3,2,2,2,3,9,2,3,2,4,1,1,1,1,1,1,2,4,3,3,2,1,1,1,1,2,3,1,14,9,7,4,21,61,72
1,157,6799,1,9,8,6,2,4,1,5,1,4,2,1,2,1,1,2,2,5,2,9,2,13,2,10,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,2,6,2,9,13,13,9,1,2,157,6799,1,2,0,1,1,3,1,0,4,2,2,2,2,4,5,2,2,1,3,3,3,3,1,1,1,4,2,3,3,7,1,2,1,4,1,1,3,3,1,1,2,3,2,3,2,2,1,1,1,2,1,2,11,7,7,4,18,20,79
1,157,6800,1,9,10,9,2,4,1,5,1,4,2,1,3,1,1,2,4,5,2,6,3,12,4,8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,9,3,3,9,13,13,9,1,2,157,6800,1,2,0,1,2,1,2,4,5,4,4,1,1,5,5,2,4,1,3,2,3,2,1,1,1,2,1,1,4,5,2,1,1,3,3,3,3,3,1,1,1,2,1,2,1,3,3,2,4,2,1,2,2,2,7,4,21,61,66
1,157,6801,1,9,9,6,2,4,1,5,1,4,1,1,2,1,1,2,2,1,2,5,2,6,1,8,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,4,15,1,3,3,9,13,13,9,1,2,157,6801,1,2,0,1,2,1,2,5,5,2,4,2,1,1,1,2,3,2,2,3,3,2,1,1,1,2,2,1,1,6,2,3,1,3,3,2,3,3,1,2,2,3,2,2,3,1,2,2,3,2,1,5,10,7,7,3,16,24,50
1,157,6802,1,9,6,9,2,1,1,5,1,4,1,1,2,1,1,2,2,5,2,2,1,6,4,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,4,15,6,6,3,9,13,13,9,1,2,157,6802,1,2,0,1,1,2,3,2,2,1,5,2,1,3,3,2,1,1,3,2,3,3,1,1,1,5,2,1,0,7,2,3,1,4,2,1,1,4,1,2,1,2,2,2,2,3,3,2,2,1,1,6,4,4,7,3,16,50,34
1,157,6803,1,9,10,6,2,0,1,5,1,4,2,1,2,1,1,2,1,5,2,2,2,5,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,4,15,2,6,3,9,13,13,9,1,2,157,6803,1,2,0,1,2,1,1,0,3,2,5,1,2,3,5,2,2,2,2,2,3,3,1,1,1,4,1,1,1,4,1,4,1,4,2,2,3,3,1,3,3,3,0,1,1,2,2,3,3,2,1,2,5,4,7,4,18,20,35
1,157,6804,1,9,8,5,2,4,1,5,1,4,3,1,2,1,1,2,2,5,2,5,2,2,4,10,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,7,6,3,9,13,13,9,1,2,157,6804,1,2,0,1,1,2,3,3,6,2,2,4,2,1,4,2,2,2,2,3,1,3,1,1,1,2,2,1,3,7,2,2,1,2,2,2,3,3,1,3,1,3,2,2,2,2,2,2,3,1,1,2,7,5,7,3,18,17,25
1,157,6805,1,10,7,6,2,4,1,5,1,4,1,1,2,1,1,2,1,8,2,5,1,2,4,9,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,4,15,6,3,3,9,13,13,9,1,2,157,6805,1,2,0,1,1,3,3,0,1,1,3,4,1,1,5,6,2,1,3,2,3,1,1,1,2,1,1,2,3,6,1,2,2,4,1,1,3,2,1,2,3,1,2,2,2,3,2,2,1,2,2,9,7,6,7,3,18,15,6
1,157,6806,1,9,9,8,1,5,3,5,1,5,2,1,5,2,2,2,3,6,2,7,2,3,1,8,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,2,3,3,9,13,13,9,1,2,157,6806,1,2,0,1,1,3,3,2,3,5,4,2,3,3,4,2,2,2,3,2,3,3,1,1,1,4,2,3,3,3,1,4,1,3,2,2,1,3,1,2,2,3,3,2,1,2,2,2,3,2,1,5,8,6,8,5,14,12,26
1,157,6807,1,9,9,7,1,5,3,5,3,6,3,1,4,1,1,2,5,99,1,2,1,10,1,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,2,5,15,4,3,9,13,13,9,1,2,157,6807,1,2,0,1,1,2,3,1,2,1,5,1,2,3,4,2,1,1,3,3,3,3,1,1,1,2,1,2,3,7,1,2,2,4,1,1,1,3,1,3,2,3,2,2,2,2,1,1,1,1,3,2,10,6,8,4,18,19,20
1,157,6808,1,9,10,10,1,5,3,5,3,6,3,1,4,2,1,2,7,6,2,2,1,1,6,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,1,2,3,9,13,13,9,1,2,157,6808,1,2,0,1,1,2,3,1,2,2,5,2,2,1,2,2,1,1,1,2,3,3,1,3,3,2,2,3,2,4,1,4,2,4,1,1,3,3,1,2,1,3,1,1,2,1,1,1,1,1,2,5,8,3,8,4,18,19,55
1,157,6809,1,9,8,8,1,5,3,5,3,6,2,1,2,2,2,2,3,7,2,5,4,6,6,6,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,1,3,15,3,2,9,13,13,9,1,2,157,6809,1,2,0,1,2,3,1,4,4,5,4,2,2,5,5,1,3,2,2,3,1,2,1,1,1,4,3,1,2,3,1,4,3,2,2,2,2,1,1,1,3,4,3,3,3,1,2,2,3,2,4,1,14,11,8,4,15,1,46
1,157,6810,1,9,11,9,1,5,3,5,3,6,3,1,4,1,1,2,6,6,2,2,1,11,6,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,7,6,3,9,13,13,9,1,2,157,6810,1,2,0,1,2,2,2,4,4,3,4,4,1,5,4,1,2,2,3,2,3,2,1,1,4,4,1,1,3,7,2,1,2,3,1,2,3,4,1,2,1,3,1,1,1,3,1,2,1,1,2,6,4,2,8,5,14,12,5
1,157,6811,1,9,10,8,1,5,3,5,3,6,2,1,4,2,2,2,3,6,2,2,4,4,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,1,6,2,9,13,13,9,1,2,157,6811,1,3,0,1,2,1,1,4,4,3,5,3,2,5,5,1,4,3,2,3,1,2,1,1,1,5,4,1,3,9,2,1,1,2,3,3,3,4,3,2,1,2,2,2,2,2,3,3,4,2,1,6,4,4,8,4,12,45,27
1,157,6812,1,9,11,11,1,5,3,4,3,6,3,1,5,2,1,0,3,6,2,1,2,1,6,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,12,15,2,2,9,13,13,9,1,2,157,6812,1,2,0,1,1,2,1,1,3,1,6,2,3,4,5,3,2,1,4,2,3,3,1,1,1,3,2,2,3,7,1,2,2,4,1,1,1,2,1,1,3,3,3,3,2,2,1,1,1,1,4,1,13,9,8,5,14,12,70
1,157,6813,1,10,11,5,1,5,3,5,3,5,2,1,5,1,1,1,1,6,2,8,1,2,6,9,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,3,3,15,6,2,9,13,13,9,1,2,157,6813,1,2,0,1,2,3,1,0,3,2,3,2,3,6,6,2,1,2,2,3,3,3,1,1,3,3,2,2,3,8,2,3,2,3,2,2,1,2,1,1,3,4,3,3,3,1,2,1,3,2,4,1,15,11,8,4,15,1,21
1,157,6814,1,10,9,11,1,5,3,5,3,6,3,1,3,1,1,2,6,6,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,2,4,15,4,1,9,13,13,9,1,2,157,6814,1,2,0,1,1,2,3,1,3,2,4,1,2,3,4,4,1,1,3,2,3,3,4,1,3,3,2,3,3,8,3,2,2,4,1,1,3,3,2,2,3,3,3,3,3,1,1,1,1,1,4,3,15,10,8,5,14,12,23
1,157,6815,1,10,11,11,1,5,3,5,3,6,3,1,4,2,2,2,3,6,2,3,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,1,1,15,1,1,9,13,13,9,1,2,157,6815,1,2,0,1,1,2,3,1,2,2,5,2,2,5,5,3,1,1,3,2,3,3,1,1,1,2,2,2,4,5,3,2,2,4,2,1,3,2,1,1,3,4,3,3,3,1,1,2,2,1,4,1,15,11,8,4,19,59,35
1,157,6816,1,10,11,11,1,5,3,4,3,6,2,1,4,2,2,2,3,6,2,2,1,10,1,3,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,4,15,1,2,9,13,13,9,1,2,157,6816,1,2,0,1,1,2,3,1,2,2,5,1,2,4,4,3,2,1,3,2,2,3,3,3,3,3,2,3,4,10,2,2,2,4,1,2,1,2,1,1,3,2,3,3,2,2,2,2,1,1,4,1,10,8,8,4,12,45,11
1,157,6817,1,10,11,11,1,5,3,5,3,6,3,1,5,2,2,2,7,6,2,2,2,6,4,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,1,12,15,3,3,9,13,13,9,1,2,157,6817,1,2,0,2,2,1,3,2,3,2,5,1,2,3,3,2,3,1,3,2,3,3,1,3,1,2,2,2,3,9,2,2,2,4,1,1,1,3,1,1,3,2,2,3,3,2,2,1,1,3,3,2,11,8,8,4,20,54,23
1,157,6818,1,10,10,11,1,5,3,4,3,6,2,1,4,2,2,2,3,6,2,2,1,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,1,3,15,4,1,9,13,13,9,1,2,157,6818,1,2,0,2,2,1,3,5,2,2,4,3,1,5,5,2,1,2,2,2,3,2,1,4,1,4,2,1,3,5,1,4,2,3,1,2,4,1,2,1,2,4,2,3,3,1,2,1,1,3,4,9,13,9,8,4,20,54,22
1,157,6819,1,10,10,10,1,5,3,3,3,6,2,1,5,2,2,2,3,6,2,2,1,2,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,2,12,15,6,3,9,13,13,9,1,2,157,6819,1,2,0,1,1,2,1,1,4,1,5,2,1,5,5,2,1,1,3,2,3,2,1,1,1,4,3,1,3,10,1,2,2,4,1,2,3,3,1,1,3,3,3,3,2,1,2,2,1,1,3,2,12,9,8,4,12,45,32
1,157,6820,1,10,8,6,1,5,3,5,3,6,2,1,6,1,1,2,3,7,2,5,3,6,6,7,4,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,3,3,15,3,2,9,13,13,9,1,2,157,6820,1,3,0,2,2,1,2,2,3,3,4,1,2,5,5,2,4,2,3,2,3,2,3,1,3,4,1,2,3,9,2,2,2,4,2,1,1,2,1,1,2,4,3,2,2,2,2,2,2,3,4,1,10,8,8,4,16,25,9
1,157,6821,1,10,9,11,1,5,3,4,3,6,3,1,5,1,1,2,5,6,2,7,3,1,1,9,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,4,15,3,3,3,9,13,13,9,1,2,157,6821,1,2,0,3,3,1,3,1,3,2,2,4,2,6,6,6,3,4,3,2,3,4,3,3,3,3,2,2,3,8,3,2,2,4,1,1,1,3,1,1,2,3,3,3,2,1,1,1,1,5,2,2,13,8,8,4,18,20,10
1,157,6822,1,10,8,11,1,5,3,5,3,6,3,1,5,1,1,2,5,6,2,7,2,8,6,8,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,7,3,3,9,13,13,9,2,2,157,6822,1,5,0,2,3,1,5,1,2,1,3,4,3,4,5,6,3,1,3,2,3,3,1,1,1,4,2,2,3,5,2,1,3,3,2,1,1,3,1,3,0,0,3,3,3,1,2,1,2,4,2,2,11,7,8,5,14,12,73
1,157,6823,1,1,10,4,1,5,3,6,1,3,3,1,1,2,2,2,7,10,2,3,3,8,4,3,6,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,2,8,15,2,3,9,13,13,9,1,2,157,6823,1,3,3,2,4,1,3,4,4,4,5,2,3,3,5,3,3,1,3,2,2,3,1,1,1,3,2,3,3,7,2,2,2,4,2,2,1,2,1,1,1,4,2,3,3,1,2,1,3,4,3,1,12,8,8,4,18,19,32
1,157,6824,1,4,10,5,1,5,3,6,1,3,3,1,2,2,2,2,6,10,2,3,1,2,1,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,3,12,15,2,3,9,13,13,9,1,2,157,6824,1,2,0,2,1,1,3,4,2,2,3,1,1,2,2,6,3,1,3,2,3,1,1,1,1,2,2,1,3,8,3,1,3,3,2,2,3,1,1,1,3,4,3,3,3,2,2,2,3,3,3,1,13,11,8,3,16,50,62
1,157,6825,1,8,0,4,1,5,3,6,1,3,2,1,2,2,1,2,1,8,2,9,1,3,7,10,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,2,12,15,2,3,9,13,13,9,1,2,157,6825,1,2,0,1,1,2,3,3,2,2,2,4,2,6,3,3,2,2,3,1,3,3,1,1,1,3,1,1,3,4,1,2,3,3,1,1,1,3,1,1,3,3,3,3,2,1,1,1,1,1,3,2,14,9,8,4,18,19,6
1,157,6826,1,1,11,8,1,5,3,6,2,4,2,1,4,2,2,2,8,4,2,6,4,6,4,7,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,2,6,3,9,13,13,9,1,2,157,6826,1,3,0,2,4,1,4,4,4,3,4,3,2,4,4,2,3,3,3,2,3,2,1,1,1,4,2,1,3,4,1,4,2,2,2,3,1,3,3,2,3,2,1,2,2,2,2,2,4,4,2,5,7,5,8,5,14,12,104
1,157,6827,1,1,11,9,1,5,3,6,1,4,3,1,4,2,2,2,2,8,2,4,3,5,4,5,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,1,6,2,9,13,13,9,2,2,157,6827,1,0,7,2,3,1,3,4,4,3,4,2,3,5,4,2,3,1,3,2,1,2,1,1,1,4,2,2,3,7,2,1,2,3,2,2,3,2,1,1,1,3,2,3,2,2,2,2,3,4,2,1,8,6,8,5,14,12,130
1,157,6828,1,1,11,8,1,5,3,6,1,4,2,1,4,2,1,2,1,6,2,6,4,6,1,8,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,6,11,15,6,1,9,13,13,9,1,2,157,6828,1,3,0,2,3,1,4,4,4,5,2,3,3,6,6,1,4,3,2,3,1,4,1,1,1,4,2,1,3,8,2,1,1,1,2,3,3,5,3,2,1,2,1,1,1,3,3,3,4,4,1,6,0,1,8,5,11,9,45
1,157,6829,1,2,10,7,1,5,3,6,3,4,2,1,5,1,1,2,5,14,2,5,3,5,1,7,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,12,5,3,9,13,13,9,1,2,157,6829,1,2,0,2,2,1,1,4,2,1,4,1,1,5,5,2,1,3,1,2,3,3,1,1,1,1,1,2,3,8,3,3,2,2,2,3,1,3,1,1,3,3,2,3,2,1,2,2,4,3,2,2,11,8,8,4,16,25,30
1,157,6830,1,2,9,9,1,5,3,6,1,4,2,1,3,1,2,2,1,6,2,6,3,6,4,7,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,3,6,3,9,13,13,9,1,2,157,6830,1,3,0,3,4,1,2,4,4,3,4,3,2,5,4,2,4,3,2,2,1,2,1,1,1,4,2,1,3,4,2,1,1,2,2,3,2,3,1,2,3,2,3,3,3,2,3,2,4,5,1,5,10,9,8,5,14,12,91
1,157,6831,1,2,8,10,1,5,3,6,1,4,3,1,3,1,1,2,1,6,2,6,2,2,1,8,3,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,7,4,15,6,6,3,9,13,13,9,1,2,157,6831,1,2,0,2,3,1,2,4,3,2,4,4,1,2,3,2,3,2,2,2,3,3,3,3,1,2,2,2,3,8,3,2,1,2,2,3,1,4,1,2,2,2,2,2,2,2,3,2,4,4,1,6,6,5,8,4,19,59,23
1,157,6832,1,8,8,6,1,5,3,6,1,4,2,1,2,1,1,2,1,99,1,6,1,12,4,8,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,6,6,1,9,13,13,9,1,2,157,6832,1,2,0,1,2,1,3,3,2,2,4,3,2,6,6,2,2,3,2,2,1,3,1,1,3,2,2,1,3,9,2,1,1,1,2,2,3,3,2,2,1,1,1,2,1,3,3,2,3,2,1,3,2,2,7,4,17,4,36
1,157,6833,1,8,8,5,1,5,3,6,2,4,2,1,5,1,1,2,5,12,2,4,2,10,1,7,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,4,15,6,4,3,9,13,13,9,1,2,157,6833,1,2,0,1,1,3,3,3,2,1,4,2,2,1,1,2,2,2,2,2,3,3,1,1,1,2,2,1,3,7,2,1,1,2,1,2,1,4,2,2,1,2,1,1,1,3,2,2,1,2,1,4,2,1,7,4,16,25,36
1,157,6834,1,9,7,5,1,5,3,6,2,4,3,1,2,1,1,1,4,99,1,4,4,6,4,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,10,15,4,3,9,13,13,9,1,2,157,6834,1,3,0,2,3,1,5,2,3,1,4,4,2,2,3,2,2,2,2,2,3,3,1,1,3,2,1,1,3,5,1,4,2,3,2,1,1,3,1,3,1,2,2,1,1,3,1,2,2,4,3,2,4,2,7,3,17,8,86
1,157,6835,1,9,10,5,1,5,3,6,2,4,2,1,2,1,1,2,2,5,2,2,2,2,4,3,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,7,1,11,15,4,2,9,13,13,9,1,2,157,6835,1,2,0,1,2,1,3,4,2,1,6,1,2,3,4,3,2,1,3,2,3,1,1,1,1,2,1,2,3,7,2,2,2,3,2,2,1,2,1,1,2,3,3,3,3,2,2,2,3,2,4,1,11,9,7,4,18,20,12
1,157,6836,1,9,10,8,1,5,3,6,1,4,1,1,2,1,1,2,1,5,2,2,1,2,6,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,4,15,5,3,3,9,13,13,9,1,2,157,6836,1,2,0,1,2,2,3,4,2,1,5,1,2,3,4,2,3,1,3,2,3,3,1,1,1,2,2,1,3,5,1,1,1,4,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,1,1,2,6,4,7,4,18,19,37
1,157,6837,1,9,7,5,1,5,3,6,2,4,1,1,2,1,1,1,2,5,2,6,1,4,1,8,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,12,15,3,3,9,13,13,9,1,2,157,6837,1,2,0,1,2,2,3,5,3,2,3,1,1,2,2,1,2,2,2,2,3,1,1,1,1,4,2,2,3,5,1,4,2,4,2,1,3,1,1,1,2,4,3,2,2,1,1,1,2,1,3,1,13,8,7,3,15,3,98
1,157,6838,1,9,10,7,1,5,3,6,2,4,1,1,3,1,1,0,0,5,2,2,1,2,4,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,4,15,9,2,1,9,13,13,9,1,2,157,6838,1,2,0,1,1,2,1,0,3,2,6,0,1,2,3,2,1,2,2,2,3,3,1,1,1,2,2,1,3,7,1,2,1,2,2,1,1,3,1,3,3,2,1,3,2,1,2,2,2,1,1,2,9,6,7,3,18,80,5
1,157,6839,1,9,8,6,1,5,3,6,2,4,1,1,2,1,1,2,2,5,2,9,2,2,6,10,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,3,3,15,3,1,9,13,13,9,1,2,157,6839,1,2,0,2,1,1,3,4,4,2,2,1,1,2,6,2,3,2,2,2,3,4,1,1,1,4,2,2,3,8,1,2,2,4,1,1,2,1,1,1,2,4,2,3,3,2,2,1,1,3,4,1,12,9,7,3,18,15,13
1,157,6840,1,9,10,9,1,5,3,6,1,4,1,1,2,1,1,2,1,5,2,3,2,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,4,15,2,3,3,9,13,13,9,1,2,157,6840,1,2,0,1,1,2,3,2,3,1,4,2,1,2,2,3,1,2,2,3,1,3,1,1,1,4,3,1,3,6,2,2,1,2,2,2,1,3,1,2,1,3,1,2,2,2,2,2,3,1,1,5,6,4,7,3,16,24,28
1,157,6841,1,9,7,7,1,5,3,6,2,4,1,1,2,1,1,2,1,5,2,2,1,6,4,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,1,2,15,3,2,9,13,13,9,1,2,157,6841,1,2,0,2,2,1,3,2,2,2,0,1,1,3,5,4,1,1,3,2,3,1,1,1,1,2,2,1,3,8,2,2,3,4,2,1,3,2,1,1,1,1,3,2,1,2,1,1,2,3,4,1,8,4,7,3,16,50,33
1,157,6842,1,9,9,6,1,5,3,6,2,4,1,1,2,1,1,2,4,16,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,7,4,15,5,3,3,9,13,13,9,1,2,157,6842,1,2,0,1,2,1,3,2,2,2,4,2,1,3,1,2,2,2,2,3,1,3,1,1,1,3,2,1,3,8,3,2,2,4,1,1,2,3,1,2,2,3,2,2,1,2,2,2,1,2,2,5,7,5,7,3,16,24,21
1,157,6843,1,9,10,11,1,5,3,6,1,4,1,1,2,1,1,2,1,5,2,4,2,2,1,7,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,4,15,6,3,9,13,13,9,1,2,157,6843,1,2,0,2,2,1,4,3,2,1,4,3,1,3,5,2,2,2,3,2,3,3,1,1,1,2,2,1,3,9,1,2,2,4,2,1,1,3,1,3,3,3,3,3,3,2,2,1,2,3,3,2,13,10,7,3,21,63,126
1,157,6844,1,9,6,6,1,5,3,6,1,4,1,1,1,1,1,2,1,99,1,8,2,2,6,10,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,2,4,15,3,3,9,13,13,9,1,2,157,6844,1,2,0,2,2,1,3,3,2,1,2,1,1,3,6,6,2,4,2,2,3,3,1,1,1,2,2,2,3,5,2,2,3,4,1,1,3,3,1,1,3,2,1,3,2,2,2,2,1,3,3,2,8,6,7,3,18,15,2
1,157,6845,1,9,7,5,1,5,3,7,2,4,1,1,2,1,1,2,2,5,2,6,1,12,1,9,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,7,2,8,15,2,3,9,13,13,9,1,2,157,6845,1,3,0,1,1,2,3,3,2,1,2,1,1,1,1,4,1,1,2,3,3,3,1,1,1,2,2,1,4,5,2,2,2,3,2,1,1,2,1,1,1,4,2,3,2,2,2,1,2,1,3,1,10,7,7,3,15,3,44
1,157,6846,1,9,9,9,1,5,3,7,2,4,3,1,2,1,1,1,2,5,2,4,1,2,1,8,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,4,15,2,6,3,9,13,13,9,1,2,157,6846,1,2,0,1,1,2,3,5,4,1,3,1,2,2,4,2,1,1,2,2,3,1,1,1,1,2,2,3,1,1,1,4,2,3,1,1,1,2,1,1,3,3,2,3,2,1,2,1,1,1,2,1,12,8,7,3,17,8,50
1,157,6847,1,9,8,5,1,5,3,7,1,4,1,1,2,1,1,2,2,5,2,6,2,2,1,9,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,4,15,6,3,1,9,13,13,9,1,2,157,6847,1,2,0,1,1,1,2,2,3,1,2,1,1,2,4,4,2,2,2,3,1,3,1,1,1,3,3,2,4,3,2,2,2,3,2,2,3,3,1,1,1,3,1,2,2,1,2,2,3,2,2,2,7,4,7,3,15,3,46
1,157,6848,1,9,9,9,1,5,3,7,2,4,1,1,4,1,1,1,1,5,2,6,2,2,1,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,2,15,2,3,9,13,13,9,1,2,157,6848,1,2,0,1,1,2,3,5,2,1,3,1,1,1,3,3,3,2,1,1,3,1,1,1,2,2,1,2,4,8,2,2,2,2,1,1,1,1,1,1,3,3,3,3,2,2,2,1,1,1,3,1,12,9,7,3,15,3,68
1,157,6849,1,9,7,4,1,5,3,7,2,4,1,1,2,1,1,2,2,5,2,5,2,13,6,9,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,3,12,15,2,3,9,13,13,9,1,2,157,6849,1,2,0,1,1,2,3,4,3,1,2,2,3,2,5,6,1,2,2,2,3,3,1,1,1,4,1,1,3,8,2,2,1,4,2,2,1,3,1,1,1,3,2,3,2,1,2,2,3,1,1,2,9,6,7,3,15,3,14
1,157,6850,1,9,9,5,1,5,3,7,2,4,3,1,2,1,1,2,2,5,2,4,2,2,4,8,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,2,5,15,3,3,9,13,13,9,1,2,157,6850,1,2,0,2,1,1,3,4,2,1,4,4,3,3,4,4,1,1,3,1,3,3,1,1,1,3,2,1,3,7,1,3,2,4,1,1,1,2,1,1,3,4,2,2,2,2,2,1,1,3,3,1,11,8,7,3,18,17,37
