CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4A.,Q.4B.,Q.5A.,Q.5B.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20A.,Q.20B.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25A.,Q.25B.,Q.26A.,Q.26B.,Q.27A.,Q.27B.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.34A.,Q.34B.,Q.35.,V.37A.,V.37B.,V.38A.,V.38B.,V.39A.,CARD..1,DECK..1,BALLOT..1,NA.1,V.39B.,V.39C.,V.40.
1,195,161,3,3,5,2,1,4,1,4,2,2,3,1,2,4,3,3,3,3,1,4,1,4,1,4,1,4,2,2,3,2,1,1,2,2,1,1,1,1,1,1,2,1,4,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,7,1,1,5,2,195,161,3,7,3,1
1,195,162,3,1,4,8,5,3,0,0,0,0,0,0,2,4,2,3,3,3,2,4,3,4,1,4,2,3,3,3,3,2,3,2,3,1,2,2,4,1,1,1,3,1,1,1,3,1,2,1,3,1,3,1,3,2,1,1,1,1,3,1,3,1,3,1,3,1,3,4,8,2,6,5,2,195,162,3,4,3,2
1,195,163,3,2,4,3,1,3,2,3,3,3,2,2,2,4,2,3,2,4,3,2,1,4,1,4,2,3,2,1,4,1,2,1,3,1,2,1,2,1,4,1,1,1,3,1,2,1,5,1,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,7,7,5,2,195,163,3,4,3,2
1,195,164,3,3,4,7,4,4,2,4,2,4,3,4,2,4,3,2,1,3,3,2,1,4,1,3,2,3,1,2,2,2,1,2,2,2,2,2,4,3,2,2,3,1,4,1,1,2,2,2,1,1,2,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,2,7,3,0,0,5,2,195,164,3,5,3,2
1,195,165,3,3,3,6,5,3,3,3,2,2,2,3,2,4,3,4,3,2,2,4,1,4,1,4,3,4,1,2,3,1,1,2,3,3,4,1,1,1,1,1,2,2,3,2,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,5,7,6,6,2,195,165,3,6,3,2
1,195,166,3,1,5,4,2,3,2,4,3,3,3,4,2,2,3,2,3,2,2,3,3,3,1,4,1,4,2,2,3,2,1,1,3,3,1,1,1,1,1,1,2,2,1,1,3,1,4,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,6,6,6,6,2,195,166,3,4,3,1
1,195,167,3,2,4,0,2,3,2,4,2,3,3,4,2,4,2,4,3,0,3,0,3,0,1,3,2,3,2,2,3,2,1,1,2,1,4,2,3,2,2,2,1,1,3,2,2,2,2,2,3,1,2,2,1,2,1,1,3,3,1,1,1,2,1,2,2,2,4,8,4,4,2,6,2,195,167,3,4,3,1
1,195,168,3,3,2,6,2,3,1,3,3,3,3,4,2,4,3,2,3,2,2,3,3,2,2,4,3,2,2,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,3,4,4,7,1,7,2,195,168,3,3,3,2
1,195,169,3,1,4,5,1,3,3,2,3,4,2,2,2,4,3,1,3,1,3,1,3,1,1,4,3,1,2,2,3,1,3,3,3,2,1,1,4,2,1,1,3,1,2,1,3,1,3,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,5,7,5,6,8,2,195,169,3,2,3,1
1,195,170,3,3,3,6,2,3,2,4,3,3,3,4,1,4,3,2,3,4,3,3,3,3,1,3,3,3,3,1,3,1,2,1,3,1,3,1,2,1,2,2,2,1,1,1,3,1,5,1,2,1,3,1,3,3,3,3,3,3,1,1,1,2,1,2,3,2,2,4,9,3,1,8,2,195,170,3,4,3,2
1,195,171,3,1,4,4,1,3,2,3,2,3,3,4,3,2,3,2,1,3,3,2,3,2,1,3,3,2,2,1,3,2,2,1,3,1,1,1,2,2,1,2,3,1,3,1,2,1,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,6,6,6,6,8,2,195,171,3,1,3,2
1,195,172,3,3,5,5,3,1,2,1,3,1,1,4,1,3,2,3,2,4,1,0,1,4,1,4,1,4,2,2,2,1,2,3,3,1,4,1,2,2,3,1,1,1,3,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,3,2,195,172,3,5,4,1
1,195,173,3,3,3,6,3,3,2,4,3,3,3,4,2,3,1,1,1,2,1,2,1,3,2,4,2,3,1,2,1,1,2,2,2,2,2,2,1,1,5,1,1,1,4,1,2,2,5,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,6,5,7,5,3,2,195,173,3,3,4,2
1,195,174,3,3,5,6,3,2,2,4,2,4,3,4,2,4,1,3,2,4,2,4,1,4,2,4,2,4,2,1,4,2,1,1,3,1,3,1,2,1,1,1,2,1,4,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,0,7,7,3,2,195,174,3,8,4,2
1,195,175,3,1,2,5,3,2,2,1,2,1,3,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,3,1,4,1,1,1,3,1,2,1,2,1,2,1,2,1,1,1,3,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,6,0,6,5,3,2,195,175,3,0,4,1
1,195,176,3,3,4,6,3,3,2,4,2,4,3,4,2,4,2,4,2,3,2,3,2,3,1,3,3,3,3,1,3,1,2,2,3,2,2,2,3,2,2,2,2,1,3,2,3,1,5,1,2,2,2,2,3,3,1,1,3,3,1,1,1,2,1,2,1,2,2,4,4,5,2,4,2,195,176,3,4,4,1
1,195,177,3,1,3,6,1,4,2,3,2,4,3,4,1,3,1,3,1,3,1,4,1,4,2,4,1,3,3,1,3,2,2,1,5,1,4,1,2,2,2,2,3,1,1,1,3,1,2,2,2,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,3,7,7,3,4,2,195,177,3,5,4,1
1,195,178,3,3,5,8,3,4,2,4,3,3,3,4,3,3,1,3,1,3,1,3,1,3,1,4,1,4,2,2,3,2,1,1,2,2,3,2,1,2,1,1,2,1,3,1,2,2,1,1,3,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,2,8,7,7,4,4,2,195,178,3,5,4,1
1,195,179,3,3,5,6,2,3,2,3,3,3,3,4,2,4,1,3,1,3,1,4,1,3,1,2,1,3,2,1,3,1,1,1,2,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,8,2,6,7,4,2,195,179,3,3,4,1
1,195,180,3,3,5,5,5,0,2,3,3,4,3,4,2,4,1,4,1,3,2,4,1,3,1,4,1,4,2,1,3,1,1,1,3,1,2,1,3,1,5,1,1,1,4,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,0,7,7,4,2,195,180,3,6,4,1
1,195,181,3,2,5,5,4,3,2,3,2,3,3,4,2,4,1,3,1,3,2,3,1,4,1,4,1,4,1,2,3,2,2,2,4,2,2,2,1,1,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,1,2,1,2,1,2,2,5,2,4,0,4,2,195,181,3,5,4,2
1,195,182,3,1,4,6,3,2,3,4,2,4,3,4,2,4,2,4,3,1,3,1,2,3,1,4,1,4,2,2,3,2,2,1,2,2,2,2,0,2,4,1,2,2,2,1,3,1,2,2,1,1,2,2,2,1,1,2,2,3,1,2,1,1,1,2,1,2,2,4,5,6,2,4,2,195,182,3,6,4,2
1,195,183,3,1,4,3,2,3,2,4,2,3,3,4,2,4,2,4,1,3,1,4,2,4,1,4,1,4,3,1,5,1,2,1,3,1,4,1,3,1,2,2,2,1,4,3,3,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,7,4,2,195,183,3,8,4,2
1,195,184,3,1,3,5,4,4,2,4,2,4,3,4,2,4,2,4,1,4,2,4,1,4,1,4,2,4,1,1,1,1,2,1,2,1,4,1,1,1,1,1,3,1,4,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,7,7,4,2,195,184,3,0,4,1
1,195,185,3,3,3,5,2,3,3,2,2,3,2,2,2,3,2,3,2,3,2,3,1,2,1,4,3,1,2,2,3,2,2,2,4,2,2,2,2,2,2,2,3,1,3,2,2,2,5,1,1,1,3,1,2,2,1,2,1,2,1,2,1,2,1,2,3,3,2,3,4,6,0,5,2,195,185,3,1,4,2
1,195,186,3,1,5,4,3,2,2,2,2,2,3,2,2,2,1,2,3,2,2,3,1,3,1,3,3,3,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,3,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,8,0,6,0,5,2,195,186,3,0,4,1
1,195,187,3,3,4,5,4,4,3,4,2,4,3,4,2,4,1,3,3,1,2,4,1,4,1,4,3,4,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,3,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,6,9,7,6,5,2,195,187,3,8,4,1
1,195,188,3,1,5,8,1,4,2,4,2,3,3,4,2,4,2,4,2,3,2,3,2,3,1,4,3,1,1,1,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,1,2,1,1,1,3,1,1,1,3,1,3,2,3,1,3,1,1,2,3,1,3,1,4,8,7,1,5,5,2,195,188,3,6,4,2
1,195,189,3,3,4,7,2,3,3,2,3,3,2,2,2,4,1,3,0,0,3,0,2,3,0,0,1,3,2,2,3,1,0,1,2,1,2,2,0,0,1,1,1,1,3,1,0,1,3,2,2,0,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,6,7,7,7,5,2,195,189,3,1,4,2
1,195,190,3,1,2,5,3,1,2,4,3,4,3,4,2,4,1,3,3,2,2,4,3,3,1,4,1,4,2,1,1,1,1,1,3,1,2,1,2,1,2,1,3,1,1,1,3,1,2,1,1,1,2,2,1,1,3,3,3,3,1,2,1,1,1,2,2,2,1,5,9,3,2,5,2,195,190,3,6,4,1
1,195,191,3,3,4,6,2,3,2,3,3,3,3,4,2,4,1,3,1,3,3,3,1,4,1,4,1,3,2,1,3,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,3,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,7,7,7,3,5,2,195,191,3,4,4,1
1,195,192,3,2,2,6,2,2,2,4,3,4,3,4,2,4,3,2,1,3,2,3,1,4,1,4,1,4,1,2,1,1,2,1,3,1,1,2,3,1,4,1,3,1,4,1,1,1,3,1,2,1,2,1,1,2,1,1,1,2,2,2,3,2,2,2,3,2,1,6,9,2,1,5,2,195,192,3,6,4,2
1,195,193,3,0,0,0,0,0,2,3,3,2,0,1,1,2,1,3,2,3,2,4,3,1,2,1,2,3,3,1,1,1,1,2,3,2,1,2,1,2,1,2,0,2,2,2,2,2,1,2,1,2,3,2,0,1,3,2,3,2,2,2,3,2,1,2,3,3,4,5,1,1,1,5,2,195,193,3,1,4,1
1,195,194,3,1,2,5,5,1,1,1,2,4,3,4,1,2,1,4,3,1,1,4,1,4,1,4,3,1,2,2,2,1,1,1,2,1,2,1,2,3,1,1,3,1,4,1,3,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,7,9,3,3,6,2,195,194,3,5,4,2
1,195,195,3,2,2,6,4,3,3,3,2,2,2,2,2,4,3,2,1,3,2,4,1,3,1,4,3,3,1,2,3,2,1,2,2,2,1,1,1,2,1,1,2,2,3,1,1,1,1,1,2,1,1,1,3,2,1,1,3,2,1,1,1,1,1,1,3,2,1,9,6,4,4,6,2,195,195,3,3,4,1
1,195,196,3,3,4,5,2,3,2,3,3,4,3,4,2,3,1,3,3,3,1,4,2,4,1,4,3,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,2,2,2,1,1,2,2,2,3,1,1,3,3,1,2,1,2,1,2,1,3,1,6,3,6,1,6,2,195,196,3,5,4,1
1,195,197,3,1,4,5,2,3,3,3,2,3,2,2,2,3,3,3,3,3,1,4,2,4,1,4,1,3,2,1,3,1,3,1,3,1,2,3,2,1,4,2,1,3,2,2,2,2,2,1,1,1,2,3,3,2,1,1,1,1,1,1,1,2,1,2,1,1,1,5,5,6,4,6,2,195,197,3,3,4,1
1,195,198,3,2,3,8,4,4,2,4,3,3,3,4,2,4,3,2,3,2,2,3,2,4,1,4,2,4,2,2,2,1,1,1,2,1,2,1,3,1,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,8,7,1,6,6,2,195,198,3,7,4,2
1,195,199,3,1,3,3,1,4,3,3,3,3,2,2,2,3,2,4,1,4,3,2,3,2,1,4,3,2,2,2,3,2,2,2,3,2,2,2,3,2,1,1,3,3,3,2,3,3,2,2,1,1,2,3,1,2,1,1,3,2,3,2,3,2,1,1,3,2,2,4,2,2,2,7,2,195,199,3,4,4,1
1,195,200,3,3,2,6,5,1,2,4,3,3,2,3,2,4,1,2,1,3,3,1,2,3,1,4,3,3,1,2,2,2,1,1,2,2,2,2,2,1,2,2,3,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,3,6,7,7,2,195,200,3,3,4,1
1,195,201,3,2,3,4,2,4,3,4,2,4,2,4,1,4,3,4,3,4,3,4,3,4,1,4,3,4,2,3,1,3,3,3,5,3,2,3,1,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,6,2,2,9,2,195,201,3,0,4,2
1,195,202,3,2,5,3,2,2,3,3,2,2,2,2,3,2,1,3,3,3,3,1,3,2,1,4,3,2,2,2,3,2,3,2,2,2,2,2,1,1,4,2,2,2,3,2,2,2,2,2,2,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,6,6,9,2,195,202,3,1,4,1
1,195,203,3,3,5,6,3,2,3,3,2,4,3,4,2,4,1,4,1,2,1,4,1,4,1,4,1,4,3,1,5,1,3,1,4,1,4,1,1,1,1,1,3,1,1,1,3,1,2,1,1,1,4,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,0,4,4,3,2,195,203,3,7,5,2
1,195,204,3,3,2,2,3,3,2,3,3,3,3,3,1,3,1,2,1,2,1,2,1,1,1,2,1,2,3,2,4,2,2,2,3,2,2,2,1,2,2,2,3,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,3,4,5,3,6,4,2,195,204,3,0,5,1
1,195,205,3,3,4,8,3,4,2,4,3,4,3,4,2,4,1,4,2,4,2,4,1,4,1,4,2,4,2,1,3,1,1,1,3,1,4,1,2,1,1,1,2,1,3,1,2,1,2,1,2,1,2,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,3,8,0,4,7,4,2,195,205,3,0,5,1
1,195,206,3,1,2,6,1,3,3,4,3,3,3,4,2,4,1,3,1,4,3,3,1,4,1,4,1,3,1,1,1,2,1,2,3,1,1,1,1,1,2,2,3,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,3,7,4,6,4,5,2,195,206,3,6,5,2
1,195,207,3,2,5,4,2,2,2,4,3,2,3,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,3,1,4,1,1,1,3,1,2,1,3,1,1,1,3,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,0,6,7,5,2,195,207,3,9,5,2
1,195,208,3,4,5,8,4,1,1,1,3,4,3,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,3,1,5,1,2,1,0,1,3,1,0,1,5,1,3,1,1,1,3,1,5,1,3,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,9,6,6,5,2,195,208,3,8,5,2
1,195,209,3,3,5,6,1,3,2,3,2,3,3,4,2,4,1,4,1,4,2,4,1,4,1,4,1,4,3,1,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,2,3,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,6,9,6,3,5,2,195,209,3,8,5,1
1,195,210,3,1,1,4,1,4,2,1,3,4,3,1,2,1,1,2,1,3,1,4,2,4,1,4,1,4,2,1,3,1,3,2,5,1,1,1,2,2,1,1,3,1,2,2,3,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,8,5,6,5,2,195,210,3,5,5,2
1,195,211,3,3,2,5,4,4,2,4,3,3,3,4,2,4,1,4,1,4,2,4,1,4,1,3,2,4,2,2,3,2,3,2,2,1,1,1,1,1,2,2,2,1,2,1,3,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,6,7,4,7,5,2,195,211,3,9,5,2
1,195,212,3,3,3,8,1,4,2,4,3,3,3,4,2,4,1,4,2,4,1,4,2,4,1,4,2,4,3,1,5,1,1,1,4,1,1,1,4,1,2,2,3,1,4,1,3,1,1,2,3,1,2,1,2,1,2,1,2,1,3,1,1,1,1,1,3,1,1,5,8,3,7,5,2,195,212,3,0,5,2
1,195,213,3,2,1,7,3,2,2,3,3,4,3,4,2,3,3,1,1,2,1,3,2,3,1,4,2,4,2,1,5,1,1,2,3,1,3,1,3,1,4,1,3,1,3,1,2,1,2,1,2,1,2,1,2,1,2,2,1,3,2,1,2,2,2,2,2,1,3,6,9,2,3,5,2,195,213,3,3,5,2
1,195,214,3,2,5,7,3,2,2,3,3,4,3,4,2,4,2,4,3,2,2,4,2,4,1,4,2,4,3,2,4,1,2,1,5,1,2,1,2,1,1,1,3,1,1,1,3,1,1,1,2,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,7,6,5,2,195,214,3,7,5,1
1,195,215,3,2,2,6,1,4,2,4,3,4,3,4,2,3,3,2,1,3,2,4,2,3,1,3,1,4,1,1,1,1,3,2,2,1,3,1,2,1,1,1,2,2,1,1,3,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,7,7,6,2,195,215,3,5,5,2
1,195,216,3,3,2,6,5,1,3,1,3,1,2,1,2,3,1,3,2,3,2,3,3,3,1,3,2,3,2,1,3,2,1,1,3,1,5,1,2,1,1,1,2,1,3,1,1,1,2,1,1,1,2,1,2,1,3,2,3,2,1,1,1,1,1,1,1,1,2,7,0,5,5,6,2,195,216,3,0,5,2
1,195,217,3,3,2,6,2,3,2,4,2,3,3,4,2,2,3,3,1,3,2,3,1,3,1,3,2,3,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,1,3,2,3,1,2,2,2,1,2,2,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,6,4,1,0,6,2,195,217,3,2,5,2
1,195,218,3,1,4,6,1,4,3,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,1,4,2,4,3,3,3,3,1,1,1,1,3,1,3,1,4,1,3,2,2,1,3,1,5,1,3,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,4,3,7,0,7,6,2,195,218,3,0,5,1
1,195,219,3,3,5,7,1,4,2,4,3,4,3,4,2,3,1,3,3,3,1,4,2,4,1,4,2,4,2,1,3,1,1,1,3,1,4,1,1,1,1,1,3,1,4,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,7,0,2,7,6,2,195,219,3,7,5,2
1,195,220,3,3,5,7,1,3,1,3,3,4,1,3,2,3,1,3,2,3,1,3,3,3,1,4,3,3,3,1,3,1,2,1,5,1,2,1,2,1,1,1,3,1,1,1,3,1,3,2,1,1,4,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,9,7,6,7,2,195,220,3,1,5,2
1,195,221,3,3,4,6,2,2,3,2,3,2,2,2,2,2,1,3,3,2,2,3,2,3,3,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,3,2,1,3,3,3,2,2,2,3,1,1,2,2,2,2,1,6,1,1,1,7,2,195,221,3,0,5,1
1,195,222,3,2,3,5,1,4,2,2,3,3,2,2,1,3,1,4,3,2,2,4,1,4,1,3,1,4,2,2,2,2,3,2,3,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,3,1,2,2,3,3,1,1,2,3,1,1,1,1,3,3,2,2,2,7,7,3,3,7,2,195,222,3,5,5,1
1,195,223,3,1,2,5,1,3,2,1,3,2,3,4,0,2,1,4,1,4,3,1,3,1,1,4,2,4,3,1,4,1,3,2,3,1,4,1,3,1,2,1,2,1,1,1,2,1,3,2,1,1,3,1,3,1,3,1,3,1,2,1,1,1,2,1,2,1,3,5,8,1,7,7,2,195,223,3,5,5,2
1,195,224,3,3,4,4,2,2,2,3,3,3,2,3,1,2,1,3,1,3,3,4,3,2,1,2,1,4,3,1,4,1,2,1,5,1,2,1,4,1,4,1,3,1,1,1,3,1,5,1,3,1,3,1,3,2,1,2,3,2,3,3,2,2,3,3,3,3,3,1,0,1,0,8,2,195,224,3,2,5,2
1,195,225,3,3,2,7,2,3,3,3,3,3,2,2,3,3,1,3,3,0,2,4,3,2,1,3,1,3,2,2,2,2,3,2,2,2,2,2,3,2,4,2,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,3,3,2,2,2,2,1,1,7,0,0,3,8,2,195,225,3,1,5,2
1,195,226,3,1,3,4,2,2,3,3,3,4,2,2,2,2,3,3,1,3,3,2,3,2,1,4,2,2,2,2,3,2,2,1,4,1,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,1,3,3,2,2,1,2,1,1,1,2,3,3,3,5,2,3,2,8,2,195,226,3,1,5,1
1,195,227,3,3,2,6,1,4,3,2,3,4,1,4,2,4,1,4,2,4,2,4,2,4,2,4,1,4,2,1,3,1,1,1,3,1,2,1,1,1,4,3,2,2,4,1,2,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,5,2,195,227,3,9,6,2
1,195,228,3,2,2,7,1,4,1,4,3,3,2,4,3,1,3,4,3,4,2,4,2,4,1,4,3,4,2,2,3,1,3,1,2,1,2,2,3,1,4,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,3,3,3,3,3,3,2,1,3,3,2,1,1,6,2,0,2,0,2,195,228,3,9,5,2
1,195,229,3,3,2,7,1,3,3,2,3,3,3,4,2,3,2,3,1,3,2,3,2,3,1,3,1,4,2,2,3,2,1,1,3,2,2,2,2,2,4,2,2,1,3,1,2,1,2,1,2,2,1,1,1,3,1,2,3,3,1,2,1,1,1,1,3,3,1,8,6,4,2,5,2,195,229,3,2,6,1
1,195,230,3,3,4,6,1,4,3,1,3,4,3,4,2,4,2,4,1,3,2,3,2,3,2,4,2,3,1,1,4,1,1,2,2,2,3,1,2,1,4,1,1,1,4,1,1,1,2,1,2,3,1,1,1,1,3,1,2,1,2,1,2,1,2,1,2,1,2,9,7,0,7,5,2,195,230,3,5,6,2
1,195,231,3,2,4,8,1,3,3,3,1,3,3,3,2,4,2,4,1,1,2,4,2,4,1,4,3,0,1,1,2,2,1,1,1,1,2,1,3,1,2,1,2,1,4,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,3,2,1,1,9,9,1,3,6,2,195,231,3,5,6,2
1,195,232,3,3,4,7,1,4,1,4,2,3,3,4,1,4,2,4,1,2,1,4,2,4,1,4,1,4,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,3,1,1,1,1,1,3,1,1,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,9,9,6,2,6,2,195,232,3,9,6,2
1,195,233,3,3,3,7,1,4,2,4,3,4,3,4,2,4,1,4,1,3,2,4,2,4,1,4,1,4,2,1,5,1,1,2,3,1,3,1,2,1,2,2,3,1,1,1,3,1,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,7,7,6,2,195,233,3,9,6,2
1,195,234,3,2,5,4,1,4,2,4,3,3,3,4,2,4,1,1,1,3,2,4,1,3,1,4,2,4,2,3,4,1,2,1,5,1,1,2,4,3,1,1,3,1,1,1,3,1,5,1,1,1,3,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,9,5,6,6,2,195,234,3,7,6,2
1,195,235,3,2,3,5,2,3,3,3,3,3,3,4,2,4,3,3,1,3,2,3,2,3,1,4,3,4,2,2,3,2,3,2,3,2,5,2,4,2,2,2,2,2,3,2,2,2,5,1,2,2,4,1,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,6,2,1,0,7,2,195,235,3,4,6,1
1,195,236,3,3,5,7,1,4,2,3,3,2,1,3,2,3,2,3,1,3,2,4,2,3,1,3,3,2,2,2,4,1,1,1,2,1,3,1,3,1,1,1,1,2,1,1,3,1,2,2,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,7,2,195,236,3,2,6,2
1,195,237,3,3,5,4,1,4,3,4,3,4,2,4,2,4,1,4,1,4,2,4,2,4,3,3,1,3,2,1,3,1,2,2,2,2,2,2,2,1,1,1,1,1,4,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,8,7,7,7,2,195,237,3,8,6,1
1,195,238,3,3,3,5,1,3,3,4,3,4,3,4,1,3,3,4,1,3,2,4,3,4,1,4,1,4,2,1,3,1,1,1,2,1,3,1,1,1,1,1,3,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,8,7,7,7,2,195,238,3,7,6,1
1,195,239,3,3,4,4,2,3,3,3,3,3,2,3,2,4,1,4,3,2,2,3,2,4,1,4,1,3,2,2,2,2,2,2,3,2,2,2,1,3,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,7,0,5,5,7,2,195,239,3,4,6,1
1,195,240,3,3,3,5,2,3,3,4,3,4,2,4,2,3,1,3,1,3,2,4,3,4,1,3,3,4,2,1,3,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,3,1,1,1,2,1,2,2,3,3,1,1,1,1,1,2,1,2,2,9,0,5,3,8,2,195,240,3,5,6,1
1,195,241,3,3,2,7,3,3,1,1,3,4,2,4,2,3,1,3,3,4,2,4,2,4,1,4,3,3,2,2,2,2,1,2,2,2,3,1,2,1,1,1,1,1,3,2,2,1,1,1,2,2,2,1,3,2,2,1,2,2,1,2,1,1,1,2,3,1,1,8,5,3,3,8,2,195,241,3,5,6,1
1,195,242,3,2,3,0,1,4,1,3,3,3,2,2,2,4,1,4,3,2,2,3,2,4,2,4,2,3,2,2,3,1,3,2,3,2,1,1,1,1,4,1,3,1,3,1,1,1,2,1,3,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,2,3,6,7,5,4,8,2,195,242,3,5,6,2
