COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88
1,142,306,4,10,9,6,1,85,25,1,75,1,1,1,2,1,1,4,2,2,4,1,1,1,7,2,1,5,20,3,4,16,2,7,4,2,2,1,1,1,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,142,306,5,3,1,1,1,3,1,1,6,1,1,1,7,3,1,1,1,1,1,3,1,1,2,3,3,20,11,2,52
1,142,307,4,10,5,9,1,83,20,1,83,1,1,3,1,1,1,2,2,2,4,1,1,1,6,2,1,5,25,2,3,15,2,10,1,2,2,1,1,1,3,4,2,2,2,2,2,3,2,4,2,2,4,4,2,2,142,307,3,0,1,2,2,3,1,1,6,1,1,3,7,3,1,1,1,1,2,4,3,1,2,1,10,30,19,2,54
1,142,308,4,10,9,3,1,85,23,1,70,1,2,3,1,1,2,3,3,2,4,8,1,1,5,1,1,6,25,4,2,9,1,2,4,1,2,3,2,2,2,3,3,4,2,2,3,4,2,2,2,2,3,2,1,2,142,308,2,1,2,2,2,3,2,2,6,1,1,2,7,3,2,1,3,1,2,3,2,2,2,2,4,30,20,1,29
1,142,309,4,10,10,7,1,86,23,11,75,1,1,2,1,2,3,6,1,1,6,1,1,1,2,2,1,8,32,2,5,20,1,4,2,2,2,2,2,1,4,4,4,3,2,2,3,4,2,3,2,2,4,4,2,2,142,309,1,1,1,2,2,4,4,1,6,1,1,3,4,3,3,1,2,1,3,4,1,1,2,2,3,30,19,1,40
1,142,310,4,10,10,6,1,80,20,1,55,1,1,3,1,2,2,4,2,2,4,1,7,1,3,1,1,5,25,3,3,13,1,5,4,2,2,3,2,3,4,3,2,3,3,3,4,4,1,4,2,2,3,4,2,2,142,310,1,1,1,2,2,4,1,1,6,1,1,2,7,3,2,1,1,2,3,3,2,2,2,2,0,40,15,1,42
1,142,311,4,8,8,8,1,85,20,11,70,1,1,3,1,1,1,4,2,2,4,1,1,1,5,1,1,6,20,3,4,15,3,12,2,2,3,2,1,2,2,2,3,4,2,2,4,4,4,4,2,2,3,3,2,2,142,311,2,1,2,2,1,3,1,2,6,1,1,2,7,3,1,1,1,1,1,3,3,1,2,2,4,23,13,1,60
1,142,312,4,9,9,5,1,85,19,11,65,1,1,2,2,1,2,6,6,6,6,4,3,3,5,2,3,5,20,3,5,20,10,89,1,1,2,3,2,2,2,2,4,3,2,1,2,3,2,3,1,2,3,4,1,2,142,312,2,2,1,1,2,4,2,2,6,1,1,2,7,3,2,1,1,1,1,4,3,1,2,3,2,37,20,5,6
1,142,313,4,9,8,6,1,81,30,11,50,1,1,2,1,1,2,6,5,2,6,2,3,1,3,3,3,6,24,2,2,7,2,7,4,2,2,1,1,2,3,4,3,3,2,2,2,3,2,4,2,2,4,3,2,2,142,313,2,8,1,3,2,2,2,6,6,1,1,3,7,3,2,1,3,1,1,4,4,1,2,3,11,35,20,11,52
1,142,314,4,8,8,6,1,83,22,1,25,1,1,2,2,1,2,6,1,2,4,1,1,1,5,2,1,4,20,2,3,13,1,5,1,1,2,3,2,1,3,3,4,3,2,3,4,2,2,2,3,2,4,4,2,2,142,314,3,1,1,3,2,3,1,1,6,1,1,4,7,3,3,1,3,1,3,4,3,4,2,3,11,30,18,11,73
1,142,315,4,8,8,5,1,80,22,1,50,1,1,1,1,1,1,6,2,2,6,2,1,1,3,1,1,5,20,5,3,12,1,4,2,2,2,1,1,1,2,1,3,3,1,2,4,2,1,1,4,2,4,4,0,2,142,315,4,5,1,3,2,4,1,2,6,1,1,3,5,3,1,2,3,1,4,4,5,4,2,3,10,30,15,11,76
1,142,316,4,9,8,8,1,85,22,11,40,1,1,2,1,1,2,4,2,2,4,2,1,1,4,1,1,4,16,3,1,4,0,0,1,2,2,1,1,1,2,2,3,2,3,1,3,3,1,2,2,2,4,3,1,2,142,316,5,4,2,2,1,2,1,1,6,1,1,3,7,3,1,1,3,1,1,2,3,1,2,3,4,30,20,11,77
1,142,317,3,9,8,6,1,80,20,4,40,1,1,3,1,1,2,6,4,6,4,4,3,3,3,2,1,4,20,2,2,10,1,4,2,3,2,2,2,1,4,2,4,2,1,2,2,2,2,4,2,2,3,2,2,2,142,317,1,1,3,3,2,4,1,1,6,3,1,2,6,1,2,1,3,3,1,4,2,2,2,3,0,30,20,7,18
1,142,318,2,11,11,8,1,86,18,2,86,1,1,1,1,1,2,9,9,9,9,8,3,3,1,1,1,4,18,2,5,20,2,8,2,2,2,1,1,1,2,2,3,2,2,2,3,2,2,2,1,3,2,2,1,2,142,318,4,1,1,3,2,3,1,6,6,1,1,1,4,3,1,1,1,1,1,4,5,4,2,0,2,20,19,7,30
1,142,319,4,10,10,6,1,85,20,1,85,1,1,3,3,2,2,4,6,6,4,4,3,3,2,1,2,7,25,2,5,20,2,10,2,1,2,2,3,3,3,2,3,3,2,2,3,3,2,4,4,2,4,3,2,2,142,319,3,0,1,1,1,2,1,6,6,2,2,2,5,3,2,1,3,3,2,2,5,4,2,3,1,30,12,7,41
1,142,320,4,11,11,7,1,80,22,1,80,1,1,3,2,2,2,4,6,6,4,3,2,2,4,1,1,6,24,2,7,26,4,14,1,1,2,2,2,1,2,2,3,3,2,2,3,4,2,4,3,2,4,3,2,2,142,320,2,1,1,1,1,3,1,6,6,2,4,2,5,3,2,2,1,1,1,2,5,4,2,3,3,35,20,4,15
1,142,321,4,10,10,9,1,80,24,1,80,1,1,2,1,2,2,6,3,6,6,6,3,3,4,2,2,5,25,3,5,4,2,8,1,1,2,2,2,1,3,2,4,4,4,2,3,4,2,4,4,2,3,4,2,2,142,321,1,1,1,3,1,3,1,1,6,1,1,2,6,3,2,2,3,3,3,3,4,3,2,3,11,35,20,6,6
1,142,322,4,11,10,2,1,80,18,1,80,1,1,3,2,1,2,6,3,5,6,2,3,3,5,1,1,7,28,3,6,25,1,4,1,1,2,2,3,1,3,2,4,3,2,1,2,2,2,4,1,2,4,4,2,2,142,322,4,5,1,1,1,3,3,6,6,1,1,1,4,2,2,1,3,1,5,4,5,1,2,3,2,35,15,6,22
1,142,323,3,11,10,9,1,80,22,1,80,3,1,2,2,1,1,6,2,5,6,3,3,3,2,2,1,5,20,3,4,20,1,4,4,1,2,2,3,2,2,2,2,3,2,2,2,3,2,3,2,2,3,2,2,2,142,323,3,1,2,3,2,2,1,1,6,1,1,1,5,3,1,1,1,1,3,2,2,1,2,3,11,40,25,6,49
1,142,324,4,11,10,4,1,80,20,3,80,1,1,2,2,1,2,6,5,5,6,3,3,3,3,2,1,4,20,2,4,16,2,7,4,1,2,2,4,1,3,4,4,3,3,2,2,4,1,2,3,4,4,3,1,2,142,324,2,3,1,1,2,4,2,6,6,1,1,0,6,3,2,1,2,4,5,4,4,1,2,3,3,25,13,9,27
1,142,325,4,9,8,7,1,80,16,3,40,4,1,3,3,1,1,6,6,6,6,4,3,3,2,2,1,4,16,2,6,25,2,11,4,2,2,3,2,4,4,3,4,4,2,1,3,4,2,3,4,2,3,2,1,2,142,325,1,1,1,1,1,3,3,1,6,2,3,4,2,2,1,1,1,3,1,3,2,1,2,3,11,20,18,9,39
1,142,326,4,10,8,5,1,85,21,4,50,1,1,1,3,1,1,6,4,6,6,4,3,3,1,1,1,4,20,2,1,5,0,0,1,1,2,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,4,4,2,2,142,326,2,5,3,3,1,3,1,1,6,1,1,3,4,3,1,4,1,1,2,3,3,1,2,3,6,25,15,9,48
1,142,327,4,11,10,3,1,83,25,2,83,1,1,1,1,1,2,6,4,6,6,4,3,3,5,2,1,6,25,3,4,15,1,5,2,1,2,2,1,4,2,2,4,3,1,2,4,4,2,3,2,2,4,4,1,2,142,327,1,1,2,3,1,3,2,1,6,2,1,2,6,3,2,1,3,1,1,4,4,1,2,3,2,35,20,10,32
1,142,328,3,10,6,8,1,96,26,11,80,1,1,1,1,1,1,6,2,2,4,1,1,1,10,1,1,5,20,4,5,20,3,11,4,4,2,1,1,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,0,2,142,328,7,2,1,2,1,2,2,1,6,1,1,2,7,3,1,1,2,1,2,2,1,2,2,3,3,23,12,2,1
1,142,329,4,10,6,5,1,90,26,11,70,1,1,1,1,1,2,3,1,2,6,1,1,1,6,2,1,6,25,3,4,15,3,11,4,5,2,3,1,1,2,2,3,3,3,2,3,2,1,1,3,2,3,2,1,2,142,329,5,9,2,2,2,4,2,1,6,1,1,2,6,3,1,1,3,1,2,4,3,1,2,3,3,20,15,2,3
1,142,330,2,10,2,9,1,90,22,1,85,1,3,2,1,1,2,4,1,2,4,1,1,1,10,1,1,5,20,2,3,14,1,5,2,2,2,3,1,2,2,1,1,4,3,2,2,4,1,3,1,2,2,2,1,2,142,330,9,2,3,3,1,2,1,1,6,1,1,3,6,3,2,1,3,1,2,4,3,1,2,3,10,30,12,2,7
1,142,331,4,10,5,8,1,91,25,1,85,1,1,2,1,2,2,2,6,2,6,2,1,1,6,2,2,5,20,2,7,30,3,14,2,1,2,2,4,3,2,2,4,3,2,2,4,3,2,2,3,3,4,3,0,2,142,331,4,1,2,2,2,4,1,1,6,2,2,4,5,3,2,1,3,3,0,4,3,1,2,3,2,30,15,2,12
1,142,332,4,10,6,9,1,95,23,1,80,2,1,3,3,1,2,5,3,2,5,2,1,1,6,2,1,5,20,2,4,16,2,7,2,1,2,2,2,2,4,2,4,2,1,1,3,3,2,2,2,3,4,4,2,2,142,332,3,1,1,3,2,2,3,1,6,2,3,3,5,3,2,1,3,2,5,4,5,4,2,2,3,20,16,2,16
1,142,333,4,10,5,5,1,90,25,2,80,4,1,1,1,2,2,4,2,2,4,1,1,1,7,1,2,9,50,6,5,24,3,14,1,1,3,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,0,2,142,333,2,1,0,0,2,3,2,1,6,1,1,2,7,3,1,1,3,3,3,4,5,0,2,1,3,40,20,2,26
1,142,334,3,10,3,6,1,90,26,1,85,1,1,1,1,1,2,5,2,2,2,1,1,1,10,1,1,5,20,2,3,12,1,5,4,2,3,2,1,2,3,3,2,3,2,2,3,3,2,2,2,2,4,4,2,2,142,334,8,8,1,2,2,2,1,1,6,2,1,2,7,3,2,1,1,1,1,4,5,4,2,3,3,35,20,2,29
1,142,335,4,10,6,9,1,92,25,11,60,1,1,1,1,1,1,4,2,2,4,1,1,1,6,2,1,5,20,3,4,16,2,8,2,1,3,1,2,2,3,2,4,4,2,2,3,2,2,2,2,2,2,3,0,2,142,335,3,0,1,1,1,3,1,1,6,1,1,0,5,3,1,1,3,3,0,0,3,1,2,3,0,25,12,2,41
1,142,336,3,10,6,4,1,90,28,11,80,1,1,1,1,1,2,4,1,2,6,3,1,1,10,1,1,5,15,3,4,15,2,7,4,2,2,0,0,0,1,1,1,4,3,2,3,4,1,2,2,2,3,3,1,2,142,336,7,8,1,1,2,4,2,1,6,2,2,2,7,3,1,1,1,1,1,4,1,3,1,3,3,25,14,2,45
1,142,337,4,9,8,6,1,90,25,1,40,1,1,1,1,1,1,6,1,2,4,1,1,1,5,2,1,5,22,2,1,5,0,0,1,2,3,1,4,3,2,2,0,0,2,2,4,3,2,3,1,2,4,4,2,2,142,337,1,3,3,3,1,3,1,1,6,1,1,3,7,3,1,1,3,3,1,4,1,1,1,3,3,40,17,11,27
1,142,338,3,9,5,8,1,90,89,0,45,0,3,1,1,1,2,6,3,6,6,1,3,3,1,2,1,5,20,8,3,14,1,6,1,1,1,2,2,2,2,2,3,4,2,2,3,2,2,2,2,3,2,2,1,2,142,338,1,1,1,1,2,2,2,4,6,1,2,4,7,3,1,1,3,1,1,2,5,3,2,3,3,30,20,5,14
1,142,339,3,9,5,4,1,90,28,6,55,5,1,3,3,1,2,6,3,5,4,3,3,3,1,2,1,4,15,2,5,20,2,8,1,2,1,2,1,2,3,4,4,4,2,2,2,4,3,4,1,3,2,2,1,2,142,339,1,8,3,3,2,3,3,1,6,1,2,2,4,2,3,4,1,2,1,4,5,4,2,3,11,40,20,5,15
1,142,340,4,8,8,3,1,91,24,1,60,1,1,3,1,1,1,3,1,2,3,1,1,1,6,2,1,5,20,5,5,20,2,9,1,1,2,2,1,2,3,3,2,4,3,2,4,4,2,2,2,2,3,3,2,2,142,340,4,3,0,0,1,3,1,6,6,1,1,2,7,3,1,1,1,3,3,2,4,2,2,3,4,24,15,11,36
1,142,341,4,8,8,6,1,91,22,2,50,1,1,3,1,1,2,1,2,2,2,1,1,1,5,2,1,5,20,2,5,20,2,9,2,2,2,3,1,3,4,2,4,4,1,1,4,4,1,2,2,1,3,4,1,2,142,341,2,3,2,2,1,3,1,6,6,1,1,3,6,3,1,1,2,3,1,3,2,1,2,2,11,30,18,11,38
1,142,342,4,9,8,3,1,92,26,1,70,1,1,2,1,1,1,6,2,2,4,1,1,1,5,2,1,5,20,2,5,20,2,8,1,2,3,2,2,1,3,2,3,4,3,2,2,4,2,2,2,2,2,2,2,2,142,342,4,5,3,3,1,3,3,1,6,2,2,3,6,3,2,1,1,1,3,4,3,4,2,3,4,25,15,11,42
1,142,343,4,9,8,6,1,90,22,1,50,1,1,2,3,1,2,2,1,2,6,1,1,1,4,2,1,5,21,3,3,13,1,4,2,2,2,3,1,2,3,3,4,2,1,1,4,4,2,2,2,2,3,3,1,2,142,343,3,9,1,1,2,2,1,1,6,2,1,3,6,3,1,1,1,1,3,2,5,4,2,3,2,35,15,11,45
1,142,344,4,8,8,4,1,92,24,1,50,1,1,3,3,2,2,4,3,2,6,1,1,1,3,1,1,6,24,3,2,8,0,0,1,2,2,3,1,2,4,4,0,2,2,2,0,0,1,0,1,2,0,4,1,2,142,344,1,6,1,3,2,4,3,1,6,1,1,4,6,3,1,1,2,3,2,4,3,1,2,3,0,25,15,11,47
1,142,345,4,9,8,7,1,95,21,11,50,1,1,3,3,2,2,1,2,2,3,2,1,1,4,2,1,4,25,3,4,25,2,9,2,3,3,2,5,2,4,3,3,3,2,2,3,4,2,4,2,2,4,4,1,2,142,345,2,1,1,1,2,2,1,1,6,1,2,2,6,3,1,1,1,1,3,4,5,1,2,3,11,25,11,11,83
1,142,346,4,11,10,4,1,95,20,1,95,1,1,3,3,1,2,6,3,6,6,3,3,3,4,1,1,4,20,2,5,20,2,9,2,1,2,3,3,1,2,3,3,4,2,2,2,3,2,3,2,2,3,4,2,2,142,346,1,1,1,1,2,4,2,1,6,2,0,0,0,0,0,0,0,0,1,4,5,4,2,3,0,30,15,7,29
1,142,347,4,11,10,6,1,90,19,1,90,1,1,3,3,2,2,4,3,5,3,3,3,3,2,2,1,7,35,5,10,35,3,15,4,6,2,2,5,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,0,2,142,347,4,1,1,3,2,2,3,1,6,1,2,2,5,3,2,1,1,1,1,2,2,2,2,3,0,30,20,7,34
1,142,348,4,10,10,5,1,90,22,2,90,1,2,3,3,1,2,5,3,5,6,3,3,3,4,1,1,5,20,4,6,24,3,14,4,1,2,1,1,1,2,1,4,3,1,1,2,4,2,4,4,4,2,0,0,2,142,348,1,1,1,3,1,2,1,1,6,1,2,3,6,3,2,1,2,1,1,3,1,4,2,3,1,40,21,7,37
1,142,349,3,9,8,6,1,95,26,1,45,1,1,2,2,1,2,4,4,4,4,4,2,2,3,2,3,5,20,2,3,12,10,89,3,1,2,2,5,2,4,3,3,3,1,2,2,3,2,2,3,3,3,3,1,2,142,349,1,1,3,3,1,3,1,1,6,3,3,2,6,1,3,1,2,1,3,3,2,1,2,2,1,35,20,8,3
1,142,350,3,9,9,4,1,90,23,1,60,1,1,2,3,1,1,4,4,4,4,4,2,2,7,2,2,7,20,3,4,15,1,4,2,2,2,3,2,2,3,2,3,3,2,2,2,2,2,3,1,2,4,4,1,2,142,350,4,1,1,3,1,3,1,1,6,2,2,2,6,3,2,1,1,3,2,3,2,2,2,3,7,28,15,8,11
1,142,351,4,10,10,5,1,90,28,1,65,1,1,2,1,1,2,4,5,5,4,3,2,2,4,3,1,4,16,2,2,8,0,0,3,1,2,1,1,1,3,2,2,3,1,1,2,3,2,4,2,2,4,4,1,2,142,351,3,1,2,3,2,3,1,6,6,1,2,3,6,3,2,1,3,1,1,3,3,1,2,3,3,19,15,8,46
1,142,352,3,7,4,6,1,95,3,8,20,2,1,2,2,1,2,6,3,6,6,3,3,3,5,2,2,4,16,4,2,8,1,4,2,1,2,3,1,1,4,4,4,4,4,2,3,3,2,3,2,3,4,4,2,2,142,352,3,3,1,3,1,4,1,1,6,1,1,1,3,3,4,1,3,1,2,4,1,1,2,3,6,30,15,6,4
1,142,353,3,7,4,6,1,90,24,0,25,4,1,1,3,1,2,9,8,9,9,8,3,3,4,2,2,7,20,3,5,20,2,5,1,1,2,2,2,1,4,2,2,4,1,3,2,3,2,4,2,2,4,3,0,2,142,353,1,3,1,3,2,2,1,6,6,3,1,2,4,1,1,1,3,3,2,2,3,2,2,1,2,20,12,6,45
1,142,354,4,6,5,6,1,95,26,3,75,2,1,2,2,1,2,4,6,6,4,3,2,2,5,2,1,5,20,2,5,18,2,7,2,1,2,2,4,1,3,2,3,2,3,2,2,3,4,4,2,2,4,4,2,2,142,354,2,1,1,1,1,2,2,6,6,2,2,3,4,1,1,1,3,2,2,4,2,1,2,3,2,26,18,9,29
1,142,355,4,8,8,5,1,94,28,11,54,1,1,3,3,2,2,6,3,2,6,1,1,1,2,1,1,6,24,3,2,8,0,0,1,2,2,3,2,2,4,4,4,2,2,2,4,4,1,4,1,3,4,4,1,2,142,355,1,5,1,3,2,4,3,1,6,1,1,4,6,3,1,1,2,3,2,4,3,1,2,3,0,25,15,11,4
1,142,356,3,5,4,8,1,105,27,1,55,1,1,3,3,1,1,6,1,2,6,1,3,1,5,1,1,5,20,4,3,14,1,4,1,4,3,2,1,1,2,2,3,4,2,2,3,2,2,4,2,2,2,2,2,2,142,356,4,1,2,2,1,2,1,2,6,1,1,1,6,3,1,1,2,3,2,2,2,1,0,1,2,20,18,1,5
1,142,357,4,8,8,4,1,100,25,2,60,1,1,2,3,1,2,4,1,5,4,3,1,1,4,1,1,5,20,5,4,15,2,9,2,2,2,2,3,3,4,4,4,4,2,2,2,3,1,3,2,1,4,3,1,2,142,357,2,3,1,1,1,3,1,2,6,1,1,3,7,3,2,1,2,1,1,3,3,1,2,2,4,30,20,1,27
1,142,358,4,9,9,5,1,100,26,11,85,1,1,1,1,1,1,4,2,2,3,1,1,1,4,1,2,9,20,3,5,20,2,7,0,2,2,3,5,1,3,3,2,2,2,2,2,2,2,3,2,2,3,4,1,2,142,358,3,2,1,1,2,4,2,6,6,1,1,2,5,3,2,1,1,1,3,4,2,1,2,3,11,31,8,1,44
1,142,359,4,8,7,5,1,100,27,11,45,1,1,2,2,1,3,6,2,2,4,2,1,1,6,1,1,6,24,2,1,4,0,0,1,2,3,1,1,1,3,2,2,3,2,2,2,3,2,2,2,2,3,3,2,2,142,359,3,1,1,3,2,2,1,2,6,1,1,3,7,3,1,1,2,1,1,2,2,1,2,3,1,25,14,11,7
1,142,360,2,7,1,6,1,100,28,1,45,1,3,1,1,1,2,6,2,1,5,1,3,1,8,1,1,5,20,2,2,7,2,7,1,2,2,2,1,1,3,4,2,4,2,2,2,4,2,3,2,2,4,3,1,2,142,360,4,4,1,3,1,3,2,6,6,2,3,2,4,1,2,1,3,3,2,4,3,0,2,3,0,20,15,11,11
1,142,361,3,8,8,4,1,107,29,3,45,1,1,3,1,2,2,6,1,2,4,1,1,1,3,1,1,4,16,2,4,18,1,5,2,2,2,2,1,1,2,2,2,3,1,1,2,2,2,2,2,2,2,2,2,2,142,361,2,6,2,2,2,4,1,1,6,1,2,2,7,3,2,1,1,2,1,2,2,2,2,3,3,30,13,11,17
1,142,362,4,8,7,4,1,100,29,11,58,2,1,1,1,1,2,4,5,2,4,7,1,1,3,2,1,4,16,3,3,10,1,4,1,2,2,3,5,3,4,4,4,4,2,2,4,4,2,3,2,2,4,4,2,2,142,362,1,9,1,1,2,4,1,1,6,1,1,3,5,3,2,1,3,1,2,4,2,2,2,3,0,30,14,11,31
1,142,363,3,8,7,7,1,100,27,1,50,3,3,2,2,1,2,3,2,2,4,7,1,1,10,1,1,5,20,3,1,4,10,89,2,6,2,3,3,2,2,2,1,3,1,1,4,4,2,3,1,2,2,2,2,2,142,363,4,3,1,1,2,4,1,6,6,1,1,4,7,3,1,1,1,3,1,3,1,1,2,3,1,30,18,11,93
1,142,364,3,8,7,6,2,104,25,2,30,2,3,2,3,1,2,6,4,6,6,4,3,3,0,2,1,9,40,3,0,89,10,89,2,1,2,3,2,2,2,4,2,3,3,2,1,3,4,4,1,2,2,1,2,2,142,364,0,3,2,2,2,4,2,2,6,1,2,2,6,3,2,1,3,1,1,2,3,2,2,3,1,40,25,5,22
1,142,365,2,8,8,6,1,100,28,4,50,1,2,3,3,1,2,6,3,6,6,8,3,3,1,2,1,6,20,3,4,19,1,4,4,1,1,3,1,1,3,4,2,3,3,2,1,3,2,4,1,2,2,2,0,2,142,365,4,8,3,3,2,2,2,2,6,1,2,1,6,1,2,1,3,1,1,2,4,1,2,3,11,30,15,5,25
1,142,366,3,8,5,3,1,105,33,3,60,1,1,3,0,1,1,5,4,4,5,1,3,3,3,2,1,7,20,4,6,18,2,7,1,4,2,2,1,2,4,4,2,4,4,2,3,4,4,4,1,3,3,3,1,2,142,366,1,1,2,2,2,4,1,2,6,1,2,3,5,3,2,1,1,1,1,2,3,1,2,3,2,23,15,5,42
1,142,367,4,8,7,0,1,105,30,2,60,1,1,2,1,1,3,3,2,2,3,2,1,1,2,2,1,6,20,5,3,12,10,89,2,2,3,2,3,1,2,1,1,1,2,1,3,2,2,3,1,1,1,2,1,2,142,367,3,4,1,3,1,3,2,2,6,1,2,2,6,3,1,1,2,1,3,4,5,4,2,3,3,22,15,11,34
1,142,368,4,8,8,9,1,100,25,2,50,1,1,1,1,1,2,6,1,5,6,1,1,1,4,1,1,4,20,6,4,18,2,9,2,5,2,2,1,2,3,2,4,3,2,2,3,3,3,4,3,2,4,3,1,2,142,368,1,9,3,3,2,4,2,6,6,2,1,4,7,3,2,1,3,3,4,4,5,0,1,3,10,25,12,11,44
1,142,369,4,8,8,3,1,107,38,1,65,1,1,1,1,1,2,9,7,7,9,7,1,1,3,2,3,4,18,3,4,18,2,10,2,2,3,1,2,1,2,2,4,3,2,2,2,2,2,3,2,2,4,4,2,2,142,369,3,1,1,1,2,2,1,1,6,1,1,2,7,3,2,1,1,1,1,2,5,4,2,3,4,22,12,11,65
1,142,370,4,8,7,7,1,105,29,2,50,1,1,2,2,1,2,2,2,2,6,1,1,1,3,1,1,6,28,4,5,25,2,10,2,2,2,2,2,1,3,2,2,3,1,2,2,3,2,2,2,2,4,3,2,2,142,370,3,2,1,3,1,2,1,1,6,1,1,3,6,3,2,1,3,1,4,2,5,1,2,3,0,30,15,11,79
1,142,371,4,10,10,3,1,102,26,1,26,1,1,3,3,1,2,6,9,9,9,8,3,3,4,2,2,6,20,5,7,30,2,11,2,1,2,2,1,2,2,3,4,3,2,2,2,4,2,0,2,3,0,3,0,2,142,371,10,1,0,0,2,4,2,6,6,2,0,1,7,3,2,1,1,1,1,4,0,0,2,3,0,35,23,7,15
1,142,372,3,9,8,5,1,104,30,11,65,1,1,1,1,1,2,4,3,4,4,4,2,2,6,2,3,7,25,1,4,16,2,7,2,1,2,2,1,2,2,2,2,2,2,1,2,3,2,4,3,2,4,3,2,2,142,372,3,1,1,1,2,3,1,1,6,1,1,2,6,3,1,1,1,1,3,4,1,1,2,3,3,30,15,8,14
1,142,373,4,10,10,3,1,100,28,2,99,1,1,2,2,1,1,4,3,1,4,4,2,2,7,2,2,7,25,10,4,15,2,7,4,2,2,2,1,4,3,3,4,4,4,2,1,4,2,3,1,2,4,4,1,2,142,373,4,9,3,3,1,3,1,1,6,1,1,2,7,3,1,1,2,3,5,3,3,1,2,3,1,45,25,8,43
1,142,374,3,9,9,4,1,100,3,1,46,0,1,3,2,2,1,1,6,1,5,6,3,3,3,0,2,2,72,10,3,21,0,14,2,1,3,2,1,1,4,4,4,4,4,2,2,4,4,4,2,4,3,2,2,2,142,374,2,1,1,3,2,4,1,1,6,1,1,1,5,2,2,1,1,1,5,2,1,3,2,3,0,40,20,6,23
1,142,375,4,10,8,5,1,100,24,11,90,1,1,3,1,1,2,6,4,6,6,4,2,3,1,1,1,3,15,5,4,15,2,6,4,1,2,2,5,2,2,2,2,3,2,2,2,4,2,2,2,3,2,3,2,2,142,375,4,1,1,1,1,2,2,6,6,1,1,2,6,3,2,1,1,3,1,2,2,1,1,2,1,32,18,9,19
1,142,376,4,7,7,5,1,100,24,1,30,2,3,2,3,1,2,5,3,6,6,3,7,2,5,2,1,8,30,2,0,89,10,89,3,2,1,1,1,3,4,2,4,4,1,1,3,4,4,4,2,2,4,4,2,2,142,376,1,1,1,1,2,2,1,6,6,1,1,1,5,3,2,1,3,3,1,2,3,2,2,3,2,40,20,9,47
1,142,377,5,10,8,6,1,104,30,2,90,2,1,2,3,1,2,6,2,6,6,1,3,3,4,2,2,2,30,2,5,25,2,10,2,1,2,2,1,2,4,2,4,4,1,2,3,4,4,4,2,3,4,4,0,2,142,377,2,2,3,3,1,3,1,2,6,1,1,3,5,3,2,1,3,3,2,3,3,4,2,3,0,35,15,9,54
1,142,378,4,8,8,7,1,100,28,11,70,1,1,2,1,1,2,6,1,2,6,3,3,1,5,2,1,4,20,3,3,14,1,5,1,1,2,2,2,2,4,2,4,2,1,2,3,2,1,3,2,2,3,4,0,2,142,378,4,3,0,3,2,4,1,1,6,1,1,3,7,3,2,1,3,2,2,4,3,1,2,3,0,25,20,11,3
1,142,379,4,8,8,6,1,110,28,11,50,1,1,0,1,1,2,6,5,1,3,2,3,1,2,2,2,4,20,3,4,21,2,9,1,4,2,2,4,1,2,3,2,3,4,2,2,4,2,4,2,3,3,3,2,2,142,379,1,2,1,1,2,2,1,1,6,1,1,4,6,3,1,1,1,1,2,2,3,1,2,3,6,30,20,1,9
1,142,380,4,9,0,6,1,110,30,1,50,1,1,2,3,1,2,8,7,7,8,7,1,1,5,2,1,4,20,2,4,15,1,4,1,0,2,2,2,3,4,4,4,2,2,1,2,2,1,1,3,2,4,3,1,2,142,380,3,3,0,0,1,3,1,2,6,1,1,2,5,2,2,1,3,1,4,3,1,1,2,2,1,30,15,1,13
1,142,381,4,9,8,9,1,115,28,1,85,2,1,1,2,1,2,3,1,6,4,3,2,2,7,1,1,0,20,9,0,22,10,15,2,1,2,2,3,1,4,3,2,4,2,2,3,3,2,2,2,3,3,3,2,2,142,381,6,3,1,1,2,4,1,6,6,3,1,0,4,1,2,1,1,3,3,4,3,1,2,3,2,30,18,3,9
1,142,382,3,9,7,7,1,117,30,2,60,1,3,1,2,1,2,4,4,6,4,4,3,3,1,2,1,4,20,3,1,5,1,5,2,4,2,2,2,1,2,2,4,4,1,1,1,4,2,2,2,3,2,1,1,2,142,382,3,7,1,3,2,3,1,2,6,1,2,4,6,3,4,1,3,3,2,4,3,2,2,3,2,35,22,5,5
