COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88
1,142,229,4,4,8,6,1,50,19,5,30,1,1,2,2,1,3,6,3,5,4,3,3,2,9,1,1,5,30,3,3,14,1,6,2,2,2,2,5,1,4,2,3,2,1,2,2,2,2,2,2,2,4,4,2,2,142,229,6,2,0,3,1,2,1,6,6,1,1,4,4,2,2,1,3,1,2,2,2,2,2,1,3,20,10,9,53
1,142,230,4,11,11,4,1,55,77,1,55,1,1,3,3,1,2,5,6,5,4,4,3,3,2,2,3,5,20,3,4,16,2,8,1,2,2,2,1,4,2,2,2,4,3,3,4,4,2,4,2,4,4,4,1,2,142,230,4,1,1,1,2,4,3,1,6,1,1,2,6,3,1,1,3,1,1,4,4,1,2,3,3,22,12,10,15
1,142,231,3,10,10,9,1,65,18,2,65,1,1,1,1,1,2,5,5,2,5,1,1,1,3,2,3,7,30,4,2,8,2,8,4,2,2,1,1,3,4,4,4,4,3,2,4,4,2,4,4,2,4,4,2,2,142,231,1,1,2,2,1,2,1,1,6,1,1,2,7,3,1,2,2,1,2,4,5,1,2,3,5,30,15,2,4
1,142,232,4,10,5,5,1,60,15,2,60,1,1,3,3,1,2,9,8,7,9,1,1,1,6,3,1,6,30,2,4,16,4,16,2,1,2,2,3,1,4,2,4,4,3,2,4,4,2,2,2,2,4,3,1,2,142,232,4,1,1,1,1,2,3,2,6,1,2,4,6,3,1,1,3,1,3,4,5,1,2,3,3,28,16,2,5
1,142,233,4,10,5,4,1,60,20,2,60,3,1,2,3,1,2,1,4,2,3,1,1,1,6,2,1,7,30,3,3,12,1,4,2,3,2,3,3,2,3,3,4,4,1,2,4,4,2,2,3,3,4,4,1,2,142,233,4,1,1,2,2,4,3,2,6,1,2,3,6,3,2,1,3,1,4,4,5,4,2,2,11,25,18,2,18
1,142,234,4,10,10,7,1,65,16,1,65,3,1,2,2,1,2,4,2,2,4,3,1,1,3,1,1,5,0,5,5,18,2,10,4,1,2,2,4,2,3,2,4,2,1,1,4,4,2,2,3,1,4,4,1,2,142,234,4,3,1,3,2,2,1,1,6,1,1,3,6,3,2,1,1,3,1,2,3,1,2,3,2,25,12,2,19
1,142,235,4,10,10,4,1,60,17,11,17,1,1,2,2,1,1,2,2,2,1,1,1,1,3,2,1,5,20,5,2,10,2,10,2,2,2,1,1,4,3,3,3,3,2,2,3,3,2,2,3,2,3,4,2,2,142,235,3,1,1,3,2,4,1,1,6,1,1,3,6,3,2,1,3,1,3,3,4,1,2,2,7,36,20,2,31
1,142,236,4,10,5,3,1,68,18,2,60,1,1,2,2,1,1,3,2,1,6,2,1,1,5,1,2,5,20,3,3,13,2,9,2,2,2,3,2,3,4,2,3,4,2,3,3,4,2,2,4,2,4,4,1,2,142,236,3,1,3,3,2,2,1,1,6,1,1,3,6,3,2,1,3,1,3,4,3,1,2,3,1,28,16,2,32
1,142,237,4,11,10,6,1,65,17,3,65,1,1,3,1,1,1,3,2,2,4,7,1,1,3,1,1,6,30,3,5,24,2,10,4,2,2,1,1,3,4,3,3,4,2,2,4,4,3,4,2,2,3,2,1,2,142,237,1,9,1,1,1,2,1,1,6,1,2,0,6,3,1,1,1,1,1,2,1,1,2,3,2,30,15,2,35
1,142,238,4,11,10,6,1,60,15,1,60,1,1,3,3,1,2,1,2,2,3,1,1,1,6,2,1,4,16,2,4,16,2,9,4,4,2,3,1,4,4,3,3,4,3,2,3,4,2,4,2,2,4,4,2,2,142,238,2,1,3,3,2,3,4,2,6,1,1,4,6,3,1,4,4,1,3,4,2,1,2,3,1,22,14,1,8
1,142,239,3,11,11,8,1,60,16,1,60,1,3,2,1,1,2,4,1,2,4,3,1,1,5,2,2,5,15,3,0,14,10,10,4,1,2,2,1,1,2,1,4,4,4,2,1,4,2,3,1,3,2,4,2,2,142,239,2,1,1,2,1,2,1,2,6,1,1,3,4,3,2,2,3,1,3,3,2,2,2,3,0,89,89,1,24
1,142,240,4,8,8,4,1,60,15,1,40,1,1,3,3,2,2,2,2,2,6,1,1,1,5,1,1,5,25,7,4,18,1,4,4,4,2,2,2,2,3,3,3,2,2,3,2,2,2,3,1,2,1,1,1,2,142,240,1,1,1,1,2,4,1,2,6,1,1,3,5,3,1,1,3,1,4,4,2,1,2,2,2,25,18,1,26
1,142,241,3,10,10,9,1,60,20,11,60,1,1,3,3,2,4,6,6,2,6,3,3,1,2,1,2,4,15,0,6,25,2,7,4,2,2,2,1,2,3,1,2,2,3,2,2,2,2,2,2,3,2,3,2,2,142,241,6,8,3,3,2,2,1,2,6,1,1,4,6,3,2,1,3,1,1,2,1,2,2,3,6,25,18,1,32
1,142,242,3,2,1,8,2,60,19,11,0,3,2,2,2,2,2,6,1,2,6,3,2,1,10,1,2,0,0,0,0,89,10,89,1,1,2,5,4,1,2,3,2,3,1,2,2,3,2,2,1,3,3,2,0,2,142,242,3,4,1,2,1,3,1,6,6,1,1,2,4,3,4,2,3,2,1,3,1,1,2,3,0,89,89,1,35
1,142,243,4,10,9,3,1,64,16,2,50,1,1,1,1,2,2,4,1,2,4,1,1,1,2,2,1,4,13,4,5,20,2,8,2,2,1,3,1,3,3,2,3,4,4,2,4,4,1,3,2,2,3,4,2,2,142,243,2,3,2,2,2,4,1,1,6,3,2,3,6,3,2,1,3,1,1,3,3,1,2,3,3,30,14,11,15
1,142,244,4,9,8,9,1,60,15,2,25,1,1,1,1,1,1,2,5,2,6,2,1,1,5,2,1,5,20,3,3,13,1,5,4,1,0,2,3,1,3,3,4,4,4,2,2,3,2,4,1,2,2,3,1,2,142,244,2,3,1,1,2,2,1,1,6,1,1,3,7,3,1,1,1,1,2,4,4,4,2,3,10,12,7,11,53
1,142,245,4,10,9,4,1,63,18,2,60,1,3,3,3,1,2,2,2,2,6,7,1,1,3,1,1,3,15,2,2,9,1,5,4,1,2,3,2,2,4,4,3,3,2,2,2,3,2,2,2,2,4,4,1,2,142,245,3,1,1,3,2,2,1,1,6,1,2,3,6,3,1,1,3,1,1,4,1,1,2,3,11,25,12,11,67
1,142,246,4,11,10,5,1,67,20,1,67,1,1,1,1,2,2,9,7,7,9,7,3,1,2,2,1,5,20,2,7,25,3,14,4,2,2,2,2,3,4,3,3,4,1,2,3,4,1,3,2,1,4,4,2,2,142,246,2,5,2,2,2,4,2,2,6,1,1,0,6,3,1,1,3,1,3,4,3,2,2,3,3,25,12,11,74
1,142,247,4,11,10,6,1,65,18,0,65,1,1,1,2,1,1,9,7,7,9,7,1,1,2,1,3,7,30,2,4,16,3,13,2,8,2,2,1,1,3,2,4,3,3,3,3,3,1,2,2,1,4,4,1,2,142,247,3,7,1,1,1,3,1,1,6,1,1,3,6,3,2,1,3,1,1,3,2,2,2,3,0,89,89,11,75
1,142,248,4,11,10,6,1,60,16,11,60,1,1,3,1,1,2,6,2,2,1,1,1,1,2,2,1,4,15,1,4,15,2,7,2,1,2,3,3,2,3,2,4,4,2,2,1,4,2,3,2,2,4,4,1,2,142,248,2,3,1,1,1,2,3,1,6,1,2,3,7,3,2,1,3,1,3,2,4,1,2,3,0,30,16,11,89
1,142,249,3,11,11,4,1,60,14,1,60,2,1,2,2,1,2,6,5,5,6,0,3,3,10,2,2,0,0,2,3,14,2,10,4,1,2,2,2,2,2,2,4,4,2,3,3,4,3,4,2,4,4,2,0,2,142,249,4,0,0,0,2,4,2,6,6,2,1,4,6,3,2,2,1,1,1,4,4,4,2,3,0,30,10,7,24
1,142,250,4,11,11,5,1,65,16,11,65,1,1,3,3,1,2,6,2,6,6,3,3,3,2,2,1,5,25,2,5,25,1,5,4,1,2,3,1,2,2,3,4,4,4,3,3,4,3,4,2,3,4,3,0,2,142,250,1,2,1,2,1,3,2,1,6,1,1,1,7,3,2,1,1,1,1,4,5,4,2,3,3,35,15,7,32
1,142,251,4,11,11,6,1,60,16,11,60,1,1,1,3,2,1,9,9,9,9,9,3,3,5,2,2,4,20,2,6,26,3,15,4,2,2,1,3,1,4,2,4,4,1,2,2,4,2,3,2,2,2,4,2,2,142,251,2,1,2,2,2,4,2,1,6,1,1,2,5,3,4,1,1,2,1,4,5,1,2,3,1,28,15,7,46
1,142,252,3,11,11,7,1,60,15,11,60,1,1,3,1,1,1,4,4,4,4,8,2,2,3,2,2,7,25,3,9,35,4,15,4,2,2,2,2,4,3,3,4,4,4,2,3,4,4,4,2,2,4,4,0,2,142,252,1,1,1,1,1,4,1,6,6,1,1,2,5,3,1,1,1,1,3,2,2,1,2,3,2,35,15,3,28
1,142,253,4,11,11,5,1,65,19,1,65,2,1,2,1,1,2,4,1,6,4,3,2,2,4,1,1,5,15,2,6,20,3,10,4,1,2,2,2,2,2,2,3,3,2,2,4,4,2,3,2,2,4,2,2,2,142,253,2,1,1,1,1,3,1,6,6,3,1,0,5,3,4,2,1,1,5,4,5,4,2,3,1,30,10,4,12
1,142,254,4,11,11,5,1,65,20,2,65,1,1,3,3,1,1,4,4,6,4,4,2,2,4,2,2,8,25,3,6,22,2,7,2,1,3,2,1,1,2,2,4,3,2,2,2,4,1,2,2,2,3,4,1,2,142,254,2,1,1,2,2,3,2,6,6,2,1,2,6,3,2,1,1,1,4,4,5,4,0,3,7,30,89,4,25
1,142,255,3,11,11,9,1,60,12,11,60,2,1,2,2,1,1,5,3,6,4,3,1,3,1,2,2,4,20,2,5,22,3,13,4,1,2,2,2,2,2,2,3,3,2,2,2,4,2,2,3,2,3,4,0,2,142,255,2,1,2,2,2,3,1,1,6,1,1,2,5,3,2,1,3,1,2,3,2,2,2,3,2,27,18,6,5
1,142,256,4,11,11,5,1,60,16,2,60,1,1,2,2,1,2,6,3,6,6,4,3,3,1,2,1,8,32,3,6,20,2,8,4,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2,2,142,256,2,1,2,3,2,4,2,1,6,1,1,2,4,3,2,1,3,1,3,4,3,1,2,3,2,30,18,6,16
1,142,257,3,11,11,7,1,60,16,1,60,1,1,3,3,1,1,6,6,6,6,4,1,3,1,2,2,6,20,3,6,25,3,12,4,1,2,1,1,3,2,2,4,3,2,2,2,4,2,3,2,2,3,4,1,2,142,257,1,1,1,3,2,4,1,6,6,1,2,2,7,3,1,1,3,1,2,3,2,1,2,3,11,30,15,6,17
1,142,258,4,11,10,5,1,68,16,4,68,1,1,2,2,1,2,6,6,6,6,3,3,3,4,2,1,5,20,3,3,13,1,4,4,1,3,3,2,3,4,3,4,4,3,2,4,4,3,3,4,2,4,4,2,2,142,258,2,2,0,3,1,4,2,1,6,1,1,0,5,1,2,1,3,1,2,4,3,4,1,2,2,35,18,9,14
1,142,259,3,11,10,8,1,65,17,3,65,3,1,2,2,1,2,5,4,5,5,3,3,3,4,1,1,3,12,1,5,22,2,9,4,1,2,3,4,2,3,4,3,4,2,2,2,4,2,3,2,3,4,4,1,2,142,259,3,1,1,1,2,3,1,6,6,1,1,4,4,2,1,2,1,1,3,4,2,1,2,3,4,32,21,9,28
1,142,260,4,11,10,6,1,63,16,1,63,1,1,1,1,1,1,6,2,5,4,3,3,3,2,2,2,4,20,4,2,7,5,7,1,1,2,3,2,1,2,2,4,2,2,2,3,2,2,4,2,2,3,2,0,2,142,260,2,1,1,1,1,2,1,1,6,1,1,3,6,3,1,1,3,1,2,2,2,1,2,1,3,35,15,9,33
1,142,261,4,11,10,8,1,65,14,11,65,1,1,3,3,1,1,4,6,6,4,4,3,3,4,2,1,6,4,2,3,14,10,89,2,1,3,2,5,2,2,2,4,2,1,2,2,4,2,0,1,2,3,4,0,2,142,261,4,1,1,3,1,3,1,1,6,1,1,1,7,3,1,1,3,1,2,4,5,1,2,3,2,25,15,10,50
1,142,262,4,10,6,9,1,70,19,1,60,1,1,3,1,1,1,6,1,2,6,1,1,1,6,2,1,1,5,9,8,30,3,14,2,5,2,3,1,2,4,4,4,4,2,2,4,4,2,3,2,2,4,4,0,2,142,262,2,4,2,2,1,1,1,1,6,1,2,2,7,3,1,3,1,1,1,3,3,2,0,0,0,30,14,2,2
1,142,263,4,8,5,8,1,75,20,2,70,1,1,1,1,2,1,4,1,2,6,1,1,1,6,1,1,4,20,4,4,20,0,0,2,1,2,2,3,1,2,3,2,2,2,2,3,2,2,2,2,3,3,2,2,2,142,263,6,1,1,1,2,3,1,2,6,1,1,3,6,3,2,1,3,3,2,3,4,1,2,3,3,22,10,2,13
1,142,264,4,10,6,7,1,75,24,11,70,1,1,2,3,2,2,2,2,2,3,1,1,1,6,2,1,6,25,3,3,11,1,4,2,2,2,2,4,2,3,2,2,3,2,2,3,3,2,2,2,2,3,3,2,2,142,264,4,6,1,1,2,3,1,1,6,1,1,2,6,3,2,1,1,1,1,3,1,1,2,3,3,25,15,2,15
1,142,265,4,11,10,8,1,70,20,7,70,1,1,3,1,1,2,4,2,2,1,1,1,1,3,2,1,5,20,2,5,22,3,14,2,2,3,2,1,3,3,4,2,3,3,2,2,3,2,3,4,2,4,3,2,2,142,265,3,3,1,3,1,3,1,1,6,1,2,3,6,3,1,1,2,1,1,4,2,2,2,1,6,30,15,2,20
1,142,266,4,7,5,5,1,75,21,11,73,1,1,1,0,2,2,6,1,2,6,1,1,1,5,2,1,5,20,7,3,12,0,0,4,1,2,1,3,1,3,2,2,3,2,2,2,2,2,2,1,2,2,3,2,2,142,266,6,0,2,2,2,2,3,2,6,1,1,3,6,3,1,1,3,1,2,2,4,1,2,3,3,30,13,2,34
1,142,267,4,10,8,6,1,70,23,1,50,1,1,2,2,1,1,5,1,2,2,1,1,1,5,2,2,9,40,3,4,20,2,10,2,1,3,2,3,1,3,3,4,4,3,2,2,3,2,2,2,2,3,3,2,2,142,267,2,3,1,2,2,2,4,1,6,1,2,2,7,3,1,1,3,3,2,2,5,1,2,2,3,25,18,2,36
1,142,268,4,11,10,4,1,70,18,0,70,1,1,3,1,1,2,4,2,2,4,1,1,1,3,1,1,5,20,2,5,22,3,15,2,2,3,2,1,3,3,4,2,3,3,2,2,3,2,3,4,2,3,3,2,2,142,268,2,3,1,3,1,3,1,1,6,1,1,3,6,3,2,1,3,1,1,4,2,2,2,1,1,30,15,2,37
1,142,269,3,10,6,7,1,72,22,2,72,4,1,2,2,1,2,1,1,2,6,1,1,1,10,2,1,6,30,4,4,15,2,9,3,1,2,3,1,1,3,3,3,3,3,2,4,4,3,4,4,2,4,4,1,2,142,269,5,9,1,3,1,3,2,1,6,1,1,3,5,3,2,1,3,3,1,3,1,4,2,3,0,25,18,2,40
1,142,270,4,10,5,9,1,75,20,11,60,1,1,3,2,2,2,6,1,1,6,1,1,1,6,1,1,4,20,2,3,11,0,0,2,1,3,2,4,2,4,2,3,4,2,2,2,2,2,2,2,2,4,4,0,2,142,270,5,2,1,1,2,3,1,2,6,1,1,3,6,3,1,1,3,3,3,4,4,1,2,3,9,30,16,2,42
1,142,271,4,10,10,4,1,75,15,3,75,1,1,3,3,1,2,4,1,2,2,1,1,1,3,2,1,5,20,3,3,15,1,5,4,1,2,2,1,2,3,4,4,4,2,2,3,3,2,3,3,2,3,3,1,2,142,271,1,2,2,2,2,2,2,1,6,1,1,2,4,1,1,1,3,3,1,3,1,1,2,2,3,40,20,1,1
1,142,272,4,10,9,4,1,79,19,1,60,1,3,3,1,1,2,4,1,2,4,1,1,1,5,1,2,5,25,3,2,9,1,5,4,9,2,1,2,2,3,2,4,4,4,2,4,4,2,3,3,2,4,4,2,2,142,272,2,2,2,3,1,1,3,2,6,1,1,3,6,3,1,2,3,3,4,2,1,4,2,3,11,25,17,1,10
1,142,273,4,10,10,3,1,73,21,1,67,1,1,1,1,1,1,4,2,2,4,1,1,1,6,1,1,4,16,3,3,10,2,6,4,2,2,2,1,2,3,2,2,3,2,2,3,4,2,4,2,2,3,3,1,2,142,273,1,2,1,1,1,2,2,1,6,1,1,2,7,3,1,1,1,1,1,4,2,1,2,3,4,24,17,1,48
1,142,274,4,10,9,3,1,72,18,2,60,1,1,3,2,1,2,5,4,6,6,4,3,3,4,2,2,5,20,2,5,22,2,8,2,2,2,3,1,1,3,2,4,3,2,2,2,3,2,3,2,2,3,3,2,2,142,274,2,2,1,2,2,3,1,4,6,2,2,3,5,1,2,1,3,1,1,4,3,2,2,3,2,28,15,5,21
1,142,275,4,11,10,4,1,75,18,11,75,1,1,3,3,1,2,4,2,2,6,1,1,1,3,1,1,4,4,2,5,20,2,10,4,5,2,2,1,1,3,2,2,3,2,2,3,4,2,3,2,2,3,4,0,2,142,275,4,2,1,3,2,3,1,1,6,2,2,4,6,3,2,1,2,1,1,2,1,1,2,3,0,25,12,11,37
1,142,276,4,10,9,5,1,76,20,1,75,1,1,2,2,1,1,10,7,7,10,7,1,1,4,2,1,3,15,2,4,13,1,5,4,9,2,2,2,3,4,3,2,4,3,2,4,4,2,2,2,3,3,4,0,2,142,276,3,2,1,3,2,4,2,2,6,1,1,2,6,3,1,1,3,2,1,4,2,1,2,3,10,25,14,11,48
1,142,277,4,11,10,5,1,70,18,0,70,1,2,3,1,2,3,6,2,2,5,1,5,1,3,2,1,7,28,2,3,16,2,8,2,2,1,2,2,4,4,3,3,4,2,2,2,4,2,2,2,2,3,4,2,2,142,277,3,1,1,3,2,4,1,1,6,2,1,3,6,3,2,1,3,2,3,4,4,1,2,2,10,36,20,11,68
1,142,278,4,10,10,5,1,70,19,11,50,1,1,2,2,1,2,2,2,2,2,1,1,1,3,2,1,3,10,3,3,12,1,5,4,1,2,3,5,1,2,2,3,3,3,2,3,4,2,4,2,2,3,4,2,2,142,278,1,3,1,3,2,3,1,2,6,1,2,3,6,3,2,1,3,1,3,4,3,1,2,3,2,20,12,11,81
1,142,279,4,9,8,5,1,75,19,1,50,1,1,3,3,1,2,4,2,2,4,1,1,1,2,1,1,3,60,2,3,12,1,5,1,9,3,1,1,1,2,3,4,1,2,1,4,3,1,2,2,1,2,2,2,2,142,279,3,1,1,3,1,2,1,1,6,1,2,3,6,2,1,1,1,1,1,3,3,4,2,3,0,20,12,11,82
1,142,280,4,11,11,4,1,70,14,11,70,2,1,1,1,1,2,6,4,6,6,1,1,3,2,2,2,4,24,4,4,24,1,10,4,1,2,3,1,2,3,2,4,3,2,2,4,4,2,2,4,2,4,4,2,2,142,280,2,1,1,3,1,3,1,7,0,2,2,3,5,1,2,1,2,1,2,3,5,4,2,3,0,30,21,7,5
1,142,281,4,10,10,3,1,75,89,3,75,2,1,3,3,2,1,6,2,5,6,3,3,3,4,2,1,7,30,4,4,15,1,5,4,3,2,3,2,2,3,3,4,3,2,2,2,4,2,3,4,2,4,4,0,2,142,281,3,1,2,3,2,4,3,1,6,2,2,0,7,3,2,1,3,4,2,4,5,0,2,3,11,30,19,7,10
1,142,282,4,11,11,6,1,75,22,2,75,1,1,2,2,1,2,4,3,6,4,3,2,2,5,2,1,7,25,2,6,20,2,7,4,3,2,2,3,3,2,2,3,3,2,2,2,3,2,3,2,2,3,4,2,2,142,282,2,1,1,1,1,3,1,6,6,1,1,2,5,3,1,1,1,1,2,3,5,4,2,3,10,32,20,4,17
1,142,283,4,11,11,6,1,70,19,4,70,1,1,3,3,1,2,3,1,5,3,3,2,2,4,2,1,5,20,2,6,22,1,4,2,2,2,2,1,3,2,3,4,4,2,2,2,4,2,4,2,2,4,2,0,2,142,283,2,1,1,2,2,3,1,6,6,1,2,3,5,3,1,1,1,1,1,3,4,4,2,3,2,30,20,4,33
1,142,284,4,10,10,5,1,75,21,1,67,1,1,1,1,1,2,4,3,4,4,3,2,2,9,2,2,3,12,10,4,12,1,4,4,3,1,3,1,1,3,2,2,3,2,1,2,4,1,2,2,2,4,4,2,2,142,284,3,1,1,1,2,2,1,6,6,1,1,2,7,3,1,1,1,1,1,1,2,1,2,3,1,25,20,8,49
1,142,285,4,11,10,5,1,72,20,11,72,1,1,2,2,1,2,3,4,6,3,3,2,2,5,2,2,4,15,3,4,15,4,7,4,2,2,1,4,3,1,1,3,2,1,2,3,2,1,4,3,3,4,2,2,2,142,285,2,1,1,3,2,4,1,6,6,1,2,3,6,3,1,1,3,1,3,4,1,4,2,2,1,25,18,8,55
1,142,286,3,10,10,7,1,75,20,2,60,2,1,3,3,1,2,4,1,6,4,3,2,2,6,2,1,5,18,5,4,15,2,8,4,1,2,3,1,2,3,2,4,4,2,2,4,3,2,4,4,2,4,3,0,2,142,286,2,1,1,3,2,4,1,6,6,1,4,0,4,3,2,1,3,1,3,4,1,4,2,3,6,35,20,8,56
1,142,287,4,10,10,5,1,75,25,11,65,1,1,1,3,2,1,4,4,6,4,4,2,2,9,2,1,6,20,3,2,9,1,5,2,2,2,2,1,3,4,2,4,2,2,1,2,3,2,3,2,2,4,4,2,2,142,287,8,5,1,3,2,2,2,6,6,1,2,3,6,3,2,1,1,1,2,2,2,2,2,3,3,30,12,8,62
1,142,288,5,10,10,6,1,75,17,11,75,2,1,3,3,1,1,4,4,5,4,3,3,3,4,1,1,5,20,3,5,16,4,12,2,1,2,3,2,4,3,2,4,3,2,2,2,4,2,4,3,2,4,4,2,2,142,288,2,1,1,1,1,3,2,2,6,1,1,1,7,3,1,1,3,1,3,4,2,1,2,3,5,20,16,6,1
1,142,289,4,10,10,2,1,70,17,2,70,1,1,3,3,1,2,6,1,5,4,4,3,3,4,2,2,5,25,5,4,16,10,89,4,2,2,0,1,3,4,4,4,3,2,2,2,3,2,3,2,2,4,4,2,2,142,289,1,2,2,3,1,3,1,2,6,1,2,1,4,1,1,1,1,1,2,4,2,1,2,3,11,60,15,6,12
1,142,290,4,11,10,3,1,75,17,11,75,3,1,2,2,1,2,5,4,5,6,3,3,3,4,1,1,3,12,1,6,25,3,14,4,1,2,2,3,2,3,4,3,2,3,2,2,4,2,3,2,3,4,4,2,2,142,290,4,1,1,1,1,3,1,1,6,1,1,3,4,2,1,1,3,3,3,3,3,1,2,3,0,35,20,9,1
1,142,291,4,11,10,4,1,75,19,3,75,1,1,3,3,1,1,6,4,5,6,3,3,3,1,1,1,5,20,2,6,25,2,8,1,2,2,3,1,3,3,2,4,4,2,2,3,3,3,4,2,2,3,3,2,2,142,291,2,1,1,3,2,3,1,6,6,1,1,4,5,3,2,1,3,3,0,0,0,0,0,0,0,30,15,9,4
1,142,292,4,11,10,4,1,74,19,11,74,1,1,2,1,1,1,6,6,6,6,4,3,3,2,2,2,5,25,2,4,20,2,9,4,1,2,1,5,3,4,3,2,3,1,2,3,4,1,3,4,2,4,2,1,2,142,292,3,1,1,0,1,3,2,6,6,1,1,2,6,3,3,1,3,1,1,4,2,4,2,3,4,35,15,9,15
1,142,293,4,10,9,8,1,75,22,0,60,1,1,2,1,1,1,4,2,2,6,7,1,1,2,2,1,5,25,2,3,15,1,5,4,2,2,2,1,2,4,2,2,3,3,2,2,3,2,4,2,2,4,4,2,2,142,293,1,1,1,3,2,4,1,2,6,1,1,4,7,3,1,1,3,3,2,2,1,1,2,1,1,20,15,11,2
1,142,294,3,10,3,5,1,85,25,11,80,4,3,2,3,3,2,4,1,2,4,1,1,1,10,1,1,5,80,3,5,18,3,10,4,0,2,2,2,3,4,4,3,3,2,2,2,2,2,4,1,3,4,4,1,2,142,294,5,1,1,1,2,2,1,1,6,1,1,3,5,2,1,1,3,3,2,4,2,1,2,2,2,30,15,2,6
1,142,295,4,10,5,7,1,80,22,4,70,1,1,2,1,1,2,6,2,2,4,1,1,1,6,2,1,6,24,6,6,24,0,0,4,2,2,2,1,2,3,3,2,4,2,2,3,4,1,2,4,2,3,3,2,2,142,295,3,1,2,2,2,3,1,2,6,1,1,3,5,3,2,1,2,1,3,4,3,1,2,3,7,20,15,2,9
1,142,296,4,10,5,6,1,88,24,1,80,2,1,3,3,1,1,6,2,2,6,3,1,1,6,2,1,7,35,2,7,30,3,13,2,2,2,2,3,1,3,3,3,2,1,2,3,4,2,2,2,2,3,3,2,2,142,296,3,4,1,3,2,3,3,1,6,1,1,2,5,1,3,1,3,3,3,2,5,4,2,3,11,35,14,2,10
1,142,297,4,9,5,7,1,85,24,1,70,1,1,1,1,1,2,4,2,2,4,1,1,1,7,1,1,5,20,3,5,20,2,8,2,2,3,2,2,1,3,3,4,4,2,2,3,2,2,2,2,2,3,3,2,2,142,297,5,4,1,2,1,3,2,1,6,1,1,2,6,3,1,1,3,3,2,3,2,1,2,3,11,30,15,2,11
1,142,298,3,10,6,5,1,80,21,1,75,1,1,3,1,1,1,4,1,2,4,1,1,1,10,2,1,6,20,2,7,23,3,11,2,1,2,2,1,1,3,2,2,2,2,2,4,4,2,2,2,2,4,4,1,2,142,298,9,8,0,3,2,3,1,1,6,1,1,4,7,3,1,1,1,1,1,4,3,2,2,3,3,35,23,2,14
1,142,299,4,10,5,9,1,88,24,1,80,1,1,2,2,1,2,1,2,2,3,1,1,1,7,2,1,4,18,2,6,25,3,12,4,1,2,2,2,2,3,2,2,3,3,2,2,3,3,4,2,2,3,4,1,2,142,299,2,5,3,3,2,3,3,1,6,1,2,0,7,3,4,4,1,1,4,4,4,4,2,3,3,30,15,2,24
1,142,300,4,10,5,8,1,87,22,11,80,2,1,3,1,1,3,6,1,2,4,8,1,1,6,2,1,6,24,2,7,30,2,10,2,2,1,2,2,2,2,2,4,2,2,2,2,3,2,3,2,2,4,3,0,2,142,300,4,1,1,1,1,3,2,1,6,1,1,3,5,3,1,2,3,3,5,4,5,4,2,3,3,30,15,2,28
1,142,301,4,0,10,8,1,85,24,1,70,1,1,3,1,1,2,4,2,2,4,1,3,1,6,1,1,5,20,4,4,15,1,4,3,3,2,2,3,2,3,3,4,4,2,3,2,3,2,2,2,2,3,4,2,2,142,301,4,5,1,2,2,3,2,1,6,1,2,3,7,3,1,1,1,1,1,2,3,1,2,3,11,24,14,2,33
1,142,302,4,10,5,5,1,83,21,11,80,1,1,3,1,1,1,4,1,2,4,1,1,1,6,2,1,5,20,2,5,20,2,10,2,1,2,1,5,1,2,2,2,3,1,2,2,2,2,2,2,2,3,3,2,2,142,302,4,5,0,3,2,3,1,1,6,1,1,4,4,3,2,1,1,1,1,4,2,1,2,3,4,30,15,2,46
1,142,303,4,10,6,5,1,85,20,5,80,4,2,2,2,1,2,4,2,2,6,1,1,1,6,1,1,5,20,3,3,12,3,12,2,3,2,2,1,2,4,1,4,4,1,2,3,4,1,3,1,4,4,4,1,2,142,303,4,9,1,3,2,2,2,1,6,1,2,0,6,3,3,1,2,3,5,4,4,2,2,3,2,30,15,2,47
1,142,304,2,10,6,7,1,85,21,3,70,1,1,2,1,0,2,5,2,2,5,1,1,1,10,2,1,5,25,2,3,13,3,13,2,4,1,3,1,0,3,4,1,2,2,1,2,2,1,1,1,1,3,1,1,2,142,304,9,5,1,1,1,2,3,1,6,2,2,3,6,3,1,1,2,1,3,2,4,2,2,3,3,35,15,2,48
1,142,305,4,10,5,9,1,85,25,11,80,1,1,1,1,2,2,6,1,2,6,1,1,1,6,1,2,8,28,3,2,8,2,8,2,2,2,3,5,3,4,2,3,2,2,2,2,3,1,2,4,2,3,2,1,2,142,305,3,4,2,2,1,3,3,1,6,1,1,1,6,3,2,1,3,1,3,3,3,1,2,3,3,28,18,2,51
