CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12A.,Q.13.,Q.14.,Q.15A.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60A.,Q.60B.,Q.60C.,Q.60D.,Q.60E.,CARD..1,DECK..1,BALLOT..1,Q.61.,Q.62.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.71.,Q.72A.,Q.72B.,Q.72C.,Q.72D.,Q.72D..1,Q.73.,Q.74.,Q.75.,Q.76A.,Q.76B.,Q.77.,Q.78.,Q.79.,Q.80.,Q.81.,Q.83A.,Q.83B.,Q.83C.,Q.84A.,Q.84B.,Q.84C.,Q.84C..1,V.85.,V.86.,V.87.,V.88.,V.89.
1,87,1052,2,10,1,1,1,5,1,5,2,9,1,8,3,6,2,2,1,2,1,2,1,2,1,1,1,1,9,4,2,3,4,1,1,2,3,4,2,1,2,3,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,2,1,2,2,1,1,2,2,87,1052,2,5,1,1,1,3,4,2,4,1,2,2,2,1,1,1,1,2,3,5,1,1,1,5,1,3,1,6,9,10,3,8,5,1,12,8
1,87,1053,2,10,1,2,1,5,1,5,7,7,8,1,3,1,1,1,2,1,1,2,1,2,2,3,3,4,4,4,6,3,4,1,2,1,4,0,2,2,2,3,2,1,1,1,1,1,1,1,4,3,2,3,2,2,2,1,3,2,2,1,1,1,2,87,1053,2,5,5,1,1,1,2,3,10,2,1,1,1,3,1,1,1,2,5,6,1,2,1,5,1,3,1,3,9,11,3,7,3,3,3,39
1,87,1054,2,10,1,1,1,5,1,5,7,8,12,6,3,2,2,2,1,1,2,2,1,2,1,1,1,2,4,4,3,2,3,2,2,3,2,2,1,1,2,3,2,1,2,2,2,1,4,1,4,2,2,1,3,2,3,2,4,2,2,1,1,1,2,87,1054,2,5,3,1,2,1,3,3,7,0,1,1,1,3,2,4,1,2,4,6,2,1,2,6,1,3,3,1,3,5,3,7,4,3,2,32
1,87,1055,2,10,1,1,1,1,1,5,5,3,8,8,2,1,2,2,1,1,2,2,2,3,2,1,1,1,5,4,2,3,1,2,1,4,2,1,1,1,2,3,2,2,2,2,2,3,3,3,4,2,2,2,2,1,1,1,3,2,1,1,1,1,2,87,1055,1,5,5,1,1,1,2,3,9,1,2,2,2,1,1,4,1,3,1,3,3,2,2,4,0,0,0,2,0,0,1,7,3,5,2,11
1,87,1056,2,11,1,1,1,5,1,5,2,2,7,7,0,0,1,1,2,1,4,1,1,2,1,1,2,1,4,4,2,3,4,2,1,4,1,1,0,1,1,4,2,2,1,1,2,1,1,1,4,2,1,3,2,1,2,1,3,2,2,1,1,1,2,87,1056,2,5,2,1,1,1,2,3,2,2,1,1,1,3,1,4,1,3,3,2,2,1,2,2,1,3,1,1,2,10,3,7,3,1,3,5
1,87,1057,2,11,1,1,1,5,1,5,2,9,8,9,4,10,2,4,1,2,2,2,2,3,4,2,2,4,9,4,2,1,1,1,2,2,3,4,3,2,3,2,2,1,2,1,1,1,2,3,4,3,1,2,2,1,3,2,2,2,2,2,2,2,2,87,1057,4,5,1,2,1,1,2,3,6,2,2,2,2,5,4,3,1,2,3,5,1,1,2,5,1,3,1,2,3,8,3,0,3,1,2,7
1,87,1058,2,8,4,5,3,4,1,5,10,5,10,8,4,10,2,4,1,1,2,2,2,2,2,2,3,2,5,4,2,3,2,1,3,1,3,1,3,2,2,3,1,1,1,2,1,3,3,3,2,1,3,4,4,2,3,3,2,2,1,1,1,1,2,87,1058,2,5,1,1,2,1,2,3,2,2,2,2,1,1,1,1,2,1,4,3,2,1,4,5,1,1,3,2,5,6,3,7,3,4,2,20
1,87,1059,2,9,4,4,2,5,1,5,7,3,8,3,6,1,2,4,1,2,1,3,2,1,3,1,3,3,3,4,6,1,2,1,2,1,3,3,1,2,2,1,1,1,1,1,2,3,3,2,4,1,1,3,4,5,3,2,2,2,1,1,1,1,2,87,1059,2,5,2,2,2,1,1,3,9,1,1,2,2,2,2,1,1,2,3,2,1,1,1,5,1,3,1,1,2,6,3,7,2,3,3,70
1,87,1060,2,10,4,2,3,3,1,5,7,3,8,7,6,9,3,5,1,2,1,3,2,1,4,4,2,3,9,4,1,1,4,1,3,4,1,4,3,3,3,3,2,1,5,1,5,3,2,4,1,2,1,2,2,2,2,3,1,2,1,1,1,2,2,87,1060,1,5,1,1,1,3,2,1,13,1,1,1,1,4,1,2,1,2,3,6,2,2,2,2,1,3,1,1,4,6,3,7,4,7,2,62
1,87,1061,2,11,4,5,3,3,2,5,7,7,8,10,4,1,1,1,3,1,2,2,1,2,1,2,2,1,7,4,6,3,1,2,3,4,1,2,1,1,2,3,2,2,2,2,2,2,2,10,4,2,1,2,2,3,2,2,2,2,2,1,2,1,2,87,1061,2,5,2,1,1,4,4,1,9,1,1,1,1,4,1,2,1,2,3,3,2,3,2,2,1,3,1,5,7,8,3,8,5,3,2,35
1,87,1062,2,11,5,2,3,5,1,5,2,3,7,2,5,10,1,2,1,1,2,1,1,3,1,2,1,1,14,4,3,3,2,1,1,2,3,5,1,1,2,3,1,1,1,1,1,1,4,2,4,1,2,3,2,2,3,4,3,2,1,2,2,1,2,87,1062,1,5,4,2,2,1,2,3,7,1,0,0,0,1,1,2,1,2,3,4,1,1,2,2,1,3,1,1,2,10,3,0,3,1,2,8
1,87,1063,2,11,5,3,3,3,1,5,7,7,8,9,2,13,2,1,2,1,2,1,2,2,1,4,2,2,7,4,2,2,4,1,2,3,3,2,2,2,2,3,1,1,1,1,1,3,3,4,4,3,5,2,3,1,2,4,2,2,1,1,2,2,2,87,1063,1,5,1,1,2,1,2,3,3,1,1,1,1,4,1,4,1,2,4,4,4,2,2,5,1,3,1,2,6,7,3,6,3,3,2,15
1,87,1064,2,3,2,2,3,2,2,6,5,13,8,8,6,1,2,3,1,3,1,1,1,3,1,1,2,2,9,2,3,3,2,1,2,2,2,1,2,3,2,4,2,1,3,2,1,1,4,3,4,2,1,4,1,5,2,4,3,2,1,2,2,1,2,87,1064,1,4,1,2,1,4,5,4,3,2,1,1,1,3,1,1,1,1,3,6,2,1,1,2,1,3,1,5,6,0,2,0,4,3,2,62
1,87,1065,2,4,1,1,1,3,1,5,7,7,7,6,1,10,1,2,3,1,4,1,3,2,1,2,2,1,14,4,6,1,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,3,1,1,4,3,1,1,5,5,3,4,4,1,3,3,3,3,2,87,1065,4,4,0,1,1,0,0,3,5,2,1,2,2,1,1,1,1,3,4,5,4,1,1,0,1,3,1,3,5,6,3,0,4,3,2,3
1,87,1066,2,6,1,1,1,4,2,6,5,5,8,2,4,1,3,4,1,2,1,3,1,3,3,1,1,4,5,4,0,3,2,2,3,3,3,3,2,2,2,3,1,1,1,2,1,1,1,1,4,3,2,4,4,5,4,4,3,2,2,1,2,2,2,87,1066,4,5,1,2,2,2,3,2,4,1,1,1,1,4,3,4,2,4,1,2,1,2,3,1,1,3,1,5,6,7,5,0,4,6,2,16
1,87,1067,2,6,1,1,1,1,1,5,2,2,7,3,4,10,1,1,2,1,3,2,2,2,1,1,1,2,2,1,0,3,1,1,1,3,2,2,1,1,2,3,2,1,1,1,1,3,4,3,3,3,1,3,1,3,2,4,2,2,2,1,2,1,2,87,1067,1,5,1,1,1,2,1,3,2,2,2,2,1,1,1,2,2,3,3,1,2,2,2,6,1,3,1,2,7,8,3,0,3,1,2,10
1,87,1068,2,7,1,1,1,4,1,5,2,2,7,7,4,1,1,2,2,2,2,2,2,3,3,3,5,1,2,0,2,2,2,2,2,1,3,5,1,2,2,1,1,1,1,1,1,3,2,3,3,2,0,2,3,2,2,2,2,1,1,2,2,2,2,87,1068,1,5,1,1,1,1,1,3,9,2,2,2,2,5,4,4,2,2,3,1,1,1,2,5,1,3,3,3,5,7,3,0,2,1,12,9
1,87,1069,2,7,1,1,1,2,1,5,2,9,7,2,4,8,1,2,3,3,2,2,3,2,2,5,2,2,9,4,1,2,4,1,2,3,4,2,2,2,2,2,2,1,2,0,2,1,2,3,4,3,5,5,2,5,2,4,2,2,1,1,2,2,2,87,1069,1,5,1,2,2,1,4,2,13,2,1,2,1,2,1,2,2,2,3,5,4,2,2,6,2,3,1,2,5,8,3,6,4,1,10,4
1,87,1070,2,7,1,1,1,1,1,5,2,2,8,3,4,1,1,2,3,1,3,2,3,2,2,2,2,2,2,6,2,1,2,2,2,3,2,1,2,2,2,4,5,2,3,4,2,1,2,3,4,3,3,4,2,2,2,4,3,2,2,2,1,2,2,87,1070,4,4,2,1,1,2,3,3,9,1,1,2,2,2,2,4,2,2,3,4,5,1,3,2,1,3,1,5,6,8,3,0,4,1,10,1
1,87,1071,2,2,1,1,1,5,2,5,2,2,1,7,6,1,3,5,1,2,4,4,2,3,5,1,1,1,2,4,6,2,4,1,3,3,2,3,3,1,1,4,1,1,2,2,4,1,1,1,4,2,1,4,2,5,3,1,1,2,1,1,2,2,2,87,1071,4,1,4,2,2,2,1,1,7,2,1,1,1,3,1,1,1,2,2,5,4,3,1,5,3,3,3,1,5,6,3,0,4,1,2,1
1,87,1072,2,6,4,3,3,2,1,5,2,2,8,3,4,1,2,2,3,2,4,1,2,1,2,2,2,2,2,4,1,1,1,1,3,1,3,3,2,3,3,1,1,1,1,1,1,3,3,4,3,1,4,4,3,1,3,3,3,1,3,3,3,3,2,87,1072,1,4,4,1,1,1,2,2,9,2,0,0,0,5,1,4,2,2,4,5,2,1,1,2,0,3,0,6,0,0,1,0,4,1,12,12
1,87,1073,2,2,5,2,3,4,2,5,2,4,1,1,3,11,3,4,1,2,1,3,1,3,3,2,2,1,4,4,2,3,1,2,3,1,3,3,2,2,2,2,1,1,1,1,1,1,2,1,2,3,1,4,2,5,3,3,1,2,2,1,1,1,2,87,1073,2,4,4,2,4,1,2,3,2,2,2,2,2,5,4,3,1,3,3,5,4,1,2,5,1,3,1,5,8,11,3,7,3,1,10,6
1,87,1074,2,9,1,1,1,6,1,5,5,8,7,2,4,3,2,4,1,2,2,3,2,1,3,2,2,2,8,4,2,3,2,2,3,2,3,3,2,2,2,2,3,1,1,2,2,3,2,3,3,1,1,4,2,2,3,3,2,2,1,2,2,2,2,87,1074,1,5,4,2,2,1,2,3,2,2,2,2,2,5,2,2,1,2,2,2,2,2,2,1,1,3,1,3,6,9,3,5,3,1,1,36
1,87,1075,2,10,1,1,1,6,1,5,2,11,8,6,1,10,2,4,1,3,1,2,1,3,2,2,2,2,9,4,2,2,0,2,1,1,2,2,2,2,2,3,2,2,1,1,2,1,1,3,4,1,2,1,1,2,2,1,3,2,2,1,1,1,2,87,1075,2,5,1,2,1,1,2,3,4,2,2,2,2,5,4,2,0,3,3,0,2,2,2,6,1,3,1,3,6,10,3,7,3,1,12,1
1,87,1076,2,10,1,1,1,6,1,5,7,3,7,8,2,4,1,1,2,1,3,1,1,2,1,2,2,1,7,2,5,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1,1,2,1,3,2,1,1,2,1,2,87,1076,2,5,1,1,1,1,3,3,7,2,1,2,2,1,1,4,1,2,4,3,4,1,1,2,1,2,1,2,3,6,3,0,4,1,6,1
1,87,1077,2,10,1,1,1,8,1,5,7,1,8,9,4,1,2,3,3,3,1,3,3,2,2,2,2,2,5,4,6,2,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,2,2,3,4,3,2,2,1,1,1,2,87,1077,2,5,2,1,1,2,3,2,7,1,1,2,2,2,1,3,1,3,4,6,2,2,2,5,1,3,1,5,7,11,3,7,4,7,2,47
1,87,1078,2,9,4,2,3,6,1,5,3,3,7,7,4,5,2,2,3,1,2,2,2,1,1,1,2,1,3,4,2,2,1,2,3,2,3,2,2,2,1,3,1,1,1,1,2,2,2,3,3,2,2,5,3,2,3,2,3,1,1,1,2,2,2,87,1078,3,5,3,2,1,3,3,2,6,1,2,2,1,2,1,2,1,2,1,2,1,1,2,5,1,3,1,1,2,10,3,0,4,1,8,3
1,87,1079,2,9,4,2,3,6,1,5,7,7,7,9,1,1,1,1,1,2,2,3,2,2,1,2,2,1,4,4,3,3,3,5,3,2,3,2,2,2,3,4,2,2,2,2,2,3,3,3,4,1,2,4,3,4,3,3,0,1,1,1,2,1,2,87,1079,3,4,3,2,1,4,5,1,13,1,1,1,1,4,2,5,2,3,3,6,5,2,2,1,1,3,1,4,6,7,3,0,6,3,2,80
1,87,1080,2,10,5,2,3,6,1,5,7,7,8,7,4,1,1,1,2,1,2,3,2,2,2,3,2,1,9,4,6,3,4,1,3,3,3,2,1,1,2,1,1,1,2,1,1,2,1,3,4,1,1,3,1,3,3,2,1,2,2,1,1,1,2,87,1080,2,5,1,1,1,3,4,1,3,2,1,2,2,1,2,2,1,2,3,6,2,1,2,5,1,3,1,5,6,8,3,7,5,7,1,13
1,87,1081,2,4,1,1,1,7,1,5,7,1,8,9,3,1,1,5,1,2,1,4,3,1,2,2,2,3,1,4,1,1,2,1,3,2,1,3,1,3,3,3,1,1,1,1,1,1,2,1,4,3,1,5,2,2,2,1,2,2,1,1,1,1,2,87,1081,2,3,1,1,1,1,2,3,9,1,1,1,1,4,1,2,1,3,3,2,2,1,1,5,1,3,1,3,7,8,3,7,3,7,2,40
1,87,1082,2,5,1,1,1,6,1,5,7,9,12,4,5,10,1,2,1,2,3,2,1,2,1,2,2,2,9,4,6,2,4,2,3,3,1,1,1,1,1,3,2,2,2,2,2,2,2,6,3,1,2,3,2,5,3,1,2,2,2,1,1,1,2,87,1082,4,4,2,1,1,1,2,3,7,1,1,1,1,4,1,3,1,3,4,4,3,2,2,5,1,3,1,2,5,11,3,0,3,3,2,66
1,87,1083,2,6,1,1,1,6,1,5,5,9,10,7,5,10,1,1,1,2,2,3,1,2,2,1,2,1,4,4,2,3,1,1,2,1,2,1,1,1,2,3,2,1,1,1,1,1,2,1,4,2,1,4,2,2,2,4,3,2,1,1,1,1,2,87,1083,1,2,1,1,1,1,2,3,2,2,2,2,2,5,4,2,1,2,3,5,2,1,1,7,3,3,3,3,6,11,3,7,3,1,5,2
1,87,1084,2,6,1,1,1,6,2,5,7,7,10,8,4,5,1,2,2,2,1,3,2,2,1,2,2,2,4,4,6,3,1,2,3,2,3,2,2,2,3,2,2,1,2,2,1,3,3,10,3,1,5,3,2,2,3,4,4,2,1,1,1,2,2,87,1084,3,4,4,2,2,1,2,3,7,1,1,1,1,4,1,4,1,3,4,6,4,2,2,6,1,3,1,3,6,7,3,7,3,3,2,28
1,87,1085,2,7,1,1,1,7,1,5,7,9,10,9,5,1,1,4,1,2,2,3,1,1,3,2,2,3,9,4,6,1,2,1,3,3,4,2,2,2,1,3,2,2,1,4,2,3,3,8,2,1,2,4,3,3,3,3,2,2,1,1,2,2,2,87,1085,2,1,4,2,2,1,2,3,1,1,1,1,1,4,2,4,2,2,4,6,5,3,4,5,1,3,1,1,3,6,3,0,3,7,1,2
1,87,1086,2,2,1,1,1,8,1,5,2,12,10,7,4,10,1,2,1,2,3,2,2,2,1,2,2,2,1,2,6,3,4,1,2,3,3,2,2,2,2,3,2,1,4,2,2,2,3,3,3,1,2,2,1,2,3,3,3,2,2,1,1,2,2,87,1086,2,5,1,1,1,2,3,2,3,1,2,1,1,3,1,4,1,2,2,4,3,2,2,5,1,3,1,1,6,11,3,8,4,2,4,20
1,87,1087,2,11,1,1,1,6,1,5,2,2,1,10,4,1,3,4,1,3,2,3,1,3,3,3,3,2,0,4,6,1,3,1,2,3,1,1,1,1,2,3,1,1,1,1,1,1,4,1,4,2,1,2,1,1,1,1,3,1,2,1,1,1,2,87,1087,2,5,1,1,1,2,3,1,13,2,1,1,1,3,1,2,1,1,3,6,3,1,1,1,1,3,1,1,3,11,3,4,4,1,2,5
1,87,1088,1,11,2,4,3,4,1,5,11,11,7,9,4,10,1,2,2,1,1,2,1,2,1,1,1,3,11,4,1,3,4,1,3,1,3,1,2,1,2,2,1,1,1,1,1,2,3,5,4,3,1,4,3,2,4,1,2,2,2,1,2,1,2,87,1088,4,5,3,1,1,1,2,3,2,1,1,1,1,4,1,4,1,2,3,5,2,1,1,2,1,3,1,1,3,9,3,0,3,6,2,23
1,87,1089,1,8,1,1,1,4,1,5,2,9,10,8,4,5,1,3,1,3,2,1,1,3,1,1,1,1,9,4,1,2,3,1,1,3,2,1,2,1,1,4,2,2,2,1,2,1,1,1,4,3,1,2,1,1,2,1,2,2,2,1,1,1,2,87,1089,2,5,1,1,1,2,2,3,3,2,1,1,2,2,1,1,1,3,3,4,1,1,2,5,1,3,1,1,2,4,3,7,4,1,10,5
1,87,1090,1,9,1,1,1,5,3,6,2,2,8,7,4,1,1,2,1,2,2,3,1,2,4,2,2,3,2,4,2,3,3,3,3,3,1,2,1,1,2,3,2,2,1,2,2,1,4,1,4,3,1,2,3,2,2,1,3,2,2,1,1,1,2,87,1090,2,5,4,2,2,1,2,3,4,1,1,2,2,2,2,4,2,3,3,5,3,2,2,5,1,3,1,2,3,9,3,7,3,2,3,18
1,87,1091,1,9,1,1,1,4,1,5,7,9,8,6,4,1,1,2,1,2,1,3,1,2,1,1,2,2,9,4,2,3,4,1,2,1,2,4,2,2,2,3,1,1,1,1,2,1,2,2,4,3,5,1,2,5,4,2,2,1,1,1,1,1,2,87,1091,1,5,3,1,1,2,4,2,9,1,1,1,1,4,1,1,1,2,1,1,2,1,1,5,1,3,1,2,10,11,3,0,4,7,1,28
1,87,1092,1,9,1,1,1,1,1,6,7,13,8,8,4,8,2,1,1,2,3,3,2,1,3,3,1,2,1,5,6,1,1,2,2,1,2,2,2,1,2,3,2,2,2,2,2,3,2,3,1,1,1,1,1,1,3,3,3,2,1,1,1,1,2,87,1092,2,5,2,2,1,1,2,2,8,1,2,2,1,2,1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,7,4,7,2,61
1,87,1093,1,10,1,1,1,5,1,5,7,7,7,9,5,1,1,2,2,1,2,1,1,2,1,2,2,1,7,4,5,1,3,2,1,1,2,1,2,2,1,3,2,2,2,2,2,3,2,3,4,1,1,1,1,1,2,2,2,1,2,1,1,1,2,87,1093,2,5,1,1,1,1,0,5,13,2,1,1,1,3,1,4,1,3,3,4,4,1,2,5,1,1,1,1,2,6,5,4,4,7,1,10
1,87,1094,1,10,1,1,1,4,1,5,2,11,10,5,4,5,2,4,1,2,3,3,2,2,1,1,1,1,11,4,6,1,4,1,2,3,2,1,2,2,1,2,2,1,1,1,1,1,4,3,4,3,5,5,5,1,1,1,3,2,2,1,2,1,2,87,1094,2,5,5,1,1,1,1,1,9,1,1,2,2,2,1,3,1,2,3,1,2,2,1,2,1,3,1,1,4,6,3,8,4,1,2,6
1,87,1095,1,10,1,1,1,4,1,6,3,3,6,9,4,10,1,2,2,1,3,2,2,2,1,1,1,1,3,2,5,1,3,1,1,3,1,1,2,1,1,3,1,1,1,1,2,3,1,2,4,3,4,5,5,5,3,2,2,1,1,3,3,3,2,87,1095,1,5,1,1,2,1,1,3,4,0,0,1,0,1,1,4,1,2,3,2,2,1,2,2,1,0,1,2,5,8,3,0,2,6,2,38
1,87,1096,1,10,1,1,1,3,1,5,2,8,8,8,2,1,2,4,1,2,1,4,1,1,3,2,2,2,8,4,6,1,4,2,3,4,2,5,1,1,1,1,1,1,2,2,2,1,2,1,2,1,5,5,5,5,3,4,4,2,2,1,1,1,2,87,1096,2,5,4,0,4,4,5,4,13,1,0,0,0,1,1,2,1,3,3,4,2,1,2,0,1,0,1,1,4,5,3,7,4,1,10,7
1,87,1097,1,10,1,1,1,0,1,5,2,2,1,7,4,10,1,3,2,1,4,1,1,2,1,1,2,1,2,2,5,3,1,0,1,4,1,3,1,1,2,4,2,1,2,1,2,1,1,1,2,2,1,4,2,2,3,3,3,1,2,1,1,1,2,87,1097,1,6,2,1,0,1,2,3,0,1,0,1,1,3,1,1,1,2,3,4,3,1,2,1,1,1,1,0,0,0,0,4,3,1,12,6
1,87,1098,1,11,1,1,1,3,1,5,7,7,8,6,2,1,1,2,2,1,4,2,1,2,2,1,2,1,7,3,6,1,3,4,1,2,1,2,2,1,2,2,3,1,2,2,2,3,1,2,4,3,5,1,1,1,2,2,4,3,1,1,1,1,2,87,1098,2,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,24
1,87,1099,1,10,4,2,3,5,1,5,7,7,7,9,4,10,1,3,1,1,2,2,2,3,3,1,1,1,7,4,6,2,2,2,3,2,3,3,3,2,2,3,1,1,2,2,2,3,3,3,4,1,1,4,4,4,1,1,3,2,1,2,2,1,2,87,1099,1,5,3,2,1,3,4,2,7,2,2,2,1,1,3,4,2,4,3,5,6,4,5,6,1,3,3,1,7,8,3,0,5,1,6,3
1,87,1100,1,10,4,4,3,5,2,5,7,10,7,5,9,1,1,1,2,1,1,1,1,2,1,2,2,1,10,4,2,3,2,1,3,3,3,3,1,2,1,3,1,1,1,1,1,1,1,1,4,2,2,2,1,1,3,2,2,2,2,1,1,1,2,87,1100,2,5,2,1,1,1,3,2,8,1,1,1,1,4,1,2,1,1,3,6,2,1,2,2,1,3,1,3,6,9,3,7,4,3,1,35
1,87,1101,1,10,4,3,2,3,1,5,2,9,8,3,4,3,3,4,1,3,1,2,2,1,2,2,2,3,9,4,3,1,3,2,2,1,3,3,3,3,3,3,3,1,2,2,2,3,4,4,2,1,1,5,3,2,3,4,4,2,1,2,2,2,2,87,1101,1,5,1,1,1,4,5,1,13,2,2,2,2,5,4,5,0,0,0,6,2,1,5,2,2,2,2,1,4,11,3,5,6,1,12,14
1,87,1102,1,11,4,4,3,4,2,5,5,3,8,8,1,1,3,5,1,2,1,4,2,1,3,2,2,0,4,4,0,2,4,2,3,3,3,4,1,1,2,4,1,1,1,1,1,2,3,6,3,1,5,4,2,4,4,4,4,1,2,2,2,1,2,87,1102,4,5,1,1,1,1,2,3,2,1,1,1,2,3,2,2,1,2,3,3,2,1,2,2,1,3,1,3,9,11,3,4,3,2,6,9
1,87,1103,1,8,5,2,3,4,1,5,7,9,10,5,6,9,1,2,1,2,4,3,2,2,2,1,2,1,1,4,6,2,4,2,4,3,2,1,1,2,2,3,1,2,2,2,2,1,2,2,4,3,2,5,3,2,3,1,2,1,1,1,1,1,2,87,1103,1,5,3,2,2,2,2,2,2,2,1,1,1,3,1,6,2,2,1,2,2,2,2,2,1,3,1,2,0,0,1,0,4,7,2,9
1,87,1104,1,9,5,2,3,5,1,5,7,9,5,2,6,5,3,5,1,2,1,3,2,1,3,1,1,2,9,4,4,1,1,2,3,1,3,1,2,1,2,2,2,2,3,1,1,3,2,2,4,3,2,2,2,2,2,2,3,2,1,1,1,2,2,87,1104,2,5,1,1,1,1,1,1,3,0,2,2,2,5,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,66
1,87,1105,1,9,5,3,3,3,1,5,2,13,8,8,4,10,1,2,1,2,1,3,2,3,3,2,2,1,13,4,6,3,2,1,1,4,4,2,3,2,3,3,1,1,5,1,1,1,4,2,4,1,2,4,3,2,3,2,3,2,1,1,1,1,2,87,1105,2,5,3,2,2,1,1,3,4,1,2,1,1,3,2,1,1,2,3,4,3,1,1,5,1,3,1,2,5,11,3,7,2,1,2,2
1,87,1106,1,4,1,1,1,5,2,6,2,9,10,2,1,1,1,2,2,2,3,2,1,2,2,2,2,3,9,4,6,3,2,1,3,3,2,2,2,2,1,4,1,2,2,1,2,1,1,10,3,1,2,4,3,4,1,1,2,2,2,1,1,3,2,87,1106,2,2,5,3,4,1,1,3,4,2,2,2,2,5,4,2,2,2,3,5,2,2,3,2,1,3,1,1,3,5,3,0,2,2,4,23
1,87,1107,1,4,1,1,1,5,2,6,2,9,10,5,3,5,3,5,1,3,4,3,1,1,4,2,2,3,9,4,3,2,4,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,4,1,1,1,2,1,1,1,3,2,1,1,2,1,2,87,1107,1,1,5,3,4,2,4,2,8,1,1,1,1,4,1,2,1,1,3,3,2,1,2,2,1,3,1,3,6,7,3,6,4,6,1,29
1,87,1108,1,4,1,1,1,5,2,5,7,9,12,9,4,5,1,1,3,2,2,1,1,2,1,1,2,1,9,4,2,3,1,2,2,1,1,4,2,2,1,3,1,1,1,2,1,1,2,2,3,1,2,3,2,2,2,1,2,1,2,1,1,1,2,87,1108,3,3,6,2,2,1,2,2,5,1,1,1,1,4,2,2,2,2,4,6,2,1,1,5,1,3,1,2,9,11,3,4,4,3,1,44
1,87,1109,1,4,1,1,1,3,1,5,7,7,10,6,1,8,1,1,2,1,4,1,1,2,2,1,1,1,7,6,6,1,1,2,2,3,2,1,2,1,3,2,2,1,2,2,2,3,3,4,4,2,1,2,1,1,3,2,1,3,2,1,2,1,2,87,1109,2,3,1,1,0,2,2,1,5,2,1,1,2,2,1,1,1,1,1,5,1,1,2,5,1,3,3,2,3,6,3,0,4,3,3,52
1,87,1110,1,5,1,1,1,5,1,5,1,11,8,5,4,1,3,4,1,2,1,4,2,1,3,2,5,4,11,4,6,2,1,1,3,1,3,4,2,2,3,1,2,2,2,2,1,2,4,3,2,1,4,2,1,5,1,4,4,2,1,1,2,1,2,87,1110,2,4,2,1,1,1,1,3,2,1,1,0,0,2,1,4,1,1,1,1,1,1,2,2,1,3,1,2,5,11,3,0,2,1,9,6
1,87,1111,1,5,1,1,1,4,1,5,7,5,4,6,5,10,2,3,3,2,1,1,1,2,2,2,2,1,5,4,6,3,1,2,3,3,2,1,1,1,3,1,1,1,1,1,2,2,2,2,3,2,2,1,2,2,3,1,4,2,1,1,1,1,2,87,1111,1,3,1,1,1,4,0,2,5,1,1,1,1,4,1,2,1,1,3,2,2,1,3,2,1,3,2,2,7,11,3,7,4,3,3,28
1,87,1112,1,5,1,1,1,2,2,5,2,11,8,3,5,1,2,2,1,2,2,3,1,3,5,2,1,2,9,4,1,3,4,2,3,3,2,3,1,1,2,3,2,1,1,2,4,1,4,10,4,1,1,1,5,5,4,4,4,2,1,1,1,2,2,87,1112,4,5,1,1,2,1,1,3,3,1,2,2,2,1,1,2,1,1,4,1,1,2,2,1,1,3,1,1,0,0,1,7,2,1,12,5
1,87,1113,1,6,1,1,1,4,1,5,2,2,10,9,4,10,1,1,2,1,3,1,2,2,2,1,1,1,2,4,2,1,4,1,2,4,1,1,1,1,1,4,2,2,2,2,2,3,4,2,4,1,1,1,2,2,3,2,2,2,1,2,2,1,2,87,1113,4,4,1,1,1,1,3,1,3,2,2,2,2,5,4,4,1,1,3,4,4,3,2,1,1,3,1,1,2,6,3,0,4,1,3,3
1,87,1114,1,7,1,1,1,5,2,6,5,11,8,9,4,10,3,5,1,2,1,4,2,1,4,2,2,3,11,4,2,2,4,1,3,1,1,2,2,3,3,4,1,1,1,1,1,1,2,1,4,3,5,4,3,2,3,2,2,2,2,1,2,1,2,87,1114,2,5,6,2,2,4,5,1,13,2,2,1,2,1,2,4,1,3,3,1,2,2,1,5,1,3,1,4,5,6,3,8,6,6,2,34
