CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.8.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.57.,Q.58.,Q.59.,V.62.,V.63.,V.64.,V.65.,V.66.,V.67.
1,196,727,1,3,3,2,1,4,1,2,5,3,3,1,2,1,10,2,1,2,4,1,8,2,1,2,2,1,4,2,3,1,4,1,1,2,3,2,2,1,2,3,3,2,1,3,1,2,1,2,2,2,3,1,2,3,6,62
1,196,728,3,3,3,1,2,3,1,2,2,4,2,2,4,2,10,4,4,2,2,1,9,2,1,2,2,1,3,2,3,1,6,10,2,2,4,3,2,1,2,2,1,3,1,3,3,2,1,3,3,1,3,1,2,3,5,36
1,196,729,1,2,3,1,2,4,2,1,1,0,4,4,4,4,10,2,1,0,4,3,8,2,1,3,1,0,5,3,3,1,4,11,1,2,0,0,3,2,2,3,4,5,0,5,1,2,1,4,4,1,3,2,2,3,4,67
1,196,730,1,3,3,1,2,4,2,2,0,4,4,4,4,4,1,4,4,4,3,1,4,1,1,1,1,0,0,1,2,1,4,0,1,2,0,1,3,0,2,3,1,3,1,1,1,0,2,0,3,1,3,2,2,3,8,97
1,196,731,1,3,3,0,3,4,2,2,3,0,0,2,4,0,0,3,4,0,4,1,0,2,1,1,0,2,4,1,1,1,0,0,0,2,0,1,3,1,2,0,3,5,0,3,1,1,0,1,1,1,3,2,2,3,8,41
1,196,732,3,4,3,0,2,2,1,1,2,4,4,4,4,1,10,4,1,4,4,1,1,2,1,2,1,1,3,2,2,1,4,4,1,2,2,2,3,2,1,1,3,4,1,2,1,1,1,2,4,1,3,2,2,3,9,19
1,196,733,2,4,4,2,1,4,2,1,2,4,2,4,4,4,10,4,4,4,4,2,2,2,1,1,3,2,3,2,2,3,4,2,1,2,3,4,3,1,2,3,3,5,4,5,1,1,1,2,4,1,3,2,2,3,7,30
1,196,734,1,4,3,3,1,1,1,1,1,1,1,3,4,4,10,4,1,4,3,1,2,1,1,2,2,2,4,2,2,2,2,2,1,1,4,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,3,4,98
1,196,735,1,4,4,3,1,3,1,1,5,4,4,2,3,4,10,2,4,4,4,1,3,1,1,1,3,2,4,2,2,2,5,11,1,2,3,3,3,1,2,1,3,5,3,5,1,1,1,1,4,1,3,2,2,3,7,28
1,196,736,1,4,2,3,1,4,2,1,2,2,4,2,4,4,10,4,3,4,4,1,3,2,1,1,1,2,3,2,2,2,4,10,1,2,2,4,1,2,2,2,3,5,4,5,1,1,1,1,4,1,3,2,2,3,7,22
1,196,737,2,4,2,1,1,2,2,1,1,2,1,4,4,4,10,4,3,1,1,1,3,2,1,2,1,2,4,2,1,1,4,2,1,2,3,3,2,1,2,3,1,4,3,5,1,2,1,1,3,1,3,2,2,3,3,3
1,196,738,2,4,2,3,2,2,2,2,2,3,4,2,4,4,10,2,4,3,4,3,3,1,1,2,1,1,3,1,1,2,4,4,1,2,4,4,1,1,2,3,3,4,4,4,1,1,2,2,2,1,3,2,2,3,8,19
1,196,739,2,4,2,3,2,3,2,1,2,4,2,2,4,3,10,2,2,4,4,2,3,2,1,1,3,2,3,2,2,2,4,2,2,2,3,3,3,2,2,1,2,4,2,5,1,1,1,2,3,1,3,2,2,3,7,66
1,196,740,3,4,2,1,1,2,2,1,2,2,4,2,1,2,10,5,4,3,2,1,3,1,1,1,2,2,3,2,1,1,4,10,2,2,2,2,2,2,2,1,1,2,1,3,0,2,2,1,4,1,3,2,2,3,6,30
1,196,741,3,4,3,1,2,4,1,2,2,2,2,1,4,4,10,2,2,1,2,2,3,2,1,2,2,2,2,1,2,1,4,4,1,2,3,3,0,1,2,0,0,0,0,0,2,2,2,1,2,1,3,2,2,3,8,12
1,196,742,1,4,1,3,2,3,2,1,2,3,4,2,4,1,1,2,4,3,2,1,3,2,1,2,1,1,1,2,3,3,4,1,2,2,3,3,2,2,3,3,4,4,1,4,1,1,2,1,4,1,3,2,2,3,8,45
1,196,743,1,4,4,1,1,4,2,1,2,4,4,4,4,4,10,4,4,4,4,1,4,2,1,2,3,2,3,1,2,1,4,2,1,1,4,2,3,1,3,3,2,5,2,4,1,1,1,2,3,1,3,2,2,3,8,18
1,196,744,2,5,2,1,1,3,1,2,2,1,2,2,4,2,1,2,3,3,5,1,6,1,2,2,2,1,2,2,2,1,0,3,1,1,1,2,2,1,3,3,2,3,2,3,2,1,1,1,2,1,3,2,2,3,1,18
1,196,745,1,5,3,2,1,2,1,2,2,2,2,3,4,4,10,3,2,2,3,2,7,1,2,2,2,1,3,2,2,1,4,1,2,2,2,2,2,2,3,1,2,2,2,3,1,1,1,1,1,1,3,2,2,3,1,7
1,196,746,3,5,3,2,2,2,1,2,2,3,1,2,4,2,3,1,1,1,2,1,4,2,2,1,3,2,4,2,2,2,6,6,2,2,4,4,3,1,2,1,1,5,1,3,2,2,1,1,2,1,3,2,2,3,1,1
1,196,747,2,5,2,1,2,4,2,2,2,2,1,2,4,4,10,2,4,2,4,1,7,1,2,1,3,2,3,2,2,1,4,4,1,1,3,3,3,2,2,3,4,3,2,4,1,2,1,1,3,1,3,2,2,3,1,30
1,196,748,2,4,3,1,2,2,1,2,2,1,1,1,2,1,10,2,2,1,2,1,6,2,1,1,1,2,3,2,2,1,4,3,2,2,2,2,3,1,3,3,1,2,1,2,2,2,1,2,2,2,3,1,2,3,1,45
1,196,749,1,3,2,3,2,2,1,1,2,2,2,2,4,2,10,2,2,2,2,2,4,1,1,1,2,1,2,1,2,2,4,10,1,2,2,2,3,2,2,2,2,2,2,3,2,1,1,1,2,1,3,1,2,3,1,6
1,196,750,3,5,2,1,2,2,1,2,2,2,3,2,3,3,1,2,2,2,5,1,7,2,2,2,2,1,2,2,2,2,4,2,2,1,2,2,3,1,1,1,2,3,2,2,3,2,1,1,3,1,3,2,2,3,1,5
1,196,751,1,4,4,3,2,2,1,1,2,3,2,2,4,3,10,1,4,1,5,1,5,3,1,2,1,1,1,2,3,1,5,9,1,2,4,2,2,1,2,1,1,3,1,3,2,2,1,1,4,1,3,1,2,3,1,40
1,196,752,1,4,4,1,1,3,1,2,2,4,4,4,3,3,10,4,3,2,3,2,6,2,2,2,1,2,4,1,2,2,6,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,2,3,3,47
1,196,753,2,4,4,3,2,3,2,1,1,4,4,3,4,4,10,4,3,4,2,1,9,2,3,3,3,2,3,1,1,1,6,4,1,1,3,0,1,1,2,3,1,4,1,4,1,1,1,1,2,1,3,2,2,3,3,13
1,196,754,3,4,3,5,1,2,1,2,1,2,4,1,4,4,10,2,2,1,2,1,5,2,2,1,2,1,3,2,2,1,4,0,2,2,2,0,2,1,3,1,1,3,2,3,2,1,1,1,1,1,3,2,2,3,4,75
1,196,755,1,4,3,0,2,3,2,2,2,4,4,2,3,4,10,2,4,2,2,1,4,3,4,0,0,0,0,4,0,4,7,10,1,2,4,2,1,1,0,3,3,4,1,1,1,1,1,1,2,1,3,2,2,3,3,64
1,196,756,2,4,3,3,2,3,2,2,1,4,4,2,4,4,10,4,2,2,3,1,6,2,1,2,3,2,3,2,1,3,4,1,1,2,4,4,2,1,2,3,2,3,1,5,1,2,1,1,5,1,3,1,2,3,4,5
1,196,757,3,4,3,3,1,2,1,2,2,2,4,2,4,1,10,3,2,1,2,1,6,2,1,2,1,2,4,2,3,2,6,11,2,1,3,3,3,2,2,3,1,1,1,2,2,2,2,1,4,1,3,1,2,3,9,27
1,196,758,3,4,3,3,2,4,2,1,1,3,1,4,4,1,1,4,2,1,4,1,6,1,1,1,3,0,0,4,0,4,6,4,1,1,4,3,3,1,2,3,1,1,1,1,2,1,1,2,3,1,3,1,2,3,9,34
1,196,759,3,4,5,1,2,3,2,1,2,3,2,3,4,4,10,2,2,2,3,1,6,2,1,2,2,2,4,2,3,1,4,2,1,1,3,3,2,2,2,3,2,3,1,3,2,1,1,1,1,1,3,1,2,3,4,2
1,196,760,3,4,3,3,1,2,1,1,2,3,2,4,4,2,10,3,4,1,2,1,6,2,1,2,2,2,2,2,2,1,4,3,2,2,2,1,2,2,3,3,1,2,1,2,2,1,2,1,3,1,3,1,2,3,9,48
1,196,761,1,4,1,1,1,3,1,2,2,1,2,2,1,3,10,3,2,2,2,1,7,2,1,2,1,1,1,2,3,3,4,2,1,2,2,3,1,1,1,2,1,1,1,5,1,1,1,1,2,1,3,1,2,3,5,19
1,196,762,1,4,1,3,2,4,1,1,2,3,4,4,4,2,10,2,4,2,4,1,7,2,1,2,1,2,4,2,2,1,4,2,1,2,3,3,2,1,3,3,2,3,1,5,1,2,1,1,4,1,3,1,2,3,9,26
1,196,763,1,4,2,3,1,4,2,2,1,3,2,4,4,4,10,4,3,2,5,2,7,2,1,2,2,2,3,1,1,3,4,11,2,2,3,2,3,2,3,2,3,3,3,5,2,2,2,2,2,2,3,1,2,3,4,32
1,196,764,2,4,2,3,2,2,2,1,2,2,1,2,4,1,10,4,1,1,4,1,7,2,1,1,1,2,4,2,3,1,4,4,1,2,2,3,0,2,1,1,2,1,1,4,1,1,1,1,3,2,3,1,2,3,7,35
1,196,765,2,4,3,1,2,3,2,2,2,3,3,2,4,2,10,4,3,2,3,2,7,2,1,1,2,2,3,2,1,2,4,10,1,2,3,2,2,1,2,3,2,3,2,3,2,2,1,2,2,1,3,1,2,3,8,50
1,196,766,3,5,1,1,1,2,2,1,2,2,2,1,3,3,10,2,3,1,2,2,4,2,1,2,3,1,3,1,1,2,3,2,2,2,2,3,1,1,3,3,2,3,2,2,1,2,2,1,2,0,2,1,2,2,5,61
1,196,767,1,4,3,1,2,3,2,2,4,4,3,2,2,4,10,2,4,1,5,3,6,1,1,1,2,1,1,1,1,1,6,6,1,2,2,2,0,1,3,3,4,3,1,3,2,1,2,1,4,1,2,1,2,2,5,52
1,196,768,3,2,3,1,1,2,1,1,2,4,4,2,4,4,10,1,2,1,1,1,5,2,1,1,2,0,4,1,1,1,6,9,2,2,2,1,3,1,2,3,1,3,1,3,2,2,2,1,2,1,2,1,2,2,5,58
1,196,769,2,5,1,1,1,2,1,1,2,1,2,1,1,4,10,2,4,1,2,1,7,2,1,2,1,1,2,2,1,1,2,2,2,0,2,2,2,1,3,1,1,2,2,2,1,2,2,1,3,1,2,1,2,2,5,53
1,196,770,1,1,3,1,1,2,1,1,2,2,2,2,2,2,10,2,2,1,2,1,6,1,1,2,1,1,1,2,1,1,3,10,2,2,2,1,3,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,5,37
1,196,771,2,3,3,1,1,2,1,1,2,1,0,1,3,1,0,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,3,11,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,28
1,196,772,3,4,4,3,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,5,2,1,2,2,0,2,2,2,1,4,11,2,2,1,1,3,1,2,1,1,2,1,2,2,2,2,1,4,1,2,1,2,2,5,33
1,196,773,2,5,1,1,2,3,2,1,1,2,2,2,2,1,10,4,4,1,3,1,2,1,1,2,2,1,3,1,1,1,2,10,1,2,3,3,3,1,3,1,3,3,3,4,2,2,2,1,2,1,2,1,2,2,6,6
1,196,774,3,4,2,1,2,4,2,1,2,2,2,1,2,3,10,2,3,1,2,1,5,1,1,2,2,1,3,2,2,1,3,2,1,1,3,2,2,1,2,1,1,3,1,2,0,0,2,0,5,2,2,1,2,2,6,62
1,196,775,1,3,3,1,2,2,2,1,2,2,1,1,2,3,0,1,2,1,1,2,6,1,1,2,2,1,2,1,1,1,6,2,1,2,4,2,3,1,2,2,0,3,3,3,2,1,1,1,4,2,2,1,2,2,6,41
1,196,776,3,3,1,3,2,3,2,1,2,3,3,3,4,3,10,1,4,2,5,2,4,1,1,2,2,1,2,2,1,2,2,0,2,2,2,2,3,0,3,3,2,3,2,0,2,1,2,1,2,1,2,1,2,2,6,59
1,196,777,3,4,3,1,1,2,2,1,2,2,0,2,3,3,10,2,2,2,3,2,5,1,1,2,1,2,5,1,2,2,3,11,1,2,3,2,2,1,2,1,4,3,2,3,2,1,1,1,2,1,2,1,2,2,6,18
1,196,778,2,5,4,0,3,2,2,2,2,2,3,1,1,3,10,2,2,2,3,1,5,2,1,2,2,1,1,1,1,1,6,1,2,2,3,1,2,1,1,3,4,3,4,1,1,1,2,1,1,1,2,1,2,2,6,30
1,196,779,2,5,3,1,1,3,1,1,2,3,3,2,3,3,10,3,4,2,3,1,5,1,1,2,2,2,3,1,3,2,6,2,1,2,2,2,2,1,1,3,3,3,3,4,1,1,1,1,2,1,2,1,2,2,6,40
1,196,780,1,3,2,1,2,2,1,1,2,2,2,2,3,3,1,2,2,2,3,2,8,1,1,1,3,0,3,1,1,2,2,2,2,2,4,2,3,2,2,1,2,1,2,3,1,2,2,1,2,1,2,1,2,2,6,10
1,196,781,2,5,1,1,1,3,2,1,4,2,1,3,4,2,10,2,4,2,5,2,5,1,1,2,1,1,3,1,1,3,3,2,1,2,4,3,3,1,2,1,2,1,1,3,2,1,2,2,3,2,2,1,2,2,6,60
1,196,782,1,5,1,1,2,2,1,2,2,2,1,1,3,2,10,2,3,1,2,1,4,1,1,2,2,1,2,2,2,1,2,10,2,1,1,1,3,2,1,1,2,2,2,2,1,1,0,2,2,1,2,1,2,2,6,21
1,196,783,2,5,1,1,1,2,2,1,2,2,2,1,1,3,10,1,2,1,2,1,5,1,1,2,1,1,2,1,1,1,2,2,1,2,3,2,3,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,6,61
1,196,784,3,3,3,2,1,2,2,1,2,3,2,2,4,2,2,3,3,1,1,1,8,1,1,2,0,0,0,1,1,2,2,2,2,2,1,3,3,1,2,1,2,2,1,2,2,0,2,0,5,1,2,1,2,2,6,68
1,196,785,1,5,3,1,1,2,1,1,2,3,2,1,3,4,10,2,2,1,1,1,4,1,1,2,1,2,4,1,2,1,3,2,1,1,4,2,0,2,3,3,1,2,2,5,1,2,1,1,2,1,2,1,2,2,6,63
1,196,786,2,1,3,1,1,5,1,1,2,0,3,5,3,0,10,5,3,1,1,1,9,1,1,2,1,0,1,2,2,1,6,10,2,1,1,1,3,1,1,1,1,2,1,2,1,2,2,0,5,0,2,1,2,2,6,28
1,196,787,1,5,5,1,2,3,2,1,4,4,4,1,3,3,10,3,1,1,3,2,6,1,1,2,3,2,1,1,2,1,6,0,1,2,2,2,1,1,2,1,2,3,3,3,1,1,1,1,2,2,2,1,2,2,5,16
1,196,788,1,4,3,1,2,3,2,1,3,1,4,3,4,4,10,3,4,2,3,1,4,2,1,1,2,1,0,1,1,1,3,3,1,1,2,3,3,2,3,2,3,1,1,5,1,2,1,1,2,1,2,1,2,2,5,17
1,196,789,2,3,4,1,2,2,2,1,3,2,2,2,2,2,1,2,2,2,5,1,8,2,1,1,2,2,2,1,2,1,5,11,1,2,4,2,1,1,2,1,3,1,3,3,1,1,1,1,2,1,2,1,2,2,5,32
1,196,790,3,6,3,1,1,2,1,1,3,2,1,1,4,2,1,2,1,2,2,1,5,2,1,2,1,1,3,1,1,1,2,10,2,2,3,1,3,1,3,1,2,2,1,4,1,2,2,1,2,1,2,1,2,2,5,39
1,196,791,2,5,2,1,2,4,2,1,3,4,4,4,2,4,10,3,3,2,4,3,5,1,1,1,2,0,1,2,2,1,2,0,1,1,4,1,2,2,1,3,3,2,1,5,1,1,1,1,1,0,2,1,2,2,5,50
1,196,792,1,5,1,1,1,3,2,1,6,3,3,2,3,3,10,2,4,2,2,1,7,2,1,1,2,1,2,3,2,1,3,1,1,2,3,2,3,2,1,3,3,2,2,2,1,1,1,1,2,1,2,1,2,2,5,65
1,196,793,1,3,4,3,1,4,2,1,1,4,1,1,1,1,2,4,4,1,2,3,5,1,1,3,1,2,3,2,1,1,2,11,1,2,2,3,1,1,1,3,1,2,2,1,2,1,1,2,2,1,2,1,2,2,5,59
1,196,794,3,3,5,1,2,4,2,1,2,4,3,2,1,4,10,2,2,2,3,2,4,2,2,1,3,2,3,2,3,2,9,0,2,1,2,2,1,2,2,1,2,4,1,2,1,2,1,2,3,1,2,2,2,2,6,1
1,196,795,1,5,1,2,1,3,1,2,4,3,3,2,4,2,4,4,5,2,2,2,7,2,2,2,1,1,2,1,1,2,0,0,0,0,2,2,1,1,2,1,3,4,2,4,1,2,1,1,2,2,2,2,2,2,4,37
1,196,796,3,4,1,1,1,1,1,1,2,1,2,1,3,3,10,1,3,4,4,1,3,1,2,2,1,2,3,1,1,3,2,10,1,2,3,2,3,2,2,1,4,4,4,2,2,2,1,1,1,1,2,2,2,2,5,21
1,196,797,2,4,3,1,1,2,2,1,2,3,2,3,4,4,10,4,4,2,2,1,6,2,1,2,2,2,4,1,1,1,6,4,2,2,4,2,2,2,1,3,1,5,1,3,2,1,1,1,4,2,2,2,2,2,7,11
1,196,798,1,3,3,1,2,2,2,0,2,4,2,2,4,4,1,2,4,2,5,1,5,1,1,2,1,1,2,1,1,1,6,8,1,2,4,3,2,2,2,3,3,5,3,5,1,1,2,1,2,1,2,2,2,2,4,11
1,196,799,3,5,3,1,2,2,1,1,1,2,3,2,4,2,1,4,2,2,3,2,4,2,1,2,2,2,3,1,1,2,6,3,1,2,4,2,1,2,2,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,30
1,196,800,3,3,3,1,3,2,0,0,0,2,1,1,4,2,0,1,3,1,1,1,6,3,2,0,2,1,3,2,1,1,6,0,2,1,0,3,0,1,1,3,0,0,3,0,3,1,2,3,4,2,2,2,2,2,8,37
1,196,801,2,3,4,0,1,2,1,1,2,2,0,3,3,3,0,4,4,2,2,1,5,2,4,2,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,1,2,2,2,2,7,34
1,196,802,3,1,2,1,2,2,2,2,2,3,3,3,3,4,1,2,4,1,0,1,0,3,4,0,0,0,0,1,1,2,3,0,0,0,2,2,2,0,3,1,2,0,2,2,0,1,0,1,2,1,2,2,2,2,5,30
1,196,803,2,3,3,0,3,2,2,2,3,0,0,5,2,3,10,3,4,3,2,1,7,2,1,0,0,2,4,2,0,2,1,3,0,0,0,0,0,1,0,0,1,0,0,5,2,2,0,0,5,0,2,2,2,2,7,58
1,196,804,1,1,3,0,3,5,1,0,2,0,0,5,1,1,0,5,5,3,1,1,5,2,1,0,2,1,1,2,3,1,2,0,0,2,1,0,0,0,0,0,0,0,0,0,3,2,1,0,5,1,2,2,2,2,7,16
1,196,805,2,3,1,1,3,4,1,2,4,4,0,2,4,1,1,4,3,0,2,1,6,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,1,1,0,4,4,1,2,0,0,5,0,2,2,2,2,7,37
1,196,806,1,4,2,3,2,2,0,2,0,2,1,2,4,3,10,4,6,4,0,5,7,1,1,1,1,0,0,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,2,0,1,1,1,2,2,2,2,6,22
1,196,807,1,4,3,1,2,4,2,1,4,4,2,3,4,4,4,4,2,4,4,1,5,1,1,1,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,1,2,2,2,2,6,8
1,196,808,3,4,3,2,2,3,0,1,4,4,2,1,4,4,2,1,4,2,3,2,6,1,1,1,2,2,3,1,1,1,6,8,1,2,2,3,2,1,3,3,2,4,3,4,1,1,2,1,5,1,2,2,2,2,4,7
1,196,809,3,4,3,1,1,4,2,1,2,3,0,2,4,4,10,4,4,2,3,1,5,2,1,1,2,2,3,1,1,1,6,9,1,2,3,4,1,1,2,3,1,4,1,3,2,1,1,2,2,1,2,2,2,2,1,36
1,196,810,1,4,1,1,1,5,1,1,0,0,0,2,2,4,2,2,4,2,4,1,4,1,1,2,3,2,3,1,3,1,6,2,1,2,3,3,3,1,2,3,4,3,3,4,1,2,1,1,1,1,2,1,2,2,8,61
1,196,811,1,1,3,1,3,3,2,1,2,4,2,1,4,2,10,4,4,2,3,1,4,2,1,1,2,1,3,2,2,1,6,4,1,2,1,4,3,2,3,3,2,3,1,5,1,1,1,2,2,1,2,1,2,2,8,40
1,196,812,2,2,4,1,1,1,1,1,2,1,1,1,1,0,3,1,1,1,2,1,5,2,1,1,0,1,0,4,0,4,1,0,0,2,2,1,3,0,0,3,1,3,4,3,2,2,0,1,2,1,2,1,2,2,8,34
1,196,813,1,5,3,1,1,2,1,1,1,3,1,1,4,4,2,4,4,1,4,1,7,2,1,1,0,2,5,2,0,1,2,2,1,1,1,1,1,2,1,3,1,1,1,5,2,2,1,2,2,1,2,1,2,2,8,56
1,196,814,3,1,3,2,1,1,1,2,2,1,1,1,1,1,10,1,1,1,1,1,5,2,1,2,2,1,1,2,3,1,4,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,8,10
1,196,815,2,4,2,2,1,3,2,1,2,4,2,3,4,4,10,2,4,2,2,1,3,2,1,3,1,2,4,2,2,1,6,1,1,2,2,2,2,2,0,1,1,1,2,3,2,1,1,1,2,0,2,1,2,2,8,3
1,196,816,2,4,3,0,3,5,0,1,2,0,1,2,4,3,2,2,4,1,2,1,4,2,1,1,2,2,2,2,2,3,7,9,1,1,2,1,2,2,1,3,1,2,2,2,2,1,2,0,5,0,2,1,2,2,8,31
1,196,817,1,2,3,0,3,4,2,2,2,1,4,2,4,4,1,2,2,1,4,1,6,2,1,2,1,2,5,1,1,2,6,10,1,2,4,1,3,2,1,2,1,2,2,2,1,2,1,1,4,1,2,1,2,2,8,6
1,196,818,2,1,4,3,1,5,1,1,2,4,4,1,2,4,10,2,4,1,0,1,1,2,1,2,1,0,2,2,2,1,6,5,1,2,1,0,2,2,3,2,1,2,1,3,0,2,1,0,5,0,2,1,2,2,8,7
1,196,819,2,3,3,1,3,2,1,1,2,2,1,1,4,2,5,1,3,1,1,1,6,2,1,2,1,1,1,2,1,1,6,1,2,1,2,1,3,1,3,3,1,2,1,2,2,2,2,2,2,1,2,1,2,2,8,60
1,196,820,2,4,1,2,1,2,1,1,2,2,2,2,4,4,1,1,4,2,2,1,4,2,1,2,1,1,3,2,2,1,2,9,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,8,11
1,196,821,1,3,3,1,2,4,1,1,3,4,1,3,4,4,1,4,6,2,4,1,5,2,1,0,0,2,4,1,1,1,2,10,1,2,4,0,3,1,2,3,3,2,4,5,1,1,1,1,1,1,2,1,2,2,8,43
1,196,822,2,2,2,0,3,4,2,2,3,4,4,2,3,4,10,4,4,2,5,3,7,2,1,3,1,1,4,1,1,1,7,6,1,2,3,2,3,2,3,3,2,2,1,2,2,2,1,2,1,1,2,1,2,2,8,28
1,196,823,3,1,1,1,1,2,2,1,3,2,3,2,4,2,10,2,3,2,2,1,9,2,1,2,1,2,5,1,1,1,6,9,2,1,2,2,2,1,1,3,2,2,1,2,2,2,1,2,2,1,2,1,2,2,8,50
1,196,824,3,3,3,0,3,2,1,1,1,2,2,2,4,2,0,4,4,2,4,1,3,1,1,1,0,2,4,1,1,1,6,11,1,1,0,2,1,0,2,2,1,2,1,1,2,0,0,1,2,1,2,1,2,2,8,45
1,196,825,3,2,3,3,1,1,1,1,2,1,1,1,3,2,10,2,2,1,1,1,4,2,1,2,1,0,3,1,1,1,2,1,2,1,1,1,3,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,8,20
1,196,826,2,5,3,3,1,3,1,1,2,3,3,1,4,2,0,2,4,2,3,2,8,1,1,2,0,0,1,1,1,1,6,10,2,2,2,2,3,1,2,3,2,2,1,1,2,2,1,1,2,1,2,1,2,2,6,33
1,196,827,1,5,3,1,1,3,2,1,4,4,0,2,4,4,1,4,4,2,2,1,5,1,1,2,2,1,5,2,2,4,6,8,1,2,1,2,3,1,2,1,4,2,1,4,1,2,2,1,1,1,2,1,2,2,6,77
1,196,828,1,3,3,2,2,4,2,2,2,2,1,2,4,2,1,3,4,2,4,2,6,2,1,2,2,2,5,2,2,2,2,2,1,2,4,3,3,2,2,2,2,3,1,2,2,2,1,1,1,1,2,1,2,2,7,39
1,196,829,2,3,3,0,3,4,2,1,1,4,2,3,2,3,10,4,4,2,3,1,5,2,1,3,1,1,4,1,2,1,2,8,1,1,4,3,2,1,2,0,2,3,1,2,2,2,1,3,2,1,2,1,2,2,7,46
1,196,830,3,5,1,2,2,4,2,2,2,4,3,2,4,4,10,4,4,2,5,2,5,2,1,2,2,2,3,1,1,2,6,10,2,2,3,3,2,1,3,3,2,3,2,3,2,2,1,2,3,1,2,1,2,2,7,47
1,196,831,1,2,3,1,1,1,1,0,1,1,1,1,4,4,2,4,4,2,2,1,5,2,1,2,1,1,2,3,1,1,6,4,2,2,2,3,0,2,2,3,1,3,0,5,2,1,2,2,2,1,2,1,2,2,7,31
1,196,832,2,4,3,2,2,4,2,2,3,4,2,3,4,4,10,4,4,1,1,1,9,2,1,2,1,1,2,1,2,1,2,8,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,3,1,2,2,1,2,2,7,10
1,196,833,2,1,3,1,1,1,1,1,2,1,0,1,4,0,10,1,1,1,3,1,4,2,1,2,0,0,1,1,1,1,7,8,1,2,4,4,3,1,2,2,0,1,1,5,2,1,1,1,1,1,2,1,2,2,7,14
1,196,834,3,3,3,2,2,3,2,2,2,3,1,1,3,4,10,1,4,1,1,1,6,2,1,2,0,1,0,2,3,1,6,10,2,0,4,2,1,1,3,3,1,1,1,5,2,0,1,3,3,2,2,1,2,2,7,44
1,196,835,2,1,3,3,1,4,2,1,3,2,1,1,1,4,1,4,1,2,2,1,5,2,1,2,1,2,5,1,1,2,4,11,1,1,4,2,3,1,1,3,2,1,2,3,2,2,2,1,4,1,2,1,2,2,7,6
1,196,836,2,3,2,0,3,5,2,2,0,4,0,5,4,2,0,4,5,2,3,2,4,2,1,1,0,2,0,4,0,4,6,11,1,2,4,0,0,0,0,0,1,1,2,3,1,0,0,0,5,1,2,1,2,2,7,42
1,196,837,2,3,2,0,3,5,0,0,0,2,4,4,4,4,10,4,4,2,4,1,5,2,1,2,1,0,4,1,2,1,2,11,1,1,4,4,1,1,2,2,1,2,1,3,1,1,1,1,2,1,2,1,2,2,7,51
1,196,838,3,5,3,5,1,3,2,1,2,4,4,4,4,4,1,4,4,2,3,1,7,2,1,1,3,2,4,2,2,1,3,11,1,1,3,3,1,2,2,3,1,2,2,5,2,2,2,2,1,1,2,1,2,2,7,25
1,196,839,2,6,2,1,1,3,1,2,2,2,2,2,2,2,7,3,4,2,3,2,4,2,1,1,2,2,5,1,2,3,6,0,1,0,2,3,1,0,3,2,2,2,2,4,0,1,1,1,1,1,2,1,2,2,7,43
1,196,840,3,5,2,2,1,4,2,1,2,4,4,2,4,2,10,4,4,1,3,1,8,2,1,2,1,2,3,1,3,2,2,4,2,0,4,4,3,1,2,3,1,2,1,5,2,2,2,2,2,1,2,1,2,2,7,72
1,196,841,2,3,3,2,1,4,2,1,2,4,4,2,4,3,10,4,4,1,2,1,8,2,1,2,1,2,3,1,3,2,2,4,2,1,4,4,3,1,2,3,1,2,1,5,2,2,2,1,1,1,2,1,2,2,7,73
