CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.8.,Q.10.,Q.11.,Q.12.,Q.13.,Q.15.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.57.,Q.58.,Q.59.,V.62.,V.63.,V.64.,V.65.,V.66.,V.67.
1,196,1470,1,1,3,1,2,4,2,2,1,4,0,5,4,4,1,4,4,1,1,1,0,2,1,1,2,0,0,1,1,1,0,0,0,2,4,0,0,2,1,0,1,1,1,5,3,0,1,1,4,1,3,1,2,3,1,20
1,196,1471,2,4,3,3,1,2,1,1,1,3,2,2,2,1,10,2,2,2,2,1,5,1,1,2,2,1,4,2,2,2,4,1,1,2,2,2,3,1,3,3,1,2,1,3,2,1,1,0,5,0,3,1,2,3,4,1
1,196,1472,2,4,3,1,1,1,1,2,2,3,2,1,1,1,10,1,1,1,1,2,5,1,1,3,3,1,1,1,2,1,2,11,2,1,1,1,3,1,1,1,1,1,1,1,2,2,2,2,4,1,3,1,2,3,6,80
1,196,1473,2,4,3,1,1,3,0,0,0,3,2,2,2,2,2,2,5,2,3,1,5,1,1,3,1,2,4,2,2,1,6,4,1,2,0,0,0,1,3,3,1,2,1,3,2,1,1,1,1,1,3,1,2,3,5,10
1,196,1474,2,4,4,1,2,3,2,2,2,4,2,2,2,2,10,4,4,2,4,2,5,1,1,1,2,2,4,2,2,1,6,4,1,2,4,2,1,1,2,1,1,1,1,5,2,2,1,2,3,2,3,1,2,3,6,20
1,196,1475,2,3,3,1,2,4,2,2,2,4,4,2,3,2,1,2,1,2,3,2,4,2,1,1,2,2,5,2,2,1,3,0,1,1,4,1,3,1,2,2,3,5,4,3,1,2,1,2,4,1,3,2,2,3,8,65
1,196,1476,2,3,3,3,2,4,2,1,1,2,4,2,4,4,5,3,5,3,3,1,6,2,1,1,2,2,1,2,2,1,4,3,1,2,4,1,3,1,2,3,2,5,3,1,1,1,1,1,4,1,3,2,2,3,8,7
1,196,1477,1,3,3,1,2,4,2,2,2,3,2,1,4,1,0,1,4,0,3,1,7,2,1,1,0,0,0,2,3,1,4,0,2,2,4,0,3,1,2,3,4,2,1,3,2,0,1,2,5,1,3,2,2,3,1,12
1,196,1478,1,2,3,0,1,1,1,2,2,2,2,1,2,3,1,3,2,2,3,1,4,2,1,1,1,2,1,2,2,1,4,10,1,2,4,2,3,2,2,3,0,1,1,2,1,1,1,1,2,1,3,1,2,3,3,31
1,196,1479,1,2,2,1,2,4,2,1,1,4,1,1,4,4,3,4,5,1,3,1,5,1,1,2,1,1,2,2,2,1,1,11,2,2,4,1,3,1,2,3,4,1,1,5,1,2,1,1,2,1,3,1,2,3,8,4
1,196,1480,1,2,3,3,2,4,2,2,2,2,2,1,1,2,10,1,5,1,4,1,5,1,1,2,1,1,4,1,2,2,4,10,1,2,4,2,3,2,2,3,1,2,1,5,2,1,1,4,2,1,3,1,2,3,4,47
1,196,1481,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,4,1,1,1,5,1,1,2,1,1,1,1,1,2,4,0,2,2,2,1,3,2,2,2,1,3,2,3,2,1,2,2,2,2,3,1,2,3,4,15
1,196,1482,3,2,3,1,2,4,2,2,0,4,4,1,2,4,4,4,2,1,2,1,5,1,1,2,2,2,1,2,2,3,6,11,1,2,1,1,3,2,2,2,2,1,2,5,3,1,1,1,1,1,3,1,2,3,3,43
1,196,1483,2,2,3,1,3,5,2,1,1,2,1,3,4,3,1,2,5,2,3,1,6,1,1,2,1,0,2,1,2,1,4,11,1,2,2,3,3,1,2,3,3,5,3,3,1,1,1,1,3,1,3,2,2,3,8,5
1,196,1484,3,3,3,1,1,3,1,1,2,2,3,1,1,4,1,3,2,1,2,1,6,1,1,2,2,2,4,2,2,1,4,2,2,2,2,1,3,1,2,3,1,4,1,3,2,2,2,1,3,1,3,2,2,3,3,89
1,196,1485,1,3,3,1,1,5,2,1,1,0,3,1,1,0,10,2,1,1,1,1,8,2,1,2,1,1,1,1,1,1,4,2,2,1,2,1,3,2,2,1,1,5,1,1,1,2,2,1,3,1,3,2,2,3,2,10
1,196,1486,1,2,3,3,2,4,2,1,2,4,2,2,3,4,10,4,2,3,5,1,4,2,1,2,1,1,2,1,1,2,4,3,1,2,3,2,3,1,2,3,3,5,3,3,1,2,1,1,2,2,3,2,2,3,2,73
1,196,1487,1,2,3,1,2,1,2,1,1,4,4,1,4,4,0,4,4,4,4,4,2,1,1,3,1,2,4,3,1,3,6,11,1,2,4,1,3,2,2,3,4,5,4,5,1,1,2,1,4,1,3,2,2,3,8,67
1,196,1488,2,2,3,1,2,2,2,1,2,2,2,1,1,3,10,2,1,1,3,2,6,2,1,1,2,1,1,2,2,2,4,10,1,2,4,4,3,1,2,3,2,4,3,3,1,2,1,1,2,1,3,2,2,3,2,54
1,196,1489,1,2,3,1,2,3,2,1,2,4,1,2,2,4,10,2,2,2,1,2,9,1,1,2,2,2,1,1,3,1,4,10,1,2,4,3,3,2,2,3,2,5,1,1,1,1,1,1,1,1,3,2,2,3,3,94
1,196,1490,1,3,4,1,1,4,2,2,2,2,2,1,1,2,2,4,2,2,2,1,4,1,1,1,1,2,1,2,2,1,4,10,2,2,4,2,3,1,2,3,2,0,3,5,1,1,1,1,1,1,3,2,2,3,3,16
1,196,1491,2,4,3,1,2,4,1,2,0,4,4,1,3,2,10,4,4,1,1,1,5,2,1,1,2,1,2,1,3,1,4,11,0,2,0,0,0,0,2,0,1,2,1,4,2,1,1,1,3,1,3,1,2,3,1,36
1,196,1492,1,4,2,1,1,2,2,1,1,1,2,1,2,1,5,1,3,2,2,1,5,1,1,2,1,1,1,2,2,1,4,2,2,2,2,1,3,2,1,3,1,2,1,1,2,2,1,2,2,2,3,1,2,3,7,36
1,196,1493,1,4,3,1,2,1,1,1,2,2,2,1,1,3,2,2,1,2,1,1,5,2,1,2,1,2,4,1,1,2,4,4,2,1,4,2,3,1,3,3,1,2,1,1,1,1,2,1,4,1,3,1,2,3,2,37
1,196,1494,1,4,3,1,2,3,2,1,1,2,2,1,1,1,10,2,3,1,2,2,5,2,1,1,2,1,5,2,1,3,4,2,2,1,1,1,3,1,1,1,2,3,1,1,2,2,0,0,5,0,3,1,2,3,4,16
1,196,1495,1,4,1,1,1,1,1,1,1,2,2,2,2,1,4,1,2,1,1,1,5,1,1,1,1,2,2,4,1,1,4,2,1,2,1,1,3,1,1,1,1,1,1,2,2,1,1,1,2,1,3,1,2,3,7,50
1,196,1496,1,4,1,1,2,2,1,1,1,2,3,1,1,4,2,2,5,1,2,1,5,1,1,2,2,1,2,2,2,1,4,4,1,2,2,1,3,2,1,3,1,1,1,2,2,2,2,1,1,1,3,1,2,3,5,52
1,196,1497,2,2,3,1,3,2,2,1,1,1,3,1,1,1,5,2,3,2,5,1,9,1,1,1,1,1,5,1,2,1,6,1,1,2,2,1,3,2,2,3,1,2,1,2,2,1,1,2,4,1,3,1,2,3,5,14
1,196,1498,2,4,3,3,3,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,3,1,1,2,1,1,1,2,2,1,2,11,2,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,2,3,7,23
1,196,1499,2,4,3,1,1,3,1,1,2,1,0,3,4,2,10,3,2,1,5,1,4,2,1,0,2,0,3,4,2,1,4,0,1,2,3,2,0,0,0,0,1,1,1,0,0,0,1,1,4,1,3,1,2,3,1,41
1,196,1500,2,4,3,3,1,2,2,1,1,4,2,1,2,4,2,4,2,2,3,1,4,1,1,2,1,2,4,1,1,1,4,5,1,1,4,2,1,1,3,3,1,1,1,1,3,2,1,4,4,1,3,1,2,3,6,32
1,196,1501,2,4,3,1,2,4,1,1,2,4,3,1,1,3,10,1,1,2,5,2,4,2,1,2,2,2,3,2,3,3,7,11,2,2,2,1,3,2,3,3,3,3,2,3,1,2,1,1,4,1,3,1,2,3,2,66
1,196,1502,2,4,3,2,2,4,1,1,2,4,3,1,1,3,10,1,2,1,5,2,4,1,1,2,2,2,3,2,3,3,7,10,2,2,2,1,3,2,2,3,3,3,2,3,1,2,1,1,4,1,3,1,2,3,2,67
1,196,1503,1,4,3,1,1,3,2,2,2,4,3,1,4,1,5,4,4,2,2,1,4,2,1,1,2,2,5,2,2,1,5,11,1,2,2,2,3,1,1,2,1,3,2,2,2,1,1,1,3,1,3,1,2,3,6,13
1,196,1504,1,4,1,1,1,1,1,1,0,2,1,1,1,1,10,3,5,1,2,1,4,2,1,2,1,1,2,2,2,1,3,0,2,2,1,2,0,1,2,1,2,2,3,3,1,2,2,1,2,1,3,1,2,3,5,7
1,196,1505,3,4,3,1,2,2,1,1,1,2,3,1,1,4,2,2,5,1,1,1,4,1,1,2,1,0,5,2,2,1,4,10,2,2,2,1,3,2,1,3,1,1,1,2,2,2,2,1,1,2,3,1,2,3,5,26
1,196,1506,3,4,4,1,2,3,2,1,2,3,3,2,2,3,10,3,2,2,0,1,4,3,1,2,2,1,2,2,3,2,4,2,1,2,3,3,3,1,3,3,2,3,2,2,2,2,1,2,3,2,3,1,2,3,2,44
1,196,1507,1,4,3,1,2,4,2,2,2,2,3,1,1,2,1,3,2,2,4,5,5,2,1,2,1,2,5,1,2,1,4,1,1,2,2,2,1,2,3,3,4,3,2,5,1,2,1,1,3,1,3,1,2,3,3,32
1,196,1508,2,4,4,3,2,2,1,1,0,1,2,1,1,3,10,2,1,1,2,1,5,1,1,2,1,0,5,2,2,2,4,2,2,2,2,2,3,2,3,1,2,2,1,3,2,2,0,1,2,1,3,1,2,3,2,35
1,196,1509,2,4,1,1,2,2,1,1,1,1,1,1,1,2,10,4,5,1,2,2,5,1,1,1,3,2,3,2,2,3,4,10,1,2,2,4,1,1,2,1,3,2,1,3,1,2,1,1,2,1,3,1,2,3,5,20
1,196,1510,2,4,3,4,1,2,1,2,2,1,2,1,2,1,3,1,2,2,2,1,5,2,1,2,1,0,2,1,3,1,4,4,2,2,2,2,2,2,3,3,1,2,2,3,2,2,2,1,2,1,3,1,2,3,7,25
1,196,1511,2,4,4,1,1,4,2,2,3,2,4,1,1,2,4,2,3,1,1,1,5,2,1,2,2,1,1,2,2,1,4,10,1,2,1,2,2,1,1,1,2,2,2,3,2,2,1,2,3,1,3,1,2,3,5,43
1,196,1512,2,4,4,1,1,5,0,2,2,2,2,1,1,2,10,2,5,2,2,1,5,1,1,2,1,0,0,2,2,3,4,2,2,2,2,2,3,2,3,3,1,1,1,3,2,2,1,1,1,1,3,1,2,3,6,23
1,196,1513,2,1,3,1,1,2,2,2,2,4,3,2,4,2,10,3,4,3,2,1,5,2,1,2,2,1,2,1,3,1,6,4,2,1,3,2,3,1,2,3,0,0,0,0,2,2,1,1,4,2,3,2,2,3,5,37
1,196,1514,1,2,3,1,2,4,2,2,5,4,4,4,4,2,10,2,4,3,4,1,5,2,1,2,1,1,4,1,1,1,4,2,1,2,3,3,3,1,2,2,3,3,3,5,1,0,1,1,5,1,3,2,2,3,6,63
1,196,1515,1,2,3,1,1,5,2,2,2,3,4,4,4,4,10,3,4,1,2,1,5,2,1,2,1,1,2,2,3,1,6,10,1,2,3,3,3,2,2,2,3,4,1,3,1,2,1,1,3,1,3,2,2,3,5,31
1,196,1516,1,2,3,3,1,2,2,1,1,2,2,2,4,4,10,3,2,4,3,1,5,2,1,1,1,2,5,1,3,2,6,1,1,2,3,3,3,2,2,3,2,5,3,3,1,1,1,2,2,1,3,2,2,3,4,104
1,196,1517,1,2,3,1,2,3,0,2,2,4,0,2,4,1,10,3,4,0,0,1,0,2,1,1,0,0,3,1,2,1,4,10,1,2,3,1,3,1,2,3,1,1,1,4,1,2,1,1,5,1,3,2,2,3,8,101
1,196,1518,1,3,3,1,2,1,2,2,1,4,4,2,4,4,10,4,4,4,4,1,3,2,1,3,1,2,5,1,1,1,4,0,2,2,3,3,3,1,2,2,3,5,1,5,1,1,1,1,4,1,3,2,2,3,4,62
1,196,1519,1,3,3,1,1,2,1,2,2,4,2,5,2,3,10,4,3,4,3,2,5,2,1,2,0,2,4,1,2,2,6,10,2,2,3,3,3,2,2,2,3,5,3,5,1,1,1,1,2,2,3,2,2,3,5,6
1,196,1520,1,3,3,2,2,4,2,2,1,4,2,2,4,4,10,4,1,2,2,1,5,2,1,1,2,2,4,2,1,2,4,10,1,1,3,2,3,1,2,3,3,5,1,3,1,2,1,1,2,1,3,2,2,3,4,91
1,196,1521,1,3,3,3,1,4,2,2,5,4,2,1,3,1,3,4,1,4,2,1,6,2,1,1,1,1,1,1,2,2,4,10,2,2,3,1,3,1,2,3,2,3,3,3,1,2,1,1,2,1,3,2,2,3,6,81
1,196,1522,1,3,3,3,1,3,2,2,5,4,4,3,4,4,10,4,4,2,2,1,7,2,1,2,1,2,4,1,1,1,4,0,1,2,3,2,3,0,2,3,3,5,1,3,1,1,1,1,3,1,3,2,2,3,7,65
1,196,1523,1,3,4,3,1,4,2,2,1,4,1,2,4,4,10,4,6,2,5,1,8,2,1,1,3,2,4,2,2,1,6,10,2,2,3,3,3,1,2,3,4,5,1,5,1,1,1,1,1,1,3,2,2,3,4,90
1,196,1524,1,2,2,1,2,4,1,2,1,0,0,5,4,4,10,4,1,4,4,1,1,1,1,1,1,2,3,1,1,2,5,10,1,2,4,1,3,2,2,2,2,5,1,5,1,1,1,2,4,1,3,2,2,3,4,39
1,196,1525,1,2,3,3,2,4,2,2,2,4,0,4,4,4,10,4,4,4,4,1,1,2,1,1,1,2,4,2,1,3,4,10,1,2,4,3,3,1,2,1,3,5,4,5,1,1,1,2,2,1,3,2,2,3,4,64
1,196,1526,1,2,3,1,2,4,2,2,1,2,0,2,4,4,10,3,4,3,3,1,4,2,1,2,1,1,2,2,1,2,4,1,1,2,4,2,3,2,2,3,2,5,2,3,2,1,1,2,2,2,3,2,2,3,4,40
1,196,1527,1,2,3,1,1,3,2,1,2,2,2,2,3,3,10,3,1,3,4,2,6,2,1,1,1,2,4,1,1,1,4,10,1,2,4,3,3,2,2,2,3,4,3,5,1,1,1,0,5,0,3,2,2,3,3,57
1,196,1528,1,2,3,3,2,2,2,2,1,4,4,3,4,4,10,4,4,4,4,1,9,2,1,1,2,2,4,2,2,3,4,10,2,2,4,2,3,2,2,2,2,3,2,3,1,2,1,1,3,1,3,2,2,3,8,17
1,196,1529,1,3,3,1,1,4,2,2,2,4,3,1,4,3,2,2,2,3,3,2,1,2,1,1,2,1,4,1,3,1,6,4,1,2,4,2,3,2,2,3,3,2,4,5,2,2,1,1,4,1,3,2,2,3,6,50
1,196,1530,1,3,4,1,1,2,2,1,2,4,0,2,4,4,1,2,2,4,4,1,2,2,1,1,3,2,4,2,2,2,4,11,1,0,4,4,3,2,2,2,2,5,3,5,1,2,1,1,4,1,3,2,2,3,7,29
1,196,1531,2,3,3,1,2,3,2,1,4,1,1,1,1,3,2,3,1,1,0,2,6,1,1,2,0,0,1,4,2,1,4,10,2,2,2,1,3,2,1,3,2,2,3,2,2,2,1,1,2,1,3,1,2,3,3,71
1,196,1532,2,3,3,1,1,1,0,1,1,1,1,1,1,1,10,1,1,1,1,2,7,2,1,2,1,1,1,2,2,1,4,10,1,1,1,1,3,2,1,3,2,2,1,2,2,2,1,2,2,2,3,1,2,3,4,29
1,196,1533,1,3,4,1,2,3,2,1,1,2,1,2,3,1,4,2,4,1,5,1,7,1,1,2,1,2,5,2,2,1,4,3,2,1,1,1,3,2,1,1,1,1,1,2,2,2,2,1,2,1,3,1,2,3,7,19
1,196,1534,1,3,3,1,1,3,2,2,2,1,2,1,3,1,1,2,1,1,1,1,7,2,1,2,2,1,2,2,3,1,4,3,2,2,2,2,3,2,1,1,1,2,1,3,2,1,2,1,2,1,3,1,2,3,1,37
1,196,1535,2,3,3,3,1,1,1,1,1,2,2,1,1,1,10,1,5,1,1,1,8,1,1,2,1,1,1,2,2,1,4,1,2,2,1,1,3,1,1,1,1,1,1,3,2,2,1,2,3,1,3,1,2,3,6,81
1,196,1536,2,3,3,3,2,3,2,2,2,2,2,1,1,4,1,3,1,1,1,1,8,1,1,3,1,2,5,2,2,1,5,10,2,2,2,2,3,2,1,1,2,1,1,3,1,2,1,1,2,1,3,1,2,3,3,25
1,196,1537,2,3,4,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,8,1,1,2,1,1,2,2,2,1,3,4,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,1,2,2,3,1,2,3,7,4
1,196,1538,2,3,3,1,2,2,1,1,2,2,1,1,1,2,10,1,1,1,5,1,8,3,1,2,1,0,0,2,1,1,4,0,0,1,3,2,3,2,1,3,1,1,1,0,2,1,1,1,2,1,3,1,2,3,2,7
1,196,1539,3,3,3,5,2,4,2,1,2,4,4,1,4,1,4,4,2,2,2,1,8,2,1,1,1,1,2,2,3,1,4,8,2,2,2,2,3,2,1,1,1,2,1,3,3,2,1,2,4,1,3,1,2,3,1,38
1,196,1540,1,3,3,1,1,1,1,2,2,1,2,1,2,1,3,1,1,1,1,1,9,2,1,2,1,1,1,1,2,1,4,0,2,2,2,1,3,1,1,3,1,1,1,1,2,2,2,1,2,1,3,1,2,3,8,2
1,196,1541,1,3,4,1,2,3,1,2,2,1,3,4,1,1,10,1,1,1,5,1,9,2,1,2,0,0,0,2,2,1,4,3,1,2,1,1,3,2,1,3,1,1,1,1,2,2,2,1,2,1,3,1,2,3,2,72
1,196,1542,1,3,2,3,1,2,1,2,2,2,2,1,1,1,4,2,5,1,2,1,9,1,1,2,2,1,1,2,1,2,4,10,2,1,1,1,3,1,1,1,1,3,1,1,2,1,1,1,1,1,3,1,2,3,5,8
1,196,1543,1,3,1,1,1,4,2,1,2,2,1,1,1,4,10,4,2,1,2,1,9,2,1,3,1,0,1,2,2,1,4,10,2,1,4,2,3,2,1,3,4,2,2,2,3,1,1,1,4,1,3,1,2,3,2,5
1,196,1544,3,3,3,1,2,3,1,1,1,1,2,3,4,1,1,2,3,1,2,1,9,1,1,2,1,1,1,2,2,1,4,6,2,2,1,1,3,1,1,1,1,2,1,2,2,1,2,2,3,1,3,1,2,3,7,21
1,196,1545,1,3,3,3,2,4,2,2,2,4,1,4,1,4,10,4,2,2,2,1,1,2,1,2,2,1,4,1,2,2,7,0,2,2,4,3,1,0,2,2,3,5,3,5,1,1,1,2,4,1,3,2,2,3,5,1
1,196,1546,2,3,3,1,2,4,2,2,2,4,4,4,4,4,10,4,4,4,4,1,2,2,1,1,3,2,4,1,1,1,10,10,1,2,4,4,1,1,2,2,4,5,4,4,1,2,1,1,4,1,3,2,2,3,6,24
1,196,1547,1,3,3,3,3,4,2,1,1,4,1,4,4,4,10,4,1,3,3,1,5,2,1,1,2,2,4,2,3,1,4,1,2,2,4,3,1,1,2,2,1,5,1,5,1,1,1,2,4,1,3,2,2,3,4,50
1,196,1548,3,3,2,3,2,4,1,2,2,4,0,4,4,4,10,4,4,4,3,1,5,2,1,1,3,2,4,1,2,1,6,10,1,2,4,4,1,2,2,2,0,5,4,5,2,1,1,4,4,1,3,2,2,3,4,28
1,196,1549,1,2,3,1,2,2,1,1,2,2,2,2,4,2,1,4,2,2,2,1,7,2,1,2,2,2,1,1,2,1,4,10,2,2,4,2,1,2,2,3,1,1,1,5,3,2,1,1,2,1,3,1,2,3,9,29
1,196,1550,2,2,3,1,3,3,2,2,2,2,4,4,4,4,10,4,4,1,5,1,7,2,1,1,2,1,4,2,2,1,6,4,1,2,4,3,1,1,2,2,4,3,1,3,1,2,1,1,3,1,3,1,2,3,5,2
1,196,1551,1,3,3,1,2,4,2,1,2,2,4,2,2,3,10,4,4,1,3,1,2,2,1,2,2,2,4,2,2,1,6,4,1,2,2,3,1,1,2,1,2,3,2,3,2,2,1,1,3,1,3,1,2,3,6,7
1,196,1552,2,3,3,3,2,3,2,2,2,4,0,3,4,4,10,3,2,2,2,1,5,2,1,2,3,1,2,2,1,1,4,10,1,2,3,3,1,1,2,2,2,2,1,2,1,2,1,2,3,1,3,1,2,3,4,29
1,196,1553,3,3,3,1,2,2,2,1,1,2,2,4,4,2,2,2,2,1,2,1,5,2,1,2,1,1,1,2,2,1,2,10,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,3,1,3,1,2,3,5,17
1,196,1554,3,3,4,1,2,4,2,2,2,4,4,4,4,4,10,4,4,2,5,2,5,2,1,1,2,2,4,1,3,2,4,2,1,2,3,4,1,0,2,3,1,3,2,4,1,1,1,1,3,2,3,1,2,3,8,122
1,196,1555,2,3,4,3,2,4,2,1,1,4,4,4,4,4,10,4,4,4,4,4,5,2,1,1,2,2,4,1,1,1,5,11,1,2,0,3,2,2,2,2,3,5,4,5,1,1,1,1,1,1,3,2,2,3,4,96
1,196,1556,1,2,3,1,2,4,2,1,1,3,2,3,4,4,10,4,3,2,3,3,2,1,1,1,2,2,3,1,1,2,2,8,1,2,2,2,2,1,2,2,3,4,3,4,2,1,1,1,4,1,3,2,2,3,4,10
1,196,1557,1,2,3,1,1,3,1,2,1,3,3,3,3,4,10,3,2,2,2,1,5,2,1,1,2,2,2,2,2,1,4,11,1,1,2,1,2,1,2,3,2,4,2,2,2,1,1,2,2,1,3,2,2,3,4,93
1,196,1558,1,3,3,1,2,4,2,2,2,4,4,4,4,1,10,4,4,4,4,4,4,2,1,1,1,2,5,2,1,1,6,7,1,2,2,3,2,1,2,3,3,3,3,5,1,2,1,1,2,2,3,2,2,3,6,74
1,196,1559,1,2,3,3,1,1,1,1,1,0,0,5,1,1,2,1,5,1,1,1,6,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,2,3,7,8
1,196,1560,1,2,1,0,2,2,1,2,2,2,2,2,4,3,2,2,5,1,1,1,7,2,1,2,2,1,1,2,2,3,4,2,2,2,1,1,3,1,1,1,1,3,1,1,1,2,2,2,4,2,3,1,2,3,8,51
1,196,1561,1,2,3,3,1,2,1,2,1,2,2,2,4,2,1,3,2,1,2,2,7,2,1,2,1,1,2,2,2,1,4,10,1,1,1,1,3,2,1,3,1,2,1,2,2,2,1,2,2,2,3,1,2,3,4,23
1,196,1562,2,2,3,1,1,3,2,1,1,3,2,1,1,2,2,3,4,1,2,1,8,1,1,1,1,1,1,2,2,1,4,2,2,2,2,1,3,2,1,2,1,3,1,2,2,2,1,1,1,2,3,1,2,3,6,42
1,196,1563,1,2,3,0,3,2,1,1,2,1,2,1,1,2,10,1,2,2,3,1,8,2,1,1,1,0,0,4,0,4,0,0,0,0,0,1,3,2,1,1,1,1,1,1,1,2,2,1,2,2,3,1,2,3,2,53
1,196,1564,1,2,3,1,1,2,1,2,2,2,1,1,2,1,10,1,5,1,2,1,8,2,1,2,1,1,1,1,2,2,4,6,2,2,1,1,3,1,1,3,1,2,1,2,2,2,2,2,2,2,3,1,2,3,6,7
1,196,1565,1,2,3,1,2,4,2,2,1,2,2,2,2,2,0,2,2,2,2,2,8,3,1,2,1,2,1,1,2,1,4,4,1,2,2,2,3,1,1,3,1,2,1,2,1,1,1,1,3,1,3,1,2,3,3,11
1,196,1566,1,2,3,1,2,2,2,0,1,2,3,2,2,2,1,1,4,1,1,1,8,2,1,2,0,2,2,2,2,1,4,2,2,1,1,1,3,1,1,1,1,3,1,3,2,1,2,1,4,1,3,1,2,3,7,16
1,196,1567,3,2,3,1,1,1,1,1,1,2,2,1,1,1,10,1,5,1,1,1,8,1,1,2,1,1,2,2,2,1,4,1,2,2,1,1,3,1,1,1,1,1,1,3,2,2,1,2,3,1,3,1,2,3,6,82
1,196,1568,1,2,3,1,1,2,2,2,2,2,2,1,2,1,0,2,5,1,2,1,9,2,1,2,2,1,1,2,2,1,4,2,2,1,1,1,3,1,1,1,1,1,1,5,2,2,2,1,2,2,3,1,2,3,5,38
1,196,1569,2,2,3,3,2,2,1,1,1,2,2,2,4,1,3,2,5,1,2,1,9,1,1,2,1,0,1,2,2,1,4,11,2,2,1,1,3,2,1,1,1,1,1,3,2,2,2,1,4,1,3,1,2,3,7,30
1,196,1570,2,2,3,3,1,2,1,1,1,3,4,2,4,2,2,2,3,2,2,2,9,2,1,2,1,1,2,2,2,2,4,10,2,2,2,2,3,2,1,3,2,1,1,3,2,2,1,1,4,1,3,1,2,3,4,32
1,196,1571,1,2,3,1,2,5,2,1,2,3,3,1,3,4,10,3,5,1,2,1,9,2,1,2,1,1,5,1,1,1,4,0,1,2,4,1,3,2,1,3,1,3,2,1,2,1,1,2,2,1,3,1,2,3,2,38
1,196,1572,1,2,3,1,1,3,0,1,2,2,2,2,3,3,2,3,3,3,4,3,1,1,1,0,1,0,0,4,2,2,6,0,0,2,4,3,0,0,2,3,3,5,0,3,0,0,1,0,5,2,3,2,2,3,3,73
1,196,1573,1,2,3,1,2,3,0,1,2,4,4,2,0,4,10,5,4,0,0,2,4,1,1,0,0,0,0,4,0,4,6,10,1,2,4,4,0,1,2,2,0,5,0,2,3,0,1,1,4,1,3,2,2,3,2,16
1,196,1574,3,4,4,1,2,2,1,2,1,4,2,1,2,3,10,3,3,2,1,2,9,1,1,3,1,2,3,1,1,2,3,11,2,2,2,2,2,1,2,3,2,4,1,3,2,0,2,1,3,1,3,2,2,3,4,38
1,196,1575,3,4,3,1,2,2,1,2,2,0,0,5,3,0,10,5,2,0,1,1,0,1,1,1,1,0,0,2,2,1,4,4,2,0,2,0,2,1,2,1,1,2,2,3,3,0,1,0,5,0,3,2,2,3,2,41
1,196,1576,1,4,3,1,2,2,1,2,2,2,1,1,1,3,3,1,1,1,3,1,2,2,1,2,1,1,5,2,2,1,4,2,1,2,1,1,3,1,1,3,1,1,4,5,2,2,1,1,2,1,3,1,2,3,3,52
1,196,1577,1,2,3,2,3,5,2,0,2,3,3,5,0,3,10,5,3,3,3,3,5,1,1,1,2,1,2,1,2,2,4,10,0,2,1,3,2,1,2,3,3,3,3,5,1,1,1,1,4,1,3,2,2,3,8,26
1,196,1578,1,3,3,1,3,4,2,2,3,1,4,2,1,0,0,4,1,1,3,1,6,2,1,2,1,0,4,2,2,1,4,0,1,2,1,4,2,2,2,0,1,5,1,5,1,2,1,1,4,2,3,2,2,3,3,29
1,196,1579,1,1,3,1,2,3,2,1,1,2,3,1,2,1,3,4,4,3,3,2,1,1,1,3,1,2,2,2,1,1,4,5,1,2,2,3,2,1,2,3,1,5,4,4,1,1,1,2,3,1,3,2,2,3,4,61
1,196,1580,1,2,3,1,2,3,1,1,2,3,2,3,2,4,10,4,3,2,2,1,5,1,1,2,2,1,2,2,2,1,4,3,2,2,2,2,2,2,2,3,4,4,2,5,1,2,1,2,3,2,3,2,2,3,2,40
1,196,1581,1,2,5,1,2,3,1,2,2,4,4,3,3,4,1,4,3,3,4,1,4,2,1,1,2,2,4,1,2,1,4,3,0,2,4,3,2,2,2,3,2,1,1,5,1,1,1,1,4,1,3,2,2,3,1,53
1,196,1582,2,3,3,1,1,3,0,2,2,2,2,2,3,2,1,1,5,0,3,1,6,1,1,1,1,2,5,2,2,1,4,1,1,2,4,3,2,1,2,3,2,3,2,3,1,1,1,1,2,1,3,2,2,3,8,55
1,196,1583,1,2,3,1,3,2,2,1,2,2,3,2,1,4,0,4,2,2,1,1,5,3,1,2,0,0,1,2,2,1,4,0,1,2,2,1,2,2,2,2,2,2,2,5,1,1,1,1,2,0,3,1,2,3,2,48
