CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.3..1,Q.3..2,Q.3..3,Q.3..4,Q.3..5,Q.3..6,Q.3..7,Q.3..8,Q.4.,Q.5A.,V.5B.,V.5B..1,V.5B..2,V.5B..3,V.5B..4,V.5B..5,V.5B..6,V.5B..7,V.5B..8,Q.6.,Q.7.,Q.8.,Q.8..1,Q.8..2,Q.9.,Q.9..1,Q.9..2,Q.10.,Q.11A.,V.11B.,V.11B..1,V.11B..2,V.11B..3,V.11B..4,V.11B..5,V.11B..6,V.11B..7,Q.12.,Q.12..1,Q.13.,Q.13..1,Q.13..2,Q.13..3,Q.13..4,Q.13..5,Q.13..6,Q.13..7,Q.13..8,Q.13..9,Q.13..10,Q.14.,Q.16.,Q.16..1,Q.16..2,Q.16..3,Q.16..4,Q.16..5,Q.16..6,Q.16..7,Q.16..8,Q.16..9,Q.16..10,Q.16..11,CARD..1,DECK..1,BALLOT..1,V.17.,V.18.,V.19.,V.20.
1,199,564,4,4,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,8,0,1,2,2,2,2,2,2,2,1,2,1,4,1,5,1,8,3,0,1,4,0,3,0,4,1,2,2,2,2,1,2,2,2,2,2,2,2,199,564,4,3,113,1
1,199,565,4,4,1,1,2,2,2,2,2,2,1,1,6,2,2,2,2,2,2,2,1,2,1,1,2,6,8,6,8,0,4,3,2,2,2,2,2,2,1,2,1,4,7,7,8,8,3,0,1,1,0,2,5,1,2,2,1,2,2,2,2,2,2,2,2,1,2,199,565,4,3,73,1
1,199,566,4,4,1,2,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,5,8,0,4,2,2,2,2,2,2,2,1,2,2,4,5,5,1,8,3,1,1,4,0,2,6,4,2,2,1,2,2,1,2,2,2,2,2,2,2,199,566,4,3,20,1
1,199,567,1,3,1,2,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,3,6,2,2,2,2,2,2,1,2,1,6,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,567,1,10,7,1
1,199,568,2,6,2,2,1,2,2,2,2,2,1,3,0,2,2,2,2,2,2,2,1,2,1,1,3,0,0,0,0,0,1,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,568,1,2,17,1
1,199,569,3,7,1,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,8,0,2,4,0,4,2,2,2,2,2,2,2,1,2,1,2,1,1,1,0,0,0,1,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,569,1,2,32,1
1,199,570,3,7,2,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,8,0,2,4,0,4,1,2,2,2,2,2,2,1,2,1,2,1,1,1,0,0,0,1,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,570,1,2,33,1
1,199,571,1,7,2,2,1,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,1,2,3,1,4,8,0,0,0,0,4,2,2,2,2,2,2,2,1,2,4,5,2,1,2,0,0,0,1,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,571,1,2,65,1
1,199,572,1,2,2,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,2,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,572,1,10,47,1
1,199,573,11,8,1,1,1,2,2,2,2,2,1,8,8,1,2,2,2,1,2,2,2,2,1,1,1,8,0,2,8,0,4,2,2,2,2,2,2,2,1,2,2,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,573,2,3,11,1
1,199,574,1,8,1,2,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,2,0,2,2,2,2,2,2,1,2,2,0,7,0,0,0,0,0,7,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,574,2,2,7,1
1,199,575,5,8,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,1,4,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,575,2,4,13,1
1,199,576,6,8,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,0,2,4,2,2,2,2,2,2,1,2,0,0,1,1,1,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,576,2,1,1,1
1,199,577,1,7,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,8,0,1,0,0,4,2,2,2,2,2,2,2,1,2,1,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,577,3,2,41,1
1,199,578,1,6,1,1,1,2,1,2,2,2,2,1,4,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,4,3,2,2,2,2,2,2,1,2,1,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,578,3,2,16,1
1,199,579,1,8,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,0,0,2,8,0,4,0,2,2,2,2,2,2,1,2,2,3,1,1,1,0,0,0,4,0,0,5,0,6,2,2,2,2,2,1,2,2,2,2,1,2,2,199,579,3,2,33,1
1,199,580,3,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,580,5,7,31,1
1,199,581,20,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,0,0,0,4,0,2,2,2,2,2,2,1,2,0,0,2,2,1,0,0,0,1,0,0,2,0,0,1,2,2,2,2,2,2,1,2,2,2,2,2,199,581,5,7,29,1
1,199,582,1,5,2,2,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,2,1,4,8,0,3,8,0,4,1,2,2,2,2,2,2,1,2,1,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,582,6,2,145,1
1,199,583,1,3,2,2,1,2,2,2,2,2,1,6,1,2,2,2,2,2,2,2,1,2,0,1,6,0,0,0,0,0,4,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,583,6,2,117,1
1,199,584,1,2,2,2,1,2,2,2,2,2,1,1,6,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,4,2,2,2,2,2,2,2,1,2,3,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,584,6,2,134,1
1,199,585,1,3,2,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,6,0,4,5,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,585,6,2,101,1
1,199,586,1,5,1,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,0,0,0,1,0,0,4,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,586,3,2,25,1
1,199,587,1,4,2,1,2,2,1,2,2,2,2,4,1,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,587,3,2,9,1
1,199,588,1,9,2,1,1,2,2,2,2,2,1,6,0,2,2,2,2,2,2,2,1,2,0,0,3,6,0,0,0,0,4,0,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,588,3,2,21,1
1,199,589,5,8,2,2,1,2,2,2,2,2,1,3,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,0,0,3,4,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,589,3,4,15,1
1,199,590,1,4,2,1,2,2,2,1,2,2,2,1,6,2,2,2,2,2,2,2,1,2,1,1,4,6,0,1,3,0,4,2,2,2,2,2,2,2,1,2,1,4,1,1,1,0,0,0,1,0,0,2,0,0,2,2,2,1,2,2,2,2,2,2,2,1,2,199,590,4,2,9,1
1,199,591,1,4,2,1,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,2,1,0,0,0,0,0,4,2,2,2,2,2,2,2,1,2,4,0,8,7,0,0,0,0,0,0,0,2,9,0,2,2,1,2,2,2,2,2,1,2,2,2,2,199,591,4,2,28,1
1,199,592,1,6,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,0,0,2,0,0,4,2,2,2,2,2,2,2,1,2,1,4,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,592,5,6,81,1
1,199,593,4,5,1,2,2,2,2,2,2,1,2,1,4,2,2,2,2,2,2,2,1,2,3,1,1,0,0,0,0,0,4,2,2,2,2,2,2,2,1,2,2,4,1,5,1,0,1,11,1,4,0,3,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,199,593,4,3,30,1
1,199,594,5,8,2,1,1,2,2,2,1,1,2,1,4,2,2,2,2,2,2,2,1,2,1,1,2,4,0,1,0,0,4,5,2,2,2,2,2,2,1,2,1,4,5,5,1,1,3,11,1,0,0,5,0,2,2,2,2,1,2,1,2,2,2,2,2,2,2,199,594,1,4,10,1
1,199,595,2,7,1,1,1,2,2,2,1,1,2,4,1,2,2,2,2,2,2,2,1,2,1,1,2,4,0,4,0,0,4,1,2,2,2,2,2,2,1,2,4,0,5,3,1,1,6,0,4,0,0,2,4,2,2,2,2,1,2,1,2,2,1,2,2,2,2,199,595,1,2,84,1
1,199,596,3,8,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,8,0,1,8,0,7,7,2,1,2,1,2,2,2,2,3,4,2,1,1,1,11,7,1,8,0,2,9,3,2,2,2,2,2,2,2,2,2,2,2,1,2,199,596,1,10,32,1
1,199,597,4,4,1,1,2,2,2,2,1,2,2,1,4,2,2,2,2,2,2,2,1,2,3,1,1,8,0,4,0,0,4,2,2,2,2,2,2,2,1,2,2,4,1,1,1,1,10,0,1,4,0,3,1,3,2,2,2,2,2,2,2,2,2,1,2,1,2,199,597,4,3,97,1
1,199,598,14,8,1,2,1,2,2,2,2,1,2,4,1,2,2,2,2,2,2,2,1,2,3,1,2,4,0,1,7,0,2,1,2,2,2,2,2,2,1,2,4,2,5,5,1,1,0,0,1,4,0,2,6,2,2,2,2,2,2,1,2,1,2,2,1,2,2,199,598,1,4,25,1
1,199,599,5,8,1,2,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,8,0,4,1,2,2,2,2,2,2,1,2,4,1,1,3,1,1,0,0,1,4,0,5,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,199,599,3,4,25,1
1,199,600,4,9,1,1,2,2,2,2,2,2,1,5,1,2,2,2,2,2,2,2,1,2,1,0,1,0,0,0,0,0,4,3,2,2,2,2,2,2,1,2,1,4,1,1,0,1,0,0,1,0,0,2,10,1,2,2,2,1,2,2,2,2,2,2,2,1,2,199,600,4,3,15,1
1,199,601,2,4,2,1,2,2,1,2,2,2,2,8,8,2,1,2,1,2,2,2,2,2,1,1,2,4,0,0,0,0,4,1,2,2,2,2,2,2,1,2,1,4,1,1,1,1,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,601,4,1,15,1
1,199,602,4,4,1,1,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,8,0,0,0,0,2,4,2,2,2,2,2,2,1,2,2,4,1,1,1,1,0,0,4,0,0,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,602,4,3,98,1
1,199,603,4,4,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,1,1,1,8,0,2,8,0,4,1,2,2,2,2,2,2,1,2,0,0,5,5,1,1,0,0,1,0,0,5,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,603,4,3,101,1
1,199,604,1,4,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,1,1,8,0,2,8,0,4,2,2,2,2,2,2,2,1,2,2,4,1,1,1,3,0,0,1,0,0,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,199,604,1,10,18,1
1,199,605,1,6,2,1,2,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,1,2,3,1,4,8,0,1,4,8,4,1,2,2,2,2,2,2,1,2,2,3,1,1,7,3,0,0,1,0,0,2,3,3,2,2,2,2,2,1,2,2,2,2,2,1,2,199,605,1,2,63,1
1,199,606,1,7,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,3,8,0,2,0,0,1,4,2,2,2,2,2,2,1,2,1,4,1,1,1,3,0,0,1,1,0,2,0,3,2,2,2,2,2,2,2,2,2,2,2,1,2,199,606,2,2,35,1
1,199,607,14,8,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,8,0,2,0,0,3,4,2,2,2,2,2,2,1,2,1,3,1,3,1,3,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,199,607,2,4,23,1
1,199,608,1,6,2,1,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,5,8,0,4,2,2,2,2,2,2,2,1,2,4,0,1,1,0,3,0,0,1,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,608,2,2,18,1
1,199,609,4,4,1,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,3,0,1,8,0,4,4,2,2,2,2,2,2,1,2,1,4,5,5,1,3,1,0,1,4,0,5,0,0,2,2,2,1,2,2,2,2,2,2,1,2,2,199,609,4,3,10,1
1,199,610,2,3,1,1,2,2,1,1,2,2,2,4,2,2,2,2,2,2,2,2,1,2,1,1,4,8,0,2,8,0,4,2,2,2,2,2,2,2,1,2,4,0,1,1,1,5,0,0,1,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,610,1,2,31,1
1,199,611,1,9,2,1,2,2,2,2,2,2,1,6,1,2,2,2,2,2,2,2,1,2,1,1,1,8,0,5,0,0,4,1,2,2,2,2,2,2,1,2,1,2,7,7,8,7,2,0,1,4,0,2,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,199,611,6,2,110,1
1,199,612,16,8,2,2,2,1,2,2,2,2,1,0,0,2,2,2,2,2,2,2,2,1,0,0,3,8,0,6,8,0,3,5,2,2,2,2,2,2,1,2,2,3,3,3,1,7,0,0,1,0,0,5,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,199,612,2,9,6,1
1,199,613,7,8,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,1,1,2,0,4,0,0,4,3,2,2,2,2,2,2,1,2,4,0,1,1,7,7,0,0,6,0,0,5,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,613,2,9,10,1
1,199,614,6,8,1,1,1,2,2,2,1,2,2,8,8,1,2,2,2,2,1,2,2,2,3,1,2,4,0,1,0,0,4,2,2,2,2,2,2,2,1,2,1,3,5,5,1,7,0,0,1,0,0,2,0,0,2,2,1,1,2,2,2,2,2,2,2,2,2,199,614,3,3,8,1
1,199,615,15,9,2,1,1,2,2,1,1,2,2,6,5,2,2,2,2,2,2,2,1,2,1,1,5,8,0,5,7,0,4,3,2,2,2,2,2,2,1,2,1,4,1,1,0,7,0,0,1,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,615,3,9,21,1
1,199,616,4,4,1,1,2,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,8,0,4,2,2,2,2,2,2,2,1,2,2,5,5,5,1,8,0,0,1,4,0,3,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,199,616,4,3,9,1
1,199,617,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,0,5,5,1,8,0,0,1,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,617,4,3,117,1
1,199,618,1,6,1,1,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,4,1,2,2,2,2,2,2,1,2,1,4,1,1,1,8,0,0,1,3,0,5,7,1,2,2,2,2,2,2,2,1,2,2,1,2,2,199,618,5,6,83,1
1,199,619,1,6,1,1,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,2,5,0,1,8,0,4,2,2,2,2,2,2,2,1,2,1,4,1,1,1,8,0,0,3,0,0,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,199,619,5,6,84,1
1,199,620,7,6,2,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,4,0,2,2,2,2,2,2,1,2,1,4,7,7,1,8,0,0,1,3,0,2,0,3,2,2,2,2,2,2,2,2,2,2,2,1,2,199,620,5,5,80,1
1,199,621,1,6,1,1,2,2,2,2,2,2,1,1,0,2,2,2,2,2,2,2,1,2,1,1,1,8,0,2,8,0,4,2,2,2,2,2,2,2,1,2,1,3,1,1,1,8,0,0,3,0,0,5,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,199,621,5,6,65,1
1,199,622,1,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,2,8,0,4,2,2,2,2,2,2,2,1,2,1,3,1,1,1,8,0,0,3,0,0,5,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,199,622,5,6,62,1
1,199,623,7,8,1,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,2,4,0,1,0,0,4,2,2,2,2,2,2,2,1,2,1,4,1,1,1,8,0,0,1,0,0,2,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,199,623,1,2,85,1
1,199,624,1,5,1,1,2,2,2,2,1,2,2,4,1,2,2,2,2,2,2,2,1,2,1,1,4,8,0,1,0,0,4,2,2,2,2,2,2,2,1,2,1,4,1,1,1,8,0,0,1,0,0,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,199,624,1,2,9,1
1,199,625,1,8,1,1,1,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,1,2,1,1,4,8,0,1,8,0,4,2,2,2,2,2,2,2,1,2,2,4,1,1,1,8,0,0,1,0,0,2,0,3,1,1,2,2,2,2,2,2,2,2,2,2,2,199,625,1,2,8,1
1,199,626,2,7,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,4,0,1,0,0,4,2,2,2,2,2,2,2,1,2,2,4,1,1,6,8,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,199,626,1,2,37,1
1,199,627,3,2,2,2,1,2,1,2,2,2,2,3,5,2,2,2,2,2,2,2,1,2,1,2,8,0,0,0,0,0,4,2,2,2,2,2,2,2,1,2,2,4,1,1,1,8,0,0,1,0,0,5,0,3,2,2,2,2,2,2,2,2,2,2,1,1,2,199,627,1,10,45,1
1,199,628,1,5,2,2,1,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,1,2,1,1,2,4,0,4,0,0,4,2,2,2,2,2,2,2,1,2,2,3,1,1,1,8,0,0,1,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,628,1,2,30,1
1,199,629,0,7,2,1,1,2,2,2,2,1,2,0,2,2,2,2,2,2,2,2,1,2,1,1,8,2,0,0,0,0,4,2,2,2,2,2,2,2,1,2,4,0,1,1,1,8,0,0,1,0,0,5,0,3,2,2,2,2,2,2,2,2,2,2,2,1,2,199,629,1,10,6,1
1,199,630,5,8,2,1,1,2,2,2,2,1,2,4,1,2,2,2,2,2,2,2,1,2,3,2,2,4,0,1,8,0,4,1,2,2,2,2,2,2,1,2,4,0,1,1,0,8,0,0,1,0,0,2,9,3,2,2,2,1,2,1,2,1,2,2,2,2,2,199,630,1,4,30,1
1,199,631,4,8,2,2,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,0,0,2,4,0,4,1,2,2,2,2,2,2,1,2,4,0,1,1,1,8,0,0,1,0,0,2,0,3,2,1,2,2,2,1,2,1,2,2,2,2,2,199,631,1,2,56,1
1,199,632,1,8,2,2,1,2,2,2,2,2,1,2,5,2,2,2,2,2,2,2,1,2,1,1,2,8,0,5,8,0,2,0,2,2,2,2,2,2,1,2,0,0,1,1,1,8,0,0,0,0,0,5,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,632,1,2,45,1
1,199,633,5,8,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,0,0,0,4,3,2,2,2,2,2,2,1,2,1,3,1,1,1,8,0,0,1,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,633,2,4,8,1
1,199,634,5,8,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,1,0,0,1,3,2,2,2,2,2,2,1,2,1,3,1,1,1,8,0,0,1,8,0,4,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,199,634,2,4,25,1
1,199,635,3,7,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,2,4,0,4,1,2,2,2,2,2,2,1,2,1,4,1,1,7,8,0,0,1,3,0,3,4,3,2,2,2,1,2,1,2,2,1,2,2,2,2,199,635,3,9,32,1
1,199,636,2,6,2,1,2,2,1,2,2,2,2,5,1,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,5,0,1,0,2,2,2,2,2,2,1,2,1,3,2,1,1,8,0,0,1,3,0,5,0,6,2,2,2,2,1,2,2,2,2,2,2,1,2,199,636,3,2,49,1
1,199,637,1,6,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,7,0,2,0,0,4,3,2,2,2,2,2,2,1,2,2,3,0,7,1,8,0,0,1,3,0,3,3,3,2,2,2,1,2,1,2,2,2,2,2,2,2,199,637,5,6,89,1
1,199,638,1,6,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,2,8,0,0,0,0,3,2,2,2,2,2,2,2,1,2,2,3,7,7,0,8,0,0,1,0,0,2,0,7,2,2,2,2,2,2,2,1,2,2,2,1,2,199,638,5,5,4,2
1,199,639,1,6,1,1,1,2,2,2,2,2,1,4,1,2,2,2,2,2,2,2,1,2,1,1,3,4,0,1,0,0,6,4,2,2,2,2,2,2,1,2,0,6,6,5,1,8,0,0,1,3,0,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,199,639,5,6,27,1
1,199,640,1,6,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,8,0,1,0,0,4,5,2,2,2,2,2,2,1,2,1,4,1,1,1,8,0,0,1,0,0,5,0,1,2,2,2,1,2,2,2,2,2,2,2,1,2,199,640,6,2,6,1
1,199,641,1,3,2,2,1,2,2,2,2,2,1,5,1,2,2,2,2,2,2,2,1,2,1,1,1,0,0,0,0,0,4,0,2,2,2,2,2,2,2,1,1,4,1,1,1,8,0,0,1,1,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,641,6,2,113,1
1,199,642,2,9,2,2,1,2,2,2,2,2,1,8,8,1,2,2,2,1,2,2,2,2,1,1,1,8,0,5,0,0,4,2,2,2,2,2,2,2,1,2,1,2,1,1,1,8,0,0,1,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,642,6,1,58,1
1,199,643,1,8,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,0,0,0,4,3,2,2,2,2,2,2,1,2,2,4,1,1,1,8,0,0,1,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,643,6,2,23,1
1,199,644,2,8,2,2,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,5,0,0,4,2,2,2,2,2,2,2,1,2,2,4,1,1,1,8,0,0,1,0,0,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,199,644,6,1,41,1
1,199,645,2,8,2,1,2,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,0,0,0,4,3,2,2,2,2,2,2,1,2,2,0,1,1,1,8,0,0,1,0,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,199,645,6,1,42,1
1,199,646,0,7,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,0,1,4,0,4,2,2,2,2,2,2,2,1,2,2,4,2,1,1,8,0,0,1,0,0,2,9,4,2,2,2,2,2,2,2,2,2,2,2,1,2,199,646,6,1,34,1
1,199,647,1,3,2,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,1,2,1,1,1,8,0,4,8,0,7,7,2,2,1,1,2,2,2,2,3,4,1,1,1,8,0,0,6,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,199,647,6,2,29,1
1,199,648,1,6,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,1,1,0,0,8,0,0,4,2,2,2,2,2,2,2,1,2,4,0,1,1,1,8,0,0,1,0,0,2,0,0,2,2,2,2,2,1,2,1,2,2,2,2,2,199,648,6,2,16,1
1,199,649,2,8,2,2,1,2,2,2,2,2,1,1,5,2,2,2,2,2,2,2,1,2,1,1,1,8,0,0,0,0,4,2,2,2,2,2,2,2,1,2,0,0,2,1,1,8,0,0,1,0,0,5,0,6,2,2,2,2,2,2,2,2,2,2,2,1,2,199,649,6,1,45,1
1,199,650,1,9,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,4,0,2,2,2,2,2,2,1,2,0,0,2,1,1,8,0,0,1,1,0,5,0,2,2,2,2,2,2,1,2,2,2,2,2,1,2,199,650,3,2,1,1
1,199,651,4,4,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,8,0,1,4,0,4,3,2,2,2,2,2,2,1,2,1,4,1,5,1,8,0,0,6,4,0,2,0,0,2,2,2,2,2,1,2,2,2,2,1,2,2,199,651,4,3,56,1
