CARD.,DECK.,BALLOT.,Q.0.,Q.1.,Q.2.,Q.3.,Q.4A.,Q.5.,Q.6A.,Q.6B.,Q.7A.,Q.7B.,Q.8A.,Q.8B.,Q.9A.,Q.9B.,Q.10A.,Q.10B.,Q.11A.,Q.11B.,Q.12A.,Q.12B.,Q.13A.,Q.13B.,Q.14A.,Q.14B.,Q.15A.,Q.15B.,Q.16A.,Q.16B.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19A.,Q.19B.,Q.20.,Q.21A.,Q.21B.,Q.22A.,Q.22B.,Q.23A.,Q.23B.,Q.24A.,Q.24B.,Q.25A.,Q.25B.,Q.26A.,Q.26B.,Q.27A.,Q.27B.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31A.,Q.31B.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.34A.,Q.34B.,Q.35A.,Q.35B.,Q.36A.,Q.36B.,Q.37A.,Q.37B.,Q.38A.,CARD..1,DECK..1,BALLOT..1,Q.0..1,Q.38B.,Q.39A.,Q.39B.,Q.40A.,Q.40B.,Q.41A.,Q.41B.,Q.42A.,Q.42B.,Q.43A.,Q.43B.,Q.44A.,Q.44B.,Q.45A.,Q.45B.,Q.46A.,Q.46B.,Q.47A.,Q.47B.,Q.48A.,Q.48B.,Q.49A.,Q.49B.,Q.50A.,Q.50B.,Q.51A.,Q.51B.,Q.52A.,Q.52B.,Q.53A.,Q.53B.,Q.54A.,Q.54B.,Q.55A.,Q.55B.,Q.56A.,Q.56B.,Q.57A.,Q.57B.,Q.58A.,Q.58B.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.61A.,Q.61B.,Q.62A.,Q.62B.,Q.63A.,Q.63B.,Q.64A.,Q.64B.,V.65.,V.66.,V.67.,V.68.,V.69.
1,215,1430,0,2,2,5,2,6,2,3,2,3,1,4,2,4,2,2,1,4,2,4,1,4,2,4,2,3,1,3,2,3,5,1,2,2,45,2,3,2,4,2,4,3,4,5,4,3,4,1,4,2,4,2,4,2,4,3,3,2,3,3,4,2,3,3,4,5,1,3,3,1,2,215,1430,0,4,3,4,1,4,2,3,4,4,2,3,2,3,3,3,3,4,3,3,3,4,3,4,1,4,3,4,2,2,1,4,1,4,2,3,5,4,3,4,4,4,4,5,1,5,4,5,1,4,1,5,1,0,20,7,11,6,1
1,215,1431,0,2,2,7,2,6,2,2,5,2,2,3,3,3,1,2,1,2,2,2,3,3,3,3,2,2,2,1,5,2,5,3,2,2,48,2,3,2,3,2,2,4,3,4,4,1,1,1,4,2,4,2,3,2,4,3,3,1,2,2,4,2,4,5,3,2,4,3,3,1,2,215,1431,0,4,2,4,1,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,2,4,2,4,3,4,2,4,2,4,2,3,3,1,3,1,3,3,4,1,3,4,4,5,1,3,3,4,1,2,3,2,2,2,16,4,8,3,1
1,215,1432,0,2,2,5,2,6,2,3,5,2,2,3,3,4,3,4,2,3,3,4,3,4,1,4,4,4,2,3,2,4,3,3,1,4,45,2,4,1,4,3,3,2,3,3,3,2,3,1,4,2,4,1,4,1,4,2,3,1,3,2,4,2,4,3,4,2,3,1,4,1,2,215,1432,0,4,2,3,1,4,3,4,3,3,3,3,2,4,3,4,2,4,2,4,3,4,2,3,2,4,2,4,2,3,5,1,2,4,2,4,3,1,3,4,1,3,4,5,3,5,1,5,4,2,5,2,3,2,17,5,7,5,1
1,215,1433,0,2,5,3,2,6,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,3,4,49,4,4,4,4,4,4,3,4,5,4,3,4,1,4,3,4,3,4,2,4,4,4,1,4,2,4,3,4,4,4,3,4,1,4,1,2,215,1433,0,2,2,2,1,2,2,3,2,4,2,4,3,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,1,4,3,3,3,3,2,3,2,3,2,3,1,4,0,0,0,6,5,0,0,5,6,5,6,0,11,1,6,7,1
1,215,1434,0,2,2,5,2,6,2,3,2,3,1,3,2,3,2,3,1,4,1,3,2,3,2,3,2,3,3,3,2,3,5,3,1,4,45,3,3,2,3,2,4,1,4,3,4,2,4,1,3,1,3,1,3,2,4,2,3,1,3,0,0,0,0,1,4,2,3,2,4,1,2,215,1434,0,4,1,2,1,4,3,4,2,4,2,4,2,4,3,4,1,4,2,4,1,4,2,4,1,4,1,4,2,4,5,4,3,4,2,4,4,4,3,4,2,4,4,5,1,5,3,5,2,3,1,3,1,4,9,2,4,6,1
1,215,1435,0,1,2,3,2,6,1,4,1,4,3,2,2,3,2,3,3,4,2,3,3,1,2,4,2,3,3,2,5,4,1,4,1,4,56,3,4,2,4,1,2,2,4,4,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,1,2,215,1435,0,3,3,3,1,3,3,3,3,3,2,3,3,3,1,3,2,3,2,3,2,3,1,3,3,3,3,3,1,3,5,3,5,4,4,3,3,3,4,3,3,4,4,5,2,5,1,5,4,4,3,3,5,3,15,2,8,8,1
1,215,1436,0,3,2,6,2,6,3,3,3,3,3,4,4,4,3,4,2,3,3,4,1,4,2,4,4,4,3,3,3,4,3,4,2,4,55,2,4,2,4,3,4,3,4,3,4,3,4,1,4,3,4,2,3,2,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,1,2,215,1436,0,4,2,4,2,3,3,3,3,4,2,3,3,4,2,4,1,4,1,4,1,4,3,4,2,3,1,4,2,4,5,3,3,3,3,3,3,4,4,3,1,4,4,5,1,5,3,5,2,4,1,4,3,3,13,5,8,7,1
1,215,1437,0,2,3,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,3,2,3,2,3,1,3,2,3,57,2,3,2,3,1,3,2,3,5,3,1,3,1,3,2,3,2,3,2,3,3,3,2,3,2,3,3,3,2,3,4,3,4,3,3,2,215,1437,0,2,2,2,3,2,3,2,2,2,3,4,3,4,3,2,3,2,3,4,3,1,1,4,0,4,1,4,1,4,4,3,3,3,3,3,4,3,2,3,5,3,2,3,2,4,3,4,3,3,5,2,5,3,18,4,7,10,4
1,215,1438,0,1,2,7,2,6,3,4,4,4,1,4,3,4,3,4,1,4,3,3,1,4,3,4,3,4,2,2,2,4,5,4,1,3,50,2,4,2,3,2,3,3,4,1,4,2,3,2,3,2,4,2,4,2,3,2,4,2,4,2,4,2,4,3,4,2,3,2,3,1,2,215,1438,0,4,3,4,2,4,3,4,4,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,1,3,3,4,3,4,5,4,3,4,3,3,3,3,2,3,1,4,3,4,3,5,2,4,2,3,3,3,3,3,24,9,0,2,1
1,215,1439,0,2,2,3,2,6,2,2,2,3,1,3,1,3,2,3,1,3,5,3,3,3,2,3,2,3,3,2,5,3,5,3,1,3,50,2,3,3,3,1,3,2,3,5,3,1,3,1,3,1,3,2,3,2,3,4,3,2,3,1,3,2,3,2,3,2,3,3,3,3,2,215,1439,0,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,2,4,2,4,2,4,2,4,3,4,2,3,2,4,1,3,2,3,3,3,4,3,3,3,3,3,4,5,3,3,1,4,2,3,5,4,5,3,21,5,9,1,1
1,215,1440,0,3,2,7,2,6,2,3,2,3,2,3,2,4,2,3,1,4,5,1,1,4,2,4,2,3,2,3,5,2,2,3,2,4,50,2,4,2,3,3,3,2,3,2,3,1,4,2,3,2,3,1,3,2,3,2,3,1,4,2,3,2,3,3,3,2,3,3,3,2,2,215,1440,0,2,3,3,2,4,3,4,3,4,3,4,3,4,2,3,3,4,2,3,3,4,3,4,1,3,3,4,2,3,2,3,2,3,3,3,5,3,3,4,5,2,4,5,1,4,3,4,1,3,1,3,3,3,23,7,12,2,2
1,215,1441,0,2,2,5,2,6,1,3,2,3,3,3,1,3,2,4,1,4,1,4,3,3,2,4,1,4,3,3,2,4,2,4,2,4,52,1,4,3,4,2,3,1,4,2,3,3,3,1,4,2,4,1,4,3,4,3,4,3,4,3,4,3,4,3,4,2,4,3,4,1,2,215,1441,0,4,1,4,1,4,2,4,3,4,2,4,3,4,1,4,2,4,2,4,1,4,3,4,3,4,2,4,3,4,1,4,4,4,3,2,3,4,2,4,1,4,3,5,1,5,3,5,1,4,1,4,3,4,14,5,7,7,1
1,215,1442,0,2,2,1,2,6,5,2,5,2,3,3,5,3,5,3,1,3,5,3,3,3,3,3,2,3,4,3,5,3,5,3,1,3,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,2,3,2,3,2,3,3,4,3,4,2,4,3,3,2,3,3,3,3,2,215,1442,0,2,1,3,1,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,2,4,3,4,1,4,5,3,3,3,3,3,3,3,4,3,1,3,4,5,1,5,5,0,2,4,5,2,1,4,13,2,5,2,1
1,215,1443,0,3,4,5,2,6,2,3,5,3,2,1,2,2,5,2,1,3,5,3,3,2,2,0,2,3,3,3,3,0,5,3,2,4,51,4,4,4,4,3,3,2,3,4,4,1,3,1,4,2,3,2,3,2,1,3,2,3,4,2,3,2,3,2,3,2,2,3,3,3,2,215,1443,0,4,3,4,1,4,2,4,3,4,2,3,3,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,4,1,4,1,4,4,3,5,3,3,4,4,3,4,5,1,3,5,0,3,3,5,4,6,0,17,4,8,2,1
1,215,1444,0,3,4,5,2,6,2,4,1,4,2,4,3,4,3,3,1,4,1,4,1,4,2,4,2,4,1,3,3,4,3,3,2,4,50,4,4,2,3,3,4,3,4,4,4,3,4,1,3,3,4,2,4,3,4,3,4,3,4,3,4,3,4,4,4,2,3,4,4,2,2,215,1444,0,4,2,4,3,3,2,4,2,4,1,4,2,4,1,4,3,4,3,4,2,4,2,4,3,4,2,4,1,4,5,4,1,4,3,4,4,4,3,4,3,4,4,5,2,4,1,5,4,4,4,4,4,4,16,4,6,8,1
1,215,1445,0,3,3,4,2,6,2,4,2,3,3,4,1,3,2,3,1,4,5,4,3,3,2,4,2,4,3,3,5,4,2,3,2,4,52,3,4,2,4,1,4,1,4,3,4,3,4,1,4,2,4,2,4,2,4,2,4,3,4,3,4,3,4,2,4,3,4,5,4,1,2,215,1445,0,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,1,4,1,4,1,4,5,4,5,4,3,4,5,4,4,5,1,5,2,5,1,4,1,4,1,4,14,3,6,9,2
1,215,1446,0,2,2,5,2,6,2,4,5,4,2,4,3,4,3,4,5,4,3,4,1,4,3,4,5,4,1,4,2,4,5,4,3,4,51,4,4,4,4,1,4,3,4,5,4,2,4,1,4,2,4,3,4,3,4,4,4,3,4,2,4,2,4,3,4,5,4,5,4,1,2,215,1446,0,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,2,4,2,3,2,3,1,3,1,3,2,3,1,3,6,5,6,5,6,5,6,5,5,5,6,5,0,0,2,2,1,5,1,4,4,4,4,4,11,2,4,9,1
1,215,1447,0,2,2,6,2,6,1,4,1,4,3,0,2,3,2,3,1,4,2,3,1,4,2,3,2,3,2,3,2,3,2,3,1,4,53,2,2,2,3,3,4,2,3,3,2,2,4,2,2,1,3,2,4,2,4,2,3,3,4,2,3,3,4,3,4,2,2,2,3,2,2,215,1447,0,2,2,3,1,4,3,4,4,4,2,4,3,3,2,3,3,4,1,4,2,3,2,3,3,4,3,4,2,3,5,4,2,3,4,3,4,3,4,3,2,3,4,4,1,4,3,4,2,1,3,3,1,3,20,5,11,3,1
1,215,1448,0,2,2,5,2,6,2,2,2,3,1,3,2,3,2,3,1,4,2,3,1,4,2,4,2,3,1,3,2,3,5,3,2,3,53,3,4,3,3,3,3,3,4,4,4,3,4,1,4,2,4,2,4,2,3,2,3,2,3,3,4,3,4,5,2,3,3,3,3,1,2,215,1448,0,4,3,4,1,4,2,4,3,4,3,2,3,4,2,4,2,3,2,4,2,4,1,4,3,4,2,4,1,4,5,3,5,3,3,2,3,2,4,3,3,3,4,5,3,2,2,3,2,2,5,3,5,3,15,2,7,3,1
1,215,1449,0,2,2,6,2,6,2,2,5,1,1,2,1,2,2,2,1,4,1,4,2,2,3,2,1,2,3,2,1,2,5,2,1,2,59,1,2,2,2,5,2,1,2,3,2,1,2,1,4,2,4,2,4,2,4,2,4,3,2,2,4,2,4,3,3,2,4,1,4,3,2,215,1449,0,4,1,4,1,4,2,4,4,4,2,4,3,4,1,4,1,4,2,4,2,4,3,4,3,4,2,4,1,4,1,3,1,3,4,3,4,4,3,4,4,4,4,5,1,5,4,5,2,4,2,4,2,4,14,5,7,7,1
1,215,1450,0,2,2,6,2,6,3,3,5,3,2,3,3,3,3,3,1,4,3,3,1,4,2,4,3,3,1,2,5,2,3,3,2,3,54,2,1,3,3,3,4,3,3,5,4,3,4,1,4,3,4,3,4,2,3,3,3,3,4,3,4,3,4,4,4,3,3,3,2,1,2,215,1450,0,4,3,4,2,3,2,4,3,3,2,4,3,4,2,4,1,4,1,4,2,4,2,3,1,4,1,4,1,4,5,3,3,3,4,3,5,4,3,4,3,4,4,5,1,5,4,5,2,2,2,3,2,3,11,4,7,5,2
1,215,1451,0,2,3,4,2,6,2,2,3,2,1,2,1,2,5,2,1,4,2,3,1,4,2,4,2,3,3,3,5,2,2,3,2,4,50,2,2,4,4,3,4,2,3,4,3,3,4,1,4,2,4,2,3,3,4,3,3,2,3,3,3,3,4,4,4,2,3,3,3,2,2,215,1451,0,3,1,4,1,4,3,4,4,4,1,4,2,4,3,4,3,4,1,4,2,4,2,4,3,4,3,4,1,4,5,2,2,4,2,3,4,3,3,4,5,2,4,5,1,5,3,5,2,3,2,2,2,2,17,4,8,5,1
1,215,1452,0,3,2,6,2,6,2,4,3,3,2,3,2,4,3,4,1,4,2,4,2,4,2,4,2,4,3,3,2,4,2,4,2,4,50,2,4,2,4,3,4,3,4,2,4,2,4,1,4,2,4,2,4,2,4,2,4,2,3,2,4,2,4,2,4,2,4,3,4,3,2,215,1452,0,1,2,3,2,2,3,4,3,4,0,0,3,4,3,2,3,1,3,2,2,2,3,4,3,4,3,4,3,4,1,3,5,3,0,0,2,3,3,4,5,4,3,5,1,4,2,4,2,2,2,2,2,2,23,7,11,6,1
1,215,1453,0,2,2,6,2,6,2,3,2,2,2,3,3,4,2,3,1,4,2,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,52,2,3,2,3,3,4,2,3,2,4,2,4,1,4,2,4,2,4,1,3,3,3,2,3,2,3,2,3,3,3,2,3,3,4,1,2,215,1453,0,3,3,3,3,3,2,3,3,3,3,4,3,4,3,4,2,3,3,3,1,3,3,4,2,3,3,3,2,3,2,4,4,4,1,4,3,4,3,4,1,3,4,5,1,5,3,4,2,3,2,2,2,3,21,6,9,7,2
1,215,1454,0,3,2,5,2,6,2,2,2,2,2,4,2,3,2,2,1,4,1,4,1,4,2,4,2,3,3,3,3,3,5,1,2,4,59,1,4,4,4,4,4,3,4,4,4,2,4,1,3,2,3,2,3,2,3,3,4,2,3,2,3,3,4,3,3,3,3,3,4,2,2,215,1454,0,4,1,4,1,4,1,4,2,4,1,4,3,4,1,4,1,4,1,4,1,4,1,4,2,4,1,4,1,4,1,4,2,3,3,4,4,3,3,4,4,4,4,5,2,5,2,3,5,2,3,4,5,1,5,1,2,5,5
1,215,1455,0,3,2,6,2,6,2,3,2,3,1,3,1,3,2,3,2,3,2,3,2,1,2,1,2,3,2,3,2,3,2,3,1,3,55,2,3,2,3,2,3,1,3,3,2,1,3,2,3,1,3,2,3,1,3,2,3,2,2,1,3,1,3,2,2,2,3,2,3,2,2,215,1455,0,4,3,4,2,3,3,4,3,4,3,4,3,4,3,3,3,4,3,4,3,4,2,4,2,4,3,4,2,4,5,2,5,2,2,3,2,3,2,3,1,4,3,4,1,5,2,4,1,3,5,3,5,3,25,6,11,10,1
1,215,1456,0,2,2,5,2,6,3,2,4,2,2,2,2,3,3,2,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,2,2,1,4,2,3,1,3,2,3,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,2,215,1456,0,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,3,3,3,4,3,3,3,3,1,3,4,3,4,3,2,3,2,3,1,4,4,2,3,1,2,3,4,2,5,3,1,3,24,7,11,3,1
1,215,1457,0,3,3,4,2,6,2,3,2,3,1,3,2,2,3,2,1,4,1,4,1,4,2,4,2,3,3,2,2,3,2,3,2,3,55,2,3,2,3,2,3,1,4,4,4,1,4,2,4,1,3,2,4,1,3,3,4,1,4,2,4,2,4,1,4,2,4,1,4,2,2,215,1457,0,3,3,4,1,4,3,4,3,4,3,4,3,4,2,3,3,4,3,4,3,4,3,4,3,4,3,4,2,4,2,3,1,4,3,3,1,4,2,3,1,4,4,5,2,4,3,4,5,2,3,2,1,4,25,6,12,5,3
1,215,1458,0,3,2,6,2,6,3,4,3,4,1,3,3,4,3,4,2,4,3,4,1,4,2,4,3,4,2,3,2,4,3,4,1,4,52,4,4,2,4,2,3,1,4,5,4,1,4,1,4,1,4,1,3,1,4,2,3,1,3,2,4,3,4,2,4,2,3,2,3,1,2,215,1458,0,4,1,4,2,4,2,4,3,4,2,4,1,4,2,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,3,3,3,2,3,2,3,4,3,1,4,3,5,1,5,3,5,1,4,1,4,2,4,7,3,3,6,1
1,215,1459,0,2,2,6,2,6,1,4,1,4,2,4,3,4,3,3,1,4,1,4,2,3,2,3,1,3,4,3,3,3,3,3,2,3,55,2,3,3,3,3,3,3,3,4,4,2,3,1,4,3,3,3,4,2,3,2,3,1,3,2,3,3,4,3,3,2,3,3,3,2,2,215,1459,0,2,3,3,1,3,2,4,3,3,2,3,3,4,3,4,3,4,2,3,3,4,2,3,3,3,3,4,2,3,3,3,3,3,3,3,2,3,2,3,1,3,2,3,1,5,4,5,1,4,1,4,1,4,22,5,9,5,2
1,215,1460,0,3,2,5,2,6,2,3,2,3,2,2,3,3,2,3,1,4,2,4,1,4,1,4,2,3,3,4,2,4,2,4,1,4,60,3,4,4,4,2,4,2,4,3,4,1,4,1,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,3,4,1,2,215,1460,0,3,3,3,2,3,2,3,2,3,2,3,3,3,0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,3,1,3,2,3,4,3,5,3,2,4,5,2,4,5,1,5,3,5,1,2,2,3,2,3,12,4,7,8,1
1,215,1461,0,1,5,5,2,6,2,3,2,2,3,4,3,4,5,4,1,4,2,4,2,4,2,4,1,4,2,3,5,2,2,4,2,4,68,2,4,2,2,2,4,2,3,5,4,1,4,1,4,2,4,2,4,2,4,2,4,2,4,1,4,2,4,1,4,2,4,3,4,1,2,215,1461,0,4,3,4,1,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,2,4,2,4,3,4,3,4,2,4,1,4,2,4,5,4,4,3,3,4,1,4,4,5,3,5,4,5,4,4,5,4,5,4,23,5,12,9,2
1,215,1462,0,1,2,5,2,6,2,1,2,3,2,4,3,4,2,4,1,4,2,4,3,1,2,4,2,4,3,4,3,4,3,3,2,4,69,4,4,3,4,2,4,2,4,5,4,2,4,1,4,2,4,2,4,2,4,3,4,2,4,1,4,2,4,2,4,2,4,3,4,3,2,215,1462,0,2,2,4,1,4,2,4,3,4,2,4,3,4,3,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,1,4,3,4,4,4,4,4,3,4,4,4,4,5,1,3,3,5,1,3,1,4,2,3,16,4,7,9,1
1,215,1463,0,3,2,7,2,6,2,3,5,3,1,3,3,4,3,4,1,4,2,4,0,0,2,4,2,4,4,3,2,4,5,4,1,4,65,3,4,4,4,3,4,3,4,3,4,2,4,1,4,2,4,2,4,2,4,3,4,2,4,2,4,3,4,3,4,2,4,3,4,2,2,215,1463,0,3,2,3,1,4,2,4,2,4,2,4,3,4,3,4,1,4,2,4,2,4,2,4,2,4,1,4,2,4,2,4,2,4,3,4,3,4,4,4,4,4,4,5,1,5,4,5,1,3,1,4,1,4,14,3,5,8,6
1,215,1464,0,3,2,6,2,6,1,4,1,3,1,3,1,3,1,3,1,4,2,3,1,4,2,4,1,3,2,3,2,3,1,3,1,3,60,2,3,2,3,2,3,2,3,2,4,1,3,1,4,1,4,1,3,2,4,2,3,4,1,1,3,2,3,3,3,1,3,1,3,2,2,215,1464,0,4,3,4,2,4,2,3,2,3,2,3,3,4,2,3,3,4,2,4,3,3,3,3,2,4,3,4,2,3,2,2,3,3,2,3,3,3,2,3,2,3,4,5,2,3,2,3,1,2,2,2,3,2,21,6,9,3,3
1,215,1465,0,3,2,6,2,6,2,3,2,3,1,3,1,3,2,3,1,4,5,4,2,3,2,3,2,3,3,4,2,3,3,4,2,4,64,2,4,3,3,5,4,3,4,3,4,2,3,2,3,1,3,1,3,1,3,2,3,4,4,1,3,1,4,3,4,2,3,3,4,2,2,215,1465,0,4,3,4,1,4,3,4,4,4,2,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,2,4,5,4,2,4,2,4,4,3,3,4,2,3,4,5,2,5,1,5,3,2,3,2,2,2,25,7,12,7,6
1,215,1466,0,3,3,5,2,6,3,2,3,2,3,2,4,2,3,2,2,3,5,2,3,2,3,2,5,0,3,2,5,0,3,1,2,2,65,4,1,2,3,5,0,2,2,5,1,2,2,1,2,2,3,2,3,1,3,2,3,2,2,2,2,2,2,3,2,2,2,3,2,0,2,215,1466,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,5,6,5,6,5,5,5,6,5,0,0,0,6,5,0,0,5,6,5,6,0,0,10,10,10,1
1,215,1467,0,3,3,3,2,6,1,4,1,4,1,4,1,4,1,4,1,4,1,4,2,4,2,4,1,4,1,4,1,4,1,4,1,4,68,1,4,2,3,1,4,1,4,2,3,1,4,2,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,2,215,1467,0,3,2,3,1,4,2,3,3,3,2,3,3,4,3,4,3,4,2,4,2,4,1,4,3,4,2,4,1,4,5,2,4,4,2,3,2,3,1,4,2,3,4,5,1,5,3,4,1,4,1,4,1,4,15,2,7,9,1
1,215,1468,0,2,4,6,2,6,4,4,4,4,1,3,4,4,4,4,2,1,4,4,1,4,2,1,4,4,2,3,2,3,4,4,2,3,63,2,3,2,1,4,2,1,2,5,4,3,2,1,2,2,3,2,2,2,2,3,2,4,1,3,4,3,4,2,2,3,2,4,2,1,2,215,1468,0,4,3,4,2,4,1,4,2,4,3,4,3,4,2,4,2,2,3,4,1,4,2,3,2,4,1,4,1,4,6,5,6,5,6,5,3,3,4,2,5,2,4,3,1,5,4,5,1,3,3,2,1,4,13,2,6,2,2
1,215,1469,0,3,1,7,2,6,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,27,1,4,4,4,4,4,3,4,5,4,3,4,1,4,2,4,2,4,2,4,3,4,2,4,2,4,2,4,3,4,3,4,4,4,2,2,215,1469,0,4,3,4,3,4,2,4,1,4,3,4,2,4,2,4,2,4,2,4,3,4,3,4,3,4,2,4,3,4,4,4,3,4,2,4,3,4,2,4,1,4,1,5,1,5,4,5,1,4,1,4,1,4,22,8,7,12,4
1,215,1470,0,3,2,6,2,6,5,1,5,1,1,3,3,3,5,1,1,4,2,3,1,3,2,3,2,3,2,3,2,3,5,1,1,3,35,4,3,3,3,2,3,4,1,5,3,3,3,1,3,2,3,3,4,2,3,4,3,2,3,3,4,3,4,3,4,3,3,4,3,1,2,215,1470,0,4,3,4,2,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,3,4,2,4,3,4,3,4,2,4,1,3,2,3,4,3,5,3,3,3,5,1,4,5,3,1,2,3,5,2,5,2,2,2,20,6,9,2,1
1,215,1471,0,3,2,7,2,6,2,3,5,3,2,4,1,2,2,3,1,4,2,3,1,3,2,3,2,3,3,4,3,2,3,3,2,4,30,2,4,3,3,3,4,3,4,4,4,3,4,1,4,2,4,3,4,2,4,3,4,1,3,2,3,2,4,3,4,2,3,3,4,1,2,215,1471,0,4,3,4,2,4,2,4,3,4,3,4,2,4,3,4,3,4,3,4,3,4,3,4,1,4,3,4,2,4,1,4,2,4,4,4,5,4,3,4,2,4,4,5,1,5,4,5,1,3,2,3,1,4,21,7,9,8,2
1,215,1472,0,1,2,5,2,6,2,3,1,4,3,2,2,3,2,3,1,4,5,2,3,2,1,4,3,2,4,4,3,4,3,4,3,4,34,4,4,4,4,4,4,3,4,5,4,3,4,1,4,2,4,3,4,2,4,3,4,3,4,2,4,3,4,3,4,3,3,5,3,3,2,215,1472,0,2,2,3,3,4,3,4,3,4,3,4,3,4,3,3,2,2,2,2,2,2,3,4,3,4,3,4,2,2,1,4,5,2,4,2,4,3,2,3,1,3,4,5,3,5,2,3,4,4,3,4,5,2,23,7,9,7,1
1,215,1473,0,3,2,6,2,6,2,2,2,2,1,2,2,2,2,2,1,4,2,2,2,2,2,2,2,3,2,3,2,3,2,3,1,4,30,1,3,2,3,2,2,2,4,2,3,1,2,2,2,2,3,1,3,1,3,1,3,2,2,2,2,2,4,2,3,2,3,2,3,2,2,215,1473,0,3,3,4,3,4,2,3,4,4,2,3,3,4,2,4,2,4,3,3,3,4,3,4,3,4,3,4,3,4,5,1,2,3,2,2,3,2,2,2,2,3,3,4,2,3,2,4,2,2,3,3,5,3,26,11,11,1,6
1,215,1474,0,2,4,4,2,6,3,3,5,2,3,2,3,2,3,3,3,2,5,3,3,3,2,3,5,3,3,2,5,3,5,3,2,3,94,3,4,2,3,3,2,2,2,2,2,1,4,2,3,2,4,2,2,2,4,1,4,2,4,2,4,1,4,5,3,2,3,3,3,3,2,215,1474,0,1,1,3,2,3,2,3,2,4,3,4,3,4,2,4,3,4,2,4,1,4,2,4,3,4,3,4,2,4,5,1,4,3,3,3,2,3,2,4,1,4,5,3,2,3,1,5,1,4,1,4,1,4,17,3,6,2,1
1,215,1475,0,2,2,2,2,6,5,2,5,2,2,3,3,2,3,2,2,3,4,2,3,2,2,3,4,2,2,2,3,3,5,2,3,2,94,4,1,1,4,2,2,2,4,4,3,2,2,2,2,3,1,3,1,2,2,2,2,2,3,2,2,1,2,2,2,3,3,2,2,2,2,215,1475,0,2,2,1,2,3,3,4,4,2,1,2,3,3,2,3,3,3,2,3,1,2,1,1,1,1,2,2,2,2,5,2,3,2,2,2,1,1,4,3,2,2,3,5,3,5,2,2,1,1,1,1,1,1,16,4,9,1,1
1,215,1476,0,2,2,5,2,6,2,4,3,4,1,3,4,4,2,4,1,4,3,4,1,4,3,1,2,4,2,2,2,4,5,2,1,4,94,2,4,2,4,3,4,2,3,3,3,2,4,1,4,2,4,1,4,2,4,3,4,2,4,2,4,3,4,3,4,3,4,2,4,1,2,215,1476,0,4,1,4,1,4,1,4,2,4,2,4,3,4,2,4,2,4,2,4,1,4,1,4,1,4,2,4,1,4,1,4,1,4,4,4,4,4,3,4,4,4,4,5,2,5,1,5,4,4,3,3,1,4,7,10,3,11,1
1,215,1477,0,1,3,5,2,6,2,3,2,3,1,4,1,4,2,4,1,4,1,4,3,3,2,4,1,4,3,4,1,4,1,4,2,4,94,4,4,1,4,1,4,1,4,4,3,1,3,1,4,2,4,2,4,1,3,2,3,2,4,3,4,3,4,3,4,1,4,2,3,1,2,215,1477,0,4,1,4,1,4,2,4,3,4,3,4,2,4,3,4,2,4,2,4,3,4,1,4,3,4,3,4,2,4,4,4,3,3,2,4,2,4,1,4,2,3,3,4,1,5,4,5,2,2,1,4,1,4,16,4,4,7,1
