COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122
1,232,224,1,2,5,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,4,6,3,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,4,1,0,0,2,4,4,0,1,2,2,,22,3202,2,4,2,2,2,2,2,1,2,3,0,0,2,2,1,2,2,2,0,0,5,3,25,1,1,2,2,2,2,2,12,0,0,4,2,3,2,3,1,2,2,2,2,2,2,2,3,22
1,232,225,1,7,6,2,10,1,4,2,3,1,4,4,1,2,2,3,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,3,3,2,2,3,4,4,3,2,3,1,,22,3202,2,5,1,2,2,2,2,2,4,3,3,3,2,1,2,2,2,2,3,2,5,3,37,1,1,2,2,2,2,2,12,0,0,3,1,2,2,1,1,2,2,2,2,2,2,2,3,22
1,232,226,1,8,5,1,1,3,3,1,2,1,3,5,1,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,5,1,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,4,4,4,1,2,2,,22,3202,2,6,2,2,2,1,2,2,2,3,3,1,2,2,1,2,2,2,4,2,5,3,13,1,1,2,2,2,2,2,12,0,0,4,3,1,0,1,1,2,2,2,2,2,2,2,5,22
1,232,227,2,8,7,2,10,1,4,2,2,2,4,3,1,1,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,0,4,1,1,2,1,,22,3202,2,7,2,2,2,2,1,2,3,1,3,1,2,2,1,2,2,2,3,1,5,3,28,1,1,2,2,2,2,2,12,0,0,0,3,4,1,2,1,2,2,2,2,2,2,2,3,22
1,232,228,2,9,4,1,1,3,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,4,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,4,3,2,1,3,4,4,1,1,1,1,,22,3202,2,8,2,2,2,1,2,2,0,6,3,2,2,1,2,2,2,2,0,1,5,3,10,1,1,2,2,2,2,2,21,0,0,0,0,0,1,3,2,2,2,2,2,2,2,1,3,22
1,232,229,2,5,6,2,10,1,4,2,3,1,5,4,1,2,2,2,1,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,5,5,0,2,0,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,1,3,2,0,0,3,4,4,4,4,3,2,,22,3202,2,9,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,1,3,1,5,2,4,1,1,2,2,2,2,2,12,0,0,0,3,0,1,1,2,2,2,2,2,2,2,1,2,22
1,232,230,1,7,5,2,10,3,3,2,2,1,3,5,1,2,1,1,1,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,6,6,6,6,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,3,2,0,0,1,0,0,0,0,2,,22,3202,3,0,2,2,2,2,2,1,2,6,5,1,2,1,2,2,2,2,4,1,4,2,28,1,1,2,2,2,2,2,12,0,0,4,0,3,1,2,1,2,2,2,2,2,2,2,5,22
1,232,231,2,8,4,1,1,2,3,2,2,2,2,4,1,2,3,3,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,2,2,3,5,1,4,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,1,0,2,3,3,3,1,2,2,,22,3202,3,1,2,2,2,2,2,1,2,3,5,3,2,2,1,2,2,2,4,2,5,1,28,1,1,2,2,2,2,2,12,0,0,4,2,1,2,3,1,2,2,2,2,2,2,2,2,22
1,232,232,1,10,1,1,1,2,3,2,2,2,5,3,1,3,1,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,2,2,3,3,0,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,1,4,4,4,4,0,2,,22,3202,3,2,2,2,2,2,2,1,2,0,0,3,1,2,2,2,2,2,0,1,0,3,38,1,1,2,2,2,2,2,12,0,0,4,0,0,0,0,2,2,2,2,2,2,2,1,0,22
1,232,233,1,8,5,1,12,3,2,1,1,2,4,3,1,4,1,1,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,1,4,4,4,4,0,0,,22,3202,3,3,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,21,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,22
1,232,234,0,0,0,0,0,0,0,0,3,2,3,5,1,2,2,2,1,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,3,1,2,3,3,0,0,0,0,0,0,0,0,,22,3202,3,4,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,2,2,2,2,2,21,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,22
1,232,235,2,0,4,1,1,3,1,0,1,0,1,0,1,0,0,1,1,0,3,0,0,2,2,2,2,2,2,2,2,2,2,2,1,3,0,3,2,0,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,1,2,2,3,2,1,3,3,3,3,4,0,0,,22,3202,3,5,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,0,0,0,0,0,1,1,2,2,2,2,2,12,0,0,1,2,0,2,3,2,2,2,2,2,2,2,1,1,22
1,232,236,1,4,1,1,1,2,2,2,2,1,5,4,1,1,2,1,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,5,5,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,3,3,2,2,3,4,4,4,4,3,1,,22,3202,3,6,2,2,1,1,1,2,4,6,3,4,2,2,2,2,1,2,4,1,5,1,18,1,1,2,2,2,2,2,21,0,0,4,2,3,4,3,1,2,2,2,2,2,2,2,5,22
1,232,237,2,3,4,2,3,1,4,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,0,1,4,4,4,2,2,1,,22,3202,3,7,2,2,2,2,2,1,2,1,0,1,2,2,2,1,2,2,3,1,5,2,28,1,1,2,2,2,2,2,12,0,0,3,2,3,1,3,2,2,2,2,2,2,2,1,3,21
1,232,238,3,8,5,2,3,2,4,2,2,2,5,4,1,3,1,3,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,4,1,1,0,2,4,4,4,1,2,1,,22,3202,3,8,2,2,2,1,2,2,2,3,4,1,2,1,2,2,2,2,4,1,5,2,2,0,0,2,2,2,2,2,21,0,0,0,1,2,3,3,1,2,2,2,2,2,2,2,0,22
1,232,239,3,9,4,4,12,3,4,2,2,1,1,2,1,3,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,1,2,4,4,4,1,2,2,,22,3202,3,9,2,2,2,2,2,1,2,3,3,3,2,1,2,2,2,2,3,1,5,3,21,1,1,2,2,2,2,2,12,0,0,4,2,3,2,1,2,2,2,2,2,1,2,2,4,23
1,232,240,1,3,5,1,1,1,3,2,2,2,2,4,1,4,2,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,3,2,1,3,1,1,1,2,3,1,,22,3202,4,0,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,5,2,17,0,7,2,1,2,2,2,22,0,0,1,2,2,1,1,2,2,2,2,2,2,2,1,1,22
1,232,241,2,8,5,2,2,4,4,2,2,2,2,3,1,1,2,1,1,2,3,0,3,2,2,1,2,2,1,2,2,2,2,2,2,4,4,3,3,4,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,2,2,3,1,1,2,2,3,1,,22,3202,4,1,1,1,2,2,2,2,2,2,5,4,2,1,2,2,2,2,4,2,5,2,28,1,1,2,2,2,2,2,12,0,0,0,2,3,4,3,1,2,2,2,2,2,2,2,4,21
1,232,242,1,5,0,1,1,1,2,3,3,1,2,2,1,3,2,1,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,1,1,2,2,2,2,,22,3202,4,2,2,2,2,2,2,1,2,6,3,2,2,1,2,2,2,2,3,1,5,3,20,1,1,2,2,2,2,2,12,0,0,4,3,2,2,3,1,2,2,2,2,2,2,2,1,22
1,232,243,1,4,5,3,1,1,1,2,2,1,3,2,1,4,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,3,1,1,1,1,3,1,,22,3202,4,3,2,1,2,1,2,2,2,3,1,3,2,2,2,2,2,1,4,1,5,3,21,1,1,2,2,2,2,2,12,0,0,3,2,3,4,3,1,2,2,2,2,2,2,2,4,22
1,232,244,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,3,2,2,0,0,0,0,0,0,1,,22,3202,4,4,2,1,2,2,2,2,0,0,0,0,2,2,2,2,2,1,0,0,3,0,0,0,0,2,2,2,2,2,12,0,0,0,0,0,0,4,2,2,2,2,2,2,2,1,0,22
1,232,245,0,10,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22,3202,4,5,2,2,2,2,2,1,0,0,0,0,2,2,2,2,2,1,0,0,5,0,0,0,0,2,2,2,2,2,21,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,23
1,232,246,2,8,5,6,12,0,0,0,2,1,0,0,0,0,1,0,0,3,0,3,0,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,0,0,0,2,1,0,2,,22,3202,4,6,2,2,2,2,2,1,3,0,1,0,2,2,2,2,2,1,0,1,1,2,3,1,1,2,2,2,2,2,12,0,0,0,0,4,2,3,2,2,1,2,2,2,2,2,1,23
1,232,247,0,0,0,0,0,0,0,0,0,2,4,0,0,4,1,3,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,1,0,0,0,0,3,0,,22,3202,4,7,2,2,2,2,2,1,0,0,5,4,2,2,2,2,1,2,3,2,0,0,0,1,1,2,2,2,2,2,12,0,0,4,2,3,4,3,1,2,2,2,2,2,2,2,0,23
1,232,248,4,10,5,0,1,3,2,1,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,3,1,4,3,2,1,1,2,2,2,2,1,2,,22,3202,4,8,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,1,0,3,5,3,10,1,1,2,2,2,2,2,12,0,0,3,2,3,1,3,2,2,2,2,2,2,2,1,1,22
1,232,249,1,4,3,2,1,3,4,2,2,1,1,1,0,3,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,2,2,3,1,1,1,1,3,1,,22,3202,4,9,2,2,2,2,1,2,2,1,3,3,2,2,2,2,1,2,0,1,5,3,37,1,1,2,2,2,2,2,12,0,0,4,2,3,4,1,1,2,2,2,2,2,2,2,2,22
1,232,250,2,9,1,1,1,2,0,2,0,1,1,2,0,0,0,0,0,2,3,2,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,1,2,0,2,1,2,2,2,2,2,1,,22,3202,5,0,2,2,2,2,1,2,2,0,0,0,2,2,2,2,2,1,0,2,0,0,0,0,0,2,2,2,2,2,21,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,22
1,232,251,1,3,1,2,10,0,4,1,0,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,1,3,6,3,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,1,0,0,0,0,2,2,0,0,0,0,1,,22,3202,5,1,2,2,2,1,1,2,3,0,5,4,2,2,2,2,1,2,4,2,0,0,17,0,0,2,2,2,2,2,21,0,0,4,0,1,4,3,2,2,2,2,2,2,2,1,1,22
1,232,252,2,0,1,1,1,3,4,0,0,1,1,1,0,0,0,0,1,0,0,1,0,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,3,3,0,0,0,2,,22,3202,5,2,2,2,2,2,2,1,2,0,0,0,2,2,2,2,2,1,0,0,5,0,0,1,1,2,2,2,2,2,12,0,0,0,0,0,0,3,1,2,2,2,2,2,2,2,0,22
1,232,253,1,8,1,2,10,1,4,2,0,1,0,0,0,0,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,1,2,1,0,2,0,4,2,0,0,2,,22,3202,5,3,2,2,2,2,2,1,2,3,3,3,2,2,2,2,2,1,0,0,5,3,20,0,0,2,2,2,2,2,21,0,0,0,0,0,1,1,2,2,2,2,2,2,2,1,4,22
1,232,254,3,5,5,2,10,3,2,2,2,0,5,4,1,2,1,2,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,3,3,0,2,2,1,4,1,3,1,,22,3202,5,4,2,2,2,2,1,2,4,1,5,4,2,2,2,2,1,2,4,2,5,1,18,1,1,2,2,2,2,2,12,0,0,2,3,1,4,4,1,2,2,2,2,2,2,2,4,11
1,232,255,1,5,5,4,10,1,3,3,3,1,5,5,2,1,1,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,0,0,0,3,3,3,3,0,3,1,,22,3202,5,5,2,2,2,2,1,2,4,6,5,4,2,2,2,2,1,2,4,2,5,1,11,1,1,2,2,2,2,2,12,0,0,2,3,4,1,3,2,2,2,2,2,2,2,1,0,11
1,232,256,1,5,5,2,2,1,3,1,1,3,1,2,1,4,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,1,0,2,4,4,4,4,2,2,,22,3202,5,6,2,2,2,2,2,1,2,3,3,2,2,2,1,2,2,2,4,1,5,3,14,0,1,1,2,2,2,2,22,0,8,1,2,3,1,3,1,2,2,2,2,2,2,2,5,11
1,232,257,2,5,5,4,9,1,4,2,2,2,2,3,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,0,0,0,1,4,4,4,4,2,2,,22,3202,5,7,2,2,2,2,2,1,2,3,3,3,2,2,2,2,1,2,4,1,5,3,22,1,1,2,2,2,2,2,12,0,0,4,2,3,4,3,1,2,2,2,2,2,2,2,4,13
1,232,258,1,5,5,2,2,3,4,3,3,3,1,5,2,1,2,1,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,1,3,3,2,2,2,1,1,1,1,3,1,,22,3202,5,8,2,2,2,2,1,2,2,1,5,2,2,2,2,2,1,2,2,1,5,3,18,1,1,2,2,2,2,2,12,0,0,4,3,3,2,3,1,2,2,2,2,2,2,2,0,11
1,232,259,1,5,5,6,7,2,4,2,2,1,1,5,3,2,1,1,1,3,3,3,3,2,2,1,2,2,1,2,1,2,2,2,2,4,4,0,4,4,4,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,3,2,1,2,1,1,1,1,2,2,,22,3202,5,9,2,2,2,2,2,1,2,6,5,3,2,1,2,2,2,2,2,1,5,1,18,1,1,2,2,2,2,2,12,0,0,0,0,3,1,3,1,2,2,2,2,2,2,2,2,12
1,232,260,1,5,5,4,9,1,4,1,2,1,3,4,1,3,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,5,5,1,5,1,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,3,1,0,2,4,4,4,4,0,1,,22,3202,6,0,2,1,2,2,2,2,2,3,3,3,1,2,2,2,2,2,4,1,5,3,31,1,1,2,2,2,2,2,12,0,0,2,2,1,1,3,1,2,2,2,2,2,2,2,4,12
1,232,261,2,5,5,5,7,1,4,2,2,3,3,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,2,2,1,4,4,4,3,1,,22,3202,6,1,2,2,2,2,1,2,2,3,5,3,2,2,1,2,2,2,3,2,5,3,18,0,2,1,2,2,2,2,22,1,9,3,2,3,4,3,1,2,2,2,2,2,2,2,1,12
1,232,262,1,5,5,4,7,1,4,3,3,1,3,5,1,2,2,2,2,3,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,4,4,3,3,3,6,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,1,1,1,1,3,1,,22,3202,6,2,2,2,2,1,2,2,2,3,5,4,2,2,2,2,1,2,4,1,5,3,18,1,1,2,2,2,2,2,12,0,0,4,3,2,2,3,1,2,2,2,2,2,2,2,4,12
1,232,263,1,5,5,6,9,1,4,3,3,1,1,5,2,3,2,2,2,2,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,3,1,0,2,4,4,4,1,2,1,,22,3202,6,3,2,2,2,1,2,2,2,4,2,2,2,1,2,2,2,2,4,1,5,1,12,1,1,2,2,2,2,2,12,0,0,3,3,3,2,3,1,2,2,2,2,1,2,2,4,11
1,232,264,1,5,5,4,7,1,3,2,2,1,3,5,2,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,6,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,3,1,0,2,1,2,2,2,3,1,,22,3202,6,4,1,2,2,2,1,2,2,3,5,4,2,2,2,2,1,2,3,4,5,1,18,0,1,1,2,2,2,2,22,0,8,3,3,3,4,4,2,1,2,2,2,2,2,2,1,12
1,232,265,2,5,5,4,9,2,4,2,1,1,4,3,2,3,2,2,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,3,3,3,0,2,2,2,2,1,2,2,,22,3202,6,5,2,2,2,2,2,1,2,3,3,1,2,2,1,2,2,2,4,1,5,3,21,1,1,2,2,2,2,2,12,0,0,3,2,3,2,1,1,2,2,2,2,2,2,2,4,13
1,232,266,1,5,5,4,9,3,4,2,1,1,3,3,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,3,3,3,0,2,2,2,2,2,2,2,,22,3202,6,6,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,2,4,2,5,1,12,0,8,1,2,2,2,2,22,0,0,3,2,3,1,2,1,2,2,2,2,2,2,2,4,12
1,232,267,3,5,5,2,2,1,4,2,1,2,3,5,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,6,1,2,2,6,6,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,0,1,2,1,4,4,3,1,,22,3202,6,7,1,2,2,2,1,2,2,3,3,2,2,2,1,2,2,2,4,1,5,3,38,1,1,2,2,2,2,2,12,0,0,4,1,2,1,1,1,2,2,2,2,2,2,2,4,11
1,232,268,2,5,5,4,9,1,1,2,2,2,4,3,1,4,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,3,2,2,2,4,4,4,1,1,0,,22,3202,6,8,2,2,2,2,2,1,0,0,3,1,2,1,2,2,2,2,4,1,5,2,26,1,1,2,1,2,2,2,22,7,5,1,1,1,1,2,2,2,2,2,2,2,2,1,2,12
1,232,269,2,5,5,4,9,3,4,2,1,2,3,2,1,4,1,2,2,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,3,4,4,5,6,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,1,2,1,1,0,2,3,3,1,2,1,1,,22,3202,6,9,2,2,2,2,1,2,2,3,3,1,2,2,1,2,2,2,4,2,5,3,22,1,1,2,2,2,2,2,12,0,0,2,2,3,1,4,1,2,2,2,2,2,2,2,5,13
1,232,270,1,5,5,4,9,1,4,2,2,1,2,3,2,3,1,2,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,0,2,2,4,2,2,2,2,,22,3202,7,0,2,2,2,2,2,1,2,2,3,3,2,2,1,2,2,2,2,1,5,3,18,1,1,2,2,2,2,2,12,0,0,1,2,3,1,3,1,2,2,2,2,2,2,2,2,12
1,232,271,4,5,5,4,9,3,4,2,2,1,1,4,3,2,1,2,2,2,3,2,3,2,2,2,2,2,1,2,2,2,2,2,2,4,5,4,5,1,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,3,1,3,3,2,1,3,4,4,1,1,3,1,,22,3202,7,1,1,1,1,1,1,2,2,6,5,1,2,2,1,2,2,2,4,2,5,2,21,1,1,2,2,2,2,2,12,0,0,4,0,3,4,3,1,2,2,2,2,2,2,2,4,12
1,232,272,1,5,5,5,9,1,4,2,2,1,4,5,1,3,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,1,1,0,2,4,4,4,4,2,2,,22,3202,7,2,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,2,0,1,5,2,18,1,1,2,2,2,2,2,12,0,0,1,2,3,4,3,1,2,2,2,2,2,2,2,4,11
1,232,273,2,5,5,4,7,1,4,3,3,2,2,5,2,2,1,3,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,1,1,0,2,1,2,1,1,3,2,,22,3202,7,3,2,2,2,2,2,1,2,2,3,3,2,2,1,2,2,2,3,1,5,1,18,1,1,2,1,2,2,2,22,1,9,3,3,3,1,2,2,1,2,2,2,2,2,2,1,12
1,232,274,1,5,5,6,9,1,2,2,2,1,4,3,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,1,0,2,1,2,2,1,2,1,,22,3202,7,4,2,2,2,2,1,2,2,3,1,3,2,2,1,2,2,2,1,1,5,2,38,1,1,2,2,2,1,2,22,2,5,1,2,3,1,3,1,2,2,2,2,2,2,2,5,11
1,232,275,1,5,5,4,9,1,4,1,1,2,1,2,2,4,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,3,2,1,2,4,1,4,4,3,1,,22,3202,7,5,2,1,2,2,2,2,2,1,5,4,2,1,2,2,2,2,4,1,5,3,38,1,1,2,1,2,2,2,22,7,5,1,2,3,1,3,1,2,2,2,2,2,2,2,3,13
1,232,276,1,6,5,5,4,1,4,2,2,1,2,3,2,3,2,1,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,6,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,1,1,1,1,0,1,1,2,1,2,2,2,,22,3202,7,6,2,2,2,2,2,1,2,2,1,3,2,2,1,2,2,2,4,1,5,3,18,1,1,2,2,2,2,2,12,0,0,2,2,3,1,3,1,2,2,2,2,2,2,2,5,13
1,232,277,1,6,5,4,4,3,4,2,1,2,4,4,2,3,2,1,1,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,2,3,3,0,2,1,4,2,1,3,2,,22,3202,7,7,2,2,2,2,2,1,2,6,5,4,2,2,1,2,2,2,4,1,5,3,18,1,1,2,2,2,2,2,12,0,0,3,2,3,4,3,1,2,2,2,2,2,2,2,2,13
1,232,278,2,6,5,3,4,2,4,2,2,2,3,3,1,2,3,1,1,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,3,1,2,3,1,0,2,1,1,1,0,3,2,,22,3202,7,8,2,2,2,2,2,1,2,3,3,3,2,1,2,2,2,2,2,1,5,1,18,0,1,1,2,2,2,2,22,0,8,2,3,4,2,3,1,2,2,2,2,2,2,2,2,11
