COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122
1,232,1004,1,8,5,3,4,3,4,3,3,1,5,5,1,2,1,1,1,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,5,5,4,5,4,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,3,3,2,1,3,1,1,1,1,3,1,,22,3210,0,4,1,1,2,2,1,2,2,3,4,2,2,1,2,2,2,2,1,2,5,3,31,0,2,1,2,2,2,2,22,1,9,3,3,4,1,3,1,2,2,2,2,2,2,2,4,11
1,232,1005,1,8,5,3,4,1,4,2,2,1,5,5,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,1,3,2,2,2,2,2,2,4,3,1,,22,3210,0,5,1,2,2,2,2,2,2,3,1,2,2,2,2,2,1,2,4,1,5,3,21,1,1,2,2,2,2,2,12,0,0,2,2,3,1,4,1,2,2,2,2,2,2,2,2,11
1,232,1006,1,8,5,3,4,3,4,3,3,1,4,5,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,5,5,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2,1,1,0,3,1,1,4,1,3,1,,22,3210,0,6,1,2,2,1,2,2,2,3,3,2,2,2,1,2,2,2,4,1,5,3,18,1,1,2,2,2,2,2,12,0,0,3,3,4,1,3,1,2,2,2,2,2,2,2,5,11
1,232,1007,1,8,5,3,4,1,4,2,1,1,4,4,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,3,1,0,2,2,1,2,2,3,2,,22,3210,0,7,2,2,2,2,2,1,2,3,5,2,2,2,1,2,2,2,4,2,5,3,31,0,1,1,2,2,2,2,22,0,8,3,2,3,2,3,1,2,2,2,2,2,2,2,4,11
1,232,1008,1,8,5,6,10,1,4,2,3,1,2,5,2,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,0,1,0,2,1,2,2,2,2,2,,22,3210,0,8,2,2,2,2,2,1,2,0,3,1,2,1,2,2,2,2,0,1,5,1,18,1,1,2,2,2,2,2,12,0,0,2,1,3,2,3,1,2,2,2,2,2,2,2,0,11
1,232,1009,1,8,5,3,10,3,4,2,2,2,2,3,1,3,2,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,6,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,1,0,2,4,4,4,4,2,2,,22,3210,0,9,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,2,4,2,5,2,28,1,1,2,2,2,2,2,12,0,0,3,2,3,1,3,1,2,2,2,2,2,2,2,4,13
1,232,1010,1,8,5,3,10,1,4,1,1,1,3,3,2,3,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,1,0,1,4,4,1,4,1,2,,22,3210,1,0,2,2,2,2,2,1,2,3,5,1,2,2,2,2,1,2,4,1,5,2,28,0,2,1,1,2,2,2,22,6,9,3,3,0,0,0,2,2,2,2,2,2,2,1,0,13
1,232,1011,4,8,5,1,10,3,1,2,2,1,1,3,2,3,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,1,2,3,1,3,2,2,,22,3210,1,1,2,2,2,2,2,1,2,3,3,4,1,2,2,2,2,2,4,4,5,0,21,1,1,2,2,2,2,2,12,0,0,4,2,3,4,4,1,2,2,2,2,2,2,2,5,11
1,232,1012,4,8,5,3,10,1,4,2,1,2,3,5,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,3,0,2,4,4,1,2,2,2,,22,3210,1,2,2,2,2,2,2,1,2,3,4,1,2,1,2,2,2,2,2,1,5,3,25,0,3,1,2,2,2,2,22,3,8,3,2,1,2,1,1,2,2,2,2,2,2,2,3,13
1,232,1013,3,8,5,4,10,2,4,2,0,1,2,3,2,3,1,1,1,2,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,5,5,5,5,1,1,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,2,1,2,3,4,4,1,3,2,,22,3210,1,3,2,2,2,2,2,1,2,5,5,2,2,1,2,2,2,2,4,3,5,3,16,1,1,2,1,2,2,2,22,2,5,3,3,1,2,3,2,2,2,2,2,2,2,1,3,11
1,232,1014,2,8,5,4,10,3,4,2,2,1,2,5,1,3,1,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,0,0,2,2,1,2,2,2,2,,22,3210,1,4,2,2,2,2,2,1,2,3,5,4,2,2,2,2,1,2,4,1,5,3,28,1,1,2,2,2,2,2,12,0,0,3,2,1,2,3,1,2,2,2,2,2,2,2,2,11
1,232,1015,2,8,5,4,10,1,4,2,2,1,4,4,1,3,1,2,1,2,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,5,3,5,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,2,3,2,4,4,4,4,0,2,,22,3210,1,5,2,2,2,2,2,1,2,1,5,2,2,2,1,2,2,2,3,0,5,3,21,1,1,2,2,2,2,2,12,0,0,3,2,0,0,0,2,2,2,2,2,2,2,1,2,11
1,232,1016,0,8,5,4,10,1,4,3,2,1,4,5,2,2,1,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,4,4,6,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,3,0,3,0,2,2,2,2,1,2,2,,22,3210,1,6,2,2,2,2,2,1,2,2,1,4,2,2,2,1,2,2,4,1,5,1,18,1,1,2,2,2,2,2,12,0,0,4,2,3,2,4,1,2,2,2,2,2,2,2,4,11
1,232,1017,3,8,5,4,10,1,4,2,2,2,1,3,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,5,3,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,3,2,1,2,4,4,4,2,2,2,,22,3210,1,7,2,2,2,2,2,1,2,3,0,3,2,2,2,2,1,2,4,4,0,0,0,1,1,2,2,2,2,2,12,0,0,3,2,1,4,4,1,2,2,2,2,2,2,2,5,11
1,232,1018,4,8,5,6,10,1,4,3,2,1,2,3,1,1,1,1,1,2,2,3,3,2,2,1,2,2,1,2,2,2,2,2,2,3,2,3,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,3,1,2,2,3,0,2,4,2,4,4,3,2,,22,3210,1,8,2,2,2,2,2,1,2,3,5,4,2,2,2,2,1,2,4,0,5,1,14,1,1,2,2,2,2,2,12,0,0,4,3,4,0,3,2,2,2,2,2,2,2,1,2,11
1,232,1019,1,8,5,5,9,1,4,2,3,1,2,4,2,3,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,2,1,0,1,4,4,4,4,2,2,,22,3210,1,9,2,2,2,2,2,1,2,3,3,3,2,1,2,2,2,2,4,1,5,3,17,1,1,2,2,2,2,2,12,0,0,4,3,3,4,3,2,2,2,2,2,2,2,1,0,11
1,232,1020,1,8,5,1,9,2,4,2,2,1,5,5,3,2,2,1,1,3,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,4,3,3,2,2,3,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,3,1,4,3,3,0,3,1,1,4,4,3,1,,22,3210,2,0,1,1,1,2,1,2,2,1,3,3,2,2,1,2,2,2,4,4,5,1,18,1,1,2,2,2,2,2,12,0,0,0,2,3,4,3,1,2,2,2,2,2,2,2,4,11
1,232,1021,3,8,5,2,2,1,1,3,2,1,1,5,1,3,3,1,1,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,2,5,5,3,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,3,3,2,2,3,1,1,1,1,3,2,,22,3210,2,1,2,2,2,2,2,1,4,3,3,4,2,2,2,2,1,2,4,2,5,2,36,1,1,2,2,2,2,2,12,0,0,2,3,0,1,4,1,2,2,2,2,2,2,2,5,12
1,232,1022,4,8,5,2,2,3,4,2,2,1,1,3,1,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,6,3,6,6,6,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,2,1,2,3,1,0,1,2,4,0,4,2,2,,22,3210,2,2,2,2,2,2,2,1,2,3,3,2,2,2,1,2,2,2,3,4,5,3,18,0,1,1,2,2,2,2,22,0,8,1,2,3,2,3,2,1,2,2,2,2,2,2,2,11
1,232,1023,3,8,5,2,7,1,3,3,2,2,4,5,2,3,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,4,4,4,2,2,,22,3210,2,3,2,2,2,2,2,1,3,6,3,4,2,2,1,2,2,2,4,0,5,3,18,1,1,2,2,2,1,2,22,0,0,1,2,3,1,3,2,2,2,2,2,2,2,1,0,12
1,232,1024,3,8,5,4,9,3,4,2,2,1,2,4,3,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,5,5,4,5,3,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,3,1,0,3,4,4,4,1,0,2,,22,3210,2,4,2,2,2,2,2,1,2,3,3,1,2,2,1,2,2,2,3,1,5,3,18,1,1,2,2,2,2,2,12,0,0,4,2,3,1,3,2,1,2,2,2,2,2,2,2,12
1,232,1025,2,8,5,2,2,1,4,1,1,2,3,3,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,2,2,2,2,2,2,,22,3210,2,5,2,2,2,2,2,1,2,3,3,4,2,2,1,2,2,2,4,2,5,1,38,1,1,2,2,2,2,2,12,0,0,0,2,3,2,3,1,2,2,2,2,2,2,2,5,11
1,232,1026,3,8,5,6,9,1,1,2,2,1,1,3,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,5,3,4,6,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,1,3,3,1,0,2,1,1,1,0,0,1,,22,3210,2,6,2,2,1,2,2,2,2,6,3,3,2,2,1,2,2,2,4,1,5,1,21,1,1,2,2,2,2,2,12,0,0,3,3,3,1,2,1,2,2,2,2,2,2,2,3,11
1,232,1027,1,8,5,4,7,1,3,2,2,1,2,4,1,2,1,2,1,3,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,3,1,2,4,1,3,2,,22,3210,2,7,2,2,2,2,2,1,2,2,4,3,2,2,2,1,2,2,1,1,5,2,12,0,1,1,2,2,2,2,22,0,8,2,2,3,1,1,1,2,2,2,2,2,2,2,2,12
1,232,1028,2,8,5,4,7,4,4,2,2,3,2,5,1,2,1,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,4,4,2,4,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,0,2,1,0,2,2,2,2,,22,3210,2,8,2,2,2,2,2,1,2,3,5,1,2,1,2,2,2,2,3,4,5,3,38,1,1,2,2,2,2,2,12,0,0,3,2,3,4,2,2,1,2,2,2,2,2,2,1,12
1,232,1029,1,8,5,2,9,2,4,2,2,2,4,5,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,4,4,3,3,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,3,2,2,1,1,3,1,,22,3210,2,9,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,4,1,5,3,24,1,1,2,2,2,2,2,12,0,0,2,3,4,2,3,1,2,2,2,2,2,2,2,3,11
1,232,1030,1,8,5,2,2,3,4,2,2,1,4,5,1,1,1,2,2,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,3,3,4,4,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,0,2,3,2,4,4,3,2,,22,3210,3,0,2,2,2,2,2,1,2,2,3,4,2,2,2,2,1,2,4,1,4,1,38,1,1,2,2,2,2,2,12,0,0,4,3,1,4,3,1,2,2,2,2,2,2,2,5,11
1,232,1031,1,8,5,6,9,2,4,2,3,1,4,5,2,3,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,4,4,2,3,1,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,2,4,4,4,1,2,2,,22,3210,3,1,2,2,2,2,2,1,2,6,5,3,2,2,2,2,1,2,4,2,6,4,18,1,1,2,2,2,2,2,12,0,0,4,2,3,0,0,1,2,2,2,1,2,2,2,3,11
1,232,1032,1,8,5,6,9,1,4,2,2,1,2,5,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,2,3,1,0,1,4,4,4,4,2,2,,22,3210,3,2,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,2,1,1,5,3,17,1,1,2,2,2,2,2,12,0,0,4,2,3,1,3,1,2,2,2,2,2,2,2,2,11
1,232,1033,1,8,5,2,9,1,1,3,3,2,5,3,3,3,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,5,5,3,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,4,3,2,1,2,2,1,4,2,3,2,,22,3210,3,3,2,2,2,2,2,1,2,3,5,4,2,2,2,2,1,2,4,1,5,2,38,0,2,1,2,2,1,2,22,5,7,3,2,3,4,3,1,2,2,2,2,2,2,2,4,11
1,232,1034,3,8,5,2,2,3,4,2,2,1,2,5,2,3,2,2,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,5,2,5,2,5,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,3,2,1,3,4,4,1,1,2,1,,22,3210,3,4,2,2,1,2,1,2,2,3,5,2,2,2,1,2,2,2,4,4,5,1,37,1,1,2,2,2,2,2,12,0,0,1,2,3,4,3,2,2,2,2,2,2,2,1,3,11
1,232,1035,1,8,5,1,2,3,1,2,2,1,4,3,1,3,2,3,2,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,4,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,0,2,1,1,1,1,2,2,,22,3210,3,5,2,2,2,2,2,1,2,3,5,4,2,2,2,2,1,2,4,2,5,3,13,1,1,2,2,2,2,2,12,0,0,0,2,3,4,3,2,2,2,2,2,2,2,1,3,11
1,232,1036,2,8,5,6,9,1,1,3,3,1,1,3,1,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,1,4,4,4,4,2,1,,22,3210,3,6,2,1,2,2,2,2,2,6,1,3,2,2,1,2,2,2,4,1,5,1,17,1,1,2,2,2,2,2,12,0,0,4,0,3,1,2,2,2,2,2,2,2,2,1,5,11
1,232,1037,1,8,5,4,7,1,4,2,1,1,1,5,2,3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,1,0,2,4,4,4,4,0,2,,22,3210,3,7,2,2,2,2,2,1,2,3,2,3,2,2,1,2,2,2,4,1,5,1,11,1,1,2,2,2,2,2,12,0,0,0,2,3,0,3,1,2,2,2,2,2,2,2,2,12
1,232,1038,1,8,5,2,2,3,4,2,2,3,2,5,1,3,2,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,4,5,4,5,4,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,4,1,1,3,1,3,0,3,1,1,1,1,3,2,,22,3210,3,8,2,2,2,2,2,1,2,3,5,3,2,2,1,2,2,2,4,1,5,3,18,1,1,2,2,2,2,2,12,0,0,4,2,3,2,3,1,2,2,2,2,2,2,2,2,11
1,232,1039,1,8,5,2,9,3,3,2,2,3,3,4,1,3,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,4,5,6,6,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,2,4,4,4,2,2,,22,3210,3,9,2,2,2,2,2,1,2,3,5,3,1,2,2,2,2,2,4,1,5,2,24,0,1,1,2,2,2,2,22,0,8,3,2,2,4,3,1,2,2,2,2,2,2,2,4,11
1,232,1040,1,0,6,3,4,1,4,2,2,1,4,3,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,3,2,2,2,2,1,2,1,3,2,,22,3210,4,0,2,2,2,2,2,1,3,3,2,3,2,1,2,2,2,2,2,1,6,0,17,1,0,2,2,2,2,1,22,0,0,0,3,2,2,3,2,2,2,2,2,2,2,1,0,11
1,232,1041,1,8,6,3,4,2,4,3,3,1,5,4,1,2,1,1,1,3,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,5,3,2,3,2,1,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,1,2,3,3,0,3,1,1,2,2,3,2,,22,3210,4,1,2,2,2,2,2,1,2,3,3,3,2,2,1,2,2,2,4,2,5,3,28,1,1,2,2,2,2,1,22,0,0,2,3,4,4,3,1,2,2,2,2,2,2,2,4,11
1,232,1042,1,8,6,3,4,2,4,2,1,3,1,4,2,3,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,1,1,2,1,0,2,1,2,2,2,2,2,,22,3210,4,2,2,2,2,2,2,1,2,3,2,3,1,2,2,2,2,2,3,1,5,2,28,0,1,1,2,2,2,2,22,0,8,2,3,4,1,3,1,2,2,2,2,2,2,2,3,11
1,232,1043,1,8,6,1,4,2,1,1,2,3,4,4,1,2,2,3,3,1,3,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,6,1,6,2,6,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,4,3,2,2,2,1,1,1,0,3,1,,22,3210,4,3,2,2,2,1,2,2,2,3,3,1,2,2,2,2,1,2,4,1,5,3,27,0,8,1,2,2,2,2,22,1,5,3,3,4,4,3,1,2,2,2,2,2,2,2,4,11
1,232,1044,4,8,6,2,10,3,2,2,2,2,2,4,1,3,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,3,1,1,3,1,0,2,2,2,2,2,2,2,,22,3210,4,4,2,2,2,2,2,1,2,3,2,3,2,2,1,2,2,2,4,2,5,3,28,0,2,1,2,2,2,2,22,1,9,1,2,3,1,3,1,2,2,2,2,2,2,2,2,11
1,232,1045,1,8,6,3,10,2,4,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,5,3,5,2,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,0,1,4,4,4,1,2,1,,22,3210,4,5,2,2,2,1,2,2,2,3,3,4,2,1,2,2,2,2,4,2,5,2,21,1,1,2,2,2,2,2,12,0,0,1,2,3,4,3,1,2,2,2,2,2,2,2,5,13
1,232,1046,4,8,6,1,10,2,1,1,1,2,1,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,1,4,4,4,4,2,2,,22,3210,4,6,2,2,2,2,2,1,2,3,4,4,2,2,2,2,1,2,2,1,5,3,28,1,1,2,1,2,2,2,22,0,0,1,2,0,4,3,1,2,2,2,2,2,2,2,3,11
1,232,1047,2,8,6,5,10,1,4,2,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,5,3,5,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,2,2,2,1,1,2,1,,22,3210,4,7,2,2,1,1,2,2,2,2,3,1,2,2,1,2,2,2,3,2,5,3,36,1,1,2,2,2,2,1,22,0,0,3,3,3,4,3,1,2,2,2,2,2,2,2,4,11
1,232,1048,3,8,6,4,10,2,4,3,2,1,2,4,2,2,1,3,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,4,4,3,2,1,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,3,1,1,0,2,1,1,1,1,3,2,,22,3210,4,8,2,2,2,2,2,1,2,6,5,4,2,2,2,2,1,2,4,3,0,0,0,0,0,2,2,2,2,2,21,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,0,11
1,232,1049,4,8,6,1,10,1,2,2,2,1,3,5,2,3,2,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,4,4,4,4,2,2,,22,3210,4,9,2,2,2,2,2,1,2,1,3,2,1,2,2,2,2,2,3,2,5,1,14,0,3,1,2,2,2,2,22,3,8,3,3,2,2,3,1,2,2,2,2,2,2,2,2,11
1,232,1050,2,8,6,4,10,3,4,3,3,1,2,5,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,1,3,3,3,0,2,2,2,2,2,2,1,,22,3210,5,0,2,2,2,2,1,2,2,2,3,1,2,2,1,2,2,2,4,2,5,1,16,1,1,2,2,2,2,2,12,0,0,1,2,3,1,3,1,2,2,2,2,2,2,2,1,11
1,232,1051,2,8,6,3,10,1,4,2,1,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,2,1,0,2,4,4,4,4,2,2,,22,3210,5,1,2,2,2,2,2,1,2,1,1,3,2,2,2,1,2,2,3,1,5,3,17,1,1,2,2,2,2,2,12,0,0,1,2,3,4,3,2,2,2,2,2,2,2,1,3,11
1,232,1052,2,8,6,6,10,1,4,2,2,1,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,2,1,0,2,2,1,4,4,3,2,,22,3210,5,2,2,2,2,2,2,1,2,1,3,1,2,1,2,2,2,2,3,1,5,1,12,1,1,2,2,2,2,2,12,0,0,4,0,2,1,3,1,2,2,2,2,2,2,2,3,11
1,232,1053,4,8,6,3,10,1,4,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,3,1,3,2,1,0,1,4,4,4,4,2,2,,22,3210,5,3,2,2,2,2,2,1,4,6,2,3,2,2,2,1,2,2,2,1,5,3,16,1,1,2,2,2,2,2,12,0,0,1,2,3,1,2,1,2,2,2,2,2,2,2,1,11
1,232,1054,2,8,6,1,10,4,1,2,3,1,2,4,1,1,2,2,1,3,3,3,1,2,2,1,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,1,2,1,1,0,2,,22,3210,5,4,2,2,2,2,2,1,2,3,5,1,2,2,2,1,2,2,4,3,5,3,34,1,1,2,2,2,2,2,12,0,0,0,2,0,1,3,1,2,2,2,2,2,2,2,4,11
1,232,1055,4,8,6,4,10,2,4,3,2,1,4,5,1,1,1,1,2,2,3,3,3,2,1,2,2,2,1,2,2,2,2,2,2,5,5,5,4,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,3,1,0,1,2,4,2,1,2,2,,22,3210,5,5,2,2,2,2,2,1,2,1,5,4,2,2,2,2,1,2,4,1,5,1,17,1,1,2,2,2,2,2,12,0,0,0,0,1,3,4,2,2,2,2,2,2,1,2,1,11
1,232,1056,3,8,6,4,9,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,1,2,2,2,2,2,2,2,,22,3210,5,6,2,2,2,2,2,1,2,3,3,1,2,2,1,2,2,2,3,2,5,3,28,1,1,2,2,2,2,2,12,0,0,1,2,3,1,3,2,1,2,2,2,2,2,2,1,12
1,232,1057,3,8,6,2,2,3,4,2,1,1,2,5,2,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,4,4,3,5,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,3,3,2,2,2,2,1,1,1,3,2,,22,3210,5,7,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,3,3,5,1,12,1,1,2,2,2,2,2,12,0,0,3,3,3,2,3,1,2,2,2,2,2,2,2,3,11
1,232,1058,1,8,6,5,7,1,4,2,2,1,4,5,1,3,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,1,3,2,1,0,2,2,2,1,2,2,2,,22,3210,5,8,2,2,2,2,2,1,2,6,3,1,2,2,1,2,2,2,3,3,5,3,21,1,1,2,2,2,2,2,12,0,0,1,2,3,1,2,1,2,2,2,2,2,2,2,2,12
