COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71
1,135,347,1,7,8,8,8,9,2,1,20,1,5,4,1,2,2,1,2,8,3,2,3,3,3,3,6,3,2,0,0,0,0,0,0,4,10,2,10,2,3,2,1,1,2,3,1,5,6,2,3,1,1,,213,5034,7,1,1,1,4,3,5,2,2,3,2,50,71,209
1,135,348,1,9,8,8,8,10,2,2,20,1,5,2,1,3,1,1,2,8,3,2,3,3,3,3,6,3,2,2,1,1,2,2,2,4,10,2,10,2,3,3,2,1,2,3,1,5,4,2,4,3,3,,213,5034,8,1,3,1,4,1,2,1,2,1,2,50,11,209
1,135,349,1,9,8,8,8,6,5,2,20,11,7,1,1,1,1,1,3,8,2,4,3,3,3,3,4,3,2,2,2,1,1,0,3,3,10,1,10,1,3,1,2,3,2,2,1,5,6,2,4,1,1,,213,5034,9,1,3,1,4,1,3,2,3,3,2,10,21,209
1,135,350,1,7,8,8,8,7,2,1,18,11,7,0,0,8,0,0,0,8,3,6,5,5,2,2,3,2,2,2,2,3,1,2,3,3,10,3,10,3,3,3,5,2,3,3,1,1,6,2,1,1,3,,213,5035,0,1,3,1,2,1,3,1,1,3,2,50,90,203
1,135,351,1,7,9,8,8,7,1,1,11,2,6,3,1,2,2,1,2,8,2,6,5,8,2,4,4,3,2,3,2,1,1,2,3,1,10,1,10,2,3,2,5,1,4,4,1,5,8,2,4,1,3,,213,5035,1,1,3,4,2,5,5,3,3,1,1,50,0,507
1,135,352,1,9,8,8,8,5,2,2,13,3,5,3,2,2,4,1,3,8,3,6,5,8,2,3,4,3,2,2,1,1,1,2,3,3,10,2,10,2,3,2,5,2,2,2,1,5,6,2,2,1,3,,213,5035,2,1,3,1,2,1,3,1,3,3,2,50,0,201
1,135,353,1,7,5,2,8,6,2,2,14,11,4,3,1,2,1,1,3,8,3,2,5,5,2,2,5,1,2,2,2,2,3,2,3,0,10,2,10,2,3,1,5,1,2,3,1,1,8,3,2,3,3,,213,5035,3,1,3,1,1,3,4,2,2,1,2,10,10,403
1,135,354,1,5,8,8,8,8,3,2,19,2,6,2,2,5,3,1,3,8,2,6,8,8,3,3,6,3,2,4,0,1,6,4,3,2,10,2,10,3,3,5,5,3,3,4,1,1,6,1,1,1,2,,213,5035,4,1,3,2,3,3,0,3,3,1,2,50,60,407
1,135,355,1,5,10,9,8,2,1,1,4,11,2,1,2,3,3,1,2,8,4,6,4,7,1,1,4,3,1,4,2,1,1,3,2,1,10,1,10,3,3,2,5,2,2,2,1,3,7,1,2,1,3,,213,5035,5,1,3,1,1,1,2,1,3,2,1,10,10,401
1,135,356,1,5,10,9,8,7,3,1,4,1,2,1,1,2,1,1,1,8,3,6,4,5,11,11,5,3,2,4,1,1,1,3,3,1,10,1,10,1,2,3,5,3,2,4,1,1,5,3,2,1,3,,213,5035,6,1,3,4,1,1,5,4,1,3,2,50,0,408
1,135,357,1,9,8,8,8,4,2,1,11,11,4,2,1,2,2,1,2,8,2,4,2,7,11,1,4,1,2,2,2,1,1,2,3,1,10,1,10,3,3,1,5,3,1,1,1,1,6,3,2,1,3,,213,5035,7,1,3,1,1,2,5,3,3,3,2,50,0,209
1,135,358,1,9,8,7,8,3,3,2,12,3,3,4,3,3,3,1,3,3,2,4,2,2,11,11,6,2,2,3,2,2,2,2,3,3,10,1,10,2,3,2,5,1,4,5,1,4,8,2,3,2,3,,213,5035,8,1,3,2,1,3,4,2,3,4,3,60,0,502
1,135,359,1,7,8,7,8,3,2,2,12,2,4,1,2,2,5,1,2,8,3,11,2,2,11,11,4,2,2,2,2,1,2,3,2,3,10,2,10,1,3,0,5,1,2,2,1,5,7,3,2,1,3,,213,5035,9,1,1,1,1,3,2,2,3,1,2,50,0,501
1,135,360,1,9,8,8,8,3,2,2,14,11,4,1,1,2,0,1,3,8,3,1,2,3,11,1,4,2,2,3,2,1,2,2,2,3,10,2,10,2,3,3,5,2,2,2,1,5,7,1,1,1,3,,213,5036,0,1,3,4,2,3,2,1,3,3,2,50,0,408
1,135,361,1,7,8,8,8,8,2,2,14,11,4,4,1,2,2,1,2,8,9,6,2,3,11,1,3,3,2,2,1,2,2,2,3,3,10,2,10,2,3,1,5,1,2,3,1,2,9,3,2,1,3,,213,5036,1,1,3,1,1,3,5,3,3,3,2,10,20,408
1,135,362,1,8,9,5,8,5,3,2,6,11,3,1,1,5,5,1,3,8,3,6,2,4,11,1,4,3,2,3,4,1,2,2,2,2,10,2,10,2,3,2,5,2,4,4,1,5,6,1,2,3,3,,213,5036,2,1,3,3,3,3,5,2,3,1,2,50,40,103
1,135,363,1,9,9,5,8,3,3,2,7,11,4,1,1,6,4,2,3,8,4,6,2,3,11,11,3,3,2,2,4,1,1,3,2,2,10,2,10,1,3,2,5,3,2,1,1,5,5,3,0,0,5,,213,5036,3,1,5,0,0,5,0,5,0,4,3,60,0,100
1,135,364,1,7,9,11,8,8,1,1,7,11,7,1,1,3,1,1,2,8,3,4,3,3,2,2,2,1,2,4,2,1,2,2,2,2,10,1,10,2,3,2,5,3,3,3,1,3,9,3,2,1,3,,213,5036,4,1,3,1,3,3,5,2,3,3,2,51,0,108
1,135,365,1,6,10,8,8,3,3,2,4,1,2,2,2,2,2,1,2,8,2,4,4,5,2,3,4,3,1,4,2,1,1,2,2,1,10,1,10,2,3,3,5,3,2,5,2,5,5,2,1,1,3,,213,5036,5,1,3,1,1,1,5,3,3,3,2,50,10,407
1,135,366,1,7,9,4,8,3,2,2,4,11,4,3,1,8,2,2,3,8,2,4,4,4,2,2,2,3,2,4,1,2,2,3,3,1,10,1,10,1,3,4,5,3,2,2,1,5,8,3,1,3,3,,213,5036,6,1,3,1,3,1,6,1,4,3,1,40,0,109
1,135,367,1,7,8,8,8,3,2,2,15,3,6,2,2,2,2,1,2,8,7,6,4,4,2,2,4,3,2,2,2,3,1,3,3,2,10,1,10,1,3,3,5,3,2,5,1,5,6,3,2,1,2,,213,5036,7,1,3,1,1,1,2,1,1,3,2,50,70,200
1,135,368,1,7,2,2,8,9,2,1,13,5,2,3,2,2,4,2,3,8,2,6,4,5,2,3,2,3,2,2,1,2,1,2,3,5,10,10,10,3,3,1,5,2,4,4,1,1,4,1,2,1,3,,213,5036,8,1,3,1,1,1,3,2,3,1,2,50,20,208
1,135,369,1,8,5,5,8,7,1,1,26,3,4,3,3,2,2,1,3,8,2,2,4,5,2,2,4,3,2,3,2,1,5,4,2,4,1,10,10,3,3,2,2,2,3,2,1,5,6,1,2,3,3,,213,5036,9,1,3,1,1,3,3,2,3,3,2,50,10,510
1,135,370,1,7,6,5,8,5,2,2,26,3,3,3,1,2,2,2,2,8,4,6,4,4,2,2,5,1,2,2,2,3,1,2,3,3,1,1,10,1,3,3,5,3,2,2,1,1,9,3,1,1,3,,213,5037,0,1,3,1,1,1,5,3,3,3,2,50,20,505
1,135,371,1,7,5,5,8,5,2,2,28,4,3,0,0,8,0,0,0,8,2,11,4,5,2,2,4,3,2,2,2,1,2,2,2,4,1,10,10,3,3,2,5,3,3,3,1,5,7,3,2,1,4,,213,5037,1,1,3,1,2,3,4,4,2,3,2,50,10,510
1,135,372,1,7,7,6,8,3,3,1,22,0,5,1,1,1,1,1,2,8,5,4,4,5,2,2,8,1,2,2,1,1,3,2,2,5,1,10,10,2,3,2,1,1,3,2,1,5,9,3,4,1,3,,213,5037,2,1,3,1,1,3,4,1,1,3,2,10,70,401
1,135,373,1,7,8,8,8,3,2,1,19,11,6,2,3,2,3,1,3,8,4,10,4,6,11,11,4,3,2,3,2,2,2,4,1,3,11,1,11,1,3,2,5,3,2,3,1,1,6,1,3,1,3,,213,5037,3,1,3,0,2,3,4,2,3,4,2,50,70,402
1,135,374,1,9,7,6,8,3,3,2,14,0,4,1,2,3,3,2,2,8,3,6,4,4,11,11,4,1,1,2,2,2,2,2,1,3,10,1,10,3,3,5,5,3,3,0,1,3,7,3,3,1,3,,213,5037,4,1,3,1,1,3,4,3,2,3,2,10,20,205
1,135,375,1,9,7,7,8,10,1,1,14,11,3,1,3,1,3,1,3,8,1,11,4,4,11,11,2,1,1,2,2,3,2,2,2,3,10,1,10,3,3,3,5,2,2,2,1,5,7,3,2,1,3,,213,5037,5,1,3,1,3,1,2,1,3,3,2,51,0,205
1,135,376,1,9,6,5,8,7,2,2,43,2,4,1,2,1,2,2,3,8,5,6,4,4,11,11,5,2,2,2,3,1,2,2,3,6,1,1,11,3,3,1,2,2,4,4,1,5,8,3,1,1,3,,213,5037,6,1,3,1,1,3,3,3,2,1,2,10,20,507
1,135,377,1,8,4,3,8,4,1,1,21,3,2,2,2,3,3,1,2,8,2,11,3,3,11,11,4,1,1,3,2,1,2,2,2,8,1,1,10,3,3,2,5,1,3,3,1,1,6,1,1,1,3,,213,5037,7,1,3,1,1,3,4,2,3,3,2,50,0,205
1,135,378,1,7,9,5,8,7,2,1,8,11,4,1,2,6,6,1,3,8,2,1,1,2,11,11,4,3,2,4,2,1,1,3,1,2,10,2,10,2,3,1,5,2,2,4,1,5,8,3,1,1,3,,213,5037,8,1,3,1,1,1,5,3,3,1,2,51,10,103
1,135,379,1,8,9,8,8,5,2,1,5,1,3,1,2,6,6,1,2,8,4,4,1,2,11,11,3,3,2,2,2,1,1,3,2,2,10,1,10,1,3,3,5,2,2,3,1,5,8,3,2,1,3,,213,5037,9,1,3,1,1,1,4,1,1,3,2,50,0,104
1,135,380,1,7,7,7,8,4,3,2,21,11,4,2,2,3,3,1,2,8,3,3,2,2,2,2,4,1,2,3,1,1,2,2,2,5,10,2,10,2,3,1,5,2,2,2,1,2,8,1,2,1,3,,213,5038,0,1,3,1,2,2,1,1,3,3,2,50,0,401
1,135,381,1,8,9,4,8,2,2,2,4,1,2,2,2,5,6,1,1,8,2,8,2,2,2,2,1,3,2,4,2,2,1,1,3,1,10,1,10,3,3,2,5,2,2,3,2,5,6,3,2,1,3,,213,5038,1,1,3,1,1,1,5,2,3,3,2,50,10,107
1,135,382,1,5,9,8,8,3,2,2,8,1,4,3,2,3,3,1,1,8,4,11,2,4,2,2,7,3,2,3,1,1,1,2,2,1,10,1,10,2,3,1,5,2,2,2,1,3,8,3,1,1,1,,213,5038,2,1,1,1,1,1,1,1,1,3,2,50,60,508
1,135,383,1,7,8,8,8,7,1,2,16,1,5,2,2,2,3,1,2,8,2,11,4,4,3,3,4,3,2,2,2,1,1,3,3,2,10,1,10,2,3,2,5,3,3,4,1,5,8,3,4,1,3,,213,5038,3,1,3,2,3,3,2,2,3,3,2,50,10,407
1,135,384,1,9,9,9,8,6,2,2,10,1,5,2,2,3,3,2,3,8,3,6,3,4,2,3,4,3,2,2,2,1,1,3,3,1,10,1,10,3,3,2,5,2,2,3,1,1,5,3,1,1,3,,213,5038,4,1,3,2,3,3,5,3,3,3,2,50,50,408
1,135,385,1,8,7,1,8,3,1,1,11,1,2,1,2,1,1,2,3,8,3,6,3,6,2,3,2,3,2,3,2,3,3,1,3,2,10,10,10,3,3,1,5,2,2,2,1,4,7,1,2,1,1,,213,5038,5,1,3,0,3,3,5,2,2,1,2,10,90,310
1,135,386,1,5,10,9,8,3,2,2,3,11,2,2,2,2,2,1,3,8,1,6,3,6,2,3,1,3,2,4,1,1,1,3,2,10,10,10,10,3,3,2,5,2,3,3,1,5,6,1,1,1,2,,213,5038,6,1,1,1,1,1,2,2,3,3,2,50,20,509
1,135,387,1,6,9,8,8,7,1,1,4,1,2,1,2,3,3,1,2,8,4,8,3,3,2,2,3,3,2,4,2,3,2,2,3,10,10,10,10,3,3,2,5,2,4,4,1,5,4,2,1,3,3,,213,5038,7,1,3,1,3,3,4,1,1,1,2,50,0,202
1,135,388,1,9,2,5,8,6,1,3,25,4,2,1,3,6,6,1,3,8,2,8,0,0,1,4,2,1,1,2,2,3,2,2,2,5,1,10,1,3,3,2,5,3,2,3,1,1,6,3,2,1,3,,213,5038,8,1,3,1,4,3,5,3,3,3,2,10,50,207
1,135,389,1,8,7,7,8,6,1,2,13,11,2,1,2,1,3,1,2,8,10,8,0,2,0,0,3,2,2,2,2,1,1,3,2,3,10,2,10,2,3,1,5,2,2,3,1,5,7,3,1,2,1,,213,5038,9,1,3,3,1,1,1,1,3,3,2,50,10,406
1,135,390,1,7,8,4,8,3,1,1,6,11,3,1,2,2,2,2,1,8,2,6,0,0,3,3,2,3,2,4,1,1,1,3,2,1,10,1,10,3,3,1,5,2,1,5,2,5,8,3,1,1,3,,213,5039,0,1,2,1,1,1,5,2,2,3,2,40,0,107
1,135,391,1,8,7,7,8,4,2,2,19,11,6,3,3,2,2,2,2,8,3,6,3,5,0,0,4,3,2,3,2,2,2,2,4,4,11,1,11,3,3,3,5,1,1,4,1,1,5,2,4,1,3,,213,5039,1,1,3,0,1,3,2,1,3,3,3,60,0,402
1,135,392,1,6,9,8,8,4,2,1,5,11,3,4,2,2,2,2,1,0,1,6,3,9,4,3,2,3,2,4,2,1,2,1,5,1,11,1,11,3,3,1,5,3,3,4,1,5,1,2,4,1,1,,213,5039,2,1,1,1,2,1,5,3,3,4,1,40,0,502
1,135,393,1,9,9,5,8,8,2,2,6,11,3,1,2,5,5,2,2,8,2,1,1,3,0,0,3,3,2,2,5,3,1,2,1,2,10,2,10,3,3,2,5,2,4,4,1,2,6,1,2,3,3,,213,5039,3,1,3,2,3,1,5,3,3,1,2,50,40,103
1,135,394,1,6,3,3,8,10,2,2,18,1,1,3,3,2,2,2,2,9,2,2,1,8,0,2,2,1,2,3,2,3,2,2,3,9,1,1,10,3,3,2,1,1,3,3,1,4,8,3,2,1,3,,213,5039,4,1,3,1,1,3,4,2,3,3,2,10,0,504
1,135,395,1,9,4,3,8,8,2,1,18,3,2,4,3,5,6,2,3,8,2,6,2,4,0,2,4,1,1,2,1,1,1,2,3,8,1,1,10,3,3,3,1,3,3,4,1,5,7,1,2,3,3,,213,5039,5,1,3,1,3,3,1,2,2,3,2,20,10,207
1,135,396,1,8,3,3,8,9,1,1,25,11,3,4,2,2,2,1,3,8,2,2,1,1,11,11,3,1,2,2,2,1,1,3,3,9,1,1,10,3,3,1,1,1,4,3,1,3,8,1,3,1,2,,213,5039,6,1,3,1,1,3,2,2,3,3,2,50,20,503
1,135,397,1,8,6,5,8,3,3,1,21,4,7,1,2,6,4,1,3,8,2,11,1,4,11,11,5,1,1,3,2,1,2,3,2,5,10,1,10,3,3,1,5,2,1,1,3,2,1,1,1,1,3,,213,5039,7,1,3,1,2,3,1,1,3,1,1,40,90,207
1,135,398,1,9,8,8,8,3,2,2,11,11,4,4,2,3,3,1,3,8,2,11,4,8,1,1,4,1,2,2,1,3,1,1,3,2,10,1,10,3,3,1,5,3,4,1,1,5,5,2,4,1,3,,213,5039,8,1,3,1,1,3,5,3,3,3,2,10,20,303
1,135,399,1,8,8,8,8,4,2,2,13,1,5,3,2,2,3,1,2,8,2,11,4,6,1,1,3,2,2,2,5,1,3,3,2,2,10,1,10,3,3,1,5,2,2,2,1,1,6,2,2,3,3,,213,5039,9,1,3,1,1,1,5,2,2,1,2,50,0,200
1,135,400,1,8,5,5,8,4,2,1,27,1,4,2,2,2,2,1,2,8,4,8,4,4,1,1,5,1,2,1,1,1,2,2,3,5,1,1,10,1,3,1,1,1,3,3,1,5,6,3,3,1,3,,213,5040,0,1,3,1,3,3,3,2,3,1,2,40,10,505
1,135,401,1,9,6,5,8,4,3,1,27,1,4,1,5,2,1,2,3,8,11,6,3,3,1,1,5,1,2,3,5,3,2,0,3,5,1,1,10,2,3,1,1,1,0,5,1,5,8,3,2,1,3,,213,5040,1,1,3,1,3,3,1,1,3,4,1,10,70,504
1,135,402,1,7,3,2,8,5,2,2,15,4,4,3,2,3,4,1,1,8,2,6,3,3,1,1,4,3,2,2,2,1,6,2,3,8,10,4,11,2,3,2,5,3,1,1,2,1,5,2,4,3,1,,213,5040,2,1,3,1,3,1,3,2,2,3,1,40,50,402
1,135,403,1,9,8,8,8,5,1,2,12,1,4,1,2,2,2,1,3,8,3,2,3,4,1,2,4,2,2,2,2,1,1,3,3,3,10,1,10,2,3,2,5,3,2,2,1,5,6,1,2,1,3,,213,5040,3,1,3,1,1,1,4,2,3,3,2,50,70,200
1,135,404,1,8,9,8,8,5,2,2,6,1,3,1,1,1,1,1,2,8,2,2,2,2,1,1,2,1,2,4,2,2,2,3,2,1,10,1,10,1,4,2,5,3,2,2,1,5,8,3,1,1,3,,213,5040,4,1,3,1,1,1,4,1,2,3,2,50,0,106
1,135,405,1,5,10,9,8,3,3,2,5,1,3,0,0,8,0,0,0,8,1,6,5,7,2,2,3,1,2,4,1,1,2,3,2,10,10,10,10,3,4,1,5,3,3,2,1,1,6,2,1,1,3,,213,5040,5,1,3,1,1,1,2,2,3,4,2,50,70,202
1,135,406,1,5,10,9,8,8,2,1,5,11,3,2,2,3,2,1,2,8,3,8,5,7,2,2,3,3,2,4,1,3,1,3,2,10,10,10,10,3,4,1,5,3,2,4,1,1,6,1,1,1,3,,213,5040,6,1,1,4,3,1,5,4,1,3,2,51,10,403
1,135,407,1,5,10,9,8,3,2,2,4,1,2,4,1,2,3,1,2,8,3,6,4,7,1,2,3,3,2,4,3,1,1,3,2,10,10,10,10,3,4,1,5,3,1,3,1,1,6,2,2,3,3,,213,5040,7,1,3,4,3,1,0,4,4,1,2,50,10,402
1,135,408,1,8,9,8,8,9,3,1,8,11,4,1,1,2,1,1,2,8,3,4,4,8,1,1,3,3,2,4,2,1,1,2,3,1,10,1,10,3,4,1,5,2,3,2,1,5,6,1,1,1,3,,213,5040,8,1,3,1,1,3,4,3,1,4,2,50,90,307
1,135,409,1,9,4,3,8,5,2,2,17,8,2,3,3,2,3,1,2,8,2,6,1,1,11,11,2,1,2,2,2,1,1,2,3,3,1,10,1,1,3,2,5,2,2,5,2,5,8,3,1,1,3,,213,5040,9,1,1,1,1,1,1,1,1,3,2,10,0,500
1,135,410,1,8,2,2,8,4,1,1,18,3,2,1,1,3,4,1,2,8,3,6,1,3,11,11,3,1,1,1,1,1,1,2,2,5,1,1,10,3,3,1,5,2,4,2,1,3,7,3,1,1,3,,213,5041,0,1,3,1,1,1,5,3,2,4,2,10,90,206
1,135,411,1,9,8,7,8,3,3,2,10,2,2,1,3,2,1,1,2,8,2,3,1,2,11,11,3,2,2,2,2,3,1,2,2,2,10,1,10,2,3,2,5,3,2,2,1,5,9,3,2,1,3,,213,5041,1,1,1,1,2,3,4,3,2,3,2,50,90,503
1,135,412,1,8,8,8,8,5,2,2,12,1,6,2,2,4,2,1,2,8,2,11,1,4,11,1,2,1,2,3,2,1,1,2,3,1,10,1,10,3,3,1,5,1,3,3,1,1,7,1,2,3,3,,213,5041,2,1,3,1,2,3,4,3,3,4,2,50,40,209
1,135,413,1,9,8,8,8,9,1,1,4,3,2,2,3,3,3,1,1,8,3,2,1,1,11,11,4,1,2,3,1,1,2,3,1,2,10,1,10,1,3,2,5,1,2,2,1,5,9,3,2,1,2,,213,5041,3,1,1,1,1,1,1,1,3,4,2,50,0,504
1,135,414,1,8,9,8,8,4,2,1,4,2,2,1,2,4,4,1,2,8,3,6,1,5,11,1,3,3,2,2,2,2,2,2,2,1,10,1,10,3,3,1,5,3,2,5,1,3,5,3,2,1,3,,213,5041,4,1,3,1,1,1,5,3,3,1,2,11,0,209
1,135,415,1,9,2,2,8,6,3,1,24,3,2,1,2,2,2,1,2,9,2,2,2,2,11,11,3,1,2,1,1,1,1,3,3,9,2,2,10,2,3,2,2,2,2,2,1,5,8,1,2,2,2,,213,5041,5,1,2,3,2,2,2,1,2,3,2,40,10,401
1,135,416,1,5,4,1,7,10,2,2,18,11,11,4,2,4,4,2,2,1,2,6,10,2,10,1,2,1,2,2,2,1,2,2,3,8,1,2,0,1,1,2,1,1,2,2,1,1,8,3,2,1,3,,213,5041,6,1,3,1,1,1,2,1,3,3,2,50,20,801
1,135,417,1,5,2,1,7,7,2,1,20,0,3,1,1,2,4,1,2,8,1,6,3,9,1,2,2,1,1,3,2,1,1,2,3,6,2,1,10,1,1,2,1,1,3,3,1,5,8,3,1,1,1,,213,5041,7,1,3,1,1,3,1,1,3,3,1,10,0,601
1,135,418,1,5,6,9,7,5,1,1,15,4,1,1,3,1,0,1,2,8,11,6,1,7,1,3,3,1,1,2,2,1,1,3,2,3,10,10,10,2,1,3,5,2,1,4,1,5,7,3,2,1,1,,213,5041,8,1,3,1,1,1,2,1,2,3,2,50,0,610
1,135,419,1,6,9,8,7,5,1,1,9,1,5,2,1,2,1,1,2,8,2,6,5,7,2,3,4,3,2,4,2,3,2,3,3,1,10,1,10,2,1,2,5,1,1,1,1,5,8,2,2,4,4,,213,5041,9,1,3,1,2,2,1,2,2,3,2,50,0,804
1,135,420,1,5,10,9,7,3,2,2,5,11,3,1,1,1,4,1,1,8,2,11,5,7,3,3,3,3,2,4,2,1,1,3,3,10,10,10,10,3,1,2,5,1,2,4,1,3,5,2,2,1,3,,213,5042,0,1,3,1,1,3,2,1,2,3,2,20,0,603
1,135,421,1,9,7,2,7,5,3,2,18,1,3,4,1,2,1,1,3,8,2,8,11,8,11,3,5,2,2,2,2,1,1,3,4,2,1,10,1,3,3,1,5,1,3,1,1,2,6,2,3,1,3,,213,5042,1,1,3,1,3,3,2,2,3,1,2,10,11,6
1,135,422,1,5,7,3,7,9,2,1,29,2,5,3,2,2,2,1,3,8,2,11,6,6,3,3,4,3,2,2,2,2,1,3,4,2,1,10,1,3,3,1,5,1,4,4,1,4,4,2,4,3,3,,213,5042,2,1,3,3,3,3,3,2,3,1,2,50,1,8
1,135,423,1,6,6,6,7,9,3,2,25,1,5,1,3,4,4,2,2,3,2,8,4,10,1,2,3,3,2,1,3,2,2,3,3,7,1,2,10,2,3,2,5,2,4,4,1,5,5,1,4,3,4,,213,5042,3,1,3,3,1,3,4,2,2,1,2,10,30,907
1,135,424,1,10,7,6,7,10,1,1,15,1,4,2,2,4,4,1,2,8,3,6,4,4,1,1,3,1,2,2,2,1,1,2,2,2,10,1,10,1,3,2,5,3,1,2,1,1,8,3,1,1,3,,213,5042,4,1,1,1,3,3,2,1,2,1,2,50,31,0
1,135,425,1,5,7,2,7,9,1,2,24,1,5,3,2,3,6,1,2,8,2,8,3,8,1,2,4,1,2,1,2,1,2,2,4,3,10,10,10,2,3,3,5,1,3,3,1,5,6,1,4,1,3,,213,5042,5,1,1,1,0,3,4,2,3,4,2,50,71,4
1,135,426,1,6,6,9,7,9,3,2,13,3,1,1,3,1,1,1,3,8,2,6,2,9,1,3,4,1,1,3,5,1,1,3,2,4,10,10,10,3,4,1,5,3,4,5,1,5,7,3,3,1,1,,213,5042,6,1,3,1,1,1,3,3,3,4,3,60,70,609
1,135,427,1,6,7,6,7,3,1,1,18,3,5,2,2,6,6,1,2,8,3,6,5,5,11,1,3,2,2,2,2,1,1,3,2,1,10,10,10,2,4,2,5,1,2,2,1,1,6,3,2,2,3,,213,5042,7,1,3,1,2,3,4,2,2,3,2,51,10,709
1,135,428,1,5,6,6,7,9,2,1,24,11,5,2,2,3,4,1,2,8,2,8,5,7,1,2,3,3,2,2,2,2,1,2,3,3,10,10,10,3,4,2,5,1,2,2,1,3,6,2,2,1,3,,213,5042,8,1,2,1,3,3,2,2,2,1,2,10,30,907
1,135,429,1,5,10,9,7,5,2,2,7,2,4,3,3,2,5,1,2,8,10,11,6,9,2,2,3,3,2,2,3,1,2,2,2,10,10,10,10,3,4,1,5,3,2,5,1,1,4,2,2,3,3,,213,5042,9,1,3,1,3,3,4,3,3,4,2,10,50,803
1,135,430,1,6,6,9,7,5,3,1,32,11,4,3,2,2,2,1,2,8,3,11,6,10,1,4,4,1,2,2,2,2,2,2,3,10,10,10,10,3,3,1,5,2,4,4,1,5,5,2,1,1,3,,213,5043,0,1,3,4,1,3,4,2,3,3,2,10,50,809
1,135,431,1,5,2,2,7,5,1,3,17,2,2,0,0,8,0,0,0,8,3,11,2,6,2,2,2,1,1,1,2,2,2,2,3,3,10,10,10,3,3,2,5,2,3,5,2,5,9,3,2,1,1,,213,5043,1,1,1,3,1,1,2,1,3,1,3,10,50,700
1,135,432,1,5,8,8,7,6,2,2,12,1,6,1,1,1,1,1,2,3,3,2,4,6,3,4,3,2,2,2,2,1,2,2,2,3,11,2,11,1,3,3,5,2,2,2,1,5,7,3,2,1,3,,213,5043,2,1,3,1,2,1,5,2,2,3,1,40,0,604
1,135,433,1,5,8,8,7,10,2,2,16,11,7,3,2,2,2,2,2,8,2,2,4,10,2,3,6,2,2,3,2,3,1,2,3,1,10,10,10,3,3,1,5,1,3,3,1,5,6,3,2,1,3,,213,5043,3,1,3,1,1,3,3,1,3,3,2,51,10,705
1,135,434,1,6,5,4,7,6,2,2,20,5,3,3,1,2,5,1,3,3,2,6,3,7,2,3,4,1,2,2,3,1,1,2,3,4,1,1,10,2,3,2,5,2,4,2,1,3,5,1,4,3,3,,213,5043,4,1,3,1,3,3,4,3,3,4,2,50,30,606
1,135,435,1,5,4,2,7,4,2,1,26,3,4,1,1,2,5,1,2,8,5,8,0,0,4,7,4,3,2,2,1,1,2,2,2,8,1,2,10,3,3,1,5,3,3,4,1,3,4,1,2,1,1,,213,5043,5,1,1,1,3,3,3,2,2,3,2,50,50,910
1,135,436,1,9,4,3,7,7,1,2,23,11,1,2,3,1,4,2,2,8,3,6,11,2,0,0,2,1,2,2,2,1,1,2,3,8,1,2,11,2,3,2,5,2,2,1,1,5,9,3,2,1,1,,213,5043,6,1,3,1,1,1,3,2,2,3,1,40,20,610
1,135,437,1,6,3,3,7,6,1,1,23,11,1,4,2,2,3,2,2,8,2,11,11,1,0,0,1,1,2,3,5,1,1,3,5,7,1,3,11,1,3,1,5,1,4,1,1,1,8,1,0,0,5,,213,5043,7,1,5,0,0,5,0,5,0,4,3,60,0,610
1,135,438,1,6,3,5,7,9,2,1,23,4,4,2,1,5,5,1,3,8,2,11,3,5,8,10,3,3,2,2,2,1,1,2,3,10,10,5,1,3,3,3,5,3,3,3,1,5,8,3,4,1,3,,213,5043,8,1,3,1,2,3,4,2,3,3,2,10,50,902
1,135,439,1,6,2,2,7,5,2,1,24,3,1,3,1,3,3,1,2,8,2,11,1,4,10,1,2,1,2,2,1,2,2,2,2,5,1,1,10,3,3,2,5,2,2,1,1,5,6,3,2,1,1,,213,5043,9,1,3,1,1,1,1,1,2,3,2,50,60,706
1,135,440,1,6,9,9,7,4,3,0,5,11,3,1,2,4,4,1,2,1,4,11,2,9,0,4,2,3,2,4,1,1,2,3,2,1,10,1,10,3,3,1,5,1,1,3,2,5,6,1,2,3,3,,213,5044,0,1,3,4,2,3,1,2,2,3,2,10,10,806
1,135,441,1,9,2,1,7,10,3,2,23,8,3,1,1,3,4,2,2,8,1,6,6,3,9,1,3,3,1,3,2,1,3,5,4,8,1,1,10,2,3,2,5,2,3,3,1,3,5,3,3,3,3,,213,5044,1,1,3,1,3,3,2,1,3,1,2,10,0,601
1,135,442,1,9,10,10,7,9,3,3,4,11,2,4,1,2,2,1,2,8,6,11,4,4,2,2,3,3,1,1,1,1,1,3,1,10,10,10,10,3,3,1,5,2,4,1,1,5,7,1,2,3,3,,213,5044,2,1,3,3,3,1,5,1,1,3,2,10,70,804
