COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71
1,135,1,1,9,7,7,8,3,3,2,10,2,2,2,1,2,4,1,3,4,2,6,11,11,11,11,4,1,2,3,1,2,2,2,2,3,10,3,10,1,3,1,5,1,3,3,1,5,8,3,1,1,3,,213,5000,1,1,1,1,3,3,2,1,3,3,2,50,80,508
1,135,2,1,7,7,7,8,3,2,1,14,11,2,0,2,3,2,1,2,8,4,0,11,11,11,11,3,3,2,3,2,1,1,3,3,4,10,2,10,3,3,2,5,1,2,2,2,1,8,2,2,1,3,,213,5000,2,1,3,4,3,3,2,2,3,1,2,50,0,407
1,135,3,1,5,0,10,8,3,1,2,98,11,11,2,2,3,3,1,0,8,0,10,11,11,11,11,11,3,2,0,1,0,0,0,1,10,10,10,10,1,3,2,5,3,2,2,1,0,9,3,2,1,1,,213,5000,3,1,1,1,1,1,6,4,3,3,3,60,0,305
1,135,4,1,9,8,8,8,9,3,2,8,11,11,1,2,2,2,1,3,8,2,6,11,11,11,11,3,3,2,2,1,2,1,0,4,2,10,1,10,1,3,2,5,3,4,5,2,1,8,3,4,1,3,,213,5000,4,1,3,1,3,3,4,2,2,1,1,50,0,403
1,135,5,1,9,8,7,8,6,3,2,7,4,3,1,3,1,2,1,3,3,2,11,2,2,0,0,4,2,2,3,3,1,2,2,2,2,10,1,10,3,4,1,5,2,3,5,1,3,5,3,1,1,3,,213,5000,5,1,1,3,1,1,5,2,3,4,2,50,20,501
1,135,6,1,5,10,9,8,10,2,2,4,11,2,1,2,3,2,1,2,8,3,6,1,3,11,11,2,3,2,4,1,3,1,2,3,10,10,10,10,3,4,3,5,2,0,5,4,3,8,3,2,3,3,,213,5000,6,1,1,1,1,2,5,3,3,3,2,50,0,308
1,135,7,1,6,8,8,8,7,3,1,11,1,6,2,1,3,3,1,3,3,3,2,2,5,11,1,2,3,2,3,1,1,2,2,3,1,10,1,10,2,4,1,5,2,3,3,1,1,5,2,4,1,3,,213,5000,7,1,1,1,1,3,2,1,3,4,2,51,10,505
1,135,8,1,6,10,9,8,2,1,1,4,1,2,3,1,2,2,1,2,8,4,8,4,5,2,2,3,3,2,4,3,1,1,3,1,10,10,10,10,3,4,1,5,1,1,4,1,2,6,3,2,1,3,,213,5000,8,1,3,1,3,1,1,4,3,1,2,50,50,403
1,135,9,1,11,9,8,8,9,3,1,13,3,7,1,2,2,6,1,2,8,2,8,4,5,1,3,3,3,2,2,2,1,5,5,2,2,10,2,10,3,3,2,5,1,3,3,1,5,10,3,4,1,3,,213,5000,9,1,3,1,1,1,6,4,3,3,2,50,20,201
1,135,10,1,8,10,9,8,4,1,1,4,11,2,2,2,2,2,1,3,8,2,6,3,3,1,1,2,3,2,4,2,3,1,3,2,2,10,2,10,2,3,3,5,1,2,5,1,5,6,1,1,3,3,,213,5001,0,1,3,1,1,3,5,3,3,3,2,50,0,302
1,135,11,1,9,10,9,8,4,1,2,4,1,2,2,1,2,2,1,2,8,7,6,3,7,1,1,2,3,2,4,2,3,1,2,1,1,10,1,10,3,3,2,5,2,2,5,1,1,6,3,1,1,3,,213,5001,1,1,3,1,3,1,5,3,2,3,2,11,10,202
1,135,12,1,8,10,9,8,8,2,1,4,1,2,2,1,2,2,1,2,8,4,6,3,4,1,1,2,1,2,2,1,1,1,2,2,1,10,1,10,3,3,2,5,1,2,2,1,1,5,2,2,1,3,,213,5001,2,1,3,1,1,3,5,2,3,4,2,50,0,202
1,135,13,1,7,9,9,8,4,3,3,9,11,5,4,3,2,2,0,2,8,8,8,3,4,1,2,4,3,2,2,0,3,2,2,3,1,10,1,10,2,3,1,5,3,2,5,1,4,6,3,2,3,3,,213,5001,3,1,3,4,4,3,5,3,3,4,3,60,0,310
1,135,14,1,9,9,4,8,4,1,1,5,11,5,1,1,2,1,1,2,8,3,2,1,1,1,1,3,3,2,2,1,2,1,3,3,1,10,1,10,2,3,1,5,1,2,3,1,5,7,3,1,1,3,,213,5001,4,1,3,1,1,3,4,3,2,3,2,50,0,110
1,135,15,1,8,6,5,8,3,2,2,20,2,4,1,2,1,3,1,2,8,2,6,2,3,1,1,3,3,2,3,2,2,1,3,2,5,2,10,1,3,3,1,5,3,3,4,1,3,9,3,2,1,2,,213,5001,5,1,1,1,1,3,3,1,1,3,2,10,10,500
1,135,16,1,8,7,7,8,4,3,2,20,11,4,1,1,2,2,1,3,8,3,6,2,2,1,1,4,1,2,3,1,2,2,3,2,4,11,1,11,3,3,2,5,3,3,2,1,3,6,1,2,1,3,,213,5001,6,1,3,1,3,1,1,1,3,4,2,50,10,401
1,135,17,1,9,5,5,8,4,1,1,24,4,3,2,2,3,1,1,3,8,2,6,2,3,1,1,6,1,2,3,4,1,2,2,3,5,1,10,10,3,3,2,1,3,3,2,1,5,6,1,4,3,3,,213,5001,7,1,3,3,1,3,5,3,3,3,2,51,10,508
1,135,18,1,7,7,7,8,4,1,2,17,1,3,2,3,2,1,1,2,8,3,6,2,2,1,1,4,2,2,2,2,3,1,2,3,3,10,10,10,3,3,1,5,2,3,2,1,1,6,1,2,1,3,,213,5001,8,1,2,1,2,3,5,3,3,4,2,20,50,309
1,135,19,1,5,6,5,8,9,2,2,17,1,3,4,3,2,2,1,3,8,3,2,2,6,1,2,4,3,2,3,2,1,2,2,3,3,1,1,10,2,3,2,5,1,4,4,1,3,5,2,1,4,3,,213,5001,9,1,3,1,1,3,4,3,3,4,2,11,10,507
1,135,20,1,9,3,3,8,4,2,2,14,5,3,2,2,2,1,1,2,8,2,6,2,2,1,1,4,2,2,2,2,2,5,5,2,7,10,1,10,1,3,1,1,1,3,2,1,3,8,3,2,1,3,,213,5002,0,1,3,1,1,1,4,2,2,3,2,50,20,508
1,135,21,1,6,10,9,8,5,2,2,4,1,2,4,1,2,2,1,2,8,5,6,2,8,1,1,2,3,2,4,5,3,1,2,2,1,10,1,10,3,3,1,5,3,2,2,1,5,6,3,1,4,3,,213,5002,1,1,3,4,4,1,2,1,3,3,2,10,20,202
1,135,22,1,6,9,4,8,3,2,1,6,1,3,2,2,2,1,2,3,8,2,6,2,6,1,2,2,3,2,2,3,2,5,2,2,1,10,1,10,3,3,1,5,3,3,4,1,5,7,3,1,1,3,,213,5002,2,1,3,3,1,2,5,3,3,4,2,50,0,107
1,135,23,1,8,9,5,8,7,2,1,10,1,5,1,1,3,1,1,1,8,3,2,6,6,2,2,3,3,2,2,1,2,1,3,1,10,10,10,10,1,3,1,5,1,1,4,2,5,8,3,1,1,3,,213,5002,3,1,3,1,3,1,4,1,1,3,2,50,0,106
1,135,24,1,7,9,5,8,3,1,1,8,1,8,2,1,3,3,1,2,8,2,4,6,6,2,2,4,3,2,2,1,2,1,3,1,1,10,1,10,2,3,2,5,1,1,4,1,5,6,2,2,1,3,,213,5002,4,1,1,1,1,3,5,2,2,3,2,50,0,109
1,135,25,1,5,9,9,8,4,1,2,8,2,4,2,2,2,2,1,3,8,3,6,5,6,2,2,3,3,2,3,2,3,2,2,2,2,10,2,10,3,3,2,5,1,4,4,1,2,4,2,2,1,3,,213,5002,5,1,3,1,2,1,4,2,2,1,2,50,70,202
1,135,26,1,7,8,8,8,11,3,1,15,5,6,1,2,1,1,1,2,3,4,6,5,5,2,2,4,3,2,3,1,1,2,3,4,2,10,2,10,2,3,2,5,1,2,2,1,1,5,1,1,1,3,,213,5002,6,1,3,1,1,3,5,2,3,1,2,50,10,404
1,135,27,1,4,6,2,8,9,2,2,22,11,6,4,1,2,2,2,2,8,3,6,3,3,1,1,5,3,2,3,2,2,2,2,4,6,2,10,1,2,2,2,5,2,4,5,2,3,7,3,2,1,1,,213,5002,7,1,3,3,1,3,5,2,3,1,2,10,10,707
1,135,28,1,10,3,9,8,10,1,1,17,10,2,1,2,2,4,1,1,8,2,6,3,3,1,1,2,1,2,1,2,1,2,3,3,5,2,1,10,1,2,2,1,3,2,2,0,5,8,3,2,1,2,,213,5002,8,1,3,1,1,4,2,2,3,3,2,41,10,809
1,135,29,1,10,7,2,8,9,2,1,24,11,5,3,1,5,5,2,1,8,3,11,1,3,1,2,5,1,2,2,1,1,1,3,1,2,1,1,1,2,2,2,5,1,4,2,1,5,9,3,3,1,3,,213,5002,9,1,3,3,1,3,3,1,3,3,2,50,21,2
1,135,30,1,8,4,1,8,6,3,2,19,5,2,1,1,1,1,1,3,8,3,6,1,1,1,1,4,1,1,2,2,3,1,2,1,4,1,10,10,3,2,1,5,2,3,1,1,3,6,3,1,4,1,,213,5003,0,1,3,1,1,1,2,1,1,1,2,10,90,701
1,135,31,1,9,8,8,8,3,2,1,12,1,3,4,2,2,2,1,2,8,5,8,2,8,1,3,8,1,2,4,2,1,1,0,3,1,10,1,10,1,2,2,5,1,2,5,1,1,8,3,2,1,1,,213,5003,1,1,3,1,1,1,5,2,3,4,2,50,20,708
1,135,32,1,10,4,1,8,4,2,1,24,4,3,3,1,2,6,2,3,8,2,11,2,10,1,1,2,1,2,2,2,1,1,2,3,5,1,10,1,3,2,1,5,2,3,3,1,5,8,1,2,1,3,,213,5003,2,1,1,1,3,1,2,1,3,1,2,10,20,906
1,135,33,1,7,3,2,8,5,1,1,25,6,3,1,2,5,5,1,1,8,3,11,2,2,1,1,4,1,2,2,2,1,1,2,3,4,10,1,10,2,2,1,1,3,2,1,1,5,9,3,2,1,2,,213,5003,3,1,2,1,1,1,4,1,2,3,2,50,20,705
1,135,34,1,9,5,3,8,6,2,2,28,11,5,4,2,1,0,1,1,8,3,11,2,2,1,1,7,3,2,2,2,1,1,2,2,3,10,1,10,2,2,1,1,1,3,3,1,5,7,3,2,1,3,,213,5003,4,1,2,2,1,3,4,2,3,3,2,10,40,706
1,135,35,1,9,4,3,8,7,1,2,20,2,2,2,1,2,3,1,2,8,10,11,2,4,1,2,3,1,2,2,1,1,1,3,3,5,1,2,10,3,2,3,1,1,2,5,1,5,9,3,2,3,1,,213,5003,5,1,1,1,1,1,1,1,2,3,2,10,10,801
1,135,36,1,8,7,6,8,4,1,2,18,3,6,1,1,1,4,1,2,8,2,6,5,5,1,1,4,3,2,3,1,1,2,3,2,2,10,10,10,3,2,1,5,3,3,3,1,1,7,3,1,1,3,,213,5003,6,1,3,1,1,3,6,4,2,3,2,50,90,708
1,135,37,1,9,8,8,8,4,3,3,15,11,6,4,2,5,5,1,3,8,3,6,5,9,1,1,4,3,2,2,1,1,2,2,3,1,10,1,10,1,2,3,5,1,3,3,1,5,4,3,2,3,3,,213,5003,7,1,3,1,1,1,4,1,2,3,2,10,10,704
1,135,38,1,6,8,8,8,6,2,2,10,1,4,1,2,3,6,1,2,8,3,11,5,5,1,1,4,3,2,2,1,1,1,2,2,2,10,1,10,3,2,2,5,3,2,2,1,5,8,3,1,1,3,,213,5003,8,1,1,1,3,3,2,1,2,3,2,51,10,908
1,135,39,1,6,9,9,8,4,1,1,7,10,4,3,1,3,3,1,2,2,3,2,6,7,1,1,3,3,2,4,2,1,1,2,1,10,10,10,10,1,4,2,5,3,3,2,1,1,8,3,2,1,3,,213,5003,9,1,3,1,1,1,1,1,2,3,3,50,0,607
1,135,40,1,5,10,9,8,4,3,3,4,11,2,3,3,2,2,2,3,8,5,11,4,8,3,3,4,3,2,4,2,1,0,3,3,10,10,10,10,2,4,2,5,3,2,2,1,3,6,2,1,3,3,,213,5004,0,1,3,1,3,3,6,4,3,4,2,10,21,4
1,135,41,1,5,10,9,8,9,1,1,3,11,2,1,1,5,5,1,2,8,3,2,3,7,3,3,3,3,2,4,1,1,1,3,3,10,10,10,10,2,4,2,5,3,1,3,1,5,8,3,2,3,3,,213,5004,1,1,3,1,1,1,5,1,3,3,2,50,21,1
1,135,42,1,6,10,10,8,3,2,2,3,11,2,2,2,3,6,2,2,8,2,10,3,6,3,3,3,3,1,4,1,3,0,3,1,10,10,10,10,2,4,2,5,1,1,5,1,1,7,1,1,1,3,,213,5004,2,1,1,1,1,1,2,4,3,3,2,50,30,901
1,135,43,1,6,10,9,8,3,2,2,3,11,2,1,1,5,5,1,1,8,4,8,3,7,3,3,3,3,2,4,2,1,1,3,2,10,10,10,10,1,4,5,5,1,1,2,1,5,7,3,2,3,2,,213,5004,3,1,3,1,4,1,6,4,3,3,2,50,11,1
1,135,44,1,5,10,10,8,4,2,1,3,11,2,0,2,3,3,1,2,8,3,11,3,6,2,3,2,3,2,2,2,1,1,2,3,10,10,10,10,3,4,1,5,1,2,2,1,1,8,4,2,1,3,,213,5004,4,1,3,1,4,1,6,4,3,1,2,50,20,804
1,135,45,1,6,10,10,8,4,1,1,4,11,2,0,0,8,0,0,0,8,2,6,4,8,2,3,3,0,2,4,1,1,1,0,2,10,10,10,10,2,4,5,5,1,2,2,1,0,6,2,2,3,3,,213,5004,5,1,3,3,3,2,5,2,3,4,2,50,20,808
1,135,46,1,6,10,9,8,3,2,2,4,1,2,2,1,6,6,1,1,8,2,4,4,8,2,2,2,3,2,4,1,3,1,3,2,10,10,10,10,1,4,5,5,3,1,1,1,5,4,2,2,1,1,,213,5004,6,1,1,1,1,1,6,4,4,3,1,51,0,703
1,135,47,1,10,6,7,8,5,2,2,21,11,5,2,3,3,3,1,3,8,2,4,4,7,2,3,4,1,1,3,1,1,1,2,3,4,10,1,10,2,4,2,5,1,4,3,1,5,6,3,3,1,4,,213,5004,7,1,3,1,2,3,4,2,3,3,2,50,70,610
1,135,48,1,8,10,10,8,5,2,2,1,11,1,1,1,1,3,1,3,8,4,2,1,3,11,2,1,3,2,4,1,3,1,2,2,10,10,10,10,3,4,1,5,3,2,5,1,1,8,1,3,1,3,,213,5004,8,1,2,1,1,3,6,4,3,3,2,50,0,900
1,135,49,1,8,6,2,8,3,2,1,20,1,3,1,1,2,4,1,3,1,3,11,11,6,11,2,5,3,2,2,2,3,2,2,2,6,1,4,1,3,4,3,5,2,2,5,1,5,9,3,2,1,5,,213,5004,9,1,1,1,3,3,2,1,3,1,2,11,1,5
1,135,50,1,5,10,9,8,4,1,1,2,11,1,1,2,1,1,2,3,8,4,8,11,7,11,1,2,3,2,4,2,3,1,2,2,10,10,10,10,3,4,2,5,1,2,5,1,3,9,3,1,3,3,,213,5005,0,1,3,3,1,1,4,2,2,4,1,50,11,7
1,135,51,1,7,4,1,8,3,2,2,20,11,3,1,2,1,1,1,3,8,3,4,3,3,1,1,4,1,2,2,1,1,2,1,3,5,1,10,10,3,3,1,5,1,4,1,1,5,8,3,2,3,5,,213,5005,1,1,1,1,0,3,1,1,2,4,2,10,30,804
1,135,52,1,9,6,5,8,10,3,3,22,4,4,4,3,5,5,2,3,8,2,11,3,6,1,3,3,3,2,3,3,1,2,2,5,5,1,10,1,3,3,1,5,2,4,3,1,3,6,1,3,1,3,,213,5005,2,1,3,1,3,3,5,3,3,1,2,20,80,902
1,135,53,1,9,4,0,8,3,2,2,22,11,3,1,2,1,1,1,2,8,3,8,3,4,1,1,5,1,2,1,2,1,1,3,2,5,1,2,10,1,3,1,1,1,4,5,1,1,8,3,2,1,4,,213,5005,3,1,1,1,3,3,2,1,2,3,1,11,10,801
1,135,54,1,9,8,8,8,5,2,2,15,1,6,2,1,2,2,1,2,8,3,2,3,3,1,1,4,3,2,2,2,1,2,2,3,2,10,1,10,2,3,1,5,1,1,1,1,5,6,1,2,1,1,,213,5005,4,1,3,1,1,1,2,1,2,3,2,51,0,704
1,135,55,1,10,8,8,8,4,2,2,12,1,6,1,1,1,1,1,2,8,3,2,3,3,1,1,3,2,2,2,1,1,1,3,2,2,10,2,10,1,3,2,5,1,3,3,1,5,6,3,2,1,3,,213,5005,5,1,3,1,2,1,5,4,1,3,2,51,0,604
1,135,56,1,9,8,8,8,6,2,1,12,1,6,1,1,1,1,1,1,8,3,8,3,3,1,1,3,3,2,2,1,1,2,3,2,2,10,2,10,1,3,2,5,3,1,1,1,3,8,3,2,1,1,,213,5005,6,1,3,1,1,1,2,4,3,3,2,50,0,604
1,135,57,1,8,8,8,8,5,2,2,14,1,6,2,1,2,2,1,2,8,7,8,3,3,1,1,4,3,2,2,2,1,1,3,3,2,10,1,10,2,3,2,5,1,2,3,1,3,5,1,1,1,3,,213,5005,7,1,3,1,1,1,1,1,2,3,2,50,20,706
1,135,58,1,9,3,1,8,5,2,2,20,3,2,4,3,4,4,2,2,8,1,6,1,1,1,1,3,1,1,1,1,3,1,2,3,2,1,1,10,3,3,2,1,1,2,2,1,1,9,3,2,3,3,,213,5005,8,1,1,1,1,3,4,2,2,3,2,50,70,700
1,135,59,1,10,5,8,8,5,5,2,22,1,3,2,1,2,6,2,3,8,3,6,1,10,1,3,5,1,2,2,2,1,2,2,3,2,1,1,1,2,3,2,5,2,3,3,1,5,7,3,2,3,3,,213,5005,9,1,3,1,3,3,5,3,3,3,1,50,0,901
1,135,60,1,10,7,2,8,3,1,1,23,11,4,2,1,5,5,1,2,8,2,2,1,1,1,1,3,1,2,2,1,1,1,2,2,3,1,10,1,1,3,1,5,2,3,3,1,3,8,2,2,1,3,,213,5006,0,1,3,1,1,1,4,1,2,3,2,50,21,2
1,135,61,1,5,10,10,8,4,2,2,1,11,1,2,3,1,4,1,2,8,5,11,1,5,1,3,11,3,2,4,2,3,2,0,2,10,10,10,10,2,3,2,5,1,0,5,1,3,7,3,2,3,3,,213,5006,1,1,3,1,1,1,6,3,3,1,2,10,10,609
1,135,62,1,10,6,9,8,4,2,2,13,3,1,4,3,2,3,2,3,8,2,6,2,2,1,4,4,1,1,2,2,1,2,2,3,3,10,10,10,3,3,2,5,2,3,4,1,1,8,3,2,1,1,,213,5006,2,1,3,1,1,1,3,1,2,3,2,50,20,608
1,135,63,1,9,9,8,8,3,2,2,8,1,4,3,3,2,3,2,3,9,3,11,2,2,1,1,5,3,2,4,2,1,1,2,3,1,10,1,10,3,3,3,5,1,2,2,1,3,7,1,4,1,4,,213,5006,3,1,3,1,4,3,5,2,3,3,2,10,40,706
1,135,64,1,9,7,5,8,10,1,1,24,3,6,4,2,6,6,1,1,9,2,11,2,2,1,1,3,3,2,3,1,3,2,2,3,2,1,11,1,2,3,2,5,1,3,5,1,5,6,1,3,1,3,,213,5006,4,1,3,3,3,3,3,3,3,3,1,50,71,4
1,135,65,1,10,7,2,8,2,2,2,25,0,6,4,2,2,2,2,2,8,3,1,2,2,1,1,5,3,2,2,2,1,2,2,2,2,1,1,1,2,3,2,5,2,2,2,2,5,6,3,2,1,3,,213,5006,5,1,3,2,2,3,1,1,2,3,2,51,11,0
1,135,66,1,8,4,1,8,8,2,1,27,2,3,2,2,2,6,2,2,8,2,6,2,2,1,1,3,3,2,1,2,1,1,2,3,8,1,1,10,3,3,1,5,1,2,4,1,1,5,1,4,1,3,,213,5006,6,1,1,2,2,3,3,2,3,1,2,10,10,901
1,135,67,1,8,3,1,8,6,1,1,27,4,2,4,2,2,2,1,3,8,7,6,2,2,1,1,3,1,1,3,2,3,1,3,2,3,10,1,10,1,3,2,1,1,4,1,1,1,8,3,2,3,1,,213,5006,7,1,1,1,1,1,1,2,3,3,2,50,20,700
1,135,68,1,9,2,2,8,5,2,2,27,6,2,4,2,4,4,1,1,8,7,11,2,2,1,1,3,1,2,3,1,3,1,2,2,5,10,1,10,3,3,2,1,1,4,4,1,3,8,3,1,1,3,,213,5006,8,1,3,1,1,1,1,1,3,3,2,10,20,705
1,135,69,1,7,4,1,8,2,3,2,20,11,2,1,1,2,4,1,2,8,3,6,2,2,1,1,4,1,2,1,1,1,2,2,3,6,1,2,10,1,3,2,1,1,3,5,2,5,9,3,2,1,3,,213,5006,9,1,1,1,3,3,2,1,1,4,2,50,20,801
1,135,70,1,8,4,1,8,8,3,2,17,11,5,1,1,4,4,1,3,8,3,6,5,5,11,11,6,1,2,2,1,1,2,1,3,3,10,10,10,3,3,1,5,2,4,3,1,5,8,3,1,3,3,,213,5007,0,1,1,1,3,3,2,1,3,3,2,20,0,804
1,135,71,1,9,8,8,8,5,2,1,12,11,3,1,1,2,2,1,1,8,0,6,6,6,1,1,5,3,2,2,1,2,1,3,2,1,10,11,11,1,3,1,1,1,1,2,1,5,1,1,2,1,3,,213,5007,1,1,1,1,1,1,1,5,0,4,2,10,0,707
1,135,72,1,6,9,0,8,4,2,1,6,1,3,1,2,3,3,1,2,8,8,11,6,6,1,1,3,3,2,3,2,1,1,2,2,10,10,10,10,3,3,3,5,2,3,1,1,2,7,2,2,1,3,,213,5007,2,1,3,1,2,1,2,1,1,3,2,11,10,705
1,135,73,1,6,9,9,8,7,2,2,6,11,3,2,2,2,2,1,2,1,3,11,5,10,1,3,2,3,2,4,2,1,2,3,3,1,10,1,10,2,3,1,5,1,2,3,1,5,8,2,2,4,3,,213,5007,3,1,3,1,3,1,5,3,3,3,2,50,20,909
1,135,74,1,9,8,8,8,6,3,2,10,6,3,4,2,2,1,1,2,8,4,6,4,8,2,3,4,3,2,2,2,3,1,3,2,2,10,2,10,1,3,2,5,2,2,3,1,1,8,1,1,1,3,,213,5007,4,1,3,1,1,3,5,2,2,3,1,11,11,505
1,135,75,1,7,8,8,8,2,2,2,14,3,7,4,2,2,2,2,2,8,1,10,4,4,2,2,5,3,2,0,2,3,0,2,0,1,10,1,10,3,3,1,5,4,2,5,1,0,6,2,3,3,1,,213,5007,5,1,3,1,1,3,5,1,2,1,2,50,1,402
1,135,76,1,7,8,7,8,3,2,2,16,11,5,2,2,2,1,1,2,8,2,6,3,3,2,2,3,1,2,2,1,3,1,2,3,3,10,1,10,1,3,2,5,2,1,1,1,5,8,3,2,0,3,,213,5007,6,1,1,1,1,3,4,3,2,3,2,10,1,206
1,135,77,1,9,9,6,8,7,2,1,18,2,3,3,2,6,5,1,2,8,3,6,3,3,2,2,3,3,2,3,1,1,2,2,4,5,1,1,1,2,3,1,1,2,3,4,1,3,4,1,4,1,4,,213,5007,7,1,3,3,4,3,5,4,3,3,2,60,1,306
1,135,78,1,8,8,8,8,2,1,1,11,6,4,1,1,3,3,1,1,8,6,1,3,5,2,2,3,1,2,1,1,3,1,3,2,2,10,1,10,1,3,3,5,1,1,1,1,5,8,3,4,1,1,,213,5007,8,1,3,1,1,3,5,1,1,3,2,50,1,507
1,135,79,1,9,8,8,8,4,1,2,12,11,6,3,2,2,3,2,2,8,5,4,3,4,2,2,4,1,2,2,2,3,1,3,3,2,10,1,10,1,3,3,5,3,2,2,1,5,8,3,2,2,3,,213,5007,9,1,2,1,1,3,6,4,4,3,2,51,11,506
1,135,80,1,9,8,8,8,5,2,1,13,11,3,3,1,2,3,2,2,8,3,4,3,4,2,2,5,3,2,2,3,2,3,2,3,2,10,1,10,3,3,2,5,2,3,2,1,1,4,2,4,3,2,,213,5008,0,1,3,2,2,1,4,2,3,4,2,10,11,206
1,135,81,1,9,7,7,8,6,2,2,4,11,2,1,2,2,3,2,2,8,2,6,3,9,2,3,2,3,2,2,5,3,1,2,3,2,1,1,10,1,3,1,5,1,3,5,1,2,6,3,3,3,2,,213,5008,1,1,3,1,1,3,5,3,3,4,2,50,1,509
1,135,82,1,9,7,6,8,9,1,1,28,3,7,4,2,5,5,1,3,8,2,11,11,11,7,9,7,3,2,2,2,1,2,5,4,5,10,2,10,3,3,1,5,1,4,5,1,3,4,1,2,1,2,,213,5008,2,1,2,3,1,1,5,2,3,1,2,10,11,305
1,135,83,1,6,10,9,8,4,2,2,6,11,3,2,2,3,2,1,2,8,5,2,4,5,0,0,4,3,2,2,1,3,1,2,2,1,10,2,10,1,3,2,5,1,3,3,1,4,10,1,1,1,3,,213,5008,3,1,1,1,2,1,4,2,2,3,2,10,11,206
1,135,84,1,5,8,8,8,2,2,2,10,11,5,2,1,4,4,1,2,8,5,3,1,7,10,10,3,1,2,2,2,3,1,2,3,3,10,3,10,2,3,3,5,1,4,4,1,3,6,2,1,3,3,,213,5008,4,1,3,1,3,3,5,1,1,3,2,50,91,207
1,135,85,1,7,7,7,8,3,3,1,19,2,3,3,2,4,2,1,3,8,4,6,1,1,11,11,10,1,2,2,2,1,2,3,1,3,1,1,1,3,3,1,1,1,3,2,1,5,9,1,1,1,3,,213,5008,5,1,3,1,3,4,4,2,3,3,2,10,1,503
1,135,86,1,9,8,7,8,5,2,2,14,1,2,1,2,2,2,1,2,8,5,6,1,2,11,11,10,1,2,1,2,3,2,2,3,3,10,1,10,2,3,3,5,2,3,3,2,5,9,3,2,3,3,,213,5008,6,1,1,1,3,3,5,3,3,3,2,10,21,402
1,135,87,1,9,8,8,8,7,1,1,10,11,1,1,1,2,1,1,1,8,6,4,1,7,11,11,3,1,2,4,1,1,3,2,2,3,10,2,10,1,3,1,5,1,2,2,1,1,9,3,1,1,1,,213,5008,7,1,1,1,1,1,5,3,3,3,2,50,91,208
1,135,88,1,9,4,1,8,6,2,2,22,2,2,2,2,6,6,1,2,8,3,11,2,9,11,3,4,1,2,2,1,1,1,2,2,10,10,7,1,1,3,2,5,3,2,2,1,5,6,3,1,1,1,,213,5008,8,1,1,1,1,2,3,1,1,3,2,50,1,309
1,135,89,1,9,8,8,8,4,1,1,14,11,4,1,1,1,1,2,2,8,8,8,2,6,11,1,3,1,2,2,1,1,1,3,2,1,10,10,10,2,3,2,5,2,1,1,1,5,9,3,2,1,3,,213,5008,9,1,3,1,1,1,5,3,3,3,2,40,1,403
1,135,90,1,9,8,8,8,4,3,2,16,11,5,1,1,5,4,1,1,8,3,8,4,4,2,2,5,2,2,2,1,1,2,3,2,1,10,1,10,3,3,2,5,1,1,4,2,1,8,3,2,1,1,,213,5009,0,1,1,3,1,1,4,1,3,1,2,50,81,400
1,135,91,1,9,8,7,8,9,1,1,19,1,4,3,3,4,2,1,2,8,3,3,4,6,2,2,6,1,2,3,5,1,1,2,3,2,10,10,10,2,3,3,5,1,2,2,1,5,6,3,2,1,3,,213,5009,1,1,3,1,1,3,4,2,3,1,2,50,21,503
1,135,92,1,8,8,8,8,6,2,1,10,6,4,2,2,2,1,1,2,8,4,6,4,8,2,2,2,3,2,2,1,1,2,3,2,2,10,2,10,1,3,2,5,3,1,0,1,3,8,3,2,1,3,,213,5009,2,1,3,1,1,3,5,3,3,1,2,50,21,501
1,135,93,1,9,6,5,8,3,1,2,21,1,3,1,2,2,1,1,1,8,3,2,4,4,2,2,6,1,2,1,1,1,1,3,3,4,0,0,0,2,3,1,5,1,2,2,1,5,6,1,1,3,3,,213,5009,3,1,3,1,3,3,2,2,3,3,2,50,91,504
1,135,94,1,9,7,7,8,9,2,2,23,11,5,3,2,3,3,1,1,8,10,3,3,11,11,7,1,2,2,1,1,1,1,3,2,2,1,1,10,1,3,3,2,3,1,1,3,3,6,3,2,1,2,,213,5009,4,1,1,1,1,1,4,1,1,1,1,40,71,404
1,135,95,1,8,8,8,8,9,2,2,15,11,5,4,3,2,2,2,2,8,2,6,3,9,11,3,5,1,2,3,2,2,3,1,3,3,10,2,10,2,3,2,5,2,3,5,2,1,6,1,4,1,3,,213,5009,5,1,3,2,3,2,4,1,2,4,2,20,1,309
1,135,96,1,9,9,7,8,2,2,1,10,11,5,3,1,2,2,1,1,8,3,6,3,3,11,11,5,1,2,2,1,1,1,3,2,2,10,1,10,1,3,1,5,2,2,2,1,5,8,1,0,0,5,,213,5009,6,1,5,0,0,5,2,1,2,3,2,50,51,500
