CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,V.18.,Q.0.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24B..1,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27B..1,Q.28.,Q.29.,Q.30A.,Q.30B.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.40B.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51B.,CARD..1,DECK..1,BALLOT..1,FORM..1,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59A.,Q.59B.,Q.60A.,Q.60B.,Q.60C.,Q.60D.,Q.60E.,Q.60F.,Q.60G.,Q.60H.,V.61.,V.62.,V.63.,V.64.,V.65.,V.66.,V.67.,V.68.,V.69.,V.70.,V.71.
1,157,792,2,4,6,7,1,5,3,6,5,4,1,3,5,1,1,1,2,2,5,2,0,9,10,1,4,2,2,4,15,2,4,9,14,12,9,5,1,0,1,1,1,3,4,2,6,2,2,6,6,4,2,3,3,3,3,2,1,4,2,157,792,2,1,4,3,0,2,1,3,1,1,2,3,3,3,2,1,2,1,2,2,3,2,12,3,2,1,10,56,55
1,157,793,2,3,7,8,2,4,1,7,5,4,1,2,4,1,1,1,2,1,99,1,0,9,10,3,4,6,2,2,15,6,1,9,14,12,9,5,1,0,2,4,1,4,4,2,6,1,1,1,6,6,4,3,4,4,1,4,1,5,2,157,793,2,2,2,2,3,2,1,4,1,2,1,3,2,1,1,2,1,2,2,4,3,4,6,2,2,1,4,32,24
1,157,794,2,2,8,9,2,4,1,6,5,3,1,1,5,1,1,1,2,2,8,2,0,9,10,2,4,2,3,6,15,1,2,9,14,12,9,5,1,0,1,1,1,3,3,2,2,1,2,1,6,4,3,3,4,3,1,1,1,3,2,157,794,2,1,4,3,4,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,3,1,7,2,2,1,2,47,16
1,157,795,2,3,7,7,2,4,1,5,5,4,1,3,5,1,1,1,2,1,99,1,0,7,9,2,4,2,4,16,1,3,3,9,14,12,9,5,1,0,2,2,1,3,4,3,3,1,4,1,4,4,2,2,1,1,1,2,2,11,2,157,795,2,2,3,2,4,2,2,2,3,3,2,3,3,3,2,2,1,2,3,3,2,1,11,3,2,1,9,53,11
1,157,796,2,3,8,7,2,4,1,7,5,4,1,4,5,1,1,1,2,2,5,2,0,7,9,2,4,2,4,16,5,3,3,9,14,12,9,5,1,0,2,3,2,3,4,2,6,3,1,2,6,6,3,3,1,4,1,2,2,4,2,157,796,2,2,2,2,2,1,1,2,1,2,1,3,3,3,2,2,1,1,1,3,2,5,11,3,2,1,4,32,6
1,157,797,2,3,9,5,2,4,1,6,5,4,1,2,5,1,1,1,1,2,8,2,0,7,10,1,2,9,4,16,7,2,3,9,14,12,9,5,1,0,2,2,3,3,4,2,2,1,2,1,6,5,1,3,3,1,1,2,1,9,2,157,797,2,1,2,2,3,1,2,2,1,3,1,3,3,3,1,2,1,2,1,3,2,1,9,3,2,1,3,29,38
1,157,798,2,4,5,5,2,4,1,6,5,4,1,3,5,1,1,1,2,4,11,2,0,7,9,2,4,6,4,16,7,6,3,9,14,12,9,5,1,0,2,3,1,5,5,4,4,3,3,1,6,6,3,2,4,1,1,4,3,9,2,157,798,2,3,1,2,4,1,1,2,1,3,2,3,2,1,1,2,1,1,1,4,2,1,8,2,2,1,1,44,37
1,157,799,2,4,7,7,2,1,2,6,5,4,1,2,5,5,1,1,2,1,99,1,0,7,9,2,4,2,4,16,7,2,3,9,14,12,9,5,1,0,2,2,1,3,3,2,2,2,4,1,4,4,2,3,3,1,1,3,2,10,2,157,799,2,1,2,2,4,2,1,3,1,1,1,2,2,2,3,3,2,2,2,3,2,2,6,2,2,1,2,47,55
1,157,800,2,5,8,7,2,4,1,7,5,5,1,3,5,1,1,1,2,2,5,2,0,7,10,1,6,9,2,4,15,2,2,9,14,12,9,5,5,0,3,3,1,5,4,3,3,2,1,1,6,4,3,4,3,4,1,4,1,9,2,157,800,2,2,1,2,2,1,1,3,1,1,3,4,3,2,3,1,1,1,1,5,3,2,15,4,2,1,4,32,28
1,157,801,2,3,11,8,2,4,1,8,2,5,1,4,5,1,1,1,1,0,10,2,0,7,9,2,4,2,2,13,15,2,0,9,14,12,9,4,1,0,1,2,1,3,2,2,2,3,2,1,6,6,2,3,3,3,4,3,2,11,2,157,801,2,1,2,2,4,2,1,2,1,1,3,3,3,3,3,1,1,1,2,2,3,1,15,4,2,1,2,47,45
1,157,802,2,5,6,7,1,5,3,6,6,4,1,5,5,1,1,1,2,2,5,2,0,7,10,5,5,7,2,4,15,6,0,9,14,12,9,5,6,10,0,0,0,0,0,2,6,1,1,1,6,6,0,0,0,0,1,2,2,2,2,157,802,2,1,4,2,4,1,0,2,1,1,2,3,3,3,2,1,1,1,2,4,3,1,13,4,2,1,4,32,43
1,157,803,2,4,7,8,2,4,1,6,5,4,1,3,5,1,1,1,2,1,5,2,0,7,8,2,4,2,2,5,15,2,3,9,14,12,9,5,1,0,2,2,2,3,3,2,2,2,2,3,4,4,2,1,3,1,1,3,1,7,2,157,803,2,2,2,3,4,1,1,3,1,1,3,4,2,3,2,1,1,2,1,2,4,2,13,4,2,1,4,32,32
1,157,804,2,3,7,9,1,5,3,6,5,4,1,3,5,1,1,1,2,1,99,1,0,7,9,2,4,2,3,6,15,3,3,9,14,12,9,5,1,0,2,2,1,3,3,2,3,1,4,1,4,3,2,3,3,3,1,3,2,4,2,157,804,2,1,2,2,3,1,1,2,1,1,3,3,3,3,3,1,1,1,1,3,4,1,15,4,2,1,2,47,15
1,157,805,2,3,8,6,1,5,3,6,5,4,1,2,5,1,1,1,2,1,99,1,0,7,8,1,1,2,2,13,15,1,3,9,14,12,9,5,1,0,1,1,1,3,4,3,4,2,4,1,4,4,2,3,3,1,1,3,3,10,2,157,805,2,2,1,2,2,2,1,3,1,1,2,2,1,3,2,2,1,1,2,2,4,2,9,3,2,1,9,53,31
1,157,806,2,3,7,7,1,5,3,7,5,4,1,2,5,1,1,1,2,1,5,2,0,7,8,2,4,2,3,6,15,2,3,9,14,12,9,5,1,0,1,2,1,3,3,2,6,2,3,3,6,4,2,3,1,1,1,2,2,8,2,157,806,2,1,2,2,3,1,2,3,1,1,2,3,3,2,2,2,2,2,1,2,4,2,9,3,2,1,9,53,25
1,157,807,2,3,8,10,1,5,3,7,5,4,1,3,5,1,1,1,2,1,99,1,0,7,9,2,4,2,3,13,15,2,3,9,14,12,9,5,1,0,1,2,1,3,4,2,3,2,3,4,5,2,3,2,2,3,1,3,3,5,2,157,807,2,1,2,2,1,2,1,3,1,1,3,2,3,2,1,3,1,2,2,2,4,2,8,2,2,1,2,47,14
1,157,808,2,3,9,7,2,4,1,7,5,4,1,2,5,1,1,1,2,7,6,2,0,3,3,1,4,2,3,6,15,2,3,9,14,12,9,5,1,0,1,1,2,3,4,2,2,1,5,1,6,4,1,3,1,1,1,3,2,5,2,157,808,2,1,2,2,4,2,2,2,1,1,3,4,3,3,3,1,1,1,3,1,4,1,16,4,2,1,3,29,19
1,157,809,2,4,3,7,2,4,1,8,5,4,1,3,5,1,1,1,2,7,6,2,0,3,4,1,6,2,3,13,15,1,3,9,14,12,9,5,1,0,2,2,2,3,2,2,2,2,1,3,0,4,2,3,1,1,3,2,1,7,2,157,809,2,1,2,2,4,2,1,1,1,1,2,3,3,3,2,1,1,1,2,2,4,1,13,4,2,1,3,29,24
1,157,810,2,4,9,8,2,4,1,7,5,5,1,3,5,2,1,1,2,4,6,2,0,3,3,1,1,9,2,4,15,2,3,9,14,12,9,5,1,0,1,2,2,5,2,2,4,2,5,0,3,4,2,4,3,1,1,4,3,3,2,157,810,2,1,2,3,3,2,1,3,1,1,2,4,3,3,2,1,2,1,2,1,4,2,13,4,2,1,2,47,40
1,157,811,2,4,4,6,2,4,1,7,5,5,1,2,5,1,1,1,2,1,5,2,0,3,3,1,1,9,2,8,15,3,3,9,14,12,9,5,5,0,1,1,2,3,2,2,2,1,5,2,3,4,1,3,1,1,1,3,2,6,2,157,811,2,1,2,2,4,1,1,1,1,1,3,3,3,3,3,2,1,1,1,1,4,1,14,4,2,1,2,47,30
1,157,812,2,4,9,7,2,4,1,7,5,5,1,3,5,1,1,1,2,5,8,2,0,3,4,2,4,2,2,5,15,3,3,9,14,12,9,5,3,10,3,3,1,5,4,3,3,2,5,3,4,4,4,3,4,1,1,3,2,11,2,157,812,2,2,3,2,3,2,2,3,1,1,2,3,3,3,3,1,1,1,3,5,4,2,14,4,2,1,2,47,37
1,157,813,2,3,9,9,2,1,1,6,5,4,1,2,5,1,1,1,2,1,99,1,0,3,4,1,1,11,2,6,15,2,3,9,14,12,9,5,4,0,1,2,3,2,3,2,2,1,5,1,4,3,1,4,2,1,1,4,3,4,2,157,813,2,1,3,2,4,1,2,3,1,2,3,3,3,3,3,2,1,1,1,2,4,4,14,4,2,1,9,53,8
1,157,814,2,3,9,6,1,5,3,7,5,4,1,2,5,1,1,1,2,1,6,2,0,3,4,1,4,2,2,8,15,2,3,9,14,12,9,5,1,0,1,1,2,3,4,2,6,1,5,3,5,2,3,2,0,4,1,2,2,2,2,157,814,2,1,1,2,4,2,1,3,1,3,3,4,3,3,3,1,1,1,2,1,4,2,16,4,2,1,3,29,34
1,157,815,2,2,8,7,2,1,1,7,3,5,1,2,5,1,2,2,2,7,4,2,0,3,3,2,4,2,2,2,15,3,3,9,14,12,9,5,1,0,2,2,1,3,3,2,3,2,5,3,4,3,2,3,3,1,1,2,2,9,2,157,815,2,2,1,3,4,2,1,1,1,1,3,4,3,3,3,1,1,1,2,3,4,1,16,4,2,1,2,47,39
1,157,816,2,3,10,7,2,4,1,7,3,5,1,3,5,1,1,1,1,1,8,2,0,3,4,1,4,2,2,13,15,3,3,9,14,12,9,4,1,0,3,2,1,5,4,2,2,1,5,1,4,3,2,2,1,1,1,1,1,8,2,157,816,2,3,2,2,4,2,3,1,1,1,3,3,2,3,3,1,1,2,4,3,4,1,13,4,2,1,2,47,57
1,157,817,2,3,9,9,2,4,1,6,5,5,1,2,5,1,1,1,2,1,5,2,0,3,3,1,1,1,2,5,15,2,3,9,14,12,9,5,1,0,1,1,2,3,3,2,6,1,5,1,5,4,1,3,4,1,1,5,4,5,2,157,817,2,2,2,2,3,1,1,3,1,3,3,3,3,3,2,1,1,1,1,1,4,2,14,4,2,1,10,56,42
1,157,818,2,3,2,4,1,5,3,6,5,4,1,2,5,1,1,1,2,4,3,2,0,3,5,1,1,9,2,5,15,1,3,9,14,12,9,5,1,0,1,1,2,3,4,3,3,1,4,1,6,4,1,1,1,4,1,2,2,4,2,157,818,2,1,4,2,3,2,1,2,1,3,3,2,3,2,1,2,1,2,2,1,4,1,9,3,2,1,3,29,17
1,157,819,2,4,9,7,2,4,1,7,5,5,1,5,5,1,1,1,2,5,2,2,0,3,4,1,4,2,3,6,15,3,3,9,14,12,9,5,5,0,1,1,3,3,5,2,2,1,5,2,2,4,2,2,3,4,4,2,1,8,2,157,819,2,1,4,2,3,1,2,2,3,3,2,3,3,3,2,2,2,2,1,2,4,1,10,3,2,1,3,29,32
1,157,820,2,4,9,8,2,4,2,7,5,5,1,5,5,1,1,1,2,5,2,2,0,3,4,1,4,2,2,8,15,3,3,9,14,12,9,5,1,0,1,1,1,3,4,2,2,1,5,1,6,4,2,4,3,1,1,3,2,8,2,157,820,2,1,4,2,4,1,2,2,2,1,3,3,1,3,1,2,1,1,1,2,4,5,10,3,2,1,2,47,38
1,157,821,2,3,9,9,2,1,1,6,5,4,1,2,5,1,1,1,2,1,99,1,0,3,3,1,1,6,2,5,15,2,3,9,14,12,9,5,1,0,1,1,3,3,3,2,6,1,5,4,6,4,2,3,3,4,1,3,2,9,2,157,821,2,3,3,2,3,2,1,2,3,3,2,3,2,3,2,2,2,2,2,2,4,1,9,3,2,1,3,29,16
1,157,822,2,3,4,6,2,4,1,7,5,4,1,1,5,1,1,1,2,5,99,1,0,3,4,1,4,2,2,13,15,2,3,9,14,12,9,5,1,0,1,1,2,3,4,2,3,1,5,1,6,4,2,3,4,3,1,3,2,9,2,157,822,2,2,2,3,4,1,2,3,1,1,2,3,2,2,2,1,1,2,1,1,4,2,10,3,2,1,3,29,9
1,157,823,2,4,9,6,2,4,1,7,5,5,1,3,5,1,1,1,2,5,99,1,0,3,3,2,1,11,2,13,15,1,3,9,14,12,9,5,3,0,2,2,2,3,4,2,3,2,5,1,5,3,2,2,3,1,1,4,3,5,2,157,823,2,1,1,2,3,1,2,1,1,1,3,3,2,2,3,2,1,2,1,2,4,1,11,3,2,1,2,47,18
1,157,824,2,4,4,9,2,1,1,8,5,4,1,3,5,1,1,1,2,4,6,2,0,3,4,1,4,11,2,4,15,2,3,9,14,12,9,5,1,0,1,1,2,3,2,2,6,1,5,1,6,3,1,3,1,1,1,3,2,3,2,157,824,2,2,2,2,3,1,1,1,1,1,2,3,2,3,2,2,1,1,1,1,4,1,11,3,2,1,2,47,19
1,157,825,2,3,9,0,2,1,1,6,5,4,1,2,5,1,1,1,2,1,99,1,0,3,4,1,4,2,2,2,15,1,3,9,14,12,9,5,3,0,2,2,1,1,4,2,2,3,5,3,3,2,2,4,2,1,0,0,0,0,2,157,825,2,0,0,0,0,0,1,2,1,1,3,3,3,2,2,2,1,2,2,3,4,1,11,3,2,1,3,29,4
1,157,826,2,4,8,6,2,1,1,7,5,5,1,3,5,1,1,1,2,4,11,2,0,3,4,3,1,9,2,4,15,2,3,9,14,12,9,5,1,0,2,3,1,3,4,2,6,3,5,1,6,6,4,3,4,4,1,5,1,11,2,157,826,2,2,2,2,4,1,1,1,1,1,2,2,3,3,3,2,1,1,1,4,4,1,12,3,2,1,1,44,46
1,157,827,2,3,9,5,2,1,1,6,5,5,1,2,5,1,1,1,2,1,99,1,0,3,4,1,4,2,2,13,15,2,3,9,14,12,9,5,5,0,1,2,3,2,4,3,4,1,5,3,6,3,2,4,2,1,1,4,2,9,2,157,827,2,3,2,2,4,2,1,2,1,1,2,2,2,3,3,1,1,1,2,2,4,1,12,3,2,1,10,56,43
1,157,828,2,5,8,8,1,5,3,7,5,5,1,4,5,1,1,1,2,5,6,2,0,3,4,3,4,8,1,3,15,2,3,9,14,12,9,5,3,0,1,3,1,3,2,3,6,2,1,2,5,6,2,3,1,0,1,2,3,6,2,157,828,2,2,2,2,2,2,2,3,1,1,1,4,3,3,2,2,2,2,3,3,4,2,10,3,2,1,9,53,27
1,157,829,2,4,1,6,2,0,1,7,5,5,1,3,5,1,1,1,2,1,99,1,0,3,4,2,4,10,2,4,15,1,3,9,14,12,9,5,2,0,2,1,3,3,2,2,2,1,5,3,4,4,1,4,1,3,1,2,2,11,2,157,829,2,2,2,2,3,1,2,3,1,1,1,2,2,2,2,2,1,1,1,3,4,2,8,2,2,1,10,56,28
1,157,830,2,4,8,8,1,5,3,7,5,4,1,3,5,1,1,1,2,1,99,1,0,3,3,2,4,2,3,4,15,1,3,9,14,12,9,5,1,0,1,1,2,2,0,2,6,1,5,1,6,2,2,2,4,1,1,3,2,4,2,157,830,2,2,3,2,1,2,1,2,1,1,1,2,2,2,2,3,1,2,2,1,4,1,6,2,2,1,4,32,30
1,157,831,2,4,9,8,2,4,1,7,5,6,1,4,5,1,1,1,2,5,6,2,0,3,3,2,1,6,3,8,15,1,3,9,14,12,9,5,1,0,2,2,2,3,4,2,2,1,1,1,6,2,2,3,3,4,1,2,1,0,2,157,831,2,3,2,3,4,1,1,2,3,3,1,2,3,2,2,2,2,2,1,2,4,1,7,2,2,1,2,47,1
1,157,832,2,4,4,9,2,1,1,8,5,6,1,4,5,1,1,1,2,2,6,2,0,4,5,2,7,6,4,16,1,2,3,9,14,12,9,5,1,0,2,2,2,2,2,2,2,1,5,1,5,2,1,4,1,4,1,4,2,8,2,157,832,2,1,2,2,4,2,2,3,1,1,1,2,1,3,2,2,3,2,3,2,2,2,5,2,2,1,1,44,18
1,157,833,2,4,7,9,1,5,3,7,5,5,1,4,5,1,1,1,2,5,99,1,0,4,4,2,4,12,4,16,1,2,3,9,14,12,9,5,1,0,1,1,1,3,4,3,3,2,5,1,4,6,2,2,1,1,1,4,2,9,2,157,833,2,1,4,2,3,2,2,3,1,1,1,2,2,2,2,1,2,2,3,2,2,2,7,2,2,1,3,29,15
1,157,834,2,3,8,6,2,4,1,7,5,4,1,2,5,1,1,1,2,1,99,1,0,4,5,3,1,9,4,16,1,3,3,9,14,12,9,5,1,0,1,1,1,3,4,3,0,1,5,1,0,4,2,3,1,0,1,4,4,9,2,157,834,2,2,1,2,4,2,2,3,1,2,3,1,1,3,1,2,2,2,3,2,2,4,7,2,2,1,1,44,55
1,157,835,2,4,8,6,2,4,1,7,5,5,1,2,5,1,1,1,2,1,99,1,0,4,7,2,6,2,4,16,1,3,3,9,14,12,9,5,1,0,2,2,1,3,3,2,2,2,4,1,3,4,3,4,1,3,3,1,2,10,2,157,835,2,1,2,2,4,1,1,4,1,2,2,2,1,2,1,2,1,1,1,3,2,4,7,2,2,1,9,53,18
1,157,836,2,3,9,9,2,1,1,7,5,4,1,2,5,1,1,1,1,5,99,1,0,4,9,3,4,2,4,16,3,4,4,9,14,12,9,5,1,0,2,5,1,3,4,3,6,2,2,6,6,6,3,3,2,1,1,4,3,5,2,157,836,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2,3,7,2,2,1,4,32,42
1,157,837,2,3,7,8,2,1,1,6,5,4,1,1,5,1,1,1,0,5,4,2,0,4,5,2,4,2,2,13,15,3,2,9,14,12,9,5,1,0,1,2,1,3,4,2,3,1,5,1,6,4,2,3,1,3,1,2,2,9,2,157,837,2,2,2,3,3,1,1,3,2,1,2,4,3,3,3,1,1,1,1,2,3,5,15,4,2,1,1,44,26
1,157,838,2,4,8,7,2,4,1,8,2,5,1,4,5,1,1,1,2,5,99,1,0,4,5,3,6,6,3,6,15,2,2,9,14,12,9,5,1,0,3,2,1,3,4,2,2,2,1,1,6,4,3,3,3,1,1,2,1,9,2,157,838,2,2,2,2,2,2,2,1,1,1,3,3,3,3,2,1,1,1,3,3,3,1,14,4,2,1,1,44,19
1,157,839,2,3,8,6,2,4,1,6,5,4,1,3,5,1,1,1,2,1,5,2,0,4,5,2,4,6,2,13,15,1,2,9,14,12,9,5,1,0,1,1,1,3,4,2,4,3,5,4,6,5,3,4,2,1,1,4,2,4,2,157,839,2,1,2,3,4,2,2,2,1,1,2,3,3,3,3,1,1,1,3,2,3,1,14,4,2,1,4,32,9
1,157,840,2,3,8,9,2,1,2,8,5,5,1,3,5,1,1,1,2,1,5,2,0,4,5,3,4,6,3,6,15,3,2,9,14,12,9,5,1,0,3,3,1,5,3,4,6,3,5,1,6,4,4,3,3,4,1,2,1,4,2,157,840,2,2,3,2,1,2,2,2,1,1,2,3,3,3,2,1,1,1,3,5,3,1,13,4,2,1,1,44,28
1,157,841,2,3,9,7,1,5,3,7,5,4,1,3,5,1,1,1,2,1,5,2,0,4,4,1,4,2,2,5,15,2,2,9,14,12,9,5,1,0,2,1,2,3,3,2,4,1,1,1,6,6,1,3,1,4,1,4,2,6,2,157,841,2,1,2,2,4,1,1,2,1,1,3,4,3,3,3,1,1,1,1,2,3,1,16,4,2,1,4,32,33
1,157,842,2,3,7,3,1,5,3,6,5,4,1,2,5,1,1,1,2,4,4,2,0,4,7,1,4,2,2,2,15,2,1,9,14,12,9,5,1,0,2,2,2,3,4,2,6,2,4,1,3,4,2,3,3,1,1,3,2,9,2,157,842,2,1,2,2,3,2,1,2,1,1,2,3,3,3,3,1,1,1,2,2,3,1,14,4,2,1,3,29,2
1,157,843,2,2,9,5,2,4,1,6,3,5,1,3,5,1,1,1,2,1,2,2,0,4,7,2,4,6,3,6,15,1,2,9,14,12,9,5,5,0,1,2,3,3,4,2,4,2,4,4,5,2,3,2,2,1,1,2,3,9,2,157,843,2,2,3,2,4,2,3,2,1,1,2,3,2,3,2,1,1,1,4,2,3,1,12,3,2,1,10,56,32
1,157,844,2,3,9,5,2,4,1,6,5,4,1,2,5,1,1,1,2,7,6,2,0,4,4,1,4,2,1,2,15,1,1,9,14,12,9,5,1,0,1,1,1,3,4,2,2,1,5,1,3,6,2,3,1,1,1,2,2,4,2,157,844,2,1,2,3,2,2,2,2,1,1,3,4,1,3,2,2,1,1,3,2,3,1,12,3,2,1,2,47,12
1,157,845,2,3,8,7,2,4,1,6,5,4,1,2,5,1,1,1,2,1,99,1,0,4,4,1,0,8,2,13,15,6,1,9,14,12,9,5,1,0,1,1,2,3,3,2,3,1,5,2,4,3,3,2,1,1,1,2,2,10,2,157,845,2,3,1,2,4,1,1,1,1,1,1,4,2,3,3,2,1,1,1,1,3,1,11,3,2,1,1,44,38
1,157,846,2,3,9,7,2,4,1,7,5,4,1,3,5,1,1,1,2,5,5,2,0,4,4,2,4,8,3,7,15,3,2,9,14,12,9,5,1,0,2,3,1,3,4,4,4,3,5,1,5,4,2,2,3,1,1,2,2,8,2,157,846,2,1,2,2,2,1,2,3,2,3,1,3,2,3,2,1,1,1,1,4,3,5,11,3,2,1,1,44,29
1,157,847,2,2,4,7,1,5,3,7,3,6,1,3,5,1,1,1,2,1,5,2,0,4,4,1,4,11,2,1,15,2,2,9,14,12,9,5,1,0,1,5,2,2,4,1,4,2,5,1,5,2,2,2,3,2,1,3,2,4,2,157,847,2,1,2,2,3,3,3,2,1,1,2,2,3,3,2,3,2,1,4,1,3,1,9,3,2,1,4,32,31
1,157,848,2,4,8,7,1,5,3,7,3,5,1,3,5,1,1,1,2,5,99,1,0,4,7,1,4,6,3,6,15,2,1,9,14,12,9,5,1,0,2,3,1,3,2,3,4,2,4,2,5,3,2,4,1,1,1,4,2,5,2,157,848,2,2,2,2,2,2,2,2,1,1,2,3,3,2,2,3,1,1,3,4,3,1,10,3,2,1,1,44,35
1,157,849,2,3,9,6,1,5,3,6,5,4,1,2,5,1,1,1,2,1,2,2,0,4,5,2,4,2,2,4,15,2,1,9,14,12,9,5,1,0,2,2,1,2,4,2,6,1,4,1,6,4,2,3,3,2,1,2,1,9,2,157,849,2,2,2,2,4,2,2,2,1,1,2,2,2,3,2,2,1,2,3,3,3,1,9,3,2,1,1,44,22
1,157,850,2,3,9,7,2,4,1,7,3,4,1,3,5,1,1,1,1,5,4,2,0,4,6,2,4,2,3,3,15,2,2,9,14,12,9,5,1,0,3,3,2,3,4,2,2,1,4,1,0,6,3,2,3,1,1,4,2,11,2,157,850,2,1,2,2,2,2,3,2,1,1,2,3,3,3,2,2,1,2,4,3,3,1,11,3,2,1,1,44,1
1,157,851,2,4,8,9,1,5,3,8,5,5,1,3,5,1,1,1,2,1,6,2,0,4,5,2,0,1,4,16,3,2,2,9,14,12,9,5,1,0,2,3,1,3,3,3,6,3,4,1,5,6,2,3,3,4,1,2,2,4,2,157,851,2,2,3,2,4,2,1,3,1,2,2,3,3,3,3,1,1,1,2,4,2,4,14,4,2,1,1,44,30
1,157,852,2,3,3,5,1,5,3,6,5,5,1,3,5,1,1,1,2,1,99,1,0,4,4,1,4,6,4,16,2,4,3,9,14,12,9,5,1,0,1,1,1,3,5,2,2,1,5,1,6,6,2,3,3,4,1,2,2,8,2,157,852,2,2,1,2,3,1,1,2,2,2,3,4,2,3,3,1,2,1,1,2,2,5,14,4,2,1,1,44,41
1,157,853,2,3,9,9,2,4,1,7,5,6,1,3,5,1,1,1,2,5,99,1,0,4,4,2,4,5,4,16,11,3,3,9,14,12,9,5,1,0,1,2,3,3,4,2,6,3,5,1,5,3,2,2,3,1,1,2,2,8,2,157,853,2,2,3,0,4,1,1,2,1,1,3,3,3,3,3,1,1,1,1,2,2,1,15,4,2,1,1,44,10
1,157,854,2,3,8,6,2,4,1,7,5,5,1,2,5,1,1,1,2,1,4,2,0,4,9,2,4,6,4,16,3,3,3,9,14,12,9,5,4,0,2,2,1,3,4,4,4,1,4,0,5,2,3,3,3,1,1,3,2,4,2,157,854,2,2,2,2,4,3,1,4,3,2,2,3,3,3,2,2,1,1,2,3,2,4,12,3,2,1,10,56,30
1,157,855,2,4,8,7,2,4,1,7,5,5,1,3,5,1,1,1,0,1,99,1,0,4,5,1,6,9,4,16,4,2,3,9,14,12,9,5,5,0,1,1,3,3,2,2,3,1,1,1,6,6,3,3,1,3,3,4,3,4,2,157,855,2,1,4,3,1,1,1,2,1,3,2,4,2,3,2,2,1,2,1,2,2,1,11,3,2,1,10,56,10
1,157,856,2,3,9,8,2,4,1,8,5,4,1,2,5,1,1,1,2,1,5,2,0,4,4,3,4,6,4,16,3,1,3,9,14,12,9,5,1,0,1,1,1,3,4,3,6,4,4,1,3,5,2,3,1,4,1,5,3,8,2,157,856,2,3,2,2,3,2,2,3,1,2,2,3,3,3,3,2,2,2,3,2,2,4,11,3,2,1,1,44,57
1,157,857,2,3,7,9,2,1,1,7,5,4,1,3,5,1,1,1,2,0,99,1,0,4,6,2,4,2,4,16,1,1,2,9,14,12,9,5,1,0,2,3,1,4,4,3,4,2,5,1,6,4,2,2,1,1,1,2,2,9,2,157,857,2,2,3,2,2,1,2,3,1,1,2,3,2,2,2,2,2,1,1,4,2,2,9,3,2,1,1,44,59
1,157,858,2,3,8,7,2,4,1,6,5,4,1,2,4,1,1,1,0,1,3,2,0,4,5,2,4,6,4,16,2,2,3,9,14,12,9,5,1,0,1,1,1,3,3,3,3,2,1,3,6,4,2,1,1,1,1,4,2,9,2,157,858,2,2,2,2,4,1,1,2,1,2,1,3,2,2,2,2,2,2,1,2,2,5,7,2,2,1,9,53,14
1,157,859,2,4,8,9,2,1,1,8,5,5,1,4,5,1,1,1,2,8,6,2,0,4,4,4,4,2,4,16,2,3,3,9,14,12,9,5,5,0,1,2,1,3,3,2,3,2,5,1,5,3,2,3,3,1,1,3,2,10,2,157,859,2,2,3,2,4,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,5,7,2,2,1,1,44,24
1,157,860,2,3,7,9,2,4,1,5,5,5,1,3,5,1,1,1,2,7,6,2,0,4,5,1,6,2,3,6,15,2,3,9,14,12,9,5,1,0,1,1,1,3,2,3,3,1,5,1,3,6,2,3,3,4,1,2,1,3,2,157,860,2,1,4,2,4,1,1,2,1,1,2,4,3,3,3,1,1,1,1,2,4,1,15,4,2,1,2,47,59
1,157,861,2,3,9,9,2,4,1,8,5,5,1,2,5,1,1,1,2,1,5,2,0,4,6,1,1,6,2,13,15,2,3,9,14,12,9,5,1,0,1,1,2,3,2,3,3,1,4,1,6,5,1,3,1,3,1,2,2,0,2,157,861,2,1,2,2,4,1,1,2,1,1,3,4,2,3,3,1,1,1,1,1,4,1,15,4,2,1,9,53,36
1,157,862,2,3,8,5,2,4,1,6,5,5,1,3,5,1,1,1,2,4,5,2,0,4,5,1,4,2,2,13,15,2,3,9,14,12,9,5,1,0,1,1,3,3,5,2,2,1,1,1,6,6,1,3,3,4,1,2,1,9,2,157,862,2,3,2,2,3,1,1,1,1,1,2,3,3,3,2,1,1,1,1,2,4,1,13,4,2,1,1,44,51
1,157,863,2,4,7,9,2,4,1,8,5,5,1,4,5,1,1,1,2,1,5,2,0,4,5,2,6,9,5,5,15,2,3,9,14,12,9,5,1,0,2,1,1,4,4,3,3,1,5,1,5,4,2,3,2,3,4,4,3,7,2,157,863,2,2,3,2,2,2,2,1,1,1,3,4,3,3,2,2,2,1,3,3,4,1,13,4,2,1,9,53,10
