CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.3..1,Q.3..2,Q.3..3,Q.3..4,Q.3..5,Q.3..6,Q.3..7,Q.3..8,Q.3..9,Q.4.,Q.5.,Q.6.,Q.7.,Q.9.,Q.10.,Q.15.,Q.16.,Q.17A.,Q.17B.,Q.17C.,Q.17D.,Q.17E.,Q.17F.,Q.17G.,Q.17H.,Q.17I.,Q.17J.,Q.17K.,Q.17L.,Q.17M.,Q.17N.,Q.17O.,Q.17P.,Q.17Q.,Q.17R.,Q.17S.,Q.20A.,Q.20B.,Q.20C.,Q.20D.,Q.20E.,Q.20F.,Q.20G.,Q.24.,Q.25.,Q.26.,Q.27.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.40..1,Q.40..2,Q.40..3,Q.40..4,Q.40..5,Q.40..6,Q.40..7,CARD..1,DECK..1,BALLOT..1,X.,Q.41.,Q.41..1,Q.41..2,Q.41..3,Q.41..4,Q.41..5,Q.41..6,Q.41..7,Q.42.,Q.44.,Q.45.,Q.46A.,Q.46B.,Q.46C.,Q.47.,Q.48.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,V.57.,V.,V.59.
1,72,4669,3,6,1,2,2,2,2,2,2,2,2,2,4,2,4,2,7,1,5,5,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,3,1,1,3,1,3,3,2,2,2,3,1,2,1,11,6,2,3,4,1,3,2,1,2,1,2,2,2,2,2,72,4669,2,2,2,1,2,2,2,2,2,3,4,3,1,1,3,1,2,5,1,4,2,4,3,4,52,109
1,72,4670,3,3,2,2,2,2,2,2,2,2,1,2,7,2,5,11,7,1,3,5,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,2,1,11,6,2,3,3,4,2,2,1,2,2,2,2,2,2,2,72,4670,2,1,2,2,2,2,2,2,2,3,6,1,0,1,3,3,4,5,1,3,1,4,3,4,46,33
1,72,4671,3,4,2,1,2,2,2,2,2,2,2,2,3,6,6,11,4,1,1,3,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,1,1,3,2,2,1,1,2,1,11,6,2,3,3,1,4,2,2,2,2,2,2,2,2,2,72,4671,1,2,2,2,2,2,1,2,2,2,6,3,2,2,2,1,9,5,1,1,1,1,2,12,67,98
1,72,4672,3,4,2,1,2,2,2,2,2,2,2,2,3,3,4,11,7,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,1,1,3,1,3,3,1,1,2,2,1,2,1,11,6,2,3,4,3,3,2,2,1,2,2,2,2,2,2,72,4672,2,1,2,2,2,2,2,2,2,1,1,1,1,1,3,2,2,5,1,1,1,3,3,10,55,23
1,72,4673,3,8,2,2,2,2,2,2,2,2,1,2,7,2,6,2,1,1,2,5,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,3,1,2,1,11,6,2,3,3,1,4,1,2,2,2,2,2,2,2,2,72,4673,2,2,2,2,2,2,1,2,2,3,2,3,1,1,3,1,2,4,4,4,2,3,1,12,67,57
1,72,4674,1,7,1,2,2,2,2,2,2,2,2,2,2,11,6,11,8,4,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,3,1,1,1,1,3,3,1,1,2,2,1,1,1,11,6,2,3,3,1,4,1,2,2,2,2,2,2,2,2,72,4674,2,2,2,2,2,2,1,2,2,2,6,3,1,2,2,2,5,5,2,4,4,4,1,7,2,87
1,72,4675,1,4,1,2,2,2,2,2,2,2,2,2,3,6,3,2,5,2,3,3,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,0,1,1,3,1,3,3,2,3,2,2,1,1,1,11,6,2,3,4,4,2,2,2,1,2,2,2,2,2,2,72,4675,2,2,2,2,2,2,1,2,2,1,2,2,0,1,3,2,1,5,2,3,2,2,5,9,27,103
1,72,4676,3,1,1,2,2,2,2,2,2,2,2,2,2,4,2,3,4,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,1,1,11,6,2,3,3,1,4,2,2,2,2,2,2,2,2,2,72,4676,1,2,2,2,2,2,2,2,1,2,6,3,0,0,3,2,1,4,2,4,3,4,1,3,39,71
1,72,4677,3,3,1,2,2,2,2,2,2,2,2,2,0,5,0,0,4,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,3,1,1,1,11,6,2,3,3,1,4,2,2,2,2,2,2,2,1,2,72,4677,2,2,2,2,2,2,2,1,2,3,2,3,2,2,1,2,2,3,2,5,5,3,2,4,49,15
1,72,4678,1,5,2,2,2,2,2,1,2,2,2,2,2,6,11,11,7,1,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,3,1,1,1,1,3,3,1,1,2,1,1,1,1,11,6,2,3,3,1,4,2,2,1,2,2,2,2,2,2,72,4678,2,2,2,1,2,2,2,2,2,1,1,3,1,1,3,2,5,4,8,6,1,3,1,10,59,95
1,72,4679,3,2,2,2,2,2,2,1,2,2,2,2,3,6,3,3,4,1,3,3,1,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,3,1,1,3,1,3,3,2,2,1,1,1,4,1,10,4,2,3,4,1,1,2,2,1,1,2,2,2,2,2,72,4679,2,2,2,1,2,2,2,2,2,3,1,1,2,1,2,1,2,5,3,5,4,2,2,7,3,2
1,72,4680,3,7,1,2,2,2,2,2,2,2,2,2,5,4,2,1,7,2,2,5,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,2,2,2,2,1,2,1,10,4,2,3,3,1,2,2,2,1,1,2,2,2,2,2,72,4680,2,2,2,2,2,2,1,2,2,3,3,2,2,1,2,1,2,5,2,4,4,3,3,5,24,37
1,72,4681,3,5,1,2,2,2,2,2,2,2,2,2,7,1,3,8,8,4,6,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,3,3,1,1,2,3,1,1,1,10,4,2,3,3,1,2,2,2,2,1,2,2,2,2,2,72,4681,2,2,2,2,2,2,1,2,2,3,6,3,1,0,3,1,2,5,2,5,2,3,4,4,47,26
1,72,4682,1,1,1,2,2,2,2,2,2,2,2,2,1,10,11,11,6,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,2,1,3,3,1,1,2,2,1,2,1,10,4,2,3,6,6,4,2,2,2,2,2,2,2,1,2,72,4682,2,2,2,2,2,2,2,1,2,3,6,3,2,2,2,2,7,2,4,6,6,4,1,10,60,8
1,72,4683,1,1,1,2,2,2,2,2,2,2,2,2,2,6,3,6,7,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,3,1,1,1,1,3,2,1,1,2,2,1,1,1,10,4,2,3,3,1,4,1,2,2,2,2,2,2,2,2,72,4683,2,2,2,2,2,2,1,2,2,3,3,3,2,2,2,2,7,1,1,4,2,3,3,7,13,34
1,72,4684,3,3,1,2,2,2,2,2,2,2,2,2,2,3,11,11,7,2,0,0,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,1,1,1,3,1,3,2,2,2,1,1,1,10,4,2,3,3,4,2,2,2,1,2,2,2,2,2,2,72,4684,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,3,5,2,5,1,1,4,2,43,67
1,72,4685,3,3,1,2,2,2,2,2,2,2,2,2,2,3,2,11,0,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,2,1,10,4,2,3,3,1,1,2,2,2,2,1,2,2,2,2,72,4685,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,3,2,5,3,3,3,1,3,7,12,84
1,72,4686,1,4,1,2,2,2,2,2,2,2,2,2,3,6,11,11,6,1,6,3,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,3,1,3,3,1,1,2,2,1,1,1,10,4,2,3,3,1,4,1,2,2,1,2,2,2,2,2,72,4686,2,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,1,4,1,2,1,1,1,7,11,65
1,72,4687,1,7,2,2,2,2,2,2,2,1,2,2,3,8,3,3,5,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,1,1,1,2,2,1,1,1,10,4,2,3,3,1,4,2,2,2,1,2,2,2,2,2,72,4687,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,4,1,3,3,3,1,10,58,67
1,72,4688,1,4,2,1,2,2,2,2,2,2,2,2,3,7,3,11,5,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,3,1,1,1,1,3,0,1,1,2,2,1,1,1,10,4,2,3,1,7,4,2,2,2,2,2,2,1,2,2,72,4688,2,2,2,2,1,2,2,2,2,1,1,1,2,0,3,2,2,5,1,2,2,3,1,10,55,85
1,72,4689,1,2,1,2,2,2,2,2,2,2,2,2,2,10,0,0,5,1,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,1,3,3,1,1,2,2,1,1,1,10,4,2,3,4,3,4,2,2,2,2,2,1,2,2,2,72,4689,2,1,2,1,2,2,2,2,2,1,1,3,1,0,3,1,2,3,4,5,1,3,1,11,36,2
1,72,4690,1,3,1,2,2,2,2,2,2,2,2,2,2,10,9,11,7,1,2,3,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,3,1,1,3,1,3,3,1,1,2,3,1,2,1,10,4,1,3,3,1,4,2,2,1,2,2,2,2,2,2,72,4690,2,2,1,2,2,2,2,2,2,2,6,1,2,2,1,2,4,5,4,5,2,4,1,10,61,4
1,72,4691,1,2,1,2,2,2,2,2,2,2,2,2,3,8,4,11,5,1,1,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,1,1,2,1,10,4,2,3,3,4,1,2,2,1,2,2,2,2,2,2,72,4691,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,3,2,5,2,2,2,1,2,4,50,96
1,72,4692,1,1,2,2,2,2,2,2,1,2,2,2,3,6,4,2,7,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,3,1,2,2,2,1,1,1,10,4,2,3,3,1,3,2,2,2,1,2,2,2,2,2,72,4692,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,1,2,1,5,2,4,1,6,22,78
1,72,4693,3,7,1,2,2,2,2,2,2,2,2,2,3,4,11,11,7,2,2,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,3,1,1,2,2,1,2,1,11,4,2,3,3,1,4,2,2,1,2,2,2,2,2,2,72,4693,2,2,2,1,2,2,2,2,2,3,1,2,0,0,3,1,2,5,1,1,1,4,3,4,51,42
1,72,4694,3,2,1,2,2,2,2,2,2,2,2,2,2,4,6,10,1,1,2,5,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,3,1,1,3,1,3,3,2,2,2,2,1,2,1,11,4,2,3,3,1,1,2,2,2,2,2,2,2,2,2,72,4694,1,2,2,2,2,2,1,2,2,4,0,4,0,0,3,2,2,5,1,3,1,4,3,11,28,84
1,72,4695,3,4,2,2,2,2,1,2,2,2,2,2,3,1,1,11,0,1,6,3,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,1,1,1,1,1,2,2,1,2,1,11,4,2,3,3,1,4,2,2,2,2,2,2,2,1,2,72,4695,2,2,2,2,2,2,2,1,2,2,6,3,1,1,3,1,2,4,2,3,3,3,3,7,2,105
1,72,4696,1,1,2,2,2,2,2,2,2,1,2,2,2,0,7,11,5,1,3,3,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,11,4,2,3,3,1,4,2,2,2,2,2,2,2,2,2,72,4696,1,2,2,2,2,2,1,2,2,3,2,3,0,1,3,3,2,5,2,4,2,3,1,7,14,52
1,72,4697,3,1,2,2,2,2,2,2,2,2,1,2,1,3,3,11,1,1,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,1,3,3,1,2,2,2,1,1,1,11,4,2,3,3,1,4,2,2,2,2,2,2,2,1,2,72,4697,2,2,2,2,2,2,1,2,2,3,6,3,2,2,2,1,2,5,4,4,2,3,7,4,52,103
1,72,4698,3,2,2,2,1,2,2,2,2,2,2,2,3,1,11,0,8,4,6,5,1,1,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,1,1,1,1,11,4,2,3,3,1,4,1,2,2,2,2,2,2,2,2,72,4698,2,2,2,2,2,2,1,2,2,3,1,3,2,2,2,2,5,5,1,3,1,3,3,11,31,7
1,72,4699,3,4,1,2,2,2,2,2,2,2,2,2,4,2,11,11,5,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,1,2,2,1,2,1,11,4,2,3,6,6,5,2,2,2,2,2,2,2,2,2,72,4699,1,2,2,2,2,2,2,2,1,2,6,3,0,0,3,2,5,5,7,6,1,4,7,7,2,66
1,72,4700,1,3,1,2,2,2,2,2,2,2,2,2,2,7,6,6,5,1,1,3,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,1,3,1,1,3,1,3,3,1,1,2,2,1,1,1,11,4,2,3,3,1,4,1,2,2,2,2,2,2,2,2,72,4700,2,2,2,2,2,2,1,2,2,2,0,3,2,2,2,2,2,5,2,5,4,4,1,11,28,31
1,72,4701,1,4,2,2,2,2,2,1,2,2,2,2,1,7,2,11,1,2,1,3,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,3,1,1,1,11,4,2,3,3,1,3,2,2,2,1,2,2,2,2,2,72,4701,2,1,2,2,2,2,2,2,2,1,1,3,0,0,3,3,3,5,2,4,2,3,1,7,2,23
1,72,4702,1,1,2,1,2,2,2,2,2,2,2,2,1,8,11,11,6,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,3,1,3,3,1,2,2,2,1,1,1,11,4,2,3,4,4,2,1,2,2,2,2,2,2,2,2,72,4702,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,1,1,4,3,4,4,4,1,12,67,3
1,72,4703,1,1,1,2,2,2,2,2,2,2,2,2,2,5,6,3,7,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,3,3,3,3,1,1,2,2,1,1,1,11,4,2,3,4,4,1,2,2,2,2,1,2,2,2,2,72,4703,2,2,2,2,2,2,1,2,2,1,2,3,2,2,1,1,9,5,2,1,0,4,1,7,5,72
1,72,4704,1,1,2,2,2,2,2,1,2,2,2,2,3,6,7,11,1,1,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,2,1,11,4,2,3,3,1,4,2,1,2,2,2,2,2,2,2,72,4704,2,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,9,5,5,4,3,3,7,4,49,78
1,72,4705,2,3,1,2,2,2,2,2,2,2,2,2,3,5,3,11,1,1,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,3,1,1,1,1,3,3,1,1,2,1,1,2,1,11,4,2,3,3,1,4,2,2,1,2,1,2,2,2,2,72,4705,2,2,1,2,2,2,2,2,2,1,1,3,0,0,3,3,7,2,2,3,1,1,3,12,71,64
1,72,4706,2,3,1,2,2,2,2,2,2,2,2,2,3,4,11,1,1,1,2,5,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,2,1,11,4,2,3,3,3,4,2,2,2,2,2,2,2,2,2,72,4706,1,2,2,2,2,2,1,2,2,3,4,3,2,2,2,1,3,2,1,2,2,3,2,9,35,55
1,72,4707,2,4,1,2,2,2,2,2,2,2,2,2,3,6,1,1,4,1,3,3,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,1,1,1,1,11,4,2,3,4,5,3,2,2,2,1,2,2,2,2,2,72,4707,2,2,2,2,2,2,1,2,2,3,1,1,0,0,3,2,4,4,1,4,1,4,2,4,52,108
1,72,4708,2,1,2,2,2,2,2,2,1,2,2,2,1,4,2,11,4,2,3,3,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,3,1,1,3,1,3,3,1,1,2,2,1,2,1,11,4,2,3,3,3,2,2,2,1,2,2,2,2,2,2,72,4708,2,1,2,2,2,2,2,2,2,1,1,3,2,2,2,2,2,5,2,3,1,1,2,3,39,96
1,72,4709,2,2,1,2,2,2,2,2,2,2,2,2,3,6,7,7,7,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,11,4,2,3,3,1,4,2,2,1,2,2,2,2,2,2,72,4709,2,2,2,2,2,2,2,2,1,1,2,4,2,2,2,3,1,0,0,7,0,0,8,11,36,88
1,72,4710,5,7,2,2,2,2,2,1,2,2,2,2,6,2,3,11,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,3,1,3,1,11,4,2,3,3,3,3,2,2,2,1,2,2,2,2,2,72,4710,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,3,8,4,4,3,1,1,4,5,24,8
1,72,4711,5,1,1,2,2,2,2,2,2,1,2,2,2,1,11,11,8,4,3,5,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,4,2,2,1,2,1,11,4,2,3,4,1,4,2,2,2,2,2,2,2,1,2,72,4711,2,2,2,2,2,2,1,2,2,2,6,3,2,2,2,1,6,5,2,5,1,3,3,2,42,10
1,72,4712,0,8,2,2,2,2,2,2,2,2,1,2,7,1,4,4,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,3,1,1,3,1,3,3,1,1,2,3,2,1,1,11,4,2,3,6,6,4,2,2,2,1,2,2,2,2,2,72,4712,2,2,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,5,3,3,0,4,7,6,21,3
1,72,4713,4,3,1,2,2,2,2,2,2,2,2,2,3,1,1,2,0,2,2,0,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,3,1,1,3,1,2,3,1,2,2,2,1,1,1,11,4,2,3,3,3,3,2,1,2,2,2,2,2,2,2,72,4713,2,2,2,2,2,2,1,2,2,3,0,3,2,2,2,2,9,2,2,6,6,1,5,12,65,22
1,72,4714,4,4,1,2,2,2,2,2,2,2,2,2,2,0,0,8,6,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,0,1,1,0,0,0,0,2,2,2,2,1,1,1,0,1,2,3,3,4,2,2,2,2,2,2,2,2,1,2,72,4714,2,2,2,2,2,2,2,1,2,3,3,2,1,2,2,2,6,3,1,5,3,4,6,10,57,46
1,72,4715,4,4,1,2,2,2,2,2,2,2,2,2,2,1,11,11,7,4,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,0,0,1,0,1,0,0,0,6,2,2,1,1,1,0,2,2,3,7,1,5,2,2,2,2,2,2,2,2,2,72,4715,1,2,2,2,2,2,1,2,2,4,0,1,0,0,3,3,2,3,2,6,6,1,1,7,10,50
1,72,4716,3,3,1,1,2,2,2,2,2,2,2,2,2,4,11,11,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,3,1,1,1,1,1,1,2,0,3,2,3,3,4,2,2,2,2,2,2,2,2,1,2,72,4716,2,2,1,2,2,2,2,2,2,1,1,3,2,2,2,1,2,3,1,1,1,3,3,10,56,9
1,72,4717,3,2,1,1,2,2,2,2,2,2,2,2,3,3,11,6,1,1,2,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,1,1,3,1,3,3,3,3,2,2,1,1,1,0,5,2,3,3,4,4,2,2,2,2,2,2,2,1,2,72,4717,2,2,2,2,2,2,2,1,2,2,6,1,0,0,3,3,3,4,1,1,1,1,3,9,34,67
1,72,4718,3,3,1,2,2,2,2,2,2,2,2,2,6,4,11,11,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,1,2,2,2,1,1,1,1,0,5,2,3,3,1,4,1,2,2,2,2,2,2,2,2,72,4718,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,3,2,7,12,19
1,72,4719,1,4,1,2,2,2,2,2,2,2,2,2,3,8,8,8,3,2,6,4,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,0,1,1,0,1,0,0,1,1,2,1,1,1,1,0,5,2,3,4,5,1,2,2,2,2,1,2,2,2,2,72,4719,2,2,2,2,1,2,2,2,2,1,3,1,0,1,3,3,2,4,1,4,2,1,1,7,2,103
1,72,4720,1,3,1,1,2,2,2,2,2,2,2,2,7,9,11,3,7,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,0,5,2,3,6,6,4,2,2,2,2,2,2,2,1,2,72,4720,2,2,2,2,2,2,2,2,1,3,2,2,0,1,3,3,2,0,0,7,0,0,8,10,55,53
1,72,4721,2,3,1,2,2,2,2,2,2,2,2,2,2,4,2,11,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,1,1,3,1,3,3,1,1,2,2,1,1,1,0,5,2,3,3,1,4,2,2,1,2,2,2,2,2,2,72,4721,2,2,2,2,2,2,1,2,2,1,6,2,0,0,3,1,2,3,2,4,4,4,2,7,12,47
1,72,4722,2,4,1,2,2,2,2,2,2,2,2,2,2,5,11,11,7,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,6,2,1,1,1,1,0,5,2,3,3,1,4,2,2,1,2,2,2,2,2,2,72,4722,2,2,1,2,2,2,2,2,2,1,4,1,0,0,3,2,3,5,1,5,1,1,1,2,43,52
1,72,4723,5,8,2,2,2,2,2,2,2,1,2,2,6,1,7,1,8,4,2,5,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,3,1,1,3,1,3,3,2,2,2,2,1,1,2,0,5,2,3,3,4,1,2,2,1,2,2,2,2,2,2,72,4723,2,2,2,2,2,2,1,2,2,3,1,3,0,0,3,1,9,5,1,2,2,3,2,10,56,72
1,72,4724,3,3,1,2,2,2,2,2,2,2,2,2,2,3,11,11,7,1,6,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,3,1,1,3,3,1,3,3,2,2,1,3,2,0,6,2,3,4,3,1,2,2,2,2,1,2,2,2,2,72,4724,2,2,2,2,2,2,2,2,1,1,1,3,1,2,1,2,4,4,3,2,2,4,3,10,56,73
1,72,4725,1,4,1,2,2,2,2,2,2,2,2,2,3,8,1,5,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,2,1,2,2,1,1,2,2,1,1,1,0,6,2,3,3,5,2,1,2,2,2,2,2,2,2,2,72,4725,2,2,2,2,2,2,1,2,2,3,0,2,2,1,2,2,2,3,3,5,3,2,1,4,52,4
1,72,4726,4,2,1,2,2,2,2,2,2,2,2,2,1,2,11,6,1,1,3,3,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,3,3,1,3,1,3,3,2,2,2,1,1,1,1,0,6,2,3,2,3,3,2,2,1,2,2,2,2,2,2,72,4726,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,3,1,3,1,3,2,11,36,20
1,72,4727,1,4,2,1,2,2,2,2,2,2,2,2,3,7,11,0,4,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,0,1,0,0,1,1,2,0,1,1,1,0,8,2,3,3,1,5,2,2,2,2,2,2,2,2,2,72,4727,1,2,2,2,2,2,2,2,1,4,0,0,2,2,2,3,0,5,4,2,1,0,1,7,5,12
1,72,4728,1,3,2,2,1,2,2,2,2,2,2,2,2,9,11,11,5,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,3,1,1,3,1,3,2,0,1,2,2,1,1,1,10,7,2,3,3,3,4,2,1,2,2,2,2,2,2,2,72,4728,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,5,3,3,2,3,1,10,58,73
1,72,4729,1,1,2,2,2,1,2,2,2,2,2,2,1,6,11,2,6,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,3,2,3,1,1,3,2,1,2,2,1,1,1,10,7,2,3,7,4,2,2,2,2,2,2,2,2,2,2,72,4729,1,2,2,2,2,2,2,1,2,2,6,2,0,1,3,2,2,3,2,3,1,3,1,2,40,5
1,72,4730,1,4,1,2,2,2,2,2,2,2,2,2,2,4,4,8,6,1,2,3,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,3,1,1,3,1,3,3,1,2,2,2,1,1,1,10,7,2,3,3,1,1,2,2,1,2,2,2,2,2,2,72,4730,2,2,2,2,2,2,2,2,1,3,3,3,1,1,3,3,12,0,4,5,1,3,1,7,11,72
1,72,4731,1,1,2,2,2,2,2,2,1,2,2,2,1,7,11,11,7,2,1,3,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,2,1,1,10,7,2,3,3,1,4,2,2,2,1,2,2,2,2,2,72,4731,2,2,2,2,2,2,1,2,2,3,2,3,1,2,2,1,4,5,4,3,2,3,7,2,41,77
1,72,4732,1,4,1,2,2,2,2,2,2,2,2,2,2,7,3,1,6,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,3,1,1,3,1,1,3,1,2,2,3,1,2,1,10,7,2,3,3,1,4,2,2,2,2,2,2,2,2,2,72,4732,1,2,2,2,2,2,1,2,2,1,1,3,1,1,3,1,3,4,2,2,2,3,1,3,44,88
1,72,4733,1,3,2,2,2,2,1,2,2,2,2,2,1,9,5,4,7,2,1,3,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,3,1,1,3,1,3,3,1,1,2,2,1,1,1,10,7,2,3,3,1,4,2,2,2,1,2,2,2,2,2,72,4733,2,2,1,2,2,2,2,2,2,1,1,3,1,2,2,2,5,3,4,5,4,3,1,10,61,29
1,72,4734,1,1,2,2,2,2,2,2,1,2,2,2,1,7,6,5,7,1,4,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,3,1,3,3,1,2,2,2,1,1,1,10,7,2,3,3,1,4,2,2,2,2,2,2,2,1,2,72,4734,2,2,2,2,2,2,2,1,2,2,3,3,1,0,3,1,2,5,2,4,3,4,3,3,39,93
