CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,Q.79.,V.80.,V.81.
1,113,1566,1,1,1,3,3,1,1,2,0,2,3,2,2,2,1,2,2,2,1,3,2,1,1,1,1,1,1,1,1,4,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,3,1,1,2,1,1,2,2,2,2,1,3,3,3,2,3,3,3,4,4,4,1,11,2,113,1566,3,2,1,1,1,3,1,7,2
1,113,1567,1,1,1,3,3,1,1,5,4,4,4,4,1,5,4,5,3,1,2,1,1,3,5,1,3,1,1,1,2,1,1,1,1,2,4,3,3,4,5,4,3,3,2,1,1,4,3,4,2,1,1,1,1,3,4,4,3,2,3,1,1,1,3,3,4,4,4,4,4,11,2,113,1567,2,0,1,1,3,0,2,11,1
1,113,1568,1,1,1,3,3,1,2,1,1,2,4,3,3,4,3,3,2,2,2,3,3,3,1,1,3,1,1,2,1,1,2,1,1,2,1,1,2,1,1,4,3,2,2,1,2,4,4,4,2,2,1,1,3,1,4,5,3,1,3,1,2,3,1,1,3,4,4,2,4,12,2,113,1568,3,1,2,1,1,1,2,12,0
1,113,1569,1,1,3,3,3,1,1,5,4,4,4,4,3,2,2,2,3,2,2,3,3,2,5,1,4,1,1,2,3,2,2,2,1,2,1,3,3,4,2,3,3,2,1,1,1,2,2,3,2,1,2,1,3,3,3,3,0,1,1,1,2,3,6,2,2,2,3,1,4,11,2,113,1569,3,2,1,1,2,1,2,12,0
1,113,1570,1,1,1,3,3,1,6,7,0,1,2,1,1,2,2,2,3,1,0,3,1,2,2,1,0,2,2,2,1,0,3,1,2,2,1,3,0,3,2,1,2,1,2,1,1,2,2,3,3,3,3,2,2,2,2,2,3,2,2,3,2,3,3,2,3,2,3,3,1,12,2,113,1570,3,2,2,2,3,3,3,12,0
1,113,1571,1,1,1,3,3,1,3,5,0,2,5,4,1,2,1,2,1,2,2,3,3,2,2,2,1,1,1,3,1,3,1,1,1,2,3,3,3,3,4,4,3,3,3,1,1,2,3,4,2,1,3,1,2,3,3,4,3,3,2,1,2,1,6,4,2,3,3,1,2,11,2,113,1571,2,1,1,1,1,1,2,12,0
1,113,1572,1,3,1,3,2,2,3,4,4,2,4,4,2,3,1,1,4,2,1,1,2,2,2,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,4,3,3,2,2,1,2,3,1,2,1,2,2,2,2,4,4,2,3,1,2,3,2,2,1,2,2,3,1,2,11,2,113,1572,2,1,1,1,3,3,1,36,0
1,113,1573,1,1,1,3,2,3,1,5,1,4,4,4,1,5,4,1,5,1,3,3,4,4,1,1,1,1,1,1,2,1,3,1,1,4,4,2,1,1,1,1,2,2,2,1,2,3,2,3,2,1,1,1,1,2,2,2,4,3,2,2,5,4,3,1,2,4,3,4,1,11,2,113,1573,3,2,1,1,1,3,2,36,0
1,113,1574,1,2,2,3,2,2,2,5,4,2,3,1,2,1,2,3,1,1,2,1,2,1,2,1,1,1,1,1,3,3,2,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,3,4,2,4,1,1,2,4,1,3,3,2,3,2,4,12,2,113,1574,1,1,2,1,1,2,1,32,0
1,113,1575,1,1,1,3,2,3,5,3,3,4,5,4,2,2,2,3,3,1,1,2,1,1,1,2,3,2,2,3,1,1,2,1,1,1,1,1,1,1,2,2,2,1,4,1,2,3,2,3,2,1,2,2,2,2,2,1,2,3,1,1,3,2,5,3,2,1,4,2,2,2,2,113,1575,2,1,1,3,3,1,1,26,1
1,113,1576,1,1,1,3,3,4,5,1,1,1,1,0,1,1,1,1,5,1,2,1,1,1,1,1,1,1,5,1,2,4,1,2,1,1,1,1,1,1,5,4,3,1,1,1,1,2,2,3,1,2,1,1,1,1,1,1,2,1,1,1,2,0,1,1,1,1,4,4,3,11,2,113,1576,2,1,1,1,3,3,1,25,0
1,113,1577,1,3,1,3,3,4,4,1,3,3,4,4,2,1,3,2,5,2,3,3,4,2,1,1,3,2,2,1,2,2,3,1,1,1,2,3,3,3,4,3,3,1,2,3,1,4,1,3,4,2,1,2,4,2,4,4,4,3,0,1,2,1,3,1,5,3,3,4,3,11,2,113,1577,1,1,2,2,3,1,1,25,0
1,113,1578,1,3,2,3,3,3,5,3,2,2,3,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,4,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,5,2,2,2,2,2,1,1,1,4,2,1,3,2,1,2,3,3,11,2,113,1578,1,1,1,1,1,1,1,30,2
1,113,1579,1,1,1,3,3,3,3,1,3,3,3,2,1,2,1,2,2,2,2,1,1,1,2,2,3,2,1,1,1,4,2,2,2,1,1,1,1,1,1,2,2,1,2,3,2,4,2,4,2,1,1,2,2,3,3,2,3,2,1,2,2,1,3,3,2,4,3,2,1,7,2,113,1579,2,1,1,1,1,1,2,28,0
1,113,1580,1,1,1,3,3,1,5,3,1,3,3,2,1,3,1,3,2,2,2,1,2,1,2,1,2,1,2,1,1,3,2,2,1,2,1,1,2,2,2,2,2,1,1,3,4,2,2,2,2,1,1,2,2,2,3,4,1,1,2,1,2,2,1,6,3,2,2,2,3,11,2,113,1580,1,2,1,1,1,1,1,28,0
1,113,1581,1,1,1,3,3,1,1,5,4,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,3,3,2,2,2,2,3,3,2,1,4,2,1,1,1,1,1,4,2,2,1,1,1,1,2,2,2,1,3,1,1,4,4,5,3,2,1,3,1,3,11,2,113,1581,1,1,1,2,1,1,1,14,0
1,113,1582,1,1,3,3,3,1,1,5,2,2,4,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,2,2,3,1,3,3,2,2,4,2,1,1,1,1,3,3,2,2,1,1,2,4,3,3,2,3,3,1,1,4,4,5,3,2,3,2,1,3,11,2,113,1582,1,1,1,1,2,1,1,14,0
1,113,1583,1,1,2,3,3,1,3,5,4,4,4,4,1,5,2,4,2,2,2,2,4,2,5,1,1,1,1,1,2,4,1,1,1,1,4,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,0,1,4,4,1,3,2,2,2,3,2,11,2,113,1583,1,1,1,2,1,1,1,14,0
1,113,1584,1,1,1,3,3,1,2,3,3,3,5,4,1,4,4,6,3,4,3,0,3,2,1,1,4,0,5,2,1,4,4,6,4,1,4,3,4,4,5,4,3,2,4,4,1,4,4,3,2,2,1,5,4,4,3,0,1,3,0,1,3,4,3,5,2,3,4,4,4,7,2,113,1584,1,2,1,2,4,1,3,13,0
1,113,1585,1,1,1,3,3,1,1,1,0,2,3,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,3,2,1,3,1,1,2,2,1,3,2,1,1,1,1,11,2,113,1585,1,1,1,1,1,3,1,15,0
1,113,1586,1,2,1,3,3,1,1,1,2,4,4,4,1,5,4,5,5,1,3,3,4,4,1,1,2,1,4,4,2,1,2,6,1,1,4,3,3,2,5,1,3,3,1,4,3,4,4,5,3,1,3,2,1,3,4,5,1,1,1,1,1,4,3,1,5,4,4,2,3,2,2,113,1586,1,3,3,2,1,3,3,14,0
1,113,1587,1,1,1,3,3,1,1,1,0,2,3,4,1,1,2,3,1,1,2,1,2,1,5,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,2,2,1,1,1,3,1,2,2,0,0,2,1,2,2,2,2,3,2,2,2,2,3,2,4,3,2,1,2,2,2,11,2,113,1587,1,1,1,1,1,1,1,13,0
1,113,1588,1,1,3,3,3,1,1,5,4,1,4,4,1,3,3,4,3,1,2,2,3,3,2,1,3,3,3,1,2,2,3,1,1,2,3,4,2,3,4,4,3,3,3,3,2,3,3,4,3,2,1,3,2,4,4,4,2,2,1,1,1,2,3,1,3,3,4,1,2,11,2,113,1588,1,1,2,1,2,1,3,14,0
1,113,1589,1,2,2,3,3,1,1,5,4,3,3,3,2,1,3,4,2,2,2,2,2,2,3,2,2,2,3,3,1,3,1,2,3,2,2,2,2,2,4,3,3,2,3,3,3,3,2,4,2,2,2,2,3,2,3,4,2,2,2,2,2,1,3,2,2,3,2,2,3,1,2,113,1589,2,3,2,3,2,3,2,15,0
1,113,1590,1,1,1,3,3,1,1,5,4,3,3,4,1,2,3,3,3,2,1,1,3,2,2,2,3,2,1,2,1,4,1,1,2,3,3,3,3,3,3,4,2,2,2,2,1,3,3,4,3,2,1,3,2,3,2,4,2,4,0,1,4,2,3,3,1,4,4,2,2,11,2,113,1590,1,2,1,1,1,2,3,15,0
1,113,1591,1,1,1,3,3,1,2,1,3,2,2,4,3,3,1,3,2,2,2,4,2,3,1,2,3,2,3,1,1,2,2,2,1,2,3,3,1,2,4,3,3,1,1,2,2,4,2,4,1,1,1,2,1,1,2,3,2,2,1,1,2,2,1,2,2,2,1,3,2,10,2,113,1591,2,2,1,2,2,2,3,35,0
1,113,1592,1,1,1,3,3,2,1,5,4,2,3,3,1,2,3,4,2,4,2,1,3,3,1,1,3,1,1,2,3,3,3,2,3,2,4,3,3,3,4,3,2,2,3,2,1,3,2,5,3,2,1,3,2,2,3,4,3,2,1,1,3,2,3,5,2,3,4,2,2,11,2,113,1592,1,2,2,2,1,1,1,35,0
1,113,1593,1,1,2,3,3,1,3,5,4,2,5,2,1,2,1,1,2,1,2,1,1,1,5,4,3,1,1,1,1,3,2,2,1,1,1,3,1,1,3,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,2,1,3,0,1,4,4,6,3,3,2,1,2,2,11,2,113,1593,1,1,1,1,1,2,1,35,0
1,113,1594,1,3,1,3,3,2,2,1,3,2,3,3,1,0,0,6,0,0,0,1,3,1,2,2,1,1,2,4,1,3,1,1,1,1,3,3,1,2,5,4,3,3,3,1,1,3,3,3,2,1,4,1,3,3,4,3,1,3,2,1,3,1,3,2,2,3,3,2,2,12,2,113,1594,2,3,1,2,2,2,1,34,0
1,113,1595,1,1,1,3,3,3,3,6,5,2,3,4,1,1,4,1,3,2,1,1,3,4,1,1,1,1,5,1,1,4,3,1,1,2,3,2,1,1,3,2,3,2,2,2,2,2,2,3,3,2,1,2,1,1,2,2,2,3,1,1,5,4,1,3,1,3,3,1,2,11,2,113,1595,1,1,1,1,1,1,1,34,0
1,113,1596,1,3,1,0,3,3,2,5,4,3,4,4,1,3,3,4,3,3,2,3,3,2,2,1,2,1,2,3,3,2,1,1,1,2,4,1,3,3,5,4,3,3,3,3,3,4,4,2,2,2,3,3,2,3,4,2,2,2,1,1,2,1,3,2,2,3,4,2,4,11,2,113,1596,2,1,2,2,2,3,2,18,0
1,113,1597,1,1,1,0,3,1,1,2,4,2,3,3,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,5,4,3,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,2,2,1,1,4,2,6,0,6,0,5,0,0,12,2,113,1597,4,0,4,0,4,1,2,13,0
1,113,1598,1,2,2,1,3,2,1,1,1,2,3,2,1,2,1,1,2,1,2,1,2,2,3,1,3,2,2,2,1,4,1,6,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,2,1,2,2,2,0,3,3,3,1,1,1,3,2,3,3,1,3,4,2,4,11,2,113,1598,2,3,2,2,2,1,1,32,0
1,113,1599,1,4,1,1,3,2,1,1,5,0,3,3,1,2,3,2,1,2,2,3,2,2,1,1,2,1,3,2,3,3,1,1,1,2,2,3,4,3,3,4,3,3,2,3,1,3,4,3,2,2,2,3,3,5,3,3,1,1,1,1,3,1,3,3,3,2,3,2,4,11,2,113,1599,3,3,1,3,2,1,1,33,0
1,113,1600,1,1,3,2,3,5,1,6,4,4,3,3,2,1,3,4,3,1,2,5,3,1,1,1,1,1,5,5,2,1,3,1,1,1,2,2,3,1,5,3,1,1,1,1,1,1,1,3,3,1,1,1,2,1,3,4,3,1,1,1,2,4,1,1,3,1,2,1,2,12,2,113,1600,3,2,2,2,2,2,2,32,0
1,113,1601,1,1,2,2,3,2,1,5,4,4,4,3,1,1,1,2,3,1,3,2,3,1,2,1,2,1,1,1,2,3,2,1,1,1,4,1,1,1,5,4,3,3,1,1,1,1,2,2,1,1,1,1,1,1,4,2,1,2,2,1,1,1,5,3,4,4,3,1,1,11,2,113,1601,1,2,1,1,1,2,1,32,0
1,113,1602,1,1,1,2,3,1,1,5,4,2,5,5,1,2,1,2,1,2,1,1,2,1,1,1,2,1,5,1,2,2,3,3,2,1,2,1,1,3,3,3,2,1,3,2,2,2,2,3,2,1,2,1,2,2,3,4,2,1,2,1,2,1,3,3,2,3,3,2,4,11,2,113,1602,2,3,1,1,2,1,1,32,0
1,113,1603,1,2,1,3,3,2,1,1,3,2,5,3,3,4,2,3,3,3,2,3,4,4,2,1,1,2,4,4,2,2,2,2,1,1,4,3,3,3,5,3,3,3,1,4,1,3,4,5,2,1,4,4,4,4,4,5,4,1,1,1,1,1,3,3,3,2,4,1,3,11,2,113,1603,1,3,2,1,1,1,3,32,0
1,113,1604,1,1,1,3,3,2,1,1,1,2,3,2,1,2,1,1,2,1,2,1,2,2,2,1,3,2,2,0,1,4,1,6,2,2,2,3,3,2,3,2,2,2,3,2,2,2,3,3,2,1,2,2,2,0,3,3,3,1,1,1,3,2,3,3,1,3,4,2,4,11,2,113,1604,2,3,2,2,1,1,1,32,0
1,113,1605,1,1,1,3,3,2,3,5,1,2,2,3,1,1,2,4,1,1,2,2,1,1,1,1,1,1,5,4,4,1,1,1,2,3,2,1,1,2,2,2,2,1,1,1,1,2,2,3,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,3,2,1,2,2,1,11,2,113,1605,1,1,2,2,1,1,2,32,0
1,113,1606,1,1,1,3,3,2,1,1,4,2,3,2,1,1,2,2,2,2,2,3,2,2,1,1,1,1,2,1,1,3,1,6,1,2,2,1,1,1,2,2,2,1,1,2,1,2,3,2,1,1,1,1,1,5,4,4,1,1,1,1,2,3,5,3,2,2,2,1,2,11,2,113,1606,2,3,1,1,1,1,2,33,0
1,113,1607,1,3,1,3,3,2,3,3,1,2,3,2,2,5,1,1,3,1,1,3,1,1,1,2,2,1,2,1,1,4,1,1,1,1,1,3,1,2,1,3,2,2,1,2,2,4,4,3,2,2,1,2,3,5,3,5,3,2,0,1,3,3,1,3,3,4,4,2,2,11,2,113,1607,3,3,3,3,2,3,3,31,0
1,113,1608,1,1,1,1,3,2,1,5,0,1,1,3,1,2,2,3,1,3,2,3,2,1,1,1,3,1,1,1,1,3,2,2,3,1,2,1,3,2,4,4,2,2,1,2,1,4,3,2,1,2,1,3,1,0,3,1,2,3,2,1,1,1,1,3,2,4,4,2,2,11,2,113,1608,1,1,1,1,1,1,3,1,0
1,113,1609,1,1,1,1,3,2,3,2,1,1,3,1,1,2,1,3,2,1,1,4,1,1,1,1,3,2,5,1,2,4,2,2,1,3,1,1,1,1,1,2,2,1,1,2,2,3,1,3,1,2,2,3,2,2,3,2,2,1,4,1,4,3,5,3,2,3,2,2,3,8,2,113,1609,3,1,3,1,2,2,4,5,2
1,113,1610,1,3,1,1,3,2,1,1,1,3,4,5,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,1,1,1,1,1,4,4,5,3,2,1,1,1,4,11,2,113,1610,2,1,1,1,1,0,4,5,2
1,113,1611,1,1,1,1,2,1,1,5,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,3,2,1,1,2,3,11,2,113,1611,1,2,1,1,1,3,1,20,0
1,113,1612,1,1,1,1,3,0,6,4,0,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,3,2,3,4,1,1,1,2,1,3,1,2,2,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,4,2,3,3,4,3,2,2,3,11,2,113,1612,1,1,1,1,1,2,1,22,2
1,113,1613,1,3,2,1,3,1,2,1,4,1,4,3,1,3,0,2,2,2,2,3,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,3,2,2,2,1,4,11,2,113,1613,1,2,1,1,1,1,1,20,0
1,113,1614,1,3,1,1,3,1,2,1,5,2,3,3,2,1,4,3,3,5,2,1,3,4,1,1,1,1,5,4,2,4,1,1,1,2,4,3,3,4,5,3,3,3,4,2,3,4,4,2,4,1,3,1,4,5,4,5,3,2,3,2,2,2,3,1,2,2,4,1,1,11,2,113,1614,1,1,1,1,1,2,2,19,0
1,113,1615,1,2,2,1,2,1,1,5,4,2,3,4,4,3,3,2,3,2,2,2,3,2,5,1,0,2,2,2,2,1,3,2,4,2,1,3,3,1,3,3,3,3,3,2,2,2,1,4,3,3,3,3,2,0,0,0,0,4,0,0,0,0,6,0,6,0,5,0,0,12,2,113,1615,4,0,4,0,4,2,3,14,0
1,113,1616,1,1,1,1,2,3,1,5,1,1,2,2,1,2,2,2,1,2,1,3,0,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,2,3,3,2,1,1,2,0,11,2,113,1616,2,2,2,1,1,1,1,18,0
1,113,1617,1,1,1,1,2,1,2,6,0,4,4,4,3,1,4,5,2,4,1,5,4,3,1,4,3,1,1,2,2,2,1,1,1,2,4,4,3,3,5,3,1,1,3,1,1,1,4,3,4,2,2,1,5,2,3,2,4,3,3,1,2,3,1,5,1,4,4,2,2,11,2,113,1617,2,2,2,1,1,1,1,7,2
1,113,1618,1,0,1,1,2,2,3,5,4,3,4,2,4,3,3,2,1,1,2,2,1,1,2,1,1,1,1,2,1,4,1,6,5,1,1,1,1,1,2,3,2,2,2,1,1,2,3,2,1,1,1,1,2,1,2,2,1,1,1,1,3,4,3,6,2,2,4,2,4,11,2,113,1618,2,2,1,1,2,1,2,12,0
1,113,1619,1,2,2,1,3,1,1,7,4,2,3,4,2,1,2,4,4,3,2,3,2,2,5,4,1,2,2,2,1,4,1,2,2,1,2,2,2,2,2,3,1,1,1,1,2,1,1,2,2,1,1,1,4,5,2,2,0,2,1,2,0,2,1,3,2,3,4,2,1,11,2,113,1619,1,2,3,2,1,1,1,7,2
1,113,1620,1,1,2,1,3,0,5,7,4,4,4,3,1,1,0,6,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1,1,3,1,4,2,1,1,1,1,2,1,3,3,1,3,1,3,0,11,2,113,1620,3,3,1,1,2,1,1,12,0
1,113,1621,1,3,1,1,3,1,2,7,0,1,2,4,1,2,2,2,2,2,1,1,1,1,0,1,0,1,2,1,1,3,3,1,1,1,1,3,3,2,3,1,2,1,1,1,2,2,2,0,1,1,1,3,2,2,1,2,2,2,0,1,0,0,2,0,6,2,5,1,1,11,2,113,1621,1,1,4,3,2,1,4,12,0
1,113,1622,1,1,1,1,2,2,3,5,0,4,4,2,2,1,2,2,3,1,1,3,1,2,0,1,1,1,1,1,1,3,1,6,1,2,2,1,1,1,3,2,2,2,1,1,2,0,1,4,1,1,2,1,2,2,2,0,3,3,2,1,3,2,3,3,3,3,1,2,1,11,2,113,1622,3,2,3,1,3,3,1,36,0
1,113,1623,1,1,1,1,2,2,1,5,4,2,3,2,2,2,2,3,3,2,2,3,2,1,5,1,4,1,2,2,1,4,3,3,2,2,1,1,2,1,2,3,2,1,4,4,2,3,3,2,1,2,2,2,3,3,4,3,2,3,3,2,3,2,4,3,3,3,4,3,3,11,2,113,1623,2,2,2,2,2,2,2,35,0
1,113,1624,1,0,1,1,2,3,3,6,5,1,3,4,1,1,4,1,2,2,1,1,1,4,1,1,1,1,5,1,1,4,3,1,1,1,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,5,4,2,1,2,1,2,1,3,7,2,113,1624,1,1,1,1,0,1,1,34,0
1,113,1625,1,1,1,1,2,2,2,5,0,2,3,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,3,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,3,1,1,4,4,1,3,2,2,2,2,2,11,2,113,1625,1,1,1,1,1,2,1,34,0
1,113,1626,1,2,1,1,2,2,3,2,4,3,4,1,1,2,1,3,2,1,2,3,2,2,5,1,1,1,2,2,1,3,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,3,1,1,1,2,1,3,2,3,3,2,3,11,2,113,1626,2,1,1,1,2,1,2,32,0
1,113,1627,1,1,1,1,2,1,5,5,4,2,2,1,1,1,1,1,3,1,2,2,1,2,2,1,2,1,2,1,1,4,1,1,2,2,1,1,1,1,2,3,2,1,1,1,3,2,2,2,2,1,1,1,1,3,2,2,2,2,1,1,2,2,2,3,2,1,2,2,2,11,2,113,1627,1,1,1,2,1,1,1,25,0
1,113,1628,1,4,1,1,3,4,1,5,0,4,0,2,1,5,2,3,2,1,3,3,3,4,0,4,4,3,1,1,3,2,4,6,4,1,3,4,1,3,3,1,1,1,1,1,1,0,1,0,0,3,5,5,5,0,1,1,0,1,1,2,2,2,2,3,5,0,1,2,1,11,2,113,1628,1,1,2,1,1,1,1,25,0
1,113,1629,1,3,2,1,3,1,4,5,3,2,3,2,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,1,2,2,2,3,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,11,2,113,1629,2,2,2,2,2,2,2,15,0
1,113,1630,1,4,4,1,3,2,1,5,0,2,4,1,1,1,1,4,2,2,1,3,2,1,0,4,1,1,1,1,3,3,4,6,2,1,2,1,1,1,1,2,1,1,2,1,1,2,3,2,1,1,1,1,1,2,2,2,1,4,1,1,5,0,1,3,2,1,1,1,4,11,2,113,1630,3,3,2,1,1,2,3,36,0
1,113,1631,1,2,2,1,3,2,1,5,4,2,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,4,2,3,2,2,2,1,1,11,2,113,1631,1,2,1,1,1,1,1,34,0
1,113,1632,3,1,2,5,3,2,3,2,1,3,4,3,3,2,2,3,3,3,2,3,2,2,3,1,3,3,2,1,1,4,2,2,2,2,1,2,2,2,1,3,3,1,1,2,1,2,2,2,2,1,1,2,2,4,3,4,2,2,3,2,4,4,6,6,2,3,2,0,3,10,2,113,1632,2,2,2,1,1,1,2,3,0
1,113,1633,3,1,1,5,3,2,3,3,2,2,3,2,1,2,2,3,4,3,2,3,2,1,3,2,2,3,1,1,1,3,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,3,2,2,2,1,1,1,2,3,2,2,2,2,2,1,3,3,1,3,3,3,2,2,1,1,2,113,1633,2,1,1,1,2,1,3,1,0
1,113,1634,3,4,3,5,3,2,2,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,4,4,1,3,2,1,1,3,3,11,2,113,1634,1,1,1,1,1,1,1,3,0
1,113,1635,3,1,1,5,3,2,1,1,1,3,3,3,1,2,3,3,4,3,2,1,2,4,3,3,3,2,2,3,1,4,1,2,3,4,2,3,3,3,4,2,2,2,0,2,1,2,2,4,1,3,1,1,3,2,4,4,2,1,1,1,2,3,3,5,2,3,1,3,3,2,2,113,1635,2,2,1,0,2,2,3,4,1
1,113,1636,3,3,2,5,3,2,1,1,1,2,4,3,1,2,2,1,1,2,1,1,3,2,2,2,2,2,3,2,1,1,2,2,1,1,2,2,2,2,2,3,3,3,2,2,1,3,4,3,4,2,2,2,2,3,4,4,2,4,1,1,3,2,3,3,2,2,4,1,3,10,2,113,1636,1,1,1,1,1,1,1,4,1
1,113,1637,3,4,1,5,3,2,3,2,4,2,4,1,1,3,1,1,2,1,1,2,1,1,1,1,3,2,2,3,1,4,1,2,2,2,1,1,1,1,1,1,1,1,3,2,2,3,2,2,1,3,0,2,4,3,2,2,2,1,1,1,4,2,5,2,2,2,4,1,3,11,2,113,1637,2,1,2,1,1,3,2,6,2
1,113,1638,3,2,3,5,3,2,1,1,3,2,5,3,2,3,2,3,3,1,1,4,2,3,2,2,0,2,2,2,1,4,2,2,3,3,3,3,2,3,5,3,3,3,2,2,2,2,4,3,3,2,2,3,3,3,3,4,2,1,2,2,2,2,3,3,2,3,4,3,2,4,2,113,1638,3,2,3,2,1,2,1,5,2
1,113,1639,3,1,1,5,3,2,1,5,4,4,4,4,3,5,2,2,3,1,2,3,1,1,5,4,1,1,1,1,1,4,2,2,1,2,2,1,1,1,2,4,3,3,2,1,1,4,4,5,2,1,1,2,2,4,3,5,2,3,1,1,1,1,3,1,4,4,4,4,4,11,2,113,1639,3,3,3,1,1,1,3,5,2
1,113,1640,3,1,2,5,3,2,1,4,4,3,4,3,2,1,2,1,2,2,1,2,2,1,1,1,1,2,3,1,1,4,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,1,1,1,4,4,5,3,2,2,1,2,2,11,2,113,1640,3,2,2,1,1,1,1,5,2
1,113,1641,3,1,1,5,3,1,1,5,4,3,4,3,2,2,2,3,3,3,2,2,2,2,2,1,3,1,1,1,2,3,2,2,2,2,3,2,2,2,4,3,2,2,1,1,2,2,3,3,2,1,1,1,3,3,2,2,3,2,2,1,4,2,3,2,2,3,3,2,3,11,2,113,1641,2,3,1,2,1,2,3,9,0
1,113,1642,3,1,1,5,3,1,1,1,4,1,2,2,3,2,1,3,5,4,1,4,3,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,4,1,4,2,2,1,1,3,3,2,1,3,0,2,2,1,2,2,3,2,3,1,1,1,5,4,1,3,2,3,3,2,2,10,2,113,1642,3,0,3,1,1,3,1,9,0
1,113,1643,3,1,1,5,3,1,1,1,3,2,4,2,2,2,2,2,3,2,1,3,2,2,3,1,3,1,2,1,1,4,2,2,2,3,2,2,2,2,2,2,2,1,1,2,3,3,1,3,2,1,1,2,4,3,2,2,2,1,0,2,4,4,1,3,2,3,2,3,3,11,2,113,1643,2,3,2,0,1,2,1,9,0
