CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24A.,Q.24B.,Q.24C.,Q.24D.,Q.24E.,Q.25.,Q.26A.,Q.26B.,Q.26C.,Q.26D.,Q.26E.,Q.27.,Q.27..1,Q.27..2,Q.27..3,Q.27..4,Q.27..5,Q.27..6,Q.27..7,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.54.,Q.55.,CARD..1,DECK..1,BALLOT..1,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,N.80.,N.81.,N.82.,N.83.,N.84.
1,170,668,3,8,5,9,4,2,2,2,1,0,5,4,11,2,2,3,5,4,2,2,3,3,1,1,2,1,2,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3,1,3,2,2,1,2,2,2,2,2,1,2,2,1,2,2,3,1,2,2,2,1,1,2,170,668,3,2,1,2,2,5,2,1,2,3,2,2,3,1,2,2,1,2,2,1,3,2,1,9,6
1,170,669,3,7,6,3,5,2,2,3,1,4,4,4,11,2,2,2,3,2,3,2,3,3,1,2,2,1,2,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,6,2,2,2,3,4,4,2,2,2,2,1,2,2,2,2,2,1,1,3,1,2,170,669,3,2,4,2,2,5,2,4,3,3,2,2,1,1,2,2,1,2,2,1,3,2,1,9,7
1,170,670,3,4,6,2,3,1,1,1,1,4,4,4,11,2,3,2,3,2,2,1,2,2,1,1,2,1,2,1,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,5,6,3,2,4,3,2,2,3,2,2,2,2,1,2,2,2,1,2,2,2,3,1,1,3,1,2,170,670,3,8,4,2,2,5,2,1,4,4,2,2,2,2,1,2,1,2,1,1,3,2,1,9,8
1,170,671,3,7,5,8,3,1,1,1,1,4,4,4,11,3,2,1,3,3,1,3,2,3,1,1,2,1,2,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,2,5,3,3,1,1,6,2,2,2,3,2,2,2,2,3,1,2,2,2,1,2,3,1,1,1,1,2,170,671,3,3,2,3,3,4,2,2,3,3,2,3,4,1,2,2,1,2,2,1,3,2,1,9,9
1,170,672,4,11,4,2,4,1,1,1,2,6,4,4,11,4,3,3,3,3,1,2,2,3,1,1,2,1,1,1,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,4,4,1,3,4,1,3,1,2,3,3,2,2,2,2,2,2,1,2,1,2,3,1,1,0,0,2,170,672,3,8,3,1,2,5,2,1,3,4,2,2,3,2,2,1,1,2,2,1,3,2,1,9,10
1,170,673,2,11,5,9,5,2,2,2,1,4,4,3,11,2,4,3,3,2,2,2,3,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,5,4,1,2,3,2,2,1,3,1,1,2,2,2,3,2,1,2,2,2,2,1,2,2,1,1,2,170,673,3,7,3,2,2,5,2,1,3,3,2,1,3,0,0,1,1,2,2,1,3,2,1,9,11
1,170,674,1,4,7,2,3,1,1,1,1,4,4,3,11,2,2,2,3,2,3,2,2,2,1,2,2,1,2,2,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,2,3,1,2,1,3,3,2,2,2,2,3,3,2,1,2,2,2,2,1,3,3,1,2,170,674,3,2,3,2,2,5,2,2,4,2,2,2,3,1,1,2,2,2,1,1,3,2,1,9,12
1,170,675,1,5,6,4,4,2,2,3,1,4,4,4,11,3,4,0,4,2,3,2,3,3,1,1,2,1,2,1,0,3,3,1,1,3,1,2,2,2,2,2,2,2,1,3,3,1,2,6,2,0,1,2,0,2,2,1,2,1,2,1,2,1,3,1,1,1,2,3,1,2,170,675,3,7,4,3,2,5,2,3,4,1,3,4,4,0,0,0,2,2,0,2,3,2,1,9,13
1,170,676,1,11,6,2,5,3,1,3,1,4,5,3,11,5,2,3,5,4,2,1,3,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,1,1,3,1,1,1,2,2,3,1,3,2,1,2,3,1,2,2,2,1,2,3,3,1,1,1,2,170,676,3,8,1,2,2,5,2,1,3,4,2,2,3,0,0,0,2,1,1,2,3,2,1,9,14
1,170,677,5,3,6,9,5,1,1,1,1,4,4,4,11,2,2,2,4,3,1,2,2,2,1,1,2,1,2,1,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,4,4,3,1,1,1,3,1,3,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,3,1,2,170,677,3,2,4,3,3,5,2,1,3,2,1,1,4,2,1,2,1,2,2,1,3,2,1,9,15
1,170,678,5,6,6,9,5,2,3,2,1,4,4,3,11,3,3,3,3,2,2,2,2,2,1,1,2,1,2,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,5,3,0,3,6,6,2,0,2,3,1,4,1,2,3,2,1,2,2,1,2,4,1,1,3,1,2,170,678,3,0,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,9,16
1,170,679,2,11,6,2,3,3,1,2,2,5,4,4,11,4,2,3,2,2,2,2,2,2,1,1,2,1,2,1,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,5,0,1,2,4,2,3,2,3,1,1,2,1,3,3,2,2,1,2,2,2,3,1,1,3,1,2,170,679,3,2,2,1,3,2,2,4,5,4,4,3,2,1,2,1,2,1,1,2,3,2,1,9,17
1,170,680,4,3,5,4,4,1,1,1,1,4,4,4,11,2,2,2,2,2,1,2,3,3,1,1,2,1,2,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,5,3,3,1,4,1,1,1,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,2,1,1,2,170,680,3,2,1,3,3,5,3,1,3,3,1,2,4,1,1,2,1,2,2,1,3,2,1,9,18
1,170,681,5,9,6,6,5,1,1,1,1,4,4,3,11,4,3,3,5,3,2,2,2,2,1,1,2,1,2,1,2,3,3,1,1,3,1,2,2,2,2,2,2,2,1,2,4,1,2,4,2,3,1,3,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,1,2,170,681,3,2,5,2,2,4,2,1,3,3,1,1,1,1,1,2,1,2,1,1,3,2,1,9,19
1,170,682,3,7,7,3,4,2,3,2,2,6,2,1,5,2,2,3,1,1,1,2,2,3,1,1,2,1,2,1,3,3,3,3,3,1,1,2,2,2,2,2,2,2,2,3,6,1,2,3,1,3,2,3,3,2,2,1,3,3,2,1,1,2,3,1,2,1,1,3,1,2,170,682,3,3,3,2,2,5,4,4,4,2,3,2,2,1,1,2,2,2,1,1,3,2,2,3,0
1,170,683,2,6,3,5,3,1,1,1,1,5,2,1,5,4,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,3,2,3,6,2,2,2,3,4,4,2,2,3,3,2,1,2,3,1,4,2,1,3,1,2,170,683,3,8,4,2,2,5,2,1,4,3,2,3,1,1,1,2,1,1,1,1,3,2,2,3,1
1,170,684,1,9,3,6,5,1,1,1,1,5,2,1,5,4,1,3,2,2,2,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,3,1,2,2,3,2,2,2,3,1,1,0,2,3,1,1,3,1,1,1,2,170,684,3,7,5,2,2,5,2,2,3,3,2,1,1,2,1,1,1,2,1,1,3,2,2,3,2
1,170,685,5,7,5,5,3,1,1,1,3,6,2,1,5,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,5,2,3,4,1,3,1,3,3,4,2,2,2,2,2,2,1,1,3,1,3,1,2,3,1,2,170,685,1,1,2,2,2,5,2,4,2,4,1,1,2,1,2,1,2,2,2,2,3,2,2,3,3
1,170,686,3,11,4,6,3,1,1,1,1,4,5,5,9,2,1,3,4,3,2,1,2,2,1,1,1,1,2,1,2,3,1,3,3,3,2,2,2,2,2,2,2,1,2,1,1,1,1,4,2,3,1,2,2,2,4,1,2,3,1,1,1,2,2,2,2,1,1,1,1,2,170,686,3,3,4,1,2,4,2,1,4,4,1,1,3,2,1,2,1,2,2,1,3,2,2,9,0
1,170,687,5,10,6,4,5,2,3,2,1,6,4,4,9,1,4,0,2,2,1,1,2,2,1,1,2,1,2,1,2,3,1,1,3,3,1,2,2,2,2,2,2,2,2,1,6,0,0,3,6,2,0,0,3,4,2,3,1,3,3,2,1,2,2,2,3,3,1,3,1,2,170,687,3,6,1,2,2,4,2,1,1,3,1,1,2,1,2,1,2,1,1,2,3,2,2,9,1
1,170,688,2,11,2,3,5,1,1,1,1,4,5,5,9,2,1,3,3,3,2,2,3,3,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,6,3,1,3,2,3,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,3,2,1,2,170,688,3,5,5,1,1,4,3,1,1,3,2,4,1,1,1,2,1,2,2,1,3,2,2,9,2
1,170,689,3,9,6,4,5,2,2,2,1,4,5,5,9,1,2,3,4,4,2,1,2,2,1,1,0,1,0,1,2,3,1,1,3,3,1,2,2,2,2,2,2,2,2,5,2,3,1,5,1,1,0,3,3,4,2,2,3,1,1,1,2,2,3,1,2,0,1,3,1,2,170,689,1,1,1,2,2,4,2,1,3,3,3,1,2,1,1,2,1,2,1,2,3,2,2,9,3
1,170,690,2,5,5,3,5,2,2,3,1,4,5,5,9,2,2,3,2,2,2,1,2,2,1,1,2,1,1,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,3,3,3,1,1,3,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1,2,170,690,3,6,2,2,2,4,2,2,2,1,2,1,2,1,2,1,1,1,1,1,3,2,2,9,4
1,170,691,3,5,7,5,4,1,1,1,1,4,5,5,9,2,2,3,4,2,2,2,1,1,1,1,2,1,1,1,1,3,1,3,1,1,1,2,2,2,2,2,2,2,2,2,3,3,1,4,1,1,1,2,3,2,1,2,1,2,1,2,1,2,1,2,3,5,1,1,1,2,170,691,3,6,2,2,2,4,2,1,4,3,1,2,1,1,2,2,1,2,1,0,3,2,2,9,5
1,170,692,5,10,5,3,5,2,2,2,1,5,5,5,9,1,1,3,2,2,2,1,2,3,1,1,2,1,0,1,2,3,1,3,3,3,1,2,2,2,2,2,2,2,1,1,6,0,0,1,0,0,0,2,3,4,4,0,1,3,1,2,1,1,2,2,2,2,1,1,1,2,170,692,3,3,0,2,2,3,3,2,4,4,2,2,4,2,1,1,2,1,1,1,3,2,2,9,6
1,170,693,2,5,5,5,2,1,1,1,1,4,5,5,9,1,1,1,2,2,2,1,2,2,1,1,2,1,0,1,2,3,1,3,3,1,1,2,2,2,2,2,2,2,2,1,1,1,1,4,6,1,3,3,3,4,4,1,2,3,1,1,1,2,2,2,1,3,1,3,1,2,170,693,1,1,3,2,2,4,2,1,2,2,2,2,1,1,2,1,1,2,2,1,3,2,2,9,7
1,170,694,4,10,5,7,5,2,2,3,1,5,5,5,9,1,1,3,2,3,2,1,3,3,1,1,1,1,1,1,3,1,3,3,3,1,1,2,2,2,2,2,2,2,1,1,1,3,1,1,6,3,0,2,3,4,4,3,3,1,1,2,1,2,3,1,1,3,1,2,1,2,170,694,1,1,2,3,3,5,2,1,1,5,1,1,4,0,0,0,1,2,2,1,3,2,2,9,8
1,170,695,4,9,2,5,1,1,1,1,1,4,5,5,9,2,2,1,2,2,2,3,1,1,2,1,1,1,0,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,6,1,0,3,1,1,0,2,2,3,4,0,0,3,2,1,1,2,3,1,2,0,1,1,1,2,170,695,3,3,3,3,3,5,2,2,0,1,1,1,1,1,0,0,1,2,0,0,3,2,2,9,9
1,170,696,5,6,5,6,4,2,2,2,1,4,5,5,9,1,2,3,2,2,2,1,1,3,1,1,1,1,1,2,1,3,3,3,2,1,1,2,2,2,2,2,2,2,2,5,5,3,2,2,1,3,1,0,1,2,3,1,1,3,3,1,1,2,2,2,2,3,0,3,1,2,170,696,3,7,5,1,1,3,2,1,1,1,1,4,2,2,2,1,2,2,2,1,3,2,2,9,10
1,170,697,2,0,1,5,0,1,1,1,1,4,5,5,9,1,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,2,2,2,2,2,2,2,2,1,2,3,2,3,3,2,2,0,3,2,2,0,2,0,3,2,1,2,2,2,2,2,1,1,1,2,170,697,3,5,3,2,2,4,3,1,3,4,2,2,2,1,2,1,0,2,2,1,3,2,2,9,11
1,170,698,1,6,3,5,2,1,1,3,1,4,5,5,9,5,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,0,3,0,3,6,2,1,2,1,1,1,2,2,3,1,1,2,2,2,2,2,2,1,1,1,2,170,698,3,2,4,2,3,4,3,1,1,1,1,1,1,1,1,2,1,2,2,2,3,2,2,9,12
1,170,699,1,5,3,5,4,2,2,3,1,4,5,5,2,0,2,3,2,2,2,1,2,2,2,2,1,1,2,2,2,3,1,3,1,1,1,2,2,2,2,2,2,2,2,2,0,3,2,5,1,2,1,2,2,2,4,2,2,3,1,1,2,2,2,2,2,1,3,3,1,2,170,699,3,3,4,3,3,2,3,1,1,1,2,1,1,1,1,2,1,2,1,2,3,2,2,9,13
1,170,700,1,7,8,6,3,2,3,3,1,4,5,5,9,1,1,3,2,3,3,1,2,2,1,1,1,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,3,1,1,6,3,1,2,3,2,1,2,3,2,3,1,1,2,3,1,1,3,1,1,1,2,170,700,3,7,2,1,1,0,5,1,1,2,1,2,4,0,2,1,1,2,2,1,3,2,2,9,14
1,170,701,4,10,2,6,1,2,2,2,1,4,4,1,9,1,2,2,3,2,2,2,3,3,1,1,2,1,2,1,3,1,1,1,3,2,1,2,2,2,2,2,2,2,2,1,1,1,1,6,4,1,3,2,1,2,1,1,2,3,1,1,1,2,2,2,2,2,1,3,1,2,170,701,3,8,3,2,3,4,4,1,4,4,2,2,2,1,1,2,1,1,1,1,3,2,2,9,15
1,170,702,0,0,0,0,0,1,1,1,1,4,5,5,9,2,1,3,4,3,2,1,2,2,1,1,0,1,0,0,0,3,1,3,3,3,2,2,2,2,2,2,2,1,2,1,6,1,0,3,1,2,2,2,1,2,2,1,1,2,3,1,1,2,2,2,1,2,1,3,1,2,170,702,0,0,0,2,1,3,2,1,1,2,0,1,2,1,2,1,1,2,1,2,3,2,2,9,16
1,170,703,3,8,6,5,3,1,1,1,1,4,5,5,5,2,1,1,2,2,3,1,2,2,1,1,2,1,2,1,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,5,6,1,0,6,6,0,0,3,2,2,2,0,2,3,1,1,2,2,2,2,4,2,3,3,1,2,170,703,3,8,2,2,2,4,2,1,4,3,2,2,2,2,2,1,1,1,2,2,3,2,2,9,17
1,170,704,5,10,6,2,3,1,1,1,1,4,5,5,5,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,3,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,6,1,1,3,1,3,0,2,3,4,4,2,2,3,2,1,2,1,2,2,2,2,2,1,1,2,170,704,3,8,2,2,2,5,2,1,4,4,1,2,1,1,0,2,2,2,2,1,3,2,2,9,18
1,170,705,4,6,5,3,3,1,1,1,1,4,5,5,9,4,2,3,3,3,3,1,2,2,1,1,2,1,2,1,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,5,2,3,1,6,6,0,0,2,2,4,2,2,1,3,1,2,2,2,1,2,1,3,1,1,1,2,170,705,3,7,4,3,2,3,2,2,3,4,3,1,2,1,2,2,2,2,2,1,3,2,2,9,19
1,170,706,5,10,3,5,5,1,1,1,1,5,5,5,9,2,1,1,1,1,1,1,2,2,2,0,0,0,0,0,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,0,6,1,0,0,1,1,0,3,1,2,0,1,1,3,1,2,1,1,2,2,3,0,2,1,1,2,170,706,3,8,0,0,0,3,0,2,1,1,2,2,2,2,0,1,2,2,2,2,3,2,2,9,20
1,170,707,0,4,1,5,1,2,2,4,0,5,5,5,10,0,3,3,5,3,2,2,1,1,1,1,1,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,5,5,3,0,4,6,2,1,2,1,2,2,0,2,0,1,0,0,0,0,2,3,0,0,4,0,2,170,707,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,9,21
1,170,708,1,8,3,4,4,1,1,1,1,5,5,5,9,1,1,3,2,2,2,3,1,2,1,1,1,1,0,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,0,1,6,1,0,0,6,3,0,2,0,2,3,0,0,3,3,1,2,2,2,2,1,2,3,1,1,2,170,708,1,1,3,2,2,3,2,1,1,0,0,0,2,1,0,2,0,0,0,1,3,2,2,9,22
1,170,709,5,9,1,7,2,1,1,1,1,5,5,5,9,1,2,2,2,2,2,2,3,3,0,0,0,0,0,0,3,3,3,3,0,1,1,2,2,2,2,2,2,2,1,2,0,1,1,4,1,2,3,3,0,2,3,2,2,3,2,2,2,2,2,2,1,2,2,1,1,2,170,709,3,4,2,1,2,3,3,1,1,1,1,1,3,2,1,1,1,2,2,0,3,2,2,9,23
1,170,710,3,6,5,0,0,1,1,1,1,4,5,5,9,0,1,1,3,0,0,0,2,2,1,0,0,0,0,0,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,1,6,1,0,4,4,2,3,3,0,4,0,0,0,0,1,0,0,1,2,0,0,0,1,3,1,2,170,710,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,9,24
1,170,711,5,0,0,0,2,1,1,1,1,4,5,5,9,2,0,3,2,2,2,2,1,1,1,0,0,0,0,0,0,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,1,3,0,2,1,0,0,3,0,2,4,3,0,3,1,1,2,2,2,0,0,0,0,1,1,2,170,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,9,25
1,170,712,1,10,5,7,0,2,3,2,1,5,4,4,10,2,2,2,4,3,1,1,1,2,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,0,3,1,5,1,3,2,3,1,2,2,0,2,1,2,1,2,2,2,2,0,0,1,1,1,2,170,712,3,2,1,2,2,5,1,2,4,4,3,2,4,2,1,1,1,1,1,2,3,2,2,1,0
1,170,713,1,8,6,6,1,1,1,1,1,6,4,4,13,5,3,3,4,3,2,2,1,1,1,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,3,4,3,1,4,2,3,1,2,1,2,4,2,2,3,2,2,2,2,1,3,3,0,3,1,1,2,170,713,3,6,2,1,3,4,3,4,2,4,2,1,4,1,1,2,1,2,1,1,3,2,2,1,1
1,170,714,1,3,3,5,3,1,1,1,2,6,5,1,3,3,2,2,1,2,1,1,2,2,0,1,2,1,0,1,2,1,3,3,3,3,1,2,2,2,2,2,2,2,2,5,5,1,1,4,6,0,1,2,1,1,2,2,2,3,3,1,2,2,3,1,1,2,3,1,1,2,170,714,3,3,3,2,2,5,2,1,4,2,1,1,3,1,2,2,1,2,1,2,3,2,2,1,2
1,170,715,1,5,4,3,5,1,1,1,2,4,3,1,3,2,1,2,1,2,1,1,2,2,1,1,2,1,0,1,2,1,3,1,3,3,1,2,2,2,2,2,2,2,1,1,1,3,1,4,2,2,1,2,2,2,4,1,1,3,1,2,1,2,2,2,3,2,4,1,1,2,170,715,3,2,1,3,2,5,2,2,1,3,2,1,1,1,1,2,2,2,2,1,3,2,2,1,3
1,170,716,3,10,5,3,5,1,1,1,1,4,3,1,3,2,1,2,2,2,2,1,3,3,1,1,2,1,2,1,3,1,3,1,3,3,1,2,2,2,2,2,2,2,2,5,0,3,2,6,6,0,0,0,0,0,0,0,2,3,3,2,1,2,2,2,3,2,1,3,1,2,170,716,3,0,3,3,3,3,2,1,2,4,1,0,4,1,2,2,1,2,2,2,3,2,2,1,4
1,170,717,1,7,8,9,3,1,1,1,1,4,1,1,12,2,1,2,4,2,2,1,2,2,0,1,0,1,1,2,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,6,3,2,1,0,0,1,3,2,2,2,2,2,3,3,2,1,1,2,2,3,2,2,1,1,2,170,717,3,3,3,2,2,5,3,1,4,1,2,1,3,2,2,1,2,2,1,2,3,2,2,1,5
1,170,718,3,8,6,3,1,2,2,3,1,5,1,1,12,4,3,3,5,4,2,2,2,3,1,1,2,1,2,1,0,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,1,2,2,6,2,0,2,3,1,4,2,2,3,1,1,1,2,1,3,2,3,1,1,1,2,170,718,1,1,1,2,2,4,3,1,3,3,2,1,2,1,2,1,1,2,1,1,3,2,2,1,6
1,170,719,3,9,5,2,5,2,2,2,1,5,6,5,10,2,3,3,3,3,3,1,3,3,1,0,0,1,0,1,3,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,0,1,1,6,3,0,0,3,4,4,0,2,3,0,1,2,2,3,1,3,3,1,3,1,2,170,719,1,1,3,2,2,4,2,4,4,3,1,3,3,1,2,2,1,2,2,0,3,2,2,1,7
1,170,720,5,11,7,7,4,2,2,4,2,5,4,1,7,4,1,1,1,1,1,1,3,3,1,2,2,1,2,1,3,3,3,3,1,3,1,2,2,2,2,2,2,2,2,1,1,1,1,1,6,1,0,0,2,4,4,2,2,2,3,1,2,1,3,1,1,2,2,3,1,2,170,720,1,1,2,2,2,3,2,2,1,3,1,2,3,2,1,1,1,2,1,1,3,2,2,1,8
1,170,721,5,9,7,4,5,2,2,2,1,5,4,4,8,1,1,3,1,1,3,1,2,2,1,1,2,1,2,1,2,3,3,3,1,3,1,2,2,2,2,2,2,2,2,1,1,3,3,3,4,2,2,2,3,4,4,2,2,3,1,1,2,2,3,1,2,3,1,1,1,2,170,721,1,1,2,3,2,3,3,1,3,4,2,1,4,2,1,1,2,2,2,2,3,2,2,1,9
1,170,722,4,10,6,1,5,2,3,2,1,6,4,1,7,2,2,3,3,3,2,2,2,2,1,1,2,1,1,1,2,3,3,1,1,3,1,2,2,2,2,2,2,2,2,3,3,1,2,3,1,3,2,3,1,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,170,722,3,3,2,2,2,4,2,1,4,3,2,2,2,1,2,2,2,2,1,2,3,2,2,1,10
1,170,723,4,8,8,2,3,2,2,2,2,4,4,2,7,2,2,3,4,4,1,2,1,1,1,1,2,1,2,1,1,3,3,1,1,3,1,2,2,2,2,2,2,2,2,4,3,3,2,6,1,3,1,3,2,2,0,1,3,1,2,1,1,2,2,2,2,2,1,1,1,2,170,723,3,8,2,3,3,5,3,1,3,3,1,1,2,1,2,2,2,2,2,2,3,2,2,1,11
1,170,724,3,9,8,4,2,2,2,2,1,5,4,4,12,2,4,2,4,2,1,1,3,3,1,1,2,1,1,2,3,3,3,3,2,3,2,2,2,2,2,2,2,1,2,1,6,0,0,5,1,3,1,2,3,4,2,1,2,3,2,1,1,0,2,2,2,3,1,3,1,2,170,724,1,1,3,2,2,4,2,2,4,3,2,2,2,1,1,2,2,2,1,1,3,2,2,1,12
1,170,725,1,3,6,2,5,1,1,1,2,4,3,2,10,1,2,1,4,3,3,2,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,4,3,1,6,6,3,1,2,2,2,3,2,1,2,2,2,1,2,2,2,2,3,1,3,1,2,170,725,3,5,3,2,3,5,2,1,3,1,2,2,3,1,1,2,1,2,2,1,3,2,2,1,13
1,170,726,2,6,5,2,5,1,1,1,1,5,4,3,10,4,1,1,2,1,1,2,1,3,2,1,2,1,2,1,1,3,3,3,3,3,2,2,2,2,2,2,1,2,2,4,4,3,1,1,6,3,1,3,2,3,2,2,2,2,2,1,2,2,1,2,1,1,1,3,1,2,170,726,3,3,4,3,3,5,2,2,3,3,1,1,1,1,1,2,1,2,1,1,3,2,2,1,14
1,170,727,3,10,6,7,5,2,2,2,1,5,4,4,10,2,2,3,4,3,2,1,3,3,1,1,2,1,1,1,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,5,4,3,3,2,1,3,2,0,3,4,4,1,2,1,1,1,1,0,1,3,3,1,1,3,1,2,170,727,1,1,0,3,3,5,2,3,3,1,2,4,3,1,0,2,1,1,2,1,3,2,2,1,15
1,170,728,2,9,6,2,5,1,1,1,1,4,3,1,1,4,4,1,5,4,3,1,2,2,1,1,2,1,2,1,2,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,1,0,3,6,1,0,0,3,4,4,3,1,3,3,1,1,2,3,1,2,1,1,3,1,2,170,728,3,8,3,2,1,4,2,1,4,4,1,1,1,1,1,2,1,2,1,1,3,2,2,1,16
1,170,729,5,5,8,2,5,1,1,1,2,4,4,1,7,2,3,2,4,3,1,2,2,2,1,1,2,1,2,1,2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,6,2,2,2,3,2,4,2,2,3,1,2,1,2,2,2,2,1,2,3,1,2,170,729,3,6,2,2,2,5,2,1,4,2,1,1,2,1,1,2,1,2,2,1,3,2,2,1,17
1,170,730,5,9,7,3,4,1,1,1,1,4,4,1,7,1,2,2,3,2,1,2,3,3,1,2,1,1,2,1,3,3,3,1,2,1,1,2,2,2,2,2,2,2,2,2,3,3,1,3,1,2,2,2,2,2,2,1,2,3,1,2,2,2,2,2,2,1,2,3,1,2,170,730,3,2,2,2,2,4,3,1,3,3,1,2,3,1,2,2,1,2,2,1,3,2,2,1,18
1,170,731,2,5,5,3,3,1,1,1,2,5,4,1,7,3,3,2,5,3,2,2,3,3,1,1,2,1,1,1,2,3,3,1,2,1,1,2,2,2,2,2,2,2,2,5,5,3,1,6,1,3,1,2,3,4,3,1,2,3,2,2,2,2,3,1,5,5,1,3,1,2,170,731,3,6,3,2,2,2,3,3,5,4,4,4,4,0,0,0,2,2,1,1,3,2,2,1,19
1,170,732,4,11,4,2,3,3,1,2,1,4,3,3,7,2,1,3,2,2,1,1,3,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,5,6,3,2,2,1,2,2,2,3,4,2,2,2,3,3,1,1,1,2,2,2,1,2,3,1,2,170,732,3,8,2,2,2,1,3,2,3,4,2,1,2,1,1,2,2,2,1,2,3,2,2,1,20
1,170,733,2,8,5,3,4,1,1,1,2,6,5,3,11,2,1,1,1,1,1,1,2,3,1,1,2,1,2,1,3,3,3,3,3,3,2,2,2,2,2,2,1,2,2,2,6,3,1,1,1,2,1,1,1,4,4,2,2,3,1,2,1,2,2,2,4,2,1,1,1,2,170,733,3,2,3,3,3,4,2,1,1,3,2,2,1,1,2,1,2,2,2,2,3,2,2,1,21
