CARD.,DECK.,BALLOT.,,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.15..1,Q.15..2,Q.15..3,Q.15..4,Q.15..5,Q.15..6,Q.15..7,Q.15..8,Q.15..9,Q.15..10,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30.,Q.31.,Q.32A.,Q.32C.,Q.33A.,Q.34A.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.42B.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47A.,CARD..1,DECK..1,BALLOT..1,NA.1,Q.48.,Q.49.,Q.50.,Q.51.,Q.52A.,Q.52A..1,Q.52A..2,Q.52A..3,Q.52A..4,Q.52A..5,Q.53A.,Q.54.,Q.55.,Q.55..1,Q.55..2,Q.55..3,Q.55..4,Q.55..5,Q.55..6,Q.55..7,Q.55..8,Q.55..9,Q.55..10,Q.55..11,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,V.71.
1,132,122,3,3,3,6,6,5,1,5,3,5,2,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,7,4,1,2,2,2,2,2,3,2,2,2,4,7,2,3,3,2,4,2,3,1,1,11,2,132,122,3,1,3,1,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,2,2,2,2,3,1,3,3,2,3,2,71
1,132,123,3,2,2,3,3,6,1,3,3,1,2,1,6,3,1,2,2,2,2,1,2,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,2,3,11,2,5,1,1,2,2,3,1,2,2,3,4,6,1,2,2,4,1,4,1,1,12,2,132,123,3,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,2,3,3,2,2,3,3,2,587
1,132,124,3,2,2,6,5,4,1,4,3,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,8,5,0,1,1,0,1,1,1,1,1,4,4,2,2,1,2,4,1,2,1,1,17,2,132,124,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,2,2,4,2,2,2,3,3,1,188
1,132,125,3,2,2,4,3,6,1,3,3,1,2,0,8,2,3,2,2,2,2,2,2,1,2,2,2,2,0,3,0,0,0,0,0,0,0,0,3,6,6,2,5,1,4,2,2,2,2,2,1,3,4,1,3,3,2,4,2,3,1,1,10,2,132,125,3,1,3,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,1,2,1,2,2,1,4,3,1,2,2,3,3,608
1,132,126,3,4,4,3,6,4,1,3,3,3,2,0,6,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,5,8,6,5,1,2,2,3,2,2,2,1,7,3,4,1,2,2,4,2,2,1,1,3,2,132,126,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,3,1,3,2,2,4,1,226
1,132,127,3,1,1,6,10,8,1,4,3,5,2,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,5,1,1,3,1,2,2,2,1,2,2,6,7,6,2,3,2,4,2,3,1,2,17,2,132,127,3,1,3,1,2,2,2,2,1,2,2,2,4,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2,337
1,132,128,3,4,5,3,7,6,1,4,3,3,2,1,6,1,2,2,2,2,2,2,2,1,2,2,2,2,5,3,0,0,0,0,0,0,0,0,1,3,9,1,1,1,2,2,3,4,2,2,4,4,5,2,2,3,3,3,1,3,1,1,16,2,132,128,3,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,4,3,2,3,3,3,1,196
1,132,129,3,2,2,6,9,4,2,5,4,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,4,5,3,5,1,3,2,2,2,2,1,1,5,8,1,2,3,1,2,1,3,1,1,14,2,132,129,3,2,1,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,3,2,2,2,3,4,1,4,3,1,2,2,47
1,132,130,3,3,3,4,8,6,1,4,4,4,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,8,4,5,1,1,2,2,2,2,1,2,4,5,2,2,2,2,4,2,3,1,1,17,2,132,130,3,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,3,2,3,1,2,2,3,3,2,3,2,3,1,218
1,132,131,3,8,8,6,7,5,1,5,4,6,1,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,7,4,10,5,2,1,2,2,2,1,1,1,6,5,6,3,2,1,1,1,4,1,1,17,2,132,131,3,1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,2,3,2,4,3,3,2,1,325
1,132,132,3,2,2,5,10,3,1,4,4,4,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,9,6,5,3,3,3,3,2,2,2,1,7,3,1,3,3,1,2,1,4,1,1,0,2,132,132,3,1,3,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,5,2,3,2,2,3,2,4,1,4,3,1,0,0,250
1,132,133,3,1,1,4,10,3,2,4,4,3,1,0,4,1,2,2,1,2,2,2,2,2,2,2,2,2,8,1,1,3,2,6,1,3,1,1,2,1,8,2,0,2,1,2,2,2,1,1,2,4,6,11,2,2,1,3,2,2,0,0,0,2,132,133,3,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,1,2,2,3,2,2,2,1,4,3,1,1,1,302
1,132,134,3,1,1,6,9,6,1,4,4,2,1,2,2,6,2,1,1,2,2,2,2,2,2,2,2,2,7,1,2,3,3,3,2,5,1,1,1,2,7,1,2,3,2,3,3,3,1,2,2,4,6,1,3,4,1,3,2,4,1,1,16,2,132,134,3,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,3,2,3,2,1,4,3,1,1,2,410
1,132,135,3,2,2,5,9,5,1,4,4,3,1,0,2,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,3,4,6,1,5,0,0,1,1,6,6,5,4,4,3,3,3,1,1,2,3,4,1,3,3,1,3,0,4,1,2,0,2,132,135,3,0,0,0,2,2,2,2,2,1,2,0,1,2,2,2,2,2,1,2,2,2,2,2,2,5,3,0,2,2,2,3,1,1,4,1,1,1,3,552
1,132,136,3,5,4,6,9,5,1,5,4,5,1,1,4,3,1,2,2,1,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,5,1,4,5,2,4,3,3,2,3,2,3,2,5,4,5,3,4,1,2,2,4,1,2,11,2,132,136,3,1,2,4,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,5,1,2,2,2,3,2,4,1,3,3,1,2,2,251
1,132,137,3,1,2,1,9,5,1,4,4,3,1,2,1,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,2,2,5,1,2,1,1,5,7,4,1,1,2,3,3,2,3,1,2,2,3,4,1,2,2,1,1,2,2,1,1,11,2,132,137,3,1,3,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,1,3,2,2,2,2,4,2,4,3,2,2,1,169
1,132,138,3,3,3,3,11,7,1,4,4,3,1,0,4,0,2,2,1,1,2,2,2,2,2,2,2,2,8,1,2,3,1,6,2,2,1,1,1,6,6,2,0,2,3,3,3,2,1,2,1,3,4,5,3,2,1,1,2,4,1,1,5,2,132,138,3,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,1,3,3,2,2,2,4,1,3,3,2,4,1,665
1,132,139,3,6,6,6,7,4,2,5,4,4,1,1,4,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,3,5,7,1,3,1,3,5,7,7,6,5,4,1,2,2,2,2,2,3,4,6,11,1,3,1,3,2,4,0,0,0,2,132,139,3,0,0,0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,5,1,2,1,2,1,2,4,3,3,3,2,2,2,162
1,132,140,3,8,8,4,8,5,1,5,4,4,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,8,12,5,4,3,2,2,3,2,2,1,3,5,1,2,4,1,2,2,4,1,2,3,2,132,140,3,1,1,3,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,5,1,2,2,2,2,2,2,1,3,3,2,2,2,663
1,132,141,3,4,4,2,8,6,2,4,4,2,1,0,1,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,3,1,7,1,4,2,3,2,3,9,1,2,3,3,3,3,2,1,1,3,3,3,1,3,3,1,3,1,4,1,1,16,2,132,141,3,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,2,3,1,2,2,3,2,4,3,2,4,2,403
1,132,142,3,2,2,6,8,4,1,5,4,1,1,2,6,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,4,7,1,1,3,3,2,7,6,1,1,1,1,2,3,2,2,2,2,4,6,10,2,3,1,1,3,4,1,1,12,2,132,142,3,2,2,3,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,1,1,2,1,2,2,2,0,0,0,0,5,3,209
1,132,143,3,1,1,3,5,5,1,3,4,2,1,0,4,6,2,2,2,2,2,2,2,2,1,2,2,2,8,1,1,3,2,5,1,4,1,1,4,3,8,5,4,2,2,2,3,3,2,2,3,3,2,1,2,3,1,3,3,3,2,1,3,2,132,143,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,1,2,2,3,2,2,2,1,5,3,1,2,3,479
1,132,144,3,3,3,3,9,5,2,4,4,5,2,1,3,2,1,1,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,8,5,5,1,1,2,2,1,2,2,2,4,5,3,2,3,2,4,2,4,1,1,17,2,132,144,3,2,3,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,5,3,2,2,2,2,2,4,3,3,3,1,4,1,253
1,132,145,3,1,1,6,8,4,1,5,4,5,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,3,11,3,5,3,1,2,2,3,2,2,2,5,8,1,2,3,2,4,2,4,1,1,14,2,132,145,3,2,3,1,2,2,2,2,2,1,2,1,3,2,2,2,1,2,2,2,2,2,2,2,2,5,1,3,2,3,3,3,2,1,5,3,2,4,2,8
1,132,146,3,2,2,6,9,2,1,4,4,5,2,0,3,1,1,1,2,2,2,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,3,11,3,0,1,1,2,2,2,2,2,2,3,6,1,2,3,2,4,3,4,1,1,11,2,132,146,3,1,1,3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,5,1,2,2,2,2,2,2,1,4,3,1,1,3,116
1,132,147,3,2,2,6,6,4,1,5,4,5,2,1,3,1,3,1,2,2,2,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,3,11,3,5,3,1,2,1,3,2,2,2,5,9,1,2,3,1,2,3,1,1,2,3,2,132,147,3,2,3,1,2,2,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,5,1,3,2,3,3,3,2,1,4,3,1,6,2,9
1,132,148,3,1,1,0,2,5,1,2,4,1,2,0,1,3,2,2,2,1,2,2,2,2,2,2,2,2,8,1,1,3,2,6,1,4,2,1,1,4,6,3,0,1,3,3,3,2,2,2,2,4,6,1,2,1,1,3,2,2,1,1,0,2,132,148,3,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,5,1,0,3,1,1,2,1,1,4,3,2,2,2,25
1,132,149,3,1,1,6,9,6,3,5,4,5,1,1,4,2,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,5,9,5,2,1,1,3,1,3,2,1,4,5,2,2,4,1,3,2,4,1,1,0,2,132,149,3,1,1,3,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,1,2,2,2,2,2,2,1,4,3,2,1,2,53
1,132,150,3,5,5,3,10,3,1,5,4,6,1,0,4,6,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,1,2,8,0,2,1,2,2,1,1,1,1,4,6,3,1,1,1,3,2,2,1,1,0,2,132,150,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,5,1,2,2,2,2,2,1,1,3,2,2,2,1,374
1,132,151,3,9,9,3,5,5,1,5,4,5,1,5,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,1,2,10,5,4,2,1,2,1,2,2,2,3,2,1,1,2,1,3,1,3,1,1,11,2,132,151,3,1,3,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,5,1,3,2,1,2,2,4,1,3,3,2,3,1,489
1,132,152,3,2,2,3,8,5,1,4,4,5,1,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0,2,3,11,9,5,3,1,2,2,1,3,2,2,7,10,6,2,1,1,2,2,0,0,2,7,2,132,152,3,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,5,1,1,2,2,2,2,1,1,3,3,2,2,1,290
1,132,153,3,4,4,3,10,7,2,5,4,5,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,3,7,8,8,5,4,2,2,2,2,2,2,2,7,10,1,3,2,1,3,1,3,1,1,3,2,132,153,3,2,2,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,5,1,2,3,3,3,2,3,1,4,3,1,4,2,292
1,132,154,3,2,2,6,9,5,1,5,4,5,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,0,0,0,0,0,0,0,0,1,7,8,4,5,4,4,2,3,3,2,2,2,3,5,1,1,2,1,1,2,4,1,1,3,2,132,154,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,5,1,3,3,2,2,2,4,1,3,3,1,2,2,602
1,132,155,3,8,8,6,9,5,2,5,4,5,1,1,4,3,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,1,7,8,1,3,2,2,2,2,3,1,2,1,6,7,4,1,3,1,3,3,1,1,1,7,2,132,155,3,1,3,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,5,1,2,2,2,2,2,4,2,3,3,1,3,1,322
1,132,156,3,4,4,4,11,6,2,5,4,4,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,4,2,0,0,0,0,0,0,0,0,2,6,9,12,5,3,1,1,3,2,1,1,1,3,5,11,3,2,1,3,1,4,0,0,0,2,132,156,3,0,0,0,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,5,1,3,2,1,2,2,3,1,3,2,1,3,1,620
1,132,157,3,9,9,4,6,5,1,5,4,4,1,0,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,8,9,5,4,3,1,1,4,2,1,2,3,5,11,2,3,2,4,2,4,0,0,0,2,132,157,3,0,0,0,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,5,1,2,3,1,1,2,2,2,2,3,2,2,1,669
1,132,158,3,4,4,6,9,6,2,5,4,5,1,2,1,3,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,5,7,9,3,0,4,4,2,3,3,2,2,2,4,4,2,2,4,2,4,3,4,1,1,17,2,132,158,3,3,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,5,1,3,2,1,1,2,1,1,3,3,3,2,3,560
1,132,159,3,2,2,5,9,7,1,4,4,4,2,0,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,0,11,3,5,1,1,1,1,2,1,1,1,4,3,2,2,3,1,2,2,3,1,1,7,2,132,159,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,5,1,2,2,2,2,2,4,2,3,3,2,2,2,257
1,132,160,3,9,9,5,9,7,2,5,4,5,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,7,7,7,5,1,3,2,1,2,2,2,2,7,10,10,2,2,1,3,1,2,1,1,16,2,132,160,3,1,3,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,5,1,2,3,2,2,2,3,3,3,2,2,3,1,343
1,132,161,3,1,1,6,9,5,1,5,4,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,5,6,10,7,0,1,3,2,3,3,3,2,2,3,4,2,2,4,1,3,2,4,1,2,17,2,132,161,3,3,2,1,1,1,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,2,5,1,3,2,3,3,3,2,1,3,2,1,1,2,203
1,132,162,3,1,1,1,5,4,1,5,4,5,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,7,8,8,5,1,3,1,2,2,2,2,1,2,2,1,1,3,2,4,1,2,1,2,14,2,132,162,3,1,1,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,5,1,1,2,2,3,2,1,1,1,2,2,3,1,648
1,132,163,3,6,6,4,8,6,2,5,4,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,6,8,7,0,2,1,2,2,2,2,3,2,6,8,1,0,2,2,4,2,3,3,2,10,2,132,163,3,2,1,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,1,2,2,2,2,2,3,0,3,2,2,4,2,395
1,132,164,3,8,8,3,10,5,1,5,4,5,2,0,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,6,9,7,5,1,1,2,2,2,2,2,2,0,9,2,1,2,2,4,1,4,1,1,17,2,132,164,3,1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,5,1,2,3,2,1,2,4,3,1,2,2,3,1,215
1,132,165,3,2,2,3,8,6,2,5,4,5,2,0,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,6,8,9,0,1,1,1,2,2,2,2,2,3,6,1,2,3,2,4,3,4,1,1,14,2,132,165,3,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,5,1,2,2,2,2,2,2,2,4,3,1,1,3,118
1,132,166,3,1,1,6,4,3,1,5,4,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,3,11,3,5,1,2,2,3,2,2,2,2,4,4,2,1,1,2,4,1,2,2,2,10,2,132,166,3,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,1,4,2,2,2,3,4,3,2,1,2,3,2,224
1,132,167,3,6,6,5,8,5,1,5,4,4,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,6,1,2,3,1,2,2,1,2,3,3,0,9,1,2,4,2,2,2,1,1,2,2,5,6,2,2,2,1,1,1,4,1,1,0,2,132,167,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,6,2,2,3,2,2,3,2,1,3,3,2,2,2,394
1,132,168,3,3,8,2,9,6,3,5,4,5,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,1,7,8,8,0,2,3,1,2,4,2,2,2,7,7,3,3,3,1,3,1,1,1,2,3,2,132,168,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,6,1,2,2,3,3,2,3,1,4,3,1,4,1,230
1,132,169,3,1,1,5,3,6,1,3,4,2,1,2,1,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,2,2,1,5,1,2,3,2,2,6,6,1,5,2,1,3,2,2,1,2,2,3,4,1,3,3,2,4,2,3,1,2,5,2,132,169,3,2,2,4,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,6,1,2,2,2,2,2,4,3,4,3,1,2,2,490
1,132,170,3,2,2,6,10,6,1,5,4,5,1,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,2,7,8,1,4,2,1,2,2,1,1,2,2,4,4,1,2,3,1,3,2,4,1,1,16,2,132,170,3,1,3,1,4,2,2,2,2,1,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,6,1,2,2,2,2,2,4,1,3,3,1,2,1,76
1,132,171,3,6,6,3,9,6,1,4,4,5,1,5,1,2,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,5,7,8,7,5,1,3,2,2,1,1,1,1,7,10,10,1,4,1,1,1,1,1,2,17,2,132,171,3,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,6,1,1,2,3,3,1,4,1,5,3,2,5,2,428
1,132,172,3,2,2,6,11,5,1,5,4,5,1,3,4,3,1,2,2,2,2,2,2,2,2,1,2,2,6,2,0,0,0,0,0,0,0,0,2,7,6,8,0,4,3,2,2,3,1,3,3,4,6,3,3,4,1,2,3,2,1,1,17,2,132,172,3,1,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,1,3,2,0,0,0,0,0,0,0,0,0,0,632
1,132,173,3,9,9,3,7,6,2,5,4,5,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,4,6,8,8,5,0,2,2,2,1,0,2,2,4,4,1,3,2,2,4,3,4,1,1,0,2,132,173,3,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,6,1,2,2,2,2,3,3,1,4,3,1,4,3,476
1,132,174,3,8,8,6,9,5,1,5,4,5,1,0,4,3,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,4,7,4,9,5,2,2,3,3,2,2,3,2,6,6,5,2,3,2,3,3,3,1,1,14,2,132,174,3,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,1,3,2,2,3,3,4,3,4,3,1,4,2,323
1,132,175,3,3,3,4,9,6,1,5,4,5,2,1,6,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,7,6,1,1,2,4,2,3,2,1,1,2,3,4,1,2,3,2,4,1,2,1,1,17,2,132,175,3,3,3,1,4,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,6,1,3,3,2,2,1,4,2,2,2,3,2,1,167
1,132,176,3,4,4,6,8,5,1,5,4,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,1,6,8,7,5,1,1,1,1,2,1,2,1,5,6,2,1,3,2,4,2,2,1,1,3,2,132,176,3,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,1,2,2,2,2,2,4,2,3,2,3,3,2,396
1,132,177,3,1,1,2,5,5,1,3,4,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,8,1,1,3,2,7,0,4,2,3,3,2,11,3,0,1,2,3,0,3,1,0,2,3,1,11,3,0,1,0,0,0,0,0,0,2,132,177,3,0,0,0,1,2,2,2,2,2,1,0,0,2,2,2,2,2,1,1,2,2,2,2,2,7,1,0,3,3,3,3,3,1,5,3,1,1,0,52
1,132,178,3,2,2,6,10,4,1,5,4,4,1,1,4,6,2,2,1,1,2,2,2,2,2,2,2,2,8,1,1,2,1,6,1,3,1,1,2,6,8,2,5,3,2,2,3,3,2,3,3,3,4,11,2,4,1,0,2,4,0,0,0,2,132,178,3,0,0,0,2,2,2,2,2,2,1,0,2,2,2,2,1,2,1,2,2,2,2,2,2,7,1,2,2,2,3,2,3,3,5,3,2,1,2,575
1,132,179,3,2,2,5,5,6,1,4,4,3,1,0,1,6,2,2,2,1,2,2,2,2,2,2,2,2,8,1,1,1,1,5,1,4,1,1,0,3,11,1,1,1,2,2,2,2,1,2,2,4,4,0,1,0,1,0,2,1,0,0,0,2,132,179,3,0,0,0,2,2,2,2,2,1,2,0,1,1,2,2,2,2,2,2,2,2,2,2,2,7,1,3,2,2,2,2,4,1,4,3,2,0,2,592
1,132,180,3,2,2,1,8,5,1,5,4,5,1,0,4,1,1,2,2,2,1,2,2,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,2,4,6,0,2,2,2,2,3,2,2,2,6,6,6,1,3,2,4,3,4,2,2,15,2,132,180,3,1,1,2,2,1,2,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,7,1,2,3,2,2,2,4,1,3,3,1,4,2,311
1,132,181,3,3,3,6,8,6,2,5,4,5,2,1,3,1,3,2,2,2,2,2,1,2,2,2,2,2,6,2,0,0,0,0,0,0,0,0,2,6,8,4,0,1,1,1,1,3,2,2,2,5,9,10,2,4,1,2,2,4,2,1,3,2,132,181,3,3,2,4,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,1,2,2,2,2,2,2,2,3,3,2,2,3,1
1,132,182,3,2,2,6,8,5,1,5,4,5,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,5,2,0,0,0,0,0,0,0,0,3,6,7,6,5,2,1,2,2,2,2,2,2,4,6,7,3,3,1,2,3,3,1,1,3,2,132,182,3,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,7,1,3,2,2,2,2,3,3,3,1,2,2,2,222
1,132,183,3,1,1,6,7,4,2,5,4,5,1,1,4,3,1,1,2,2,1,2,2,2,2,2,2,2,5,1,2,3,2,1,2,2,3,3,4,3,11,4,5,4,2,2,3,4,2,3,2,2,1,1,2,3,1,3,2,4,1,1,0,2,132,183,3,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,8,1,3,2,2,2,2,4,3,4,2,1,4,3,655
