CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23A.,Q.23B.,Q.24.,Q.25.,Q.26.,Q.27A.,Q.27B.,Q.27C.,Q.28A.,Q.28B.,Q.29A.,Q.29B.,Q.30A.,Q.30B.,Q.31.,Q.32A.,Q.32B.,Q.33A.,Q.33B.,Q.35.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.64.,Q.65.,Q.69.,V.70.
1,134,180,3,3,3,2,3,1,2,4,2,2,2,2,1,2,2,2,2,3,3,1,2,1,1,3,1,1,2,1,1,4,2,3,4,3,2,2,1,3,2,1,1,2,1,3,1,2,2,2,3,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,3,8
1,134,181,1,3,3,1,4,2,1,4,2,1,2,3,2,1,4,3,4,3,3,2,3,1,1,1,1,1,3,3,3,4,4,2,4,1,3,2,1,3,2,1,1,2,1,3,3,2,3,4,5,4,2,2,3,1,3,3,2,2,1,2,2,1,2,2,1,1,4,2,3,3,1
1,134,182,1,4,2,1,4,1,3,4,2,4,2,2,3,4,2,2,3,3,4,2,3,1,3,1,4,3,2,2,1,4,4,2,3,3,2,2,3,3,2,1,2,1,3,2,1,3,3,4,3,3,2,2,2,1,2,1,1,1,1,2,3,1,2,1,1,1,2,2,1,2,5
1,134,183,2,3,2,1,4,5,2,4,3,3,3,3,3,5,2,2,2,2,3,1,4,1,1,1,1,3,3,3,4,4,4,3,4,3,2,2,3,3,2,1,2,2,3,3,1,1,1,4,3,3,3,2,1,3,5,2,2,2,1,1,1,1,1,0,1,1,5,2,2,3,4
1,134,184,1,3,2,1,5,3,2,4,2,3,2,2,2,3,4,3,4,3,3,1,3,1,1,1,4,1,2,2,3,4,4,3,4,3,3,2,3,3,2,1,2,3,3,3,2,2,2,3,3,3,3,2,1,4,5,3,2,2,1,1,1,1,2,2,1,1,1,2,2,2,3
1,134,185,1,3,3,1,4,3,1,4,2,2,2,1,3,4,4,1,3,2,4,1,4,1,1,1,2,1,2,2,3,4,4,3,5,3,3,2,2,3,1,1,2,1,3,3,3,3,3,5,2,5,4,4,1,3,3,3,2,2,1,1,1,1,0,3,1,3,4,2,2,3,1
1,134,186,3,4,3,1,4,1,2,4,2,2,1,1,1,3,3,2,4,3,2,1,4,1,1,1,2,3,2,2,1,0,1,3,4,2,2,2,1,1,1,2,1,2,3,3,1,1,3,2,3,4,3,1,1,2,2,2,2,1,2,2,1,1,2,2,1,1,3,2,2,2,7
1,134,187,2,3,2,1,5,1,1,4,2,2,3,3,3,3,3,1,3,3,4,1,3,1,1,2,2,1,2,2,1,4,4,3,5,2,3,1,2,3,3,1,2,2,3,2,1,2,1,3,6,2,3,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,2,1,3,4
1,134,188,1,3,2,1,4,2,1,4,2,2,2,4,3,3,2,1,1,3,3,1,4,1,1,1,1,1,3,3,3,4,4,4,5,3,2,1,3,3,3,1,2,3,3,2,3,3,3,4,2,3,3,4,1,1,5,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,5
1,134,189,1,3,3,1,3,3,1,4,2,4,3,4,3,3,3,2,3,3,2,1,4,1,1,2,3,1,3,2,4,4,4,2,4,2,1,2,2,3,3,4,2,1,3,3,3,2,2,2,4,2,3,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,6
1,134,190,1,4,3,3,4,1,1,4,2,2,1,1,1,3,2,3,2,3,3,1,4,1,4,1,3,1,2,2,1,4,1,3,4,2,1,2,1,2,2,1,2,3,1,3,1,2,3,2,3,2,3,2,1,1,3,2,2,2,1,2,2,1,1,1,1,2,1,2,2,3,1
1,134,191,1,5,3,3,4,1,1,4,2,4,1,2,2,3,3,1,2,3,2,2,2,1,1,2,4,3,2,2,2,4,4,5,5,3,2,2,2,2,2,1,2,1,1,2,1,1,1,2,4,3,2,2,1,2,5,3,2,1,2,4,2,1,2,2,2,1,2,2,4,2,8
1,134,192,1,4,3,3,4,1,1,4,2,2,1,1,1,3,2,3,2,3,3,1,4,1,4,1,3,1,2,2,1,4,1,3,4,2,1,2,1,2,2,1,2,3,1,3,1,2,3,2,3,2,3,2,1,1,3,2,2,2,1,2,2,1,1,1,1,2,1,2,2,3,1
1,134,193,1,2,2,1,4,1,2,4,2,1,2,2,1,2,2,1,3,2,1,2,3,1,2,2,1,1,4,2,4,3,2,2,3,3,2,2,1,3,2,1,2,1,2,3,1,2,2,3,3,3,3,1,1,2,3,2,1,2,0,0,0,0,0,0,1,3,3,2,2,3,6
1,134,194,3,4,3,2,3,1,2,4,2,1,2,2,1,2,2,1,3,3,2,1,3,1,1,1,4,3,4,4,2,1,2,3,4,3,3,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2
1,134,195,1,4,3,3,4,1,1,4,2,4,2,2,3,4,3,3,4,4,4,4,2,1,1,3,3,2,3,2,4,1,2,3,4,3,3,2,1,3,4,1,3,2,3,3,3,2,3,4,0,0,4,1,2,2,3,3,2,2,1,2,2,1,2,2,3,3,4,2,1,3,6
1,134,196,1,4,3,3,4,3,2,4,2,3,3,3,3,4,4,3,3,4,4,2,2,1,1,3,3,1,3,2,0,3,3,3,4,3,3,2,1,3,4,1,3,3,0,2,2,3,3,3,2,3,1,2,2,2,3,4,2,2,1,3,3,3,3,2,2,2,2,2,2,2,6
1,134,197,1,3,3,1,3,6,3,4,2,3,2,4,2,3,3,3,4,4,3,4,1,1,1,3,3,1,3,2,3,4,4,3,4,3,3,2,1,3,4,1,3,4,1,3,1,3,2,5,0,4,3,4,2,2,3,3,2,2,2,4,4,2,3,4,3,2,1,2,2,2,9
1,134,198,4,5,3,1,4,1,1,4,1,1,1,1,1,2,1,1,1,2,2,2,4,4,4,2,2,1,2,1,2,4,4,3,4,1,2,1,1,3,4,1,2,3,1,1,2,1,2,2,3,3,2,3,1,2,3,2,3,1,2,2,3,2,2,4,1,1,2,2,2,2,10
1,134,199,1,4,3,1,4,3,2,4,2,3,3,2,3,3,3,3,4,3,3,2,1,1,1,2,3,3,2,4,2,4,4,3,3,3,2,2,1,3,4,1,2,2,2,1,2,3,1,5,4,4,4,4,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,3,8
1,134,200,2,4,3,1,3,1,2,4,2,4,2,1,1,2,2,2,3,2,2,2,2,1,1,1,3,1,2,2,2,4,4,3,4,2,2,2,2,3,2,1,1,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,1,4,2,1,2,2,2,2,1,2,2,1,7
1,134,201,2,4,3,1,4,2,2,4,2,4,3,1,1,1,2,1,3,3,3,2,2,1,1,1,4,2,4,2,1,1,4,3,4,2,3,2,2,3,2,1,1,1,3,2,1,1,1,2,3,2,2,1,1,1,2,1,2,2,1,4,2,1,1,2,1,1,3,2,2,3,6
1,134,202,1,4,3,2,4,0,1,4,2,2,2,2,1,4,3,3,3,2,2,1,1,1,1,1,3,1,1,1,2,4,4,2,3,2,1,2,3,3,2,1,1,2,3,1,1,3,3,3,4,4,4,1,2,2,4,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,10
1,134,203,1,3,2,2,3,1,2,4,2,1,2,1,2,4,3,2,4,3,4,2,3,4,4,1,3,2,4,2,2,1,1,3,4,3,3,2,2,3,1,1,2,1,3,3,3,2,1,2,2,3,2,3,1,2,3,2,2,2,1,1,1,1,0,2,1,1,4,2,1,3,5
1,134,204,2,4,3,1,4,1,1,4,2,3,1,3,2,4,2,1,4,3,4,2,2,1,1,1,1,1,3,2,2,4,1,3,4,3,3,2,3,3,1,1,3,1,1,3,1,3,3,3,1,3,4,3,1,1,3,2,2,1,1,2,1,1,2,2,1,1,3,2,1,3,2
1,134,205,1,4,3,1,4,1,1,4,2,4,2,3,3,4,3,1,4,3,4,3,3,1,1,1,4,3,3,4,4,4,4,3,3,2,2,1,1,3,2,1,1,2,1,2,1,1,1,5,4,2,2,3,3,2,3,2,1,1,2,2,2,3,2,2,2,2,3,2,2,2,10
1,134,206,1,3,3,2,4,1,1,4,2,4,2,4,3,3,2,2,4,2,4,2,4,1,1,2,4,3,4,2,3,4,4,4,4,2,2,1,1,3,2,1,1,2,2,2,1,3,1,4,1,3,4,2,3,4,2,3,2,2,2,2,2,1,2,2,1,1,4,2,2,3,10
1,134,207,5,5,3,3,3,1,1,4,2,2,2,2,2,3,3,2,3,3,3,2,2,1,1,2,1,2,2,4,2,4,4,2,4,2,3,1,1,3,2,1,1,1,1,1,1,2,1,1,0,3,3,4,2,2,5,2,2,1,2,4,2,3,2,2,2,2,3,2,1,2,10
1,134,208,3,5,3,3,2,4,2,4,2,2,2,2,1,2,3,1,3,3,3,1,4,1,1,1,1,1,2,1,2,3,1,3,4,3,3,1,3,3,3,1,1,3,2,2,1,2,3,2,3,2,3,3,1,2,3,2,2,2,1,2,1,1,1,1,1,1,3,2,2,3,6
1,134,209,3,5,3,1,3,6,1,4,2,1,2,2,1,2,3,1,3,1,2,1,3,1,1,2,2,3,1,1,1,1,1,3,4,3,3,1,3,3,3,1,1,2,3,2,2,1,1,2,4,3,2,2,1,1,3,2,2,2,1,4,2,1,2,1,2,2,2,2,3,2,11
1,134,210,1,5,3,1,3,1,1,4,2,4,0,2,1,3,3,3,2,4,3,2,4,1,1,2,3,1,3,4,4,4,4,4,5,3,2,2,3,3,2,1,1,3,1,1,1,3,0,4,3,3,4,0,2,2,1,2,2,2,1,2,0,2,2,3,2,2,5,2,2,2,11
1,134,211,1,3,3,1,5,0,2,4,2,1,1,2,1,1,1,1,1,3,2,1,4,1,1,1,4,3,2,2,1,4,1,3,4,3,3,1,1,3,4,2,1,1,3,1,2,1,1,1,3,2,3,3,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,3,6
1,134,212,1,3,1,1,3,1,2,4,2,4,2,1,3,5,2,2,3,2,2,4,3,1,4,1,1,3,2,2,3,4,4,3,4,2,2,2,1,1,2,1,1,4,1,1,1,2,1,3,3,3,3,2,3,4,3,3,2,2,3,4,2,3,3,3,3,2,2,2,3,3,10
1,134,213,1,5,2,1,4,3,2,4,2,1,1,2,2,2,2,1,4,2,3,1,4,1,1,2,1,2,2,2,3,4,4,4,4,2,2,2,1,1,2,1,1,2,3,3,2,2,2,4,3,3,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,4,2,2,3,3
1,134,214,1,5,3,1,4,1,1,4,3,4,2,3,2,5,3,3,3,4,3,3,3,1,1,2,3,1,4,4,3,4,1,4,5,3,2,2,2,3,2,1,2,2,2,2,2,3,2,4,2,5,4,4,2,3,4,1,2,2,2,1,2,1,2,2,2,1,4,2,1,3,11
1,134,215,1,3,2,2,3,1,1,4,2,2,2,1,2,2,2,2,3,3,2,2,2,1,1,1,4,3,2,2,1,4,4,2,4,3,3,2,2,3,2,1,2,1,3,3,3,0,1,3,3,3,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,4
1,134,216,1,3,2,3,4,1,2,4,2,4,2,4,3,3,4,3,3,3,3,2,2,1,1,1,2,2,2,2,3,4,1,2,3,2,2,6,1,1,2,1,2,2,3,3,3,3,1,3,3,3,3,2,3,2,4,2,1,1,1,2,2,2,2,2,3,3,3,2,3,1,3
1,134,217,1,2,2,1,3,1,2,4,1,1,1,1,1,2,3,1,3,3,1,1,2,2,1,1,1,1,1,1,2,1,4,2,3,1,1,6,3,3,1,1,3,2,2,0,1,3,3,4,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1,134,218,3,5,3,2,4,1,1,4,2,4,2,1,2,5,2,2,3,3,3,2,3,1,1,3,4,1,2,2,3,4,4,2,3,3,3,6,1,3,2,1,3,4,3,3,1,1,1,3,4,3,3,1,3,2,5,2,2,2,2,6,2,3,3,2,2,2,2,2,2,3,11
1,134,219,1,4,3,1,4,1,1,4,2,3,3,4,3,4,4,1,3,2,4,0,1,1,1,3,3,1,3,3,4,0,4,5,5,3,3,6,3,3,3,1,3,3,3,3,3,3,3,5,1,1,4,4,1,1,1,1,3,2,1,2,1,1,1,1,1,1,5,2,1,3,11
1,134,220,1,4,2,3,4,1,2,4,1,4,3,1,2,4,3,3,4,3,4,1,2,1,1,1,2,1,2,1,1,4,4,2,3,2,3,6,3,3,2,2,3,2,3,3,3,3,1,5,2,3,4,3,1,2,4,4,2,2,1,1,1,1,1,1,1,1,3,2,2,3,3
1,134,221,1,4,2,3,4,5,2,4,2,3,3,4,3,3,4,2,4,2,4,4,1,2,1,3,4,1,3,2,4,4,4,4,4,2,2,6,3,3,3,2,3,4,3,3,3,3,3,5,2,5,4,4,3,4,4,2,2,1,2,2,3,1,2,2,2,3,4,2,1,3,5
1,134,222,1,4,3,1,4,2,1,4,2,1,2,4,2,4,4,3,4,3,4,1,2,1,1,0,4,1,3,4,1,4,1,3,3,2,2,6,0,3,4,2,3,2,3,3,2,3,3,5,0,4,3,4,3,1,4,0,3,3,1,0,2,1,2,2,2,2,4,2,2,2,7
1,134,223,1,5,3,0,4,5,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,3,3,5,5,3,1,1,1,0,1,1,1,1,1,1,1,1,1,5,3,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,4,2,3,2,9
1,134,224,1,3,3,1,4,1,1,4,3,2,3,3,3,4,3,2,3,3,3,3,2,4,2,2,3,1,4,1,2,4,4,2,3,0,0,0,0,0,0,0,1,3,2,2,1,2,1,3,2,5,3,4,3,1,5,2,2,1,1,4,2,2,3,2,2,3,2,2,2,2,11
1,134,225,1,5,3,1,3,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,9
1,134,226,1,4,2,1,2,2,2,4,2,1,1,1,2,2,3,2,2,3,2,1,4,1,1,1,1,1,2,1,1,4,4,2,4,0,0,0,0,0,0,0,1,1,3,1,1,3,3,2,3,2,2,1,2,1,3,1,1,2,1,1,1,1,1,3,1,2,1,2,2,3,3
1,134,227,1,3,3,2,3,5,3,4,2,0,1,0,0,0,4,0,0,0,0,0,0,3,4,1,1,1,3,3,4,1,3,4,5,0,0,0,0,0,0,0,3,4,3,3,3,3,3,5,4,5,4,0,0,3,3,3,2,2,4,2,3,2,3,2,0,0,0,0,0,2,10
1,134,228,2,4,2,2,4,6,1,4,2,2,2,2,2,2,3,2,3,2,3,2,2,1,1,3,1,1,2,2,1,4,4,2,3,3,3,2,1,3,2,1,3,2,3,3,3,2,1,4,0,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,5
1,134,229,4,5,3,1,4,1,1,4,2,3,2,1,2,2,2,1,2,3,2,4,2,1,1,2,4,3,2,2,1,4,4,3,4,3,2,2,2,2,3,1,3,1,1,1,2,2,1,2,5,3,2,3,1,3,5,3,2,1,3,6,3,2,3,2,2,2,2,2,2,2,10
1,134,230,1,5,3,3,4,1,1,4,2,4,1,3,2,4,3,3,4,3,4,1,4,1,1,1,1,1,4,2,3,4,4,3,4,2,1,2,2,3,3,1,3,1,3,3,3,3,3,5,0,4,3,4,1,3,5,4,2,2,1,1,1,1,1,1,1,1,4,2,1,3,2
1,134,231,1,3,2,1,4,6,2,4,2,2,1,2,1,1,2,1,1,2,3,2,3,1,1,1,2,2,2,2,3,4,4,3,4,3,2,2,2,3,2,1,3,2,3,3,3,3,1,3,3,3,3,2,1,1,3,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,5
1,134,232,1,4,3,1,4,1,1,4,2,2,2,2,1,2,3,2,2,3,3,1,3,1,1,1,3,2,2,2,2,4,4,3,4,3,2,2,2,3,2,1,3,3,3,3,3,3,3,2,1,3,2,4,2,1,3,2,2,2,2,1,1,1,1,1,1,1,3,2,1,2,2
1,134,233,1,4,3,1,4,0,1,4,2,3,3,4,2,3,3,2,3,2,4,2,4,1,1,1,1,2,4,2,2,1,2,2,4,3,2,2,3,3,2,1,3,3,3,3,2,2,3,3,1,5,3,1,3,3,3,3,2,2,2,2,1,1,3,1,2,1,1,2,1,2,6
1,134,234,1,3,1,1,3,3,2,4,2,1,1,3,2,3,3,2,3,3,4,1,2,1,0,2,3,1,4,2,3,4,1,2,3,2,3,2,3,3,2,1,3,4,3,3,2,2,3,3,5,4,4,2,1,1,3,2,2,2,1,1,1,1,1,2,1,1,1,2,1,3,4
1,134,235,1,3,2,3,2,1,1,4,2,2,2,4,2,5,2,2,3,3,3,2,4,1,1,1,1,3,2,4,1,4,4,0,0,3,3,2,3,3,2,1,3,3,3,2,1,2,2,2,4,3,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,4
1,134,236,2,4,3,3,4,0,2,4,2,3,3,4,2,3,3,2,3,2,4,2,3,1,1,1,1,2,2,2,4,1,2,2,3,3,3,2,3,3,2,1,3,2,3,3,3,2,3,3,3,2,2,3,3,1,3,3,2,3,2,2,4,1,1,1,1,1,4,2,2,2,6
1,134,237,1,4,3,1,4,1,1,4,1,3,2,4,3,4,2,3,4,2,4,1,3,1,1,1,3,2,4,4,2,4,1,3,4,3,3,2,3,3,2,1,3,2,3,3,3,3,3,5,1,4,4,4,2,1,4,2,1,1,1,4,3,1,1,1,1,1,2,2,1,3,2
1,134,238,1,4,2,1,2,1,2,4,3,2,2,1,3,4,2,2,4,4,3,2,3,1,1,3,2,1,3,2,4,1,2,3,4,2,2,2,1,3,2,1,3,1,3,3,1,1,3,2,3,3,2,3,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,3,6
1,134,239,1,4,3,1,4,6,1,4,2,3,3,3,2,2,3,2,2,4,3,2,2,1,1,1,3,3,3,2,2,4,2,3,4,3,2,2,1,3,2,1,3,1,3,3,3,3,1,3,0,4,4,4,2,3,4,4,2,2,2,4,2,1,2,2,2,1,0,2,1,3,10
1,134,240,1,4,3,1,4,1,1,4,2,2,2,4,3,3,2,1,4,1,3,1,3,1,1,2,3,2,2,1,2,1,1,2,2,3,3,3,3,3,1,1,1,1,1,1,1,2,1,3,0,3,1,4,3,1,1,2,2,2,1,4,1,1,1,1,1,1,3,2,1,3,8
1,134,241,1,3,3,1,5,3,3,4,2,3,2,4,3,5,4,3,3,3,3,1,4,1,1,1,2,3,1,2,3,4,2,4,4,3,2,3,0,3,1,1,1,1,1,1,1,1,1,3,3,2,3,2,3,2,2,1,2,2,2,2,2,3,2,2,2,0,4,2,2,3,8
1,134,242,3,4,3,2,5,1,2,4,2,1,2,1,1,3,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,3,5,3,2,3,1,3,1,1,1,1,3,3,1,2,3,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2
1,134,243,1,3,2,1,3,2,2,4,2,2,1,4,0,0,2,1,3,3,2,2,3,1,4,0,2,0,0,1,3,4,4,3,4,3,3,3,1,3,1,1,1,2,3,2,2,2,2,2,3,3,3,1,1,2,2,2,2,1,1,2,2,1,2,3,2,2,1,2,2,3,3
1,134,244,2,5,3,1,4,1,1,4,2,2,2,2,1,2,2,2,2,3,2,2,4,1,2,1,2,2,2,2,1,4,1,2,3,2,2,3,1,2,2,1,1,1,1,2,2,2,3,2,5,3,2,3,1,2,2,2,2,1,1,2,2,1,2,2,2,1,5,2,2,3,10
1,134,245,1,4,3,1,4,1,2,4,2,2,2,3,3,4,4,1,4,4,4,4,4,2,1,1,4,1,3,1,3,3,1,4,5,3,2,2,3,3,1,3,1,2,3,3,2,3,2,4,1,3,3,1,1,1,4,2,2,2,1,2,2,1,1,2,1,2,1,2,1,3,6
1,134,246,3,5,3,3,4,1,1,4,2,1,2,2,1,3,3,2,4,3,2,1,4,1,1,1,2,2,2,2,1,4,4,3,4,3,3,2,1,3,2,1,2,1,1,1,1,2,2,1,5,2,3,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,9
1,134,247,1,3,2,1,3,3,1,4,2,2,2,1,2,3,3,2,3,3,1,2,3,1,1,2,2,1,4,2,1,4,4,2,3,3,2,2,1,1,3,1,2,1,3,2,3,2,3,2,3,3,3,2,3,1,5,2,2,2,1,2,1,1,2,2,1,2,4,2,2,2,4
1,134,248,1,4,3,1,3,3,2,4,1,3,3,3,3,4,3,3,4,3,3,1,2,1,1,2,3,1,2,2,1,1,1,3,3,3,2,2,1,1,3,1,2,4,3,3,3,2,1,4,3,4,3,3,2,3,5,3,2,2,3,2,2,1,2,2,2,2,2,2,1,0,11
1,134,249,1,4,3,1,3,2,2,4,2,2,2,1,1,2,3,2,2,2,2,2,2,1,1,1,1,2,2,1,1,4,4,4,4,3,3,2,1,1,3,1,2,2,1,3,1,3,3,2,3,2,2,4,1,2,2,2,2,2,1,2,2,1,2,0,1,1,2,2,2,2,7
1,134,250,1,4,2,1,4,1,1,4,2,1,1,3,1,2,2,3,2,3,2,2,2,1,1,3,3,1,1,2,2,2,3,3,3,3,2,1,1,3,3,1,0,2,0,0,0,2,0,2,3,3,3,3,1,3,3,1,3,3,3,3,1,3,4,2,2,1,2,1,1,3,3
1,134,251,1,4,3,1,4,2,2,4,3,2,2,3,3,3,4,3,0,4,4,2,3,1,1,3,3,1,3,2,1,1,2,3,4,3,2,2,1,3,3,2,1,1,3,3,1,2,3,3,3,4,3,2,1,1,2,1,3,2,1,2,2,1,1,1,1,1,3,2,1,2,6
1,134,252,1,4,2,3,3,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,2,2,2,4,4,2,3,3,3,2,1,2,2,1,1,2,2,1,1,1,1,2,3,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,3,1
1,134,253,1,5,3,1,4,6,1,4,2,3,3,1,3,4,3,3,4,1,4,1,4,3,1,3,3,2,1,1,3,4,4,5,5,0,1,2,3,3,4,4,3,2,3,3,3,3,3,5,1,5,4,4,2,4,1,4,2,2,1,6,3,2,4,4,3,1,3,2,3,2,2
1,134,254,1,5,3,2,4,0,0,4,2,3,3,4,3,3,1,3,4,4,4,1,3,3,3,2,4,3,2,1,1,4,4,0,0,1,1,1,3,3,0,0,2,4,3,3,1,3,1,5,1,5,4,1,2,0,4,1,2,2,1,1,1,1,1,1,1,1,4,1,0,3,11
1,134,255,5,3,2,2,3,1,1,4,1,2,2,1,1,1,2,1,1,1,2,1,4,1,1,1,1,3,1,1,1,4,4,3,3,3,3,3,1,1,1,1,1,1,3,3,3,1,2,2,4,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,3,3
1,134,256,1,3,3,1,4,1,2,4,2,3,3,4,3,3,2,2,4,4,4,2,1,1,1,2,2,3,2,2,3,4,1,3,4,2,2,2,1,1,3,0,2,2,2,3,1,3,3,2,2,2,3,4,2,2,5,3,2,2,2,4,3,2,3,3,2,3,3,1,1,3,7
1,134,257,1,3,3,1,4,1,1,4,2,4,2,3,2,3,3,3,4,2,3,3,2,1,1,2,2,1,2,2,3,4,4,3,4,3,2,2,1,1,3,0,2,3,1,2,2,2,2,3,4,3,4,3,2,3,3,3,2,2,2,4,3,2,3,3,2,2,4,2,1,2,8
1,134,258,1,4,3,1,4,1,1,4,2,2,2,3,2,4,3,1,2,3,4,2,2,1,1,3,2,1,4,4,3,4,4,0,0,1,2,2,1,3,2,1,2,2,1,3,3,3,3,4,1,3,3,4,3,2,3,3,2,2,1,2,2,1,2,2,2,2,3,2,1,2,2
1,134,259,1,4,3,3,4,1,2,4,2,4,3,2,2,3,2,2,3,3,3,2,3,1,1,1,1,1,2,1,1,4,1,3,3,2,2,2,1,3,2,1,2,1,1,1,1,2,1,3,3,3,3,2,1,2,3,3,2,2,2,4,2,1,2,2,2,2,3,2,2,2,10
1,134,260,1,3,2,1,4,5,1,4,2,3,2,1,3,5,1,1,1,2,2,4,2,1,2,1,3,1,3,2,4,4,4,0,0,2,2,2,2,3,2,2,3,1,1,3,3,3,3,0,2,5,4,4,0,3,0,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2
1,134,261,3,5,3,1,2,0,1,4,2,2,2,2,2,4,2,1,4,3,3,1,3,4,1,2,1,2,2,4,2,4,1,2,4,3,2,2,3,3,2,2,3,2,3,1,1,3,2,4,5,4,2,2,2,3,3,2,2,2,1,2,1,1,1,1,1,1,3,2,2,2,11
1,134,262,1,4,3,1,4,5,3,4,2,3,2,2,2,2,3,3,3,2,2,4,1,4,4,3,3,3,3,0,3,4,4,4,4,3,2,6,3,3,2,1,1,1,3,1,1,3,3,2,3,3,2,1,2,1,2,2,2,2,1,2,2,1,0,2,1,3,4,2,1,2,7
1,134,263,1,4,3,1,4,1,1,4,1,4,3,1,2,4,3,2,4,3,2,2,4,1,1,1,3,1,3,4,4,4,4,3,4,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,4,1,2,3,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,7
1,134,264,1,5,3,2,4,1,2,4,2,3,1,3,3,4,3,3,4,2,3,3,2,1,1,3,3,3,4,2,4,4,2,2,3,3,3,2,1,1,1,1,1,1,2,2,1,2,1,4,3,4,4,1,2,3,4,3,2,2,2,4,2,1,2,2,1,1,4,2,1,2,11
1,134,265,2,4,3,2,4,1,1,4,2,2,2,1,1,2,2,1,2,3,2,1,4,1,1,1,3,2,2,2,3,1,1,3,4,3,3,2,1,1,1,1,1,1,2,1,2,1,3,2,3,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,3,7
1,134,266,2,5,3,1,4,1,1,4,2,4,3,2,2,2,1,1,2,2,2,4,2,1,1,2,1,2,4,2,1,4,1,3,4,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,2,1,1,2,1,2,2,1,4,2,1,2,2,1,1,2,2,2,3,10
1,134,267,1,3,1,1,3,1,1,4,1,1,2,1,2,1,1,1,1,2,1,1,4,1,1,2,2,2,1,1,1,4,4,3,4,3,3,2,1,1,1,1,1,2,2,2,1,1,3,2,3,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,3,6
1,134,268,1,4,3,1,4,1,2,4,2,2,2,1,2,3,3,3,3,4,3,4,1,1,1,3,3,1,2,2,2,1,2,4,4,3,3,3,3,3,3,1,2,2,3,2,2,2,2,3,3,4,2,3,2,2,3,3,2,2,2,4,2,3,3,3,2,2,3,2,3,2,11
1,134,269,1,4,3,1,4,1,1,4,2,2,1,2,2,2,3,2,3,3,3,1,4,1,1,1,3,1,4,1,1,2,1,3,4,3,3,3,1,3,3,1,2,1,2,3,2,3,3,3,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,7
1,134,270,1,3,3,4,4,1,2,4,2,4,2,2,1,3,2,1,3,3,3,1,4,1,1,1,1,1,4,2,1,1,1,4,5,3,3,3,1,3,2,1,3,1,1,3,3,0,3,3,1,3,3,3,3,1,3,2,2,2,1,4,3,2,3,3,3,3,3,2,1,3,2
