CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29A.,Q.29B.,Q.29C.,Q.29D.,Q.29E.,Q.29F.,Q.29G.,V.29H.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,CARD..1,DECK..1,BALLOT..1,Q.65.,Q.66.,Q.67.,Q.68.,Q.69.,Q.70A.,Q.70B.,Q.70C.,Q.70D.,Q.70E.,V.70F.,V.70G.,Q.72.,Q.73.,Q.74.,Q.75.,Q.76A.,Q.76B.,Q.78.,Q.80.,Q.81.,Q.83.,Q.84.,Q.85.,Q.86A.,Q.86B.,Q.87.,Q.88.,Q.89.,Q.90.,Q.91.,Q.92.,Q.93.,Q.94.,V.95.,V.96.,V.97.,V.98.,V.99.,V.100.,V.101.,V.102.,V.103.,V.104.,V.105.,V.106.,V.107.,V.108.,V.109.,V.110.
1,108,747,2,10,4,2,5,0,1,3,2,2,1,2,3,3,5,3,1,1,1,4,1,2,1,3,2,2,1,1,3,3,3,3,3,2,0,4,2,3,2,3,1,1,1,2,2,2,1,1,1,1,1,1,1,1,6,2,3,1,3,1,1,3,1,1,1,1,1,2,1,2,1,2,108,747,2,3,3,2,2,0,1,1,1,1,14,0,1,1,4,1,3,2,0,0,3,1,1,2,1,2,1,1,1,2,2,2,2,2,3,1,5,0,0,0,0,0,4,7,7,0,6,0,1,4
1,108,748,2,10,5,1,5,2,1,1,2,2,5,3,4,2,4,3,1,3,1,1,1,3,1,2,2,2,2,1,3,3,2,2,3,2,0,4,2,3,2,3,1,2,1,3,2,2,3,2,1,2,1,2,1,3,6,3,1,1,3,2,1,3,1,1,2,1,3,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,748,1,22,3,3,0,31,3,3,0,6,0,0,2,2,2,2,5,5,0,1,3,4,1,3,1,3,1,1,2,2,1,2,2,2,4,2,5,4,1,1,0,5,4,7,7,0,0,3,0,4,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,749,2,11,2,2,5,0,4,1,2,1,2,2,4,2,1,3,2,2,2,1,1,4,1,3,2,3,1,3,1,1,3,3,2,1,2,3,1,2,2,3,1,2,1,1,1,1,2,1,3,1,1,1,3,3,8,1,3,3,3,3,1,3,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,749,1,32,2,2,0,11,2,1,1,0,0,0,2,2,2,2,1,3,0,0,3,1,1,2,1,2,1,1,2,2,2,2,2,1,4,2,5,0,0,1,0,3,4,7,7,1,0,3,0,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,750,2,10,4,1,4,2,3,4,3,2,4,2,3,2,5,3,1,2,1,1,1,4,1,2,2,2,3,3,0,0,0,0,0,0,2,4,1,2,2,3,1,1,1,2,2,3,2,2,1,2,1,3,3,2,3,3,2,1,3,2,2,2,2,2,2,1,2,3,2,1,1,2,108,750,2,3,3,2,3,0,3,3,1,3,2,0,2,2,2,2,5,1,1,1,2,1,1,3,2,1,1,1,1,2,2,2,2,2,5,3,5,3,1,2,0,6,4,7,7,0,4,5,4,4
1,108,751,2,11,2,2,5,3,1,1,2,2,4,1,4,1,3,2,2,2,1,1,1,4,1,3,2,3,1,3,3,2,1,3,3,1,0,2,2,3,2,3,1,2,1,2,2,2,3,1,2,2,2,1,3,3,8,3,3,1,4,2,2,1,3,3,1,1,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,751,3,33,3,4,0,11,2,2,0,7,0,0,2,2,2,2,5,5,1,2,2,2,3,3,2,1,1,1,1,2,2,2,2,2,5,3,5,2,0,3,0,7,4,7,7,4,1,0,0,6,5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,752,2,11,2,2,1,3,4,1,4,2,4,2,4,2,7,2,2,2,2,2,2,4,2,2,2,2,1,1,1,1,2,2,2,2,0,1,3,2,1,2,3,2,2,3,2,2,2,1,2,1,1,2,2,3,7,3,3,2,3,1,2,1,3,2,2,1,2,3,2,2,2,2,108,752,2,3,2,2,4,0,2,2,1,2,2,0,2,2,2,2,4,4,1,1,2,2,2,2,2,0,2,3,2,2,1,1,1,1,1,4,5,3,2,2,0,7,4,7,7,1,6,5,7,4
1,108,753,2,9,2,2,5,3,3,2,4,2,4,2,4,2,1,1,2,3,4,4,1,4,4,3,2,3,1,1,2,2,3,3,2,2,3,4,3,2,3,2,1,2,2,3,2,2,2,2,2,2,2,2,3,3,8,2,3,2,2,2,3,2,4,2,2,2,2,3,2,2,2,2,108,753,2,3,3,2,4,0,3,3,2,2,1,0,2,2,2,2,4,4,1,1,3,4,2,2,2,1,2,2,1,2,2,2,2,2,2,3,5,4,0,1,0,7,4,7,7,2,7,8,5,4
1,108,754,2,9,3,2,1,6,2,1,7,1,4,1,1,1,7,2,2,3,1,1,1,4,1,1,3,3,1,1,2,0,2,2,3,3,0,4,1,1,1,1,2,2,2,2,1,2,3,2,3,2,1,1,3,3,8,3,3,1,3,2,2,2,4,1,3,1,1,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,754,3,33,2,2,0,23,3,1,0,7,0,0,2,2,2,2,3,3,1,4,2,2,3,1,2,1,2,2,2,2,2,2,2,1,5,4,5,3,2,2,1,0,4,7,7,4,0,7,0,9,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,755,2,11,5,2,3,3,1,2,2,2,1,1,1,2,7,3,2,2,1,1,1,2,1,3,2,2,1,1,1,1,1,3,1,3,2,3,1,3,3,3,1,3,1,2,2,1,2,2,1,2,2,2,2,1,7,2,3,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,108,755,2,3,2,3,4,0,1,2,2,1,10,0,2,3,1,2,4,4,0,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,4,2,5,0,1,2,0,7,4,7,7,2,7,4,4,4
1,108,756,2,10,1,2,5,4,3,2,2,2,4,2,1,2,3,2,2,2,1,1,1,4,1,1,1,1,1,1,3,3,2,2,3,3,2,4,3,2,1,2,1,2,2,2,2,2,3,2,1,1,2,2,1,1,8,2,3,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,108,756,2,2,2,2,2,0,1,2,2,1,13,0,2,2,1,1,2,2,0,2,3,1,1,2,1,3,1,2,2,2,2,2,2,2,5,1,5,3,3,2,0,7,4,7,7,1,5,4,3,4
1,108,757,2,10,2,2,5,1,2,1,2,1,5,2,4,2,3,3,2,1,2,1,1,3,1,3,2,2,2,2,1,2,3,3,3,3,0,1,2,3,3,2,1,1,1,2,1,2,3,2,1,3,1,2,3,3,8,3,2,2,2,1,1,3,3,2,1,1,1,2,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,757,1,32,2,2,0,11,1,3,0,8,0,0,2,3,1,2,3,3,0,1,3,1,1,2,2,0,1,2,2,2,2,2,2,2,3,4,5,0,0,0,0,4,4,7,7,1,0,5,0,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,758,2,10,2,2,2,4,3,2,3,2,4,1,2,2,1,2,2,3,1,1,1,4,1,3,3,3,1,3,3,1,1,3,3,3,0,3,2,3,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,6,3,3,1,4,2,2,1,3,2,2,1,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,758,3,33,3,3,0,22,2,2,0,4,0,0,2,2,1,2,4,4,0,2,2,2,2,2,2,0,1,1,1,1,2,2,2,2,5,4,5,3,0,3,0,7,4,7,7,3,0,9,0,2,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,759,2,8,5,1,5,2,1,1,3,2,5,2,4,2,1,3,3,3,4,2,3,4,2,1,2,1,1,1,2,2,3,3,3,3,2,4,2,3,2,3,1,1,1,2,2,1,1,1,1,2,1,2,3,3,8,1,2,1,4,1,1,2,3,3,3,1,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,759,3,33,2,4,0,22,3,3,0,3,0,0,2,2,2,3,5,5,0,1,3,1,2,3,1,5,2,3,2,2,2,2,2,2,1,1,5,4,2,0,0,4,4,7,7,2,0,9,0,3,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,760,2,10,4,2,1,3,4,4,2,2,1,2,1,2,5,2,3,4,1,1,1,4,1,3,2,2,1,1,3,3,3,3,3,3,0,4,1,1,3,2,1,1,1,1,1,2,2,2,1,1,1,2,3,2,2,2,1,1,2,3,2,2,3,2,3,1,1,2,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,760,3,33,2,4,0,21,1,3,1,0,0,0,2,2,1,2,4,4,0,2,3,1,1,2,1,2,1,2,2,2,2,2,2,2,5,2,5,2,0,2,0,7,4,7,7,2,0,6,0,2,3,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,761,2,10,2,2,1,5,2,3,3,2,4,1,1,2,7,2,2,3,1,1,1,4,1,3,3,2,1,1,2,1,2,3,2,2,0,1,2,3,2,3,3,3,1,3,2,2,3,2,3,2,3,1,3,3,8,1,3,1,3,2,1,1,4,3,3,1,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,761,3,33,3,3,0,22,1,2,0,6,0,0,2,2,2,2,2,4,1,3,2,2,3,1,2,2,1,2,2,2,2,2,2,2,5,2,5,4,1,2,0,7,4,7,7,4,0,9,1,0,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,762,2,1,3,1,4,5,3,4,2,2,4,1,1,1,7,2,2,3,1,1,1,4,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,3,3,1,1,3,2,3,2,3,3,3,3,0,0,0,0,0,0,0,4,2,3,3,2,2,4,2,1,2,2,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,762,3,33,3,3,0,33,2,2,0,1,0,0,2,2,1,2,4,4,1,3,2,2,3,2,1,1,3,3,2,2,2,2,2,2,5,2,5,3,4,2,0,7,4,7,7,4,1,0,0,9,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,763,2,10,1,2,5,5,4,1,4,1,5,1,1,1,7,1,2,4,1,1,1,3,1,1,1,2,1,1,3,1,1,3,1,2,2,3,1,1,2,2,2,2,1,3,2,2,3,2,3,3,1,1,3,3,8,3,2,1,3,1,1,2,4,2,2,3,3,4,2,3,3,2,108,763,2,2,2,2,3,0,2,1,3,2,3,0,3,3,1,3,4,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,4,3,0,0,7,4,7,7,5,5,8,6,2
1,108,764,2,11,2,2,3,4,2,2,2,1,4,1,2,2,1,2,2,2,1,1,1,4,1,2,1,2,1,1,1,1,2,1,1,1,0,3,2,2,3,2,1,2,2,3,2,2,3,2,2,2,2,2,3,2,5,3,2,1,3,2,2,1,4,2,2,2,2,3,2,2,2,2,108,764,2,3,3,3,3,0,2,2,2,2,1,0,2,2,1,2,2,3,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,5,3,5,3,2,3,0,7,4,7,7,3,9,8,8,2
1,108,765,2,9,1,2,3,4,3,1,2,2,4,2,2,2,1,2,2,3,1,1,1,3,1,3,2,3,3,3,3,2,1,3,1,2,0,3,3,2,3,0,3,2,2,3,2,2,2,2,1,2,2,2,3,2,7,3,4,2,3,1,3,2,4,2,1,1,2,1,2,2,2,2,108,765,2,3,2,2,3,0,1,2,1,1,7,0,2,2,4,1,1,4,1,1,3,2,1,3,2,1,1,1,2,2,2,2,1,2,4,3,5,2,0,0,0,7,4,7,7,2,6,7,4,2
1,108,766,2,11,1,2,3,6,3,4,1,2,2,2,2,1,7,2,2,3,1,1,1,4,1,3,2,2,1,3,3,2,2,3,3,3,0,4,2,2,2,3,1,2,1,3,2,3,2,2,2,2,2,3,3,3,8,3,3,1,4,2,2,1,4,3,2,2,2,2,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,766,3,33,3,4,0,32,1,2,0,1,0,0,2,2,2,2,4,4,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,5,3,5,3,1,3,0,7,4,7,7,4,0,9,0,9,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,767,2,11,2,2,4,4,3,1,3,2,4,2,4,1,3,2,2,3,1,1,2,4,2,2,2,3,1,1,2,2,1,3,1,3,2,3,2,2,2,2,1,1,1,1,3,3,3,2,2,1,2,3,3,3,8,3,3,2,3,2,3,1,4,1,1,2,2,4,2,2,2,2,108,767,2,3,3,3,4,0,1,2,1,1,6,0,2,2,2,2,3,1,1,2,3,2,1,3,1,2,1,2,2,2,2,2,2,2,3,2,5,3,1,2,0,7,4,7,7,2,9,8,5,2
1,108,768,2,10,3,2,1,4,1,4,2,2,4,2,4,2,5,2,3,3,1,1,1,4,1,3,2,2,1,3,2,2,1,3,3,3,2,2,1,2,2,3,1,3,2,3,2,3,3,2,1,2,2,2,3,3,8,3,2,1,4,1,3,2,4,2,2,1,3,2,2,2,2,2,108,768,2,3,3,3,4,0,3,1,1,2,8,0,2,3,1,1,2,2,1,2,3,1,2,2,2,1,2,1,2,2,2,2,2,2,5,4,5,3,0,0,0,7,4,7,7,1,8,10,5,2
1,108,769,2,9,5,2,5,4,1,2,3,2,1,1,2,1,3,3,3,2,1,1,1,3,1,2,2,2,2,3,2,1,1,2,1,1,2,3,2,3,3,2,1,3,3,3,3,3,3,2,1,2,2,1,3,1,3,3,1,1,3,2,2,1,4,1,1,2,1,4,3,2,1,2,108,769,2,2,3,3,4,0,1,1,2,3,5,0,1,2,1,2,4,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,4,3,5,1,1,3,0,7,4,7,7,4,8,10,6,2
1,108,770,2,9,2,2,1,5,3,3,3,1,5,2,2,2,1,3,2,3,1,1,1,4,2,1,2,2,1,3,3,1,2,2,3,2,2,3,1,1,3,2,2,2,1,3,2,2,3,1,2,3,2,1,2,1,6,1,3,3,2,2,1,2,2,1,2,1,2,3,2,1,2,2,108,770,2,3,2,2,3,0,2,3,3,1,2,0,2,2,2,1,2,2,1,2,3,3,2,2,2,1,1,1,2,2,2,2,2,2,4,2,5,4,1,1,0,7,4,7,7,1,5,6,3,2
1,108,771,2,10,3,2,5,6,2,2,2,2,4,1,2,1,1,2,2,3,1,1,1,3,1,1,3,1,1,1,2,2,2,3,2,2,2,2,3,2,2,2,1,2,1,3,2,3,3,2,2,3,1,3,3,3,8,3,3,2,3,2,2,1,3,2,2,1,2,4,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,771,3,32,3,4,0,22,1,2,0,1,0,0,2,2,1,2,4,4,1,2,2,2,3,2,2,0,2,3,2,2,2,2,2,2,4,4,5,4,2,3,0,7,4,7,7,4,0,7,1,0,8,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,772,2,9,4,2,5,3,1,2,2,2,4,2,4,1,1,2,2,3,1,1,1,4,2,1,3,2,3,3,2,1,1,3,3,3,0,3,2,3,2,3,1,2,2,4,3,3,2,1,3,2,3,2,3,3,8,3,3,1,3,2,2,3,4,2,2,1,2,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,772,3,33,3,4,0,23,1,3,0,2,0,0,3,3,1,3,3,3,1,2,3,2,3,4,2,1,1,2,2,2,2,2,2,2,4,3,5,4,1,2,0,7,4,7,7,2,0,9,0,9,7,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,773,1,9,4,2,1,6,4,4,2,2,4,2,2,1,1,2,3,3,2,2,3,3,2,3,2,2,1,1,3,2,1,2,2,2,0,2,1,2,2,2,1,2,2,3,2,2,3,2,2,2,2,2,3,3,8,3,2,2,3,2,2,1,3,3,2,1,1,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,773,3,33,2,3,0,12,2,2,0,5,0,0,1,1,3,1,2,4,1,2,2,2,2,2,2,0,2,3,1,2,2,2,2,2,0,4,5,2,0,3,0,7,4,7,7,4,0,7,0,9,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,774,2,9,5,2,5,4,1,4,3,2,3,1,4,3,6,3,2,1,4,4,1,4,1,2,2,2,1,1,2,3,2,2,3,2,2,2,3,2,3,2,3,3,2,2,3,3,1,3,3,1,1,3,2,1,5,3,2,1,2,2,2,2,3,1,2,1,2,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,774,3,33,3,4,0,33,3,3,0,0,0,0,3,2,2,2,4,3,1,2,1,1,0,4,2,1,2,3,2,2,2,2,2,2,3,2,5,3,1,2,0,7,4,7,7,2,0,7,0,9,5,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,775,2,8,2,2,4,5,2,4,4,2,2,1,1,1,7,2,2,3,1,1,1,4,1,3,3,3,3,3,1,2,1,3,1,2,2,3,1,2,3,3,1,3,2,3,3,3,3,3,2,2,2,2,3,3,8,3,1,2,2,3,2,1,3,2,2,1,3,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,775,3,33,3,3,0,32,2,2,0,2,0,0,2,2,2,2,4,4,1,2,2,2,2,4,1,3,1,3,2,2,2,2,2,2,5,2,5,4,1,3,0,7,4,7,7,4,0,9,1,1,7,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,776,2,9,5,2,4,4,1,4,4,2,1,1,1,1,1,2,2,3,1,1,1,2,1,1,2,3,1,1,1,2,1,3,2,3,2,3,1,2,3,2,1,3,3,3,3,2,2,3,1,3,3,2,3,3,8,3,1,2,3,2,3,1,4,3,3,2,3,3,2,1,1,2,108,776,2,3,3,2,4,0,3,3,1,3,4,0,2,2,1,2,4,4,2,3,3,2,3,2,2,1,2,2,2,2,2,2,2,2,4,4,5,4,1,2,0,7,4,7,7,5,5,10,7,2
1,108,777,2,10,5,2,5,5,1,4,2,2,5,2,4,2,6,2,3,3,1,1,1,2,1,2,2,2,1,1,3,3,3,3,2,3,1,4,2,2,2,2,1,3,3,2,3,3,3,3,3,3,3,3,2,3,6,3,3,2,3,2,1,2,3,2,2,2,3,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,777,3,33,2,3,0,23,1,1,0,5,0,0,2,2,2,2,2,3,2,3,3,2,2,2,2,1,2,1,1,2,2,2,2,2,4,4,5,4,1,1,0,7,4,7,7,1,0,8,1,1,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,778,2,9,1,2,1,8,2,1,2,2,3,2,1,1,4,2,2,3,1,1,1,4,1,3,1,2,1,3,2,1,2,1,2,3,1,3,2,2,1,2,2,2,2,2,3,2,3,2,2,2,2,3,2,1,6,3,3,2,1,2,2,1,3,2,2,2,2,4,3,3,4,2,108,778,2,3,3,2,3,0,2,2,1,1,6,0,2,3,1,2,4,4,1,5,2,1,2,1,1,3,2,2,2,2,2,2,2,2,5,2,5,4,1,3,1,3,4,7,7,3,9,10,6,2
1,108,779,2,9,2,2,1,6,3,4,3,2,4,2,2,2,1,2,2,3,2,1,1,4,1,3,3,1,1,1,3,2,2,3,2,3,1,4,2,2,1,2,1,2,1,3,2,2,3,2,3,2,3,2,3,3,8,3,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,779,3,33,2,4,0,33,2,2,0,0,0,0,2,2,2,2,4,4,1,3,2,2,3,1,2,1,2,1,2,2,2,2,2,2,4,4,5,4,1,2,1,0,4,7,7,2,0,8,0,9,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,780,2,10,2,2,5,7,2,2,5,1,4,2,1,1,1,2,2,3,1,1,1,3,1,3,2,2,2,2,3,1,3,2,3,3,2,3,3,2,1,2,3,2,2,3,3,2,2,2,2,2,2,3,3,3,8,3,3,2,3,2,2,1,4,2,1,1,1,1,3,2,1,2,108,780,2,3,3,3,4,0,2,2,1,2,3,0,2,2,2,2,1,1,1,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,4,5,1,0,3,1,1,4,7,7,3,8,11,7,2
1,108,781,2,10,3,2,1,6,2,4,3,2,5,2,1,2,1,2,3,3,2,2,2,2,2,2,2,2,1,3,2,1,1,3,3,3,0,3,2,3,3,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,8,3,3,1,4,2,2,1,2,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,781,1,31,3,3,0,22,2,3,0,2,0,0,2,2,1,2,4,4,1,3,2,2,3,2,1,2,2,2,2,2,2,2,2,2,0,3,5,3,1,3,1,0,4,7,7,1,0,7,1,0,7,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,782,2,9,3,2,1,8,4,2,2,2,5,2,1,1,1,1,2,3,2,1,1,4,1,2,3,1,1,1,2,1,2,2,1,2,0,1,1,2,3,3,2,2,2,3,2,2,3,2,2,2,2,3,3,2,4,2,3,1,3,1,2,3,4,2,2,1,2,3,2,2,2,2,108,782,2,3,3,2,3,0,2,2,1,2,4,0,3,2,1,2,1,2,1,5,3,2,2,1,1,1,2,1,2,2,2,2,2,2,4,3,5,4,2,1,1,3,4,7,7,4,7,11,8,2
1,108,783,2,9,3,2,5,6,1,4,2,2,4,2,2,2,2,2,2,3,1,1,1,2,4,2,2,2,1,1,2,2,2,1,1,3,0,3,2,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,6,3,3,2,2,2,3,2,3,3,1,1,1,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,783,3,33,2,4,0,32,2,1,0,2,0,0,2,2,1,2,4,4,1,3,3,1,2,1,2,0,2,2,2,2,2,2,2,2,3,4,5,1,1,1,1,0,4,7,7,3,0,9,1,0,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,784,2,11,1,2,3,6,1,4,3,2,5,1,1,1,7,2,2,3,1,1,1,4,1,1,1,3,1,1,0,1,2,2,2,0,0,1,1,2,1,1,3,2,2,2,3,2,2,3,3,2,2,2,3,3,8,2,3,1,3,2,2,2,4,3,2,2,3,4,2,2,3,2,108,784,2,3,2,2,4,0,1,3,3,2,2,0,2,2,1,2,4,4,1,3,2,2,3,2,2,1,2,3,2,2,2,2,2,2,5,3,5,4,3,2,1,0,4,7,7,5,6,10,9,2
1,108,785,2,10,2,2,5,6,2,4,2,1,4,2,4,1,3,2,2,3,1,1,1,2,1,1,2,1,1,3,3,3,2,3,3,2,0,4,2,2,3,2,1,3,3,2,2,3,3,1,2,2,2,3,2,2,6,3,3,1,2,3,2,2,4,3,2,1,3,3,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,108,785,3,33,2,4,0,12,1,1,0,8,0,0,1,2,2,2,2,2,1,3,2,2,2,3,2,1,2,1,2,2,2,2,2,2,4,3,5,4,2,2,1,0,4,7,7,3,0,0,0,9,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,108,786,2,9,2,2,5,7,4,3,2,2,4,1,1,1,2,1,2,4,1,1,1,4,1,1,2,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,2,1,3,2,1,3,1,1,1,2,2,3,3,8,3,3,2,4,2,2,1,4,3,3,1,2,4,3,2,3,2,108,786,2,3,2,2,4,0,3,2,3,3,1,0,2,2,1,2,4,4,1,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,5,4,5,4,2,3,1,3,4,7,7,6,7,6,8,2
1,108,787,2,10,2,2,5,6,1,2,2,2,4,2,1,2,7,2,2,3,1,1,1,4,1,3,3,3,1,3,3,1,2,3,2,3,0,1,2,2,1,2,2,2,2,3,1,2,2,2,1,1,2,2,3,3,8,3,2,1,2,2,2,2,3,2,1,1,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
