COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78
1,230,909,3,9,5,4,2,3,5,1,3,2,1,1,2,3,1,2,2,3,1,2,2,2,2,2,1,1,1,1,0,2,1,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,2,1,1,2,1,3,1,2,1,3,2,2,2,2,2,1,3,1,1,2,1,1,2,,223,90,90,82
1,230,910,2,6,4,2,1,3,5,2,1,3,1,1,2,3,2,4,3,2,1,3,2,1,2,2,1,1,2,1,4,3,2,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,4,1,1,1,3,2,1,0,2,2,2,2,2,3,2,1,2,5,0,1,0,0,,223,91,0,94
1,230,911,2,9,3,1,4,4,1,3,4,4,1,1,2,3,4,5,3,4,1,4,4,1,2,2,1,1,2,1,4,3,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,1,2,1,5,5,3,4,5,0,1,1,1,4,5,3,1,5,4,3,4,0,,223,91,10,92
1,230,912,2,9,3,6,1,3,1,3,2,1,1,1,2,3,3,3,3,4,1,4,3,1,2,2,1,1,1,1,0,1,2,1,3,2,1,2,2,2,2,1,2,1,1,2,2,2,4,5,3,1,2,1,3,2,1,1,3,2,2,2,2,1,2,3,1,3,2,1,2,0,,223,91,20,94
1,230,913,2,9,3,2,2,4,5,2,3,2,1,1,2,3,2,3,2,2,1,3,2,1,2,2,1,2,1,2,3,1,2,5,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,1,2,2,1,1,1,1,5,2,2,2,2,1,2,1,1,1,1,1,1,2,,223,91,30,94
1,230,914,2,9,3,2,2,2,5,1,3,5,1,1,2,3,2,4,3,2,1,3,2,1,2,2,1,1,2,2,4,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,5,5,4,1,3,1,2,2,3,2,5,1,2,2,2,3,2,2,1,3,2,3,2,2,,223,91,40,94
1,230,915,2,8,3,2,2,4,0,2,2,1,1,1,2,3,2,4,1,3,1,4,3,1,1,1,1,2,1,1,4,3,2,3,2,2,1,2,2,2,1,2,1,1,1,2,2,2,5,5,4,3,1,1,2,1,1,1,2,1,1,3,3,2,2,2,2,2,2,2,2,2,,223,91,50,93
1,230,916,4,9,4,1,1,3,5,1,4,2,1,1,2,3,2,2,2,2,1,2,2,1,2,2,1,1,2,1,4,1,1,4,3,2,1,1,2,2,1,1,2,1,2,2,2,2,5,1,1,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,91,60,92
1,230,917,4,9,5,6,1,3,7,1,2,2,1,1,2,3,2,3,3,3,1,3,3,1,2,2,1,1,1,1,4,2,1,4,2,1,1,1,2,2,1,1,2,2,2,2,2,2,5,1,1,1,2,2,2,2,1,0,1,2,2,2,2,3,2,3,2,4,2,3,1,1,,223,91,70,90
1,230,918,4,9,2,1,2,3,7,2,2,1,1,1,2,3,2,2,2,3,1,2,2,0,1,1,1,2,2,3,4,2,1,2,5,2,1,1,1,2,1,2,2,1,2,2,2,2,5,5,2,1,1,1,5,5,3,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,,223,91,80,91
1,230,919,2,3,4,2,3,5,5,2,3,2,1,1,2,3,4,4,2,4,1,2,2,1,2,1,1,2,1,1,4,3,2,1,3,2,1,2,2,2,2,1,2,1,2,2,2,2,3,5,4,1,2,2,3,1,2,1,4,3,3,3,3,2,2,1,1,2,2,1,0,0,,223,91,90,94
1,230,920,1,5,4,4,4,3,5,1,4,2,1,1,2,3,2,3,3,3,1,3,3,1,1,2,1,1,1,1,4,3,2,3,5,1,2,2,2,2,1,1,1,2,2,2,1,2,5,5,4,1,2,2,3,1,2,1,5,2,2,3,2,2,2,3,2,3,2,3,1,2,,223,92,0,93
1,230,921,1,6,1,2,3,4,9,2,1,4,1,1,2,3,3,5,3,2,1,3,4,1,2,1,2,2,1,3,3,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,4,2,4,0,5,5,3,4,5,0,0,0,3,5,4,3,0,5,4,3,4,0,,223,92,10,90
1,230,922,1,7,4,2,5,5,9,2,2,5,1,1,2,3,2,4,2,3,1,4,3,1,2,2,1,2,2,2,4,2,1,2,5,2,1,2,1,2,1,2,2,1,2,1,2,2,5,1,4,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,0,3,2,3,2,2,,223,92,20,91
1,230,923,1,10,4,6,3,5,6,3,4,2,1,1,2,3,2,4,3,3,1,4,2,1,2,2,1,2,2,2,3,2,1,3,3,2,1,2,2,2,2,1,1,1,2,2,2,2,4,5,4,1,1,1,1,2,3,2,5,3,2,3,2,3,5,2,0,5,0,1,1,2,,223,92,30,95
1,230,924,1,10,4,1,4,5,1,3,4,4,1,1,2,3,3,5,3,3,1,3,3,1,1,2,1,1,1,2,4,1,1,2,3,2,1,1,1,2,2,1,2,1,2,2,2,2,5,2,2,1,3,2,2,3,2,2,1,3,1,3,2,3,3,1,1,4,3,3,3,2,,223,92,40,92
1,230,925,1,10,5,1,1,3,5,1,4,2,1,1,2,3,2,2,2,2,1,2,1,0,2,2,1,1,1,2,4,2,1,4,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,2,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,92,50,93
1,230,926,3,8,1,7,3,3,5,2,4,2,1,1,2,3,2,3,2,2,1,3,2,1,2,2,1,1,1,2,0,1,2,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,4,1,1,2,3,2,1,1,5,2,2,2,3,3,2,3,2,1,3,1,2,0,,223,92,60,90
1,230,927,0,6,3,2,5,5,2,2,4,5,1,2,2,3,2,4,2,1,2,2,2,0,2,1,1,2,2,2,2,2,1,3,1,2,1,2,2,2,1,1,2,1,2,2,2,2,4,2,1,1,1,2,1,1,2,1,3,1,3,3,2,2,2,2,2,4,3,1,2,0,,223,92,70,91
1,230,928,1,11,2,5,2,3,3,1,2,2,1,1,2,3,3,3,2,3,1,4,3,1,2,2,1,1,1,1,0,3,2,2,5,2,1,1,2,2,2,1,2,1,1,2,2,2,5,5,4,1,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,92,80,92
1,230,929,1,11,1,5,2,5,7,3,2,4,1,1,2,3,3,5,3,4,1,4,4,1,2,2,1,2,1,2,4,3,2,4,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,4,1,1,3,1,2,1,1,1,2,1,2,2,3,2,2,1,3,2,1,2,2,,223,92,90,95
1,230,930,1,9,4,2,3,3,6,1,4,1,1,1,2,0,3,3,0,3,1,2,2,1,2,2,1,1,1,1,4,2,1,3,2,2,1,1,2,1,1,2,2,1,2,2,2,2,5,2,1,1,2,1,3,2,1,1,2,2,1,3,2,2,2,1,0,1,1,1,2,2,,223,93,1,60
1,230,931,1,9,5,3,0,5,2,1,4,4,1,1,2,3,4,5,3,4,2,4,3,1,2,2,1,1,1,1,4,2,1,4,3,1,2,1,2,1,1,2,2,2,2,1,2,2,5,2,1,2,2,1,0,5,3,4,5,0,0,0,1,5,5,0,1,5,0,3,0,2,,223,93,11,62
1,230,932,1,9,5,2,1,4,3,2,4,2,1,1,2,3,2,5,2,1,1,4,2,1,2,2,1,1,1,1,4,2,1,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,1,1,1,1,2,3,1,1,1,1,2,2,2,2,1,2,1,2,3,2,1,2,2,,223,93,21,62
1,230,933,1,10,4,5,3,5,7,2,2,4,3,1,2,3,4,5,3,4,2,4,4,2,2,1,1,1,1,1,4,3,2,2,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,5,4,1,3,3,1,3,1,2,5,1,1,3,3,3,3,3,1,3,2,3,0,0,,223,93,31,60
1,230,934,3,8,4,5,2,3,6,2,2,2,1,1,2,3,2,4,2,3,1,4,4,1,2,1,1,2,1,2,3,3,2,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,2,4,1,2,2,3,2,5,2,2,2,2,4,5,3,0,4,4,1,4,2,,223,93,41,63
1,230,935,1,3,5,3,2,4,4,2,4,2,1,1,2,3,2,2,2,3,0,3,3,0,2,2,1,1,1,2,4,1,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,4,1,2,2,2,1,2,2,2,2,2,2,3,3,5,1,2,2,2,1,1,2,,223,93,51,63
1,230,936,1,4,4,3,4,4,3,2,1,4,1,1,2,3,3,3,3,4,2,5,2,0,2,2,1,1,1,2,2,2,1,4,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,3,2,0,1,2,4,1,1,1,1,1,3,3,3,2,1,1,3,3,1,2,1,,223,93,61,64
1,230,937,3,11,5,7,4,2,3,2,4,2,1,1,2,3,2,2,1,3,1,2,0,1,2,2,1,1,1,2,3,2,1,4,3,1,1,2,2,2,2,1,2,1,1,1,2,2,6,2,3,1,4,1,1,4,3,4,5,0,0,0,0,0,5,3,0,5,0,3,0,1,,223,93,71,62
1,230,938,2,6,4,4,2,3,5,2,3,2,1,1,2,3,2,4,2,3,1,1,2,1,2,1,2,2,1,1,0,2,1,2,3,2,2,2,2,2,1,1,1,1,2,1,2,2,5,3,3,1,2,3,3,1,2,2,4,3,1,2,3,1,2,3,1,1,2,1,2,2,,223,93,81,72
1,230,939,2,9,3,3,2,3,7,1,2,2,1,1,2,3,1,2,1,2,1,1,2,1,2,2,1,2,1,1,4,3,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,2,2,1,4,1,1,1,2,2,2,2,1,3,5,1,1,2,2,3,2,2,,223,93,91,71
1,230,940,2,9,4,3,1,1,4,2,4,1,1,1,2,3,2,1,1,1,1,1,2,1,2,2,1,1,2,1,0,2,1,3,2,2,2,2,2,2,1,1,2,1,2,2,2,2,3,2,1,1,1,2,2,3,1,2,1,2,2,3,2,2,1,1,2,1,1,1,1,2,,223,94,1,73
1,230,941,4,6,3,3,2,3,8,1,4,3,1,2,2,3,2,2,2,2,1,1,2,2,2,1,1,1,1,2,4,3,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,5,4,1,1,2,3,1,2,2,3,2,2,3,2,2,2,3,2,5,0,1,2,2,,223,94,11,73
1,230,942,1,5,3,3,3,5,7,2,4,3,1,1,2,3,2,4,1,3,1,2,2,1,2,2,1,2,2,2,3,3,2,3,5,2,1,2,1,1,2,2,2,2,2,1,1,2,5,5,4,1,2,1,2,2,2,2,5,3,3,2,3,3,2,1,2,3,2,1,2,0,,223,94,21,71
1,230,943,1,5,4,3,1,2,5,2,2,2,1,1,2,3,2,2,1,2,1,1,2,2,2,2,1,2,2,1,4,3,2,3,2,1,1,1,2,2,1,2,1,2,2,2,2,2,5,5,4,1,1,2,4,1,1,0,4,2,2,2,2,1,1,1,2,1,2,1,0,0,,223,94,31,72
1,230,944,1,10,3,3,2,2,5,1,4,1,1,1,2,3,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,2,2,1,1,1,4,1,2,1,2,2,2,2,2,2,1,1,1,2,2,3,2,2,,223,94,41,71
1,230,945,1,10,4,3,4,5,5,2,2,3,1,1,2,3,3,4,3,2,1,2,1,1,2,1,2,2,2,1,4,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,0,1,4,1,2,3,1,1,1,3,3,1,2,3,2,3,1,3,3,2,2,1,,223,94,51,71
1,230,946,2,4,4,3,2,5,4,2,1,1,1,1,2,3,2,2,3,1,1,1,2,1,2,2,1,1,2,1,4,3,2,3,2,2,1,2,2,2,1,1,2,2,2,1,1,2,5,5,4,2,1,3,3,2,1,1,2,1,1,3,1,2,1,1,1,1,1,1,2,2,,223,94,61,70
1,230,947,1,4,3,3,1,5,5,2,4,1,1,3,2,3,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,1,2,4,1,2,1,1,1,1,1,2,2,2,2,2,2,2,5,1,1,1,1,1,3,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,2,,223,94,71,74
1,230,948,3,11,4,3,2,4,8,2,2,1,1,1,2,3,2,2,1,2,1,1,2,1,2,2,1,1,2,1,0,3,2,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,3,1,1,3,1,1,1,3,3,3,3,1,3,2,0,2,3,2,2,2,,223,94,81,74
1,230,949,3,4,5,3,3,4,3,2,3,2,1,1,2,3,2,2,2,2,1,2,2,0,2,2,0,1,1,2,1,2,1,2,3,2,1,1,2,2,1,2,2,1,2,1,2,2,5,5,4,1,1,2,3,1,2,1,3,2,2,2,2,3,2,1,2,2,1,1,1,2,,223,94,91,73
1,230,950,3,9,3,3,3,5,2,1,3,4,1,1,2,3,2,5,3,4,1,4,4,2,2,1,1,2,1,1,4,1,2,2,5,2,2,2,2,2,1,2,2,2,1,2,1,2,3,5,4,1,1,2,3,1,1,1,2,3,2,2,2,2,2,1,1,1,2,1,1,2,,223,95,1,70
1,230,951,2,6,5,1,4,5,2,3,2,4,1,1,2,3,2,5,3,3,1,2,4,1,2,2,0,1,2,2,4,1,2,1,3,2,1,1,2,2,2,2,1,2,1,1,2,2,5,3,4,1,1,2,5,5,3,4,5,1,2,2,3,5,5,3,1,5,0,1,0,0,,223,95,11,81
1,230,952,2,9,4,1,1,3,4,2,3,2,1,1,2,3,2,2,2,2,1,3,2,1,2,1,1,1,1,2,3,2,1,2,5,2,1,1,1,2,1,2,2,1,2,2,2,2,5,2,4,1,1,1,3,2,3,3,5,2,2,2,1,2,2,1,1,3,2,3,2,2,,223,95,21,83
1,230,953,2,8,2,5,2,2,2,1,4,2,1,1,2,3,2,2,1,2,1,2,2,1,1,2,1,1,1,2,4,2,1,3,2,2,1,2,1,2,1,1,2,1,2,2,2,2,5,1,1,2,2,2,5,5,3,1,5,2,3,3,2,5,5,1,1,3,0,1,0,0,,223,95,31,82
1,230,954,4,11,4,6,2,2,3,1,3,2,1,1,2,3,3,4,2,2,1,2,2,1,2,2,1,1,1,1,0,2,1,3,3,2,1,1,2,2,2,1,2,1,2,1,2,2,5,2,1,1,1,2,1,2,3,2,5,2,2,2,2,2,5,1,2,3,2,1,1,0,,223,95,41,82
1,230,955,5,11,3,6,3,2,5,1,4,3,1,1,2,3,3,4,3,3,1,3,1,1,2,2,1,1,1,2,2,1,2,2,3,2,1,2,2,2,1,2,2,1,2,1,1,2,5,3,3,1,2,2,3,3,1,1,5,3,1,3,1,3,3,3,2,3,3,3,3,2,,223,95,51,83
1,230,956,5,11,2,5,1,5,0,0,0,0,0,0,2,3,2,2,2,3,1,3,2,1,2,2,1,1,1,2,4,1,2,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,2,1,2,3,2,2,1,5,2,2,2,1,3,5,2,2,3,2,1,2,2,,223,95,61,81
1,230,957,5,9,5,4,1,3,10,2,3,2,1,1,2,3,2,3,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,3,3,1,1,2,2,2,2,1,1,1,2,2,2,2,5,2,2,2,2,2,1,2,3,3,3,1,2,1,1,3,0,1,2,2,2,1,0,0,,223,95,71,80
1,230,958,2,0,4,1,4,3,0,2,2,4,1,1,2,3,3,4,3,3,1,2,4,1,1,2,1,2,1,1,0,2,1,2,3,2,1,1,2,2,2,1,2,1,2,1,2,2,5,3,3,1,2,2,1,2,1,1,1,2,1,3,3,3,5,3,1,3,2,1,4,0,,223,95,81,81
1,230,959,2,5,2,4,5,4,2,2,4,2,1,1,2,3,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,3,2,1,1,2,2,2,1,2,2,1,1,2,2,2,5,5,4,1,1,2,1,1,3,2,2,2,3,2,1,2,1,1,2,1,1,1,1,2,,223,95,91,81
1,230,960,3,9,2,1,3,3,3,2,3,2,1,1,2,3,2,2,2,2,1,2,2,1,2,2,1,1,2,2,4,2,2,3,2,2,1,2,2,2,1,2,1,1,2,1,2,2,5,1,1,1,1,2,5,5,3,4,5,2,2,2,2,5,5,1,2,5,0,1,2,0,,223,96,1,80
1,230,961,3,8,3,1,1,2,3,2,4,1,1,1,2,3,2,2,1,2,1,3,2,1,2,2,1,1,2,2,2,0,0,0,0,2,1,2,2,2,1,2,1,1,2,1,2,2,5,1,1,1,1,2,2,2,3,3,5,2,2,2,2,3,2,3,2,3,2,3,2,2,,223,96,11,82
1,230,962,3,8,4,5,2,3,2,2,3,2,1,1,2,3,1,3,1,1,1,4,2,1,1,2,1,1,1,3,3,2,1,3,2,2,1,2,2,2,2,1,2,1,1,2,1,2,5,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,3,3,2,1,2,,223,96,21,83
1,230,963,1,3,4,1,5,2,2,1,3,2,1,1,2,3,2,2,1,2,1,3,3,1,2,1,1,2,1,2,4,2,2,2,5,2,1,2,2,2,1,1,1,1,2,2,2,2,5,2,1,2,1,3,1,1,1,1,1,2,1,3,2,3,5,1,1,3,2,1,1,2,,223,96,31,82
1,230,964,3,0,4,1,4,3,0,1,2,5,1,1,2,3,2,4,0,2,1,3,0,1,2,2,1,1,0,2,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,0,5,4,1,2,2,5,5,3,4,5,0,0,0,0,5,5,0,0,0,0,0,0,0,,223,96,41,80
1,230,965,3,9,4,1,2,3,7,2,4,2,1,1,2,3,2,4,2,2,1,3,2,1,2,2,1,1,1,2,4,1,2,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,3,2,3,3,1,2,2,2,2,3,2,2,1,3,2,1,1,2,,223,96,51,81
1,230,966,2,9,2,6,2,4,3,1,2,3,1,1,2,3,2,2,2,2,1,3,3,1,2,1,2,1,1,3,3,3,2,2,3,2,1,1,1,2,1,2,1,2,2,2,2,2,5,2,4,1,2,1,1,2,2,2,4,2,1,1,3,3,2,1,2,2,2,1,2,2,,223,96,61,91
1,230,967,2,11,5,4,2,3,3,2,4,4,1,1,2,3,4,5,3,3,0,1,2,2,2,2,1,1,1,1,4,1,2,2,3,2,1,1,2,2,1,2,2,1,2,2,1,2,5,5,4,1,2,1,1,3,1,1,1,2,2,3,3,3,5,3,1,5,4,1,0,2,,223,96,71,91
1,230,968,1,2,3,2,5,5,3,2,2,5,1,1,2,3,1,4,2,3,1,2,2,1,2,2,1,1,1,2,2,2,2,5,2,2,1,2,2,2,1,1,1,2,1,2,2,2,5,1,1,1,1,2,2,2,3,1,2,1,2,2,2,3,5,1,1,3,2,1,2,2,,223,96,81,90
1,230,969,1,11,1,1,1,5,7,1,1,1,1,1,2,3,1,1,1,2,1,4,2,0,2,1,1,2,0,3,3,3,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,3,5,4,3,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,96,91,91
1,230,970,3,9,4,6,2,4,7,2,3,4,1,1,2,3,3,5,3,3,1,2,2,1,2,2,1,1,1,1,4,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,5,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,3,2,3,2,1,2,0,,223,97,1,90
1,230,971,2,9,3,1,1,3,7,1,2,5,1,1,2,3,2,4,2,2,1,3,3,1,2,2,1,1,1,1,0,2,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,1,1,1,1,2,0,2,3,3,5,1,1,3,1,4,2,2,0,5,0,1,2,0,,223,97,12,2
1,230,972,2,9,2,5,1,5,5,1,4,2,1,1,2,3,2,4,2,3,1,4,2,1,2,2,1,1,2,2,2,3,2,4,2,1,1,2,2,2,1,1,1,2,2,2,2,2,5,5,4,1,1,2,2,1,3,0,0,0,0,2,1,3,2,3,2,2,2,1,2,0,,223,97,22,4
1,230,973,4,9,3,1,1,3,7,2,3,4,1,1,2,3,3,4,3,4,1,4,4,1,2,1,1,1,2,2,4,2,1,3,2,2,1,2,2,1,1,2,1,1,2,2,2,2,5,2,1,1,2,2,2,2,2,2,3,2,2,3,1,2,1,3,1,3,2,1,2,0,,223,97,32,2
1,230,974,4,9,4,5,1,3,3,2,0,2,1,1,2,3,2,3,2,2,1,0,2,1,2,2,1,0,0,2,4,2,1,5,5,2,1,2,2,2,1,1,1,1,2,2,2,2,5,0,0,1,1,2,1,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,97,42,3
1,230,975,4,8,3,5,1,3,6,2,4,1,1,1,2,3,2,3,3,3,1,1,2,1,2,2,1,1,1,2,3,3,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,5,5,4,1,1,2,2,2,1,1,5,2,2,2,1,1,2,1,1,2,2,2,1,1,,223,97,52,0
1,230,976,5,8,1,5,1,4,3,2,4,4,1,1,2,3,3,4,3,3,1,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,5,5,4,1,2,1,1,2,2,2,5,1,2,2,3,1,2,3,2,5,0,1,3,2,,223,97,62,5
1,230,977,1,9,4,1,3,5,7,2,2,3,1,1,2,3,2,4,3,3,1,4,1,2,2,2,1,1,2,2,3,3,2,2,5,2,1,2,2,2,1,2,2,1,2,2,2,2,3,5,4,1,3,0,1,2,2,1,4,1,1,3,2,2,5,3,1,3,3,3,2,2,,223,97,72,3
1,230,978,3,7,5,1,3,4,7,2,2,4,2,1,2,3,3,4,3,3,1,4,4,1,2,1,1,1,2,2,4,3,2,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,3,5,4,1,2,2,5,5,3,4,5,0,0,0,0,5,5,1,2,0,0,3,0,0,,223,97,82,2
1,230,979,2,9,3,5,1,2,2,1,4,1,1,1,2,3,1,2,1,1,1,2,2,2,2,1,1,1,1,2,4,3,2,4,1,1,1,1,2,2,2,1,2,1,2,2,2,2,5,5,4,1,1,3,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,0,,223,97,92,12
1,230,980,2,9,4,1,1,3,5,2,4,2,1,1,2,3,2,4,2,3,1,3,3,1,2,2,1,2,2,1,0,2,1,4,2,2,1,1,2,2,1,2,1,1,2,2,2,2,5,2,1,1,1,1,5,5,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,98,2,11
1,230,981,2,9,5,2,1,2,3,3,4,2,1,1,2,3,2,2,1,2,1,2,2,1,2,2,1,1,1,1,0,2,1,3,2,2,1,1,2,2,2,2,2,1,1,1,2,2,5,2,1,1,1,1,1,2,3,2,4,2,2,1,1,2,2,3,2,1,1,1,2,0,,223,98,12,12
1,230,982,2,10,5,3,3,1,7,2,3,2,1,1,2,3,3,4,3,2,2,5,2,2,2,2,1,1,1,1,4,2,1,3,3,2,2,1,2,2,2,1,2,1,2,1,1,2,5,2,2,1,2,3,3,3,2,3,5,2,2,2,2,1,3,1,2,1,2,1,2,1,,223,98,22,12
1,230,983,2,10,5,3,1,2,3,1,3,3,1,1,2,3,3,4,3,3,1,3,4,1,2,2,1,1,1,1,4,2,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,3,1,2,1,1,2,5,2,2,3,3,2,2,1,1,3,2,1,1,2,,223,98,32,12
1,230,984,4,6,5,5,3,3,8,2,3,4,2,1,2,3,3,4,3,3,1,2,2,2,2,2,1,1,1,1,4,2,1,4,3,1,1,1,2,1,2,2,2,1,2,2,2,2,5,3,3,1,1,3,1,2,1,1,1,2,2,3,3,2,3,2,0,1,1,1,2,1,,223,98,42,10
1,230,985,4,7,4,1,4,2,7,2,4,1,1,1,2,3,3,4,3,3,0,2,2,0,2,2,1,2,2,0,4,2,1,3,2,2,1,1,2,1,2,2,2,1,2,2,1,2,5,1,1,1,1,2,1,1,2,2,5,1,3,3,3,2,2,1,0,3,0,1,2,2,,223,98,52,14
1,230,986,4,9,5,1,5,3,2,2,4,1,1,1,2,3,3,4,1,1,1,1,2,1,2,2,1,1,1,1,4,1,2,3,3,2,2,2,2,1,1,1,1,1,2,2,2,2,5,5,4,1,1,2,4,1,1,1,3,2,2,2,3,1,1,2,1,1,1,1,1,2,,223,98,62,10
1,230,987,4,10,3,2,1,2,7,2,4,1,1,1,2,3,2,2,1,1,1,1,2,1,2,2,1,2,1,2,4,2,1,4,3,2,1,1,2,2,1,2,1,1,2,2,2,2,5,1,1,1,1,2,4,1,1,1,1,2,2,3,2,1,1,1,2,1,1,1,1,1,,223,98,72,14
1,230,988,5,9,4,1,1,2,10,1,4,3,1,1,2,3,2,2,3,2,1,2,2,1,2,2,1,2,1,1,4,2,1,3,3,2,1,2,2,1,2,1,2,1,2,1,2,2,5,1,1,1,1,3,5,5,3,4,5,2,2,2,1,5,5,1,2,0,0,0,1,0,,223,98,82,14
1,230,989,1,4,5,2,2,4,3,2,4,3,1,1,2,3,3,4,3,3,2,2,2,1,1,2,1,1,1,1,4,2,1,4,3,2,2,1,2,2,1,2,1,2,2,1,1,2,5,2,3,1,4,1,2,2,2,2,3,2,3,1,1,2,2,3,1,3,3,2,1,2,,223,98,92,11
1,230,990,1,5,3,2,5,0,5,1,4,5,1,1,2,3,2,2,2,3,1,4,3,1,1,1,2,2,2,1,4,2,1,3,5,2,1,1,1,2,1,2,2,1,2,2,2,2,5,2,2,1,2,1,1,2,3,2,5,2,2,2,2,3,2,3,1,2,2,1,2,2,,223,99,2,13
1,230,991,1,7,4,5,2,2,7,2,2,2,1,1,2,3,2,2,2,2,1,2,3,2,2,2,1,1,1,1,4,2,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,1,1,2,2,3,1,1,2,2,2,2,3,2,3,2,3,2,3,2,3,1,2,,223,99,12,11
