COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78
1,230,1,1,9,5,5,2,1,4,2,3,3,1,1,2,3,3,4,3,3,1,3,2,2,1,2,1,1,2,1,4,2,1,4,2,2,2,1,2,2,1,1,2,1,2,2,1,2,5,2,1,1,1,2,2,2,3,2,5,1,1,2,3,3,3,3,1,1,2,2,1,2,,223,0,12,10
1,230,2,3,10,5,3,2,5,8,2,2,4,1,1,2,3,4,5,3,3,2,2,4,2,2,2,0,0,0,0,0,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,0,22,11
1,230,3,1,4,4,3,2,4,7,1,1,4,1,1,2,3,2,4,3,3,1,4,4,0,2,2,1,1,2,1,4,2,1,2,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,4,3,1,4,1,2,3,3,2,5,3,3,3,1,1,4,3,0,1,4,1,4,1,,223,0,32,14
1,230,4,3,11,5,3,2,2,5,1,4,3,1,1,2,3,3,3,2,3,1,2,2,2,2,2,1,1,2,1,4,2,1,3,3,2,1,1,2,2,1,1,2,1,2,2,2,2,5,1,1,1,1,2,2,2,2,3,4,1,2,3,3,2,2,3,1,2,2,2,2,1,,223,0,42,13
1,230,5,3,4,4,1,5,2,3,2,4,2,3,2,2,3,2,2,1,2,1,4,3,1,2,2,1,1,1,2,4,2,1,3,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,2,2,1,1,2,4,1,1,1,3,2,2,2,2,2,2,3,0,1,2,1,1,2,,223,0,52,12
1,230,6,3,5,5,4,2,2,3,2,4,2,1,1,2,3,3,3,2,2,1,3,2,1,2,2,1,1,1,1,0,2,1,3,2,2,2,1,2,2,1,1,2,1,2,1,2,2,5,1,1,1,1,3,3,2,1,2,5,3,2,2,2,3,2,1,2,2,2,3,2,1,,223,0,62,10
1,230,7,3,6,5,4,2,2,6,2,4,2,2,1,2,3,2,3,3,3,1,1,1,2,2,2,1,1,1,1,4,2,1,3,5,2,2,1,2,1,1,2,2,1,2,2,1,2,5,1,1,1,2,2,3,2,1,2,5,2,2,2,3,4,5,2,2,3,3,3,2,1,,223,0,72,13
1,230,8,3,7,5,4,5,3,7,2,4,3,2,1,2,3,3,4,3,3,1,3,4,0,2,2,1,1,1,1,0,2,2,2,5,2,1,2,2,2,2,1,1,1,1,2,2,2,5,2,4,1,1,3,1,4,1,1,5,2,1,2,3,5,5,3,1,1,2,2,2,1,,223,0,82,13
1,230,9,2,7,4,2,2,3,7,1,3,2,1,2,2,3,2,1,2,1,1,3,2,1,2,2,1,1,1,2,4,2,1,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,1,1,1,1,2,1,3,1,2,5,2,1,2,1,3,5,3,1,3,0,1,1,2,,223,0,92,22
1,230,10,2,7,4,2,2,3,5,2,2,1,1,2,2,3,2,2,2,2,1,4,2,1,2,2,1,1,2,2,4,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,2,1,1,1,5,2,2,2,1,3,2,1,1,2,2,1,1,2,,223,1,1,35
1,230,11,2,8,3,2,3,5,7,2,2,2,1,1,2,3,4,2,2,4,1,4,3,1,2,1,1,1,1,2,4,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,5,5,4,2,2,1,2,2,1,2,5,2,2,2,2,2,2,2,1,2,2,1,1,2,,223,1,11,32
1,230,12,2,2,4,2,1,2,5,2,4,1,1,1,2,3,2,2,1,2,1,2,2,1,2,2,1,0,0,2,4,2,1,3,2,2,1,2,2,1,1,2,2,1,2,1,2,2,5,2,1,1,1,2,3,1,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,0,,223,1,21,34
1,230,13,2,2,4,2,2,4,3,2,4,4,1,1,2,3,4,5,3,3,1,4,2,1,2,2,1,1,2,2,4,3,2,5,3,2,1,2,2,2,1,2,1,1,1,2,2,2,5,5,4,1,1,1,3,2,1,2,5,2,2,3,2,3,5,1,2,3,3,1,1,2,,223,1,31,33
1,230,14,4,3,4,2,1,2,3,2,4,2,1,2,2,3,2,2,2,3,1,3,2,1,2,2,1,1,1,1,4,3,2,3,3,2,1,1,2,2,1,2,2,1,2,1,2,2,5,5,4,1,2,1,3,1,1,2,5,2,2,2,3,3,3,1,1,1,1,1,1,2,,223,1,41,30
1,230,15,4,6,4,2,2,3,3,2,4,2,1,1,2,3,2,2,2,2,1,3,2,1,2,2,1,1,2,1,4,3,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,5,4,2,2,2,1,3,3,4,5,3,1,3,1,3,5,3,0,5,0,3,2,0,,223,1,51,34
1,230,16,4,7,4,2,1,3,5,2,2,1,1,1,2,3,2,3,2,3,1,4,2,1,2,2,1,1,1,2,4,1,2,3,3,2,1,2,2,1,1,2,1,1,2,2,2,2,5,1,2,1,2,1,1,2,2,2,2,2,1,3,1,4,5,3,1,1,1,1,1,2,,223,1,61,35
1,230,17,4,10,3,2,1,2,5,2,3,5,1,1,2,3,2,4,2,3,1,2,2,1,2,2,1,1,1,2,2,1,2,3,2,1,1,2,2,2,1,2,1,1,2,2,2,2,5,5,4,3,2,2,2,3,1,2,5,3,2,3,2,2,5,2,1,1,2,1,3,1,,223,1,71,30
1,230,18,2,3,4,2,5,3,7,2,4,3,1,1,2,3,3,4,2,3,1,3,3,1,2,2,1,1,2,2,2,2,1,3,2,2,2,2,2,2,1,1,1,1,2,1,2,2,5,2,3,1,1,3,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,,223,1,81,32
1,230,19,2,3,4,2,1,3,10,2,3,1,1,1,2,3,0,2,1,1,1,4,2,1,2,2,1,1,1,1,0,3,2,3,2,1,1,2,2,2,1,2,2,2,1,1,2,2,5,0,1,2,0,2,3,2,1,1,2,2,1,3,3,1,2,2,1,1,2,2,1,0,,223,1,91,33
1,230,20,2,4,4,2,3,5,8,1,1,1,1,1,2,3,4,3,2,2,1,4,1,1,2,1,1,1,1,1,4,1,2,3,2,2,1,2,2,2,1,2,1,1,2,2,1,2,5,5,4,1,1,1,4,1,2,1,4,3,3,2,2,2,2,1,1,5,0,1,2,2,,223,2,1,32
1,230,21,1,5,4,2,1,3,10,2,3,1,1,1,2,3,2,2,1,2,1,2,2,1,2,2,1,1,1,1,4,2,2,3,2,2,1,2,2,2,1,2,1,1,2,2,2,2,4,5,4,1,2,2,4,1,1,1,1,2,2,2,2,2,2,1,1,3,2,1,0,0,,223,2,11,30
1,230,22,1,5,5,2,1,2,5,2,4,1,1,1,2,3,2,2,1,2,1,2,2,1,2,2,1,1,1,1,4,1,2,3,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,1,1,3,3,2,1,1,1,2,2,2,2,1,1,1,1,3,2,1,1,2,,223,2,21,32
1,230,23,1,5,5,2,2,3,8,2,4,1,1,1,2,3,2,2,0,2,2,4,2,1,2,2,1,1,2,2,0,2,2,2,3,2,1,2,2,2,1,1,2,1,2,1,2,2,5,5,4,1,2,2,3,2,1,1,5,2,1,2,2,3,5,3,1,3,2,3,2,0,,223,2,31,34
1,230,24,1,6,3,2,2,3,5,2,3,1,1,1,2,3,2,2,1,1,1,2,2,1,2,2,1,2,1,2,4,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,4,1,1,2,1,1,4,1,2,3,4,2,2,2,1,1,1,1,1,1,1,1,1,2,,223,2,41,31
1,230,25,1,7,4,2,1,3,4,2,1,3,1,1,2,3,2,2,3,3,1,2,2,1,2,2,2,2,2,3,3,3,2,2,3,1,1,1,2,2,2,2,2,2,1,2,1,2,5,5,4,2,4,3,1,3,3,2,5,3,3,3,3,1,3,1,1,4,3,3,1,2,,223,2,51,33
1,230,26,5,9,3,4,1,2,5,2,4,2,1,1,2,3,2,2,1,1,1,2,2,1,2,2,1,2,1,2,0,1,1,3,2,2,1,1,2,2,2,1,2,1,2,2,1,2,5,2,2,1,1,1,2,2,1,2,3,2,1,1,1,2,2,3,1,2,2,1,1,0,,223,2,61,53
1,230,27,5,9,4,2,2,3,9,2,2,4,1,1,2,3,2,4,3,2,1,3,2,1,2,2,1,1,1,2,2,1,1,3,5,2,2,2,2,1,1,1,2,1,2,1,2,2,5,5,4,1,2,1,3,2,2,1,3,2,2,3,2,2,2,3,2,2,2,1,3,0,,223,2,71,53
1,230,28,1,9,3,1,2,2,2,1,4,1,1,1,2,3,2,3,1,2,1,4,2,2,2,2,1,1,2,2,1,3,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,4,1,1,1,1,1,2,2,5,2,2,3,2,3,2,2,2,5,0,3,0,0,,223,2,81,53
1,230,29,3,8,5,7,2,3,10,2,4,3,1,1,2,0,0,4,3,3,1,2,2,0,2,2,1,1,1,1,4,2,1,5,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,0,0,1,2,1,1,3,3,2,5,0,0,0,3,3,3,1,2,5,0,3,0,0,,223,2,91,50
1,230,30,0,0,0,0,0,0,0,2,4,5,1,1,2,3,2,2,2,2,1,4,3,1,0,0,0,0,0,0,0,1,2,3,2,2,1,2,2,1,1,2,2,2,1,2,1,2,5,1,2,1,2,1,2,2,3,2,5,2,2,2,2,3,2,3,1,3,0,3,2,0,,223,3,1,53
1,230,31,1,3,4,1,3,2,4,2,2,2,1,1,2,3,2,2,3,2,1,3,3,1,1,2,2,2,1,1,4,2,1,3,3,2,1,1,1,2,1,2,2,2,2,1,2,2,5,2,3,1,1,2,1,2,1,2,3,2,2,2,1,2,2,1,1,2,2,2,1,2,,223,3,11,51
1,230,32,1,4,4,3,2,2,2,2,4,1,1,1,2,3,2,2,1,4,1,2,2,1,2,2,1,1,1,2,4,2,1,3,2,2,1,2,2,2,1,1,2,1,2,1,2,2,5,1,1,1,1,3,1,3,3,2,1,0,1,1,3,3,2,1,1,1,2,1,1,1,,223,3,21,51
1,230,33,3,11,3,2,1,1,3,1,4,1,1,1,2,3,2,1,1,2,1,1,2,1,2,2,1,1,1,1,0,1,1,3,3,1,2,2,2,1,1,1,2,1,2,2,2,2,5,2,1,1,1,3,2,2,3,3,5,3,1,1,3,2,2,3,1,3,2,3,1,2,,223,3,31,53
1,230,34,3,9,5,4,2,2,3,2,3,2,1,1,2,3,3,2,2,3,1,4,2,2,2,2,1,1,2,1,4,1,2,3,3,2,1,1,2,2,1,2,2,1,2,2,1,2,5,5,4,1,3,3,2,2,2,2,3,3,2,3,3,2,2,2,1,1,1,1,1,1,,223,3,41,50
1,230,35,2,9,1,1,3,5,3,2,4,4,1,1,2,3,3,5,3,2,1,2,2,0,2,2,1,1,1,1,4,3,2,4,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,5,4,1,2,1,5,5,3,4,5,2,0,2,2,5,5,3,2,5,0,1,0,0,,223,3,51,61
1,230,36,4,11,1,6,2,5,7,3,2,4,2,1,2,3,4,4,3,4,2,1,4,2,2,2,1,1,1,1,4,2,1,4,2,2,1,1,1,2,2,1,2,2,2,1,2,2,5,1,1,1,1,2,5,4,3,4,1,1,2,3,2,4,5,3,2,4,4,3,0,1,,223,3,61,63
1,230,37,4,10,4,7,2,3,7,2,3,2,1,1,2,3,2,2,1,2,1,2,2,2,2,2,1,1,1,1,4,2,1,4,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,2,1,1,1,2,3,2,1,3,1,2,2,2,2,2,2,2,2,2,2,1,1,2,,223,3,71,60
1,230,38,5,7,4,7,4,4,5,2,3,2,1,1,2,3,2,2,2,3,1,3,2,1,1,2,1,1,1,2,4,3,2,3,3,2,1,2,2,2,2,1,2,1,2,1,1,2,5,5,4,1,1,3,1,3,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,,223,3,81,62
1,230,39,1,5,4,4,3,5,3,2,4,3,1,1,2,3,4,5,3,3,1,2,2,1,2,2,1,2,2,1,4,1,2,5,5,2,1,1,1,2,2,1,2,1,2,2,2,2,5,5,4,1,1,2,2,2,3,3,5,2,1,3,3,1,2,1,1,2,1,1,2,1,,223,3,91,62
1,230,40,1,5,4,4,1,5,7,2,4,3,1,1,2,3,3,5,3,4,1,4,4,2,2,2,1,1,1,1,4,2,2,2,3,2,1,1,2,2,2,1,2,1,2,2,1,2,5,5,4,1,1,2,4,1,1,2,5,2,2,2,2,2,2,1,2,2,1,1,2,2,,223,4,1,64
1,230,41,1,7,3,5,3,5,7,2,2,4,1,1,2,3,4,5,3,4,2,5,4,0,2,2,1,1,2,2,4,1,2,1,3,2,1,2,2,2,1,2,2,2,2,1,2,2,3,5,4,1,2,2,1,2,1,1,2,2,2,2,2,3,2,1,2,3,2,1,1,2,,223,4,11,62
1,230,42,1,3,4,2,2,2,5,2,3,1,1,1,3,3,2,4,1,1,0,2,2,2,1,2,1,2,1,2,4,1,2,4,1,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,1,2,1,2,2,1,2,2,3,1,3,2,2,2,2,2,3,2,2,,223,4,22,0
1,230,43,3,5,4,1,1,2,5,1,4,2,3,3,3,3,2,2,2,1,1,2,2,0,2,1,1,1,2,2,2,3,2,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,2,1,2,1,2,3,2,2,2,3,2,1,1,3,2,3,2,0,,223,4,31,50
1,230,44,4,7,4,5,2,5,5,2,2,2,1,1,3,3,3,4,2,2,2,2,4,2,2,2,1,2,2,2,4,3,2,1,3,2,1,1,2,1,1,2,2,1,2,2,2,2,5,5,4,1,2,2,5,5,3,4,5,0,0,0,0,5,5,0,0,0,0,0,0,0,,223,4,42,2
1,230,45,4,7,5,2,1,3,5,1,4,3,1,1,3,0,2,3,2,3,1,2,2,2,2,2,1,2,2,1,4,3,2,3,3,2,1,1,2,2,2,1,2,1,2,1,2,2,5,5,4,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,0,2,2,2,1,2,,223,4,52,0
1,230,46,3,9,5,4,2,3,5,2,4,3,1,2,3,3,2,4,2,3,1,2,2,1,2,2,1,1,2,2,2,1,2,3,3,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,4,1,3,3,1,2,1,2,5,2,2,2,2,3,2,3,1,3,2,1,2,2,,223,4,62,22
1,230,47,2,6,2,4,2,2,6,1,4,5,0,1,3,3,2,1,2,1,1,2,2,1,2,2,1,1,2,1,4,2,1,3,5,2,1,1,2,1,1,2,2,1,2,2,2,2,5,5,4,1,1,3,1,2,2,1,3,2,2,0,3,3,5,1,2,5,0,2,2,2,,223,4,72,21
1,230,48,2,7,2,4,1,1,7,2,4,1,1,1,3,3,2,2,1,2,1,2,2,1,2,2,1,1,1,2,4,1,1,3,2,2,1,2,2,1,1,1,2,1,2,2,2,2,5,2,1,1,1,2,3,2,1,1,2,2,2,2,2,2,2,1,2,5,0,0,2,2,,223,4,82,20
1,230,49,1,11,3,3,2,3,7,2,3,1,1,1,3,3,2,1,1,2,1,2,2,1,2,2,1,1,2,1,4,2,1,3,2,2,1,2,2,2,1,1,2,2,1,1,2,2,5,1,2,1,1,2,2,3,1,1,2,3,1,3,3,2,3,1,1,3,3,1,2,1,,223,4,92,20
1,230,50,3,7,3,1,2,4,7,1,3,3,1,1,3,3,3,5,3,4,1,4,3,1,2,2,1,2,1,1,4,2,2,1,3,2,1,2,2,2,1,1,2,1,2,2,2,2,4,5,4,1,2,2,2,3,1,2,1,2,2,2,2,1,3,1,1,5,3,1,2,2,,223,5,2,4
1,230,51,4,0,4,4,3,4,7,2,4,1,1,2,3,3,2,2,2,2,1,4,2,1,2,2,1,1,2,1,4,1,2,3,2,1,1,2,2,2,2,1,2,1,2,2,1,2,5,5,4,1,1,2,1,3,3,2,2,2,3,1,1,2,3,1,1,4,3,1,3,1,,223,5,12,23
1,230,52,3,5,4,4,2,3,7,2,4,3,1,1,3,3,3,3,3,2,1,2,2,1,2,2,1,1,2,1,0,3,2,3,3,2,1,1,2,2,2,1,2,1,2,1,2,2,5,5,4,1,2,1,3,2,2,1,3,2,2,2,3,2,2,2,2,5,0,2,2,2,,223,5,21,53
1,230,53,2,9,4,4,3,5,7,2,2,4,1,1,3,3,3,5,3,3,0,3,4,1,2,1,0,1,1,1,4,2,1,2,3,2,1,2,2,2,2,1,2,1,2,2,2,2,3,4,4,2,3,1,1,4,3,3,5,0,1,3,0,3,5,3,1,5,0,3,0,1,,223,5,32,24
1,230,54,1,6,5,4,2,2,7,2,4,1,2,2,3,3,2,4,2,3,2,2,2,1,2,2,1,1,1,2,2,1,2,3,2,1,1,2,2,2,2,1,1,2,2,2,1,2,5,5,4,1,1,1,3,2,2,1,4,3,2,3,3,3,2,1,2,2,2,2,2,2,,223,5,42,21
1,230,55,2,11,4,5,1,1,9,1,2,1,1,1,3,3,1,1,1,2,1,2,2,1,2,2,1,2,1,1,4,2,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,5,1,1,1,1,3,2,1,1,1,1,2,2,3,1,2,1,1,1,2,1,2,2,0,,223,5,52,21
1,230,56,1,3,3,1,1,3,10,1,4,3,1,1,3,3,2,3,2,3,1,2,2,2,1,1,1,1,2,2,4,1,1,3,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,2,1,1,1,4,1,1,1,1,1,1,1,1,2,1,2,1,3,2,2,2,0,,223,5,62,4
1,230,57,3,9,3,5,3,5,10,2,3,4,3,1,3,3,3,5,3,1,1,4,4,2,2,2,1,1,1,1,4,2,1,3,5,2,2,1,2,2,1,1,1,1,2,2,2,2,5,5,4,2,2,1,1,2,3,2,5,2,2,2,2,3,5,3,1,5,0,3,2,2,,223,5,72,4
1,230,58,2,9,5,5,5,3,10,1,4,2,1,2,3,3,2,4,2,1,1,3,2,1,2,2,1,1,1,1,4,3,2,3,2,2,1,2,2,1,1,2,1,2,2,1,2,2,5,5,4,1,1,2,3,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,,223,5,82,2
1,230,59,1,8,1,6,1,2,2,1,4,1,1,1,3,3,2,2,1,2,1,3,1,2,1,1,1,1,1,3,2,2,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,2,1,2,1,1,2,3,2,3,1,2,1,2,2,2,1,2,3,2,1,2,2,,223,5,92,20
1,230,60,2,5,4,4,3,3,2,1,4,1,1,2,3,3,2,2,1,2,2,5,2,2,2,1,1,2,2,2,3,2,1,2,3,1,1,2,2,2,1,1,2,1,2,2,2,2,5,2,2,1,1,3,2,2,1,1,2,2,2,1,1,3,5,3,1,3,2,3,1,2,,223,6,2,21
1,230,61,4,5,4,2,5,3,2,2,4,3,1,1,3,3,2,3,3,3,1,4,4,2,2,2,1,1,1,1,4,3,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,4,1,3,3,1,1,5,2,1,3,2,2,3,3,1,3,3,1,2,0,,223,6,11,54
1,230,62,3,6,4,7,2,0,2,2,4,3,1,1,3,3,2,4,3,0,1,4,3,1,2,2,1,1,1,1,4,1,1,2,5,1,2,2,1,2,1,1,2,1,2,2,2,2,5,5,4,1,4,3,1,3,3,2,5,0,0,0,0,3,0,3,0,1,2,2,2,0,,223,6,22,13
1,230,63,1,4,5,1,5,3,2,2,3,3,2,1,3,3,3,4,3,3,2,0,2,1,2,2,2,2,2,1,4,3,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,5,5,4,2,1,3,5,5,3,4,5,2,2,2,2,5,5,1,0,0,0,1,0,0,,223,6,32,5
1,230,64,3,10,5,2,2,5,2,2,3,5,1,2,3,3,2,4,3,3,2,3,4,2,2,1,0,2,2,2,2,1,1,2,3,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,3,3,1,2,1,2,2,2,2,2,2,3,2,2,1,3,2,1,2,2,,223,6,42,20
1,230,65,2,7,1,5,2,5,3,1,3,2,1,1,3,3,4,5,3,3,2,4,4,1,1,1,1,1,2,0,2,1,1,4,2,2,1,1,2,2,1,1,1,2,2,2,2,2,5,2,2,2,3,1,2,2,1,1,3,1,3,1,1,1,2,3,1,3,2,1,2,2,,223,6,52,1
1,230,66,2,8,2,5,1,5,3,3,2,2,1,2,3,3,5,5,1,1,1,3,4,2,2,1,1,1,2,3,2,3,2,4,5,2,1,1,2,2,1,2,1,2,2,1,2,2,5,5,3,3,2,2,4,1,2,1,3,2,2,2,1,1,1,1,1,3,2,3,2,2,,223,6,61,91
1,230,67,1,10,2,4,1,5,3,1,4,4,1,1,3,3,3,5,3,3,1,4,1,2,2,2,1,2,1,2,0,1,2,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,5,5,4,1,2,1,4,2,2,1,3,1,3,3,2,1,2,1,2,3,3,2,2,2,,223,6,71,90
1,230,68,3,9,3,1,1,4,3,1,2,3,1,1,3,3,2,4,3,3,2,3,2,2,2,2,1,1,2,2,2,3,2,3,2,2,2,2,2,1,1,1,2,1,2,1,2,2,5,5,4,1,1,1,1,1,1,3,3,2,2,2,2,2,2,3,1,1,2,1,1,2,,223,6,82,2
1,230,69,3,11,4,2,2,2,3,2,3,2,1,1,3,3,3,4,2,2,2,2,1,1,2,2,1,1,2,1,0,3,2,3,2,2,1,1,2,2,1,1,2,1,2,2,2,2,5,5,4,1,1,2,3,2,2,2,5,3,3,3,1,1,2,1,1,2,2,1,2,0,,223,6,91,52
1,230,70,2,3,4,1,1,1,3,1,3,3,1,1,3,3,3,4,2,2,1,4,1,1,2,2,1,1,1,2,3,3,2,2,3,2,1,2,2,2,1,2,1,1,2,2,1,2,5,5,4,1,1,2,5,5,0,4,5,2,1,2,2,5,5,2,1,5,1,1,1,1,,223,7,1,50
1,230,71,2,4,4,3,3,4,3,2,2,1,0,1,3,3,2,2,1,2,1,3,2,1,2,2,1,1,2,2,3,2,1,3,3,2,1,2,2,2,1,2,1,1,1,2,2,2,5,2,2,1,1,3,3,2,2,2,3,2,1,2,3,1,2,3,2,1,1,1,1,2,,223,7,12,24
1,230,72,4,10,5,4,1,3,3,2,3,3,1,1,3,3,3,4,3,3,1,4,4,2,2,2,1,1,2,1,4,3,2,3,5,2,1,2,1,2,1,1,2,2,2,2,1,2,5,5,4,1,2,2,2,3,1,2,1,2,2,2,2,4,4,1,1,4,3,1,3,2,,223,7,21,53
1,230,73,1,5,3,5,4,4,4,2,4,2,1,1,3,3,3,3,2,3,1,3,2,2,2,2,1,1,1,2,4,1,2,3,2,2,1,2,2,2,1,2,1,1,1,2,2,2,5,5,4,1,1,3,1,4,3,4,5,1,3,3,1,3,2,3,1,5,0,3,2,0,,223,7,32,21
1,230,74,2,8,2,4,2,3,5,2,4,2,1,1,3,3,2,2,2,2,1,3,2,1,2,1,1,1,1,1,4,2,1,3,5,2,1,1,2,2,1,2,2,1,2,1,2,2,5,2,1,1,2,3,3,2,1,1,5,2,2,2,2,3,2,1,2,2,2,3,2,2,,223,7,42,20
1,230,75,1,11,2,5,2,2,7,3,1,2,1,1,3,3,1,1,1,3,1,4,2,1,2,1,1,1,1,1,3,3,2,4,1,2,2,1,2,1,1,2,1,1,2,2,2,2,5,2,2,2,2,3,1,1,1,1,1,1,3,3,2,1,1,1,2,4,2,2,2,2,,223,7,50,95
1,230,76,2,5,4,7,2,5,7,2,4,2,1,1,3,3,2,3,2,3,1,3,3,1,2,2,1,1,1,1,4,3,2,4,2,2,1,2,2,2,1,2,1,1,2,1,2,2,5,5,4,1,3,1,1,3,3,2,5,2,2,3,2,4,5,1,2,5,0,1,2,0,,223,7,61,20
1,230,77,2,10,5,3,1,2,7,2,4,5,3,2,3,3,3,4,3,3,1,4,3,1,1,2,1,1,1,2,0,1,2,3,2,2,1,1,1,2,2,1,2,1,2,2,2,2,5,2,2,1,1,1,1,2,1,0,5,1,2,2,3,2,1,2,0,1,1,1,1,0,,223,7,71,11
1,230,78,1,10,3,6,3,3,2,1,1,3,1,2,3,3,2,4,2,2,1,4,1,1,2,2,1,1,1,2,2,2,1,2,3,2,1,2,2,1,1,1,2,1,2,2,2,2,5,2,2,1,2,1,1,2,3,3,5,1,2,2,2,3,2,3,1,4,3,2,3,2,,223,7,81,21
1,230,79,2,5,5,4,2,4,2,1,3,2,1,1,3,3,2,2,2,3,1,2,2,1,1,2,1,1,1,2,4,1,1,3,2,2,1,2,1,2,1,2,2,1,2,2,1,2,5,1,1,1,2,2,3,2,1,1,1,2,2,3,2,2,2,1,1,1,2,2,2,2,,223,7,91,14
1,230,80,3,9,4,1,2,2,4,1,4,3,1,2,3,3,3,5,3,3,2,5,1,1,2,2,1,1,1,1,4,1,2,2,3,2,1,1,2,2,1,2,2,2,1,1,2,2,5,5,4,1,1,2,1,2,3,2,5,3,2,2,2,3,2,2,0,2,2,1,1,2,,223,8,1,11
1,230,81,3,10,2,6,2,2,5,2,3,3,1,2,3,3,2,2,2,2,1,4,2,0,2,2,1,1,0,2,4,2,1,2,5,2,2,2,1,2,2,2,2,2,2,2,2,2,1,5,3,1,2,1,1,2,1,1,5,2,2,2,2,2,2,0,0,0,0,0,2,2,,223,8,10,83
1,230,82,2,9,5,5,3,5,7,2,3,3,1,1,3,3,0,4,3,4,0,3,4,1,1,2,1,1,2,1,4,3,2,4,3,1,1,2,2,2,2,1,2,1,2,2,1,2,5,5,4,1,2,1,4,1,1,1,5,3,2,2,2,1,2,2,1,1,2,1,1,0,,223,8,20,63
1,230,83,5,9,5,4,1,2,7,2,4,1,1,1,3,3,2,2,2,3,1,3,2,2,2,2,1,1,2,2,3,1,2,5,5,2,1,1,2,2,2,1,2,1,2,2,1,2,5,5,4,1,1,3,3,2,1,1,5,3,3,2,2,1,2,1,2,1,2,2,2,2,,223,8,30,60
1,230,84,4,7,5,1,5,1,10,1,4,2,1,2,3,3,2,4,3,3,2,5,2,2,2,2,1,1,2,1,4,2,1,2,3,2,1,1,2,2,2,1,2,1,2,2,1,2,5,2,3,1,3,3,3,1,1,1,5,2,2,3,2,3,1,1,0,1,1,1,1,2,,223,8,40,70
1,230,85,5,6,3,1,1,5,2,2,4,4,1,1,3,3,2,5,3,3,1,4,4,1,2,2,1,1,2,2,4,3,2,3,2,2,1,2,2,2,1,2,2,1,1,2,1,2,5,5,4,1,1,3,2,1,1,2,5,2,1,3,1,3,1,3,1,5,0,3,2,2,,223,8,50,73
1,230,86,2,4,5,1,2,4,3,2,4,1,1,1,3,3,1,1,2,2,1,2,2,1,2,2,1,1,1,1,4,3,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,5,5,4,1,1,1,3,1,1,1,2,2,2,3,1,1,1,1,2,1,1,1,1,2,,223,8,60,70
1,230,87,2,3,4,2,1,2,1,2,4,2,1,1,3,3,2,2,1,2,2,4,2,1,2,2,1,1,1,1,0,1,2,3,2,1,2,2,2,1,2,1,2,1,2,1,2,2,5,5,4,1,2,2,3,2,1,1,3,2,1,2,2,2,2,3,0,2,3,2,2,0,,223,8,71,34
1,230,88,3,8,5,4,2,2,10,1,3,1,1,1,1,3,2,1,2,3,1,2,2,2,2,2,1,1,1,2,2,1,1,3,2,1,1,2,2,2,1,1,2,1,2,2,2,2,5,5,4,1,2,2,1,2,1,2,5,2,2,3,2,3,5,3,2,3,2,1,2,2,,223,8,80,21
