COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166,COL167,COL168,COL169,COL170,COL171,COL172,COL173,COL174,COL175,COL176,COL177,COL178,COL179,COL180,COL181,COL182,COL183
1,35,555,1,4,3,1,5,1,1,3,1,11,3,5,60,2,4,1,1,2,2,2,1,2,2,6,3,2,1,2,3,6,6,9,4,1,1,2,3,3,3,3,3,5,9,2,99,5,11,11,3,1,2,8,3,,203,5055,5,10,11,1,2,1,1,1,2,3,1,3,3,1,1,1,1,1,6,4,1,2,6,6,21,11,11,21,21,1,10,8,70,9,4,9,99,99,9,9,90,41,9,99,99,99,99,99,9,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,556,1,4,1,1,2,4,2,3,1,11,3,5,238,2,3,2,3,4,2,3,3,3,3,6,3,2,3,5,3,6,6,11,4,1,1,3,3,3,3,3,3,1,9,2,99,4,10,2,6,8,2,8,1,,203,5055,6,10,11,1,1,1,1,5,2,3,1,3,3,2,1,1,3,3,6,2,7,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,91,11,19,99,99,99,99,99,9,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,557,1,2,5,1,3,3,3,4,2,6,2,1,821,2,4,1,1,5,2,2,1,1,4,3,2,2,4,2,2,6,6,11,4,1,4,1,3,3,3,3,3,2,9,3,99,8,4,10,6,2,2,3,1,,203,5055,7,10,91,1,1,2,5,5,1,1,1,3,3,1,1,1,1,1,6,1,7,1,1,1,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,91,11,19,99,99,99,99,99,9,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,558,1,3,4,1,4,3,1,3,2,12,1,4,929,2,4,1,2,2,2,3,2,3,1,6,3,1,2,4,2,6,11,6,7,2,3,2,3,1,3,1,2,5,9,8,99,10,8,6,4,2,3,7,1,,203,5055,8,10,20,1,1,1,5,5,5,3,1,3,3,3,1,1,1,2,6,4,7,1,6,6,21,1,0,21,11,1,10,9,70,9,4,9,99,99,9,9,90,71,9,99,99,99,99,99,9,3,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,559,1,2,4,2,2,5,2,4,1,11,3,5,60,2,5,1,1,2,1,1,2,4,2,6,3,1,2,4,1,6,9,11,12,4,3,9,3,3,3,3,3,2,9,8,99,10,6,8,2,4,1,3,2,,203,5055,9,10,20,6,2,1,5,5,1,3,1,3,3,1,1,1,1,1,6,4,7,2,6,6,20,21,1,0,21,1,10,9,70,9,4,9,99,99,9,9,91,11,19,99,99,99,99,99,9,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,560,1,2,4,1,3,1,1,3,1,11,3,5,666,4,4,1,3,4,3,3,1,3,3,6,3,2,2,2,4,7,7,3,12,1,3,3,3,3,3,1,3,5,9,3,99,6,10,8,4,2,2,2,1,,203,5056,0,10,11,1,1,2,3,3,3,3,2,9,9,9,9,9,9,9,6,2,7,2,6,6,20,21,1,11,11,11,20,9,80,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,561,1,2,1,2,6,1,1,3,1,11,3,5,745,1,3,1,1,1,2,3,1,3,3,6,3,4,4,1,5,4,9,5,7,4,1,3,1,3,3,3,3,1,9,3,99,8,10,4,6,2,2,5,2,,203,5056,1,10,20,1,1,1,1,1,2,3,1,2,2,2,1,1,1,1,6,4,7,2,6,6,21,1,0,71,11,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,562,1,3,3,1,0,1,1,3,1,11,3,5,745,1,4,1,3,4,3,1,3,5,1,6,3,2,2,3,4,4,2,9,4,3,2,3,2,2,2,1,2,5,9,2,99,6,10,8,4,2,3,8,1,,203,5056,2,10,21,1,1,2,5,1,2,1,1,2,2,2,1,1,3,1,3,5,8,3,7,7,31,21,21,21,21,11,21,0,81,0,5,9,99,99,9,9,99,99,90,0,9,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,563,1,5,1,1,5,1,1,3,1,11,3,5,238,2,4,1,1,2,2,1,2,3,4,8,1,2,1,1,4,4,2,0,1,5,4,12,3,3,3,1,2,5,9,9,99,11,11,11,3,1,3,2,2,,203,5056,3,10,31,1,2,1,5,1,2,2,2,9,9,9,9,9,9,9,6,4,3,2,6,6,21,11,11,21,21,1,10,8,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,564,1,2,5,1,2,5,1,2,1,11,3,5,666,4,2,1,2,4,1,1,2,4,1,6,3,2,2,4,3,7,9,11,4,4,2,2,3,3,3,3,3,1,9,3,99,6,4,8,10,2,2,4,1,,203,5056,4,10,21,0,1,1,4,2,4,3,1,1,3,1,1,1,1,1,6,4,2,2,6,6,20,90,91,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,565,1,4,4,1,3,2,1,3,1,11,3,5,745,1,4,1,2,4,3,1,2,4,1,6,3,4,4,3,4,4,3,8,0,5,3,2,1,1,1,3,1,4,9,8,99,8,4,10,6,2,2,4,1,,203,5056,5,10,71,1,1,1,2,3,3,3,2,9,9,9,9,9,9,9,6,4,2,2,6,6,21,1,0,21,10,10,20,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,566,1,3,6,1,2,5,1,3,2,9,1,2,745,1,4,1,2,4,1,1,2,5,6,8,5,4,4,4,1,4,11,0,4,3,4,6,2,2,2,1,2,5,9,3,99,10,4,8,6,2,3,2,2,,203,5056,6,10,60,1,3,1,2,3,3,3,1,2,2,2,1,1,2,2,2,4,7,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,567,1,3,4,1,3,5,2,3,2,9,1,4,566,2,3,2,2,1,1,3,2,4,1,6,3,4,4,2,3,4,8,11,0,5,3,3,3,3,3,3,3,5,9,2,99,5,11,11,3,1,2,8,2,,203,5056,7,10,10,2,1,1,5,5,1,3,2,9,9,9,9,9,9,9,6,5,1,3,7,7,30,61,1,11,11,11,21,0,81,0,5,9,99,99,9,9,99,99,90,41,9,99,99,99,9,3,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,568,1,3,4,1,3,1,1,3,1,11,3,5,745,1,4,1,3,4,1,1,1,4,1,6,3,2,2,2,3,4,11,8,6,4,2,2,3,3,1,1,2,2,9,3,99,10,6,8,4,2,2,8,3,,203,5056,8,10,21,1,1,1,2,2,2,3,1,1,1,3,3,1,1,1,6,2,1,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,569,1,2,5,1,1,4,1,2,1,11,3,5,745,1,3,1,2,4,1,1,2,5,1,6,3,3,2,4,4,4,11,5,4,3,1,1,1,1,1,2,1,1,9,2,99,6,4,8,10,2,2,2,2,,203,5056,9,10,20,2,1,1,1,5,2,1,1,1,1,2,2,1,2,1,6,4,7,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,570,1,6,1,1,2,3,1,2,1,11,3,5,745,1,1,1,2,4,2,3,1,1,2,6,3,2,2,2,4,4,4,0,12,1,3,3,3,3,3,1,2,5,9,2,99,6,8,10,4,2,2,8,1,,203,5057,0,10,11,1,2,1,5,1,1,3,1,3,3,1,1,1,1,1,6,4,8,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,571,1,2,5,1,3,2,2,3,1,11,3,5,652,1,3,1,2,4,1,2,1,3,1,6,3,2,2,2,2,4,11,10,7,4,1,2,3,3,2,1,3,1,9,3,99,10,6,8,4,2,2,5,2,,203,5057,1,10,51,1,1,1,2,2,3,3,1,2,2,2,1,1,2,1,6,2,1,2,1,3,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,572,1,6,5,3,0,2,3,4,2,9,2,3,652,1,5,1,1,2,2,3,2,2,1,6,3,4,4,2,3,4,4,5,3,1,2,1,1,1,1,2,1,1,9,3,99,6,8,10,4,2,4,7,2,,203,5057,2,10,20,2,1,1,1,5,2,3,2,9,9,9,9,9,9,9,6,4,7,2,6,6,20,11,1,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,573,1,4,3,1,2,5,1,2,1,11,3,5,745,1,3,1,3,1,3,1,3,6,1,6,3,2,2,6,5,4,0,0,4,3,4,3,1,1,2,1,2,5,9,3,99,6,10,8,4,2,7,8,1,,203,5057,3,10,11,1,1,1,3,2,4,3,1,3,3,1,1,1,1,3,6,4,6,2,5,5,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,574,1,6,1,1,5,5,1,2,4,12,1,1,745,1,3,1,2,1,1,1,1,5,2,6,3,2,1,2,3,4,0,0,0,5,4,2,1,3,1,3,3,2,9,3,99,6,10,8,4,2,2,8,1,,203,5057,4,10,31,1,1,1,1,2,2,3,1,3,3,1,1,1,3,1,6,4,7,2,6,6,21,11,11,21,20,91,0,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,575,1,2,4,1,4,1,1,2,1,11,3,5,929,2,3,1,3,2,2,1,2,5,2,6,3,1,2,4,1,4,11,9,11,4,1,4,3,3,4,3,3,5,9,2,99,6,8,10,2,4,2,4,1,,203,5057,5,10,30,9,1,1,1,5,2,3,1,2,2,2,2,2,1,1,6,4,5,1,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,576,1,3,3,1,2,5,1,2,1,11,3,5,603,1,4,1,2,1,1,1,2,5,3,6,3,4,4,3,3,4,2,0,2,5,2,4,2,2,2,1,2,5,9,4,99,11,11,11,11,11,2,7,2,,203,5057,6,10,20,1,1,1,1,1,3,3,1,1,3,3,1,3,1,1,3,4,6,2,6,6,21,11,11,21,21,1,10,8,70,8,3,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,577,1,4,5,1,3,1,1,3,1,11,3,5,745,1,4,1,1,4,2,1,2,2,3,6,3,1,2,1,1,4,11,5,4,3,1,3,1,1,3,1,3,1,9,3,99,6,8,10,4,2,2,6,2,,203,5057,7,10,11,1,1,2,4,4,4,3,1,2,2,2,1,1,2,1,6,5,5,3,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,41,9,99,99,99,9,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,578,1,3,1,1,6,1,1,1,2,9,1,4,521,3,3,1,1,2,2,1,3,1,2,6,3,1,1,2,4,4,0,0,4,3,3,3,1,1,2,1,2,2,9,3,99,6,10,8,4,2,4,8,1,,203,5057,8,10,11,1,1,1,1,1,2,3,1,3,3,3,1,3,3,3,6,5,1,2,5,5,21,11,11,21,21,1,10,5,70,8,3,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,579,1,4,1,1,12,5,1,1,1,11,3,5,521,3,2,1,2,1,1,1,2,5,3,6,3,3,3,5,2,4,8,0,4,3,3,4,3,3,3,1,3,5,9,8,99,11,11,11,11,11,3,8,3,,203,5057,9,10,41,1,1,1,1,1,2,3,1,3,3,3,1,1,1,3,7,2,2,3,1,5,21,21,21,21,20,11,1,0,70,9,4,9,99,99,9,9,99,99,90,81,9,99,99,99,9,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,580,1,6,6,1,0,5,1,1,1,11,3,5,521,3,2,1,2,4,1,1,2,5,1,6,3,3,2,4,2,4,9,12,4,3,1,2,1,1,1,2,1,1,9,2,99,10,2,6,4,8,2,8,2,,203,5058,0,10,90,7,1,1,2,3,4,3,1,2,2,2,2,1,2,2,6,4,2,2,6,6,21,1,0,21,11,1,10,9,70,2,1,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,581,1,4,2,1,5,5,1,1,1,11,3,5,521,3,2,1,2,4,1,1,1,3,3,6,3,3,2,5,3,4,9,8,4,3,3,3,3,3,3,1,3,5,9,8,99,6,8,10,4,2,2,8,1,,203,5058,1,10,11,1,1,2,2,2,4,1,1,1,1,1,1,1,1,1,6,4,7,2,5,5,20,90,91,21,21,11,20,9,70,8,3,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,582,1,4,2,1,5,1,1,3,2,6,1,4,60,2,3,1,3,4,1,1,1,3,3,6,3,2,2,3,5,4,8,9,7,4,3,3,3,3,3,4,2,5,9,8,99,4,6,10,8,2,2,5,3,,203,5058,2,10,11,1,1,1,5,5,1,3,1,3,3,1,3,1,3,1,2,4,1,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,583,1,6,4,1,1,5,1,2,1,11,3,5,504,1,2,1,2,4,1,1,2,4,1,6,3,4,4,3,3,4,9,2,4,3,2,5,1,1,1,3,1,1,9,8,99,6,4,8,10,2,2,4,1,,203,5058,3,10,11,1,1,1,5,1,2,3,1,3,3,3,1,1,1,1,3,4,1,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,584,1,3,3,1,8,1,1,3,1,11,3,5,504,1,4,1,1,4,2,3,3,3,3,6,3,2,3,5,3,4,4,1,4,5,3,1,3,3,3,3,3,1,9,3,99,6,10,8,4,2,2,5,1,,203,5058,4,10,31,1,1,1,2,5,2,3,1,1,1,3,1,1,3,3,1,4,7,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,585,1,4,4,1,7,5,2,3,1,11,3,5,653,1,2,1,2,4,1,1,1,3,3,6,3,2,2,5,5,4,2,11,4,3,1,11,3,3,3,3,3,2,9,2,99,8,6,10,4,2,3,4,3,,203,5058,5,10,11,2,1,1,2,2,4,3,1,2,2,1,1,1,1,1,6,4,3,2,1,3,21,11,11,21,20,40,10,9,70,8,2,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,586,1,4,1,1,0,1,1,5,1,11,3,5,745,1,2,1,2,4,1,1,3,3,3,6,3,1,4,1,2,4,1,0,4,3,2,2,1,1,1,3,1,1,9,3,99,11,11,11,11,11,3,7,3,,203,5058,6,11,11,2,8,4,2,6,4,3,1,3,3,3,3,3,3,3,6,5,6,3,6,6,11,21,21,21,21,1,11,0,81,0,5,9,99,99,9,9,99,99,90,0,9,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,587,1,7,1,1,5,2,1,2,1,11,3,5,0,0,2,3,3,4,2,2,3,3,3,6,3,2,1,1,5,4,2,0,2,5,3,3,3,3,3,4,4,5,9,1,99,4,6,8,10,2,2,8,3,,203,5058,7,11,11,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,7,2,1,2,6,6,30,90,91,21,20,91,0,9,80,2,2,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,588,1,2,6,1,2,4,2,3,2,8,1,4,55,2,3,1,2,4,1,1,2,5,1,6,3,2,2,1,2,4,9,8,0,5,3,3,3,3,3,3,3,5,9,3,99,11,3,11,11,1,2,6,1,,203,5058,8,10,11,1,1,1,3,3,4,3,2,9,9,9,9,9,9,9,1,4,2,3,6,6,20,11,1,11,11,1,10,9,70,2,1,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,589,1,2,3,1,3,4,1,3,1,11,3,5,0,0,6,3,2,4,1,1,2,5,1,6,3,3,2,4,3,4,10,8,7,4,3,2,1,1,1,2,1,1,9,3,99,8,10,6,4,2,2,4,1,,203,5058,9,10,11,1,1,1,5,1,5,3,1,1,1,1,1,1,1,1,6,4,2,2,6,6,20,90,91,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,590,1,2,3,1,2,3,1,1,1,11,3,5,521,3,2,1,3,1,1,1,3,3,3,6,3,1,1,2,5,4,11,0,4,3,3,3,3,3,1,1,3,2,9,1,99,11,11,11,11,11,2,8,1,,203,5059,0,10,11,1,1,2,5,5,1,3,1,3,3,1,1,1,2,1,6,2,6,2,6,6,21,11,11,21,21,1,10,9,60,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,591,1,2,4,1,3,1,2,3,1,11,3,5,653,1,3,1,1,2,2,1,1,2,1,6,3,1,2,2,2,4,11,6,12,4,2,1,3,3,3,3,1,1,9,2,99,10,4,8,6,2,2,4,1,,203,5059,1,10,11,1,1,1,1,1,3,2,1,3,3,1,1,1,3,1,6,4,5,2,6,6,20,50,71,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,90,71,9,99,99,99,9,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,592,1,5,3,1,2,2,1,1,1,11,3,5,521,3,2,1,1,2,2,3,1,2,1,6,3,4,4,2,3,4,4,0,7,1,3,2,1,1,3,2,1,1,9,3,99,4,8,10,6,2,2,8,1,,203,5059,2,10,11,1,1,2,1,2,3,1,1,3,3,3,1,1,1,1,6,2,2,2,1,3,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,41,9,99,99,99,9,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,593,1,3,3,1,6,1,1,3,2,8,4,1,745,1,3,3,2,4,1,1,3,5,1,6,3,4,4,4,4,4,2,9,4,3,1,4,2,2,2,1,2,5,9,8,99,6,10,8,4,2,2,8,3,,203,5059,3,11,11,1,1,1,2,1,6,3,1,1,1,1,3,3,3,1,6,4,6,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,594,1,2,5,1,3,3,1,3,2,8,1,4,929,2,3,1,2,1,1,1,2,5,1,6,3,4,4,4,1,4,0,0,4,3,3,11,2,2,1,1,2,5,9,1,99,10,6,8,4,2,3,5,2,,203,5059,4,10,20,2,1,1,1,5,2,3,2,9,9,9,9,9,9,9,2,4,7,2,6,6,21,21,21,21,21,11,21,0,81,0,5,9,99,99,9,9,99,99,90,0,9,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,595,1,2,6,1,3,1,1,3,2,3,2,4,745,1,4,2,2,4,1,1,1,4,3,6,3,4,4,5,4,4,12,9,4,3,1,1,1,1,1,2,1,1,9,1,99,6,8,10,4,2,2,3,2,,203,5059,5,10,20,1,1,1,3,3,4,3,1,3,3,1,3,3,1,1,5,2,1,1,5,5,10,11,0,11,11,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,596,1,4,6,1,3,5,2,3,1,11,3,5,55,2,4,1,2,2,1,1,2,4,1,6,3,4,4,5,4,7,12,9,1,4,3,1,3,3,3,3,3,1,9,3,99,8,4,10,6,2,2,4,1,,203,5059,6,10,10,9,1,1,1,2,3,3,1,3,3,3,1,1,1,1,3,5,8,3,7,7,31,21,21,21,21,11,21,0,81,0,5,9,99,99,9,9,99,99,90,0,9,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,597,1,3,1,1,3,4,1,3,2,9,2,1,60,2,3,1,2,4,1,2,1,1,1,6,3,4,4,1,1,4,12,0,4,3,2,3,1,3,1,1,2,5,9,2,99,11,11,11,11,11,1,8,1,,203,5059,7,10,31,0,1,1,5,1,1,2,1,1,1,2,1,1,1,2,6,3,3,1,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,598,1,2,3,1,3,1,1,3,2,7,1,1,344,2,3,1,1,4,3,1,2,2,4,1,1,1,1,3,4,4,11,8,11,4,2,3,3,3,3,1,3,2,9,3,99,8,10,6,4,2,3,6,2,,203,5059,8,10,11,1,1,1,1,4,4,3,1,3,3,1,1,1,3,1,6,1,7,1,1,5,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,91,11,19,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,35,599,1,2,4,1,5,2,1,3,2,7,1,4,745,1,4,1,1,1,2,1,1,1,3,6,3,2,2,5,4,4,11,9,4,3,3,3,1,1,3,1,3,5,9,3,99,10,8,6,4,2,2,7,1,,203,5059,9,10,11,1,1,1,3,4,4,3,1,1,1,3,1,1,1,1,6,2,2,2,6,6,21,11,11,21,21,1,10,9,70,9,4,9,99,99,9,9,99,99,90,90,99,99,99,99,9,7,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
