CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42.,Q.43.,Q.44.,Q.45.,Q.46A.,Q.47.,Q.48.,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,Q.56.,Q.57.,Q.58.,Q.59.,Q.60.,Q.61.,Q.62.,Q.63.,Q.64.,Q.65.,Q.66.,Q.68.,Q.69.,Q.70.,Q.71.,Q.72.,CARD..1,DECK..1,BALLOT..1,Q.73.,Q.74.,Q.75.,Q.76.,Q.77.,Q.78.,V.79.,V.80.
1,112,1671,1,1,1,3,3,2,2,2,2,1,4,1,3,2,2,3,3,1,2,1,2,1,1,1,2,2,2,2,3,1,1,2,4,3,2,3,2,2,1,3,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,3,2,2,3,2,5,3,2,3,2,2,2,1,1,2,2,2,112,1671,1,2,1,1,1,1,71,20
1,112,1672,1,1,1,3,3,1,3,4,2,2,2,2,4,3,1,1,3,2,3,2,1,2,3,2,3,6,3,3,3,1,0,5,0,0,3,3,0,5,5,5,7,5,0,2,2,2,3,3,4,5,4,3,2,3,3,3,4,3,3,2,2,2,3,2,3,2,2,5,1,1,2,2,112,1672,1,3,1,3,2,3,21,46
1,112,1673,1,1,1,3,3,1,3,4,4,3,5,3,3,5,2,2,4,2,4,5,2,2,1,3,3,2,5,3,4,2,0,3,5,4,3,3,2,2,5,4,2,5,1,1,2,2,2,2,4,2,2,4,4,2,2,3,3,4,4,3,1,1,0,1,2,2,3,5,3,0,2,2,112,1673,3,3,3,3,1,3,12,12
1,112,1674,1,2,4,3,3,2,3,4,3,1,4,2,3,2,1,2,4,2,3,3,1,4,2,5,0,7,5,5,5,0,1,3,4,4,3,3,3,3,4,4,2,2,2,1,2,1,1,1,3,3,5,5,3,4,3,3,3,2,4,3,3,1,1,6,2,4,2,2,3,3,2,2,112,1674,2,3,3,3,1,3,33,88
1,112,1675,1,1,1,3,3,3,4,4,3,3,5,4,4,5,1,3,1,3,3,3,5,5,1,1,3,1,4,4,3,1,1,4,5,4,3,3,3,4,4,4,5,3,2,2,2,1,3,3,4,4,4,4,4,1,3,4,4,4,4,4,3,3,0,1,4,4,4,2,4,2,2,2,112,1675,3,1,2,3,3,3,24,45
1,112,1676,1,2,1,3,3,2,4,4,4,4,5,4,4,3,1,2,4,3,3,2,5,2,3,3,3,2,2,3,3,1,2,2,3,4,3,3,3,2,2,1,4,2,3,3,3,3,3,3,4,4,4,2,1,2,2,3,2,3,4,2,5,2,1,3,3,4,1,1,2,3,2,2,112,1676,1,3,2,3,3,3,23,64
1,112,1677,1,1,1,3,3,2,3,4,2,3,4,4,5,4,1,2,3,2,4,3,3,2,1,3,2,3,3,3,4,2,2,3,5,4,3,3,2,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,3,2,3,4,4,4,5,4,3,4,3,3,4,3,2,1,1,2,3,2,112,1677,1,3,3,2,1,1,71,25
1,112,1678,1,1,1,3,3,2,3,4,4,4,3,4,4,4,1,2,4,3,2,3,3,3,1,1,3,1,2,2,4,2,2,4,5,4,3,3,2,3,4,2,1,1,1,1,2,1,1,1,2,4,2,5,3,2,3,4,4,4,4,3,3,1,3,1,4,3,3,2,3,1,3,2,112,1678,3,3,3,3,3,3,41,45
1,112,1679,1,2,1,3,3,2,4,4,4,2,4,3,4,4,1,3,3,3,3,3,2,3,1,4,3,1,1,1,4,2,2,3,5,4,3,3,3,2,4,4,5,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,1,1,3,1,4,4,2,1,3,1,3,2,112,1679,3,3,3,3,3,3,92,62
1,112,1680,1,3,1,3,3,1,4,5,4,4,5,4,4,4,1,2,3,2,3,3,2,2,2,2,3,2,2,3,3,2,2,2,4,4,3,3,2,2,4,3,3,3,2,3,3,3,3,3,4,4,4,3,3,3,3,4,4,3,4,3,4,2,3,3,4,3,2,3,4,0,2,2,112,1680,2,2,2,2,2,3,13,16
1,112,1681,1,2,2,3,3,1,4,4,4,2,5,3,5,5,2,2,2,2,3,3,3,3,2,4,3,2,2,3,4,2,2,3,4,3,3,3,3,2,4,4,5,4,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,5,4,1,1,3,3,4,4,0,5,1,2,3,2,112,1681,2,3,3,3,3,3,22,19
1,112,1682,1,1,1,3,3,1,2,3,4,1,2,4,3,3,1,2,3,2,2,2,2,2,2,4,3,2,4,4,2,2,2,2,4,4,3,3,2,2,1,4,3,3,3,3,3,2,1,3,4,4,4,5,4,2,2,3,3,4,4,4,2,1,3,3,3,3,2,2,2,0,3,2,112,1682,3,3,3,3,1,3,44,7
1,112,1683,1,1,2,3,3,2,4,4,3,2,4,4,2,5,1,3,4,2,3,4,3,3,2,3,3,1,1,2,3,2,2,3,5,4,3,3,4,3,2,3,5,3,1,2,1,3,3,2,3,4,2,5,3,2,2,2,3,4,4,3,2,2,3,2,3,2,2,2,2,0,3,2,112,1683,3,2,2,3,1,3,74,28
1,112,1684,1,1,1,3,3,2,3,4,3,1,2,3,4,5,1,2,2,3,3,3,3,1,3,1,3,1,1,2,3,2,2,3,3,4,3,3,1,3,1,2,4,2,1,1,1,3,3,2,2,4,3,3,3,2,3,4,3,3,4,4,2,2,3,2,4,2,4,2,4,2,2,2,112,1684,1,3,3,3,1,3,12,2
1,112,1685,1,1,1,3,3,1,4,3,4,1,5,2,1,4,1,3,4,2,3,3,3,1,3,3,3,1,2,2,2,1,3,2,5,4,3,3,1,3,3,1,5,4,3,3,2,3,3,3,4,4,2,4,3,2,4,3,4,4,4,3,3,3,1,2,4,3,2,2,4,2,3,2,112,1685,3,3,2,3,3,3,13,53
1,112,1686,1,1,1,3,3,1,3,4,4,4,2,2,3,3,2,2,4,2,2,2,5,2,3,3,3,2,2,3,4,2,3,2,5,4,3,3,2,2,3,3,6,2,2,2,1,2,2,2,3,3,4,4,4,3,3,4,4,3,4,2,2,3,3,1,4,4,4,1,3,0,3,2,112,1686,3,3,3,3,1,3,53,24
1,112,1687,1,1,1,3,3,2,4,4,4,3,5,3,5,5,1,3,4,4,4,4,4,4,1,3,3,5,0,4,4,3,3,4,5,4,3,3,1,4,4,4,5,4,3,3,3,3,3,3,5,5,5,5,4,2,4,4,5,4,5,4,1,1,5,1,4,4,4,2,4,1,3,2,112,1687,3,3,2,3,3,1,82,13
1,112,1688,1,1,1,3,3,2,2,3,1,1,3,3,2,3,1,1,2,1,2,1,3,1,2,1,3,2,1,3,2,1,3,4,4,2,1,2,1,5,5,5,1,2,1,1,1,1,1,2,1,4,1,2,1,1,2,2,2,2,3,2,5,4,1,1,3,1,1,1,2,2,1,2,112,1688,1,1,1,1,2,1,64,13
1,112,1689,1,1,1,3,3,2,2,4,5,4,3,2,2,2,1,1,3,2,1,2,1,2,3,1,3,2,1,1,2,1,1,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,0,2,4,4,2,1,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,1,2,112,1689,2,2,2,3,2,0,44,23
1,112,1690,1,1,1,3,3,1,2,3,2,2,2,1,3,1,1,2,2,2,2,2,1,2,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,0,2,2,2,3,2,2,2,1,2,3,1,2,2,2,3,5,3,1,2,2,1,2,2,2,2,112,1690,3,1,1,2,1,2,62,31
1,112,1691,0,5,5,0,6,0,2,2,2,4,2,2,2,5,1,3,1,4,2,4,4,3,3,3,3,1,2,3,1,2,1,4,2,3,3,1,1,4,3,2,5,4,3,3,3,3,3,3,3,5,4,3,4,4,4,3,3,4,5,4,1,1,3,3,4,4,4,4,1,3,3,2,112,1691,3,3,3,1,3,3,14,42
1,112,1692,0,5,1,1,6,1,4,4,4,3,4,4,1,5,1,3,4,4,2,3,2,2,1,4,3,0,0,3,4,2,2,4,5,4,3,1,4,4,4,4,1,1,3,3,3,1,1,3,4,5,0,0,3,2,2,4,3,4,5,4,2,2,3,1,0,1,4,4,1,3,1,2,112,1692,3,3,1,3,3,3,44,36
1,112,1693,1,3,1,1,6,2,4,4,5,4,5,2,5,3,1,2,3,2,3,2,2,2,3,1,3,5,1,2,4,3,3,2,5,3,3,3,2,2,2,2,6,3,3,3,2,3,3,3,4,3,3,3,2,2,2,3,2,2,2,0,2,2,0,6,4,2,0,5,4,3,2,2,112,1693,2,1,1,2,1,1,71,34
1,112,1694,0,5,5,0,6,0,4,4,4,1,5,4,5,1,5,3,1,1,1,1,4,3,3,4,1,1,2,4,2,2,1,3,1,4,2,1,3,4,4,4,5,4,2,1,3,3,3,1,3,3,2,5,2,2,4,4,5,0,5,4,5,4,5,5,4,4,0,5,0,3,0,2,112,1694,4,0,4,4,0,4,73,59
1,112,1695,1,5,5,0,6,0,2,4,3,3,4,0,0,3,3,2,3,5,1,1,5,5,2,3,1,1,5,3,2,3,3,2,2,3,3,3,3,5,5,5,7,3,2,1,2,2,0,0,6,6,0,4,3,3,3,4,5,3,4,1,0,0,0,0,3,3,3,3,4,3,2,2,112,1695,3,0,4,2,1,3,63,63
1,112,1696,0,5,5,0,6,0,4,4,2,1,2,3,4,2,1,2,1,1,3,1,3,1,2,4,3,2,1,3,2,2,2,1,4,4,2,1,1,1,5,1,2,2,2,2,2,2,2,2,3,4,2,3,3,2,2,4,4,3,4,3,2,1,3,1,3,2,3,3,2,1,1,2,112,1696,3,2,2,3,1,3,82,40
1,112,1697,1,1,5,2,6,2,3,3,4,3,4,3,3,3,1,2,2,2,2,3,5,5,2,4,2,2,1,2,4,2,2,2,3,2,2,1,2,2,3,2,7,3,2,2,2,2,2,2,3,3,2,3,2,2,3,2,4,3,3,2,2,2,4,2,3,3,3,3,2,3,2,2,112,1697,2,3,3,2,2,2,81,59
1,112,1698,0,5,5,0,6,0,2,3,4,2,2,2,3,4,2,2,1,1,2,2,1,1,3,3,3,2,1,2,2,1,1,1,1,4,3,2,2,4,3,3,4,2,2,3,1,2,2,3,3,4,2,5,2,2,4,2,3,4,2,2,2,2,3,2,4,4,3,2,3,2,2,2,112,1698,2,3,3,3,3,3,54,55
1,112,1699,0,5,5,0,6,0,3,3,2,2,2,3,0,6,0,0,5,5,3,4,3,3,1,3,2,6,4,3,2,2,3,3,5,4,3,3,4,4,4,4,6,2,3,0,1,1,2,2,4,4,4,4,2,3,3,4,4,3,4,3,3,2,3,6,4,4,1,3,2,0,2,2,112,1699,1,1,2,1,1,2,34,52
1,112,1700,0,5,5,0,6,0,2,5,3,3,4,4,0,6,0,0,5,5,5,3,2,1,1,1,3,3,1,1,3,1,2,2,3,3,3,3,1,4,4,5,7,5,0,0,0,2,0,0,6,4,1,4,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,5,0,3,0,2,112,1700,4,0,4,4,0,4,73,51
1,112,1701,0,5,5,0,6,0,4,4,3,4,5,2,0,6,0,0,5,5,3,2,3,3,3,3,3,3,2,5,5,0,1,3,5,4,3,2,4,5,4,4,1,1,1,0,0,1,2,2,4,6,4,4,3,0,0,3,3,3,4,3,2,1,3,0,4,4,2,2,0,3,3,2,112,1701,1,1,1,3,3,1,73,60
1,112,1702,0,5,5,0,6,0,3,4,4,3,1,4,5,5,1,3,1,4,2,4,5,3,2,1,3,3,1,4,4,3,3,3,1,4,3,3,4,3,4,4,3,4,3,1,3,3,1,3,5,4,5,5,4,3,3,4,5,4,5,4,3,1,1,1,4,4,1,1,1,0,3,2,112,1702,3,3,3,3,3,3,22,79
1,112,1703,0,5,5,0,6,0,3,4,4,2,3,3,5,4,1,3,3,3,3,1,3,2,2,2,3,2,3,4,4,2,2,3,5,4,2,2,2,3,4,2,3,2,2,1,1,2,0,2,2,4,3,4,2,2,2,4,3,2,4,1,2,2,1,5,4,2,3,1,2,1,3,2,112,1703,1,2,1,1,1,2,43,42
1,112,1704,2,1,3,3,1,2,4,4,4,4,5,3,5,4,1,3,3,2,3,2,3,5,1,4,3,3,1,3,4,1,3,2,5,4,3,2,2,3,4,2,3,4,2,0,2,4,0,2,4,4,4,4,3,2,3,3,4,3,4,3,2,1,0,2,3,2,4,4,4,2,3,2,112,1704,2,3,2,2,0,4,51,22
1,112,1705,1,1,1,2,1,1,4,4,4,3,4,3,5,3,1,1,1,4,3,2,2,1,3,4,3,1,1,2,2,3,1,2,3,4,1,1,3,1,1,4,1,4,1,0,1,4,2,1,1,4,4,4,4,2,2,3,4,3,4,4,1,1,3,6,4,4,1,1,1,3,1,2,112,1705,2,3,3,3,1,3,52,57
1,112,1706,1,1,1,1,1,1,2,3,1,1,2,0,2,2,1,1,1,1,2,5,2,2,3,3,2,6,2,2,2,2,2,2,3,2,1,1,1,1,2,2,4,2,2,2,1,2,3,2,2,1,2,2,2,2,1,3,5,2,2,2,4,3,3,3,4,3,2,2,4,2,2,2,112,1706,1,2,1,1,1,2,21,19
1,112,1707,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,1,1,1,1,1,1,1,1,1,1,2,4,1,5,1,1,2,2,3,1,1,1,3,2,1,1,1,1,1,5,1,2,1,1,1,2,5,4,4,1,1,1,2,3,2,112,1707,3,3,3,3,3,3,93,17
1,112,1708,1,1,1,3,1,3,2,5,1,1,1,2,2,5,1,2,2,3,1,1,1,1,2,3,3,2,1,2,3,1,1,1,3,4,1,1,1,2,1,3,3,2,2,2,3,3,3,2,4,1,2,3,2,2,1,1,3,2,4,1,3,4,2,3,2,2,2,1,4,2,1,2,112,1708,2,3,2,2,2,2,91,19
1,112,1709,1,1,1,3,1,5,2,5,4,4,2,2,2,3,2,2,3,1,3,2,2,2,2,4,3,1,1,1,3,3,1,2,4,4,3,3,2,2,3,3,1,5,1,3,0,1,1,3,4,4,4,4,3,2,2,4,3,4,4,3,4,2,5,3,2,2,4,2,2,1,3,2,112,1709,1,3,2,3,1,3,74,46
1,112,1710,1,2,1,2,1,1,2,5,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,3,1,1,1,1,2,1,1,1,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,4,2,2,2,1,2,2,1,5,2,2,1,4,2,1,3,1,1,1,1,3,2,1,2,112,1710,1,1,1,1,1,1,71,5
1,112,1711,1,1,2,3,1,1,4,4,5,1,2,1,5,3,1,2,3,2,4,3,4,2,1,4,3,2,1,2,4,2,1,2,4,4,2,3,2,3,4,4,2,4,1,1,1,1,2,2,2,4,4,5,3,2,2,4,4,4,5,3,1,2,2,5,4,4,1,1,1,1,3,2,112,1711,3,3,1,3,3,3,14,59
1,112,1712,1,3,2,1,1,1,2,4,2,2,4,2,3,2,2,2,2,2,2,2,1,1,3,2,0,6,5,2,2,3,1,2,2,4,3,3,1,1,1,1,6,5,0,2,2,3,0,3,4,2,4,2,2,2,1,3,5,2,2,0,0,0,0,6,0,0,0,5,4,3,1,2,112,1712,1,1,1,4,0,4,22,13
1,112,1713,1,1,1,1,1,1,4,3,3,1,2,0,2,3,4,2,5,5,2,5,5,1,3,2,1,4,4,1,2,2,2,3,0,5,2,2,1,1,3,2,5,3,3,0,1,1,3,0,6,6,0,0,0,2,0,3,0,4,2,2,4,3,1,3,3,0,0,5,0,3,0,2,112,1713,4,0,4,4,0,4,53,57
1,112,1714,1,1,1,2,1,2,2,5,3,4,2,3,3,3,1,2,3,3,3,5,5,3,3,3,3,2,4,2,3,3,1,3,5,4,3,3,3,3,4,4,6,3,3,2,3,2,3,3,4,3,3,3,3,3,3,3,5,3,4,2,2,1,3,6,4,4,2,2,2,2,2,2,112,1714,1,2,1,1,1,2,21,20
1,112,1715,4,1,1,1,1,2,4,4,2,4,2,3,4,3,1,2,1,2,3,2,3,0,3,0,3,3,1,1,2,2,2,2,5,4,1,1,1,3,3,2,4,2,3,2,2,2,2,3,2,4,2,3,4,2,3,4,3,4,4,4,2,1,3,4,3,2,2,2,2,2,1,2,112,1715,1,1,1,1,1,1,14,36
1,112,1716,1,2,1,3,1,5,4,4,4,3,5,4,5,5,1,3,4,4,4,4,4,4,1,1,3,3,2,4,4,2,2,4,5,4,3,2,4,4,4,4,5,4,3,3,3,3,3,3,4,4,5,5,4,3,4,4,4,4,4,3,1,1,3,2,4,4,2,1,1,2,3,2,112,1716,2,1,3,3,1,2,21,47
1,112,1717,4,0,0,6,0,5,0,0,0,3,0,0,4,0,4,1,4,0,4,0,0,5,2,1,3,1,4,0,2,1,1,2,0,4,3,2,1,0,0,0,0,3,3,1,3,1,2,0,4,5,4,3,2,2,3,3,4,4,3,4,2,1,3,2,4,3,3,4,1,2,3,2,112,1717,2,1,3,3,0,3,33,48
1,112,1718,3,1,3,3,2,2,2,4,4,2,4,2,3,5,1,3,4,4,3,1,5,5,2,2,3,1,1,3,4,2,1,4,5,4,3,2,3,3,4,3,3,2,3,2,3,3,3,2,4,4,3,5,3,2,2,3,3,4,3,4,4,4,3,5,4,3,4,4,3,0,3,2,112,1718,3,3,3,3,2,3,12,54
1,112,1719,4,2,1,1,2,0,1,1,4,3,1,1,1,5,1,2,2,1,2,1,3,2,2,4,3,1,3,2,3,2,1,1,4,4,3,1,1,4,4,1,2,1,1,1,1,3,3,1,1,5,1,4,3,1,4,4,1,3,4,1,2,2,3,1,4,3,1,1,2,2,1,2,112,1719,1,1,1,3,1,1,41,11
1,112,1720,2,1,1,1,4,2,2,4,3,1,3,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,4,2,2,2,2,2,3,2,4,4,3,3,3,2,3,3,3,3,4,3,2,2,3,2,2,2,3,2,2,0,2,2,112,1720,2,1,1,2,1,2,73,27
1,112,1721,2,2,1,1,4,2,2,4,2,2,2,1,4,5,1,2,2,2,1,2,1,1,2,4,3,2,1,2,3,2,1,1,4,2,1,1,1,3,2,2,4,2,2,2,2,2,3,2,2,1,4,4,3,2,2,3,5,3,3,2,2,3,3,3,2,2,2,2,1,2,3,2,112,1721,1,3,1,2,3,3,74,36
1,112,1722,2,1,1,1,4,2,2,2,5,3,1,3,3,3,1,2,2,2,3,3,4,2,2,4,3,2,2,2,2,1,3,1,3,4,1,2,2,0,0,0,4,5,3,2,1,2,1,0,4,4,3,3,3,2,2,4,1,2,1,2,2,2,3,5,2,1,2,3,4,2,1,2,112,1722,2,2,1,1,3,3,33,58
1,112,1723,2,3,1,1,4,3,2,2,4,2,2,1,2,3,1,2,4,1,1,3,5,2,2,3,1,1,4,2,4,1,1,1,5,4,3,2,3,3,4,4,2,2,2,1,2,3,2,2,4,4,3,3,2,2,2,2,3,4,2,2,1,2,3,1,3,3,2,2,1,2,3,2,112,1723,1,3,3,2,3,1,74,16
1,112,1724,2,1,1,2,4,2,1,3,1,1,1,1,3,3,1,2,3,2,1,1,2,2,2,4,3,1,1,2,2,2,2,3,1,2,1,1,3,3,3,2,7,2,1,1,2,3,2,0,6,6,0,0,0,2,2,2,2,2,2,0,0,0,0,1,0,2,1,2,0,3,0,2,112,1724,4,0,4,4,2,1,42,27
1,112,1725,2,1,2,2,4,2,2,5,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,4,2,2,1,2,3,2,112,1725,3,2,3,2,1,2,72,52
1,112,1726,2,2,1,2,4,2,2,3,2,1,1,1,3,4,2,1,1,2,1,1,2,2,2,4,2,2,2,1,2,1,1,2,3,2,2,1,1,2,3,2,2,1,2,1,2,2,2,1,3,4,2,2,1,1,2,2,2,2,2,3,4,3,1,3,3,2,2,2,2,2,2,2,112,1726,3,1,1,2,3,2,71,41
1,112,1727,2,2,1,2,4,2,2,3,2,1,2,2,2,3,2,2,1,2,3,1,1,2,2,3,2,2,1,2,2,1,1,2,2,3,1,1,1,2,3,2,4,2,1,1,1,1,2,2,2,2,1,2,2,2,2,4,2,2,2,1,4,4,1,2,3,2,2,2,2,2,2,2,112,1727,2,1,1,2,2,2,74,40
1,112,1728,2,1,1,2,4,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,4,2,1,1,1,2,1,1,2,3,2,2,1,1,2,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,1,4,1,1,1,1,1,2,1,2,112,1728,1,1,1,3,3,2,71,55
1,112,1729,2,2,2,2,4,2,4,4,4,3,4,2,5,5,1,3,4,3,2,2,3,2,1,4,3,1,1,2,4,3,0,5,0,5,0,0,5,5,5,5,7,5,0,2,1,3,3,2,1,4,3,5,4,2,4,2,5,2,5,2,3,2,3,3,4,4,4,2,1,0,3,2,112,1729,3,1,1,1,3,3,32,48
1,112,1730,2,1,1,2,4,2,2,6,1,4,2,1,2,3,1,3,2,3,3,1,2,3,2,4,3,2,2,1,2,3,3,3,4,1,3,2,2,2,2,1,3,2,1,2,2,2,0,2,2,2,4,2,2,2,1,2,2,1,2,2,4,4,5,6,1,1,1,1,3,0,1,2,112,1730,1,2,3,1,2,1,81,33
1,112,1731,2,2,1,2,4,2,2,3,2,1,5,2,2,3,2,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,1,2,5,4,3,3,2,2,2,2,6,3,1,2,2,2,2,3,2,2,4,1,2,2,1,1,1,1,1,1,5,3,1,3,1,1,2,2,4,2,1,2,112,1731,1,1,2,1,1,2,63,53
1,112,1732,2,2,1,2,4,2,3,3,2,1,2,2,4,5,1,2,2,2,3,2,3,2,3,5,2,3,3,2,4,2,2,2,4,4,1,1,2,3,4,2,6,2,1,1,1,2,2,2,2,2,2,4,4,2,2,4,4,2,3,4,3,2,2,5,3,2,3,3,1,2,3,2,112,1732,3,3,3,1,0,3,33,19
1,112,1733,2,2,1,3,4,2,2,3,2,1,1,1,3,2,1,1,1,2,3,1,2,2,2,4,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,1,4,2,2,2,2,2,1,1,2,112,1733,2,2,2,1,1,1,71,57
1,112,1734,2,1,1,3,4,2,2,4,3,2,4,1,2,3,1,1,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,2,0,5,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,3,2,3,3,3,3,3,2,3,2,1,2,3,2,2,2,3,3,2,2,112,1734,2,3,3,2,2,2,73,74
1,112,1735,2,1,1,3,4,3,4,4,4,3,1,4,5,5,1,1,3,3,2,3,3,3,3,1,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,4,2,3,3,3,3,2,4,2,2,2,2,3,4,4,2,2,2,3,1,2,112,1735,1,3,1,1,3,1,61,5
1,112,1736,2,3,1,3,4,2,1,4,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,3,3,2,1,1,2,1,0,5,0,5,0,0,5,2,1,2,2,2,1,2,2,1,0,2,3,2,2,2,2,2,2,2,4,2,2,1,1,4,5,3,2,3,1,1,2,2,1,2,112,1736,1,1,1,1,1,1,73,57
1,112,1737,2,1,2,3,4,2,2,5,2,1,1,2,1,1,1,1,2,1,1,1,2,1,0,5,1,1,1,2,2,1,1,2,2,3,2,2,1,2,2,2,4,2,3,2,2,2,3,2,4,4,4,2,2,2,2,2,5,2,1,2,4,4,1,3,3,3,2,1,2,0,1,2,112,1737,1,3,3,2,0,4,73,39
1,112,1738,2,1,1,3,4,2,2,2,2,2,1,1,2,2,2,2,1,2,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,1,3,2,2,1,1,2,2,1,2,112,1738,1,2,1,2,1,1,73,69
1,112,1739,2,1,1,3,4,2,2,3,3,2,2,2,2,4,1,2,3,3,3,2,2,2,3,4,3,2,2,2,4,2,1,3,4,4,3,2,2,2,2,2,4,2,3,2,3,2,2,2,4,4,4,2,2,3,2,2,2,2,3,2,2,3,1,3,3,4,2,3,4,2,2,2,112,1739,3,3,3,1,3,3,63,48
1,112,1740,2,2,3,4,4,3,4,4,3,2,1,1,1,2,2,3,1,1,3,5,2,2,3,2,3,2,3,1,1,2,3,1,1,1,3,2,2,2,3,4,4,2,2,2,2,3,0,2,4,4,4,3,3,2,2,4,3,3,4,2,2,2,1,1,3,3,3,2,3,2,1,2,112,1740,2,2,3,1,2,3,81,13
1,112,1741,2,1,1,4,4,2,2,3,5,1,1,1,3,5,1,1,1,1,2,1,3,2,2,4,2,2,4,1,2,1,1,2,3,2,2,2,1,2,3,2,4,1,2,1,2,3,2,1,3,4,2,2,1,1,2,2,1,2,2,3,4,3,1,3,3,2,2,2,1,2,2,2,112,1741,3,1,1,2,3,2,71,42
1,112,1742,2,1,1,4,4,3,3,5,3,1,4,2,4,3,2,1,3,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,5,2,2,2,2,3,3,2,3,3,2,3,4,2,2,3,3,3,3,2,3,2,3,6,3,2,1,1,4,0,3,2,112,1742,2,2,2,2,3,0,74,30
1,112,1743,2,2,1,4,4,2,2,3,2,2,2,2,2,3,1,2,2,2,3,2,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,4,2,2,2,2,2,2,1,3,3,3,2,2,3,2,3,3,3,2,3,3,4,3,1,3,3,3,2,2,2,2,1,2,112,1743,2,2,3,2,1,3,44,15
1,112,1744,2,1,1,4,4,2,3,4,1,2,1,2,3,1,2,1,2,1,3,2,2,2,2,3,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,4,2,3,2,2,3,3,2,4,4,2,2,3,2,3,3,4,4,4,3,4,4,1,5,2,2,1,2,3,0,3,2,112,1744,3,2,3,2,1,3,71,48
1,112,1745,2,1,1,4,4,2,3,4,2,1,5,2,5,4,1,2,2,3,2,1,3,3,2,4,3,2,1,2,2,2,2,3,1,2,2,1,1,2,4,2,2,2,1,2,2,2,3,3,3,4,2,3,3,2,2,3,4,3,4,2,4,2,1,3,3,2,2,2,2,2,3,2,112,1745,2,2,1,3,1,2,74,18
1,112,1746,2,2,2,5,4,2,3,4,3,2,2,1,3,3,1,2,1,4,3,2,4,1,2,4,3,2,1,1,2,3,1,2,4,4,2,2,1,3,3,2,6,0,3,2,2,3,3,2,4,6,2,3,2,2,3,2,3,2,4,1,3,3,3,2,2,2,1,1,2,0,3,2,112,1746,2,1,1,2,1,2,72,11
1,112,1747,2,4,1,6,4,2,2,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,2,2,1,1,1,1,1,1,4,3,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,2,4,3,1,3,2,1,1,1,1,2,1,2,112,1747,1,1,1,1,1,2,34,19
1,112,1748,2,3,1,2,3,1,1,2,0,1,0,0,0,6,0,0,3,5,5,5,6,0,0,5,3,1,3,2,2,2,2,3,5,4,2,2,2,3,2,2,5,3,3,3,2,3,3,3,4,4,3,3,2,2,2,2,3,2,3,3,0,2,2,3,4,4,2,3,3,2,3,2,112,1748,1,1,1,2,2,1,23,26
