CARD.,DECK.,BALLOT.,FORM.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5A.,Q.5B.,Q.5C.,Q.6A.,Q.7.,Q.8.,Q.9A.,Q.9A..1,Q.9A..2,Q.9A..3,Q.9A..4,Q.9A..5,Q.9A..6,Q.9A..7,Q.9B.,Q.10A.,Q.10B.,Q.10C.,Q.12A.,Q.13.,Q.14A.,Q.14B.,Q.16.,Q.17A.,Q.17B.,Q.18A.,Q.18B.,Q.19.,Q.21A.,Q.21B.,Q.23.,Q.24A.,Q.25A.,Q.25B.,Q.27.,Q.28A.,Q.29.,Q.30.,Q.31.,Q.32.,Q.33A.,Q.33B.,V.34.
1,160,264,1,4,3,7,4,10,2,6,3,1,1,2,1,2,2,1,1,2,2,1,7,2,6,1,1,1,3,5,2,0,4,2,1,1,2,9,9,2,3,9,9,1,1,0,4,1,1,227
1,160,265,1,2,5,7,4,3,2,3,3,1,1,1,2,2,2,2,1,2,2,3,7,2,6,0,2,1,3,5,2,1,4,2,1,1,2,3,1,1,1,1,1,1,1,0,4,1,1,253
1,160,266,1,4,5,7,5,5,2,5,3,1,1,1,2,2,1,2,1,2,2,3,7,1,11,1,1,1,3,3,1,0,2,2,9,1,2,2,1,2,1,9,9,1,5,0,4,1,1,205
1,160,267,1,1,1,7,4,7,2,8,3,3,1,1,2,2,2,2,1,2,2,3,7,3,6,1,1,2,5,5,2,1,2,2,0,1,2,2,1,2,1,9,9,1,1,1,4,1,1,173
1,160,268,1,1,7,7,4,7,2,5,3,3,1,1,2,2,2,2,2,2,2,3,7,3,6,1,2,1,3,1,4,1,2,2,1,0,0,9,9,1,2,9,9,1,1,1,4,1,1,183
1,160,269,1,3,7,7,4,7,2,6,3,1,1,1,2,2,2,2,1,2,2,1,7,1,11,1,1,2,3,5,2,0,2,2,1,2,2,9,9,1,1,1,1,1,1,1,4,1,1,246
1,160,270,1,2,7,7,3,2,2,5,3,1,3,1,2,2,2,2,1,2,2,3,7,4,10,1,2,1,3,1,2,0,2,2,2,2,2,9,9,1,1,1,1,1,1,1,4,1,1,248
1,160,271,1,3,7,7,5,7,2,8,3,1,1,1,2,2,2,2,1,2,2,1,7,2,11,1,2,1,3,3,2,0,2,2,1,1,2,1,1,1,2,1,1,1,1,1,4,1,1,181
1,160,272,1,3,10,7,4,2,2,3,3,1,1,1,2,1,2,2,1,2,2,3,7,2,6,1,2,2,3,3,2,0,2,2,3,1,2,2,1,2,0,9,9,2,3,1,4,1,1,151
1,160,273,1,1,10,7,3,6,2,3,3,1,1,1,2,1,2,1,1,2,2,3,7,2,6,1,2,3,3,5,2,0,2,2,2,2,1,4,1,2,2,9,9,2,2,0,5,1,1,224
1,160,274,1,2,11,7,3,6,3,7,3,1,0,2,2,1,2,2,2,2,2,3,7,4,7,0,1,2,3,3,2,0,4,2,6,1,3,9,9,2,3,9,9,1,4,0,0,0,0,90
1,160,275,1,2,3,7,2,3,3,1,3,3,1,1,2,2,2,2,2,2,2,3,7,4,4,1,2,2,3,3,1,0,2,2,7,1,0,9,9,2,0,9,9,1,0,0,1,1,1,74
1,160,276,1,4,10,7,2,4,3,4,3,1,1,2,1,2,1,2,2,2,2,1,7,3,4,0,2,1,3,1,4,1,2,2,3,1,2,2,9,2,1,9,9,2,0,1,1,1,1,111
1,160,277,1,3,3,7,1,6,3,2,3,1,1,2,2,1,2,2,1,2,2,1,7,2,6,1,2,1,3,5,2,0,2,2,6,1,2,1,1,2,2,9,9,1,3,1,1,1,1,82
1,160,278,1,3,7,7,3,9,3,3,4,3,1,1,2,2,2,2,1,2,2,3,7,2,7,1,2,2,3,5,2,1,2,2,1,2,2,9,9,1,2,1,1,1,0,1,2,1,1,268
1,160,279,1,2,10,7,4,6,3,3,3,1,1,1,2,2,2,2,2,2,2,1,7,2,7,1,1,2,3,3,2,1,2,2,3,1,2,9,9,2,2,9,9,1,1,0,4,1,1,222
1,160,280,1,3,3,7,1,9,3,5,1,1,1,1,2,1,2,1,2,2,2,1,7,4,3,1,1,1,4,1,4,1,2,2,3,1,1,1,1,2,3,9,9,2,0,1,4,1,1,3
1,160,281,1,1,5,7,4,7,3,3,3,1,1,1,2,2,1,2,1,2,2,1,7,2,11,1,1,2,1,3,2,1,3,2,8,1,2,9,9,2,1,9,9,0,1,1,4,1,1,143
1,160,282,1,2,3,7,4,9,3,10,3,1,1,2,2,1,2,2,1,2,2,3,7,3,2,1,1,1,3,3,2,1,4,2,1,1,1,1,1,2,2,9,9,1,1,1,4,1,1,231
1,160,283,1,4,5,7,4,6,3,3,3,1,1,1,2,2,2,1,2,2,2,1,7,5,10,1,2,1,3,5,2,0,3,2,6,1,1,2,1,2,2,9,9,1,1,1,4,1,1,141
1,160,284,1,2,3,7,4,6,3,5,3,1,1,2,1,2,1,2,1,2,2,2,7,3,11,1,1,2,5,1,2,1,4,2,1,1,2,1,9,2,2,9,1,0,4,0,0,2,2,126
1,160,285,1,4,3,7,4,7,4,1,3,1,1,1,2,2,1,1,2,2,2,3,7,3,6,1,2,2,3,5,2,2,4,2,2,1,2,3,1,2,1,9,9,1,1,1,4,1,1,243
1,160,286,1,3,3,7,1,4,5,1,4,2,3,1,2,2,2,2,1,2,1,3,7,1,7,1,2,3,3,5,4,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,76
1,160,287,1,4,1,7,3,8,5,10,3,1,1,1,2,2,1,2,1,2,2,3,7,3,6,1,2,1,3,5,2,1,4,2,1,1,3,9,1,2,0,9,9,2,5,1,4,1,1,44
1,160,288,1,1,11,7,3,1,5,9,3,3,1,1,2,1,1,2,1,2,2,1,7,3,7,1,2,3,3,2,1,0,4,2,1,1,0,9,9,2,2,9,9,1,1,1,5,1,1,99
1,160,289,1,1,3,7,4,7,3,2,3,1,1,1,2,2,2,2,2,2,2,1,7,4,1,1,1,1,3,3,2,0,4,2,9,0,2,9,9,0,0,9,9,2,5,0,4,0,1,226
1,160,290,1,1,3,7,3,5,3,1,3,1,1,1,2,1,2,2,1,2,2,1,7,3,3,0,2,2,3,5,4,1,3,2,1,2,2,9,9,1,1,1,1,1,5,1,4,1,1,29
1,160,291,1,1,5,0,4,2,2,3,3,1,1,1,2,1,1,2,1,2,2,1,7,4,1,1,1,1,3,5,4,1,4,1,8,1,3,2,1,2,1,9,9,1,1,0,4,1,1,201
1,160,292,1,3,5,0,5,7,3,4,3,1,1,1,2,2,2,2,1,2,2,3,7,3,6,0,1,0,0,3,1,0,3,2,8,1,0,9,1,2,1,9,1,1,1,0,1,1,1,153
1,160,293,1,0,0,0,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,7,2,8,1,2,1,3,1,4,0,2,1,2,1,2,1,1,2,0,9,9,1,0,0,4,1,1,109
1,160,294,1,3,5,7,3,7,2,2,3,1,1,1,2,2,2,1,2,2,1,3,7,1,6,1,1,1,3,3,4,1,3,1,2,1,2,1,1,2,2,9,9,1,1,0,3,1,1,388
1,160,295,1,1,2,6,4,6,5,10,3,3,1,1,2,2,2,1,1,2,1,3,8,3,11,1,2,1,3,1,1,0,3,1,2,1,1,2,1,2,3,9,9,1,1,0,2,1,1,344
1,160,296,1,5,4,1,4,3,4,1,3,1,1,1,2,2,2,2,1,2,1,3,8,4,11,3,2,2,3,5,2,1,4,1,2,1,2,9,9,2,2,9,9,2,5,1,3,2,2,329
1,160,297,1,6,4,1,2,0,0,0,3,1,1,2,2,2,2,1,1,2,1,3,8,3,11,1,1,1,1,5,2,0,3,2,2,1,2,3,1,2,2,9,9,0,7,1,3,2,1,326
1,160,298,1,3,4,2,3,4,2,4,3,1,1,2,1,2,2,1,1,2,1,3,8,4,11,1,2,2,3,5,2,1,3,2,2,2,3,9,9,2,1,9,9,2,7,1,3,1,1,295
1,160,299,1,4,2,6,3,2,1,4,3,1,1,1,2,2,2,1,1,2,1,3,8,2,11,1,2,3,3,5,1,0,3,2,2,1,2,3,1,0,0,9,9,1,1,0,4,1,1,347
1,160,300,1,4,2,6,4,3,3,1,3,3,0,2,2,2,2,2,2,2,1,3,8,3,3,0,2,2,3,5,2,0,3,2,2,2,0,9,9,1,0,9,9,0,0,0,3,1,1,355
1,160,301,1,3,13,7,4,7,3,2,3,3,1,1,2,2,2,2,1,2,2,1,8,3,10,1,1,1,1,5,4,1,3,0,1,0,2,2,1,2,3,9,9,1,1,0,5,1,1,999
1,160,302,1,3,1,7,4,2,1,8,3,3,2,2,2,2,2,2,1,2,2,1,8,5,10,1,2,1,3,3,2,0,4,1,2,1,2,1,1,2,2,9,9,1,5,1,4,1,1,273
1,160,303,1,6,7,7,5,2,1,7,3,1,1,1,2,2,2,1,1,2,2,3,8,3,11,1,2,2,3,5,1,0,4,1,9,2,2,9,9,1,1,1,1,0,5,1,4,1,1,200
1,160,304,1,1,1,7,3,6,1,5,2,3,1,1,2,2,2,2,1,2,1,3,8,1,2,1,2,1,3,1,3,2,4,1,2,1,0,1,1,1,2,9,9,1,1,0,5,1,1,52
1,160,305,1,2,3,7,4,8,2,7,3,3,1,1,2,2,1,2,1,2,2,1,8,2,8,1,2,2,3,1,1,0,3,1,2,1,2,1,1,2,2,1,1,1,1,0,2,1,1,5
1,160,306,1,2,1,7,3,8,2,7,1,1,1,1,2,2,2,1,2,2,2,1,8,1,8,1,2,1,3,1,2,1,4,1,2,0,3,9,1,2,2,9,9,1,0,0,4,1,1,61
1,160,307,1,6,3,7,4,9,2,11,3,1,1,1,2,2,2,1,2,2,2,1,8,2,11,1,1,1,3,3,4,1,4,1,1,1,2,1,1,2,3,9,9,1,1,0,4,1,1,190
1,160,308,1,1,7,7,4,4,2,4,3,1,1,1,2,2,2,1,1,2,2,1,8,1,8,1,2,1,3,5,2,0,3,1,1,2,2,9,9,1,1,1,1,1,5,0,4,1,1,247
1,160,309,1,4,13,7,4,7,2,8,4,3,1,1,2,2,2,1,2,2,2,3,8,4,3,3,1,2,1,5,4,2,3,1,1,1,2,2,1,2,2,9,9,1,1,1,4,1,1,34
1,160,310,1,3,3,7,2,7,3,2,1,1,1,1,2,2,2,2,1,2,1,1,8,4,1,1,2,1,3,5,2,0,2,1,3,1,0,9,9,0,0,9,9,2,5,1,1,1,1,81
1,160,311,1,2,3,7,4,9,3,1,3,1,1,2,1,2,1,2,1,2,2,1,8,1,11,1,1,1,3,5,2,0,4,1,2,1,3,9,9,0,0,9,9,1,1,1,2,1,1,228
1,160,312,1,1,3,7,3,10,3,5,1,1,1,1,2,2,2,2,2,2,2,1,8,3,6,1,2,1,3,1,1,0,4,1,1,1,2,1,1,2,2,9,9,2,0,0,4,1,1,242
1,160,313,1,2,13,7,4,6,3,4,3,3,1,1,2,2,2,2,2,2,2,3,8,2,7,1,2,2,3,5,2,2,3,1,1,1,2,1,1,2,3,9,9,2,5,0,4,1,1,31
1,160,314,1,3,5,7,5,6,3,11,3,1,3,1,2,2,1,2,1,2,2,3,8,4,11,1,1,3,3,0,2,0,4,1,1,1,2,1,9,2,3,9,9,1,1,1,4,1,1,144
1,160,315,1,1,10,7,4,11,3,2,3,1,3,2,1,2,2,2,1,2,2,1,8,1,11,1,1,1,3,3,4,1,4,1,2,1,2,1,1,1,2,1,1,1,1,1,4,1,1,212
1,160,316,1,3,5,7,5,7,3,4,2,1,1,1,2,2,1,2,2,2,2,1,8,3,7,1,2,1,3,5,4,1,4,1,1,1,2,2,1,1,2,1,1,1,1,1,4,1,1,146
1,160,317,1,1,11,7,3,10,3,10,3,3,1,1,2,2,2,2,1,2,2,3,8,4,10,1,1,2,1,3,2,1,3,1,2,1,2,1,1,2,2,9,9,1,1,0,5,1,1,98
1,160,318,1,3,11,7,3,8,3,3,4,3,1,1,2,2,2,2,2,2,2,3,8,3,7,1,2,2,3,3,2,0,4,1,6,1,2,1,1,2,2,9,9,1,1,0,5,1,1,85
1,160,319,1,1,1,7,3,5,3,2,3,1,3,1,2,1,2,1,2,2,2,1,8,5,1,1,2,1,1,5,4,1,4,1,1,1,2,2,1,2,1,9,9,1,5,0,5,1,1,54
1,160,320,1,3,3,7,4,0,4,3,1,1,1,1,2,2,2,2,2,2,2,2,8,3,7,1,1,2,1,3,2,1,4,1,1,1,2,1,1,2,2,9,9,1,1,0,3,1,1,237
1,160,321,1,2,3,7,4,5,0,8,3,1,1,1,2,2,2,1,2,2,2,3,8,1,7,0,1,2,3,3,2,0,3,1,1,2,2,9,9,2,2,9,9,1,3,1,1,1,1,238
1,160,322,1,2,5,7,5,6,3,10,3,3,1,1,2,2,2,2,1,2,2,3,8,2,11,1,1,1,3,3,2,0,3,1,1,1,2,2,1,0,0,9,9,1,1,0,4,1,1,196
1,160,323,1,1,1,7,3,3,3,1,3,1,1,1,2,2,2,2,1,2,2,1,8,3,7,1,2,2,3,1,4,1,4,1,1,1,2,2,1,2,1,9,9,2,4,1,4,1,1,47
1,160,324,1,1,1,7,5,6,1,10,3,1,0,1,2,2,2,1,2,2,2,0,8,1,0,1,2,0,0,1,4,0,4,2,1,2,0,9,1,2,0,9,9,1,1,0,1,0,0,64
1,160,325,1,4,10,7,4,5,1,5,3,1,3,1,2,2,2,2,1,2,2,3,8,3,6,1,1,1,3,3,2,1,2,2,8,1,0,1,1,2,2,9,9,1,0,1,2,1,1,214
1,160,326,1,5,5,7,4,7,1,6,3,1,1,1,2,2,2,2,1,2,2,1,8,2,7,3,1,1,3,5,3,0,4,2,6,1,2,1,1,2,3,9,9,1,1,0,4,1,1,206
1,160,327,1,6,7,7,2,3,1,8,1,1,1,1,2,2,2,2,1,2,2,3,8,2,7,1,2,2,1,3,3,0,2,2,2,2,2,9,9,1,1,1,1,1,0,1,4,1,1,256
1,160,328,1,3,10,7,1,4,1,6,3,1,1,1,2,2,1,2,2,2,2,1,8,2,6,1,2,2,3,1,2,0,2,2,2,1,1,1,1,2,2,9,9,1,1,1,4,1,1,122
1,160,329,1,5,7,7,4,5,1,5,3,3,1,1,2,2,2,1,1,2,2,3,8,3,4,1,2,1,1,5,2,0,3,2,2,1,0,9,9,1,0,9,9,2,5,1,4,1,1,249
1,160,330,1,4,3,7,4,11,2,5,3,1,1,1,1,2,2,2,2,2,2,1,8,2,6,1,1,0,0,3,4,1,3,2,1,1,2,1,1,2,2,9,9,2,0,0,1,1,1,233
1,160,331,1,1,3,7,3,3,2,1,2,1,1,2,2,2,2,2,2,2,2,0,8,2,8,1,2,2,3,5,0,1,3,2,9,2,2,9,9,1,1,1,1,1,1,0,1,1,1,21
1,160,332,1,1,10,7,1,5,2,3,3,1,1,1,2,2,1,2,2,2,2,0,8,3,0,1,1,1,3,3,4,1,2,2,3,1,0,9,1,1,0,9,9,1,1,0,4,1,1,110
1,160,333,1,3,5,7,5,4,2,5,3,1,1,1,2,2,2,1,2,2,2,3,8,1,11,1,2,1,3,1,2,1,3,2,9,1,2,2,1,2,1,1,1,1,1,0,4,1,1,180
1,160,334,1,5,5,7,5,7,2,5,3,1,1,1,2,2,2,1,2,2,2,3,8,2,11,1,2,2,1,1,4,2,3,2,9,1,2,2,1,2,1,9,1,2,5,0,4,1,1,207
1,160,335,1,5,13,7,4,3,2,5,3,1,1,2,2,2,2,2,1,2,2,3,8,4,0,1,2,2,3,5,2,1,3,2,1,1,1,2,3,2,1,9,9,1,0,1,4,1,1,22
1,160,336,1,3,10,7,1,4,2,5,2,3,1,1,2,2,1,2,1,2,2,1,8,3,3,1,2,2,5,3,2,0,2,2,2,1,3,2,1,2,3,9,9,2,5,1,4,1,1,36
1,160,337,1,4,13,7,4,7,2,5,3,1,1,1,2,2,2,2,1,2,2,1,8,3,6,1,2,2,1,5,2,1,2,2,2,1,2,9,9,2,1,9,9,1,1,1,5,1,1,17
1,160,338,1,2,5,7,3,2,2,2,3,1,1,1,2,2,2,1,2,2,2,3,8,4,3,1,1,1,1,5,4,1,3,2,6,1,2,2,1,2,3,9,9,1,5,1,4,2,1,197
1,160,339,1,6,13,7,4,8,3,4,2,1,1,1,2,2,2,2,1,2,2,3,8,2,8,1,2,1,3,1,2,2,2,2,1,1,2,1,1,2,2,9,1,2,1,1,1,1,0,18
1,160,340,1,2,3,7,4,6,3,2,3,1,1,1,2,2,2,1,2,2,2,1,8,4,10,1,1,2,1,3,2,1,3,2,2,2,2,9,9,1,2,1,1,1,0,0,1,1,1,20
1,160,341,1,5,7,7,4,8,3,5,3,1,1,1,2,1,1,2,1,2,1,1,8,1,8,1,2,1,3,1,2,0,4,2,1,2,2,9,9,1,2,1,1,2,4,1,1,1,1,219
1,160,342,1,5,7,7,5,7,3,1,3,1,1,1,2,2,2,2,1,2,2,3,8,4,0,1,2,2,3,5,2,2,2,2,1,2,2,9,9,1,2,9,9,1,0,1,2,1,1,254
1,160,343,1,3,5,7,4,4,3,3,3,1,1,1,2,2,2,2,1,2,2,3,8,3,6,1,1,2,1,5,4,1,4,2,2,1,3,9,1,2,3,9,9,0,0,0,4,1,1,147
1,160,344,1,3,1,7,5,8,3,2,4,1,1,1,2,2,2,2,1,2,2,3,8,2,6,1,2,2,3,3,1,0,4,2,2,1,2,1,1,1,2,9,9,1,1,0,4,1,1,260
1,160,345,1,5,3,7,4,9,3,0,3,1,1,1,2,2,2,2,1,2,2,3,8,2,6,1,1,1,1,3,2,1,4,2,1,1,2,1,1,2,2,9,9,1,1,0,4,1,1,230
1,160,346,1,3,10,7,4,5,3,6,3,3,1,1,2,1,1,1,2,2,2,1,8,1,8,1,2,2,3,0,3,0,2,2,7,2,1,9,9,2,3,9,9,1,1,0,4,1,1,195
1,160,347,1,1,5,7,5,4,3,10,3,1,1,2,1,2,2,2,2,2,2,1,8,3,3,1,2,1,3,5,2,0,4,2,6,1,2,3,1,1,2,1,9,1,0,1,4,1,1,199
1,160,348,1,1,7,7,4,6,3,8,4,1,1,2,2,1,1,2,1,2,2,1,8,2,7,1,2,1,3,1,2,0,3,2,1,2,2,9,9,1,2,1,1,2,0,1,4,1,1,175
1,160,349,1,3,5,7,5,7,3,2,3,1,1,1,2,2,2,2,1,2,2,1,8,3,4,1,2,2,3,5,2,0,3,2,9,1,3,3,1,2,1,9,9,1,1,1,4,1,1,145
1,160,350,1,1,10,7,1,10,3,4,1,1,1,1,2,1,1,1,1,2,2,3,8,4,10,1,2,1,3,1,1,0,2,2,1,1,1,9,9,2,2,9,9,1,1,1,4,1,1,38
1,160,351,1,3,5,7,4,4,3,5,4,3,1,1,2,2,2,1,1,2,2,1,8,2,11,1,2,1,1,5,2,0,3,2,8,1,0,1,1,2,2,9,9,1,1,1,4,1,1,148
1,160,352,1,3,7,7,4,2,3,2,3,3,1,1,2,2,2,2,2,2,2,3,8,3,6,1,2,1,3,1,2,1,2,2,1,2,2,9,9,1,1,1,1,1,1,1,4,1,1,225
1,160,353,1,4,10,7,0,3,3,2,3,3,1,1,2,1,2,1,2,1,2,1,8,4,11,1,2,2,3,5,2,1,2,2,8,1,3,9,9,2,1,9,1,2,1,1,4,1,1,215
1,160,354,1,1,1,7,4,0,3,2,3,3,1,1,2,2,2,2,1,2,2,3,8,3,10,1,1,2,3,5,2,1,4,2,1,1,2,2,1,2,1,9,9,2,4,1,4,1,1,277
1,160,355,1,5,3,7,4,10,3,2,4,1,1,1,2,2,2,1,2,2,2,3,8,2,6,1,2,1,1,5,2,1,3,2,1,1,2,3,1,2,1,9,9,2,5,1,4,1,1,240
1,160,356,1,3,5,7,4,10,3,4,1,1,1,1,2,2,2,2,2,2,2,1,8,3,6,1,2,2,3,1,2,1,3,2,1,1,2,9,9,2,2,9,9,1,0,0,5,1,1,24
1,160,357,1,6,13,7,4,7,3,4,3,3,1,2,2,2,2,2,1,2,2,1,8,1,8,1,1,2,3,3,1,0,3,2,1,1,2,2,1,2,1,9,9,1,1,1,5,2,1,11
1,160,358,1,2,1,7,3,9,4,0,3,1,1,2,2,1,2,2,2,2,2,3,8,3,7,1,2,1,1,0,0,0,4,2,0,0,0,9,9,0,0,9,9,0,0,0,0,0,0,57
1,160,359,1,3,1,7,3,9,4,2,1,1,1,1,2,2,2,2,1,2,2,1,8,4,0,1,2,2,3,1,1,0,4,2,6,2,1,1,1,2,2,9,9,1,1,0,1,0,1,59
1,160,360,1,1,10,7,3,7,4,1,3,3,0,2,2,1,1,2,1,2,2,1,8,4,10,1,2,3,5,1,2,0,3,2,2,2,2,9,9,1,0,1,1,1,1,0,2,1,1,13
1,160,361,1,1,7,7,4,6,4,1,3,3,1,1,2,2,1,2,1,2,2,3,8,2,0,1,2,2,3,5,2,0,2,2,1,2,2,9,9,1,3,9,1,1,1,1,4,1,1,182
1,160,362,1,1,7,7,4,6,4,1,3,3,1,1,2,2,1,2,1,2,2,3,8,2,0,1,2,2,3,5,2,0,2,2,1,2,2,9,9,1,3,9,1,1,1,1,4,1,1,182
1,160,363,1,3,13,7,4,6,4,2,3,3,1,1,2,2,2,2,2,2,2,3,8,1,7,1,2,2,3,5,2,0,1,2,1,1,2,2,9,2,1,9,9,1,1,0,5,1,1,16
1,160,364,1,1,3,7,4,6,5,7,3,1,1,1,2,2,2,2,1,2,2,3,8,5,10,1,1,1,1,5,1,0,2,2,2,2,2,9,1,1,1,1,1,2,1,1,1,1,1,27
1,160,365,1,1,3,7,4,11,5,0,3,1,1,1,2,2,1,1,1,2,2,1,8,5,11,0,1,1,3,3,2,1,4,2,1,1,2,3,1,2,0,9,9,1,1,1,4,1,1,241
1,160,366,1,1,13,7,4,6,0,0,1,1,1,1,2,2,2,1,2,2,2,0,8,0,0,1,2,1,3,1,2,1,3,2,1,2,2,9,1,0,0,9,1,1,1,0,0,0,0,28
1,160,367,1,2,3,7,3,4,2,3,4,1,1,2,2,1,2,2,2,2,1,1,8,4,1,1,2,1,3,1,1,0,3,2,1,1,2,1,1,1,0,1,1,1,1,0,1,2,1,2
1,160,368,1,1,3,7,4,6,3,2,3,1,1,1,2,2,2,2,1,2,2,1,8,4,7,1,1,2,5,3,4,0,2,2,2,2,2,9,9,1,1,9,1,1,5,1,4,1,1,33
1,160,369,1,3,5,0,5,3,1,2,3,1,1,1,2,2,2,1,2,2,2,3,8,2,7,1,1,1,1,5,4,1,2,1,8,1,3,2,1,2,1,9,9,1,1,0,4,1,1,154
1,160,370,1,2,10,0,4,11,2,8,3,1,1,1,2,2,2,2,2,2,2,1,8,2,6,1,1,0,0,3,0,0,2,1,3,2,2,9,9,0,0,9,9,1,0,0,4,1,1,216
1,160,371,1,1,3,0,5,0,3,0,1,0,0,2,2,2,2,2,2,2,2,0,8,2,7,0,1,1,3,0,0,1,0,2,0,1,2,9,9,1,1,2,9,2,0,0,0,0,0,184
1,160,372,1,4,3,0,5,11,3,2,3,1,3,1,2,1,2,2,2,2,2,3,8,3,7,1,2,2,3,1,2,0,4,1,1,1,2,2,1,2,1,9,9,2,5,0,4,1,1,234
1,160,373,1,1,3,0,3,9,4,10,3,3,1,1,2,2,1,2,1,2,2,3,8,1,7,0,1,1,1,5,2,0,3,2,2,2,2,9,9,1,1,9,9,2,0,0,1,1,1,23
1,160,374,1,2,3,0,4,4,5,3,3,2,0,2,1,1,1,2,1,2,1,3,8,5,10,0,2,2,3,5,2,2,3,2,0,1,2,9,9,2,2,9,9,2,1,0,1,1,1,999
1,160,375,1,1,5,0,5,9,5,0,3,1,0,1,2,2,1,2,1,2,2,2,8,3,11,0,1,2,3,5,2,1,3,2,1,1,2,2,1,0,1,9,9,1,1,0,4,1,1,155
1,160,376,1,0,2,0,0,0,0,0,3,1,1,1,2,2,2,2,1,2,2,3,8,3,6,1,2,1,3,5,2,0,4,2,2,2,2,9,9,1,0,9,1,1,1,0,0,0,0,352
1,160,377,1,1,3,0,4,0,0,0,0,0,0,1,2,2,2,2,1,2,2,3,8,4,1,0,1,1,3,3,2,1,3,2,8,1,2,2,9,2,2,9,1,2,2,1,1,0,0,7
1,160,378,1,1,1,8,3,7,3,2,1,2,1,1,2,2,2,2,1,2,2,1,8,2,6,0,2,1,3,5,1,0,4,1,2,1,0,9,9,0,2,9,9,1,1,0,5,1,1,53
1,160,379,1,1,3,7,4,6,2,2,3,1,1,1,2,2,2,2,1,2,2,1,8,3,4,1,2,1,1,5,2,0,3,2,2,2,2,9,9,1,1,1,1,2,5,1,2,1,1,30
1,160,380,1,3,7,7,4,3,3,2,3,1,1,1,2,2,2,2,1,2,2,3,8,4,10,1,2,2,3,5,2,0,3,2,1,2,2,9,9,1,0,9,1,1,0,0,4,1,1,130
1,160,381,1,2,4,1,1,3,3,1,3,1,1,2,1,2,1,2,1,2,1,1,0,6,0,1,2,2,1,1,2,0,3,1,2,1,2,2,1,0,0,9,9,1,1,1,3,1,1,325
1,160,382,1,2,4,1,3,4,5,2,3,1,1,1,2,2,2,1,1,2,2,3,0,6,0,1,1,1,1,5,2,1,4,1,2,1,2,1,1,2,1,9,9,2,4,1,3,2,1,324
1,160,383,1,1,2,6,3,7,3,0,2,2,1,2,2,2,2,1,1,2,2,0,0,3,0,0,0,1,0,0,2,1,4,1,2,2,3,9,9,1,0,9,9,0,0,1,4,0,0,132
1,160,384,1,2,4,1,1,11,2,8,1,3,3,1,2,2,1,1,2,2,2,1,0,6,0,3,1,1,1,3,4,0,2,2,3,1,1,1,1,2,3,9,1,1,1,0,6,1,1,286
1,160,385,1,2,4,1,1,0,0,0,3,1,1,2,2,2,1,2,1,2,1,3,0,6,0,1,2,1,3,1,2,1,3,2,2,1,0,1,9,2,2,9,9,1,1,1,3,1,1,327
1,160,386,1,3,6,4,4,2,1,3,3,3,1,2,1,2,2,2,1,2,2,3,0,0,0,0,1,1,5,1,2,2,4,2,5,0,2,9,9,1,1,1,9,1,5,1,2,2,1,335
1,160,387,1,3,6,4,3,0,3,0,3,1,1,2,1,2,2,2,2,2,2,1,0,6,0,0,2,1,3,5,2,0,3,2,2,2,2,9,9,1,0,9,9,1,0,1,2,2,1,333
1,160,388,1,1,3,7,4,10,2,0,1,1,1,1,2,2,2,2,1,2,1,0,0,0,0,1,0,0,3,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,172
1,160,389,1,6,11,7,3,5,4,1,3,1,1,2,2,1,1,2,1,2,2,3,0,0,0,0,1,1,3,3,2,0,0,0,0,0,0,1,1,0,0,9,9,1,1,0,4,1,1,106
1,160,390,1,2,3,7,4,0,3,5,1,1,1,1,2,2,2,2,2,2,2,1,0,3,5,1,2,1,3,3,1,0,4,1,1,1,2,1,1,2,2,9,9,1,1,0,4,1,1,218
1,160,391,1,3,3,7,4,6,3,2,3,1,1,1,2,2,2,2,1,2,2,1,0,0,0,0,1,1,3,5,2,0,4,1,1,1,2,1,1,2,2,9,9,1,1,0,4,1,1,188
1,160,392,1,3,3,7,4,4,4,10,1,1,1,1,2,2,2,2,2,2,2,1,0,0,0,1,2,1,3,3,2,1,3,1,2,2,2,2,9,1,2,1,1,1,1,0,1,1,1,32
1,160,393,1,1,1,7,3,6,2,7,3,1,1,2,1,2,2,2,2,2,1,1,0,0,0,0,2,1,3,5,4,1,3,2,1,1,0,9,9,2,3,9,9,1,1,0,1,1,1,56
1,160,394,1,4,10,7,4,6,3,3,1,3,1,1,2,2,2,2,1,2,2,3,0,0,0,0,1,1,3,3,1,0,2,2,2,1,0,1,1,2,3,9,9,2,3,1,4,1,1,223
1,160,395,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,9,0,0,0,0,0,0,382
1,160,396,1,0,0,0,0,0,0,0,3,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,9,9,0,0,0,0,0,0,150
