COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10,COL11,COL12,COL13,COL14,COL15,COL16,COL17,COL18,COL19,COL20,COL21,COL22,COL23,COL24,COL25,COL26,COL27,COL28,COL29,COL30,COL31,COL32,COL33,COL34,COL35,COL36,COL37,COL38,COL39,COL40,COL41,COL42,COL43,COL44,COL45,COL46,COL47,COL48,COL49,COL50,COL51,COL52,COL53,COL54,COL55,COL56,COL57,COL58,COL59,COL60,COL61,COL62,COL63,COL64,COL65,COL66,COL67,COL68,COL69,COL70,COL71,COL72,COL73,COL74,COL75,COL76,COL77,COL78,COL79,COL80,COL81,COL82,COL83,COL84,COL85,COL86,COL87,COL88,COL89,COL90,COL91,COL92,COL93,COL94,COL95,COL96,COL97,COL98,COL99,COL100,COL101,COL102,COL103,COL104,COL105,COL106,COL107,COL108,COL109,COL110,COL111,COL112,COL113,COL114,COL115,COL116,COL117,COL118,COL119,COL120,COL121,COL122,COL123,COL124,COL125,COL126,COL127,COL128,COL129,COL130,COL131,COL132,COL133,COL134,COL135,COL136,COL137,COL138,COL139,COL140,COL141,COL142,COL143,COL144,COL145,COL146,COL147,COL148,COL149,COL150,COL151,COL152,COL153,COL154,COL155,COL156,COL157,COL158,COL159,COL160,COL161,COL162,COL163,COL164,COL165,COL166,COL167,COL168,COL169,COL170,COL171,COL172,COL173,COL174,COL175,COL176,COL177
1,44,41,,3,3,10,0,1,2,3,5,30,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,30,10,40,40,30,91,30,91,30,9,2,2,2,2,20,440,4,1,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,80,80,80,7,1,2,2,2,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,42,,3,1,10,2,1,2,4,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,20,60,40,10,30,10,30,41,30,9,2,2,2,2,20,440,4,2,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,2,0,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,66,61,1,1,1,0,0,0,2,2,2,2,2,2,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,43,,3,4,10,2,1,2,4,7,10,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,41,40,40,41,0,41,10,41,40,9,2,1,2,2,20,440,4,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,2,0,0,60,80,70,8,1,2,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,44,,3,2,10,3,1,2,5,7,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,41,30,40,30,90,40,9,2,2,1,2,20,440,4,4,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,1,2,44,10,40,40,30,0,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,45,,3,4,20,3,1,2,4,8,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,70,10,40,50,10,30,90,80,0,2,2,2,2,20,440,4,5,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,70,80,80,8,1,2,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,46,,3,2,10,3,2,2,5,7,10,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,41,30,41,30,41,30,9,2,1,2,2,20,440,4,6,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,1,0,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,22,30,50,70,30,0,1,1,1,2,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,47,,3,5,10,2,1,2,5,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,40,11,31,41,40,90,31,41,41,4,2,2,2,2,20,440,4,7,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,2,2,23,10,50,10,50,1,0,9,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,48,,3,4,20,2,1,2,5,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,10,40,40,91,21,30,40,30,9,2,2,2,2,20,440,4,8,,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,10,30,50,70,2,1,1,2,2,1,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,49,,3,3,10,5,1,2,4,7,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,31,30,41,30,91,30,41,30,4,2,2,2,2,20,440,4,9,,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,22,2,0,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,80,80,80,9,1,1,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,50,,3,5,10,2,1,3,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,41,30,90,30,41,30,9,2,2,2,2,20,440,5,0,,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,22,2,0,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,44,30,0,20,0,0,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,51,,3,4,10,3,1,4,1,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,11,40,11,41,41,40,41,41,4,2,2,2,2,20,440,5,1,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,0,0,0,70,70,70,9,1,0,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,52,,3,4,10,7,1,4,3,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,40,91,41,41,40,11,30,91,31,4,2,2,2,2,20,440,5,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,0,1,11,10,10,60,60,7,1,2,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,53,,3,6,10,8,1,3,1,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,41,21,40,40,70,11,30,41,31,4,2,2,2,2,20,440,5,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,0,1,30,60,70,60,9,0,4,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,54,,3,3,10,3,1,5,5,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,6,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,41,30,40,80,41,10,61,30,6,2,2,2,1,20,440,5,4,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,13,10,90,20,70,6,1,0,2,2,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,55,,3,3,10,5,1,4,1,3,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,11,41,30,11,10,90,30,90,30,0,2,2,2,2,20,440,5,5,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,0,1,1,0,30,80,80,9,1,1,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,56,,3,5,10,3,1,4,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,40,90,40,41,30,91,30,91,30,9,1,2,2,2,20,440,5,6,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,3,3,0,3,11,20,50,20,40,9,1,1,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,57,,3,3,10,2,1,3,1,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,21,10,10,41,20,61,20,41,30,4,1,2,2,2,20,440,5,7,,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,22,2,0,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,3,0,0,70,80,70,8,1,1,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,58,,3,4,10,3,1,4,1,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,41,30,11,30,41,31,4,2,2,2,2,20,440,5,8,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,0,4,43,20,30,60,30,1,1,2,2,2,2,2,1,1,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,59,,3,3,10,3,1,4,3,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,30,40,40,50,90,30,90,40,9,2,2,2,2,20,440,5,9,,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,22,2,0,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,41,10,60,60,60,6,1,2,2,2,2,2,2,1,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,60,,3,6,10,4,1,3,5,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,41,10,10,40,50,11,31,41,31,4,2,2,2,2,20,440,6,0,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,1,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,5,50,30,50,50,50,7,0,8,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,61,,3,4,10,3,1,5,4,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,21,10,40,10,90,11,10,41,0,9,2,2,2,2,20,440,6,1,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,1,32,0,40,10,70,7,0,8,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,62,,3,4,10,5,1,4,1,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,30,90,40,41,30,41,10,41,20,6,2,2,2,2,20,440,6,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,90,90,90,9,0,6,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,63,,3,4,10,0,2,5,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,11,30,81,30,41,30,41,30,9,2,2,2,2,20,440,6,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,4,0,2,32,30,50,30,50,3,1,0,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,64,,3,3,10,0,2,5,3,1,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,30,10,40,41,41,41,30,41,31,4,2,2,2,2,20,440,6,4,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,0,0,0,0,70,80,70,7,1,0,1,2,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,65,,3,2,20,7,2,5,2,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,20,91,20,41,30,91,10,91,30,9,2,2,2,2,20,440,6,5,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,1,2,0,60,70,70,5,1,2,2,1,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,66,,3,3,10,7,2,5,1,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,51,40,40,40,31,20,30,91,31,4,2,2,2,2,20,440,6,6,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,3,0,0,70,70,70,7,1,1,2,2,2,2,1,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,67,,3,4,10,3,1,5,3,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,30,30,10,90,40,30,41,30,6,2,2,2,2,20,440,6,7,,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,1,1,10,90,20,70,9,0,8,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,68,,3,4,10,3,1,4,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,10,40,41,30,41,11,41,40,4,1,2,2,2,20,440,6,8,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,4,0,1,10,0,50,70,50,8,1,1,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,69,,3,4,20,4,2,4,1,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,30,40,41,30,91,30,41,30,4,2,2,2,2,20,440,6,9,,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,0,0,33,0,40,40,50,9,1,1,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,70,,3,3,10,2,1,4,5,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,40,40,41,30,41,30,41,31,4,2,2,2,2,20,440,7,0,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,0,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,11,10,80,80,80,0,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,71,,3,6,10,6,1,3,5,4,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,8,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,80,10,41,30,41,30,41,30,0,2,2,2,2,20,440,7,1,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,90,90,80,9,0,9,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,72,,3,4,10,9,2,5,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,11,10,10,11,40,91,20,41,40,9,2,2,2,2,20,440,7,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,1,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,4,0,0,0,4,0,60,50,60,6,1,1,2,1,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,73,,3,5,10,3,1,5,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,30,10,30,50,91,30,91,30,3,2,2,2,2,20,440,7,3,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,2,0,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,3,4,53,40,10,0,10,5,1,0,2,2,2,2,2,1,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,74,,3,3,10,0,2,5,2,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,21,0,50,41,40,41,31,41,30,9,2,2,2,2,20,440,7,4,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,0,2,20,20,20,70,40,8,1,1,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,75,,3,3,10,3,1,3,4,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,31,41,40,50,40,50,41,30,4,2,2,2,2,20,440,7,5,,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,2,0,20,70,70,70,9,0,6,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,76,,3,2,10,9,2,0,4,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,90,40,40,30,41,30,91,20,9,2,2,2,2,20,440,7,6,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,1,0,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,0,1,11,0,80,80,80,3,1,2,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,77,,3,2,10,2,1,2,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,50,10,11,30,10,30,41,30,4,2,2,2,2,20,440,7,7,,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,22,2,0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,3,3,33,30,20,10,10,9,1,1,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,78,,3,2,20,7,2,5,4,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,10,10,11,31,21,30,91,30,2,2,2,2,2,20,440,7,8,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,0,0,0,0,80,80,90,8,0,6,1,2,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,79,,3,4,10,9,1,4,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,90,40,40,30,40,30,41,30,4,2,2,2,2,20,440,7,9,,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,0,2,2,30,20,20,50,9,1,0,2,2,2,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,80,,3,3,10,0,2,5,3,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,20,70,10,40,80,91,20,91,30,9,2,2,2,2,20,440,8,0,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,3,0,1,11,30,80,50,50,4,1,1,2,2,1,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,81,,3,3,20,7,2,5,3,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,10,10,10,90,90,30,91,30,9,2,2,2,2,20,440,8,1,,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,2,12,20,80,70,50,1,1,2,2,2,2,2,1,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,82,,3,3,10,8,2,5,3,5,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,20,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,41,1,30,11,30,91,30,41,30,9,2,1,2,2,20,440,8,2,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,3,11,10,60,30,60,8,1,1,2,1,2,2,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,44,83,,3,6,10,2,1,5,5,6,20,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,10,70,40,11,20,61,20,91,40,9,1,2,2,2,20,440,8,3,,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,22,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,0,4,20,60,50,60,5,1,2,2,1,2,2,2,2,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
