CARD.,DECK.,BALLOT.,Q.1.,Q.2.,Q.3.,Q.4.,Q.5.,Q.6.,Q.7.,Q.8.,Q.9.,Q.10.,Q.11A.,Q.11B.,Q.12.,Q.13.,Q.14.,Q.15.,Q.16.,Q.17.,Q.18.,Q.19.,Q.20.,Q.21.,Q.22.,Q.23.,Q.24.,Q.25.,Q.26.,Q.27.,Q.28A.,Q.28B.,Q.28B..1,Q.28B..2,Q.28B..3,Q.28B..4,Q.28B..5,Q.28B..6,Q.28B..7,Q.28B..8,Q.28B..9,Q.28B..10,Q.29.,Q.30.,Q.31.,Q.32.,Q.32..1,Q.32..2,Q.32..3,Q.32..4,Q.32..5,Q.32..6,Q.32..7,Q.32..8,Q.32..9,Q.32..10,Q.32..11,Q.33A.,Q.34.,Q.35.,Q.36.,Q.37.,Q.38.,Q.39.,Q.40.,Q.41.,Q.42A.,Q.43A.,Q.44A.,Q.45.,CARD..1,DECK..1,BALLOT..1,Q.46.,Q.47.,Q.48.,Q.48..1,Q.48..2,Q.48..3,Q.48..4,Q.48..5,Q.48..6,Q.48..7,Q.48..8,Q.48..9,Q.48..10,Q.48..11,Q.49.,Q.50.,Q.51.,Q.52.,Q.53.,Q.54.,Q.55.,V.57.,V.58.,V.59.
1,193,693,3,7,5,2,9,1,1,2,2,2,2,2,3,2,2,1,6,2,0,4,1,1,1,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,0,0,3,1,1,2,7,2,2,1,3,2,193,693,2,1,2,1,1,1,2,2,2,1,2,2,2,2,5,1,1,2,2,1,1,5,2117,3
1,193,694,1,7,5,2,4,3,4,2,2,2,2,2,4,1,3,4,2,2,3,3,2,3,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,0,3,3,0,0,7,1,2,1,2,2,193,694,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,3,2,2,6,1254,2
1,193,695,2,6,8,1,4,2,4,2,1,2,2,2,2,2,1,3,5,3,10,6,1,1,4,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,2,2,0,1,7,2,2,1,2,2,193,695,2,3,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,3,0,6,2,7,2151,3
1,193,696,4,10,7,1,1,2,4,2,1,2,2,2,4,2,2,2,3,2,1,4,2,2,2,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,2,2,1,2,3,2,2,1,3,2,193,696,3,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1140,2
1,193,697,1,9,3,2,4,1,1,2,1,2,1,2,0,0,0,0,1,1,3,1,2,2,0,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,0,1,2,2,2,2,2,2,1,2,2,2,2,2,0,1,0,0,3,3,0,2,5,2,2,1,1,2,193,697,0,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,0,5,3,3,0,11,1158,1
1,193,698,1,7,5,2,4,1,1,1,3,4,2,2,4,1,3,2,1,1,3,2,2,2,1,1,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,3,0,0,3,1,1,2,7,1,2,1,3,2,193,698,1,3,2,2,1,2,2,2,2,2,2,2,2,2,5,2,3,5,4,3,1,11,1154,1
1,193,699,1,6,1,2,5,1,1,2,1,2,2,2,4,2,1,3,1,1,3,2,2,4,2,3,1,2,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,3,5,2,2,1,3,2,193,699,3,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,5,3,4,1,12,1103,1
1,193,700,3,4,6,1,9,1,4,1,2,3,3,2,2,2,2,4,5,3,1,1,5,1,3,2,2,3,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,3,1,1,2,2,2,2,1,2,2,193,700,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,1,1,6,2108,3
1,193,701,1,5,4,1,4,3,2,3,2,2,2,2,4,2,2,3,1,1,3,3,3,4,2,3,2,0,2,4,4,2,2,2,2,2,2,2,2,2,2,1,3,0,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,5,2,2,1,2,2,193,701,3,2,2,2,1,2,2,2,2,1,2,2,2,2,3,2,3,5,3,0,1,5,1108,1
1,193,702,4,9,6,2,1,1,2,1,2,2,2,1,3,2,3,2,6,3,4,3,3,1,2,1,1,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,3,3,2,1,7,3,2,1,3,2,193,702,2,2,1,1,2,1,2,2,2,1,2,2,2,2,5,2,3,4,5,1,1,11,2111,3
1,193,703,1,10,4,1,4,2,0,2,3,3,3,3,2,1,1,4,1,2,3,3,4,2,1,1,3,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,3,0,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,0,0,0,2,7,2,2,1,3,2,193,703,3,2,2,2,1,2,1,2,2,2,2,2,2,2,0,3,2,5,4,4,1,5,1113,2
1,193,704,1,11,6,2,4,3,1,3,0,0,1,2,3,1,1,3,1,1,3,1,4,3,0,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,3,1,2,7,2,2,1,2,2,193,704,3,2,2,2,2,2,2,1,2,1,1,2,2,2,3,3,2,5,1,4,1,5,1215,1
1,193,705,2,5,5,3,8,2,1,0,2,2,2,2,2,1,3,3,1,1,3,5,3,2,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,3,0,2,1,2,2,1,2,2,193,705,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,5,3,5,2,7,1113,1
1,193,706,4,7,5,3,4,3,1,2,2,2,2,1,2,2,3,2,1,1,3,5,4,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,3,4,1,2,1,3,2,193,706,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,5,3,5,2,7,1112,1
1,193,707,2,11,4,4,11,2,1,3,1,3,1,1,4,2,3,4,4,3,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,1,2,7,1,2,1,2,2,193,707,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,5,3,2,1,6,2153,3
1,193,708,4,7,6,2,4,3,1,2,1,2,2,1,3,1,2,2,1,1,3,1,3,2,1,1,3,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,3,2,2,1,7,3,2,1,2,2,193,708,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,2,6,1183,1
1,193,709,4,7,6,1,4,3,1,2,2,4,2,2,4,1,2,4,1,1,3,5,3,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,3,5,2,2,1,2,2,193,709,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,5,3,5,1,5,1227,1
1,193,710,1,10,5,4,14,3,1,3,2,3,2,2,4,2,3,3,1,1,3,2,3,4,2,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,2,1,4,2,2,1,2,2,193,710,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,3,6,1,6,1255,1
1,193,711,3,11,8,1,1,1,1,1,3,3,2,2,3,1,2,1,2,2,0,3,0,4,2,2,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,5,3,2,1,3,2,193,711,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,3,1,1,2,1150,2
1,193,712,1,11,5,2,3,2,1,2,1,2,1,1,4,1,2,2,5,3,4,6,5,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,3,3,1,2,7,2,2,1,1,2,193,712,1,1,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,3,1,7,2109,3
1,193,713,4,11,6,1,6,1,1,3,1,2,2,1,4,3,3,2,5,3,3,1,3,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,1,1,3,3,1,2,7,1,2,1,3,2,193,713,3,2,2,2,1,2,2,2,2,2,2,2,2,2,5,4,1,4,5,1,1,12,2122,3
1,193,714,1,3,5,3,8,2,2,2,2,2,2,2,3,2,2,4,5,3,1,4,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,3,3,2,2,7,2,2,1,2,2,193,714,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,5,2111,3
1,193,715,1,4,3,3,4,3,4,3,2,4,2,3,1,1,3,4,2,2,0,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,3,3,3,2,7,2,2,1,2,2,193,715,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1171,2
1,193,716,1,10,5,1,4,3,4,1,3,3,2,2,2,3,2,2,5,3,1,7,5,3,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,3,3,3,4,2,7,3,3,1,2,2,193,716,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,3,2,1,7,2104,3
1,193,717,3,6,6,5,9,2,2,3,1,3,2,1,4,2,2,2,3,3,1,2,1,3,2,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,2,1,1,1,2,2,3,1,3,2,193,717,2,1,2,2,2,2,2,1,2,2,2,2,2,2,5,1,2,5,2,1,1,6,1152,2
1,193,718,1,6,6,3,4,1,3,1,3,3,2,2,3,1,2,3,4,3,1,5,1,1,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,3,1,1,4,2,1,3,3,1,2,2,193,718,3,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,3,3,1,1,8,2102,3
1,193,719,1,8,6,3,4,1,4,2,2,3,1,2,3,3,2,2,5,3,1,4,1,1,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,1,2,6,1,3,1,1,2,193,719,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,1,1,2,1,2,1,8,1112,2
1,193,720,1,6,6,1,14,1,4,3,3,4,3,3,2,3,2,3,5,3,1,2,1,1,5,2,2,2,1,2,3,2,2,2,2,2,2,2,2,1,1,2,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,3,1,1,2,1,6,3,3,1,3,2,193,720,2,2,2,1,1,1,2,2,2,2,2,2,2,2,3,3,2,3,3,3,1,7,2143,3
1,193,721,4,10,5,4,4,2,2,2,2,3,2,1,3,1,2,2,1,1,3,2,2,3,3,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,3,3,1,2,3,7,2,3,1,3,2,193,721,3,3,1,1,2,1,1,1,2,1,2,2,2,2,5,3,3,5,4,4,1,12,1134,1
1,193,722,2,5,4,1,2,1,1,3,2,2,2,2,4,1,3,3,5,3,1,1,9,2,3,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,1,3,3,1,2,2,7,2,3,1,1,2,193,722,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3,4,2,2,5,1,1,7,2125,3
1,193,723,2,10,4,3,10,1,1,1,2,4,2,2,1,2,2,3,5,3,1,5,1,3,4,3,2,2,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,3,3,1,1,3,7,3,3,1,3,2,193,723,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,3,3,1,1,3,2143,3
1,193,724,2,8,5,6,8,1,3,1,3,4,3,3,2,2,2,3,5,3,1,1,1,2,4,1,1,2,1,1,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,1,1,4,1,6,3,3,1,2,2,193,724,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,3,3,1,1,3,2111,3
1,193,725,1,9,5,6,4,1,4,1,3,4,2,3,2,1,2,2,5,3,1,6,7,3,4,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,1,1,2,2,3,3,3,1,3,2,193,725,3,2,1,2,1,2,2,1,2,2,2,2,2,2,3,3,1,3,3,1,1,7,2128,3
1,193,726,3,9,4,2,4,1,1,3,2,2,3,2,4,2,3,3,1,1,3,2,2,1,4,2,1,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,3,3,1,1,3,2,2,3,1,3,2,193,726,2,3,2,1,1,1,2,2,2,2,2,2,2,2,0,4,3,3,5,3,1,12,1141,1
1,193,727,1,4,6,4,10,1,1,2,2,2,0,3,4,2,2,3,4,3,1,1,1,4,3,1,1,2,3,0,0,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,1,2,1,2,2,2,2,3,3,2,3,3,1,1,2,7,2,3,1,3,2,193,727,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,1,1,2,1116,2
1,193,728,4,9,4,5,4,3,1,1,3,0,1,1,4,2,1,3,2,1,3,4,2,4,4,2,1,2,1,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,3,3,3,1,0,7,1,3,1,3,2,193,728,3,3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,5,3,4,0,11,2102,1
1,193,729,1,8,4,4,4,3,3,1,2,3,2,2,1,1,2,2,1,1,3,4,2,2,2,3,1,2,3,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0,2,3,3,3,3,0,7,3,3,1,3,2,193,729,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,5,3,4,2,5,1218,1
1,193,730,2,9,5,2,1,1,2,2,2,2,2,2,4,2,3,4,5,3,0,1,1,2,2,1,1,0,3,0,0,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,1,1,1,3,1,2,3,1,1,2,193,730,3,2,1,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2,5,1,1,12,2103,3
1,193,731,2,9,6,2,6,3,2,1,2,3,1,2,2,2,2,3,1,1,5,3,5,3,4,3,2,1,3,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,3,1,2,2,3,5,2,3,1,2,2,193,731,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,2,5,3,3,2,6,1213,1
1,193,732,1,9,4,2,4,1,1,1,2,2,1,1,3,2,1,3,1,1,3,3,3,2,2,3,2,1,3,0,0,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,2,2,2,1,2,1,2,2,2,2,3,3,0,3,2,2,1,2,7,3,3,1,1,2,193,732,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,1,2,0,4,4,0,11,1148,1
1,193,733,4,9,5,3,4,3,1,2,2,2,1,1,4,2,2,3,1,1,3,3,2,2,2,1,3,1,3,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,3,3,3,1,2,7,3,3,1,2,2,193,733,3,1,2,2,2,2,2,2,2,1,2,2,2,2,0,3,2,5,3,3,0,5,1216,1
1,193,734,3,6,5,3,2,1,3,1,3,3,3,2,2,1,2,1,2,2,1,1,1,4,1,1,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,1,1,3,0,2,2,2,2,2,2,2,1,2,2,2,2,3,3,2,3,1,1,2,2,2,1,3,1,1,2,193,734,2,1,2,2,2,2,2,2,2,2,2,2,1,2,5,2,2,5,2,1,1,8,1105,2
1,193,735,4,3,7,2,9,1,2,3,2,2,1,1,0,3,1,0,5,3,3,1,2,3,0,1,1,1,1,2,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,1,1,1,2,2,2,3,1,2,2,193,735,3,1,2,2,1,2,2,2,2,1,2,2,2,2,5,2,2,1,5,0,1,12,2106,3
1,193,736,1,5,6,2,4,1,4,2,2,3,2,1,3,2,3,4,2,2,1,1,1,4,2,1,3,1,3,0,0,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1,1,2,2,7,2,3,1,2,2,193,736,2,0,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,5,3,1,1,5,1133,2
1,193,737,3,8,4,4,4,3,2,1,2,3,2,2,3,2,3,3,1,1,3,4,2,4,2,1,3,1,3,0,0,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,1,3,1,1,1,2,7,3,3,1,3,2,193,737,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,2,2,5,4,5,1,11,1142,1
1,193,738,1,5,4,1,8,3,4,2,2,3,2,2,4,3,3,3,2,2,1,5,1,2,2,1,3,1,3,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,2,1,2,7,3,3,1,3,2,193,738,3,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,3,1,1,1,1124,2
1,193,739,4,10,6,2,9,1,1,3,1,2,2,1,4,2,2,2,1,3,1,3,1,1,0,2,1,2,1,2,0,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,1,2,2,2,2,2,3,3,2,3,1,1,1,1,1,2,3,1,2,2,193,739,0,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,1,5,1213,2
1,193,740,0,0,0,0,0,1,0,2,2,2,2,3,2,0,3,0,0,0,0,0,0,1,1,2,0,3,1,1,0,1,2,2,2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,3,3,1,2,2,2,3,3,1,2,2,193,740,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,0,3,3,3,0,6,1242,2
1,193,741,3,5,4,4,2,2,1,2,3,2,3,2,3,2,1,3,2,2,3,1,4,4,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,2,1,2,2,2,1,3,2,3,3,3,1,2,4,1,3,1,3,2,193,741,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,5,3,2,2,5,1168,2
1,193,742,2,10,4,3,3,1,1,1,2,3,1,2,4,2,2,3,8,3,1,6,3,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,1,1,2,2,2,2,2,2,2,3,3,1,3,1,1,1,2,7,1,3,1,2,2,193,742,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,3,1,1,1,6,2125,3
1,193,743,3,8,5,2,9,3,1,1,2,4,3,3,1,2,2,4,5,3,0,2,1,1,1,1,3,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,3,3,2,1,2,7,3,3,1,3,2,193,743,1,3,1,1,2,1,2,2,2,1,2,2,2,2,3,3,1,3,5,1,1,5,2115,3
1,193,744,1,4,5,6,14,1,2,2,2,2,1,1,4,3,3,3,4,3,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,3,3,2,3,1,1,4,2,1,2,3,1,3,2,193,744,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1115,2
1,193,745,1,4,5,1,1,1,4,2,2,2,2,2,4,3,2,4,4,3,1,1,0,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,1,1,3,3,1,3,2,193,745,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,1,1,3,2168,3
1,193,746,1,7,6,2,4,1,2,1,3,4,2,1,3,2,2,3,4,3,3,4,3,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,0,1,2,1,2,2,2,2,1,2,2,2,2,2,3,3,2,3,1,3,4,2,1,1,3,1,3,2,193,746,2,2,1,2,2,2,2,2,1,1,2,2,2,2,5,2,3,5,4,5,1,11,2132,3
1,193,747,1,9,5,2,1,1,4,1,3,4,2,3,1,2,2,3,4,3,3,4,1,2,1,3,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,3,1,1,4,3,7,2,3,1,1,2,193,747,2,3,1,2,2,1,2,2,2,1,2,2,2,2,5,3,3,5,4,2,1,11,2128,3
1,193,748,1,11,5,5,13,1,2,1,3,2,3,3,2,2,2,2,4,3,1,1,5,1,4,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,1,3,3,1,1,2,7,3,3,1,2,2,193,748,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,3,3,5,3,1,1,8,2106,3
1,193,749,1,9,8,5,3,1,3,1,2,2,2,2,2,2,3,3,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,1,4,2,7,2,3,1,2,2,193,749,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,1,1,6,1201,2
1,193,750,0,0,0,0,0,3,1,3,2,3,1,1,4,3,3,3,1,1,4,3,2,4,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,2,3,3,1,1,4,3,3,1,3,2,193,750,3,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,5,3,2,1,6,1258,1
1,193,751,1,4,5,3,1,2,1,2,2,2,1,2,1,2,2,3,1,1,3,4,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,3,3,1,2,7,1,3,1,3,2,193,751,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,1,1,4,1,6,1176,1
1,193,752,1,9,6,2,4,3,2,1,2,2,2,2,3,1,2,2,1,1,3,1,2,4,1,1,2,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,1,2,2,1,2,2,2,2,1,2,0,2,3,3,2,2,7,2,3,1,2,2,193,752,1,2,2,1,2,1,2,2,2,2,2,2,2,2,5,1,2,5,2,2,1,5,1194,1
1,193,753,4,9,6,3,4,3,1,3,1,2,1,2,3,2,3,2,2,2,3,3,2,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,3,7,2,3,1,3,2,193,753,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,5,3,5,0,6,1125,2
1,193,754,1,10,2,1,3,2,1,2,2,2,2,1,2,2,3,2,2,2,1,4,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,3,3,2,3,7,3,3,1,3,2,193,754,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1,2,1142,2
1,193,755,1,11,1,4,3,0,2,3,2,2,2,3,4,2,2,3,4,3,1,1,3,3,4,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,0,1,0,0,7,2,3,1,2,2,193,755,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,5,1,1,3,2151,3
1,193,756,3,9,6,2,9,3,1,2,2,3,3,2,3,2,3,3,1,2,3,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,1,1,5,1,3,1,3,2,193,756,3,3,2,1,2,1,2,2,2,2,2,2,2,2,5,2,3,5,3,6,1,11,1163,2
1,193,757,1,5,7,2,9,1,3,3,3,4,2,2,2,3,1,2,2,2,5,2,5,1,1,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,3,1,1,1,3,3,3,1,1,2,193,757,2,2,1,1,2,2,2,2,2,1,2,2,2,2,5,3,2,4,4,2,1,11,1159,2
1,193,758,2,9,5,4,14,2,1,2,2,2,1,2,4,3,3,4,7,2,1,7,1,1,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,2,2,7,3,3,1,2,2,193,758,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,5,3,3,1,5,1249,2
1,193,759,2,10,5,5,14,3,3,3,1,2,1,2,4,1,2,3,6,3,1,1,3,3,1,1,3,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,3,1,1,2,7,3,3,1,2,2,193,759,3,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,2,3,5,1,1,5,2136,3
